weight_set,w1,w2,Q,rho_1,rho_2,tau_1,tau_2,weighted_utilization,weighted_offered_wait,fcfs_weighted_utilization,fcfs_weighted_offered_wait,delta_weighted_utilization,delta_weighted_offered_wait,served_rate_1,served_rate_2,overall_served_rate,fcfs_served_rate_1,fcfs_served_rate_2,fcfs_overall_served_rate,min_served_rate,served_rate_flag
"w1=1.25, w2=1",1.25,1.0,4,0.45960616438356167,0.45159246575342465,5.404223823863045,5.434055205853594,1.0261001712328768,5.417406600414024,1.0259118150684932,5.419209583028001,0.00018835616438348524,-0.0018029826139773775,0.5865749661567066,0.5821905707467911,0.5843850685526365,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5817682949677919,False
"w1=1.25, w2=1",1.25,1.0,8,0.4617123287671233,0.449486301369863,5.371112650554835,5.467539326510287,1.0266267123287671,5.413731154763572,1.0259118150684932,5.419209583028001,0.0007148972602739167,-0.005478428264430057,0.5892694559686573,0.5794794343768854,0.5843850685526365,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5794794343768854,False
"w1=1.25, w2=1",1.25,1.0,12,0.46749999999999997,0.4435273972602739,5.297898984060231,5.541814214498086,1.027902397260274,5.405707065008789,1.0259118150684932,5.419209583028001,0.001990582191780765,-0.01350251801921214,0.59664858104329,0.5717944904677434,0.5842749594771636,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5717944904677434,False
"w1=1.25, w2=1",1.25,1.0,16,0.5252054794520549,0.3884760273972603,4.7640364791065135,6.2414345946406025,1.0449828767123288,5.417782387593317,1.0259118150684932,5.419209583028001,0.01907106164383552,-0.0014271954346847693,0.668160395296686,0.4981708641338566,0.583494873393837,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.4981708641338566,True
"w1=1.25, w2=1",1.25,1.0,20,0.6374143835616438,0.3039554794520548,3.014408218082071,7.622842818110007,1.1007234589041097,5.061903674172457,1.0259118150684932,5.419209583028001,0.07481164383561642,-0.35730590885554536,0.813939264832598,0.3884136494822938,0.6012302171138446,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.3884136494822938,True
"w1=1.25, w2=1",1.25,1.0,24,0.7500684931506849,0.20892123287671233,1.3413450917895893,9.371245424098928,1.1465068493150685,4.891436354595679,1.0259118150684932,5.419209583028001,0.12059503424657528,-0.5277732284323224,0.9556596751241028,0.26743859568932266,0.6122736608107371,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.26743859568932266,True
"w1=1.25, w2=1",1.25,1.0,28,0.7740068493150685,0.10580479452054795,0.06988147678539305,10.581308854161334,1.0733133561643835,3.3335800007824545,1.0259118150684932,5.419209583028001,0.0474015410958903,-2.0856295822455473,1.0,0.13608925592634805,0.5670781912812594,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.13608925592634805,True
"w1=1.25, w2=1",1.25,1.0,32,0.781095890410959,0.0,0.008749072997816461,,0.9763698630136985,0.008749072997816461,1.0259118150684932,5.419209583028001,-0.049541952054794544,-5.410460510030186,1.0,0.0,0.5003965996037021,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.0,True
"w1=1.5, w2=1",1.5,1.0,0,0.45885273972602736,0.45234589041095885,5.420387187309788,5.417746496996356,1.140625,5.419327076599282,1.140625,5.419327076599282,0.0,0.0,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5822518148626945,False
"w1=1.5, w2=1",1.5,1.0,4,0.45960616438356167,0.45159246575342465,5.404223823863045,5.434055205853594,1.1410017123287672,5.416082993456576,1.140625,5.419327076599282,0.0003767123287672369,-0.0032440831427052786,0.5865749661567066,0.5821905707467911,0.5843850685526365,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5817682949677919,False
"w1=1.5, w2=1",1.5,1.0,8,0.4617123287671233,0.449486301369863,5.371112650554835,5.467539326510287,1.142054794520548,5.409452500893094,1.140625,5.419327076599282,0.0014297945205480112,-0.009874575706187372,0.5892694559686573,0.5794794343768854,0.5843850685526365,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5794794343768854,False
"w1=1.5, w2=1",1.5,1.0,12,0.46749999999999997,0.4435273972602739,5.297898984060231,5.541814214498086,1.144777397260274,5.394883923626186,1.140625,5.419327076599282,0.004152397260274077,-0.024443152973095295,0.59664858104329,0.5717944904677434,0.5842749594771636,0.5856168523932497,0.5831648769911885,0.5843850685526365,0.5717944904677434,False
