policy,seed,Q,rho_1,rho_2,tau_1,tau_2,offered_1,offered_2,total_offered_delay_1,total_offered_delay_2,served_rate_1,served_rate_2,arrivals_1,arrivals_2,served_1,served_2,overall_served_rate,min_served_rate,served_rate_flag,w1,w2,weight_set,weighted_utilization,weighted_offered_wait,fcfs_weighted_utilization,fcfs_weighted_offered_wait,fcfs_served_rate_1,fcfs_served_rate_2,fcfs_overall_served_rate,delta_weighted_utilization,delta_weighted_offered_wait
Strict C1 reservation,5102,4,0.45179794520547945,0.44674657534246576,5.474620674598843,5.505521201413427,9161.0,9056.0,50153.0,49858.0,0.5760288178146491,0.5761925795053003,9161.0,9056.0,5277.0,5218.0,0.5761102267113136,0.5760288178146491,False,1.0,1.0,"w1=1, w2=1",0.8985445205479452,5.489981885052424,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.0,0.0
Strict C1 reservation,5102,8,0.4534246575342466,0.44511986301369866,5.442528108285122,5.537985865724382,9161.0,9056.0,49859.0,50152.0,0.5781028272022705,0.5740945229681979,9161.0,9056.0,5296.0,5199.0,0.5761102267113136,0.5740945229681979,False,1.0,1.0,"w1=1, w2=1",0.8985445205479452,5.489981885052424,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.0,0.0
Strict C1 reservation,5102,12,0.45881849315068496,0.4398972602739726,5.36786377033075,5.613626325088339,9161.0,9056.0,49175.0,50837.0,0.5849798056980678,0.5673586572438163,9161.0,9056.0,5359.0,5138.0,0.5762200142723829,0.5673586572438163,False,1.0,1.0,"w1=1, w2=1",0.8987157534246575,5.490036778832958,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.0001712328767122795,5.489378053447069e-05
Strict C1 reservation,5102,16,0.5155821917808219,0.38553082191780824,4.987412587412587,6.398267923700943,9295.0,9122.0,46358.0,58365.0,0.6478752017213556,0.49364174523130894,9295.0,9122.0,6022.0,4503.0,0.5714828690883423,0.49364174523130894,True,1.0,1.0,"w1=1, w2=1",0.9011130136986301,5.686213824184177,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.0025684931506848585,0.19623193913175374
Strict C1 reservation,5102,20,0.6389554794520548,0.30333904109589044,3.0667754214246874,7.7298850574712645,9195.0,9222.0,28199.0,71285.0,0.811636759108211,0.38418998048145736,9195.0,9222.0,7463.0,3543.0,0.5976000434381278,0.38418998048145736,True,1.0,1.0,"w1=1, w2=1",0.9422945205479452,5.4017483846446215,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.043749999999999956,-0.08823350040780209
Strict C1 reservation,5102,24,0.7482020547945205,0.20830479452054795,1.3124246079613993,9.629491673970202,9119.0,9128.0,11968.0,87898.0,0.9583287641188727,0.26271460965338517,9119.0,9261.0,8739.0,2433.0,0.6078346028291621,0.26271460965338517,True,1.0,1.0,"w1=1, w2=1",0.9565068493150685,5.473009261796459,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.05796232876712326,-0.01697262325596416
Strict C1 reservation,5102,28,0.7745719178082192,0.1086472602739726,0.087321764120703,10.598368808434454,9047.0,5027.0,790.0,53278.0,1.0,0.13742690058479531,9047.0,9234.0,9047.0,1269.0,0.5643017340408074,0.13742690058479531,True,1.0,1.0,"w1=1, w2=1",0.8832191780821919,3.8416939036521245,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,-0.015325342465753344,-1.648287981400299
Strict C1 reservation,5102,32,0.775,0.0,0.007843570481661512,,9052.0,0.0,71.0,0.0,1.0,0.0,9052.0,9108.0,9052.0,0.0,0.4984581497797357,0.0,True,1.0,1.0,"w1=1, w2=1",0.775,0.007843570481661512,0.8985445205479452,5.489981885052424,0.5761379762034713,0.5760821554770318,0.5761102267113136,-0.12354452054794518,-5.482138314570762
Strict C1 reservation,5103,0,0.4509417808219178,0.4426369863013699,5.481704692208352,5.502873563218391,9292.0,9048.0,50936.0,49790.0,0.5668316831683168,0.5713969938107869,9292.0,9048.0,5267.0,5170.0,0.5690839694656489,0.5668316831683168,False,1.0,1.0,"w1=1, w2=1",0.8935787671232878,5.492148309705562,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,0.0,0.0
Strict C1 reservation,5103,4,0.4519691780821918,0.4416095890410959,5.467283684890228,5.517683465959328,9292.0,9048.0,50802.0,49924.0,0.568123116659492,0.5700707338638373,9292.0,9048.0,5279.0,5158.0,0.5690839694656489,0.568123116659492,False,1.0,1.0,"w1=1, w2=1",0.8935787671232877,5.492148309705562,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,-1.1102230246251565e-16,0.0
Strict C1 reservation,5103,8,0.45402397260273974,0.43955479452054796,5.435320705983642,5.550508399646331,9292.0,9048.0,50505.0,50221.0,0.5707059836418424,0.5674182139699381,9292.0,9048.0,5303.0,5134.0,0.5690839694656489,0.5674182139699381,False,1.0,1.0,"w1=1, w2=1",0.8935787671232878,5.492148309705562,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,0.0,0.0
Strict C1 reservation,5103,12,0.4603595890410959,0.4331335616438356,5.362247094274645,5.626105216622458,9292.0,9048.0,49826.0,50905.0,0.5786698235040896,0.5591290893015031,9292.0,9048.0,5377.0,5059.0,0.5690294438386041,0.5591290893015031,False,1.0,1.0,"w1=1, w2=1",0.8934931506849315,5.4924209378407856,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,-8.561643835625077e-05,0.0002726281352236626
Strict C1 reservation,5103,16,0.5285102739726028,0.3863013698630137,4.730299061340319,6.318520140105079,9162.0,9136.0,43339.0,57726.0,0.6737611875136433,0.4938704028021016,9162.0,9136.0,6173.0,4512.0,0.5839436003934856,0.4938704028021016,True,1.0,1.0,"w1=1, w2=1",0.9148116438356164,5.523281232921631,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,0.021232876712328652,0.031132923216069308
Strict C1 reservation,5103,20,0.6386986301369864,0.3040239726027397,3.0306741816605247,7.6470783165801395,9226.0,9053.0,27961.0,69229.0,0.8085844352915673,0.392245664420634,9226.0,9053.0,7460.0,3551.0,0.6023852508342907,0.392245664420634,True,1.0,1.0,"w1=1, w2=1",0.9427226027397261,5.317030472126484,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,0.049143835616438314,-0.17511783757907828
Strict C1 reservation,5103,24,0.7536815068493151,0.2101027397260274,1.4459911513974317,9.291915836101882,9267.0,9030.0,13400.0,83906.0,0.9499298586381785,0.2703238598810311,9267.0,9078.0,8803.0,2454.0,0.6136276914690652,0.2703238598810311,True,1.0,1.0,"w1=1, w2=1",0.9637842465753426,5.318139585724436,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,0.0702054794520548,-0.17400872398112632
Strict C1 reservation,5103,28,0.7753424657534247,0.10582191780821917,0.05167844522968198,10.573364761343548,9056.0,5091.0,468.0,53829.0,1.0,0.13661987399137837,9056.0,9047.0,9056.0,1236.0,0.5685245539413357,0.13661987399137837,True,1.0,1.0,"w1=1, w2=1",0.8811643835616438,3.8380575387007845,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,-0.012414383561643927,-1.6540907710047774
Strict C1 reservation,5103,32,0.7919520547945206,0.0,0.014702702702702703,,9250.0,0.0,136.0,0.0,1.0,0.0,9250.0,9092.0,9250.0,0.0,0.5043070548467997,0.0,True,1.0,1.0,"w1=1, w2=1",0.7919520547945206,0.014702702702702703,0.8935787671232878,5.492148309705562,0.5668316831683168,0.5713969938107869,0.5690839694656489,-0.10162671232876719,-5.477445607002859
Strict C1 reservation,5104,0,0.45993150684931505,0.4605308219178082,5.372167925366504,5.372838695557014,9004.0,9138.0,48371.0,49097.0,0.5966237227898712,0.5886408404464872,9004.0,9138.0,5372.0,5379.0,0.5926028001322897,0.5886408404464872,False,1.0,1.0,"w1=1, w2=1",0.9204623287671232,5.372505787675008,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,0.0,0.0
Strict C1 reservation,5104,4,0.46001712328767125,0.46044520547945206,5.352954242558862,5.391770628146203,9004.0,9138.0,48198.0,49270.0,0.5967347845402043,0.5885314073101335,9004.0,9138.0,5373.0,5378.0,0.5926028001322897,0.5885314073101335,False,1.0,1.0,"w1=1, w2=1",0.9204623287671233,5.372505787675008,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,1.1102230246251565e-16,0.0
Strict C1 reservation,5104,8,0.4636130136986301,0.45684931506849313,5.317858729453576,5.426460932370322,9004.0,9138.0,47882.0,49587.0,0.6013993780541982,0.5839352155832787,9004.0,9138.0,5415.0,5336.0,0.5926028001322897,0.5839352155832787,False,1.0,1.0,"w1=1, w2=1",0.9204623287671232,5.372560908389373,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,0.0,5.5120714364420564e-05
Strict C1 reservation,5104,12,0.4683219178082192,0.4517123287671233,5.239782318969347,5.503611293499672,9004.0,9138.0,47179.0,50292.0,0.6075077743225233,0.5773692274020573,9004.0,9138.0,5470.0,5276.0,0.5923271965604674,0.5773692274020573,False,1.0,1.0,"w1=1, w2=1",0.9200342465753425,5.3726711498181015,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,-0.00042808219178069873,0.0001653621430932617
Strict C1 reservation,5104,16,0.5243150684931507,0.39409246575342466,4.676598995852434,6.180881385661039,9162.0,9122.0,42847.0,56382.0,0.6684130102597686,0.50460425345319,9162.0,9122.0,6124.0,4603.0,0.5866878144826078,0.50460425345319,False,1.0,1.0,"w1=1, w2=1",0.9184075342465754,5.427094727630715,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,-0.002054794520547798,0.054588939955706905
Strict C1 reservation,5104,20,0.6369006849315069,0.30547945205479454,2.933473544387868,7.600801646625501,9034.0,9231.0,26501.0,70163.0,0.8234447642240426,0.3865236702415773,9034.0,9231.0,7439.0,3568.0,0.6026279770052012,0.3865236702415773,True,1.0,1.0,"w1=1, w2=1",0.9423801369863014,5.292307692307692,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,0.021917808219178214,-0.08019809536731604
Strict C1 reservation,5104,24,0.7487157534246576,0.20967465753424658,1.2554150632215504,9.139272970561999,9095.0,8968.0,11418.0,81961.0,0.9615173172072567,0.2729603209986625,9095.0,8972.0,8745.0,2449.0,0.6195826645264848,0.2729603209986625,True,1.0,1.0,"w1=1, w2=1",0.9583904109589041,5.169628522393844,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,0.0379280821917809,-0.20287726528116412
Strict C1 reservation,5104,28,0.7601883561643835,0.10522260273972603,0.07208018921049668,10.632208293153328,8879.0,5185.0,640.0,55128.0,1.0,0.1384476737636589,8879.0,8877.0,8879.0,1229.0,0.5692723586393332,0.1384476737636589,True,1.0,1.0,"w1=1, w2=1",0.8654109589041096,3.9653014789533563,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,-0.05505136986301362,-1.407204308721652
Strict C1 reservation,5104,32,0.7846746575342466,0.0,0.007637752318603383,,9165.0,0.0,70.0,0.0,1.0,0.0,9165.0,9208.0,9165.0,0.0,0.4988298046045828,0.0,True,1.0,1.0,"w1=1, w2=1",0.7846746575342466,0.007637752318603383,0.9204623287671232,5.372505787675008,0.5966237227898712,0.5886408404464872,0.5926028001322897,-0.1357876712328766,-5.364868035356404
Strict C1 reservation,5105,0,0.4657534246575342,0.4541952054794521,5.395206304038525,5.392718392718392,9137.0,9009.0,49296.0,48583.0,0.5953814162197658,0.5888555888555889,9137.0,9009.0,5440.0,5305.0,0.5921415187920203,0.5888555888555889,False,1.0,1.0,"w1=1, w2=1",0.9199486301369864,5.393971123112531,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,0.0,0.0
Strict C1 reservation,5105,4,0.4674657534246575,0.4524828767123288,5.378898982160447,5.4092574092574095,9137.0,9009.0,49147.0,48732.0,0.5975703184852796,0.5866355866355867,9137.0,9009.0,5460.0,5285.0,0.5921415187920203,0.5866355866355867,False,1.0,1.0,"w1=1, w2=1",0.9199486301369864,5.393971123112531,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,0.0,0.0
Strict C1 reservation,5105,8,0.46909246575342467,0.45085616438356163,5.348473240669804,5.44011544011544,9137.0,9009.0,48869.0,49010.0,0.5996497756375178,0.5845265845265846,9137.0,9009.0,5479.0,5266.0,0.5921415187920203,0.5845265845265846,False,1.0,1.0,"w1=1, w2=1",0.9199486301369864,5.393971123112531,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,0.0,0.0
Strict C1 reservation,5105,12,0.47491438356164384,0.4446917808219178,5.279632264419393,5.510489510489511,9137.0,9009.0,48240.0,49644.0,0.6070920433402649,0.5765345765345765,9137.0,9009.0,5547.0,5194.0,0.591921084536537,0.5765345765345765,False,1.0,1.0,"w1=1, w2=1",0.9196061643835616,5.3942466659318855,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,-0.00034246575342478103,0.0002755428193541576
Strict C1 reservation,5105,16,0.5260273972602739,0.3882705479452055,4.778320842836972,6.2202197802197805,9207.0,9100.0,43994.0,56604.0,0.6673183447376996,0.49835164835164836,9207.0,9100.0,6144.0,4535.0,0.5833287813404708,0.49835164835164836,True,1.0,1.0,"w1=1, w2=1",0.9142979452054794,5.495056535751352,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,-0.005650684931507,0.10108541263882032
Strict C1 reservation,5105,20,0.6367294520547945,0.3042808219178082,2.9326658598305646,7.559572357544362,9089.0,9073.0,26655.0,68588.0,0.8182418307844648,0.39171167199382784,9089.0,9073.0,7437.0,3554.0,0.6051646294460963,0.39171167199382784,True,1.0,1.0,"w1=1, w2=1",0.9410102739726027,5.244081048342694,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,0.021061643835616373,-0.1498900747698375
Strict C1 reservation,5105,24,0.7535102739726027,0.20873287671232876,1.5217065065923465,9.418783422459892,9329.0,8976.0,14196.0,84543.0,0.9434022939221781,0.2701983819128893,9329.0,9023.0,8801.0,2438.0,0.6124128160418483,0.2701983819128893,True,1.0,1.0,"w1=1, w2=1",0.9622431506849315,5.3940999726850585,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,0.042294520547945136,0.00012884957252712326
Strict C1 reservation,5105,28,0.7781678082191781,0.10590753424657534,0.07294531851688854,10.54203187250996,9089.0,5020.0,663.0,52921.0,1.0,0.13507316007861978,9089.0,9158.0,9089.0,1237.0,0.5659012440401162,0.13507316007861978,True,1.0,1.0,"w1=1, w2=1",0.8840753424657535,3.7978595222907363,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,-0.03587328767123288,-1.596111600821795
Strict C1 reservation,5105,32,0.7791952054794521,0.0,0.005603779804417097,,9101.0,0.0,51.0,0.0,1.0,0.0,9101.0,9105.0,9101.0,0.0,0.49989014610567944,0.0,True,1.0,1.0,"w1=1, w2=1",0.7791952054794521,0.005603779804417097,0.9199486301369864,5.393971123112531,0.5953814162197658,0.5888555888555889,0.5921415187920203,-0.14075342465753427,-5.388367343308114
Strict C1 reservation,5101,0,0.4657534246575342,0.4577054794520548,5.361535106846925,5.3316755083996465,9172.0,9048.0,49176.0,48241.0,0.5931094635848234,0.5908488063660478,9172.0,9048.0,5440.0,5346.0,0.59198682766191,0.5908488063660478,False,1.25,1.0,"w1=1.25, w2=1",1.0398972602739727,5.3483644518110465,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.0,0.0
Strict C1 reservation,5101,4,0.46678082191780823,0.4566780821917808,5.347361535106847,5.346043324491601,9172.0,9048.0,49046.0,48371.0,0.5944177932839075,0.5895225464190982,9172.0,9048.0,5452.0,5334.0,0.59198682766191,0.5895225464190982,False,1.25,1.0,"w1=1.25, w2=1",1.0401541095890412,5.346780090674207,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.00025684931506853026,-0.0015843611368397958
Strict C1 reservation,5101,8,0.46840753424657533,0.4550513698630137,5.311382468382032,5.38262599469496,9172.0,9048.0,48716.0,48702.0,0.5964893153074575,0.587422634836428,9172.0,9048.0,5471.0,5315.0,0.59198682766191,0.587422634836428,False,1.25,1.0,"w1=1.25, w2=1",1.0405607876712328,5.3428070004387465,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.0006635273972601663,-0.005557451372300015
Strict C1 reservation,5101,12,0.4750856164383562,0.4482020547945205,5.239969472307021,5.4552387267904505,9172.0,9048.0,48061.0,49359.0,0.6049934583515045,0.5785809018567639,9172.0,9048.0,5549.0,5235.0,0.5918770581778265,0.5785809018567639,False,1.25,1.0,"w1=1.25, w2=1",1.0420590753424657,5.334921756934627,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.0021618150684930004,-0.013442694876419914
Strict C1 reservation,5101,16,0.5315924657534247,0.3881849315068493,4.647550908090259,6.089283743516169,9085.0,9061.0,42223.0,55175.0,0.6834342322509631,0.5003862708310342,9085.0,9061.0,6209.0,4534.0,0.5920313016642786,0.5003862708310342,False,1.25,1.0,"w1=1.25, w2=1",1.05267551369863,5.287379544257919,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.012778253424657438,-0.06098490755312724
Strict C1 reservation,5101,20,0.6357876712328767,0.3026541095890411,3.1084520831067115,7.576876712328767,9193.0,9125.0,28576.0,69139.0,0.8077885347547047,0.3873972602739726,9193.0,9125.0,7426.0,3535.0,0.5983731848455072,0.3873972602739726,True,1.25,1.0,"w1=1.25, w2=1",1.097388698630137,5.086230522039653,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.05749143835616444,-0.2621339297713936
Strict C1 reservation,5101,24,0.7462328767123287,0.20779109589041095,1.1711881297752187,9.376763217400667,9031.0,9287.0,10577.0,87082.0,0.9651201417340273,0.2609958060006452,9031.0,9299.0,8716.0,2427.0,0.607910529187125,0.2609958060006452,True,1.25,1.0,"w1=1.25, w2=1",1.1405821917808219,4.874828378066413,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.1006849315068492,-0.4735360737446337
Strict C1 reservation,5101,28,0.781763698630137,0.10342465753424658,0.06538166684919505,10.560570535365377,9131.0,5118.0,597.0,54049.0,1.0,0.13287867121328786,9131.0,9091.0,9131.0,1208.0,0.5673910657447042,0.13287867121328786,True,1.25,1.0,"w1=1.25, w2=1",1.0806292808219178,3.314546251909205,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,0.040732020547945114,-2.0338181999018414
Strict C1 reservation,5101,32,0.7746575342465754,0.0,0.007957559681697613,,9048.0,0.0,72.0,0.0,1.0,0.0,9048.0,9030.0,9048.0,0.0,0.5004978426817126,0.0,True,1.25,1.0,"w1=1.25, w2=1",0.9683219178082192,0.007957559681697613,1.0398972602739727,5.3483644518110465,0.5931094635848234,0.5908488063660478,0.59198682766191,-0.07157534246575348,-5.340406892129349
Strict C1 reservation,5102,0,0.45188356164383564,0.44666095890410956,5.491321908088636,5.488626325088339,9161.0,9056.0,50306.0,49705.0,0.5761379762034713,0.5760821554770318,9161.0,9056.0,5278.0,5217.0,0.5761102267113136,0.5760821554770318,False,1.25,1.0,"w1=1.25, w2=1",1.0115154109589042,5.4901315388460175,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.0,0.0
Strict C1 reservation,5102,4,0.45179794520547945,0.44674657534246576,5.474620674598843,5.505521201413427,9161.0,9056.0,50153.0,49858.0,0.5760288178146491,0.5761925795053003,9161.0,9056.0,5277.0,5218.0,0.5761102267113136,0.5760288178146491,False,1.25,1.0,"w1=1.25, w2=1",1.011494006849315,5.488266344829268,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,-2.1404109589173714e-05,-0.0018651940167497827
Strict C1 reservation,5102,8,0.4534246575342466,0.44511986301369866,5.442528108285122,5.537985865724382,9161.0,9056.0,49859.0,50152.0,0.5781028272022705,0.5740945229681979,9161.0,9056.0,5296.0,5199.0,0.5761102267113136,0.5740945229681979,False,1.25,1.0,"w1=1.25, w2=1",1.0119006849315069,5.4846822465225715,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.00038527397260268437,-0.005449292323445931
Strict C1 reservation,5102,12,0.45881849315068496,0.4398972602739726,5.36786377033075,5.613626325088339,9161.0,9056.0,49175.0,50837.0,0.5849798056980678,0.5673586572438163,9161.0,9056.0,5359.0,5138.0,0.5762200142723829,0.5673586572438163,False,1.25,1.0,"w1=1.25, w2=1",1.0134203767123289,5.476392495337015,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.0019049657534246922,-0.01373904350900279
Strict C1 reservation,5102,16,0.5155821917808219,0.38553082191780824,4.987412587412587,6.398267923700943,9295.0,9122.0,46358.0,58365.0,0.6478752017213556,0.49364174523130894,9295.0,9122.0,6022.0,4503.0,0.5714828690883423,0.49364174523130894,True,1.25,1.0,"w1=1.25, w2=1",1.0300085616438355,5.607921603606427,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.018493150684931292,0.11779006476040976
Strict C1 reservation,5102,20,0.6389554794520548,0.30333904109589044,3.0667754214246874,7.7298850574712645,9195.0,9222.0,28199.0,71285.0,0.811636759108211,0.38418998048145736,9195.0,9222.0,7463.0,3543.0,0.5976000434381278,0.38418998048145736,True,1.25,1.0,"w1=1.25, w2=1",1.102033390410959,5.142645088881648,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.09051797945205475,-0.3474864499643697
Strict C1 reservation,5102,24,0.7482020547945205,0.20830479452054795,1.3124246079613993,9.629491673970202,9119.0,9128.0,11968.0,87898.0,0.9583287641188727,0.26271460965338517,9119.0,9261.0,8739.0,2433.0,0.6078346028291621,0.26271460965338517,True,1.25,1.0,"w1=1.25, w2=1",1.1435573630136986,5.01092476889912,1.0115154109589042,5.4901315388460175,0.5761379762034713,0.5760821554770318,0.5761102267113136,0.1320419520547944,-0.4792067699468978
