lambda_per_day,total_demand,demand_ratio,high_balk,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
35,70,2.1875,0.1,17,0.8451198630136987,0.3844621513944223,9843,11003.0,8.580380563767331,8.756709246454939,0.06179928903472792,25602,24017,25599,1582,3,12342,1810,22
35,70,2.1875,0.1,18,0.8387842465753425,0.38352562593203043,9773,10960.0,8.439846327306135,8.608233262695236,0.060238599795934385,25482,23947,25482,1535,0,12269,1878,27
35,70,2.1875,0.1,19,0.8439212328767123,0.3913612565445026,9867,11011.0,8.508698765744134,8.66920634920635,0.05797619047619047,25212,23739,25200,1461,12,12040,1809,23
35,70,2.1875,0.1,20,0.8430650684931507,0.3846665623043206,9829,10990.0,8.698095912670306,8.86727742541696,0.06033200219246731,25552,24001,25542,1541,10,12328,1833,11
35,70,2.1875,0.1,21,0.8422945205479452,0.3829762322913008,9813,10970.0,8.64990634755463,8.826748906933167,0.062109618988132415,25623,24025,25616,1591,7,12349,1842,21
35,70,2.1875,0.1,22,0.838013698630137,0.3831046648373187,9773,10939.0,8.539481364129076,8.706292883748285,0.05955694961772202,25510,23986,25505,1519,5,12321,1878,14
35,70,2.1875,0.1,23,0.8403253424657534,0.38860944987920315,9812,10961.0,8.443299400946756,8.59356806210147,0.05457641886807398,25249,23871,25249,1378,0,12197,1845,17
35,70,2.1875,0.1,24,0.8380993150684931,0.3808820098001089,9794,10928.0,8.662755144202958,8.829540592056638,0.0585443653479597,25714,24202,25707,1505,7,12517,1872,19
35,70,2.1875,0.1,25,0.8373287671232876,0.38439431518444156,9764,10944.0,8.502025813458085,8.659619700011811,0.05747805204519507,25401,23941,25401,1460,0,12248,1904,25
35,70,2.1875,0.1,26,0.8429794520547945,0.38502192295646726,9835,11009.0,8.624750996015937,8.78523332289383,0.05668650172251801,25544,24096,25544,1448,0,12407,1830,24
35,70,2.1875,0.1,27,0.8342465753424657,0.3805451421430803,9745,10893.0,8.771698427228094,8.940668360367402,0.060621457885479776,25608,24034,25585,1551,23,12353,1915,21
35,70,2.1875,0.1,28,0.8373287671232876,0.3824301555581678,9760,10928.0,8.569080316271327,8.732110666980171,0.05831177992005643,25521,24030,25518,1488,3,12373,1887,10
35,70,2.1875,0.1,29,0.8414383561643836,0.3858345131351266,9811,10971.0,8.52499058931783,8.690459336164858,0.05973729746735882,25428,23909,25428,1519,0,12221,1853,24
35,70,2.1875,0.1,30,0.8403253424657534,0.38264947245017583,9792,10972.0,8.710632626712757,8.878811632829034,0.05890883436544642,25590,24011,25514,1503,76,12344,1858,17
35,70,2.1875,0.2,1,0.8424657534246576,0.38505454972040826,9847,10985.0,7.956004232057838,8.248113244437492,0.11297071129707113,25573,22684,25573,2889,0,11001,1826,10
35,70,2.1875,0.2,2,0.8362157534246575,0.38706743128336957,9787,10910.0,7.86056394139259,8.1331224045877,0.10654538263792762,25285,22591,25285,2694,0,10884,1906,14
35,70,2.1875,0.2,3,0.8398972602739726,0.3819555313266617,9809,10948.0,7.9792727911470225,8.272886569837624,0.11327440520228962,25681,22772,25681,2909,0,11087,1871,5
35,70,2.1875,0.2,4,0.8425513698630137,0.38699276502044666,9842,10963.0,7.852096838206112,8.135459263919472,0.10832809059452658,25432,22677,25432,2755,0,11008,1827,0
35,70,2.1875,0.2,5,0.8406678082191781,0.3835161831882247,9823,10968.0,7.941969596827495,8.238199351891618,0.1139265216882052,25613,22695,25613,2918,0,11019,1853,0
35,70,2.1875,0.2,6,0.8424657534246576,0.38445328962772185,9852,10979.0,7.943828626726489,8.23288847264497,0.11285413252165769,25626,22734,25626,2892,0,11042,1840,0
35,70,2.1875,0.2,7,0.8391267123287671,0.3804516529566972,9805,10958.0,7.960734251881851,8.264511873350923,0.1185395002328108,25772,22717,25772,3055,0,11045,1863,4
35,70,2.1875,0.2,8,0.8418664383561644,0.38746506043069173,9842,10997.0,7.908213205196654,8.198496122199913,0.11515294673438053,25401,22476,25401,2925,0,10782,1840,12
35,70,2.1875,0.2,9,0.8404109589041096,0.3872112276275329,9822,10956.0,7.769411869225302,8.05712370890168,0.11251281242608216,25366,22512,25366,2854,0,10832,1856,2
35,70,2.1875,0.2,10,0.8421232876712329,0.3849491790461298,9847,10988.0,7.902875005503456,8.19347146207975,0.11207974980453479,25580,22713,25580,2867,0,11008,1830,28
35,70,2.1875,0.2,11,0.8418664383561644,0.3834921130719975,9822,10967.0,7.944317079622608,8.235748867718257,0.11439950023426519,25612,22682,25612,2930,0,10992,1862,6
35,70,2.1875,0.2,12,0.8440068493150685,0.3860185947981641,9840,10995.0,7.852300884955752,8.140716331254168,0.11341257698795654,25491,22600,25491,2891,0,10932,1818,10
35,70,2.1875,0.2,13,0.8423801369863013,0.38474476823782516,9836,10990.0,7.838723891777563,8.127322511245843,0.1123019753569333,25565,22694,25565,2871,0,11017,1838,3
35,70,2.1875,0.2,14,0.8449486301369863,0.3895555380121576,9869,11017.0,7.806412879124789,8.091458119523171,0.11241809426067735,25334,22486,25334,2848,0,10802,1810,5
35,70,2.1875,0.2,15,0.8424657534246576,0.38660907127429806,9845,10974.0,7.863859091511058,8.14769291183978,0.1104260750049087,25465,22653,25465,2812,0,10974,1833,1
35,70,2.1875,0.2,16,0.8382705479452055,0.38387248743718594,9778,10949.0,7.916088888888889,8.216590766331658,0.11667713567839195,25472,22500,25472,2972,0,10835,1887,0
35,70,2.1875,0.2,17,0.8458047945205479,0.3864872266343257,9879,11015.0,7.844053290982884,8.132350064551465,0.11318023551504244,25561,22668,25561,2893,0,10983,1804,2
35,70,2.1875,0.2,18,0.8413527397260274,0.38930540679915904,9814,10976.0,7.779396092362345,8.052401919949224,0.10666825340156294,25209,22520,25209,2689,0,10845,1857,4
35,70,2.1875,0.2,19,0.8404965753424658,0.38222222222222224,9804,10970.0,7.945140996876512,8.242027290448343,0.11380116959064328,25650,22731,25650,2919,0,11057,1869,1
35,70,2.1875,0.2,20,0.8350171232876712,0.3831099933194483,9749,10896.0,7.96111309311452,8.258733838959406,0.11879592879317798,25447,22424,25447,3023,0,10748,1921,6
35,70,2.1875,0.2,21,0.8399828767123287,0.3864999210983115,9797,10954.0,7.892869796279894,8.175003945084425,0.1091999368786492,25348,22580,25348,2768,0,10912,1871,0
35,70,2.1875,0.2,22,0.8415239726027397,0.3837372399283098,9849,10974.0,7.842241530630156,8.133678796851866,0.11213278266967973,25666,22788,25666,2878,0,11095,1837,7
35,70,2.1875,0.2,23,0.8407534246575342,0.38734197156472766,9835,10971.0,7.787030050157575,8.07435705564964,0.11271710448584144,25391,22529,25391,2862,0,10831,1862,1
35,70,2.1875,0.2,24,0.8446917808219178,0.3854113788121364,9870,10993.0,7.886210221793635,8.169940255378968,0.10914131750556445,25609,22814,25609,2795,0,11117,1818,9
35,70,2.1875,0.2,25,0.8465753424657534,0.38735317149569304,9893,11036.0,7.805020071463232,8.09584964761159,0.11241190289741582,25540,22669,25540,2871,0,10990,1786,0
35,70,2.1875,0.2,26,0.8472602739726027,0.38221209546613116,9897,11071.0,7.944742465872912,8.244110604773306,0.11450529080095775,25894,22929,25894,2965,0,11258,1774,0
35,70,2.1875,0.2,27,0.8372431506849315,0.3832101083597387,9796,10945.0,7.958261788403117,8.248757970504244,0.1114892618237296,25563,22713,25563,2850,0,11029,1883,5
35,70,2.1875,0.2,28,0.8388698630136986,0.37867718118210986,9796,10954.0,8.019081302942974,8.321659128686845,0.11469326220572887,25869,22902,25869,2967,0,11239,1867,0
35,70,2.1875,0.2,29,0.8410958904109589,0.3847687556198444,9842,10956.0,7.812160790716145,8.104929825247273,0.11399976543258142,25579,22663,25579,2916,0,10968,1848,5
35,70,2.1875,0.2,30,0.8410958904109589,0.3851727108952769,9835,10989.0,7.902335830762451,8.18908122503329,0.11138090389284876,25534,22690,25534,2844,0,11001,1851,3
35,70,2.1875,0.3,1,0.8405821917808219,0.38255216443475554,9827,10952.0,7.4982005375609315,7.8702896293989415,0.14547648707567737,25688,21951,25688,3737,0,10254,1870,0
35,70,2.1875,0.3,2,0.8424657534246576,0.38719068413391555,9842,10996.0,7.468884022264805,7.822809709272591,0.13773161808096307,25419,21918,25419,3501,0,10224,1852,0
35,70,2.1875,0.3,3,0.8389554794520548,0.3821656050955414,9780,10939.0,7.541158258969222,7.907233011605642,0.14172951428236488,25591,21964,25591,3627,0,10307,1877,0
35,70,2.1875,0.3,4,0.8404965753424658,0.3794368699548106,9824,10942.0,7.529878851127546,7.90823065930246,0.14877756749449617,25891,22039,25891,3852,0,10340,1875,0
35,70,2.1875,0.3,5,0.8458904109589042,0.38475039001560063,9865,11021.0,7.483571493583326,7.852535101404056,0.14297971918876756,25640,21974,25640,3666,0,10298,1811,0
35,70,2.1875,0.3,6,0.8422945205479452,0.38377261384903305,9843,10971.0,7.5404652012978115,7.914028384279476,0.1467950717404866,25648,21883,25648,3765,0,10198,1842,0
35,70,2.1875,0.3,7,0.8333904109589041,0.38286747651059483,9739,10883.0,7.499311168258633,7.866336439045485,0.14392420489837637,25437,21776,25437,3661,0,10101,1936,0
35,70,2.1875,0.3,8,0.8361301369863013,0.3850477575566998,9796,10919.0,7.536868803320267,7.911953146495814,0.14763570614362642,25441,21685,25441,3756,0,9993,1896,0
35,70,2.1875,0.3,9,0.8408390410958904,0.38484741646100207,9824,10965.0,7.466201423097975,7.830728248521174,0.14114467034904218,25527,21924,25527,3603,0,10238,1862,0
35,70,2.1875,0.3,10,0.836472602739726,0.3785918983812253,9776,10915.0,7.510226343059722,7.887305398497405,0.1479358686391449,25822,22002,25822,3820,0,10300,1918,8
35,70,2.1875,0.3,11,0.8356164383561644,0.38063484635782247,9761,10896.0,7.531563746389768,7.908165652784277,0.14939167056621433,25644,21813,25644,3831,0,10129,1923,0
35,70,2.1875,0.3,12,0.8467465753424658,0.386323581247797,9864,11032.0,7.472766983664741,7.839540986174754,0.13927074765989111,25533,21977,25533,3556,0,10306,1801,6
35,70,2.1875,0.3,13,0.8435787671232877,0.3856706122129027,9840,11016.0,7.500410134888808,7.858430665516971,0.13992317943090068,25514,21944,25514,3570,0,10275,1829,0
35,70,2.1875,0.3,14,0.8350171232876712,0.3796595645230398,9747,10886.0,7.526913218601245,7.903751022474974,0.14898921045456315,25673,21848,25673,3825,0,10154,1940,7
35,70,2.1875,0.3,15,0.8392123287671233,0.3797286821705426,9797,10962.0,7.52198252321136,7.899418604651163,0.14837209302325582,25800,21972,25800,3828,0,10308,1864,3
35,70,2.1875,0.3,16,0.8375,0.3802663343976326,9766,10924.0,7.546669106881406,7.927575733977105,0.14897593645354723,25682,21856,25682,3826,0,10192,1889,9
35,70,2.1875,0.3,17,0.8398972602739726,0.3856991066860808,9801,10952.0,7.4543380037424125,7.809177128015427,0.1377356263035693,25411,21911,25411,3500,0,10242,1868,0
35,70,2.1875,0.3,18,0.8431506849315068,0.38619337124926456,9846,11013.0,7.4153595067549185,7.769091978819376,0.13481074720533437,25495,22058,25495,3437,0,10378,1834,0
35,70,2.1875,0.3,19,0.8403253424657534,0.3820903668472964,9801,10966.0,7.540030108115506,7.910958637090172,0.14541343417410627,25651,21921,25651,3730,0,10241,1877,2
35,70,2.1875,0.3,20,0.8386130136986302,0.38649266677180255,9803,10936.0,7.495125988596652,7.860550386374389,0.14256426431162278,25364,21748,25364,3616,0,10068,1877,0
35,70,2.1875,0.3,21,0.8404109589041096,0.38396392864144285,9793,10953.0,7.500571637627475,7.865281317388748,0.14263869829445208,25505,21867,25505,3638,0,10196,1878,0
35,70,2.1875,0.3,22,0.841181506849315,0.3858635863586359,9821,10977.0,7.444955800601476,7.803080308030803,0.13774948923463776,25452,21946,25452,3506,0,10263,1862,0
35,70,2.1875,0.3,23,0.8414383561643836,0.384756981161634,9824,10973.0,7.477455275648047,7.846199036540947,0.141816472799906,25533,21912,25533,3621,0,10237,1851,0
35,70,2.1875,0.3,24,0.8419520547945205,0.38375721641441723,9838,10976.0,7.495649797294219,7.868661257606491,0.1436651583710407,25636,21953,25636,3683,0,10276,1839,0
35,70,2.1875,0.3,25,0.8412671232876713,0.384140625,9834,10971.0,7.492036042595795,7.85421875,0.141640625,25600,21974,25600,3626,0,10285,1855,0
35,70,2.1875,0.3,26,0.842208904109589,0.3799173840867853,9841,10984.0,7.502035830618892,7.877813380689496,0.14666254873952825,25903,22104,25903,3799,0,10416,1847,0
35,70,2.1875,0.3,27,0.8351883561643836,0.38552693948491074,9760,10904.0,7.499447310243183,7.862261020698373,0.14236056249012483,25316,21712,25316,3604,0,10040,1912,0
35,70,2.1875,0.3,28,0.8416952054794521,0.3866498740554156,9824,10975.0,7.472257711261179,7.825606108312343,0.13743702770780855,25408,21916,25408,3492,0,10240,1852,0
35,70,2.1875,0.3,29,0.8368150684931507,0.38228967027809285,9774,10901.0,7.4883508451347645,7.857042281065436,0.14381820315250127,25567,21890,25567,3677,0,10222,1893,1
35,70,2.1875,0.3,30,0.8429794520547945,0.3846846846846847,9821,10998.0,7.512307833089312,7.881120250685468,0.14390912651782217,25530,21856,25530,3674,0,10188,1847,0
35,70,2.1875,0.4,1,0.8345890410958904,0.38238289205702647,9763,10895.0,7.365015307542444,7.777220742597525,0.155647814507285,25532,21558,25532,3974,0,9870,1925,0
35,70,2.1875,0.4,2,0.8458904109589042,0.3884818403844639,9862,11018.0,7.280075796090031,7.682187032222485,0.14767982352477743,25386,21637,25386,3749,0,9959,1816,0
35,70,2.1875,0.4,3,0.8403253424657534,0.3787112466700127,9809,10954.0,7.385737364412647,7.815373923786726,0.16354580904212193,25901,21665,25901,4236,0,9982,1874,0
35,70,2.1875,0.4,4,0.8404109589041096,0.38283352181881997,9817,10955.0,7.3486714193130265,7.767850875482588,0.15758686581133252,25643,21602,25643,4041,0,9925,1860,0
35,70,2.1875,0.4,5,0.8480308219178082,0.3891855807743658,9911,11061.0,7.290248284121793,7.690292939605749,0.14753004005340453,25466,21709,25466,3757,0,10029,1769,0
35,70,2.1875,0.4,6,0.8398116438356165,0.38392262813735856,9805,10936.0,7.327062094531974,7.7421590508633855,0.155017815889424,25539,21580,25539,3959,0,9901,1874,0
35,70,2.1875,0.4,7,0.8375856164383562,0.38021421616358325,9762,10917.0,7.380881601560685,7.805335929892892,0.16148003894839338,25675,21529,25675,4146,0,9871,1896,0
35,70,2.1875,0.4,8,0.8428082191780822,0.3831648522550544,9855,10993.0,7.354510859476518,7.784370139968896,0.16220839813374804,25720,21548,25720,4172,0,9864,1829,0
35,70,2.1875,0.4,9,0.8431506849315068,0.39007654781263634,9835,10997.0,7.266230173367761,7.648712965533654,0.13980882877880457,25213,21688,25213,3525,0,10020,1833,0
35,70,2.1875,0.4,10,0.8393835616438357,0.3860470606752184,9811,10943.0,7.296318536652963,7.697096088769969,0.14814669080034626,25414,21649,25414,3765,0,9953,1885,0
35,70,2.1875,0.4,11,0.8388698630136986,0.38125997120510524,9798,10941.0,7.3478018403197325,7.781470096112689,0.1626911552978715,25699,21518,25699,4181,0,9834,1886,0
35,70,2.1875,0.4,12,0.8409246575342466,0.38636095024228817,9807,10964.0,7.306979760085221,7.710120947090572,0.1493913249024938,25383,21591,25383,3792,0,9912,1872,0
35,70,2.1875,0.4,13,0.8386130136986302,0.3825720638140188,9808,10940.0,7.352084589342856,7.7736474626516365,0.158910949018996,25637,21563,25637,4074,0,9879,1876,0
35,70,2.1875,0.4,14,0.8397260273972603,0.3853229039739004,9803,10967.0,7.336421621118301,7.751700011791989,0.15573287213552928,25441,21479,25441,3962,0,9803,1873,0
35,70,2.1875,0.4,15,0.8460616438356164,0.3881946081898923,9878,11016.0,7.30003687655573,7.699127564253714,0.14744950090387487,25446,21694,25446,3752,0,10018,1798,0
35,70,2.1875,0.4,16,0.838013698630137,0.3842401353318384,9767,10956.0,7.344304388422035,7.762343129155356,0.15732326212675557,25419,21420,25419,3999,0,9755,1898,0
35,70,2.1875,0.4,17,0.8366438356164384,0.3801199190157296,9763,10921.0,7.32608795975818,7.744899548356954,0.1563230026475627,25684,21669,25684,4015,0,9994,1912,0
35,70,2.1875,0.4,18,0.8475171232876713,0.3832708148033567,9911,11049.0,7.3032565382677594,7.72458331722031,0.155690475269732,25859,21833,25859,4026,0,10154,1768,0
35,70,2.1875,0.4,19,0.8412671232876713,0.3883564075257366,9846,10974.0,7.33213886820551,7.740149094781683,0.15244744211730368,25353,21488,25353,3865,0,9801,1841,0
35,70,2.1875,0.4,20,0.8429794520547945,0.3856974921630094,9843,10979.0,7.363729603729603,7.784639498432602,0.15948275862068967,25520,21450,25520,4070,0,9771,1836,0
35,70,2.1875,0.4,21,0.842208904109589,0.38602349059197866,9827,10992.0,7.316519487724814,7.721176886514515,0.15037121420434457,25457,21629,25457,3828,0,9959,1843,0
35,70,2.1875,0.4,22,0.8399828767123287,0.38506335090894783,9786,10958.0,7.297830193025291,7.691980797985362,0.14586448414259856,25414,21707,25414,3707,0,10048,1873,0
35,70,2.1875,0.4,23,0.8438356164383561,0.38444141158120493,9859,11002.0,7.32547082717873,7.740807174887892,0.1552349385845194,25645,21664,25645,3981,0,9986,1819,0
35,70,2.1875,0.4,24,0.8425513698630137,0.38602897867828956,9831,10990.0,7.316880233149836,7.723995759217812,0.1511760317273334,25467,21617,25467,3850,0,9964,1822,0
35,70,2.1875,0.4,25,0.8436643835616439,0.3835963374245081,9845,11029.0,7.293633647437371,7.706487434248977,0.1523475550360413,25665,21755,25665,3910,0,10081,1829,0
35,70,2.1875,0.4,26,0.841181506849315,0.3848832205312781,9838,10973.0,7.303831399916809,7.71832087946481,0.15351512069167872,25561,21637,25561,3924,0,9943,1856,0
35,70,2.1875,0.4,27,0.8402397260273973,0.38214577577149084,9820,10969.0,7.360174405120831,7.785967233529206,0.16103047048293576,25697,21559,25697,4138,0,9882,1857,0
35,70,2.1875,0.4,28,0.8445205479452055,0.3857512141626195,9849,11008.0,7.322308719885761,7.724345918846937,0.14973366755444148,25532,21709,25532,3823,0,10034,1826,0
35,70,2.1875,0.4,29,0.8358732876712329,0.3807632398753894,9778,10916.0,7.32824427480916,7.737811526479751,0.15319314641744547,25680,21746,25680,3934,0,10063,1905,0
35,70,2.1875,0.4,30,0.8418664383561644,0.3859297666745227,9825,10978.0,7.3128922776512155,7.730183046586535,0.1551182339539634,25458,21509,25458,3949,0,9826,1858,0
35,70,2.1875,0.5,1,0.8396404109589041,0.38340106283213504,9812,10982.0,7.254477085781434,7.717607064707721,0.16868552672710221,25592,21275,25592,4317,0,9596,1867,0
35,70,2.1875,0.5,2,0.8428938356164384,0.3843366452367037,9864,10983.0,7.224293837978932,7.679836353009936,0.16407558932398209,25665,21454,25665,4211,0,9758,1832,0
35,70,2.1875,0.5,3,0.8458904109589042,0.38424181203620966,9890,11041.0,7.21985650391353,7.681611562220755,0.16609036870119273,25739,21464,25739,4275,0,9781,1793,0
35,70,2.1875,0.5,4,0.8441780821917808,0.3850776555061266,9868,10991.0,7.225812467944235,7.678451572621556,0.16307656286583938,25626,21447,25626,4179,0,9757,1822,0
35,70,2.1875,0.5,5,0.8346746575342465,0.38268025078369905,9766,10902.0,7.217305801376598,7.6712382445141065,0.1631269592476489,25520,21357,25520,4163,0,9682,1909,0
35,70,2.1875,0.5,6,0.8413527397260274,0.3857439880742223,9833,10965.0,7.205483284375437,7.648895688674434,0.15864422737436742,25491,21447,25491,4044,0,9755,1859,0
35,70,2.1875,0.5,7,0.8398116438356165,0.38370544457500977,9796,10957.0,7.252227617745509,7.71707794751273,0.16917352134743438,25530,21211,25530,4319,0,9551,1864,0
35,70,2.1875,0.5,8,0.844777397260274,0.3840613563809079,9865,11003.0,7.250680176376771,7.718212255703496,0.17005372576500818,25686,21318,25686,4368,0,9632,1821,0
35,70,2.1875,0.5,9,0.8436643835616439,0.3838155691421006,9856,11004.0,7.212773840952249,7.6564897386969895,0.15919623038280306,25679,21591,25679,4088,0,9905,1830,0
35,70,2.1875,0.5,10,0.8398972602739726,0.38137765007377494,9822,10950.0,7.242734247849337,7.69763920167741,0.16498408014289043,25754,21505,25754,4249,0,9824,1859,0
35,70,2.1875,0.5,11,0.8405821917808219,0.3805975941016686,9808,10961.0,7.248710736052508,7.722856034148235,0.17229336437718276,25770,21330,25770,4440,0,9658,1864,0
35,70,2.1875,0.5,12,0.8415239726027397,0.37890233562013415,9831,10977.0,7.229955456570156,7.699568334232637,0.1693517305172281,25946,21552,25946,4394,0,9882,1839,0
35,70,2.1875,0.5,13,0.8382705479452055,0.37941461523551073,9787,10910.0,7.253145610178212,7.723512308586935,0.17119596821089358,25795,21379,25795,4416,0,9695,1897,0
35,70,2.1875,0.5,14,0.8380993150684931,0.38414705997878945,9780,10922.0,7.240208264927999,7.689029419851526,0.16261439962292312,25459,21319,25459,4140,0,9651,1888,0
35,70,2.1875,0.5,15,0.8438356164383561,0.38516466364913376,9871,10991.0,7.207212231051629,7.654986733260496,0.16033244888403309,25628,21519,25628,4109,0,9830,1818,0
35,70,2.1875,0.5,16,0.8341609589041096,0.38266127449055715,9746,10900.0,7.259042079091805,7.705877733715497,0.16302171267030507,25469,21317,25469,4152,0,9648,1923,0
35,70,2.1875,0.5,17,0.8359589041095891,0.3808596033199548,9774,10923.0,7.2407676105780485,7.702879632155243,0.1674784709503955,25663,21365,25663,4298,0,9685,1906,0
35,70,2.1875,0.5,18,0.8466609589041096,0.38915539477823213,9897,11029.0,7.175119262655736,7.601761560239069,0.1510301981755269,25432,21591,25432,3841,0,9908,1786,0
35,70,2.1875,0.5,19,0.8435787671232877,0.3906497622820919,9860,11006.0,7.230801687763713,7.659786053882726,0.15491283676703646,25240,21330,25240,3910,0,9644,1826,0
35,70,2.1875,0.5,20,0.8373287671232876,0.37889233152594887,9783,10916.0,7.249976646426903,7.719674670797831,0.1707978311386522,25820,21410,25820,4410,0,9716,1911,0
35,70,2.1875,0.5,21,0.8424657534246576,0.3876610329748257,9840,10991.0,7.231656625099248,7.6648544301304025,0.15648268526178938,25383,21411,25383,3972,0,9743,1828,0
35,70,2.1875,0.5,22,0.8434075342465753,0.38430559899906164,9829,11010.0,7.220964887771259,7.666757898029402,0.1603847356897091,25576,21474,25576,4102,0,9810,1835,0
35,70,2.1875,0.5,23,0.8386986301369863,0.38357559847980255,9790,10932.0,7.237428211234066,7.68185558124045,0.1608745053481174,25523,21417,25523,4106,0,9738,1889,0
35,70,2.1875,0.5,24,0.8386986301369863,0.3836313133288995,9806,10949.0,7.23022052310131,7.675795156684011,0.16087007550565313,25561,21449,25561,4112,0,9766,1877,0
35,70,2.1875,0.5,25,0.8387842465753425,0.3810079328044797,9798,10967.0,7.21094873579216,7.662233628869187,0.16180587960802614,25716,21555,25716,4161,0,9878,1879,0
35,70,2.1875,0.5,26,0.8490582191780822,0.3872681116969342,9916,11064.0,7.207701609152637,7.655145479398555,0.16024214020699082,25605,21502,25605,4103,0,9833,1753,0
35,70,2.1875,0.5,27,0.8399828767123287,0.38420290422325726,9816,10958.0,7.2318228726897456,7.69035970096677,0.16560335042467417,25549,21318,25549,4231,0,9637,1865,0
35,70,2.1875,0.5,28,0.8368150684931507,0.3858962189526974,9757,10917.0,7.240291148156844,7.675684227179244,0.15776775826609712,25284,21295,25284,3989,0,9625,1913,0
35,70,2.1875,0.5,29,0.8381849315068494,0.3813582409028994,9799,10932.0,7.226330948620273,7.676435104105857,0.1622494648764351,25695,21526,25695,4169,0,9840,1887,0
35,70,2.1875,0.5,30,0.8408390410958904,0.3827165308271263,9814,10960.0,7.259674230298465,7.72998479117108,0.17162578481456928,25643,21242,25643,4401,0,9563,1865,0
35,70,2.1875,0.6,1,0.8389554794520548,0.3845429210660596,9797,10951.0,7.173684708554125,7.655257683400714,0.17038897829414767,25477,21136,25477,4341,0,9466,1873,0
35,70,2.1875,0.6,2,0.8356164383561644,0.38090969326109836,9773,10904.0,7.173802458668927,7.661339985189227,0.17250652843278638,25657,21231,25657,4426,0,9539,1919,0
35,70,2.1875,0.6,3,0.8480308219178082,0.3908321857170962,9933,11031.0,7.139322367496134,7.598111351564037,0.1603777296871926,25415,21339,25415,4076,0,9630,1776,0
35,70,2.1875,0.6,4,0.841181506849315,0.38534519935703926,9829,10963.0,7.150177503736921,7.608146783235974,0.16070098404359587,25507,21408,25507,4099,0,9723,1856,0
35,70,2.1875,0.6,5,0.8362157534246575,0.3804046941401224,9757,10910.0,7.158745068570355,7.641389527856837,0.16987017037701274,25649,21292,25649,4357,0,9625,1910,0
35,70,2.1875,0.6,6,0.8425513698630137,0.38708789047131953,9839,10964.0,7.169153292229491,7.6336847903060825,0.16409630970178612,25418,21247,25418,4171,0,9568,1840,0
35,70,2.1875,0.6,7,0.8322773972602739,0.37931708079387405,9709,10855.0,7.201126040878123,7.688818565400844,0.17424597593373964,25596,21136,25596,4460,0,9474,1953,0
35,70,2.1875,0.6,8,0.8347602739726028,0.3789391878764329,9752,10888.0,7.204800986764078,7.710510977268312,0.18092092481056926,25735,21079,25735,4656,0,9407,1920,0
35,70,2.1875,0.6,9,0.8391267123287671,0.38139951687056806,9789,10938.0,7.143972327396812,7.619457648250604,0.16648484376217565,25666,21393,25666,4273,0,9727,1877,0
35,70,2.1875,0.6,10,0.8369006849315068,0.3800062092517852,9792,10909.0,7.1465658122052576,7.6283762806581805,0.16885284073269172,25768,21417,25768,4351,0,9732,1893,0
35,70,2.1875,0.6,11,0.8368150684931507,0.38201545546795723,9788,10922.0,7.168486223356491,7.661696979158536,0.17418624619467646,25622,21159,25622,4463,0,9482,1889,0
35,70,2.1875,0.6,12,0.8387842465753425,0.38768962649027605,9788,10956.0,7.172037446488216,7.618964629460926,0.1580385788410504,25247,21257,25247,3990,0,9595,1874,0
35,70,2.1875,0.6,13,0.8361301369863013,0.3844005663939585,9773,10921.0,7.161050451807229,7.627359974826935,0.1642542479546885,25424,21248,25424,4176,0,9573,1902,0
35,70,2.1875,0.6,14,0.8456335616438356,0.38516727754815566,9878,11020.0,7.175258701787394,7.658348280433596,0.17102082196053967,25646,21260,25646,4386,0,9589,1793,0
35,70,2.1875,0.6,15,0.8391267123287671,0.38772200466753687,9802,10941.0,7.1416475651401035,7.583046556702662,0.15442427119180413,25281,21377,25281,3904,0,9690,1885,0
35,70,2.1875,0.6,16,0.8388698630136986,0.3818195998908084,9791,10976.0,7.167215118465589,7.650079943844324,0.1704558748976329,25643,21272,25643,4371,0,9610,1871,0
35,70,2.1875,0.6,17,0.8407534246575342,0.3873614453078774,9820,10962.0,7.167979741136747,7.617845449883633,0.15884974951678435,25351,21324,25351,4027,0,9649,1855,0
35,70,2.1875,0.6,18,0.8376712328767123,0.38575924468922107,9806,10943.0,7.1213910456088145,7.5642800944138475,0.15385523210070812,25420,21509,25420,3911,0,9817,1886,0
35,70,2.1875,0.6,19,0.8406678082191781,0.38469068128426,9825,10980.0,7.177314334245541,7.657635082223963,0.1701644479248238,25540,21194,25540,4346,0,9511,1858,0
35,70,2.1875,0.6,20,0.8426369863013699,0.38706385650928216,9862,10977.0,7.171463563992652,7.643274853801169,0.16680403469523922,25479,21229,25479,4250,0,9540,1827,0
35,70,2.1875,0.6,21,0.8373287671232876,0.3805557717755118,9778,10919.0,7.158320402501528,7.647933369658286,0.17229703432708024,25694,21267,25694,4427,0,9575,1914,0
35,70,2.1875,0.6,22,0.8381849315068494,0.382592360676268,9776,10938.0,7.152555873119993,7.621595178459612,0.16472291797119598,25552,21343,25552,4209,0,9669,1898,0
35,70,2.1875,0.6,23,0.8401541095890411,0.382967118591242,9830,10945.0,7.16294872996532,7.641538101916783,0.16869253545270377,25668,21338,25668,4330,0,9644,1864,0
