class1_cancel_prob,class_id,mean,std,n,se,ci95,metric
0.2,1,405.0,19.12320500588146,100,1.9123205005881458,3.7481481811527657,no_show
0.2,2,1042.04,31.704736287032926,100,3.1704736287032924,6.214128312258453,no_show
0.25,1,254.65,16.309738678396286,100,1.6309738678396286,3.1967087809656722,no_show
0.25,2,1098.58,32.6091577891422,100,3.26091577891422,6.391394926671871,no_show
0.3,1,159.61,14.45850558800541,100,1.445850558800541,2.8338670952490603,no_show
0.3,2,1136.26,32.431939613145374,100,3.2431939613145375,6.3566601641764935,no_show
0.0,1,6274.44,56.244653168999136,100,5.624465316899913,11.02395202112383,served
0.0,2,2462.22,46.64319323060418,100,4.664319323060418,9.142065873198419,served
0.05,1,5548.53,61.27145346816103,100,6.127145346816103,12.009204879759562,served
0.05,2,3842.56,56.71144754657818,100,5.671144754657818,11.115443719129322,served
0.1,1,4913.96,49.87923192850681,100,4.9879231928506815,9.776329457987336,served
0.1,2,4900.22,48.61175399286287,100,4.861175399286287,9.527903782601122,served
0.15,1,4393.81,53.5227120675953,100,5.35227120675953,10.49045156524868,served
0.15,2,5674.58,61.7320996015211,100,6.17320996015211,12.099491521898134,served
0.2,1,3949.46,52.1116555720949,100,5.2111655572094895,10.2138844921306,served
0.2,2,6284.9,52.10430486877823,100,5.210430486877823,10.212443754280534,served
0.25,1,3541.25,53.17426562964953,100,5.317426562964953,10.422156063411308,served
0.25,2,6784.33,58.68974322312208,100,5.868974322312208,11.503189671731928,served
0.3,1,3188.35,49.327062459760214,100,4.932706245976021,9.668104242113001,served
0.3,2,7195.48,55.886515603163524,100,5.588651560316352,10.95375705822005,served
