scenario_id,scenario_type,scenario_label,lambda_total,Q,mean_delta,std_delta,count,strict_objective,fcfs_objective,booked_utilization,fcfs_booked_utilization,delta_booked_utilization,attended_utilization,fcfs_attended_utilization,delta_attended_utilization,class_1_served_rate,class_2_served_rate,min_class_served_rate,delta_class_1_served_rate,delta_class_2_served_rate,mean_offered_booking_delay,fcfs_mean_offered_booking_delay,delta_mean_offered_booking_delay,feasible_seed_share,sem_delta,ci_low,ci_high,feasible,classification
s005,class_1_advantaged,Class 1 advantaged,40.0,0,0.0,0.0,5,1.269727463743577,1.269727463743577,1.0,1.0,0.0,0.9733390410958904,0.9733390410958904,0.0,0.8979097199153561,0.657456154061119,0.657456154061119,0.0,0.0,3.1349755290868453,3.1349755290868453,0.0,1.0,0.0,0.0,0.0,True,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,4,-0.005061789796564309,0.002345136604039718,5,1.2646656739470128,1.269727463743577,1.0,1.0,0.0,0.9730650684931508,0.9733390410958904,-0.0002739726027396916,0.8954243625381316,0.658354096376738,0.658354096376738,-0.0024853573772243066,0.0008979423156191046,3.146147932889708,3.1349755290868453,0.011172403802862529,1.0,0.0010487769726311633,-0.007117392662921389,-0.003006186930207229,True,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,8,-0.014055295503130383,0.003230133142304202,5,1.2556721682404466,1.269727463743577,1.0,1.0,0.0,0.977208904109589,0.9733390410958904,0.0038698630136986267,0.9026086859201939,0.6737770918512748,0.6737770918512748,0.0046989660048380125,0.016320937790155775,3.0449318185128615,3.1349755290868453,-0.09004371057398411,1.0,0.0014445594565134395,-0.016886632037896726,-0.011223958968364043,True,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,12,-0.019419739253701752,0.002590556671797643,5,1.2503077244898753,1.269727463743577,1.0,1.0,0.0,0.9760787671232876,0.9733390410958904,0.002739726027397271,0.9007328296153345,0.6735893970598439,0.6735893970598439,0.0028231096999784986,0.016133242998724918,3.061635141930238,3.1349755290868453,-0.07334038715660762,1.0,0.0011585321635410285,-0.02169046229424217,-0.017149016213161335,True,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,16,-0.02032618937714257,0.0027736342248027572,5,1.2494012743664347,1.269727463743577,1.0,1.0,0.0,0.9726883561643834,0.9733390410958904,-0.0006506849315068619,0.9059314091953568,0.6497224208285797,0.6497224208285797,0.008021689280000754,-0.0077337332325393415,3.0648373445931534,3.1349755290868453,-0.07013818449369236,1.0,0.0012404069342757797,-0.022757386968323096,-0.01789499178596204,True,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,20,-0.006702113863183845,0.009674228193470238,5,1.2630253498803932,1.269727463743577,0.9921917808219177,1.0,-0.007808219178082188,0.9206164383561644,0.9733390410958904,-0.052722602739726024,0.9884575515798876,0.48677019259770027,0.48677019259770027,0.09054783166453155,-0.1706859614634187,2.555572685339135,3.1349755290868453,-0.5794028437477106,0.0,0.004326446374088888,-0.015181948756398065,0.0017777210300303752,False,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,24,-0.12704271873405504,0.010035231523496578,5,1.142684745009522,1.269727463743577,0.8759075342465753,1.0,-0.12409246575342466,0.818390410958904,0.9733390410958904,-0.1549486301369863,1.0,0.3071112918546341,0.3071112918546341,0.102090280084644,-0.35034486220648486,3.028492789458721,3.1349755290868453,-0.10648273962812453,0.0,0.004487891971297425,-0.135838986997798,-0.11824645047031208,False,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,28,-0.25954260581816335,0.005168876104450629,5,1.0101848579254136,1.269727463743577,0.7526369863013699,1.0,-0.24736301369863015,0.7235273972602739,0.9733390410958904,-0.24981164383561644,1.0,0.15281067402923507,0.15281067402923507,0.102090280084644,-0.5046454800318839,4.353144932125486,3.1349755290868453,1.2181694030386396,0.0,0.0023115916673651818,-0.2640733254861991,-0.2550118861501276,False,loss
s005,class_1_advantaged,Class 1 advantaged,40.0,32,-0.3741658448135924,0.018165987992113178,5,0.8955616189299846,1.269727463743577,0.6303767123287671,1.0,-0.36962328767123287,0.6303767123287671,0.9733390410958904,-0.3429623287671233,1.0,0.0,0.0,0.102090280084644,-0.657456154061119,0.0009658776864837305,3.1349755290868453,-3.134009651400362,0.0,0.008124076805761996,-0.3900890353528859,-0.35824265427429886,False,loss
s006,class_1_advantaged,Class 1 advantaged,50.0,0,0.0,0.0,5,1.293352486497065,1.293352486497065,1.0,1.0,0.0,0.8988013698630137,0.8988013698630137,0.0,0.7963586765113939,0.35518272625524205,0.35518272625524205,0.0,0.0,5.5239780234303755,5.5239780234303755,0.0,0.0,0.0,0.0,0.0,False,loss
