policy,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay,no_offer_rate,booked_rate
Class-1-first backfill reservation,5110,1,9151,6808,2343,9151,0,3162,560,3086,7.4701821386604,8.133428040651294,0.3372309037263687,0.2642123287671233,0.25603759152005245,50857.0,74429.0,0.0,0.7439624084799475
Class-1-first backfill reservation,5110,2,9016,9016,0,9016,0,980,0,8036,2.061335403726708,2.061335403726708,0.8913043478260869,0.688013698630137,0.0,18585.0,18585.0,0.0,1.0
Class-1-first backfill reservation,5111,1,9188,6776,2412,9188,0,3124,601,3051,7.4573494687131054,8.151066608619939,0.33206356116673924,0.2612157534246575,0.26251632564214195,50531.0,74892.0,0.0,0.7374836743578581
Class-1-first backfill reservation,5111,2,9113,9113,0,9113,0,1103,0,8010,2.244595632612751,2.244595632612751,0.8789641171952156,0.6857876712328768,0.0,20455.0,20455.0,0.0,1.0
Class-1-first backfill reservation,5112,1,9004,6823,2181,9004,0,3174,592,3057,7.40861791001026,8.05508662816526,0.33951577076854733,0.26172945205479453,0.24222567747667703,50549.0,72528.0,0.0,0.757774322523323
Class-1-first backfill reservation,5112,2,9089,9089,0,9089,0,1071,0,8018,2.220816371438002,2.220816371438002,0.8821652547034877,0.686472602739726,0.0,20185.0,20185.0,0.0,1.0
Class-1-first backfill reservation,5113,1,9012,6838,2174,9012,0,3188,571,3079,7.411523837379351,8.060031069684864,0.3416555703506436,0.26361301369863016,0.24123391034176653,50680.0,72637.0,0.0,0.7587660896582334
Class-1-first backfill reservation,5113,2,9167,9167,0,9167,0,1121,0,8046,2.2233009708737863,2.2233009708737863,0.8777135376895385,0.6888698630136987,0.0,20381.0,20381.0,0.0,1.0
Class-1-first backfill reservation,5114,1,9190,6764,2426,9190,0,3101,619,3044,7.524689532820816,8.21316648531012,0.33122959738846575,0.2606164383561644,0.26398258977149075,50897.0,75479.0,0.0,0.7360174102285092
Class-1-first backfill reservation,5114,2,9137,9137,0,9137,0,1075,0,8062,2.2303819634453323,2.2303819634453323,0.8823465032286308,0.6902397260273972,0.0,20379.0,20379.0,0.0,1.0
Class-1-first backfill reservation,5115,1,9224,6802,2422,9224,0,3155,610,3037,7.456042340488092,8.154163052905464,0.32924978317432785,0.26001712328767124,0.26257588898525586,50716.0,75214.0,0.0,0.7374241110147441
Class-1-first backfill reservation,5115,2,9154,9154,0,9154,0,1110,0,8044,2.198820187896002,2.198820187896002,0.8787415337557352,0.6886986301369863,0.0,20128.0,20128.0,0.0,1.0
Class-1-first backfill reservation,5116,1,9217,6741,2476,9217,0,3091,591,3059,7.467438065568906,8.178583053054139,0.3318867310404687,0.26190068493150687,0.2686340457849626,50338.0,75382.0,0.0,0.7313659542150375
Class-1-first backfill reservation,5116,2,9079,9079,0,9079,0,1051,0,8028,2.159378786209935,2.159378786209935,0.8842383522414363,0.6873287671232877,0.0,19605.0,19605.0,0.0,1.0
Class-1-first backfill reservation,5117,1,9131,6716,2415,9131,0,3067,571,3078,7.460690887432996,8.154747563246085,0.3370934180265031,0.26352739726027397,0.26448362720403024,50106.0,74461.0,0.0,0.7355163727959698
Class-1-first backfill reservation,5117,2,9144,9144,0,9144,0,1113,0,8031,2.26334208223972,2.26334208223972,0.8782808398950132,0.6875856164383561,0.0,20696.0,20696.0,0.0,1.0
Class-1-first backfill reservation,5118,1,9169,6765,2404,9169,0,3123,607,3035,7.4815964523281595,8.168284436688843,0.3310066528520013,0.2598458904109589,0.2621878067401025,50613.0,74895.0,0.0,0.7378121932598974
Class-1-first backfill reservation,5118,2,9065,9065,0,9065,0,1020,0,8045,2.2060672917815776,2.2060672917815776,0.8874793160507446,0.6887842465753424,0.0,19998.0,19998.0,0.0,1.0
Class-1-first backfill reservation,5119,1,9061,6896,2165,9061,0,3248,601,3046,7.3868909512761025,8.04712504138616,0.3361659860942501,0.2607876712328767,0.23893609976823751,50940.0,72915.0,0.0,0.7610639002317625
Class-1-first backfill reservation,5119,2,9181,9181,0,9181,0,1140,0,8041,2.244091057618996,2.244091057618996,0.8758305195512471,0.6884417808219178,0.0,20603.0,20603.0,0.0,1.0
Class-1-first backfill reservation,5120,1,9009,6795,2214,9009,0,3140,571,3084,7.403384841795438,8.059163059163058,0.34232434232434233,0.26404109589041097,0.24575424575424576,50306.0,72605.0,0.0,0.7542457542457542
Class-1-first backfill reservation,5120,2,9060,9060,0,9060,0,1032,0,8028,2.170860927152318,2.170860927152318,0.8860927152317881,0.6873287671232877,0.0,19668.0,19668.0,0.0,1.0
Class-1-first backfill reservation,5121,1,9185,6804,2381,9185,0,3158,576,3070,7.457524985302763,8.148938486663038,0.3342406096897115,0.2628424657534247,0.2592270005443658,50741.0,74848.0,0.0,0.7407729994556342
Class-1-first backfill reservation,5121,2,9255,9255,0,9255,0,1227,0,8028,2.4055105348460293,2.4055105348460293,0.8674230145867099,0.6873287671232877,0.0,22263.0,22263.0,0.0,1.0
Class-1-first backfill reservation,5122,1,9111,6845,2266,9111,0,3200,588,3057,7.428341855368882,8.088684008341565,0.3355284820546592,0.26172945205479453,0.24871035012622106,50847.0,73696.0,0.0,0.751289649873779
Class-1-first backfill reservation,5122,2,9249,9249,0,9249,0,1209,0,8040,2.3544166936966158,2.3544166936966158,0.8692831657476484,0.6883561643835616,0.0,21776.0,21776.0,0.0,1.0
Class-1-first backfill reservation,5123,1,9059,6859,2200,9059,0,3206,601,3052,7.3894153666715265,8.049563969533061,0.33690252787283365,0.2613013698630137,0.24285241196600066,50684.0,72921.0,0.0,0.7571475880339993
Class-1-first backfill reservation,5123,2,9144,9144,0,9144,0,1119,0,8025,2.3117891513560807,2.3117891513560807,0.8776246719160105,0.6870719178082192,0.0,21139.0,21139.0,0.0,1.0
Class-1-first backfill reservation,5124,1,9242,6881,2361,9242,0,3230,575,3076,7.423048975439617,8.109175503137848,0.3328283921229171,0.26335616438356163,0.2554641852412898,51078.0,74945.0,0.0,0.7445358147587102
Class-1-first backfill reservation,5124,2,9324,9324,0,9324,0,1292,0,8032,2.4798369798369797,2.4798369798369797,0.8614328614328615,0.6876712328767123,0.0,23122.0,23122.0,0.0,1.0
Class-1-first backfill reservation,5125,1,9123,6749,2374,9123,0,3099,583,3067,7.510297821899541,8.187986407979832,0.3361832730461471,0.26258561643835615,0.26022141839307245,50687.0,74699.0,0.0,0.7397785816069276
Class-1-first backfill reservation,5125,2,9001,9001,0,9001,0,959,0,8042,2.1232085323852905,2.1232085323852905,0.8934562826352628,0.688527397260274,0.0,19111.0,19111.0,0.0,1.0
Class-1-first backfill reservation,5126,1,9019,6741,2278,9019,0,3093,554,3094,7.4386589526776445,8.108326865506154,0.34305355360904755,0.2648972602739726,0.2525778911187493,50144.0,73129.0,0.0,0.7474221088812507
Class-1-first backfill reservation,5126,2,9070,9070,0,9070,0,1022,0,8048,2.163395810363837,2.163395810363837,0.8873208379272326,0.689041095890411,0.0,19622.0,19622.0,0.0,1.0
Class-1-first backfill reservation,5127,1,9180,6808,2372,9180,0,3160,599,3049,7.44521151586369,8.128540305010894,0.3321350762527233,0.2610445205479452,0.25838779956427016,50687.0,74620.0,0.0,0.7416122004357298
Class-1-first backfill reservation,5127,2,9152,9152,0,9152,0,1103,0,8049,2.261909965034965,2.261909965034965,0.8794798951048951,0.6891267123287671,0.0,20701.0,20701.0,0.0,1.0
Class-1-first backfill reservation,5128,1,9155,6839,2316,9155,0,3192,564,3083,7.464249159233806,8.143418896777717,0.33675587110868377,0.2639554794520548,0.2529765155652649,51048.0,74553.0,0.0,0.7470234844347351
Class-1-first backfill reservation,5128,2,9252,9252,0,9252,0,1208,0,8044,2.3586251621271077,2.3586251621271077,0.869433635970601,0.6886986301369863,0.0,21822.0,21822.0,0.0,1.0
Class-1-first backfill reservation,5129,1,9159,6899,2260,9159,0,3261,575,3063,7.39585447166256,8.059285948247625,0.33442515558467084,0.2622431506849315,0.24675182880227098,51024.0,73815.0,0.0,0.753248171197729
Class-1-first backfill reservation,5129,2,8925,8925,0,8925,0,901,0,8024,2.0428011204481793,2.0428011204481793,0.8990476190476191,0.686986301369863,0.0,18232.0,18232.0,0.0,1.0
Class-1-first backfill reservation,5130,1,9236,6780,2456,9236,0,3135,548,3097,7.467846607669617,8.16424859246427,0.33531831961888264,0.2651541095890411,0.26591598094413166,50632.0,75405.0,0.0,0.7340840190558683
Class-1-first backfill reservation,5130,2,9202,9202,0,9202,0,1178,0,8024,2.3047163660073897,2.3047163660073897,0.8719843512279939,0.686986301369863,0.0,21208.0,21208.0,0.0,1.0
