scenario_id,arrival_rate_class_1,arrival_rate_class_2,tau_1,tau_2,post_threshold_balking_rate,w1,w2,util_exact_best_q_values,util_near_tie_q_values,util_near_tie_q_ranges,util_best_value,util_fcfs_value,util_best_strict_value,util_best_strict_delta_vs_fcfs,util_composition_effect_likely,service_exact_best_q_values,service_near_tie_q_values,service_near_tie_q_ranges,service_best_value,service_fcfs_value,service_best_strict_value,service_best_strict_delta_vs_fcfs,service_composition_effect_likely,wait_exact_best_q_values,wait_near_tie_q_values,wait_near_tie_q_ranges,wait_best_value,wait_fcfs_value,wait_best_strict_value,wait_best_strict_delta_vs_fcfs,wait_composition_effect_likely
t09_05_b07_l50,50,50,9,5,0.7,1.5,1.0,32,32,32,0.5508801369863014,0.4389306506849315,0.5508801369863014,0.1119494863013699,False,32,32,32,0.3538680785131286,0.2812250207657408,0.3538680785131286,0.0726430577473878,False,32,32,32,5.388059419549632,8.077097419690284,5.388059419549632,-2.689038000140653,False
t09_05_b07_l50,50,50,9,5,0.7,2.0,1.0,32,32,32,0.6120890410958905,0.4512500000000001,0.6120890410958905,0.1608390410958903,False,32,32,32,0.3931867539034763,0.2891502478928933,0.3931867539034763,0.1040365060105829,False,32,32,32,5.388059419549632,8.077515228062536,5.388059419549632,-2.6894558085129043,False
t09_09_b03_l25,25,25,9,9,0.3,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4575827625570776,0.4575827625570776,0.4574728881278538,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5864272280052739,0.5864272280052739,0.5862865971643939,-0.00014063084088,False,32,32,32,0.0100505019649588,5.408598204065391,0.0100505019649588,-5.398547702100432,False
t09_09_b03_l25,25,25,9,9,0.3,1.0,1.0,24,24,24,0.4794349315068492,0.4576519691780822,0.4794349315068492,0.021782962328767,False,24,24,24,0.6139650358773034,0.5867820722605599,0.6139650358773034,0.0271829636167435,False,32,32,32,0.0100505019649588,5.40737412028397,0.0100505019649588,-5.397323618319011,False
t09_09_b03_l25,25,25,9,9,0.3,1.5,1.0,24,24,24,0.5334392123287671,0.4576934931506849,0.5334392123287671,0.0757457191780821,False,24,24,24,0.6831390669969433,0.5869949788137314,0.6831390669969433,0.0961440881832118,False,32,32,32,0.0100505019649588,5.406639554754792,0.0100505019649588,-5.396589052789833,False
t09_09_b03_l25,25,25,9,9,0.3,2.0,1.0,24,24,24,0.5694420662100457,0.4577211757990868,0.5694420662100457,0.1117208904109589,False,24,24,24,0.7292550877433699,0.5871369165158457,0.7292550877433699,0.1421181712275242,False,32,32,32,0.0100505019649588,5.40614979772545,0.0100505019649588,-5.396099295760491,False
t09_09_b03_l50,50,50,9,9,0.3,0.5,1.0,4,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.4206464041095891,0.4200613584474886,0.4206464041095891,0.0005850456621004,False,4,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.2689315081461781,0.2686336166939663,0.2689315081461781,0.0002978914522118,False,32,32,32,5.388059419549632,10.04807265680939,5.388059419549632,-4.660013237259759,False
t09_09_b03_l50,50,50,9,9,0.3,1.0,1.0,32,32,32,0.4590667808219179,0.4202397260273972,0.4590667808219179,0.0388270547945206,False,32,32,32,0.2948900654276072,0.2688527206248983,0.2948900654276072,0.0260373448027089,False,32,32,32,5.388059419549632,10.046344672945278,5.388059419549632,-4.658285253395646,False
t09_09_b03_l50,50,50,9,9,0.3,1.5,1.0,32,32,32,0.5508801369863014,0.4203467465753425,0.5508801369863014,0.1305333904109589,False,32,32,32,0.3538680785131286,0.2689841829834575,0.3538680785131286,0.0848838955296711,False,32,32,32,5.388059419549632,10.045308027409083,5.388059419549632,-4.6572486078594535,False
t09_09_b03_l50,50,50,9,9,0.3,2.0,1.0,32,32,32,0.6120890410958905,0.4204180936073059,0.6120890410958905,0.1916709474885845,False,32,32,32,0.3931867539034763,0.2690718245558302,0.3931867539034763,0.124114929347646,False,32,32,32,5.388059419549632,10.044616993526375,5.388059419549632,-4.6565575739767455,False
t09_09_b05_l25,25,25,9,9,0.5,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4575827625570776,0.4575827625570776,0.4574728881278538,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5864272280052739,0.5864272280052739,0.5862865971643939,-0.00014063084088,False,32,32,32,0.0100505019649588,5.408598204065391,0.0100505019649588,-5.398547702100432,False
t09_09_b05_l25,25,25,9,9,0.5,1.0,1.0,24,24,24,0.4796767979452055,0.4576519691780822,0.4796767979452055,0.0220248287671233,False,24,24,24,0.6129122997579202,0.5867820722605599,0.6129122997579202,0.0261302274973602,False,32,32,32,0.0100505019649588,5.40737412028397,0.0100505019649588,-5.397323618319011,False
t09_09_b05_l25,25,25,9,9,0.5,1.5,1.0,24,24,24,0.5337140410958905,0.4576934931506849,0.5337140410958905,0.0760205479452055,False,24,24,24,0.6816498998630677,0.5869949788137314,0.6816498998630677,0.0946549210493362,False,32,32,32,0.0100505019649588,5.406639554754792,0.0100505019649588,-5.396589052789833,False
t09_09_b05_l25,25,25,9,9,0.5,2.0,1.0,24,24,24,0.5697388698630137,0.4577211757990868,0.5697388698630137,0.1120176940639269,False,24,24,24,0.7274749665998326,0.5871369165158457,0.7274749665998326,0.1403380500839869,False,32,32,32,0.0100505019649588,5.40614979772545,0.0100505019649588,-5.396099295760491,False
t09_09_b05_l50,50,50,9,9,0.5,0.5,1.0,0,"0,2,4,6,8","0-8 [0,2,4,6,8]",0.4207948059360731,0.4207948059360731,0.4204666095890411,-0.000328196347032,True,4,"0,2,4,6,8","0-8 [0,2,4,6,8]",0.2690338352982863,0.2690085668187012,0.2690338352982863,2.5268479585061066e-05,True,32,32,32,5.388059419549632,9.314020565818346,5.388059419549632,-3.9259611462687145,False
t09_09_b05_l50,50,50,9,9,0.5,1.0,1.0,32,32,32,0.4590667808219179,0.4209203767123288,0.4590667808219179,0.038146404109589,False,32,32,32,0.2948900654276072,0.2690447476884388,0.2948900654276072,0.0258453177391684,False,32,32,32,5.388059419549632,9.31302965301896,5.388059419549632,-3.924970233469328,False
t09_09_b05_l50,50,50,9,9,0.5,1.5,1.0,32,32,32,0.5508801369863014,0.4209957191780821,0.5508801369863014,0.1298844178082193,False,32,32,32,0.3538680785131286,0.2690664562102814,0.3538680785131286,0.0848016223028472,False,32,32,32,5.388059419549632,9.312434508769176,5.388059419549632,-3.924375089219544,False
t09_09_b05_l50,50,50,9,9,0.5,2.0,1.0,32,32,32,0.6120890410958905,0.4210459474885843,0.6120890410958905,0.1910430936073061,False,32,32,32,0.3931867539034763,0.2690809285581765,0.3931867539034763,0.1241058253452997,False,32,32,32,5.388059419549632,9.312037489163044,5.388059419549632,-3.923978069613413,False
t09_09_b07_l25,25,25,9,9,0.7,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4575827625570776,0.4575827625570776,0.4574728881278538,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5864272280052739,0.5864272280052739,0.5862865971643939,-0.00014063084088,False,32,32,32,0.0100505019649588,5.408598204065391,0.0100505019649588,-5.398547702100432,False
t09_09_b07_l25,25,25,9,9,0.7,1.0,1.0,24,24,24,0.4796960616438356,0.4576519691780822,0.4796960616438356,0.0220440924657534,False,24,24,24,0.6142086312380106,0.5867820722605599,0.6142086312380106,0.0274265589774507,False,32,32,32,0.0100505019649588,5.40737412028397,0.0100505019649588,-5.397323618319011,False
t09_09_b07_l25,25,25,9,9,0.7,1.5,1.0,24,24,24,0.5337226027397259,0.4576934931506849,0.5337226027397259,0.0760291095890409,False,24,24,24,0.6832360999903871,0.5869949788137314,0.6832360999903871,0.0962411211766557,False,32,32,32,0.0100505019649588,5.406639554754792,0.0100505019649588,-5.396589052789833,False
t09_09_b07_l25,25,25,9,9,0.7,2.0,1.0,24,24,24,0.5697402968036529,0.4577211757990868,0.5697402968036529,0.1120191210045661,False,24,24,24,0.7292544124919715,0.5871369165158457,0.7292544124919715,0.1421174959761258,False,32,32,32,0.0100505019649588,5.40614979772545,0.0100505019649588,-5.396099295760491,False
t09_09_b07_l50,50,50,9,9,0.7,0.5,1.0,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.4213027968036529,0.4213027968036529,0.4210973173515981,-0.0002054794520548,False,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.2696238867722629,0.2696238867722629,0.2694932929038448,-0.000130593868418,False,32,32,32,5.388059419549632,8.423402829397215,5.388059419549632,-3.0353434098475836,False
t09_09_b07_l50,50,50,9,9,0.7,1.0,1.0,32,32,32,0.4590667808219179,0.4208583047945205,0.4590667808219179,0.0382084760273973,False,32,32,32,0.2948900654276072,0.2695057417154856,0.2948900654276072,0.0253843237121216,False,32,32,32,5.388059419549632,8.423093994079945,5.388059419549632,-3.0350345745303136,False
t09_09_b07_l50,50,50,9,9,0.7,1.5,1.0,32,32,32,0.5508801369863014,0.420591609589041,0.5508801369863014,0.1302885273972603,False,32,32,32,0.3538680785131286,0.2694348546814192,0.3538680785131286,0.0844332238317093,False,32,32,32,5.388059419549632,8.422907048274975,5.388059419549632,-3.034847628725344,False
t09_09_b07_l50,50,50,9,9,0.7,2.0,1.0,32,32,32,0.6120890410958905,0.4204138127853881,0.6120890410958905,0.1916752283105023,False,32,32,32,0.3931867539034763,0.2693875966587084,0.3931867539034763,0.1237991572447679,False,32,32,32,5.388059419549632,8.422781730875533,5.388059419549632,-3.0347223113259014,False
t12_12_b03_l25,25,25,12,12,0.3,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4575827625570776,0.4575827625570776,0.4574728881278538,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5864272280052739,0.5864272280052739,0.5862865971643939,-0.00014063084088,False,32,32,32,0.0100505019649588,5.408598204065391,0.0100505019649588,-5.398547702100432,False
t12_12_b03_l25,25,25,12,12,0.3,1.0,1.0,24,24,24,0.4791395547945205,0.4576519691780822,0.4791395547945205,0.0214875856164383,False,24,24,24,0.6122739692873505,0.5867820722605599,0.6122739692873505,0.0254918970267905,False,32,32,32,0.0100505019649588,5.40737412028397,0.0100505019649588,-5.397323618319011,False
t12_12_b03_l25,25,25,12,12,0.3,1.5,1.0,24,24,24,0.5330719178082192,0.4576934931506849,0.5330719178082192,0.0753784246575342,False,24,24,24,0.6811616455237649,0.5869949788137314,0.6811616455237649,0.0941666667100334,False,32,32,32,0.0100505019649588,5.406639554754792,0.0100505019649588,-5.396589052789833,False
t12_12_b03_l25,25,25,12,12,0.3,2.0,1.0,24,24,24,0.5690268264840183,0.4577211757990868,0.5690268264840183,0.1113056506849314,False,24,24,24,0.7270867630147079,0.5871369165158457,0.7270867630147079,0.1399498464988622,False,32,32,32,0.0100505019649588,5.40614979772545,0.0100505019649588,-5.396099295760491,False
t12_12_b03_l50,50,50,12,12,0.3,0.5,1.0,0,"0,2,4,6,8","0-8 [0,2,4,6,8]",0.4205194063926941,0.4205194063926941,0.420179794520548,-0.000339611872146,False,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.26894068452255,0.26894068452255,0.2685116220864078,-0.0004290624361422,False,32,32,32,5.388059419549632,10.013330221064988,5.388059419549632,-4.625270801515357,False
t12_12_b03_l50,50,50,12,12,0.3,1.0,1.0,32,32,32,0.4590667808219179,0.4204345034246575,0.4590667808219179,0.0386322773972603,False,32,32,32,0.2948900654276072,0.2689133389865411,0.2948900654276072,0.0259767264410661,False,32,32,32,5.388059419549632,10.012581797916052,5.388059419549632,-4.624522378366421,False
t12_12_b03_l50,50,50,12,12,0.3,1.5,1.0,32,32,32,0.5508801369863014,0.4203835616438356,0.5508801369863014,0.1304965753424658,False,32,32,32,0.3538680785131286,0.2688969316649358,0.3538680785131286,0.0849711468481927,False,32,32,32,5.388059419549632,10.012125514757273,5.388059419549632,-4.624066095207641,False
t12_12_b03_l50,50,50,12,12,0.3,2.0,1.0,32,32,32,0.6120890410958905,0.420349600456621,0.6120890410958905,0.1917394406392694,False,32,32,32,0.3931867539034763,0.2688859934505322,0.3931867539034763,0.124300760452944,False,32,32,32,5.388059419549632,10.011818318049958,5.388059419549632,-4.623758898500326,False
t12_12_b05_l25,25,25,12,12,0.5,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4575827625570776,0.4575827625570776,0.4574728881278538,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5864272280052739,0.5864272280052739,0.5862865971643939,-0.00014063084088,False,32,32,32,0.0100505019649588,5.408598204065391,0.0100505019649588,-5.398547702100432,False
t12_12_b05_l25,25,25,12,12,0.5,1.0,1.0,24,24,24,0.4799400684931506,0.4576519691780822,0.4799400684931506,0.0222880993150684,False,24,24,24,0.614526961688955,0.5867820722605599,0.614526961688955,0.0277448894283951,False,32,32,32,0.0100505019649588,5.40737412028397,0.0100505019649588,-5.397323618319011,False
t12_12_b05_l25,25,25,12,12,0.5,1.5,1.0,24,24,24,0.5339657534246575,0.4576934931506849,0.5339657534246575,0.0762722602739724,False,24,24,24,0.683863277649841,0.5869949788137314,0.683863277649841,0.0968682988361095,False,32,32,32,0.0100505019649588,5.406639554754792,0.0100505019649588,-5.396589052789833,False
t12_12_b05_l25,25,25,12,12,0.5,2.0,1.0,24,24,24,0.5699828767123287,0.4577211757990868,0.5699828767123287,0.1122617009132419,False,24,24,24,0.7300874882904317,0.5871369165158457,0.7300874882904317,0.142950571774586,False,32,32,32,0.0100505019649588,5.40614979772545,0.0100505019649588,-5.396099295760491,False
t12_12_b05_l50,50,50,12,12,0.5,0.5,1.0,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.4207805365296803,0.4207805365296803,0.4204081050228311,-0.0003724315068491,False,2,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.2697982205698678,0.2695340190809557,0.2697982205698678,0.000264201488912,False,32,32,32,5.388059419549632,10.375124116596972,5.388059419549632,-4.98706469704734,False
t12_12_b05_l50,50,50,12,12,0.5,1.0,1.0,32,32,32,0.4590667808219179,0.4206057363013699,0.4590667808219179,0.0384610445205479,False,32,32,32,0.2948900654276072,0.2694967941814215,0.2948900654276072,0.0253932712461857,False,32,32,32,5.388059419549632,10.3745563896782,5.388059419549632,-4.986496970128569,False
t12_12_b05_l50,50,50,12,12,0.5,1.5,1.0,32,32,32,0.5508801369863014,0.4205008561643836,0.5508801369863014,0.1303792808219178,False,32,32,32,0.3538680785131286,0.2694744592417009,0.3538680785131286,0.0843936192714276,False,32,32,32,5.388059419549632,10.374216864501443,5.388059419549632,-4.986157444951814,False
t12_12_b05_l50,50,50,12,12,0.5,2.0,1.0,32,32,32,0.6120890410958905,0.4204309360730594,0.6120890410958905,0.191658105022831,False,32,32,32,0.3931867539034763,0.2694595692818872,0.3931867539034763,0.123727184621589,False,32,32,32,5.388059419549632,10.373990968207792,5.388059419549632,-4.985931548658161,False
t12_12_b07_l25,25,25,12,12,0.7,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4575827625570776,0.4575827625570776,0.4574728881278538,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5864272280052739,0.5864272280052739,0.5862865971643939,-0.00014063084088,False,32,32,32,0.0100505019649588,5.408598204065391,0.0100505019649588,-5.398547702100432,False
t12_12_b07_l25,25,25,12,12,0.7,1.0,1.0,24,24,24,0.4797281678082191,0.4576519691780822,0.4797281678082191,0.0220761986301369,False,24,24,24,0.613059361969881,0.5867820722605599,0.613059361969881,0.026277289709321,False,32,32,32,0.0100505019649588,5.40737412028397,0.0100505019649588,-5.397323618319011,False
t12_12_b07_l25,25,25,12,12,0.7,1.5,1.0,24,24,24,0.5337739726027395,0.4576934931506849,0.5337739726027395,0.0760804794520545,False,24,24,24,0.6820485447987148,0.5869949788137314,0.6820485447987148,0.0950535659849833,False,32,32,32,0.0100505019649588,5.406639554754792,0.0100505019649588,-5.396589052789833,False
t12_12_b07_l25,25,25,12,12,0.7,2.0,1.0,24,24,24,0.56980450913242,0.4577211757990868,0.56980450913242,0.1120833333333332,False,24,24,24,0.728041333351271,0.5871369165158457,0.728041333351271,0.1409044168354253,False,32,32,32,0.0100505019649588,5.40614979772545,0.0100505019649588,-5.396099295760491,False
t12_12_b07_l50,50,50,12,12,0.7,0.5,1.0,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.4198615867579908,0.4198615867579908,0.4195861872146119,-0.0002753995433789,False,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.2688859912952385,0.2688859912952385,0.2687084865634733,-0.0001775047317651,False,32,32,32,5.388059419549632,10.33099830185987,5.388059419549632,-4.942938882310238,False
t12_12_b07_l50,50,50,12,12,0.7,1.0,1.0,32,32,32,0.4590667808219179,0.4201348458904109,0.4590667808219179,0.0389319349315069,False,32,32,32,0.2948900654276072,0.2689309423344211,0.2948900654276072,0.0259591230931861,False,32,32,32,5.388059419549632,10.330615349827486,5.388059419549632,-4.942555930277854,False
t12_12_b07_l50,50,50,12,12,0.7,1.5,1.0,32,32,32,0.5508801369863014,0.420298801369863,0.5508801369863014,0.1305813356164384,False,32,32,32,0.3538680785131286,0.2689579129579308,0.3538680785131286,0.0849101655551978,False,32,32,32,5.388059419549632,10.330384459249808,5.388059419549632,-4.942325039700177,False
t12_12_b07_l50,50,50,12,12,0.7,2.0,1.0,32,32,32,0.6120890410958905,0.4204081050228311,0.6120890410958905,0.1916809360730593,False,32,32,32,0.3931867539034763,0.2689758933736038,0.3931867539034763,0.1242108605298724,False,32,32,32,5.388059419549632,10.330230064235986,5.388059419549632,-4.942170644686354,False
