scenario_id,arrival_rate_class_1,arrival_rate_class_2,tau_1,tau_2,post_threshold_balking_rate,w1,w2,util_exact_best_q_values,util_near_tie_q_values,util_near_tie_q_ranges,util_best_value,util_fcfs_value,util_best_strict_value,util_best_strict_delta_vs_fcfs,util_composition_effect_likely,service_exact_best_q_values,service_near_tie_q_values,service_near_tie_q_ranges,service_best_value,service_fcfs_value,service_best_strict_value,service_best_strict_delta_vs_fcfs,service_composition_effect_likely,wait_exact_best_q_values,wait_near_tie_q_values,wait_near_tie_q_ranges,wait_best_value,wait_fcfs_value,wait_best_strict_value,wait_best_strict_delta_vs_fcfs,wait_composition_effect_likely
t05_12_b03_l50,50,50,5,12,0.3,1.5,1.0,32,32,32,0.5999537671232877,0.4160736301369863,0.5999537671232877,0.1838801369863014,False,32,32,32,0.3840146182554516,0.2670682480032521,0.3840146182554516,0.1169463702521995,False,32,32,32,4.620508313477343,9.95056458400089,4.620508313477343,-5.3300562705235475,False
t05_12_b03_l50,50,50,5,12,0.3,2.0,1.0,32,32,32,0.666615296803653,0.4131235730593607,0.666615296803653,0.2534917237442922,False,32,32,32,0.4266829091727239,0.26520285218744,0.4266829091727239,0.1614800569852839,False,32,32,32,4.620508313477343,9.950460583676586,4.620508313477343,-5.329952270199243,False
t05_12_b05_l25,25,25,5,12,0.5,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5117208904109589,0.5117208904109589,0.5116395547945205,-8.133561643841603e-05,False,4,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6556968368563191,0.6555318100181974,0.6556968368563191,0.0001650268381216,False,32,32,32,0.0100505019649588,4.665750981850815,0.0100505019649588,-4.655700479885856,False
t05_12_b05_l25,25,25,5,12,0.5,1.0,1.0,6,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4998244863013698,0.4997581335616438,0.4998244863013698,6.635273972604994e-05,False,4,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6406395337482375,0.6399980378225381,0.6406395337482375,0.0006414959256993,False,32,32,32,0.0100505019649588,4.665447795163353,0.0100505019649588,-4.655397293198394,False
t05_12_b05_l25,25,25,5,12,0.5,1.5,1.0,24,24,24,0.5339657534246575,0.4925804794520548,0.5339657534246575,0.0413852739726026,False,24,24,24,0.683863277649841,0.6306777745051424,0.683863277649841,0.0531855031446986,False,32,32,32,0.0100505019649588,4.665265715881392,0.0100505019649588,-4.655215213916433,False
t05_12_b05_l25,25,25,5,12,0.5,2.0,1.0,24,24,24,0.5699828767123287,0.4877953767123286,0.5699828767123287,0.0821875,False,24,24,24,0.7300874882904317,0.6244642656268786,0.7300874882904317,0.105623222663553,False,32,32,32,0.0100505019649588,4.665144262081138,0.0100505019649588,-4.655093760116179,False
t05_12_b05_l50,50,50,5,12,0.5,0.5,1.0,2,"0,2,4,6,8","0-8 [0,2,4,6,8]",0.4373487442922374,0.4368807077625571,0.4373487442922374,0.0004680365296803,False,4,"0,2,4,6","0-6 [0,2,4,6]",0.279719447103291,0.2795798225959205,0.279719447103291,0.0001396245073705,False,32,32,32,4.533999150483735,10.028124877144474,4.533999150483735,-5.494125726660739,False
t05_12_b05_l50,50,50,5,12,0.5,1.0,1.0,32,32,32,0.5000321061643834,0.4197410102739726,0.5000321061643834,0.0802910958904108,False,32,32,32,0.319378235408213,0.2686831746032082,0.319378235408213,0.0506950608050048,False,32,32,32,4.533999150483735,10.026886845036604,4.533999150483735,-5.492887694552868,False
t05_12_b05_l50,50,50,5,12,0.5,1.5,1.0,32,32,32,0.6000385273972603,0.4094571917808219,0.6000385273972603,0.1905813356164383,False,32,32,32,0.3832538824898556,0.2621451858075807,0.3832538824898556,0.1211086966822748,False,32,32,32,4.533999150483735,10.026142231594635,4.533999150483735,-5.4921430811109015,False
t05_12_b05_l50,50,50,5,12,0.5,2.0,1.0,32,32,32,0.6667094748858449,0.4026013127853881,0.6667094748858449,0.2641081621004567,False,32,32,32,0.4258376472109507,0.2577865266104958,0.4258376472109507,0.1680511206004549,False,32,32,32,4.533999150483735,10.025645077988758,4.533999150483735,-5.491645927505022,False
t05_12_b07_l25,25,25,5,12,0.7,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.5128224885844748,0.5128224885844748,0.512712614155251,-0.0001098744292237,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6568050929951836,0.6568050929951836,0.6566636108453445,-0.0001414821498391,False,32,32,32,0.0100505019649588,4.596074632128544,0.0100505019649588,-4.586024130163585,False
t05_12_b07_l25,25,25,5,12,0.7,1.0,1.0,"0,2,4","0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4999828767123287,0.4999828767123287,0.4999828767123287,0.0,False,10,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6402221027646448,0.6399249871392738,0.6402221027646448,0.0002971156253709,False,32,32,32,0.0100505019649588,4.596317615619993,0.0100505019649588,-4.586267113655034,False
t05_12_b07_l25,25,25,5,12,0.7,1.5,1.0,24,24,24,0.5337739726027395,0.4922791095890411,0.5337739726027395,0.0414948630136983,False,24,24,24,0.6820485447987148,0.6297969236257279,0.6820485447987148,0.0522516211729868,False,32,32,32,0.0100505019649588,4.596463639853904,0.0100505019649588,-4.586413137888945,False
t05_12_b07_l25,25,25,5,12,0.7,2.0,1.0,24,24,24,0.56980450913242,0.4871432648401826,0.56980450913242,0.0826612442922373,False,24,24,24,0.728041333351271,0.6230448812833641,0.728041333351271,0.1049964520679068,False,32,32,32,0.0100505019649588,4.596561088273967,0.0100505019649588,-4.586510586309008,False
t05_12_b07_l50,50,50,5,12,0.7,0.5,1.0,0,"0,2,4,6","0-6 [0,2,4,6]",0.4566752283105022,0.4566752283105022,0.4559574771689497,-0.0007177511415524,False,0,"0,2,4,6","0-6 [0,2,4,6]",0.2923066832972856,0.2923066832972856,0.2922389854091076,-6.76978881779533e-05,False,32,32,32,4.4754074323352295,9.579761700610266,4.4754074323352295,-5.104354268275037,False
t05_12_b07_l50,50,50,5,12,0.7,1.0,1.0,32,32,32,0.4998951198630138,0.4201048801369863,0.4998951198630138,0.0797902397260275,False,32,32,32,0.3197755009100583,0.2688655199059769,0.3197755009100583,0.0509099810040813,False,32,32,32,4.4754074323352295,9.578970828229131,4.4754074323352295,-5.103563395893904,False
t05_12_b07_l50,50,50,5,12,0.7,1.5,1.0,32,32,32,0.5998741438356163,0.3981626712328767,0.5998741438356163,0.2017114726027395,False,32,32,32,0.3837306010920698,0.2548008218711919,0.3837306010920698,0.1289297792208779,False,32,32,32,4.4754074323352295,9.578492703301327,4.4754074323352295,-5.103085270966098,False
t05_12_b07_l50,50,50,5,12,0.7,2.0,1.0,32,32,32,0.6665268264840182,0.3835345319634703,0.6665268264840182,0.2829922945205478,False,32,32,32,0.4263673345467443,0.2454243565146684,0.4263673345467443,0.1809429780320758,False,32,32,32,4.4754074323352295,9.57817245407134,4.4754074323352295,-5.102765021736111,False
t09_05_b03_l25,25,25,9,5,0.3,0.5,1.0,4,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4887343036529679,0.4882662671232876,0.4887343036529679,0.0004680365296803,False,4,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6272772029620883,0.625732764815267,0.6272772029620883,0.0015444381468213,False,32,32,32,0.0100505019649588,4.795216463931502,0.0100505019649588,-4.785165961966543,False
t09_05_b03_l25,25,25,9,5,0.3,1.0,1.0,16,"0,2,4,6,8,10,12,16","0-16 [0,2,4,6,8,10,12,16]",0.4985273972602739,0.4980714897260274,0.4985273972602739,0.0004559075342465,False,4,"0,2,4,6,8,10,12,16","0-16 [0,2,4,6,8,10,12,16]",0.6398787502338392,0.6381594851614106,0.6398787502338392,0.0017192650724285,False,32,32,32,0.0100505019649588,4.7954786075632105,0.0100505019649588,-4.7854281055982515,False
t09_05_b03_l25,25,25,9,5,0.3,1.5,1.0,24,24,24,0.5333604452054794,0.5039546232876713,0.5333604452054794,0.0294058219178081,False,24,24,24,0.6807268894652692,0.645615517369097,0.6807268894652692,0.0351113720961722,False,32,32,32,0.0100505019649588,4.795637314735147,0.0100505019649588,-4.785586812770188,False
t09_05_b03_l25,25,25,9,5,0.3,2.0,1.0,24,24,24,0.5694006849315068,0.507876712328767,0.5694006849315068,0.0615239726027397,False,24,24,24,0.7266447021867675,0.6505862055075544,0.7266447021867675,0.076058496679213,False,32,32,32,0.0100505019649588,4.795743712766532,0.0100505019649588,-4.785693210801573,False
t09_05_b03_l50,50,50,9,5,0.3,0.5,1.0,2,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.4154980022831051,0.4153453196347031,0.4154980022831051,0.0001526826484019,False,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.2658535042442081,0.2658535042442081,0.2655571758488042,-0.0002963283954039,False,32,32,32,5.388059419549632,9.968589781665854,5.388059419549632,-4.580530362116222,False
t09_05_b03_l50,50,50,9,5,0.3,1.0,1.0,32,32,32,0.4590667808219179,0.4197923801369863,0.4590667808219179,0.0392744006849315,False,32,32,32,0.2948900654276072,0.2687393496751974,0.2948900654276072,0.0261507157524098,False,32,32,32,5.388059419549632,9.971119799386424,5.388059419549632,-4.583060379836794,False
t09_05_b03_l50,50,50,9,5,0.3,1.5,1.0,32,32,32,0.5508801369863014,0.4224606164383561,0.5508801369863014,0.1284195205479453,False,32,32,32,0.3538680785131286,0.270470856933791,0.3538680785131286,0.0833972215793376,False,32,32,32,5.388059419549632,9.97263696113819,5.388059419549632,-4.584577541588559,False
t09_05_b03_l50,50,50,9,5,0.3,2.0,1.0,32,32,32,0.6120890410958905,0.4242394406392694,0.6120890410958905,0.187849600456621,False,32,32,32,0.3931867539034763,0.2716251951061867,0.3931867539034763,0.1215615587972895,False,32,32,32,5.388059419549632,9.973648058184745,5.388059419549632,-4.585588638635113,False
t09_05_b05_l25,25,25,9,5,0.5,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4883675799086758,0.4883675799086758,0.4881592465753425,-0.0002083333333333,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6249007196599342,0.6249007196599342,0.6247136744648754,-0.0001870451950588,False,32,32,32,0.0100505019649588,4.6628996624996315,0.0100505019649588,-4.6528491605346725,False
t09_05_b05_l25,25,25,9,5,0.5,1.0,1.0,12,"0,2,4,6,8,10,12,16,20","0-20 [0,2,4,6,8,10,12,16,20]",0.4999422089041095,0.4998309075342465,0.4999422089041095,0.000111301369863,False,4,"0,2,4,6,8,10,12,16,20","0-20 [0,2,4,6,8,10,12,16,20]",0.6401652163956755,0.6400344831098423,0.6401652163956755,0.0001307332858331,False,32,32,32,0.0100505019649588,4.663310843383355,0.0100505019649588,-4.653260341418396,False
t09_05_b05_l25,25,25,9,5,0.5,1.5,1.0,24,24,24,0.5333082191780822,0.5067089041095889,0.5333082191780822,0.0265993150684933,False,24,24,24,0.682166878862972,0.6491147411797871,0.682166878862972,0.0330521376831849,False,32,32,32,0.0100505019649588,4.663558443645269,0.0100505019649588,-4.65350794168031,False
t09_05_b05_l25,25,25,9,5,0.5,2.0,1.0,24,24,24,0.5693336187214613,0.5112942351598173,0.5693336187214613,0.0580393835616439,False,24,24,24,0.7281146084219405,0.6551682465597505,0.7281146084219405,0.07294636186219,False,32,32,32,0.0100505019649588,4.663723880793141,0.0100505019649588,-4.653673378828182,False
t09_05_b05_l50,50,50,9,5,0.5,0.5,1.0,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.411165810502283,0.411165810502283,0.4102397260273973,-0.0009260844748857,True,0,"0,2,4,6,8","0-8 [0,2,4,6,8]",0.2633901297128272,0.2633901297128272,0.2629036429132118,-0.0004864867996153,True,32,32,32,5.388059419549632,8.793067862882957,5.388059419549632,-3.405008443333325,False
t09_05_b05_l50,50,50,9,5,0.5,1.0,1.0,32,32,32,0.4590667808219179,0.4202054794520548,0.4590667808219179,0.0388613013698631,False,32,32,32,0.2948900654276072,0.2692319636654778,0.2948900654276072,0.0256581017621294,False,32,32,32,5.388059419549632,8.794364686705652,5.388059419549632,-3.406305267156021,False
t09_05_b05_l50,50,50,9,5,0.5,1.5,1.0,32,32,32,0.5508801369863014,0.4256292808219177,0.5508801369863014,0.1252508561643837,False,32,32,32,0.3538680785131286,0.2727370640370682,0.3538680785131286,0.0811310144760604,False,32,32,32,5.388059419549632,8.795141840265599,5.388059419549632,-3.407082420715967,False
t09_05_b05_l50,50,50,9,5,0.5,2.0,1.0,32,32,32,0.6120890410958905,0.4292451484018265,0.6120890410958905,0.1828438926940639,False,32,32,32,0.3931867539034763,0.2750737976181284,0.3931867539034763,0.1181129562853478,False,32,32,32,5.388059419549632,8.795659551072477,5.388059419549632,-3.4076001315228455,False
t09_05_b07_l25,25,25,9,5,0.7,0.5,1.0,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.4869477739726027,0.4869477739726027,0.4868707191780822,-7.705479452047026e-05,False,0,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",0.6226859108138673,0.6226859108138673,0.6225881668676988,-9.774394616846038e-05,False,32,32,32,0.0100505019649588,4.595560864397996,0.0100505019649588,-4.585510362433037,False
t09_05_b07_l25,25,25,9,5,0.7,1.0,1.0,20,"0,2,4,6,8,10,12,16,20,24","0-24 [0,2,4,6,8,10,12,16,20,24]",0.5000556506849315,0.4999422089041096,0.5000556506849315,0.0001134417808218,False,8,"0,2,4,6,8,10,12,16,20,24","0-24 [0,2,4,6,8,10,12,16,20,24]",0.6402443750235474,0.6395815951620689,0.6402443750235474,0.0006627798614784,False,32,32,32,0.0100505019649588,4.594588106232255,0.0100505019649588,-4.584537604267296,False
t09_05_b07_l25,25,25,9,5,0.7,1.5,1.0,24,24,24,0.5479135273972602,0.5077388698630138,0.5479135273972602,0.0401746575342464,False,24,24,24,0.7033048929746054,0.64971900577099,0.7033048929746054,0.0535858872036154,False,32,32,32,0.0100505019649588,4.59400558175583,0.0100505019649588,-4.583955079790871,False
t09_05_b07_l25,25,25,9,5,0.7,2.0,1.0,24,24,24,0.5814055365296802,0.5129366438356164,0.5814055365296802,0.0684688926940637,False,24,24,24,0.7464223247466175,0.6564772795102705,0.7464223247466175,0.089945045236347,False,32,32,32,0.0100505019649588,4.593617702886563,0.0100505019649588,-4.583567200921604,False
t09_05_b07_l50,50,50,9,5,0.7,0.5,1.0,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.3896532534246575,0.3896532534246575,0.3890981735159817,-0.0005550799086758,False,0,"0,2,4,6,8,10","0-10 [0,2,4,6,8,10]",0.2495241122571303,0.2495241122571303,0.2492674712680544,-0.0002566409890758,False,32,32,32,5.388059419549632,8.075426817492822,5.388059419549632,-2.6873673979431905,False
t09_05_b07_l50,50,50,9,5,0.7,1.0,1.0,32,32,32,0.4590667808219179,0.4204516267123288,0.4590667808219179,0.0386151541095891,False,32,32,32,0.2948900654276072,0.2693371800750118,0.2948900654276072,0.0255528853525954,False,32,32,32,5.388059419549632,8.076470824874018,5.388059419549632,-2.688411405324387,False
