scenario_id,arrival_rate_class_1,arrival_rate_class_2,tau_1,tau_2,post_threshold_balking_rate,w1,w2,objective_name,direction,near_tie_tolerance,fcfs_mean,exact_best_q_values,exact_best_value,near_tie_q_values,near_tie_q_ranges,best_strict_q_values,best_strict_near_tie_q_values,best_strict_q_ranges,best_strict_value,best_strict_delta_vs_fcfs,composition_effect_likely,class_1_service_rate_delta_min,class_1_service_rate_delta_max,class_2_service_rate_delta_min,class_2_service_rate_delta_max,class_1_no_offer_rate_delta_min,class_1_no_offer_rate_delta_max,class_2_no_offer_rate_delta_min,class_2_no_offer_rate_delta_max
t05_09_b07_l50,50,50,5,9,0.7,1.0,1.0,Obj_service_norm,maximize,0.01,0.2687566872019388,32,0.3197755009100583,32,32,32,32,32,0.3197755009100583,0.0510188137081194,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,1.0,1.0,T_wait_offered,minimize,0.01,8.084485453708446,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-3.609078021373216,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,1.5,1.0,Obj_util_norm,maximize,0.01,0.4015239726027397,32,0.5998741438356163,32,32,32,32,32,0.5998741438356163,0.1983501712328765,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,1.5,1.0,Obj_service_norm,maximize,0.01,0.2569296918098888,32,0.3837306010920698,32,32,32,32,32,0.3837306010920698,0.126800909282181,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,1.5,1.0,T_wait_offered,minimize,0.01,8.084606722031767,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-3.6091992896965377,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,2.0,1.0,Obj_util_norm,maximize,0.01,0.3892023401826484,32,0.6665268264840182,32,32,32,32,32,0.6665268264840182,0.2773244863013697,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,2.0,1.0,Obj_service_norm,maximize,0.01,0.2490450282151888,32,0.4263673345467443,32,32,32,32,32,0.4263673345467443,0.1773223063315555,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_09_b07_l50,50,50,5,9,0.7,2.0,1.0,T_wait_offered,minimize,0.01,8.084688298864211,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-3.609280866528982,False,0.4299292915784278,0.4299292915784278,-0.3278916641621889,-0.3278916641621889,0.0,0.0,1.0,1.0
t05_12_b03_l25,25,25,5,12,0.3,0.5,1.0,Obj_util_norm,maximize,0.01,0.5072888127853881,0,0.5072888127853881,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",2,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.5071118721461187,-0.0001769406392693,False,-0.0004190209196544,0.007670573890427,-0.0123900565672488,0.0002080027897849,0.0,0.0,0.0,0.0
t05_12_b03_l25,25,25,5,12,0.3,0.5,1.0,Obj_service_norm,maximize,0.01,0.6498278228958532,2,0.6502424368487134,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",2,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.6502424368487134,0.0004146139528602,False,-0.0004190209196544,0.007670573890427,-0.0123900565672488,0.0002080027897849,0.0,0.0,0.0,0.0
t05_12_b03_l25,25,25,5,12,0.3,0.5,1.0,T_wait_offered,minimize,0.01,4.802675170521922,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.792624668556963,False,0.3998299369931861,0.3998299369931861,-0.6746567028403728,-0.6746567028403728,0.0,0.0,1.0,1.0
t05_12_b03_l25,25,25,5,12,0.3,1.0,1.0,Obj_util_norm,maximize,0.01,0.4980779109589041,2,0.4982063356164384,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",2,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.4982063356164384,0.0001284246575343,False,-0.0004190209196544,0.007670573890427,-0.0123900565672488,0.0002080027897849,0.0,0.0,0.0,0.0
t05_12_b03_l25,25,25,5,12,0.3,1.0,1.0,Obj_service_norm,maximize,0.01,0.6374133829235932,10,0.6387316506823153,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",10,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.6387316506823153,0.0013182677587221,False,-0.0004190209196544,0.007670573890427,-0.0123900565672488,0.0002080027897849,0.0,0.0,0.0,0.0
t05_12_b03_l25,25,25,5,12,0.3,1.0,1.0,T_wait_offered,minimize,0.01,4.803146996082136,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.793096494117177,False,0.3998299369931861,0.3998299369931861,-0.6746567028403728,-0.6746567028403728,0.0,0.0,1.0,1.0
t05_12_b03_l25,25,25,5,12,0.3,1.5,1.0,Obj_util_norm,maximize,0.01,0.4925513698630136,24,0.5330719178082192,24,24,24,24,24,0.5330719178082192,0.0405205479452055,False,0.3565422874626089,0.3565422874626089,-0.4068211147350947,-0.4068211147350947,0.0,0.0,0.1770440306726083,0.1770440306726083
t05_12_b03_l25,25,25,5,12,0.3,1.5,1.0,Obj_service_norm,maximize,0.01,0.6299647189402373,24,0.6811616455237649,24,24,24,24,24,0.6811616455237649,0.0511969265835275,False,0.3565422874626089,0.3565422874626089,-0.4068211147350947,-0.4068211147350947,0.0,0.0,0.1770440306726083,0.1770440306726083
t05_12_b03_l25,25,25,5,12,0.3,1.5,1.0,T_wait_offered,minimize,0.01,4.803429539286588,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.793379037321629,False,0.3998299369931861,0.3998299369931861,-0.6746567028403728,-0.6746567028403728,0.0,0.0,1.0,1.0
t05_12_b03_l25,25,25,5,12,0.3,2.0,1.0,Obj_util_norm,maximize,0.01,0.4888670091324201,24,0.5690268264840183,24,24,24,24,24,0.5690268264840183,0.0801598173515981,False,0.3565422874626089,0.3565422874626089,-0.4068211147350947,-0.4068211147350947,0.0,0.0,0.1770440306726083,0.1770440306726083
t05_12_b03_l25,25,25,5,12,0.3,2.0,1.0,Obj_service_norm,maximize,0.01,0.6249989429513334,24,0.7270867630147079,24,24,24,24,24,0.7270867630147079,0.1020878200633744,False,0.3565422874626089,0.3565422874626089,-0.4068211147350947,-0.4068211147350947,0.0,0.0,0.1770440306726083,0.1770440306726083
t05_12_b03_l25,25,25,5,12,0.3,2.0,1.0,T_wait_offered,minimize,0.01,4.803617668058874,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.793567166093915,False,0.3998299369931861,0.3998299369931861,-0.6746567028403728,-0.6746567028403728,0.0,0.0,1.0,1.0
t05_12_b03_l50,50,50,5,12,0.3,0.5,1.0,Obj_util_norm,maximize,0.01,0.4278738584474886,0,0.4278738584474886,"0,2,4,6,8","0-8 [0,2,4,6,8]",2,"2,4,6,8","2-8 [2,4,6,8]",0.4275071347031963,-0.0003667237442923,False,-0.001029415876543,0.0050388172188187,-0.0078471213112864,-0.0001681255102081,-0.0009756136264976,0.0007558651505773,-0.0002889287439738,0.0022387655704513
t05_12_b03_l50,50,50,5,12,0.3,0.5,1.0,Obj_service_norm,maximize,0.01,0.2745298312665005,0,0.2745298312665005,"0,2,4,6","0-6 [0,2,4,6]",2,"2,4,6","2-6 [2,4,6]",0.274074608967514,-0.0004552222989864,False,-0.001029415876543,0.0027076880460483,-0.0045296008692715,-0.0001681255102081,-0.0009756136264976,0.0007026272977806,-0.0002889287439738,0.0015670888193773
t05_12_b03_l50,50,50,5,12,0.3,0.5,1.0,T_wait_offered,minimize,0.01,9.95096871115707,32,4.620508313477343,32,32,32,32,32,4.620508313477343,-5.330460397679728,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,1.0,1.0,Obj_util_norm,maximize,0.01,0.4204987157534246,32,0.4999614726027397,32,32,32,32,32,0.4999614726027397,0.0794627568493151,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,1.0,1.0,Obj_service_norm,maximize,0.01,0.2698663417269702,32,0.320012181879543,32,32,32,32,32,0.320012181879543,0.0501458401525727,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,1.0,1.0,T_wait_offered,minimize,0.01,9.95071834771843,32,4.620508313477343,32,32,32,32,32,4.620508313477343,-5.330210034241087,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,1.5,1.0,Obj_util_norm,maximize,0.01,0.4160736301369863,32,0.5999537671232877,32,32,32,32,32,0.5999537671232877,0.1838801369863014,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,1.5,1.0,Obj_service_norm,maximize,0.01,0.2670682480032521,32,0.3840146182554516,32,32,32,32,32,0.3840146182554516,0.1169463702521995,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,1.5,1.0,T_wait_offered,minimize,0.01,9.95056458400089,32,4.620508313477343,32,32,32,32,32,4.620508313477343,-5.3300562705235475,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,2.0,1.0,Obj_util_norm,maximize,0.01,0.4131235730593607,32,0.666615296803653,32,32,32,32,32,0.666615296803653,0.2534917237442922,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,2.0,1.0,Obj_service_norm,maximize,0.01,0.26520285218744,32,0.4266829091727239,32,32,32,32,32,0.4266829091727239,0.1614800569852839,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b03_l50,50,50,5,12,0.3,2.0,1.0,T_wait_offered,minimize,0.01,9.950460583676586,32,4.620508313477343,32,32,32,32,32,4.620508313477343,-5.329952270199243,False,0.3841484906507065,0.3841484906507065,-0.2838568103455611,-0.2838568103455611,-0.1214164038866112,-0.1214164038866112,0.879471726301461,0.879471726301461
t05_12_b05_l25,25,25,5,12,0.5,0.5,1.0,Obj_util_norm,maximize,0.01,0.5117208904109589,0,0.5117208904109589,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",6,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.5116395547945205,-8.133561643841603e-05,False,5.235694795499013e-05,0.0107263177723379,-0.0129790793773763,-0.0007725224347653,0.0,0.0,0.0,0.0
t05_12_b05_l25,25,25,5,12,0.5,0.5,1.0,Obj_service_norm,maximize,0.01,0.6555318100181974,4,0.6556968368563191,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",4,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.6556968368563191,0.0001650268381216,False,5.235694795499013e-05,0.0107263177723379,-0.0129790793773763,-0.0007725224347653,0.0,0.0,0.0,0.0
t05_12_b05_l25,25,25,5,12,0.5,0.5,1.0,T_wait_offered,minimize,0.01,4.665750981850815,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.655700479885856,False,0.4066032787644401,0.4066032787644401,-0.6865993544095161,-0.6865993544095161,0.0,0.0,1.0,1.0
t05_12_b05_l25,25,25,5,12,0.5,1.0,1.0,Obj_util_norm,maximize,0.01,0.4997581335616438,6,0.4998244863013698,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",6,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.4998244863013698,6.635273972604994e-05,False,5.235694795499013e-05,0.0107263177723379,-0.0129790793773763,-0.0007725224347653,0.0,0.0,0.0,0.0
t05_12_b05_l25,25,25,5,12,0.5,1.0,1.0,Obj_service_norm,maximize,0.01,0.6399980378225381,4,0.6406395337482375,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",4,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.6406395337482375,0.0006414959256993,False,5.235694795499013e-05,0.0107263177723379,-0.0129790793773763,-0.0007725224347653,0.0,0.0,0.0,0.0
t05_12_b05_l25,25,25,5,12,0.5,1.0,1.0,T_wait_offered,minimize,0.01,4.665447795163353,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.655397293198394,False,0.4066032787644401,0.4066032787644401,-0.6865993544095161,-0.6865993544095161,0.0,0.0,1.0,1.0
t05_12_b05_l25,25,25,5,12,0.5,1.5,1.0,Obj_util_norm,maximize,0.01,0.4925804794520548,24,0.5339657534246575,24,24,24,24,24,0.5339657534246575,0.0413852739726026,False,0.3678118202578249,0.3678118202578249,-0.4187539725249906,-0.4187539725249906,0.0,0.0,0.0713271897247769,0.0713271897247769
t05_12_b05_l25,25,25,5,12,0.5,1.5,1.0,Obj_service_norm,maximize,0.01,0.6306777745051424,24,0.683863277649841,24,24,24,24,24,0.683863277649841,0.0531855031446986,False,0.3678118202578249,0.3678118202578249,-0.4187539725249906,-0.4187539725249906,0.0,0.0,0.0713271897247769,0.0713271897247769
t05_12_b05_l25,25,25,5,12,0.5,1.5,1.0,T_wait_offered,minimize,0.01,4.665265715881392,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.655215213916433,False,0.4066032787644401,0.4066032787644401,-0.6865993544095161,-0.6865993544095161,0.0,0.0,1.0,1.0
t05_12_b05_l25,25,25,5,12,0.5,2.0,1.0,Obj_util_norm,maximize,0.01,0.4877953767123286,24,0.5699828767123287,24,24,24,24,24,0.5699828767123287,0.0821875,False,0.3678118202578249,0.3678118202578249,-0.4187539725249906,-0.4187539725249906,0.0,0.0,0.0713271897247769,0.0713271897247769
t05_12_b05_l25,25,25,5,12,0.5,2.0,1.0,Obj_service_norm,maximize,0.01,0.6244642656268786,24,0.7300874882904317,24,24,24,24,24,0.7300874882904317,0.105623222663553,False,0.3678118202578249,0.3678118202578249,-0.4187539725249906,-0.4187539725249906,0.0,0.0,0.0713271897247769,0.0713271897247769
t05_12_b05_l25,25,25,5,12,0.5,2.0,1.0,T_wait_offered,minimize,0.01,4.665144262081138,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.655093760116179,False,0.4066032787644401,0.4066032787644401,-0.6865993544095161,-0.6865993544095161,0.0,0.0,1.0,1.0
t05_12_b05_l50,50,50,5,12,0.5,0.5,1.0,Obj_util_norm,maximize,0.01,0.4368807077625571,2,0.4373487442922374,"0,2,4,6,8","0-8 [0,2,4,6,8]",2,"2,4,6,8","2-8 [2,4,6,8]",0.4373487442922374,0.0004680365296803,False,-0.0001232658592176,0.0059609203259051,-0.0072321333235854,-0.0004520328585516,0.0004704300430575,0.0006207377003503,0.0002648656010257,0.0009202002136377
t05_12_b05_l50,50,50,5,12,0.5,0.5,1.0,Obj_service_norm,maximize,0.01,0.2795798225959205,4,0.279719447103291,"0,2,4,6","0-6 [0,2,4,6]",4,"2,4,6","2-6 [2,4,6]",0.279719447103291,0.0001396245073705,False,-0.0001232658592176,0.0042486573304066,-0.0039964691507571,-0.0004520328585516,0.0004704300430575,0.0006207377003503,0.0002648656010257,0.0009202002136377
t05_12_b05_l50,50,50,5,12,0.5,0.5,1.0,T_wait_offered,minimize,0.01,10.028124877144474,32,4.533999150483735,32,32,32,32,32,4.533999150483735,-5.494125726660739,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,1.0,1.0,Obj_util_norm,maximize,0.01,0.4197410102739726,32,0.5000321061643834,32,32,32,32,32,0.5000321061643834,0.0802910958904108,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,1.0,1.0,Obj_service_norm,maximize,0.01,0.2686831746032082,32,0.319378235408213,32,32,32,32,32,0.319378235408213,0.0506950608050048,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,1.0,1.0,T_wait_offered,minimize,0.01,10.026886845036604,32,4.533999150483735,32,32,32,32,32,4.533999150483735,-5.492887694552868,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,1.5,1.0,Obj_util_norm,maximize,0.01,0.4094571917808219,32,0.6000385273972603,32,32,32,32,32,0.6000385273972603,0.1905813356164383,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,1.5,1.0,Obj_service_norm,maximize,0.01,0.2621451858075807,32,0.3832538824898556,32,32,32,32,32,0.3832538824898556,0.1211086966822748,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,1.5,1.0,T_wait_offered,minimize,0.01,10.026142231594635,32,4.533999150483735,32,32,32,32,32,4.533999150483735,-5.4921430811109015,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,2.0,1.0,Obj_util_norm,maximize,0.01,0.4026013127853881,32,0.6667094748858449,32,32,32,32,32,0.6667094748858449,0.2641081621004567,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,2.0,1.0,Obj_service_norm,maximize,0.01,0.2577865266104958,32,0.4258376472109507,32,32,32,32,32,0.4258376472109507,0.1680511206004549,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b05_l50,50,50,5,12,0.5,2.0,1.0,T_wait_offered,minimize,0.01,10.025645077988758,32,4.533999150483735,32,32,32,32,32,4.533999150483735,-5.491645927505022,False,0.402763240191355,0.402763240191355,-0.3013731185813453,-0.3013731185813453,-0.0048756204613224,-0.0048756204613224,0.9950429552107902,0.9950429552107902
t05_12_b07_l25,25,25,5,12,0.7,0.5,1.0,Obj_util_norm,maximize,0.01,0.5128224885844748,0,0.5128224885844748,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",2,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.512712614155251,-0.0001098744292237,False,0.0003061875411915,0.0101673736276677,-0.0138939983024057,-0.0004225559726496,0.0,0.0,0.0,0.0
t05_12_b07_l25,25,25,5,12,0.7,0.5,1.0,Obj_service_norm,maximize,0.01,0.6568050929951836,0,0.6568050929951836,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",2,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.6566636108453445,-0.0001414821498391,False,0.0003061875411915,0.0101673736276677,-0.0138939983024057,-0.0004225559726496,0.0,0.0,0.0,0.0
t05_12_b07_l25,25,25,5,12,0.7,0.5,1.0,T_wait_offered,minimize,0.01,4.596074632128544,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.586024130163585,False,0.4107153304284553,0.4107153304284553,-0.6905653047070033,-0.6905653047070033,0.0,0.0,1.0,1.0
t05_12_b07_l25,25,25,5,12,0.7,1.0,1.0,Obj_util_norm,maximize,0.01,0.4999828767123287,"0,2,4",0.4999828767123287,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]","2,4","2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.4999828767123287,0.0,False,0.0003061875411915,0.0101673736276677,-0.0138939983024057,-0.0004225559726496,0.0,0.0,0.0,0.0
t05_12_b07_l25,25,25,5,12,0.7,1.0,1.0,Obj_service_norm,maximize,0.01,0.6399249871392738,10,0.6402221027646448,"0,2,4,6,8,10,12","0-12 [0,2,4,6,8,10,12]",10,"2,4,6,8,10,12","2-12 [2,4,6,8,10,12]",0.6402221027646448,0.0002971156253709,False,0.0003061875411915,0.0101673736276677,-0.0138939983024057,-0.0004225559726496,0.0,0.0,0.0,0.0
t05_12_b07_l25,25,25,5,12,0.7,1.0,1.0,T_wait_offered,minimize,0.01,4.596317615619993,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.586267113655034,False,0.4107153304284553,0.4107153304284553,-0.6905653047070033,-0.6905653047070033,0.0,0.0,1.0,1.0
t05_12_b07_l25,25,25,5,12,0.7,1.5,1.0,Obj_util_norm,maximize,0.01,0.4922791095890411,24,0.5337739726027395,24,24,24,24,24,0.5337739726027395,0.0414948630136983,False,0.368720606542506,0.368720606542506,-0.422451856881292,-0.422451856881292,0.0,0.0,0.0066448529389097,0.0066448529389097
t05_12_b07_l25,25,25,5,12,0.7,1.5,1.0,Obj_service_norm,maximize,0.01,0.6297969236257279,24,0.6820485447987148,24,24,24,24,24,0.6820485447987148,0.0522516211729868,False,0.368720606542506,0.368720606542506,-0.422451856881292,-0.422451856881292,0.0,0.0,0.0066448529389097,0.0066448529389097
t05_12_b07_l25,25,25,5,12,0.7,1.5,1.0,T_wait_offered,minimize,0.01,4.596463639853904,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.586413137888945,False,0.4107153304284553,0.4107153304284553,-0.6905653047070033,-0.6905653047070033,0.0,0.0,1.0,1.0
t05_12_b07_l25,25,25,5,12,0.7,2.0,1.0,Obj_util_norm,maximize,0.01,0.4871432648401826,24,0.56980450913242,24,24,24,24,24,0.56980450913242,0.0826612442922373,False,0.368720606542506,0.368720606542506,-0.422451856881292,-0.422451856881292,0.0,0.0,0.0066448529389097,0.0066448529389097
t05_12_b07_l25,25,25,5,12,0.7,2.0,1.0,Obj_service_norm,maximize,0.01,0.6230448812833641,24,0.728041333351271,24,24,24,24,24,0.728041333351271,0.1049964520679068,False,0.368720606542506,0.368720606542506,-0.422451856881292,-0.422451856881292,0.0,0.0,0.0066448529389097,0.0066448529389097
t05_12_b07_l25,25,25,5,12,0.7,2.0,1.0,T_wait_offered,minimize,0.01,4.596561088273967,32,0.0100505019649588,32,32,32,32,32,0.0100505019649588,-4.586510586309008,False,0.4107153304284553,0.4107153304284553,-0.6905653047070033,-0.6905653047070033,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,0.5,1.0,Obj_util_norm,maximize,0.01,0.4566752283105022,0,0.4566752283105022,"0,2,4,6","0-6 [0,2,4,6]",4,"2,4,6","2-6 [2,4,6]",0.4559574771689497,-0.0007177511415524,False,0.0019561214514324,0.0061582281707846,-0.0053467307391971,-0.0010963848976601,0.0,0.0,0.0,0.0
t05_12_b07_l50,50,50,5,12,0.7,0.5,1.0,Obj_service_norm,maximize,0.01,0.2923066832972856,0,0.2923066832972856,"0,2,4,6","0-6 [0,2,4,6]",4,"2,4,6","2-6 [2,4,6]",0.2922389854091076,-6.76978881779533e-05,False,0.0019561214514324,0.0061582281707846,-0.0053467307391971,-0.0010963848976601,0.0,0.0,0.0,0.0
t05_12_b07_l50,50,50,5,12,0.7,0.5,1.0,T_wait_offered,minimize,0.01,9.579761700610266,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-5.104354268275037,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,1.0,1.0,Obj_util_norm,maximize,0.01,0.4201048801369863,32,0.4998951198630138,32,32,32,32,32,0.4998951198630138,0.0797902397260275,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,1.0,1.0,Obj_service_norm,maximize,0.01,0.2688655199059769,32,0.3197755009100583,32,32,32,32,32,0.3197755009100583,0.0509099810040813,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,1.0,1.0,T_wait_offered,minimize,0.01,9.578970828229131,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-5.103563395893904,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,1.5,1.0,Obj_util_norm,maximize,0.01,0.3981626712328767,32,0.5998741438356163,32,32,32,32,32,0.5998741438356163,0.2017114726027395,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,1.5,1.0,Obj_service_norm,maximize,0.01,0.2548008218711919,32,0.3837306010920698,32,32,32,32,32,0.3837306010920698,0.1289297792208779,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,1.5,1.0,T_wait_offered,minimize,0.01,9.578492703301327,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-5.103085270966098,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,2.0,1.0,Obj_util_norm,maximize,0.01,0.3835345319634703,32,0.6665268264840182,32,32,32,32,32,0.6665268264840182,0.2829922945205478,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,2.0,1.0,Obj_service_norm,maximize,0.01,0.2454243565146684,32,0.4263673345467443,32,32,32,32,32,0.4263673345467443,0.1809429780320758,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
t05_12_b07_l50,50,50,5,12,0.7,2.0,1.0,T_wait_offered,minimize,0.01,9.57817245407134,32,4.4754074323352295,32,32,32,32,32,4.4754074323352295,-5.102765021736111,False,0.4410089720880651,0.4410089720880651,-0.3391890100799026,-0.3391890100799026,0.0,0.0,1.0,1.0
