analysis_family,scenario_id,arrival_rate_class_1,arrival_rate_class_2,tau_1,tau_2,balk_high_class_1,balk_high_class_2,cancel_prob_class_1,cancel_prob_class_2,no_show_threshold_1,no_show_threshold_2,no_show_high_class_1,no_show_high_class_2,w1,w2,Q,Obj_util_norm_mean,Obj_util_norm_ci95_low,Obj_util_norm_ci95_high,Obj_util_norm_n,delta_Obj_util_norm_mean,delta_Obj_util_norm_ci95_low,delta_Obj_util_norm_ci95_high,delta_Obj_util_norm_n,Obj_service_norm_mean,Obj_service_norm_ci95_low,Obj_service_norm_ci95_high,Obj_service_norm_n,delta_Obj_service_norm_mean,delta_Obj_service_norm_ci95_low,delta_Obj_service_norm_ci95_high,delta_Obj_service_norm_n,T_wait_offered_mean,T_wait_offered_ci95_low,T_wait_offered_ci95_high,T_wait_offered_n,delta_T_wait_offered_mean,delta_T_wait_offered_ci95_low,delta_T_wait_offered_ci95_high,delta_T_wait_offered_n,class_1_service_rate_mean,class_1_service_rate_ci95_low,class_1_service_rate_ci95_high,class_1_service_rate_n,delta_class_1_service_rate_mean,delta_class_1_service_rate_ci95_low,delta_class_1_service_rate_ci95_high,delta_class_1_service_rate_n,class_2_service_rate_mean,class_2_service_rate_ci95_low,class_2_service_rate_ci95_high,class_2_service_rate_n,delta_class_2_service_rate_mean,delta_class_2_service_rate_ci95_low,delta_class_2_service_rate_ci95_high,delta_class_2_service_rate_n,class_1_no_offer_rate_mean,class_1_no_offer_rate_ci95_low,class_1_no_offer_rate_ci95_high,class_1_no_offer_rate_n,delta_class_1_no_offer_rate_mean,delta_class_1_no_offer_rate_ci95_low,delta_class_1_no_offer_rate_ci95_high,delta_class_1_no_offer_rate_n,class_2_no_offer_rate_mean,class_2_no_offer_rate_ci95_low,class_2_no_offer_rate_ci95_high,class_2_no_offer_rate_n,delta_class_2_no_offer_rate_mean,delta_class_2_no_offer_rate_ci95_low,delta_class_2_no_offer_rate_ci95_high,delta_class_2_no_offer_rate_n
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.0,1.0,29,0.42956121575342465,0.4280607876712329,0.4312524614726027,20,-0.028929794520547954,-0.03215544734589042,-0.025746307791095904,20,0.5504870261991562,0.5501539073890829,0.5508621570731659,20,-0.036585132511267625,-0.041712539053164306,-0.03158994761536954,20,3.2681199841093154,3.248155672807829,3.288249005938371,20,-2.1142936288256395,-2.1596882057355553,-2.0695898575624345,20,1.0,1.0,1.0,20,0.41035427432662164,0.4050420912569223,0.41544074858264873,20,0.1009740523983125,0.10030781477816567,0.1017243141463317,20,-0.48352453934915685,-0.48872180597536247,-0.4781024393018334,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.5551322998136058,0.5516708331102567,0.5585541708624672,20,0.5551322998136058,0.5516708331102567,0.5585541708624672,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.0,1.0,30,0.4173951198630137,0.41551113013698626,0.41921243578767126,20,-0.0410958904109589,-0.04395344606164384,-0.038214897260273974,20,0.5336897731750612,0.5334679906508432,0.533908823699293,20,-0.053382385535362696,-0.05844850109758494,-0.0484556988590046,20,2.398471239250624,2.378627603648422,2.4172567080574345,20,-2.983942373684332,-3.0150311864975756,-2.9522400039361703,20,1.0,1.0,1.0,20,0.41035427432662164,0.4050420912569223,0.41544074858264873,20,0.0673795463501223,0.06693598130168633,0.06781764739858599,20,-0.517119045397347,-0.5222562751718793,-0.5119454701358715,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.7069748421099152,0.703395758164912,0.7107461311096588,20,0.7069748421099152,0.703395758164912,0.7107461311096588,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.0,1.0,31,0.40315068493150685,0.40150460188356163,0.4046940282534247,20,-0.05534032534246576,-0.058788687928082214,-0.05199657534246575,20,0.5167831753494185,0.5165630125326631,0.5170072671712591,20,-0.07028898336100535,-0.07532945729031114,-0.0654422306093072,20,1.3684403551534627,1.35500177605071,1.3816992627108282,20,-4.013973257781492,-4.053031722118719,-3.9744456626693614,20,1.0,1.0,1.0,20,0.41035427432662164,0.4050420912569223,0.41544074858264873,20,0.033566350698837025,0.033126025065326456,0.034014534342518214,20,-0.5509322410486323,-0.5558574446901554,-0.545997846435052,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.8520185358669897,0.8502886122459044,0.853664098739849,20,0.8520185358669897,0.8502886122459044,0.853664098739849,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.0,1.0,32,0.38979880136986295,0.38836900684931513,0.3910552761130137,20,-0.06869220890410961,-0.0715646939212329,-0.06565485873287671,20,0.5,0.5,0.5,20,-0.08707215871042387,-0.0920880231741641,-0.08216463853183653,20,0.011342008499469676,0.009522982822897904,0.013260162619243523,20,-5.371071604435486,-5.403666390773248,-5.3381187313992635,20,1.0,1.0,1.0,20,0.41035427432662164,0.4050420912569223,0.41544074858264873,20,0.0,0.0,0.0,20,-0.5844985917474694,-0.5894204743475439,-0.5794786954965705,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,1.0,1.0,1.0,20,1.0,1.0,1.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,0,0.45861362524461835,0.4561003394080235,0.46116850130463133,20,0.0,0.0,0.0,20,0.5871947095181836,0.5823004074483872,0.5922313307776842,20,0.0,0.0,0.0,20,5.382434490670922,5.349393802811855,5.41511230689322,20,0.0,0.0,0.0,20,0.5896457256733784,0.5845592514173512,0.5949579087430777,20,0.0,0.0,0.0,20,0.5844985917474694,0.5794786954965705,0.5894204743475439,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,1,0.45862137149380294,0.4561128608121331,0.46117541687051533,20,7.746249184611976e-06,2.2423352902811027e-06,1.3454011741695429e-05,20,0.5872043094757942,0.5823153246801966,0.5922422119597309,20,9.5999576105954e-06,2.9605432965212897e-06,1.667282235677484e-05,20,5.382315557289754,5.349282040433787,5.414991822352982,20,-0.00011893338116708563,-0.00012969925700686115,-0.00010830286798359734,20,0.5898531803422549,0.5847981722213433,0.5951566008712037,20,0.0002074546688765444,5.933842467631734e-05,0.0003610897432085418,20,0.5842905515226874,0.5792698225168966,0.5892412017991068,20,-0.00020804022478195793,-0.00036227557239878013,-5.857906710220168e-05,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,2,0.4586285061969992,0.45612099946999357,0.46118349437377687,20,1.4880952380952328e-05,7.74624918461475e-06,2.202075179388004e-05,20,0.587213996910355,0.582326114706575,0.5922510565994963,20,1.928739217134656e-05,1.003911307297628e-05,2.8674988345743365e-05,20,5.382177079211784,5.349140959453015,5.414843375072017,20,-0.0002574114591372023,-0.0002796451031945946,-0.0002344561558889213,20,0.5900447055706397,0.5850008163352319,0.595317449263772,20,0.0003989798972613368,0.0002073203159362201,0.0005935271928721441,20,0.5841002173840417,0.5790583585742902,0.5890713232381901,20,-0.000398374363427656,-0.0005923261552431751,-0.0002066929475689519,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,3,0.4586437948467057,0.45613849987769084,0.46119910918134377,20,3.0169602087407043e-05,1.9773320287016993e-05,4.015818656229464e-05,20,0.5872333486108713,0.5823438604920106,0.5922744870438378,20,3.863909268758681e-05,2.5619788066288536e-05,5.1512478449012306e-05,20,5.381986787009412,5.348949196196026,5.414639093960217,20,-0.0004477036615094576,-0.0004740349859358806,-0.00042128449479015726,20,0.5904554050025407,0.585473756981702,0.5957395431100947,20,0.000809679329162305,0.0005296966934339721,0.0010794061207839065,20,0.5836890865800348,0.5786198078825286,0.5886809280886761,20,-0.0008095051674346099,-0.0010797742600549888,-0.0005286323858289249,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,4,0.4586568411611219,0.4561510518590998,0.46121270588714935,20,4.321591650358614e-05,3.241193737769925e-05,5.4427592954975484e-05,20,0.5872497638025941,0.5823618929565533,0.5922907413607985,20,5.5054284410527286e-05,4.0545343521903034e-05,6.960228474747476e-05,20,5.381765545938222,5.348729915764306,5.414413780921726,20,-0.0006689447326994724,-0.0007059579448410492,-0.0006301052190852719,20,0.5908060296484279,0.5858582379090238,0.5960555210387041,20,0.001160303975049465,0.0008713560294245128,0.0014605701307341017,20,0.5833378713721771,0.5782739752121969,0.5883416526516595,20,-0.0011607203752923457,-0.0014600696088590682,-0.0008724865443988259,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,5,0.4586727413568167,0.45616570857795175,0.46122712818003925,20,5.911611219830415e-05,4.566210045661663e-05,7.31816699282406e-05,20,0.5872688218314941,0.5823828631932608,0.5923122408059274,20,7.411231331039825e-05,5.655959056961202e-05,9.203978390487643e-05,20,5.381473859727997,5.348434685612198,5.414109640627816,20,-0.0009606309429245119,-0.001004698678567445,-0.0009150985471503492,20,0.591231121868209,0.5863259787120347,0.5964293383269939,20,0.0015853961948306683,0.001223867575520412,0.001958738463364588,20,0.5829102917911075,0.5777956139626849,0.5879436757642289,20,-0.0015882999563618938,-0.0019643819255911288,-0.0012249923176461733,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,6,0.45869761089367245,0.4561892378098501,0.4612528080153295,20,8.398564905413574e-05,6.910469667318336e-05,9.988584474885376e-05,20,0.5872990843678794,0.5824117759515433,0.5923418752237252,20,0.0001043748496958874,8.516676186483247e-05,0.00012330189646194618,20,5.381120344123922,5.348077122135011,5.413764162932053,20,-0.001314146546999595,-0.0013695479741045956,-0.001256439684042775,20,0.5918978464747622,0.5870199368125417,0.5971261427181784,20,0.002252120801383828,0.0018550133167783759,0.002677098331370177,20,0.5822404460503084,0.577124950938767,0.5872810769105546,20,-0.0022581456971608738,-0.00268578478023363,-0.0018596459426644717,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,7,0.4587279843444227,0.45622180772994125,0.46128156596542724,20,0.00011435909980430925,9.723581213310863e-05,0.0001320939334637952,20,0.5873375195650541,0.5824549812738569,0.5923718857476455,20,0.00014281004687048405,0.00011989068558825741,0.0001652042204757005,20,5.380729957453773,5.347697300114101,5.413359719465224,20,-0.0017045332171484074,-0.0017601789109719678,-0.0016431899897294843,20,0.5927134203370026,0.5878708258064369,0.5979183546999312,20,0.0030676946636242044,0.002614940369661986,0.003535967818352128,20,0.5814240287159107,0.5763076055168513,0.5865017098035349,20,-0.003074563031558608,-0.0035487704740664733,-0.0026224724577899186,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,8,0.4587528538812786,0.4562459943737769,0.4613103544928246,20,0.00013922863666015472,0.00011945531637314322,0.00015982244781475346,20,0.5873683413771794,0.5824816232861425,0.5924072366884673,20,0.0001736318589958985,0.0001471133555795809,0.0001991664639759075,20,5.3802209571825,5.347183944484217,5.412864316485115,20,-0.00221353348842106,-0.0022771674033831356,-0.0021426772289555086,20,0.5933811363458583,0.588511279314726,0.5986303792782229,20,0.003735410672479983,0.003205987000446612,0.004278691704612263,20,0.5807542669116328,0.5756536427403377,0.585831191719165,20,-0.0037443248358365933,-0.004296595946881278,-0.003217020771630708,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,9,0.45791320123939994,0.4556056394732551,0.46021651785714285,20,-0.000700424005218514,-0.0017965284572733094,0.0001908074445531869,20,0.5855337199776833,0.5808727196042297,0.5900061560465328,20,-0.0016609895405001185,-0.003935277912344642,0.0002409586750064162,20,5.3884365994236,5.35673937497447,5.420112963977365,20,0.006002108752677903,-0.0027737381497520285,0.018074038165612247,20,0.5922728481742712,0.5878262537408238,0.5967944647446016,20,0.0026271225008927092,-0.0004864501415375239,0.005129935719930026,20,0.5781206789614373,0.5730044835486237,0.5831457200412313,20,-0.00637791278603222,-0.007881203035322523,-0.0051988830425651065,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,10,0.458711268754077,0.4566242610485975,0.4607303184116111,20,9.764350945856981e-05,-0.0011567494292237471,0.0011870566291585119,20,0.5872462737852981,0.5831270757287224,0.5913750412703808,20,5.15642671146177e-05,-0.002538107894707504,0.0022246044388469816,20,5.374958117351655,5.346952184695726,5.403011916895164,20,-0.007476373319265761,-0.018846500406596176,0.0040741609203409765,20,0.5959130226973551,0.5919292704268848,0.5999631895764405,20,0.006267297023976775,0.003028880313905933,0.009070291432453326,20,0.5777128499820355,0.5731526078327677,0.5823025543729515,20,-0.0067857417654337724,-0.008757353101927231,-0.005049961261604079,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,11,0.4602480838225702,0.4580513851516635,0.46258348112361386,20,0.0016344585779517334,-0.0010515635192433089,0.004420320653946502,20,0.590167662988981,0.5854900864381201,0.5951548644552408,20,0.0029729534707975125,-0.002602739682013426,0.00855714279166606,20,5.360420245338945,5.329740636642216,5.389993704942115,20,-0.02201424533197489,-0.05472046507333622,0.010486722906940055,20,0.6001932285670069,0.5956578476166382,0.6049203609521586,20,0.010547502893628446,0.0050284088131820025,0.015875923401226618,20,0.5791395408531528,0.5738170844365159,0.5846437676464916,20,-0.005359050894316497,-0.011164828345495271,0.0006184591176795997,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,12,0.46036611219830403,0.45812549942922376,0.4625827676532942,20,0.0017524869536855892,-0.001181272423352915,0.0046537018917156055,20,0.5898962080465215,0.5857787417994684,0.5942254431070335,20,0.00270149852833792,-0.003237889540405893,0.008576699922822912,20,5.352062309258533,5.321132097353314,5.3823862704211844,20,-0.030372181412388333,-0.06525893834415904,0.005699346186407711,20,0.6019369815630483,0.5978148253223097,0.6062819315211307,20,0.012291255889669932,0.005894293207755703,0.018664697367483333,20,0.5766513571783418,0.5719290490405826,0.5814264341988108,20,-0.007847234569127292,-0.013971704486494924,-0.0023694860598415155,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,13,0.4613564090019569,0.4590276367824526,0.46391768081376383,20,0.002742783757338563,-0.00042740439497715763,0.0057099743150685065,20,0.5924952573471373,0.5878218806171845,0.597263661586574,20,0.005300547828953711,-0.00140369334525978,0.011981211857609728,20,5.341474114891451,5.303471042369599,5.374713578289812,20,-0.04096037577947063,-0.08326314228772293,0.00043557663542788313,20,0.6102974049941667,0.6058434526298078,0.6148601581813512,20,0.02065167932078829,0.013654278039552697,0.02753826717442262,20,0.572912894935405,0.567659459961739,0.5783567842585482,20,-0.011585696812064344,-0.01869660563940542,-0.004452497175138773,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,14,0.4600293542074363,0.45733751732713623,0.4627310828440966,20,0.0014157289628180026,-0.0028876233284409712,0.005651948793215927,20,0.5890308377348167,0.5837110602193037,0.5944401789676402,20,0.0018361282166330817,-0.006763892404527648,0.010279758456112177,20,5.3725766646241935,5.3373829461026,5.4057033211353325,20,-0.009857826046727646,-0.059842577672037836,0.04275618947251454,20,0.615983267727111,0.610347042878239,0.6217481937172299,20,0.02633754205373252,0.01720268985060521,0.03517344299652444,20,0.5593831647432931,0.5538446217238316,0.5648799634845443,20,-0.025115427004176256,-0.03407191065913942,-0.016227370066172038,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,15,0.46253771200260935,0.4614704725212003,0.4637285398320288,20,0.003924086757990874,0.0010661998532289665,0.006820424616764527,20,0.5905771017806936,0.5884390498776598,0.593034879197693,20,0.003382392262509859,-0.002697019380704562,0.009426912369072076,20,5.33182609544493,5.31192597281056,5.350022815395927,20,-0.050608395225991434,-0.09067112985311325,-0.009988446887999564,20,0.6366182584297226,0.6343863525299124,0.6392335934108929,20,0.046972532756344325,0.04096206039631621,0.05294059068517749,20,0.5399318294667612,0.5368151806029104,0.5430822588617161,20,-0.044566762280708064,-0.05131023432909155,-0.037808625633419135,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,16,0.4685273972602739,0.46732359955968694,0.4697317657371168,20,0.00991377201565557,0.007241448548597509,0.012685690843118073,20,0.6013795332417842,0.5979442458659876,0.6048758929965997,20,0.014184823723600543,0.008814686864082552,0.019958375768491146,20,5.22084735008283,5.188650488173226,5.250680134435505,20,-0.1615871405880905,-0.1975548703957351,-0.12776586470247886,20,0.6784102650189888,0.6752139201167603,0.681856757009258,20,0.08876453934561042,0.08297657421702431,0.09481391263078279,20,0.5166457282868591,0.5119890221959735,0.5211532506406448,20,-0.06785286346061034,-0.07381452597061733,-0.06151946782219376,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,17,0.4709097765818656,0.4700462634540118,0.47188582436399223,20,0.012296151337247221,0.009895588714938017,0.01464656209230267,20,0.601727897830886,0.5992465992839191,0.6043469878800188,20,0.014533188312702344,0.009106657868765102,0.020004834319076598,20,5.125715315990989,5.095839168050045,5.152710031923602,20,-0.2567191746799313,-0.29667685241957603,-0.21608561192350104,20,0.7121360574929863,0.7089006600872552,0.715495410379711,20,0.12249033181960782,0.11678873451039931,0.12824187128027162,20,0.48027892220257573,0.47715353582491804,0.4838017552560593,20,-0.1042196695448937,-0.1104976553688134,-0.09782850148840296,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,18,0.4727442106979778,0.47202840631115456,0.4735013199200913,20,0.01413058545335943,0.011588093199608615,0.016702248450750162,20,0.6036059124111433,0.6014379366256914,0.6057206566933365,20,0.01641120289295957,0.010716746405140355,0.021672677942041925,20,4.976382798012631,4.9495760287304185,5.00286818245253,20,-0.4060516926582899,-0.4463406288542374,-0.36262259334604474,20,0.7470282973797041,0.743298516288231,0.750670506486758,20,0.15738257170632564,0.15066899168477663,0.16334911140381891,20,0.44584128894572617,0.44379742298781905,0.4479666671170875,20,-0.13865730280174313,-0.14391841041018155,-0.133115742389155,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,19,0.47493945694716233,0.47436171416340506,0.47546681853392025,20,0.016325831702544022,0.01371507053163731,0.018828201443248514,20,0.607403142144236,0.6047857754991213,0.6101057408819206,20,0.02020843262605232,0.014464265968550832,0.02620243761184778,20,4.831926810275438,4.800408250036248,4.859919366956975,20,-0.5505076803954824,-0.5982388207828934,-0.5047844258516215,20,0.7817150259677275,0.7773657685134748,0.7862071561463069,20,0.1920693002943492,0.18554402583155796,0.1987809685587831,20,0.4156600699383951,0.41329478125571156,0.4181337034230179,20,-0.16883852180907427,-0.1745835019514665,-0.16279464917273223,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,20,0.4786119944553165,0.4780821764921722,0.47914160856979787,20,0.01999836921069797,0.01750489236790606,0.022455698589367253,20,0.6132183057028033,0.6112482699041559,0.6152379776236815,20,0.026023596184619774,0.020614732588031568,0.031386820826461284,20,4.666218748078923,4.64449673408381,4.686160051595622,20,-0.7162157425919976,-0.7578920658083192,-0.6752690131124599,20,0.8178826001524371,0.8148214520017564,0.8210148764426928,20,0.22823687447905874,0.22136668147506208,0.23505352910497002,20,0.38808758180820624,0.3860893347157723,0.3901689106196859,20,-0.19641100993926308,-0.20102578104578753,-0.1919035772623087,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,21,0.4817482061317677,0.48134394875244624,0.48215631625081545,20,0.02313458088714939,0.02063879036203525,0.025564563967710407,20,0.6168991739124409,0.6147082013169972,0.6192203109838941,20,0.029704464394257234,0.024184633446331816,0.03537836837789114,20,4.5490340935465365,4.519052182083241,4.575722925547103,20,-0.8334003971243845,-0.8779070546379556,-0.7930306518019908,20,0.8509202879599282,0.8477944127280276,0.8542892588044346,20,0.26127456228654994,0.255136804163686,0.2675850006926559,20,0.35947594846020453,0.3571146109036967,0.3619228677169342,20,-0.22502264328726476,-0.2305260940184355,-0.2193819610371918,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,22,0.48559177266797127,0.48510210779517277,0.48609855063600776,20,0.0269781474233529,0.024493833577951724,0.029467613543705147,20,0.624785499552661,0.6229481244224125,0.626784538041855,20,0.03759079003447743,0.032691632559192704,0.0427876297922616,20,4.440205157023973,4.421235708970603,4.458920502047354,20,-0.9422293336469473,-0.977541053803089,-0.9076835430416439,20,0.8925860237505475,0.8891535085000273,0.89609047043913,20,0.3029402980771691,0.2974504008972959,0.3087200848561622,20,0.3302049229349859,0.32894195137069515,0.33146159756506516,20,-0.25429366881248344,-0.2595498888287798,-0.24881904747943473,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
balk_threshold_grid,balk_threshold_grid__bt12_07__bh50_50__c10_10__nt06_06__nh30_30,25,25,12,7,0.5,0.5,0.1,0.1,6,6,0.3,0.3,1.1,1.0,23,0.48988299086757997,0.4894475650277236,0.49034349518917153,20,0.03126936562296152,0.028715218321917826,0.03377632195857796,20,0.6263612073981002,0.6245527556424473,0.6281517140896741,20,0.0391664978799167,0.03328825854554112,0.0448753859857329,20,4.511058352468114,4.479020125407139,4.542553481341838,20,-0.8713761382028068,-0.9206848564881845,-0.821012835514457,20,0.9231280185330899,0.919871024518385,0.9265640971629308,20,0.33348229285971137,0.3263360442341805,0.3400292098241755,20,0.29991771514961185,0.297963601840964,0.3019140346162377,20,-0.28458087659785747,-0.2903088352312853,-0.2788368307683038,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
