comparison,n_paired_seeds,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,average_utilization_status,delta_weighted_utilization,delta_weighted_utilization_ci_low,delta_weighted_utilization_ci_high,weighted_utilization_status,background_id,variant
both_flexible_vs_reservation_only,10,-0.0026575342465752216,-0.00579452054794506,0.0007948630136988086,inconclusive,1.3450884719024004e-05,-0.004596156011653941,0.005480578639249033,inconclusive,BG00007,release
both_flexible_vs_horizon_only,10,-0.0009178082191779735,-0.002986643835616289,0.0009863013698631193,inconclusive,0.0033500099869721244,-0.004555205837895565,0.011746735480187256,inconclusive,BG00007,release
both_flexible_vs_baseline,10,-0.028621004566209605,-0.03377191780821866,-0.02474863013698584,contradicted,0.011619581993782902,0.006899412431828519,0.016470859304157197,supported,BG00008,release
both_flexible_vs_reservation_only,10,-0.020118721461186827,-0.02450251141552445,-0.01626461187214595,contradicted,0.0019393562097902994,-0.002054789240927359,0.006686190871990352,inconclusive,BG00008,release
both_flexible_vs_horizon_only,10,-0.027726027397259857,-0.0329226027397256,-0.023506849315068256,contradicted,0.010139507839916184,0.005717345532759529,0.014912426269861273,supported,BG00008,release
both_flexible_vs_baseline,10,-0.0007232876712327419,-0.001950684931506763,0.00019178082191800838,inconclusive,0.00033510506216682945,-0.00020377715674862266,0.0010029128518531706,inconclusive,BG00009,release
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00009,release
both_flexible_vs_horizon_only,10,-0.0007232876712327419,-0.001950684931506741,0.0001972602739727769,inconclusive,0.00033510506216682945,-0.0001979259933010387,0.0009992190313573976,inconclusive,BG00009,release
both_flexible_vs_baseline,10,0.002010958904109772,-0.0019786301369861935,0.0063342465753426416,inconclusive,0.003126475249697469,-0.001688645669680351,0.00782553444495248,inconclusive,BG00010,release
both_flexible_vs_reservation_only,10,0.004142465753424751,0.0012328767123288772,0.00770986301369888,inconclusive,0.0025578833282989266,-0.0018376506508702903,0.006962098537211262,inconclusive,BG00010,release
both_flexible_vs_horizon_only,10,0.002010958904109772,-0.0022082191780820053,0.0064550684931509415,inconclusive,0.003126475249697469,-0.0017816887756813594,0.007949240279363966,inconclusive,BG00010,release
