background_id,variant,baseline_horizon_days,baseline_Q,baseline_window,baseline_average_utilization,baseline_weighted_utilization,baseline_n_seeds,horizon_only_horizon_days,horizon_only_Q,horizon_only_window,horizon_only_average_utilization,horizon_only_weighted_utilization,horizon_only_n_seeds,reservation_only_horizon_days,reservation_only_Q,reservation_only_window,reservation_only_average_utilization,reservation_only_weighted_utilization,reservation_only_n_seeds,both_flexible_horizon_days,both_flexible_Q,both_flexible_window,both_flexible_average_utilization,both_flexible_weighted_utilization,both_flexible_n_seeds,horizon_days,rho,class1_share,slots_per_day,noshow_threshold_1,noshow_threshold_2
BG00199,release,6,0,-1,0.8528675799086771,0.5272460923453769,10,6,0,-1,0.8528675799086771,0.5272460923453769,10,6,28,6,0.8826666666666675,0.5328653538205363,10,2,30,2,0.8861369863013705,0.5350981415637153,10,6,1.6,0.7,30,14,7
BG00200,release,6,0,-1,0.910767123287671,0.5617532648806496,10,2,0,-1,0.9124566210045659,0.5675874552077123,10,6,0,-1,0.910767123287671,0.5617532648806496,10,2,14,2,0.9125022831050226,0.5681601571830117,10,6,1.6,0.7,30,20,7
BG00201,release,6,0,-1,0.8325205479452057,0.6451879219418056,10,6,0,-1,0.8325205479452057,0.6451879219418056,10,6,20,6,0.8184657534246573,0.6848958954630583,10,18,20,14,0.81713698630137,0.6876824629555542,10,6,1.4,0.3,20,7,4
BG00202,release,6,0,-1,0.8980109589041086,0.23884429065407162,10,2,0,-1,0.9041808219178072,0.2911398191407567,10,6,50,6,0.9122410958904098,0.6012557483754783,10,14,49,14,0.9122301369863001,0.6015785868984584,10,6,3.0,0.1,50,4,14
BG00203,release,6,0,-1,0.7208949771689496,0.900164784294222,10,2,0,-1,0.7208949771689496,0.900164784294222,10,6,30,3,0.7171141552511414,0.9025033016570555,10,6,30,3,0.7171141552511414,0.9025033016570555,10,6,0.8,0.5,30,4,20
BG00204,release,6,0,-1,0.8889589041095876,0.6380641039959662,10,2,0,-1,0.8893972602739717,0.6381903837110041,10,6,15,6,0.8860273972602728,0.6533952501665998,10,10,16,9,0.8824246575342457,0.6548182595134877,10,6,1.2,0.1,20,4,7
BG00205,release,6,0,-1,0.9499360730593592,0.629115296016107,10,2,0,-1,0.9497990867579892,0.631824755186464,10,6,0,-1,0.9499360730593592,0.629115296016107,10,2,0,-1,0.9497990867579892,0.631824755186464,10,6,1.4,0.9,30,20,14
BG00206,release,6,0,-1,0.9055205479452054,0.30693761864462343,10,6,0,-1,0.9055205479452054,0.30693761864462343,10,6,15,6,0.9055342465753424,0.30698290013080903,10,6,15,6,0.9055342465753424,0.30698290013080903,10,6,3.0,0.9,40,7,14
BG00207,release,6,0,-1,0.8584219178082186,0.28720175353671495,10,2,0,-1,0.8998575342465746,0.30059412709362177,10,6,26,5,0.8656931506849311,0.2884569981594848,10,2,0,-1,0.8998575342465746,0.30059412709362177,10,6,3.0,0.7,50,4,7
BG00208,release,6,0,-1,0.7820136986301371,0.5500223494370857,10,2,0,-1,0.8174794520547944,0.561106079260249,10,6,19,6,0.8186301369863015,0.7332519765079274,10,22,19,19,0.8165205479452059,0.7356489387331616,10,6,1.6,0.1,20,7,4
BG00209,release,6,0,-1,0.8946027397260277,0.8244360873885845,10,2,0,-1,0.8961187214611874,0.8284397759083701,10,6,27,6,0.8878173515981738,0.8328661826228947,10,14,26,11,0.8893607305936078,0.8342244230195472,10,6,1.2,0.1,30,22,20
BG00210,release,6,0,-1,0.5774794520547946,0.7420673899840162,10,2,0,-1,0.5774794520547946,0.7420673899840162,10,6,20,6,0.5772876712328767,0.7463142945804248,10,26,20,25,0.5765890410958903,0.7528794684429084,10,6,0.8,0.1,20,14,4
BG00211,release,6,0,-1,0.9492273972602725,0.5854700658930239,10,2,0,-1,0.9491561643835607,0.5887364251190437,10,6,33,6,0.9492438356164372,0.586334303398895,10,2,0,-1,0.9491561643835607,0.5887364251190437,10,6,1.6,0.7,50,14,4
BG00212,release,6,0,-1,0.8261712328767121,0.3404756476926731,10,2,0,-1,0.8383630136986302,0.41348795226686297,10,6,40,6,0.86741095890411,0.579313302896559,10,2,40,2,0.86741095890411,0.579313302896559,10,6,2.0,0.3,40,7,7
BG00213,release,6,0,-1,0.646155251141552,0.7819994527249536,10,2,0,-1,0.646155251141552,0.7819994527249536,10,6,0,-1,0.646155251141552,0.7819994527249536,10,2,0,-1,0.646155251141552,0.7819994527249536,10,6,0.8,0.5,30,14,4
BG00214,release,6,0,-1,0.6949205479452053,0.867956741689954,10,2,0,-1,0.6949205479452053,0.867956741689954,10,6,50,2,0.6952821917808218,0.869434230812535,10,6,50,2,0.6952821917808218,0.869434230812535,10,6,0.8,0.7,50,4,14
BG00215,release,6,0,-1,0.9043082191780822,0.5987931069192314,10,2,0,-1,0.9048972602739725,0.6100707033866664,10,6,40,6,0.9043287671232878,0.7355965732337462,10,22,40,20,0.9038767123287673,0.7373859536471877,10,6,1.4,0.1,40,14,7
BG00216,release,6,0,-1,0.9054082191780809,0.4635118728264593,10,6,0,-1,0.9054082191780809,0.4635118728264593,10,6,0,-1,0.9054082191780809,0.4635118728264593,10,6,0,-1,0.9054082191780809,0.4635118728264593,10,6,2.0,0.9,50,20,4
BG00217,release,6,0,-1,0.922208219178081,0.4711574345448752,10,6,0,-1,0.922208219178081,0.4711574345448752,10,6,50,6,0.9123890410958891,0.526913036180661,10,26,49,26,0.9134191780821908,0.5276183555335099,10,6,2.0,0.5,50,14,20
BG00218,release,6,0,-1,0.8451050228310516,0.5330935685002248,10,6,0,-1,0.8451050228310516,0.5330935685002248,10,6,0,-1,0.8451050228310516,0.5330935685002248,10,6,0,-1,0.8451050228310516,0.5330935685002248,10,6,1.6,0.7,30,14,14
BG00219,release,6,0,-1,0.7592739726027399,0.249746291369734,10,2,0,-1,0.9506164383561615,0.29767397437376625,10,6,0,-1,0.7592739726027399,0.249746291369734,10,2,15,2,0.9507808219178052,0.2978261114951185,10,6,3.0,0.9,20,4,7
BG00220,release,6,0,-1,0.7770502283105032,0.3015571935824847,10,2,0,-1,0.9165022831050225,0.37278672985171346,10,6,30,6,0.8945662100456625,0.47497021702661535,10,2,29,2,0.8952146118721467,0.47552551039623864,10,6,2.0,0.3,30,4,4
BG00221,release,6,0,-1,0.8813767123287672,0.7124842463679101,10,2,0,-1,0.8813767123287672,0.7124842463679101,10,6,34,5,0.882808219178082,0.7181322147320187,10,6,34,5,0.882808219178082,0.7181322147320187,10,6,1.2,0.1,40,7,14
BG00222,release,6,0,-1,0.8113424657534246,0.6503749944376004,10,2,0,-1,0.8138219178082193,0.6529174323299541,10,6,38,6,0.8114109589041094,0.7148801708397298,10,14,40,10,0.8116712328767122,0.7167390674886196,10,6,1.6,0.1,40,14,14
BG00223,release,6,0,-1,0.8407671232876718,0.42855107705690737,10,6,0,-1,0.8407671232876718,0.42855107705690737,10,6,7,3,0.8407945205479453,0.42973788522936945,10,6,7,3,0.8407945205479453,0.42973788522936945,10,6,2.0,0.7,20,4,4
BG00224,release,6,0,-1,0.7980091324200924,0.24075470967227153,10,2,0,-1,0.9225570776255705,0.30072848439744837,10,6,30,6,0.9425479452054784,0.3896714078813075,10,6,30,6,0.9425479452054784,0.3896714078813075,10,6,3.0,0.5,30,4,4
BG00225,release,6,0,-1,0.9152328767123278,0.4576445656673302,10,2,0,-1,0.9157863013698618,0.45810246376387287,10,6,0,-1,0.9152328767123278,0.4576445656673302,10,2,0,-1,0.9157863013698618,0.45810246376387287,10,6,2.0,0.7,50,14,20
BG00226,release,6,0,-1,0.6713607305936069,0.8081265767299215,10,2,0,-1,0.6713607305936069,0.8081265767299215,10,6,30,4,0.6731780821917803,0.8083056325035993,10,6,30,4,0.6731780821917803,0.8083056325035993,10,6,0.8,0.9,30,4,4
BG00227,release,6,0,-1,0.5402136986301369,0.6891555555832448,10,2,0,-1,0.5402136986301369,0.6891555555832448,10,6,0,-1,0.5402136986301369,0.6891555555832448,10,2,0,-1,0.5402136986301369,0.6891555555832448,10,6,0.8,0.5,50,7,14
BG00228,release,6,0,-1,0.8990342465753425,0.57424645778221,10,2,0,-1,0.9008904109589041,0.5748622436007398,10,6,33,3,0.899842465753425,0.5763764306757894,10,6,33,3,0.899842465753425,0.5763764306757894,10,6,1.6,0.9,40,22,7
BG00229,release,6,0,-1,0.5710136986301363,0.5943184933590127,10,2,0,-1,0.5710136986301363,0.5943184933590127,10,6,0,-1,0.5710136986301363,0.5943184933590127,10,2,0,-1,0.5710136986301363,0.5943184933590127,10,6,1.0,0.9,30,4,4
BG00230,release,6,0,-1,0.9471780821917797,0.8371032276479295,10,6,0,-1,0.9471780821917797,0.8371032276479295,10,6,43,6,0.9444767123287662,0.8513001771292006,10,6,43,6,0.9444767123287662,0.8513001771292006,10,6,1.2,0.1,50,7,7
BG00231,release,6,0,-1,0.9118264840182647,0.5997580485225599,10,2,0,-1,0.913552511415525,0.629275936061261,10,6,30,6,0.9147123287671228,0.7430352311173765,10,2,30,2,0.9147123287671228,0.7430352311173765,10,6,1.4,0.3,30,7,20
BG00232,release,6,0,-1,0.8562557077625585,0.28390034042031453,10,2,0,-1,0.9328584474885837,0.3122209220898246,10,6,30,6,0.8924292237442927,0.28522769970858325,10,2,15,2,0.9333972602739717,0.31226031702023244,10,6,3.0,0.7,30,4,4
BG00233,release,6,0,-1,0.5860438356164381,0.6969226980719913,10,2,0,-1,0.5860438356164381,0.6969226980719913,10,6,46,3,0.5862410958904108,0.6975462642590078,10,10,50,9,0.5850520547945207,0.697690861557051,10,6,0.8,0.3,50,20,20
BG00234,release,6,0,-1,0.7210958904109581,0.23541455881658507,10,2,0,-1,0.7574611872146122,0.25207417035716223,10,6,20,6,0.7240273972602732,0.23629829073571257,10,2,0,-1,0.7574611872146122,0.25207417035716223,10,6,3.0,0.7,30,14,4
BG00235,release,6,0,-1,0.8516438356164382,0.5419500120037147,10,6,0,-1,0.8516438356164382,0.5419500120037147,10,6,15,5,0.8530958904109591,0.5433978391461247,10,6,15,5,0.8530958904109591,0.5433978391461247,10,6,1.6,0.7,40,20,4
BG00236,release,6,0,-1,0.8845936073059362,0.7377237515523088,10,2,0,-1,0.8854703196347034,0.7386123670235375,10,6,25,3,0.8846118721461188,0.7377552519585014,10,2,0,-1,0.8854703196347034,0.7386123670235375,10,6,1.2,0.9,30,7,22
BG00237,release,6,0,-1,0.8839543378995443,0.34503656135594063,10,14,0,-1,0.8790319634703204,0.3606541875792465,10,6,30,6,0.899543378995434,0.48853002407587026,10,22,30,14,0.9011232876712331,0.48991454549245955,10,6,3.0,0.3,30,4,14
BG00238,release,6,0,-1,0.8080273972602745,0.24549252684363906,10,2,0,-1,0.8424794520547948,0.25033897435644703,10,6,20,6,0.777958904109589,0.3732323178871409,10,26,20,24,0.7799726027397261,0.37661247374381074,10,6,3.0,0.3,20,7,4
BG00239,release,6,0,-1,0.9032397260273974,0.310635976080902,10,10,0,-1,0.9047808219178085,0.311812746595519,10,6,40,6,0.9118424657534243,0.6010572011347293,10,26,40,19,0.9110821917808221,0.6023254756758675,10,6,3.0,0.1,40,22,14
BG00240,release,6,0,-1,0.9203219178082194,0.6295012776884392,10,6,0,-1,0.9203219178082194,0.6295012776884392,10,6,40,6,0.9180547945205475,0.6534174870046102,10,2,38,2,0.9217534246575345,0.655548857604942,10,6,1.4,0.5,40,14,4
BG00241,release,10,0,-1,0.7204383561643835,0.9006044558197928,10,2,0,-1,0.7204383561643835,0.9006044558197928,10,10,26,3,0.719972602739726,0.9052674311393046,10,6,26,3,0.719972602739726,0.9052674311393046,10,10,0.8,0.1,30,4,4
BG00242,release,10,0,-1,0.7221917808219177,0.9009992169055734,10,2,0,-1,0.7221917808219177,0.9009992169055734,10,10,30,3,0.718931506849315,0.9017899461344134,10,6,30,3,0.718931506849315,0.9017899461344134,10,10,0.8,0.5,30,4,4
BG00243,release,10,0,-1,0.7195799086757988,0.9023747156127591,10,2,0,-1,0.7195799086757988,0.9023747156127591,10,10,0,-1,0.7195799086757988,0.9023747156127591,10,2,0,-1,0.7195799086757988,0.9023747156127591,10,10,0.8,0.9,30,4,4
BG00244,release,10,0,-1,0.9204109589041092,0.30319024841202047,10,2,0,-1,0.9490684931506836,0.31914348233394574,10,10,29,10,0.9482557077625557,0.6467110117321138,10,10,29,10,0.9482557077625557,0.6467110117321138,10,10,3.0,0.1,30,4,4
BG00245,release,10,0,-1,0.920273972602739,0.3062535299639202,10,2,0,-1,0.9496986301369847,0.3163212790991426,10,10,30,10,0.9293333333333328,0.40187161311742103,10,2,30,2,0.9494337899543364,0.41101498749225096,10,10,3.0,0.5,30,4,4
BG00246,release,10,0,-1,0.9216986301369859,0.30680890483356027,10,2,0,-1,0.9496073059360715,0.316555967855176,10,10,0,-1,0.9216986301369859,0.30680890483356027,10,2,0,-1,0.9496073059360715,0.316555967855176,10,10,3.0,0.9,30,4,4
BG00247,release,10,0,-1,0.7707602739726028,0.547758644842965,10,6,0,-1,0.7707602739726028,0.547758644842965,10,10,39,10,0.7805684931506851,0.5489856565834188,10,2,27,2,0.7733219178082191,0.5499528068591337,10,10,1.4,0.7,40,4,4
BG00248,release,10,0,-1,0.45018082191780817,0.5640087576893412,10,2,0,-1,0.45018082191780817,0.5640087576893412,10,10,0,-1,0.45018082191780817,0.5640087576893412,10,2,0,-1,0.45018082191780817,0.5640087576893412,10,10,0.8,0.1,50,20,14
BG00249,release,10,0,-1,0.7874383561643838,0.40454592770530623,10,10,0,-1,0.7874383561643838,0.40454592770530623,10,10,20,10,0.7334383561643838,0.44566284236412945,10,26,20,24,0.736931506849315,0.4477512066211974,10,10,2.0,0.5,20,7,4
BG00250,release,10,0,-1,0.7383972602739726,0.4418105806774733,10,6,0,-1,0.7383972602739726,0.4418105806774733,10,10,0,-1,0.7383972602739726,0.4418105806774733,10,6,0,-1,0.7383972602739726,0.4418105806774733,10,10,2.0,0.9,20,7,20
BG00251,release,10,0,-1,0.9491506849315055,0.4656531321260987,10,6,0,-1,0.9504767123287656,0.4658544052870856,10,10,50,10,0.9497972602739715,0.6465479769402673,10,2,50,2,0.9497972602739715,0.6465479769402673,10,10,2.0,0.3,50,14,14
BG00252,release,10,0,-1,0.8700753424657532,0.539500135258098,10,6,0,-1,0.8700753424657532,0.539500135258098,10,10,40,10,0.8559178082191782,0.5670813146071138,10,26,40,25,0.8583150684931511,0.5697581702555665,10,10,1.6,0.5,40,22,4
BG00253,release,10,0,-1,0.7838812785388138,0.5854283510520369,10,6,0,-1,0.7838812785388138,0.5854283510520369,10,10,25,2,0.7818264840182658,0.5920833674963929,10,2,16,2,0.7853150684931516,0.5936778863300896,10,10,1.2,0.1,30,7,14
BG00254,release,10,0,-1,0.9007260273972589,0.5883598097868525,10,2,0,-1,0.9007123287671218,0.6186577448396845,10,10,5,4,0.8999041095890398,0.5910434599373827,10,2,0,-1,0.9007123287671218,0.6186577448396845,10,10,1.4,0.9,20,14,20
BG00255,release,10,0,-1,0.9201369863013701,0.5586252204972063,10,6,0,-1,0.9201369863013701,0.5586252204972063,10,10,40,8,0.9204931506849314,0.5994485485058616,10,26,40,25,0.9230547945205478,0.6007174174194783,10,10,2.0,0.3,40,22,4
BG00256,release,10,0,-1,0.8734410958904105,0.2410847692363899,10,2,0,-1,0.8574246575342462,0.2659054046066329,10,10,50,10,0.8174410958904108,0.3307595507594102,10,6,50,6,0.8174410958904108,0.3307595507594102,10,10,3.0,0.5,50,20,14
BG00257,release,10,0,-1,0.8187342465753421,0.8183172171488682,10,2,0,-1,0.8187342465753421,0.8183172171488682,10,10,48,3,0.8148876712328764,0.8192496599639171,10,6,48,3,0.8148876712328764,0.8192496599639171,10,10,1.0,0.7,50,7,14
BG00258,release,10,0,-1,0.7244840182648391,0.6165752376342162,10,2,0,-1,0.7273242009132412,0.6211697646457986,10,10,30,8,0.7318995433789948,0.7158806192594548,10,22,30,21,0.7307579908675795,0.7196536981285138,10,10,1.4,0.1,30,14,14
BG00259,release,10,0,-1,0.7408584474885852,0.6813432984166393,10,2,0,-1,0.7414246575342471,0.682110056109617,10,10,25,5,0.7389132420091329,0.6894889753342428,10,6,25,5,0.7389132420091329,0.6894889753342428,10,10,1.0,0.1,30,4,20
BG00260,release,10,0,-1,0.6290068493150685,0.7793741958656341,10,2,0,-1,0.6290068493150685,0.7793741958656341,10,10,40,10,0.6292945205479452,0.7795118845332827,10,2,39,2,0.6310684931506849,0.7798473164957705,10,10,0.8,0.7,40,7,4
BG00261,release,10,0,-1,0.8982557077625575,0.33403605364740196,10,10,0,-1,0.8982557077625575,0.33403605364740196,10,10,30,10,0.9494885844748844,0.4744440351116926,10,26,30,24,0.9487397260273959,0.47597099771697976,10,10,3.0,0.3,30,4,7
BG00262,release,10,0,-1,0.7118136986301369,0.8504745209218274,10,2,0,-1,0.7118136986301369,0.8504745209218274,10,10,50,10,0.7126849315068494,0.8537263602556008,10,2,50,2,0.7126849315068494,0.8537263602556008,10,10,0.8,0.9,50,7,7
BG00263,release,10,0,-1,0.8876273972602731,0.886250198771048,10,2,0,-1,0.8876273972602731,0.886250198771048,10,10,45,4,0.8832657534246569,0.8876945379531099,10,2,40,2,0.8844109589041086,0.8877830465037579,10,10,1.0,0.3,50,7,4
BG00264,release,10,0,-1,0.8690136986301367,0.30446620436086935,10,2,0,-1,0.9440410958904082,0.32360568308611887,10,10,0,-1,0.8690136986301367,0.30446620436086935,10,2,0,-1,0.9440410958904082,0.32360568308611887,10,10,3.0,0.9,20,4,14
BG00265,release,10,0,-1,0.8533561643835617,0.3599773832724082,10,2,0,-1,0.9040684931506835,0.43825554808625355,10,10,20,10,0.9070136986301349,0.6111643839574944,10,2,20,2,0.9070136986301349,0.6111643839574944,10,10,2.0,0.1,20,7,4
BG00266,release,10,0,-1,0.9494794520547929,0.5518335311313065,10,6,0,-1,0.9494794520547929,0.5518335311313065,10,10,30,10,0.9501917808219164,0.6909029230674071,10,18,30,13,0.9491232876712316,0.6917857374629404,10,10,2.0,0.1,30,14,7
BG00267,release,10,0,-1,0.8570739726027392,0.5239204824831717,10,6,0,-1,0.8570739726027392,0.5239204824831717,10,10,50,9,0.8813698630136978,0.5330308923048006,10,10,50,9,0.8813698630136978,0.5330308923048006,10,10,1.6,0.7,50,7,4
BG00268,release,10,0,-1,0.5406301369863014,0.7217547567977598,10,2,0,-1,0.5406301369863014,0.7217547567977598,10,10,0,-1,0.5406301369863014,0.7217547567977598,10,2,0,-1,0.5406301369863014,0.7217547567977598,10,10,0.8,0.3,40,22,7
BG00269,release,10,0,-1,0.9354977168949761,0.6852423979231892,10,6,0,-1,0.9354977168949761,0.6852423979231892,10,10,29,5,0.9277442922374423,0.6876043212768522,10,6,29,5,0.9277442922374423,0.6876043212768522,10,10,1.4,0.5,30,14,22
BG00270,release,10,0,-1,0.9489808219178071,0.7683431580049157,10,6,0,-1,0.9489808219178071,0.7683431580049157,10,10,50,10,0.9368219178082178,0.8079313614727752,10,18,50,15,0.9385698630136975,0.80794607780634,10,10,1.2,0.1,50,4,14
BG00271,release,10,0,-1,0.899417808219178,0.6406436079713912,10,2,0,-1,0.8989383561643838,0.6427219229391411,10,10,40,10,0.8998150684931506,0.6907425256904813,10,2,40,2,0.8998150684931506,0.6907425256904813,10,10,1.4,0.5,40,20,4
BG00272,release,10,0,-1,0.7318287671232877,0.7730522710318698,10,2,0,-1,0.7318287671232877,0.7730522710318698,10,10,0,-1,0.7318287671232877,0.7730522710318698,10,2,35,2,0.7318835616438356,0.7731912164015489,10,10,1.0,0.9,40,4,7
BG00273,release,10,0,-1,0.703986301369863,0.8403096371255794,10,2,0,-1,0.703986301369863,0.8403096371255794,10,10,0,-1,0.703986301369863,0.8403096371255794,10,2,0,-1,0.703986301369863,0.8403096371255794,10,10,0.8,0.9,20,20,14
BG00274,release,10,0,-1,0.6365643835616436,0.6568935566812332,10,2,0,-1,0.6365643835616436,0.6568935566812332,10,10,49,3,0.6362520547945204,0.6585047092687548,10,6,49,3,0.6362520547945204,0.6585047092687548,10,10,1.0,0.9,50,4,4
BG00275,release,10,0,-1,0.9360657534246564,0.5868627420223473,10,2,0,-1,0.9502849315068482,0.5934488430211704,10,10,50,10,0.9493315068493138,0.6777269888193683,10,2,50,2,0.9493315068493138,0.6777269888193683,10,10,1.6,0.5,50,22,4
BG00276,release,10,0,-1,0.9496821917808205,0.4946645173937719,10,6,0,-1,0.9496821917808205,0.4946645173937719,10,10,15,3,0.9496821917808205,0.4946720753927156,10,6,15,3,0.9496821917808205,0.4946720753927156,10,10,2.0,0.9,50,20,20
BG00277,release,10,0,-1,0.6396164383561644,0.7282695711118713,10,2,0,-1,0.6396164383561644,0.7282695711118713,10,10,36,5,0.6385479452054794,0.7286120915667809,10,6,36,5,0.6385479452054794,0.7286120915667809,10,10,0.8,0.3,40,4,4
BG00278,release,10,0,-1,0.9491095890410934,0.42886028244689645,10,2,0,-1,0.9491506849315041,0.532513281199802,10,10,19,10,0.9447808219178053,0.7028599617732545,10,10,19,10,0.9447808219178053,0.7028599617732545,10,10,1.6,0.1,20,22,7
BG00279,release,10,0,-1,0.7201917808219177,0.7298687798740248,10,2,0,-1,0.7201917808219177,0.7298687798740248,10,10,0,-1,0.7201917808219177,0.7298687798740248,10,2,0,-1,0.7201917808219177,0.7298687798740248,10,10,1.0,0.9,40,7,4
BG00280,release,10,0,-1,0.7087123287671221,0.4372766196762967,10,6,0,-1,0.7087123287671221,0.4372766196762967,10,10,30,6,0.7109589041095877,0.496257337583726,10,22,30,21,0.7123470319634694,0.49693536160843566,10,10,1.6,0.1,30,4,14
BG00281,release,10,0,-1,0.9050136986301369,0.4515968584209369,10,2,0,-1,0.9048561643835618,0.45309541967872696,10,10,0,-1,0.9050136986301369,0.4515968584209369,10,2,30,2,0.9047876712328767,0.4531047613176752,10,10,2.0,0.9,40,7,4
BG00282,release,10,0,-1,0.8997397260273962,0.7433832843066326,10,2,0,-1,0.8996438356164367,0.7469764655029371,10,10,15,3,0.899753424657533,0.7472059422636372,10,6,15,3,0.899753424657533,0.7472059422636372,10,10,1.2,0.9,20,4,20
BG00283,release,10,0,-1,0.9223105022831046,0.6499428910271856,10,2,0,-1,0.9240547945205474,0.6562799402059041,10,10,30,10,0.9276347031963464,0.7093971993083185,10,22,30,19,0.9277168949771681,0.7132708415297697,10,10,1.4,0.5,30,14,4
BG00284,release,10,0,-1,0.7211917808219179,0.9024673987698109,10,2,0,-1,0.7211917808219179,0.9024673987698109,10,10,35,2,0.7206164383561644,0.9034133432560658,10,6,35,2,0.7206164383561644,0.9034133432560658,10,10,0.8,0.1,40,20,22
BG00285,release,10,0,-1,0.8372328767123305,0.40986209862616646,10,2,0,-1,0.8441369863013716,0.4405438605183716,10,10,30,10,0.871041095890412,0.5996304906641763,10,2,30,2,0.871041095890412,0.5996304906641763,10,10,2.0,0.3,30,4,14
BG00286,release,10,0,-1,0.8886246575342452,0.7205486977962595,10,2,0,-1,0.8886246575342452,0.7205486977962595,10,10,47,7,0.8863506849315058,0.7246339504202912,10,6,45,6,0.8864602739726019,0.7248704702819119,10,10,1.2,0.5,50,20,7
BG00287,release,10,0,-1,0.9215616438356145,0.683799430245676,10,6,0,-1,0.9215616438356145,0.683799430245676,10,10,20,7,0.9163698630136967,0.7117915037613083,10,10,20,7,0.9163698630136967,0.7117915037613083,10,10,1.4,0.5,20,14,7
BG00288,release,10,0,-1,0.8527999999999996,0.36274768368970267,10,10,0,-1,0.8527999999999996,0.36274768368970267,10,10,50,10,0.9127726027397248,0.6030479710428053,10,18,50,15,0.9105205479452044,0.6032663494521189,10,10,3.0,0.1,50,4,4
BG00289,release,10,0,-1,0.8001780821917809,0.5008788030893552,10,2,0,-1,0.8020821917808219,0.5014594057866468,10,10,40,10,0.8007191780821918,0.5485858125017663,10,6,40,6,0.8007191780821918,0.5485858125017663,10,10,1.6,0.5,40,14,14
BG00290,release,10,0,-1,0.765767123287671,0.7861846819484197,10,2,0,-1,0.765767123287671,0.7861846819484197,10,10,0,-1,0.765767123287671,0.7861846819484197,10,2,0,-1,0.765767123287671,0.7861846819484197,10,10,1.0,0.9,20,7,14
BG00291,release,10,0,-1,0.8771835616438353,0.2661096452300608,10,2,0,-1,0.8730739726027392,0.28585323970614257,10,10,50,10,0.8142630136986296,0.34233146224933353,10,2,50,2,0.8148273972602741,0.3435868081146455,10,10,3.0,0.5,50,7,14
BG00292,release,10,0,-1,0.8338356164383564,0.8293899757460934,10,2,0,-1,0.8338356164383564,0.8293899757460934,10,10,25,2,0.8335799086757992,0.8294660978814875,10,6,25,2,0.8335799086757992,0.8294660978814875,10,10,1.0,0.7,30,7,7
BG00293,release,10,0,-1,0.9011598173515978,0.7542704361744488,10,6,0,-1,0.9011598173515978,0.7542704361744488,10,10,0,-1,0.9011598173515978,0.7542704361744488,10,6,0,-1,0.9011598173515978,0.7542704361744488,10,10,1.2,0.7,30,7,14
BG00294,release,10,0,-1,0.8698721461187227,0.43254443724736447,10,2,0,-1,0.8701643835616449,0.4327343862384156,10,10,25,10,0.8808310502283113,0.4335869370818427,10,10,25,10,0.8808310502283113,0.4335869370818427,10,10,2.0,0.7,30,7,14
BG00295,release,10,0,-1,0.8850776255707771,0.6275179678032279,10,6,0,-1,0.8850776255707771,0.6275179678032279,10,10,0,-1,0.8850776255707771,0.6275179678032279,10,6,0,-1,0.8850776255707771,0.6275179678032279,10,10,1.4,0.9,30,7,14
BG00296,release,10,0,-1,0.9050520547945196,0.6677723222768349,10,6,0,-1,0.9050520547945196,0.6677723222768349,10,10,50,8,0.9044876712328758,0.7408631083997781,10,18,50,16,0.9041260273972596,0.7424779296360773,10,10,1.4,0.1,50,14,14
BG00297,release,10,0,-1,0.588931506849315,0.7505025279601665,10,2,0,-1,0.588931506849315,0.7505025279601665,10,10,40,6,0.5871849315068494,0.7577705653325597,10,6,39,3,0.5861369863013697,0.7585802427580329,10,10,1.0,0.1,40,4,4
BG00298,release,10,0,-1,0.6406575342465752,0.7899475510034084,10,2,0,-1,0.6406575342465752,0.7899475510034084,10,10,0,-1,0.6406575342465752,0.7899475510034084,10,2,0,-1,0.6406575342465752,0.7899475510034084,10,10,0.8,0.7,20,4,4
BG00299,release,10,0,-1,0.8003287671232879,0.29163204456248415,10,2,0,-1,0.8315890410958906,0.295406227440716,10,10,20,10,0.9255753424657513,0.39569742847474887,10,26,20,20,0.925931506849313,0.39722662949762644,10,10,3.0,0.5,20,4,14
BG00300,release,10,0,-1,0.789689497716896,0.38177098807973814,10,2,0,-1,0.7903013698630149,0.38545585235041246,10,10,10,4,0.789689497716896,0.38177103585236366,10,2,0,-1,0.7903013698630149,0.38545585235041246,10,10,2.0,0.9,30,4,20
BG00301,release,10,0,-1,0.6291301369863015,0.7769278463900403,10,2,0,-1,0.6291301369863015,0.7769278463900403,10,10,39,3,0.6283904109589042,0.7775803401809933,10,2,38,2,0.6293493150684932,0.7776482740772536,10,10,0.8,0.5,40,14,20
BG00302,release,10,0,-1,0.7245388127853885,0.6711727645287212,10,2,0,-1,0.7245388127853885,0.6711727645287212,10,10,23,3,0.7238904109589044,0.6714079484425871,10,6,23,3,0.7238904109589044,0.6714079484425871,10,10,1.0,0.5,30,4,7
BG00303,release,10,0,-1,0.9285205479452033,0.6843676117587303,10,2,0,-1,0.9295890410958878,0.6921321248714812,10,10,20,5,0.9157397260273955,0.7168475650204822,10,18,20,16,0.8975753424657518,0.7179995604698293,10,10,1.2,0.3,20,7,20
BG00304,release,10,0,-1,0.8438904109589032,0.8456429583695908,10,2,0,-1,0.8447671232876702,0.8458843571068595,10,10,0,-1,0.8438904109589032,0.8456429583695908,10,2,0,-1,0.8447671232876702,0.8458843571068595,10,10,1.0,0.7,20,7,4
