background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h6_thresholds,n_transitions,n_exposed_transitions,spearman_bucket_mass_vs_jump,median_bucket_mass,largest_jump_lower_threshold,largest_jump_higher_threshold,largest_jump_bucket_delay,largest_jump_bucket_mass,largest_absolute_served_rate_jump,largest_jump_material,largest_jump_in_upper_mass_half,failure_component,classification
H6B0264,X008,asymmetric_stress,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,0,9,0.0,0.0,0.5,0.5,6,6,0.0,0.3,0.3,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12,12,12,0.39860139860139865,0.03336292904124023,10.0,11.0,11.0,0.3556445833701315,0.023087174484265494,True,True,spearman_below_support_threshold,inconclusive
H6B0274,X018,asymmetric_stress,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,0,4,0.1,0.1,0.7,0.7,4,4,0.5,0.7,0.7,0.7,0;1;2;3;4;5,5,2,0.9999999999999999,0.0,0.0,1.0,1.0,0.5202241865709075,0.004059549379078417,False,True,largest_jump_not_material_and_precise,inconclusive
H6B0277,X021,asymmetric_stress,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,0,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.7,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,9,0.9670190274841437,0.0,6.0,7.0,7.0,0.25662813858875466,0.00416679095103947,False,True,largest_jump_not_material_and_precise,inconclusive
H6B0281,X026,asymmetric_stress,3.1,0.7,32,99.2,69.44,29.760000000000005,28,14,0.0,0.0,0,6,0.5,0.5,0.7,0.7,6,6,0.0,0.0,0.1,0.1,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,21,0.26719130442009426,0.3897261493339066,12.0,13.0,13.0,0.6436155937193473,0.0560317359223789,True,True,spearman_below_support_threshold,inconclusive
H6B0282,X027,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,0,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,19,19,-0.29473684210526313,0.04358080748578923,0.0,1.0,1.0,0.02830243139198666,0.002888252354837107,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0283,X028,asymmetric_stress,3.1,0.9,64,198.4,178.56,19.84,28,14,0.1,0.1,0,12,0.0,0.1,0.1,0.1,9,9,0.0,0.0,0.1,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,21,0.48647723382403285,0.03430915104354228,0.0,1.0,1.0,0.03444554468904023,0.001064919601130826,False,True,spearman_below_support_threshold;largest_jump_not_material_and_precise,inconclusive
H6B0285,X030,asymmetric_stress,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,0,9,0.0,0.0,0.5,0.5,6,6,0.3,0.0,0.3,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12,12,12,-0.8041958041958043,0.037482342794917106,4.0,5.0,5.0,0.03664711015263012,0.0017400478254886802,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0287,X032,asymmetric_stress,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,0,12,0.0,0.0,0.3,0.3,12,12,0.5,0.5,0.5,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12,12,1,1.0,0.0,0.0,1.0,1.0,0.013616557663490117,0.002935617399623322,False,True,largest_jump_not_material_and_precise,inconclusive
H6B0289,X034,asymmetric_stress,1.25,0.9,16,20.0,18.0,2.0,28,28,0.0,0.0,0,4,0.0,0.0,0.3,0.3,6,9,0.0,0.5,0.5,0.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,26,0.2492307692307692,0.4457138269290445,5.0,6.0,6.0,0.4767322284975407,0.21953738842906395,True,True,spearman_below_support_threshold,inconclusive
H6B0291,X036,asymmetric_stress,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,0,9,0.0,0.0,0.5,0.7,6,6,0.0,0.0,0.3,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12,12,12,-0.9370629370629372,0.0365524854721386,1.0,2.0,2.0,0.035387457183882205,0.0021332392725315367,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0307,X053,asymmetric_stress,0.8,0.9,32,25.6,23.040000000000003,2.56,14,14,0.5,0.5,0,6,0.0,0.0,0.3,0.7,9,9,0.0,0.0,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12,12,1,1.0,0.0,0.0,1.0,1.0,0.01439372381247273,0.00409391042750189,False,True,largest_jump_not_material_and_precise,inconclusive
H6B0308,X054,asymmetric_stress,1.25,0.5,16,20.0,10.0,10.0,21,21,0.0,0.0,0,6,0.0,0.0,0.3,0.1,9,9,0.0,0.3,0.0,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,19,15,0.1736842105263158,0.14749770069166396,18.0,19.0,19.0,0.3184271657611283,0.02276227686225894,True,True,spearman_below_support_threshold,inconclusive
H6B0309,X055,asymmetric_stress,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,0,4,0.0,0.0,0.7,0.7,4,4,0.5,0.5,0.5,0.7,0;1;2;3;4;5,5,5,-0.3,0.08553527035883444,0.0,1.0,1.0,0.08466722299986709,0.024401464902891044,True,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half,inconclusive
H6B0311,X057,asymmetric_stress,2.0,0.7,16,32.0,22.4,9.6,21,21,0.0,0.0,0,9,0.1,0.1,0.3,0.5,4,4,0.0,0.0,0.1,0.1,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,19,1,0.12333169576520848,0.0,5.0,6.0,6.0,0.0,0.002554477112386602,False,True,spearman_below_support_threshold;largest_jump_not_material_and_precise,inconclusive
H6B0312,X058,asymmetric_stress,3.1,0.9,64,198.4,178.56,19.84,28,28,0.1,0.1,0,12,0.0,0.0,0.1,0.1,9,6,0.0,0.0,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,23,0.10017094017094016,0.03391560005623585,16.0,17.0,17.0,0.034255115908544236,0.0007834232519387003,False,True,spearman_below_support_threshold;largest_jump_not_material_and_precise,inconclusive
H6B0315,X062,asymmetric_stress,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.3,0,4,0.0,0.0,0.1,0.1,4,12,0.5,0.5,0.5,0.5,0;1;2;3;4;5;6;7;8;9;10;11;12,12,12,-0.3706293706293707,0.03254417445593439,0.0,1.0,1.0,0.01289183762672105,0.0029199660547602536,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0317,X064,asymmetric_stress,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.5,0,4,0.3,0.3,0.5,0.5,4,4,0.7,0.3,0.7,0.7,0;1;2;3;4;5,5,5,-0.8999999999999998,0.14823058815910944,0.0,1.0,1.0,0.14409711238769313,0.0036008865013569904,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0322,X070,asymmetric_stress,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.5,0,12,0.1,0.0,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0;1;2;3;4;5;6;7;8;9;10;11;12,12,12,-0.9370629370629372,0.0861791475167003,1.0,2.0,2.0,0.0659436360907133,0.018897314177006783,True,False,bucket_mass_jump_relationship_reversed,reversed
H6B0325,X073,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,28,7,0.1,0.1,0,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,22,0.1757865937072503,0.04334581614158767,0.0,1.0,1.0,0.02830243139198666,0.002888252354837107,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0337,X085,asymmetric_stress,2.0,0.3,16,32.0,9.6,22.4,14,21,0.1,0.1,0,9,0.0,0.0,0.1,0.5,6,6,0.0,0.0,0.3,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12,12,10,0.4755244755244756,0.05180746640232174,8.0,9.0,9.0,0.3388329220273082,0.010896513704049284,True,True,spearman_below_support_threshold,inconclusive
H6B0339,X087,asymmetric_stress,1.25,0.9,16,20.0,18.0,2.0,28,28,0.3,0.3,0,6,0.5,0.0,0.7,0.7,9,9,0.3,0.3,0.3,0.3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,1,1.0,0.0,0.0,1.0,1.0,0.01341693400272187,0.0011855009847900277,False,True,largest_jump_not_material_and_precise,inconclusive
H6B0351,X100,asymmetric_stress,3.1,0.5,32,99.2,49.6,49.6,21,21,0.0,0.1,0,12,0.1,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,19,19,-0.23333333333333334,0.018679822411848547,3.0,4.0,4.0,0.013699869330186621,0.00260415530356676,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0352,X101,asymmetric_stress,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.0,0.0,0,12,0.1,0.1,0.7,0.1,12,12,0.7,0.7,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,26,1,0.16729391531552634,7.878816518284404e-05,7.0,8.0,8.0,5.064653577458021e-05,0.0018641367203901479,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0368,X118,asymmetric_stress,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,0,6,0.5,0.5,0.7,0.7,12,12,0.7,0.3,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12,12,1,0.26618950766208666,0.0,11.0,12.0,12.0,0.047709329804344294,0.0011174151865178089,False,True,spearman_below_support_threshold;largest_jump_not_material_and_precise,inconclusive
H6B0369,X119,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.3,0,4,0.1,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0;1;2;3;4;5,5,5,-0.9999999999999999,0.07424018201246166,0.0,1.0,1.0,0.06974205899290013,0.0022134502730873336,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
H6B0370,X120,asymmetric_stress,3.1,0.5,32,99.2,49.6,49.6,14,21,0.0,0.0,0,4,0.5,0.5,0.7,0.7,4,4,0.3,0.5,0.5,0.5,0;1;2;3;4;5;6;7;8;9;10;11;12,12,9,0.1751316170845866,0.47856674372808705,3.0,4.0,4.0,0.17196462730727646,0.00954014000121975,True,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half,inconclusive
H6B0373,X123,asymmetric_stress,3.1,0.3,32,99.2,29.76,69.44,14,14,0.5,0.0,0,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.0,0.0,0;1;2;3;4;5;6;7;8;9;10;11;12,12,4,0.4685314685314686,0.004536496562996252,10.0,11.0,11.0,0.06470669769802176,0.00041991641169730493,False,True,spearman_below_support_threshold;largest_jump_not_material_and_precise,inconclusive
H6B0374,X124,asymmetric_stress,3.1,0.9,64,198.4,178.56,19.84,14,28,0.1,0.1,0,12,0.0,0.1,0.1,0.1,9,9,0.0,0.0,0.7,0.7,0;1;2;3;4;5;6;7;8;9;10;11;12,12,12,-0.3916083916083916,0.04583809812272162,4.0,5.0,5.0,0.045555591755495076,0.0010311697676672795,False,False,spearman_below_support_threshold;largest_jump_not_in_upper_mass_half;largest_jump_not_material_and_precise,inconclusive
