background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2,cancel_class1_background,cancel_class2_background,target_loss_share,arm,focal_probability,realized_focal_loss_share,average_utilization,booked_slot_utilization,overall_percent_serviced,mean_accepted_booking_delay,mean_offered_booking_delay,class_1_percent_serviced,class_2_percent_serviced,overall_balking_rate,class_1_balking_rate,class_2_balking_rate,class_1_slot_utilization,class_2_slot_utilization,class_1_booked_slot_utilization,class_2_booked_slot_utilization,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,access_advantage_class_1,balking_rate_gap_class_1,delay_advantage_class_1,seed,class_1_arrivals,class_2_arrivals,class_1_offered,class_2_offered,class_1_booked,class_2_booked,class_1_balked,class_2_balked,class_1_canceled,class_2_canceled,class_1_no_show,class_2_no_show,class_1_served,class_2_served,class_1_no_offer_rate,class_2_no_offer_rate,overall_no_offer_rate,class_1_mean_accepted_booking_delay,class_2_mean_accepted_booking_delay,class_1_balk_rate_per_arrival,class_2_balk_rate_per_arrival,class_1_no_show_rate_per_arrival,class_2_no_show_rate_per_arrival,class_1_cancel_rate_per_arrival,class_2_cancel_rate_per_arrival,total_arrivals,total_offered
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09045226130653267,0.7188356164383561,0.7188356164383561,0.9082449686215105,0.01763164164879676,0.017312270071413113,0.9095477386934674,0.9053583855254002,0.0917550313784895,0.09045226130653267,0.09464161447459986,0.4958904109589041,0.22277397260273973,0.4958904109589041,0.22277397260273973,0.016017587939698492,0.020180932498260265,0.004189353168067234,-0.004189353168067192,0.004163344558561773,2038,3184,1437,3184,1437,2896,1301,288,136,0,0,0,0,2896,1301,0.0,0.0,0.0,0.016574585635359115,0.019984627209838585,0.09045226130653267,0.09464161447459986,0.0,0.0,0.0,0.0,4621,4621
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09736680955296999,0.7190068493150685,0.7190068493150685,0.9026225279449699,0.02119552274351036,0.021496130696474634,0.90263319044703,0.9025974025974026,0.0973774720550301,0.09736680955296999,0.09740259740259741,0.5047945205479452,0.2142123287671233,0.5047945205479452,0.2142123287671233,0.021432945499081445,0.021645021645021644,3.578784962743331e-05,-3.578784962741943e-05,0.00021207614594019944,2039,3266,1386,3266,1386,2948,1251,318,135,0,0,0,0,2948,1251,0.0,0.0,0.0,0.0203527815468114,0.023181454836131096,0.09736680955296999,0.09740259740259741,0.0,0.0,0.0,0.0,4652,4652
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09885342423303378,0.7102739726027397,0.7102739726027397,0.8997830802603037,0.023625843780135006,0.02299349240780911,0.9011465757669662,0.8966015907447578,0.1002169197396963,0.09885342423303378,0.10339840925524223,0.49794520547945204,0.21232876712328766,0.49794520547945204,0.21232876712328766,0.023551286024171055,0.021691973969631236,0.004544985022208459,-0.004544985022208445,-0.001859312054539819,2040,3227,1383,3227,1383,2908,1240,319,143,0,0,0,0,2908,1240,0.0,0.0,0.0,0.02372764786795048,0.02338709677419355,0.09885342423303378,0.10339840925524223,0.0,0.0,0.0,0.0,4610,4610
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09284392350400987,0.7147260273972603,0.7147260273972603,0.9064060803474484,0.022999520843315763,0.02193268186753529,0.9071560764959902,0.9046221570066031,0.09359391965255158,0.09284392350400987,0.09537784299339692,0.5035958904109589,0.21113013698630137,0.5035958904109589,0.21113013698630137,0.0215916101172116,0.022743947175348497,0.002533919489387082,-0.0025339194893870542,0.0011523370581368979,2041,3242,1363,3242,1363,2941,1233,301,130,0,0,0,0,2941,1233,0.0,0.0,0.0,0.022781366882012922,0.023519870235198703,0.09284392350400987,0.09537784299339692,0.0,0.0,0.0,0.0,4605,4605
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10382343798570097,0.7145547945205479,0.7145547945205479,0.897011395398839,0.020613614573346116,0.02085572995054827,0.8961765620142991,0.898884239888424,0.10298860460116104,0.10382343798570097,0.10111576011157601,0.4936643835616438,0.22071917808219177,0.4936643835616438,0.22071917808219177,0.020826857320484924,0.02092050209205021,-0.0027076778741249585,0.0027076778741249585,9.364477156528425e-05,2042,3217,1434,3217,1434,2883,1289,334,145,0,0,0,0,2883,1289,0.0,0.0,0.0,0.021505376344086023,0.018619084561675717,0.10382343798570097,0.10111576011157601,0.0,0.0,0.0,0.0,4651,4651
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09553543552919139,0.7138698630136986,0.7138698630136986,0.9002375296912114,0.016071000239865674,0.016411142301878644,0.9044645644708086,0.8907563025210085,0.0997624703087886,0.09553543552919139,0.1092436974789916,0.49606164383561646,0.21780821917808219,0.49606164383561646,0.21780821917808219,0.016546987199500467,0.01610644257703081,0.013708261949800127,-0.01370826194980021,-0.0004405446224696567,2043,3203,1428,3203,1428,2897,1272,306,156,0,0,0,0,2897,1272,0.0,0.0,0.0,0.015533310321021747,0.01729559748427673,0.09553543552919139,0.1092436974789916,0.0,0.0,0.0,0.0,4631,4631
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.1031055900621118,0.6960616438356164,0.6960616438356164,0.900132860938884,0.011808118081180811,0.011957484499557131,0.8968944099378882,0.908179012345679,0.09986713906111604,0.1031055900621118,0.09182098765432099,0.4945205479452055,0.20154109589041097,0.4945205479452055,0.20154109589041097,0.012422360248447204,0.010802469135802469,-0.011284602407790834,0.011284602407790806,-0.0016198911126447356,2044,3220,1296,3220,1296,2888,1177,332,119,0,0,0,0,2888,1177,0.0,0.0,0.0,0.011772853185595568,0.0118946474086661,0.1031055900621118,0.09182098765432099,0.0,0.0,0.0,0.0,4516,4516
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09870848708487084,0.7123287671232876,0.7123287671232876,0.8961654459284791,0.010576923076923078,0.011848341232227487,0.9012915129151291,0.8841726618705036,0.1038345540715209,0.09870848708487084,0.1158273381294964,0.5018835616438356,0.21044520547945206,0.5018835616438356,0.21044520547945206,0.012300123001230012,0.01079136690647482,0.017118851044625516,-0.017118851044625558,-0.0015087560947551915,2045,3252,1390,3252,1390,2931,1229,321,161,0,0,0,0,2931,1229,0.0,0.0,0.0,0.010917775503241215,0.009764035801464606,0.09870848708487084,0.1158273381294964,0.0,0.0,0.0,0.0,4642,4642
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10370601058860168,0.7118150684931507,0.7118150684931507,0.9034992392958052,0.020687996151070483,0.021299717452727667,0.8962939894113984,0.9201438848920863,0.09650076070419474,0.10370601058860168,0.07985611510791367,0.4928082191780822,0.2190068493150685,0.4928082191780822,0.2190068493150685,0.02242292120834631,0.01870503597122302,-0.023849895480687944,0.023849895480688013,-0.0037178852371232904,2046,3211,1390,3211,1390,2878,1279,333,111,0,0,0,0,2878,1279,0.0,0.0,0.0,0.022237665045170257,0.017200938232994525,0.10370601058860168,0.07985611510791367,0.0,0.0,0.0,0.0,4601,4601
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09380922299431459,0.7090753424657534,0.7090753424657534,0.9037538192928852,0.01521371649360058,0.014840680925360105,0.9061907770056854,0.8983050847457628,0.0962461807071148,0.09380922299431459,0.1016949152542373,0.49126712328767125,0.21780821917808219,0.49126712328767125,0.21780821917808219,0.014845230574857865,0.014830508474576272,0.007885692259922639,-0.007885692259922708,-1.4722100281593792e-05,2047,3166,1416,3166,1416,2869,1272,297,144,0,0,0,0,2869,1272,0.0,0.0,0.0,0.0146392471244336,0.01650943396226415,0.09380922299431459,0.1016949152542373,0.0,0.0,0.0,0.0,4582,4582
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09595803764270287,0.7101027397260274,0.7101027397260274,0.9011299435028248,0.019532191945985048,0.018035636679704477,0.9040419623572972,0.8941954445260838,0.09887005649717515,0.09595803764270287,0.10580455547391623,0.5017123287671232,0.20839041095890412,0.5017123287671232,0.20839041095890412,0.017278617710583154,0.019838354151359296,0.009846517831213375,-0.009846517831213361,0.0025597364407761412,2048,3241,1361,3241,1361,2930,1217,311,144,0,0,0,0,2930,1217,0.0,0.0,0.0,0.01877133105802048,0.021364009860312245,0.09595803764270287,0.10580455547391623,0.0,0.0,0.0,0.0,4602,4602
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10251630941286113,0.7107876712328767,0.7107876712328767,0.8926881720430108,0.01975427607805348,0.02043010752688172,0.8974836905871388,0.8819007686932215,0.10731182795698925,0.10251630941286113,0.11809923130677848,0.4946917808219178,0.2160958904109589,0.4946917808219178,0.2160958904109589,0.02112457284871078,0.018867924528301886,0.015582921893917301,-0.015582921893917343,-0.002256648320408894,2049,3219,1431,3219,1431,2889,1262,330,169,0,0,0,0,2889,1262,0.0,0.0,0.0,0.021114572516441676,0.01664025356576862,0.10251630941286113,0.11809923130677848,0.0,0.0,0.0,0.0,4650,4650
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10332434860736747,0.7272260273972603,0.7272260273972603,0.8991739038339335,0.025677267373380448,0.02541834357127727,0.8966756513926325,0.9052098408104197,0.10082609616606651,0.10332434860736747,0.09479015918958032,0.5126712328767123,0.2142123287671233,0.5126712328767123,0.2142123287671233,0.026654687032045522,0.02243125904486252,-0.008534189417787164,0.00853418941778715,-0.004223427987183004,2050,3339,1382,3339,1382,2994,1251,345,131,0,0,0,0,2994,1251,0.0,0.0,0.0,0.027054108216432865,0.02238209432454037,0.10332434860736747,0.09479015918958032,0.0,0.0,0.0,0.0,4721,4721
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.0977258758451137,0.7220890410958904,0.7220890410958904,0.9014536126549808,0.01897083234526915,0.019452757588713124,0.9022741241548863,0.8995786516853933,0.09854638734501923,0.0977258758451137,0.10042134831460674,0.5027397260273972,0.21934931506849314,0.5027397260273972,0.21934931506849314,0.019668100799016593,0.018960674157303372,0.0026954724694929766,-0.002695472469493032,-0.0007074266417132213,2051,3254,1424,3254,1424,2936,1281,318,143,0,0,0,0,2936,1281,0.0,0.0,0.0,0.01907356948228883,0.01873536299765808,0.0977258758451137,0.10042134831460674,0.0,0.0,0.0,0.0,4678,4678
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10512209648600357,0.7203767123287671,0.7203767123287671,0.8968896463570516,0.0171021377672209,0.016616957818491693,0.8948779035139964,0.9019461077844312,0.10311035364294845,0.10512209648600357,0.09805389221556886,0.514554794520548,0.20633561643835616,0.514554794520548,0.20633561643835616,0.017272185824895772,0.014970059880239521,-0.0070682042704347525,0.007068204270434711,-0.002302125944656251,2052,3358,1336,3358,1336,3005,1205,353,131,0,0,0,0,3005,1205,0.0,0.0,0.0,0.017637271214642262,0.015767634854771784,0.10512209648600357,0.09805389221556886,0.0,0.0,0.0,0.0,4694,4694
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.0942521631644005,0.711472602739726,0.711472602739726,0.906215921483097,0.019735258724428398,0.021155943293347874,0.9057478368355995,0.9073387694588584,0.09378407851690294,0.0942521631644005,0.09266123054114159,0.5018835616438356,0.2095890410958904,0.5018835616438356,0.2095890410958904,0.021940667490729295,0.01927353595255745,-0.0015909326232589338,0.001590932623258906,-0.0026671315381718436,2053,3236,1349,3236,1349,2931,1224,305,125,0,0,0,0,2931,1224,0.0,0.0,0.0,0.02012964858410099,0.018790849673202614,0.0942521631644005,0.09266123054114159,0.0,0.0,0.0,0.0,4585,4585
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09833080424886191,0.7107876712328767,0.7107876712328767,0.897125567322239,0.021681522524692846,0.02118003025718608,0.9016691957511381,0.8858858858858859,0.10287443267776097,0.09833080424886191,0.11411411411411411,0.5087328767123288,0.20205479452054795,0.5087328767123288,0.20205479452054795,0.01851289833080425,0.027777777777777776,0.015783309865252226,-0.0157833098652522,0.009264879446973528,2054,3295,1332,3295,1332,2971,1180,324,152,0,0,0,0,2971,1180,0.0,0.0,0.0,0.01952204644900707,0.02711864406779661,0.09833080424886191,0.11411411411411411,0.0,0.0,0.0,0.0,4627,4627
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.08849280800500313,0.7131849315068494,0.7131849315068494,0.9107806691449815,0.023289315726290515,0.023616881696916683,0.9115071919949969,0.9090909090909091,0.08921933085501858,0.08849280800500313,0.09090909090909091,0.4991438356164384,0.21404109589041095,0.4991438356164384,0.21404109589041095,0.02564102564102564,0.01890909090909091,0.0024162829040877964,-0.0024162829040877826,-0.00673193473193473,2055,3198,1375,3198,1375,2915,1250,283,125,0,0,0,0,2915,1250,0.0,0.0,0.0,0.024356775300171527,0.0208,0.08849280800500313,0.09090909090909091,0.0,0.0,0.0,0.0,4573,4573
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09749471777844854,0.7292808219178082,0.7292808219178082,0.9009942881320077,0.019018548955153793,0.01882800930822932,0.9025052822215515,0.8974540311173974,0.09900571186799238,0.09749471777844854,0.10254596888260255,0.511986301369863,0.2172945205479452,0.511986301369863,0.2172945205479452,0.02112888620585572,0.013437057991513438,0.005051251104154053,-0.0050512511041540115,-0.007691828214342283,2056,3313,1414,3313,1414,2990,1269,323,145,0,0,0,0,2990,1269,0.0,0.0,0.0,0.02073578595317726,0.014972419227738377,0.09749471777844854,0.10254596888260255,0.0,0.0,0.0,0.0,4727,4727
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10125,0.7090753424657534,0.7090753424657534,0.9008048727430933,0.023907268775658054,0.02414618229279965,0.89875,0.905511811023622,0.09919512725690668,0.10125,0.09448818897637795,0.49246575342465754,0.2166095890410959,0.49246575342465754,0.2166095890410959,0.02375,0.025053686471009307,-0.006761811023621944,0.006761811023622055,0.0013036864710093063,2057,3200,1397,3200,1397,2876,1265,324,132,0,0,0,0,2876,1265,0.0,0.0,0.0,0.02329624478442281,0.025296442687747035,0.10125,0.09448818897637795,0.0,0.0,0.0,0.0,4597,4597
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09832437559279165,0.7092465753424657,0.7092465753424657,0.9014145810663765,0.013520038628681796,0.014581066376496192,0.9016756244072084,0.9008379888268156,0.0985854189336235,0.09832437559279165,0.09916201117318436,0.48835616438356166,0.2208904109589041,0.48835616438356166,0.2208904109589041,0.014859310780904205,0.013966480446927373,0.0008376355803927371,-0.0008376355803927094,-0.0008928303339768313,2058,3163,1432,3163,1432,2852,1290,311,142,0,0,0,0,2852,1290,0.0,0.0,0.0,0.01367461430575035,0.01317829457364341,0.09832437559279165,0.09916201117318436,0.0,0.0,0.0,0.0,4595,4595
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10045801526717557,0.7297945205479452,0.7297945205479452,0.898397976391231,0.011027686532144533,0.011172006745362563,0.8995419847328244,0.8958475153165418,0.10160202360876897,0.10045801526717557,0.10415248468345814,0.5044520547945206,0.22534246575342465,0.5044520547945206,0.22534246575342465,0.010076335877862596,0.013614703880190605,0.0036944694162825975,-0.0036944694162825698,0.0035383680023280094,2059,3275,1469,3275,1469,2946,1316,329,153,0,0,0,0,2946,1316,0.0,0.0,0.0,0.010183299389002037,0.012917933130699088,0.10045801526717557,0.10415248468345814,0.0,0.0,0.0,0.0,4744,4744
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10263396911898275,0.7299657534246575,0.7299657534246575,0.9001266891891891,0.026038001407459536,0.02533783783783784,0.8973660308810173,0.90648988136776,0.09987331081081081,0.10263396911898275,0.09351011863224006,0.5075342465753425,0.22243150684931506,0.5075342465753425,0.22243150684931506,0.02664244626097487,0.022330774598743892,-0.00912385048674269,0.00912385048674269,-0.004311671662230978,2060,3303,1433,3303,1433,2964,1299,339,134,0,0,0,0,2964,1299,0.0,0.0,0.0,0.02699055330634278,0.02386451116243264,0.10263396911898275,0.09351011863224006,0.0,0.0,0.0,0.0,4736,4736
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09987515605493133,0.7154109589041096,0.7154109589041096,0.899268187688334,0.01890856869315462,0.0191562634524322,0.9001248439450686,0.897364771151179,0.10073181231166595,0.09987515605493133,0.10263522884882108,0.49383561643835616,0.22157534246575342,0.49383561643835616,0.22157534246575342,0.019350811485642945,0.01872399445214979,0.0027600727938896785,-0.002760072793889748,-0.0006268170334931544,2061,3204,1442,3204,1442,2884,1294,320,148,0,0,0,0,2884,1294,0.0,0.0,0.0,0.019417475728155338,0.01777434312210201,0.09987515605493133,0.10263522884882108,0.0,0.0,0.0,0.0,4646,4646
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10005920663114269,0.7342465753424657,0.7342465753424657,0.9002729372244384,0.0228544776119403,0.023514591643921896,0.8999407933688574,0.9010830324909748,0.09972706277556162,0.10005920663114269,0.09891696750902527,0.5205479452054794,0.2136986301369863,0.5205479452054794,0.2136986301369863,0.023682652457075192,0.023104693140794223,-0.0011422391221174166,0.0011422391221174166,-0.0005779593162809696,2062,3378,1385,3378,1385,3040,1248,338,137,0,0,0,0,3040,1248,0.0,0.0,0.0,0.02236842105263158,0.02403846153846154,0.10005920663114269,0.09891696750902527,0.0,0.0,0.0,0.0,4763,4763
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09503239740820735,0.7136986301369863,0.7136986301369863,0.9017741237559498,0.020393474088291747,0.01947209000432713,0.9049676025917927,0.8942795076031861,0.0982258762440502,0.09503239740820735,0.1057204923968139,0.5022260273972603,0.21147260273972604,0.5022260273972603,0.21147260273972604,0.018821351434742364,0.020999275887038378,0.010688094988606567,-0.010688094988606553,0.0021779244522960144,2063,3241,1381,3241,1381,2933,1235,308,146,0,0,0,0,2933,1235,0.0,0.0,0.0,0.01909307875894988,0.02348178137651822,0.09503239740820735,0.1057204923968139,0.0,0.0,0.0,0.0,4622,4622
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09817073170731708,0.7226027397260274,0.7226027397260274,0.9003627053552379,0.033412322274881515,0.03264348197141028,0.901829268292683,0.8969438521677328,0.0996372946447621,0.09817073170731708,0.10305614783226724,0.5065068493150685,0.2160958904109589,0.5065068493150685,0.2160958904109589,0.03384146341463415,0.029850746268656716,0.004885416124950193,-0.004885416124950165,-0.003990717145977433,2064,3280,1407,3280,1407,2958,1262,322,145,0,0,0,0,2958,1262,0.0,0.0,0.0,0.034482758620689655,0.030903328050713153,0.09817073170731708,0.10305614783226724,0.0,0.0,0.0,0.0,4687,4687
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.08889563106796117,0.739041095890411,0.739041095890411,0.9092058141984412,0.028035217794253938,0.02738571729513377,0.9111043689320388,0.9048931771192281,0.09079418580155887,0.08889563106796117,0.09510682288077188,0.5142123287671233,0.22482876712328767,0.5142123287671233,0.22482876712328767,0.02912621359223301,0.02343211578221916,0.006211191812810712,-0.006211191812810712,-0.00569409781001385,2065,3296,1451,3296,1451,3003,1313,293,138,0,0,0,0,3003,1313,0.0,0.0,0.0,0.029304029304029304,0.02513328255902513,0.08889563106796117,0.09510682288077188,0.0,0.0,0.0,0.0,4747,4747
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09601226993865031,0.7188356164383561,0.7188356164383561,0.9001071811361201,0.0140509645153608,0.013933547695605574,0.9039877300613497,0.8911032028469751,0.09989281886387996,0.09601226993865031,0.10889679715302492,0.5046232876712329,0.21438356164383562,0.5046232876712329,0.21438356164383562,0.013803680981595092,0.014234875444839857,0.012884527214374608,-0.012884527214374608,0.0004311944632447648,2066,3260,1405,3260,1405,2947,1252,313,153,0,0,0,0,2947,1252,0.0,0.0,0.0,0.013573125212080081,0.015175718849840255,0.09601226993865031,0.10889679715302492,0.0,0.0,0.0,0.0,4665,4665
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10230099502487562,0.7077054794520548,0.7077054794520548,0.8998475941650338,0.015001209774981853,0.0152405834966253,0.8976990049751243,0.9048656499636892,0.10015240583496625,0.10230099502487562,0.09513435003631082,0.49434931506849317,0.21335616438356164,0.49434931506849317,0.21335616438356164,0.016480099502487564,0.012345679012345678,-0.007166644988564896,0.007166644988564799,-0.004134420490141885,2067,3216,1377,3216,1377,2887,1246,329,131,0,0,0,0,2887,1246,0.0,0.0,0.0,0.016279875303082784,0.012038523274478331,0.10230099502487562,0.09513435003631082,0.0,0.0,0.0,0.0,4593,4593
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10223835450695705,0.7224315068493151,0.7224315068493151,0.8980851063829787,0.02724472873726605,0.026382978723404255,0.8977616454930429,0.8988522238163558,0.10191489361702127,0.10223835450695705,0.10114777618364419,0.5082191780821917,0.21455479452054796,0.5082191780821917,0.21455479452054796,0.027525710828796127,0.023672883787661407,-0.0010905783233128297,0.0010905783233128574,-0.0038528270411347203,2068,3306,1394,3306,1394,2968,1253,338,141,0,0,0,0,2968,1253,0.0,0.0,0.0,0.027964959568733155,0.025538707102952914,0.10223835450695705,0.10114777618364419,0.0,0.0,0.0,0.0,4700,4700
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09545454545454546,0.7232876712328767,0.7232876712328767,0.9021785561725758,0.026988636363636364,0.02648440837249039,0.9045454545454545,0.8965267727930536,0.09782144382742418,0.09545454545454546,0.10347322720694646,0.5111301369863014,0.21215753424657535,0.5111301369863014,0.21215753424657535,0.028181818181818183,0.02243125904486252,0.008018681752400947,-0.008018681752401002,-0.005750559136955664,2069,3300,1382,3300,1382,2985,1239,315,143,0,0,0,0,2985,1239,0.0,0.0,0.0,0.0288107202680067,0.022598870056497175,0.09545454545454546,0.10347322720694646,0.0,0.0,0.0,0.0,4682,4682
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09703843730308759,0.7003424657534246,0.7003424657534246,0.9018526687251874,0.02103203717290291,0.020291133656815175,0.9029615626969124,0.899264705882353,0.09814733127481252,0.09703843730308759,0.10073529411764706,0.49075342465753424,0.20941780821917808,0.49075342465753424,0.20941780821917808,0.018588531821046,0.02426470588235294,0.003696856814559446,-0.003696856814559474,0.005676174061306941,2070,3174,1360,3174,1360,2866,1223,308,137,0,0,0,0,2866,1223,0.0,0.0,0.0,0.019190509420795535,0.025347506132461162,0.09703843730308759,0.10073529411764706,0.0,0.0,0.0,0.0,4534,4534
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10078740157480315,0.7073630136986301,0.7073630136986301,0.894234937147811,0.0174503150751333,0.017771998266146512,0.8992125984251969,0.8832522585128562,0.10576506285218899,0.10078740157480315,0.11674774148714386,0.4888698630136986,0.21763698630136985,0.4888698630136986,0.21763698630136985,0.017952755905511812,0.017373175816539264,0.015960339912340693,-0.015960339912340707,-0.0005795800889725478,2071,3175,1439,3175,1439,2855,1271,320,168,0,0,0,0,2855,1271,0.0,0.0,0.0,0.01786339754816112,0.016522423288749016,0.10078740157480315,0.11674774148714386,0.0,0.0,0.0,0.0,4614,4614
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09867229933614967,0.7309931506849315,0.7309931506849315,0.8993048240994312,0.02225345514171937,0.021487255108489572,0.9013277006638504,0.8946266573621773,0.10069517590056878,0.09867229933614967,0.10537334263782275,0.5114726027397261,0.21952054794520548,0.5114726027397261,0.21952054794520548,0.021424260712130355,0.021632937892533146,0.006701043301673093,-0.006701043301673079,0.0002086771804027908,2072,3314,1433,3314,1433,2987,1282,327,151,0,0,0,0,2987,1282,0.0,0.0,0.0,0.022765316370940744,0.02106084243369735,0.09867229933614967,0.10537334263782275,0.0,0.0,0.0,0.0,4747,4747
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.09881914232442511,0.7065068493150685,0.7065068493150685,0.8924940514817218,0.021328162869607366,0.021847285312567598,0.9011808576755749,0.8725978647686833,0.10750594851827817,0.09881914232442511,0.12740213523131672,0.4965753424657534,0.20993150684931508,0.4965753424657534,0.20993150684931508,0.022684897451833438,0.0199288256227758,0.02858299290689159,-0.028582992906891605,-0.0027560718290576373,2073,3218,1405,3218,1405,2900,1226,318,179,0,0,0,0,2900,1226,0.0,0.0,0.0,0.022068965517241378,0.01957585644371941,0.09881914232442511,0.12740213523131672,0.0,0.0,0.0,0.0,4623,4623
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10807453416149068,0.6921232876712329,0.6921232876712329,0.8958333333333334,0.01806036615536863,0.018395390070921985,0.8919254658385093,0.9055727554179567,0.10416666666666667,0.10807453416149068,0.09442724458204334,0.4917808219178082,0.20034246575342465,0.4917808219178082,0.20034246575342465,0.017080745341614908,0.021671826625386997,-0.013647289579447386,0.013647289579447344,0.0045910812837720895,2074,3220,1292,3220,1292,2872,1170,348,122,0,0,0,0,2872,1170,0.0,0.0,0.0,0.016016713091922007,0.023076923076923078,0.10807453416149068,0.09442724458204334,0.0,0.0,0.0,0.0,4512,4512
H2B0114,S082,sobol_symmetric,0.8,0.7,16,14,14,0.3,0.3,0.1,balk,0.0986812289971312,0.10315985130111524,0.7042808219178082,0.7042808219178082,0.8983642311886587,0.012381646030589949,0.012431842966194111,0.8968401486988847,0.9019896831245394,0.10163576881134133,0.10315985130111524,0.09801031687546058,0.4957191780821918,0.2095890410958904,0.4957191780821918,0.2095890410958904,0.013011152416356878,0.01105379513633014,-0.005149534425654689,0.005149534425654662,-0.0019573572800267378,2075,3228,1357,3228,1357,2895,1224,333,133,0,0,0,0,2895,1224,0.0,0.0,0.0,0.012780656303972366,0.011437908496732025,0.10315985130111524,0.09801031687546058,0.0,0.0,0.0,0.0,4585,4585
