h1,h2,tau1,tau2,balk_high,arrival_rate,weight_regime,w1,w2,obj_service_rate_mean,obj_service_rate_std,obj_service_rate_se,obj_service_rate_ci95,obj_slot_util_mean,obj_slot_util_std,obj_slot_util_se,obj_slot_util_ci95,c1_served_rate_mean,c1_served_rate_std,c1_served_rate_se,c1_served_rate_ci95,c2_served_rate_mean,c2_served_rate_std,c2_served_rate_se,c2_served_rate_ci95
2,2,5,12,0.7,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,5,12,0.7,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,9,5,0.3,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,9,5,0.3,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,9,5,0.5,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,9,5,0.5,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,9,5,0.7,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,9,5,0.7,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,9,9,0.3,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,9,9,0.3,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,9,9,0.5,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,9,9,0.5,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,9,9,0.7,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,9,9,0.7,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,12,12,0.3,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,12,12,0.3,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,12,12,0.5,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,12,12,0.5,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,2,12,12,0.7,25,w1=0.25,0.25,1.0,0.8022151206315463,0.005765306958090393,0.0010525962239625332,0.002063088598966565,0.6253017979452055,0.0032062359405791822,0.0005853759164463372,0.0011473367962348208,0.6413666809456283,0.006475485394823078,0.0011822564738466156,0.0023172226887393666,0.6418734503951392,0.005225647429841186,0.0009540683249643041,0.001869973916930036
2,2,12,12,0.7,50,w1=0.25,0.25,1.0,0.40021799149702014,0.002439068075651834,0.00044531086810840887,0.0008728093014924814,0.625224743150685,0.00344557223476304,0.0006290725454977344,0.0012329821891755594,0.31989160762226104,0.0030729424982955727,0.0005610399747442552,0.00109963835049874,0.32024508959145487,0.0026021953037476298,0.00047509368896552813,0.0009311836303724352
2,3,5,9,0.3,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,5,9,0.3,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,5,9,0.5,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,5,9,0.5,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,5,9,0.7,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,5,9,0.7,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,5,12,0.3,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,5,12,0.3,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,5,12,0.5,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,5,12,0.5,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,5,12,0.7,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,5,12,0.7,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,9,5,0.3,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,9,5,0.3,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,9,5,0.5,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,9,5,0.5,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,9,5,0.7,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,9,5,0.7,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,9,9,0.3,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,9,9,0.3,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,9,9,0.5,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,9,9,0.5,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,9,9,0.7,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,9,9,0.7,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,12,12,0.3,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,12,12,0.3,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,12,12,0.5,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,12,12,0.5,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,3,12,12,0.7,25,w1=0.25,0.25,1.0,1.0193679576239965,0.004281333981575716,0.0007816610659741423,0.0015320556893093189,0.7988919805936073,0.005941326590263608,0.0010847328649975438,0.002126076415395186,0.34252865169773056,0.010969678827579684,0.0020027801808174053,0.0039254491544021145,0.9337357946995638,0.002935757652082838,0.0005359935631380579,0.0010505473837505936
2,3,12,12,0.7,50,w1=0.25,0.25,1.0,0.6146316959250469,0.004210000261660392,0.0007686373701380162,0.0015065292454705117,0.9625321061643836,0.001500150147318721,0.00027388869177705384,0.0005368218358830255,0.031912013808570394,0.0013157138903259504,0.0002402153923181337,0.00047082216894354207,0.6066536924729042,0.0042772449085716376,0.0007809145067996026,0.001530592433327221
2,4,5,9,0.3,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,5,9,0.3,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,5,9,0.5,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,5,9,0.5,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,5,9,0.7,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,5,9,0.7,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,5,12,0.3,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,5,12,0.3,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,5,12,0.5,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,5,12,0.5,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,5,12,0.7,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,5,12,0.7,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,9,5,0.3,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
2,4,9,5,0.3,50,w1=0.25,0.25,1.0,0.6169627059296592,0.005163567363920795,0.0009427341074723023,0.0018477588506457124,0.9627711187214611,0.0014206704666402707,0.0002593777537867556,0.0005083803974220409,0.03165129625365403,0.001328366068976888,0.00024252535353436834,0.00047534969292736194,0.6090498818662458,0.005317304200500414,0.0009708024852436831,0.001902772871077619
2,4,9,5,0.5,25,w1=0.25,0.25,1.0,1.0202294737095512,0.0031638952296927474,0.0005776455956285688,0.001132185367431995,0.7985737728310502,0.005842905509184071,0.0010667637162504414,0.002090856883850865,0.3438941684264637,0.010230556834960828,0.0018678355847822341,0.0036609577461731786,0.9342559316029353,0.0022679034829681814,0.0004140606319554021,0.0008115588386325881
