h1,h2,tau1,tau2,balk_high,arrival_rate,mean,std,n,se,ci95,metric
10,3,5,12,0.3,50,0.3195415725980052,0.0017432332902253959,30,0.00031826939868346643,0.0006238080214195942,overall_percent_serviced
10,3,5,12,0.5,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,5,12,0.5,50,0.31995817938009485,0.0017115630135281865,30,0.0003124872237003025,0.0006124749584525929,overall_percent_serviced
10,3,5,12,0.7,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,5,12,0.7,50,0.3200322059946706,0.0016263792127217452,30,0.00029693486062173094,0.0005819923268185926,overall_percent_serviced
10,3,9,5,0.3,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,9,5,0.3,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,9,5,0.5,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,9,5,0.5,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,9,5,0.7,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,9,5,0.7,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,9,9,0.3,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,9,9,0.3,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,9,9,0.5,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,9,9,0.5,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,9,9,0.7,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,9,9,0.7,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,12,12,0.3,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,12,12,0.3,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,12,12,0.5,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,12,12,0.5,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,3,12,12,0.7,25,0.6403126755662559,0.005324279738117111,30,0.0009720760383448134,0.0019052690351558342,overall_percent_serviced
10,3,12,12,0.7,50,0.27209204699632095,0.002571421052746823,30,0.00046947510514437217,0.0009201712060829695,overall_percent_serviced
10,4,5,9,0.3,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,5,9,0.3,50,0.32010033353100265,0.002284973938433975,30,0.0004171772564639029,0.0008176674226692498,overall_percent_serviced
10,4,5,9,0.5,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,5,9,0.5,50,0.3202297261384025,0.0014926209031398978,30,0.00027251404615115187,0.0005341275304562576,overall_percent_serviced
10,4,5,9,0.7,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,5,9,0.7,50,0.31988823522624055,0.0013898065861370143,30,0.0002537428059321631,0.0004973358996270398,overall_percent_serviced
10,4,5,12,0.3,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,5,12,0.3,50,0.32010033353100265,0.002284973938433975,30,0.0004171772564639029,0.0008176674226692498,overall_percent_serviced
10,4,5,12,0.5,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,5,12,0.5,50,0.3202297261384025,0.0014926209031398978,30,0.00027251404615115187,0.0005341275304562576,overall_percent_serviced
10,4,5,12,0.7,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,5,12,0.7,50,0.31988823522624055,0.0013898065861370143,30,0.0002537428059321631,0.0004973358996270398,overall_percent_serviced
10,4,9,5,0.3,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,9,5,0.3,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,9,5,0.5,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,9,5,0.5,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,9,5,0.7,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,9,5,0.7,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,9,9,0.3,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,9,9,0.3,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,9,9,0.5,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,9,9,0.5,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,9,9,0.7,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,9,9,0.7,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,12,12,0.3,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,12,12,0.3,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,12,12,0.5,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,12,12,0.5,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,4,12,12,0.7,25,0.6394728327968856,0.004279506756380186,30,0.0007813274618217311,0.0015314018251705928,overall_percent_serviced
10,4,12,12,0.7,50,0.2688547123182443,0.00146618415549935,30,0.00026768737847455206,0.000524667261810122,overall_percent_serviced
10,5,5,9,0.3,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,5,9,0.3,50,0.31886805557265024,0.0016449362827439667,30,0.00030032290257252215,0.0005886328890421434,overall_percent_serviced
10,5,5,9,0.5,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,5,9,0.5,50,0.32027482408174346,0.0019788729500723238,30,0.0003612911177304687,0.0007081305907517186,overall_percent_serviced
10,5,5,9,0.7,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,5,9,0.7,50,0.3200163293917409,0.001966956955232018,30,0.0003591155646740851,0.0007038665067612068,overall_percent_serviced
10,5,5,12,0.3,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,5,12,0.3,50,0.31886805557265024,0.0016449362827439667,30,0.00030032290257252215,0.0005886328890421434,overall_percent_serviced
10,5,5,12,0.5,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,5,12,0.5,50,0.32027482408174346,0.0019788729500723238,30,0.0003612911177304687,0.0007081305907517186,overall_percent_serviced
10,5,5,12,0.7,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,5,12,0.7,50,0.3200163293917409,0.001966956955232018,30,0.0003591155646740851,0.0007038665067612068,overall_percent_serviced
10,5,9,5,0.3,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,9,5,0.3,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,9,5,0.5,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,9,5,0.5,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,9,5,0.7,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,9,5,0.7,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,9,9,0.3,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,9,9,0.3,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,9,9,0.5,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,9,9,0.5,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,9,9,0.7,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,9,9,0.7,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,12,12,0.3,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,12,12,0.3,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,12,12,0.5,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,12,12,0.5,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,5,12,12,0.7,25,0.640389497815228,0.004212521023971227,30,0.0007690975962646006,0.001507431288678617,overall_percent_serviced
10,5,12,12,0.7,50,0.26923001663262813,0.0014561438025247236,30,0.00026585426920471304,0.0005210743676412375,overall_percent_serviced
10,6,5,9,0.3,25,0.638618594977437,0.0039727542128588375,30,0.0007253223659354885,0.0014216318372335575,overall_percent_serviced
10,6,5,9,0.3,50,0.3176923678676901,0.0024341418617851067,30,0.0004444114686224417,0.0008710464784999857,overall_percent_serviced
10,6,5,9,0.5,25,0.6393752160610411,0.003951763309985088,30,0.0007214899689333709,0.0014141203391094068,overall_percent_serviced
10,6,5,9,0.5,50,0.31997094048239316,0.0014954969305423073,30,0.0002730391345125861,0.0005351567036446687,overall_percent_serviced
10,6,5,9,0.7,25,0.6402521861900198,0.005462780782162217,30,0.0009973627536986537,0.0019548309972493615,overall_percent_serviced
10,6,5,9,0.7,50,0.3205312360160706,0.0019456277755866517,30,0.00035522140706580274,0.0006962339578489734,overall_percent_serviced
10,6,5,12,0.3,25,0.638618594977437,0.0039727542128588375,30,0.0007253223659354885,0.0014216318372335575,overall_percent_serviced
10,6,5,12,0.3,50,0.3176923678676901,0.0024341418617851067,30,0.0004444114686224417,0.0008710464784999857,overall_percent_serviced
10,6,5,12,0.5,25,0.6393752160610411,0.003951763309985088,30,0.0007214899689333709,0.0014141203391094068,overall_percent_serviced
10,6,5,12,0.5,50,0.31997094048239316,0.0014954969305423073,30,0.0002730391345125861,0.0005351567036446687,overall_percent_serviced
10,6,5,12,0.7,25,0.6402521861900198,0.005462780782162217,30,0.0009973627536986537,0.0019548309972493615,overall_percent_serviced
10,6,5,12,0.7,50,0.3205312360160706,0.0019456277755866517,30,0.00035522140706580274,0.0006962339578489734,overall_percent_serviced
10,6,9,5,0.3,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,9,5,0.3,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,9,5,0.5,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,9,5,0.5,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,9,5,0.7,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,9,5,0.7,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,9,9,0.3,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,9,9,0.3,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,9,9,0.5,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,9,9,0.5,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,9,9,0.7,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,9,9,0.7,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,12,12,0.3,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,12,12,0.3,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,12,12,0.5,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,12,12,0.5,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,6,12,12,0.7,25,0.6399924899106545,0.004371298834035831,30,0.0007980863256658187,0.0015642491983050046,overall_percent_serviced
10,6,12,12,0.7,50,0.26872582346608453,0.001647447345662502,30,0.00030078135784045434,0.0005895314613672905,overall_percent_serviced
10,7,5,9,0.3,25,0.6390277790309553,0.005763873519351592,30,0.0010523345150518521,0.00206257564950163,overall_percent_serviced
10,7,5,9,0.3,50,0.27862245910244204,0.0024883953656007845,30,0.00045431675791028815,0.0008904608455041648,overall_percent_serviced
10,7,5,9,0.5,25,0.6414733442095224,0.004448228943122231,30,0.0008121317776984701,0.0015917782842890013,overall_percent_serviced
10,7,5,9,0.5,50,0.29648957191564285,0.002131710449785542,30,0.00038919529980567497,0.0007628227876191229,overall_percent_serviced
10,7,5,9,0.7,25,0.6392791108198351,0.0046221282831335805,30,0.0008438813081182957,0.0016540073639118597,overall_percent_serviced
10,7,5,9,0.7,50,0.30961086384673064,0.001819088887782828,30,0.0003321186726485462,0.0006509525983911505,overall_percent_serviced
10,7,5,12,0.3,25,0.6390277790309553,0.005763873519351592,30,0.0010523345150518521,0.00206257564950163,overall_percent_serviced
10,7,5,12,0.3,50,0.27862245910244204,0.0024883953656007845,30,0.00045431675791028815,0.0008904608455041648,overall_percent_serviced
10,7,5,12,0.5,25,0.6414733442095224,0.004448228943122231,30,0.0008121317776984701,0.0015917782842890013,overall_percent_serviced
10,7,5,12,0.5,50,0.29648957191564285,0.002131710449785542,30,0.00038919529980567497,0.0007628227876191229,overall_percent_serviced
10,7,5,12,0.7,25,0.6392791108198351,0.0046221282831335805,30,0.0008438813081182957,0.0016540073639118597,overall_percent_serviced
10,7,5,12,0.7,50,0.30961086384673064,0.001819088887782828,30,0.0003321186726485462,0.0006509525983911505,overall_percent_serviced
10,7,9,5,0.3,25,0.6402518438592356,0.004537557325193516,30,0.0008284408343270977,0.0016237440352811115,overall_percent_serviced
10,7,9,5,0.3,50,0.2692335148226069,0.0015766653095781393,30,0.0002878583852306043,0.0005642024350519844,overall_percent_serviced
10,7,9,5,0.5,25,0.6398555482408713,0.004927810325581886,30,0.0008996909581426919,0.001763394277959676,overall_percent_serviced
10,7,9,5,0.5,50,0.2695174175127584,0.0018777106518673512,30,0.0003428214934984927,0.0006719301272570457,overall_percent_serviced
10,7,9,5,0.7,25,0.6408260968091409,0.004351441436096891,30,0.0007944608774043141,0.0015571433197124557,overall_percent_serviced
10,7,9,5,0.7,50,0.2689595841165281,0.0019415336032163307,30,0.000354473916878623,0.0006947688770821011,overall_percent_serviced
10,7,9,9,0.3,25,0.6314920487966528,0.004710006600066137,30,0.0008599256202848121,0.0016854542157582317,overall_percent_serviced
10,7,9,9,0.3,50,0.26918772160242865,0.002083722023296463,30,0.000380433851909926,0.0007456503497434549,overall_percent_serviced
10,7,9,9,0.5,25,0.6314920487966528,0.004710006600066137,30,0.0008599256202848121,0.0016854542157582317,overall_percent_serviced
10,7,9,9,0.5,50,0.26918772160242865,0.002083722023296463,30,0.000380433851909926,0.0007456503497434549,overall_percent_serviced
10,7,9,9,0.7,25,0.6314920487966528,0.004710006600066137,30,0.0008599256202848121,0.0016854542157582317,overall_percent_serviced
10,7,9,9,0.7,50,0.26918772160242865,0.002083722023296463,30,0.000380433851909926,0.0007456503497434549,overall_percent_serviced
10,7,12,12,0.3,25,0.6314920487966528,0.004710006600066137,30,0.0008599256202848121,0.0016854542157582317,overall_percent_serviced
10,7,12,12,0.3,50,0.26918772160242865,0.002083722023296463,30,0.000380433851909926,0.0007456503497434549,overall_percent_serviced
10,7,12,12,0.5,25,0.6314920487966528,0.004710006600066137,30,0.0008599256202848121,0.0016854542157582317,overall_percent_serviced
10,7,12,12,0.5,50,0.26918772160242865,0.002083722023296463,30,0.000380433851909926,0.0007456503497434549,overall_percent_serviced
10,7,12,12,0.7,25,0.6314920487966528,0.004710006600066137,30,0.0008599256202848121,0.0016854542157582317,overall_percent_serviced
10,7,12,12,0.7,50,0.26918772160242865,0.002083722023296463,30,0.000380433851909926,0.0007456503497434549,overall_percent_serviced
10,8,5,9,0.3,25,0.637679656584544,0.00573372238146758,30,0.0010468296956006782,0.002051786203377329,overall_percent_serviced
10,8,5,9,0.3,50,0.26856756055537045,0.0014488120590636622,30,0.00026451568211155826,0.0005184507369386541,overall_percent_serviced
10,8,5,9,0.5,25,0.6412300067979142,0.005167712860160578,30,0.0009434909680731628,0.0018492422974233991,overall_percent_serviced
10,8,5,9,0.5,50,0.2690449588209259,0.0016865337753139975,30,0.0003079175309112753,0.0006035183605860995,overall_percent_serviced
10,8,5,9,0.7,25,0.6398726970606374,0.004408742752839017,30,0.0008049226186557843,0.001577648332565337,overall_percent_serviced
10,8,5,9,0.7,50,0.26893852809182833,0.001873950807155591,30,0.00034213504291137685,0.0006705846841062986,overall_percent_serviced
10,8,5,12,0.3,25,0.637679656584544,0.00573372238146758,30,0.0010468296956006782,0.002051786203377329,overall_percent_serviced
10,8,5,12,0.3,50,0.26856756055537045,0.0014488120590636622,30,0.00026451568211155826,0.0005184507369386541,overall_percent_serviced
10,8,5,12,0.5,25,0.6412300067979142,0.005167712860160578,30,0.0009434909680731628,0.0018492422974233991,overall_percent_serviced
10,8,5,12,0.5,50,0.2690449588209259,0.0016865337753139975,30,0.0003079175309112753,0.0006035183605860995,overall_percent_serviced
10,8,5,12,0.7,25,0.6398726970606374,0.004408742752839017,30,0.0008049226186557843,0.001577648332565337,overall_percent_serviced
10,8,5,12,0.7,50,0.26893852809182833,0.001873950807155591,30,0.00034213504291137685,0.0006705846841062986,overall_percent_serviced
10,8,9,5,0.3,25,0.6382251695592185,0.00520283411603311,30,0.000949903202769595,0.0018618102774284062,overall_percent_serviced
10,8,9,5,0.3,50,0.26897837687177384,0.0019353636434939652,30,0.0003533474415056771,0.000692560985351127,overall_percent_serviced
10,8,9,5,0.5,25,0.639277740961904,0.005395327597344638,30,0.0009850475433986028,0.0019306931850612615,overall_percent_serviced
10,8,9,5,0.5,50,0.269426607412406,0.0017291125309174561,30,0.00031569131254944655,0.0006187549725969152,overall_percent_serviced
10,8,9,5,0.7,25,0.6409653969002317,0.004453804985343473,30,0.0008131498190671954,0.0015937736453717028,overall_percent_serviced
10,8,9,5,0.7,50,0.2692600935079428,0.0019182229076754266,30,0.0003502179856189936,0.0006864272518132275,overall_percent_serviced
10,8,9,9,0.3,25,0.5892318380611274,0.010142322361712445,30,0.0018517262476663255,0.003629383445425998,overall_percent_serviced
10,8,9,9,0.3,50,0.269114438011034,0.0017939077649814976,30,0.00032752124965468077,0.0006419416493231743,overall_percent_serviced
10,8,9,9,0.5,25,0.5892318380611274,0.010142322361712445,30,0.0018517262476663255,0.003629383445425998,overall_percent_serviced
10,8,9,9,0.5,50,0.269114438011034,0.0017939077649814976,30,0.00032752124965468077,0.0006419416493231743,overall_percent_serviced
10,8,9,9,0.7,25,0.5892318380611274,0.010142322361712445,30,0.0018517262476663255,0.003629383445425998,overall_percent_serviced
10,8,9,9,0.7,50,0.269114438011034,0.0017939077649814976,30,0.00032752124965468077,0.0006419416493231743,overall_percent_serviced
10,8,12,12,0.3,25,0.5892318380611274,0.010142322361712445,30,0.0018517262476663255,0.003629383445425998,overall_percent_serviced
10,8,12,12,0.3,50,0.269114438011034,0.0017939077649814976,30,0.00032752124965468077,0.0006419416493231743,overall_percent_serviced
10,8,12,12,0.5,25,0.5892318380611274,0.010142322361712445,30,0.0018517262476663255,0.003629383445425998,overall_percent_serviced
10,8,12,12,0.5,50,0.269114438011034,0.0017939077649814976,30,0.00032752124965468077,0.0006419416493231743,overall_percent_serviced
10,8,12,12,0.7,25,0.5892318380611274,0.010142322361712445,30,0.0018517262476663255,0.003629383445425998,overall_percent_serviced
10,8,12,12,0.7,50,0.269114438011034,0.0017939077649814976,30,0.00032752124965468077,0.0006419416493231743,overall_percent_serviced
10,9,5,9,0.3,25,0.6371588917940963,0.006653790312106077,30,0.001214810348949946,0.002381028283941894,overall_percent_serviced
10,9,5,9,0.3,50,0.2687124251357714,0.0019772187556391786,30,0.00036098910452862435,0.0007075386448761038,overall_percent_serviced
10,9,5,9,0.5,25,0.6412300067979142,0.005167712860160578,30,0.0009434909680731628,0.0018492422974233991,overall_percent_serviced
10,9,5,9,0.5,50,0.2687429668909342,0.002103387629947742,30,0.0003840242840332357,0.0007526875967051419,overall_percent_serviced
10,9,5,9,0.7,25,0.6398726970606374,0.004408742752839017,30,0.0008049226186557843,0.001577648332565337,overall_percent_serviced
10,9,5,9,0.7,50,0.26880554504781473,0.0017290633288264182,30,0.0003156823295177339,0.0006187373658547584,overall_percent_serviced
10,9,5,12,0.3,25,0.6371588917940963,0.006653790312106077,30,0.001214810348949946,0.002381028283941894,overall_percent_serviced
10,9,5,12,0.3,50,0.2687124251357714,0.0019772187556391786,30,0.00036098910452862435,0.0007075386448761038,overall_percent_serviced
10,9,5,12,0.5,25,0.6412300067979142,0.005167712860160578,30,0.0009434909680731628,0.0018492422974233991,overall_percent_serviced
10,9,5,12,0.5,50,0.2687429668909342,0.002103387629947742,30,0.0003840242840332357,0.0007526875967051419,overall_percent_serviced
10,9,5,12,0.7,25,0.6398726970606374,0.004408742752839017,30,0.0008049226186557843,0.001577648332565337,overall_percent_serviced
10,9,5,12,0.7,50,0.26880554504781473,0.0017290633288264182,30,0.0003156823295177339,0.0006187373658547584,overall_percent_serviced
10,9,9,5,0.3,25,0.6380006048665273,0.005633919031969543,30,0.0010286081803224626,0.0020160720334320265,overall_percent_serviced
10,9,9,5,0.3,50,0.26925742940695585,0.0015332562904074964,30,0.0002799330188976259,0.0005486687170393467,overall_percent_serviced
10,9,9,5,0.5,25,0.639277740961904,0.005395327597344638,30,0.0009850475433986028,0.0019306931850612615,overall_percent_serviced
10,9,9,5,0.5,50,0.2687173230046804,0.001990542937624024,30,0.0003634217562064256,0.0007123066421645942,overall_percent_serviced
10,9,9,5,0.7,25,0.6409653969002317,0.004453804985343473,30,0.0008131498190671954,0.0015937736453717028,overall_percent_serviced
10,9,9,5,0.7,50,0.26933443349554764,0.0016010164047560258,30,0.0002923042666068989,0.0005729163625495218,overall_percent_serviced
10,9,9,9,0.3,25,0.5816916959016909,0.011592238561386177,30,0.002116443517350815,0.004148229294007598,overall_percent_serviced
10,9,9,9,0.3,50,0.2683463694300839,0.002083992346329894,30,0.0003804832059176671,0.0007457470835986275,overall_percent_serviced
10,9,9,9,0.5,25,0.5816916959016909,0.011592238561386177,30,0.002116443517350815,0.004148229294007598,overall_percent_serviced
10,9,9,9,0.5,50,0.2683463694300839,0.002083992346329894,30,0.0003804832059176671,0.0007457470835986275,overall_percent_serviced
10,9,9,9,0.7,25,0.5816916959016909,0.011592238561386177,30,0.002116443517350815,0.004148229294007598,overall_percent_serviced
10,9,9,9,0.7,50,0.2683463694300839,0.002083992346329894,30,0.0003804832059176671,0.0007457470835986275,overall_percent_serviced
10,9,12,12,0.3,25,0.5816916959016909,0.011592238561386177,30,0.002116443517350815,0.004148229294007598,overall_percent_serviced
10,9,12,12,0.3,50,0.2683463694300839,0.002083992346329894,30,0.0003804832059176671,0.0007457470835986275,overall_percent_serviced
10,9,12,12,0.5,25,0.5816916959016909,0.011592238561386177,30,0.002116443517350815,0.004148229294007598,overall_percent_serviced
10,9,12,12,0.5,50,0.2683463694300839,0.002083992346329894,30,0.0003804832059176671,0.0007457470835986275,overall_percent_serviced
10,9,12,12,0.7,25,0.5816916959016909,0.011592238561386177,30,0.002116443517350815,0.004148229294007598,overall_percent_serviced
10,9,12,12,0.7,50,0.2683463694300839,0.002083992346329894,30,0.0003804832059176671,0.0007457470835986275,overall_percent_serviced
10,10,5,9,0.3,25,0.6371588917940963,0.006653790312106077,30,0.001214810348949946,0.002381028283941894,overall_percent_serviced
10,10,5,9,0.3,50,0.2689283835058253,0.0020970201434402213,30,0.0003828617453683094,0.0007504090209218865,overall_percent_serviced
10,10,5,9,0.5,25,0.6412300067979142,0.005167712860160578,30,0.0009434909680731628,0.0018492422974233991,overall_percent_serviced
10,10,5,9,0.5,50,0.2689141784058086,0.0018274269615676084,30,0.00033364098968123514,0.0006539363397752209,overall_percent_serviced
10,10,5,9,0.7,25,0.6398726970606374,0.004408742752839017,30,0.0008049226186557843,0.001577648332565337,overall_percent_serviced
10,10,5,9,0.7,50,0.2693579969389191,0.0019069252586766078,30,0.000348155326551184,0.0006823844400403207,overall_percent_serviced
10,10,5,12,0.3,25,0.6371588917940963,0.006653790312106077,30,0.001214810348949946,0.002381028283941894,overall_percent_serviced
10,10,5,12,0.3,50,0.2689283835058253,0.0020970201434402213,30,0.0003828617453683094,0.0007504090209218865,overall_percent_serviced
10,10,5,12,0.5,25,0.6412300067979142,0.005167712860160578,30,0.0009434909680731628,0.0018492422974233991,overall_percent_serviced
10,10,5,12,0.5,50,0.2689141784058086,0.0018274269615676084,30,0.00033364098968123514,0.0006539363397752209,overall_percent_serviced
10,10,5,12,0.7,25,0.6398726970606374,0.004408742752839017,30,0.0008049226186557843,0.001577648332565337,overall_percent_serviced
10,10,5,12,0.7,50,0.2693579969389191,0.0019069252586766078,30,0.000348155326551184,0.0006823844400403207,overall_percent_serviced
10,10,9,5,0.3,25,0.6380006048665273,0.005633919031969543,30,0.0010286081803224626,0.0020160720334320265,overall_percent_serviced
10,10,9,5,0.3,50,0.2695628827770331,0.0016991224767101403,30,0.0003102159028193967,0.0006080231695260175,overall_percent_serviced
10,10,9,5,0.5,25,0.639277740961904,0.005395327597344638,30,0.0009850475433986028,0.0019306931850612615,overall_percent_serviced
