h1,h2,tau1,tau2,balk_high,arrival_rate,class_id,mean,std,n,se,ci95
3,14,5,12,0.3,50,2,0.0,0.0,30,0.0,0.0
3,14,5,12,0.5,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,5,12,0.5,25,2,0.0,0.0,30,0.0,0.0
3,14,5,12,0.5,50,1,0.936185807483486,0.0020067805971187673,30,0.0003663863336685452,0.0007181172139903487
3,14,5,12,0.5,50,2,0.0,0.0,30,0.0,0.0
3,14,5,12,0.7,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,5,12,0.7,25,2,0.0,0.0,30,0.0,0.0
3,14,5,12,0.7,50,1,0.936185807483486,0.0020067805971187673,30,0.0003663863336685452,0.0007181172139903487
3,14,5,12,0.7,50,2,0.0,0.0,30,0.0,0.0
3,14,9,5,0.3,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,9,5,0.3,25,2,0.0,0.0,30,0.0,0.0
3,14,9,5,0.3,50,1,0.9356477111729703,0.0021946788362991352,30,0.0004006917017067414,0.0007853557353452131
3,14,9,5,0.3,50,2,0.0,0.0,30,0.0,0.0
3,14,9,5,0.5,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,9,5,0.5,25,2,0.0,0.0,30,0.0,0.0
3,14,9,5,0.5,50,1,0.936223658177844,0.0018680839760382459,30,0.00034106391099669584,0.0006684852655535239
3,14,9,5,0.5,50,2,0.0,0.0,30,0.0,0.0
3,14,9,5,0.7,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,9,5,0.7,25,2,0.0,0.0,30,0.0,0.0
3,14,9,5,0.7,50,1,0.9358550115423662,0.0020550830859609125,30,0.0003752051212427067,0.0007354020376357051
3,14,9,5,0.7,50,2,0.0,0.0,30,0.0,0.0
3,14,9,9,0.3,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,9,9,0.3,25,2,0.0,0.0,30,0.0,0.0
3,14,9,9,0.3,50,1,0.9361983400294862,0.001368946266472466,30,0.00024993425005314924,0.0004898711301041725
3,14,9,9,0.3,50,2,0.0,0.0,30,0.0,0.0
3,14,9,9,0.5,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,9,9,0.5,25,2,0.0,0.0,30,0.0,0.0
3,14,9,9,0.5,50,1,0.9365342532084215,0.001603510068789387,30,0.00029275954528753596,0.0005738087087635705
3,14,9,9,0.5,50,2,0.0,0.0,30,0.0,0.0
3,14,9,9,0.7,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,9,9,0.7,25,2,0.0,0.0,30,0.0,0.0
3,14,9,9,0.7,50,1,0.9359447174578287,0.001373017960027049,30,0.0002506776361888471,0.0004913281669301403
3,14,9,9,0.7,50,2,0.0,0.0,30,0.0,0.0
3,14,12,12,0.3,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,12,12,0.3,25,2,0.0,0.0,30,0.0,0.0
3,14,12,12,0.3,50,1,0.936185807483486,0.0020067805971187673,30,0.0003663863336685452,0.0007181172139903487
3,14,12,12,0.3,50,2,0.0,0.0,30,0.0,0.0
3,14,12,12,0.5,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,12,12,0.5,25,2,0.0,0.0,30,0.0,0.0
3,14,12,12,0.5,50,1,0.936185807483486,0.0020067805971187673,30,0.0003663863336685452,0.0007181172139903487
3,14,12,12,0.5,50,2,0.0,0.0,30,0.0,0.0
3,14,12,12,0.7,25,1,0.5376205830567163,0.011387327117356474,30,0.002079031977288806,0.00407490267548606
3,14,12,12,0.7,25,2,0.0,0.0,30,0.0,0.0
3,14,12,12,0.7,50,1,0.936185807483486,0.0020067805971187673,30,0.0003663863336685452,0.0007181172139903487
3,14,12,12,0.7,50,2,0.0,0.0,30,0.0,0.0
4,2,5,9,0.3,25,1,0.0,0.0,30,0.0,0.0
4,2,5,9,0.3,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,5,9,0.3,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,5,9,0.3,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,5,9,0.5,25,1,0.0,0.0,30,0.0,0.0
4,2,5,9,0.5,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,5,9,0.5,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,5,9,0.5,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,5,9,0.7,25,1,0.0,0.0,30,0.0,0.0
4,2,5,9,0.7,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,5,9,0.7,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,5,9,0.7,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,5,12,0.3,25,1,0.0,0.0,30,0.0,0.0
4,2,5,12,0.3,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,5,12,0.3,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,5,12,0.3,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,5,12,0.5,25,1,0.0,0.0,30,0.0,0.0
4,2,5,12,0.5,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,5,12,0.5,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,5,12,0.5,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,5,12,0.7,25,1,0.0,0.0,30,0.0,0.0
4,2,5,12,0.7,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,5,12,0.7,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,5,12,0.7,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,9,5,0.3,25,1,0.0,0.0,30,0.0,0.0
4,2,9,5,0.3,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,9,5,0.3,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,9,5,0.3,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,9,5,0.5,25,1,0.0,0.0,30,0.0,0.0
4,2,9,5,0.5,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,9,5,0.5,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,9,5,0.5,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,9,5,0.7,25,1,0.0,0.0,30,0.0,0.0
4,2,9,5,0.7,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,9,5,0.7,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,9,5,0.7,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,9,9,0.3,25,1,0.0,0.0,30,0.0,0.0
4,2,9,9,0.3,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,9,9,0.3,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,9,9,0.3,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,9,9,0.5,25,1,0.0,0.0,30,0.0,0.0
4,2,9,9,0.5,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,9,9,0.5,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,9,9,0.5,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,9,9,0.7,25,1,0.0,0.0,30,0.0,0.0
4,2,9,9,0.7,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,9,9,0.7,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,9,9,0.7,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,12,12,0.3,25,1,0.0,0.0,30,0.0,0.0
4,2,12,12,0.3,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,12,12,0.3,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,12,12,0.3,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,12,12,0.5,25,1,0.0,0.0,30,0.0,0.0
4,2,12,12,0.5,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,12,12,0.5,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,12,12,0.5,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,2,12,12,0.7,25,1,0.0,0.0,30,0.0,0.0
4,2,12,12,0.7,25,2,0.6528581714717954,0.009147437771347766,30,0.001670086003580652,0.003273368567018078
4,2,12,12,0.7,50,1,0.2657160913217114,0.004167910998067807,30,0.0007609529571052029,0.0014914677959261976
4,2,12,12,0.7,50,2,0.9677322252719935,0.0013109312395530276,30,0.00023934220374713394,0.0004691107193443825
4,3,5,9,0.3,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,5,9,0.3,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,5,9,0.3,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,5,9,0.3,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,5,9,0.5,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,5,9,0.5,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,5,9,0.5,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,5,9,0.5,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,5,9,0.7,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,5,9,0.7,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,5,9,0.7,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,5,9,0.7,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,5,12,0.3,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,5,12,0.3,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,5,12,0.3,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,5,12,0.3,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,5,12,0.5,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,5,12,0.5,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,5,12,0.5,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,5,12,0.5,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,5,12,0.7,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,5,12,0.7,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,5,12,0.7,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,5,12,0.7,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,9,5,0.3,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,9,5,0.3,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,9,5,0.3,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,9,5,0.3,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,9,5,0.5,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,9,5,0.5,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,9,5,0.5,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,9,5,0.5,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,9,5,0.7,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,9,5,0.7,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,9,5,0.7,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,9,5,0.7,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,9,9,0.3,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,9,9,0.3,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,9,9,0.3,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,9,9,0.3,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,9,9,0.5,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,9,9,0.5,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,9,9,0.5,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,9,9,0.5,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,9,9,0.7,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,9,9,0.7,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,9,9,0.7,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,9,9,0.7,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,12,12,0.3,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,12,12,0.3,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,12,12,0.3,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,12,12,0.3,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,12,12,0.5,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,12,12,0.5,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,12,12,0.5,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,12,12,0.5,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,3,12,12,0.7,25,1,5.143247762901475e-05,0.00015299274800157736,30,2.7932526405055782e-05,5.474775175390933e-05
4,3,12,12,0.7,25,2,0.5350599814402026,0.012175378213073523,30,0.0022229097644857697,0.004356903138392108
4,3,12,12,0.7,50,1,0.29703904724705554,0.005724196162767245,30,0.0010450904539773779,0.0020483772897956607
4,3,12,12,0.7,50,2,0.9355655513306883,0.0023628360286808464,30,0.00043139286419814106,0.0008455300138283565
4,4,5,9,0.3,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,5,9,0.3,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,5,9,0.3,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,5,9,0.3,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,5,9,0.5,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,5,9,0.5,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,5,9,0.5,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,5,9,0.5,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,5,9,0.7,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,5,9,0.7,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,5,9,0.7,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,5,9,0.7,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,5,12,0.3,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,5,12,0.3,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,5,12,0.3,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,5,12,0.3,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,5,12,0.5,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,5,12,0.5,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,5,12,0.5,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,5,12,0.5,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,5,12,0.7,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,5,12,0.7,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,5,12,0.7,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,5,12,0.7,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,9,5,0.3,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,9,5,0.3,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,9,5,0.3,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,9,5,0.3,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,9,5,0.5,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,9,5,0.5,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,9,5,0.5,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,9,5,0.5,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,9,5,0.7,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,9,5,0.7,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,9,5,0.7,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,9,5,0.7,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,9,9,0.3,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,9,9,0.3,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,9,9,0.3,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,9,9,0.3,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,9,9,0.5,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,9,9,0.5,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,9,9,0.5,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,9,9,0.5,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,9,9,0.7,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,9,9,0.7,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,9,9,0.7,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,9,9,0.7,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,12,12,0.3,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,12,12,0.3,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,12,12,0.3,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,12,12,0.3,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,12,12,0.5,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,12,12,0.5,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,12,12,0.5,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,12,12,0.5,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,4,12,12,0.7,25,1,0.2323293334354746,0.006774172193388723,30,0.0012367889729144174,0.002424106386912258
4,4,12,12,0.7,25,2,0.23253954821715217,0.007285571167979163,30,0.0013301572243371491,0.0026071081597008124
4,4,12,12,0.7,50,1,0.6149877613963148,0.0036320502359096438,30,0.000663118614733224,0.001299712484877119
4,4,12,12,0.7,50,2,0.6155135496855476,0.0035735099148133894,30,0.0006524306632705526,0.001278764100010283
4,5,5,9,0.3,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,5,9,0.3,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,5,9,0.3,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,5,9,0.3,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,5,9,0.5,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,5,9,0.5,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,5,9,0.5,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,5,9,0.5,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,5,9,0.7,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,5,9,0.7,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,5,9,0.7,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,5,9,0.7,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,5,12,0.3,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,5,12,0.3,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,5,12,0.3,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,5,12,0.3,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,5,12,0.5,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,5,12,0.5,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,5,12,0.5,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,5,12,0.5,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,5,12,0.7,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,5,12,0.7,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,5,12,0.7,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,5,12,0.7,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,9,5,0.3,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,9,5,0.3,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,9,5,0.3,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,9,5,0.3,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,9,5,0.5,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,9,5,0.5,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,9,5,0.5,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,9,5,0.5,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,9,5,0.7,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
4,5,9,5,0.7,25,2,3.6149369193507577e-06,1.9799824946866434e-05,30,3.6149369193507577e-06,7.085276361927485e-06
4,5,9,5,0.7,50,1,0.903183714490704,0.0021530976045906914,30,0.00039310004218155346,0.0007704760826758448
4,5,9,5,0.7,50,2,0.26557931533952217,0.006120938682749169,30,0.0011175253965492258,0.0021903497772364825
4,5,9,9,0.3,25,1,0.4173895753538451,0.013897395786078223,30,0.0025373057208707608,0.004973119212906691
