h1,h2,tau1,tau2,balk_high,arrival_rate,class_id,mean,std,n,se,ci95
2,2,5,12,0.7,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,5,12,0.7,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,5,12,0.7,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,5,12,0.7,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,9,5,0.3,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,9,5,0.3,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,9,5,0.3,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,9,5,0.3,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,9,5,0.5,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,9,5,0.5,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,9,5,0.5,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,9,5,0.5,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,9,5,0.7,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,9,5,0.7,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,9,5,0.7,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,9,5,0.7,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,9,9,0.3,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,9,9,0.3,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,9,9,0.3,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,9,9,0.3,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,9,9,0.5,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,9,9,0.5,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,9,9,0.5,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,9,9,0.5,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,9,9,0.7,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,9,9,0.7,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,9,9,0.7,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,9,9,0.7,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,12,12,0.3,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,12,12,0.3,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,12,12,0.3,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,12,12,0.3,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,12,12,0.5,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,12,12,0.5,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,12,12,0.5,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,12,12,0.5,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,2,12,12,0.7,25,1,0.3586333190543717,0.006475485394823102,30,0.00118225647384662,0.002317222688739375
2,2,12,12,0.7,25,2,0.35812654960486073,0.005225647429841166,30,0.0009540683249643006,0.0018699739169300291
2,2,12,12,0.7,50,1,0.680108392377739,0.003072942498295563,30,0.0005610399747442535,0.0010996383504987368
2,2,12,12,0.7,50,2,0.6797549104085452,0.0026021953037476194,30,0.00047509368896552623,0.0009311836303724314
2,3,5,9,0.3,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,5,9,0.3,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,5,9,0.3,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,5,9,0.3,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,5,9,0.5,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,5,9,0.5,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,5,9,0.5,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,5,9,0.5,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,5,9,0.7,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,5,9,0.7,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,5,9,0.7,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,5,9,0.7,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,5,12,0.3,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,5,12,0.3,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,5,12,0.3,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,5,12,0.3,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,5,12,0.5,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,5,12,0.5,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,5,12,0.5,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,5,12,0.5,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,5,12,0.7,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,5,12,0.7,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,5,12,0.7,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,5,12,0.7,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,9,5,0.3,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,9,5,0.3,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,9,5,0.3,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,9,5,0.3,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,9,5,0.5,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,9,5,0.5,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,9,5,0.5,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,9,5,0.5,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,9,5,0.7,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,9,5,0.7,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,9,5,0.7,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,9,5,0.7,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,9,9,0.3,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,9,9,0.3,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,9,9,0.3,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,9,9,0.3,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,9,9,0.5,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,9,9,0.5,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,9,9,0.5,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,9,9,0.5,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,9,9,0.7,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,9,9,0.7,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,9,9,0.7,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,9,9,0.7,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,12,12,0.3,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,12,12,0.3,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,12,12,0.3,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,12,12,0.3,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,12,12,0.5,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,12,12,0.5,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,12,12,0.5,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,12,12,0.5,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,3,12,12,0.7,25,1,0.6574713483022694,0.010969678827579704,30,0.0020027801808174092,0.003925449154402122
2,3,12,12,0.7,25,2,0.00015269958191728282,0.00017302366685421886,30,3.1589655106104867e-05,6.191572400796554e-05
2,3,12,12,0.7,50,1,0.9680879861914296,0.0013157138903259476,30,0.0002402153923181332,0.00047082216894354104
2,3,12,12,0.7,50,2,0.3294730402373377,0.004959496393612415,30,0.00090547601621568,0.0017747329917827328
2,4,5,9,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,5,9,0.3,25,2,0.0,0.0,30,0.0,0.0
2,4,5,9,0.3,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,5,9,0.3,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,5,9,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
