h1,h2,tau1,tau2,balk_high,arrival_rate,class_id,mean,std,n,se,ci95,metric
2,4,5,9,0.7,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,5,9,0.7,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,5,12,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,5,12,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,5,12,0.3,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,5,12,0.3,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,5,12,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,5,12,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,5,12,0.5,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,5,12,0.5,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,5,12,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,5,12,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,5,12,0.7,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,5,12,0.7,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,9,5,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,9,5,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,9,5,0.3,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,9,5,0.3,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,9,5,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,9,5,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,9,5,0.5,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,9,5,0.5,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,9,5,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,9,5,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,9,5,0.7,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,9,5,0.7,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,9,9,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,9,9,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,9,9,0.3,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,9,9,0.3,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,9,9,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,9,9,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,9,9,0.5,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,9,9,0.5,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,9,9,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,9,9,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,9,9,0.7,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,9,9,0.7,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,12,12,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,12,12,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,12,12,0.3,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,12,12,0.3,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,12,12,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,12,12,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,12,12,0.5,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,12,12,0.5,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,4,12,12,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,4,12,12,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,4,12,12,0.7,50,1,0.03165129625365397,0.00132836606897689,30,0.0002425253535343687,0.00047534969292736264,percent_serviced
2,4,12,12,0.7,50,2,0.6090498818662458,0.005317304200500414,30,0.0009708024852436831,0.001902772871077619,percent_serviced
2,5,5,9,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,5,9,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,5,9,0.3,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,5,9,0.3,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,5,9,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,5,9,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,5,9,0.5,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,5,9,0.5,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,5,9,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,5,9,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,5,9,0.7,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,5,9,0.7,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,5,12,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,5,12,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,5,12,0.3,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,5,12,0.3,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,5,12,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,5,12,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,5,12,0.5,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,5,12,0.5,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,5,12,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,5,12,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,5,12,0.7,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,5,12,0.7,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,9,5,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,9,5,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,9,5,0.3,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,9,5,0.3,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,9,5,0.5,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,9,5,0.5,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,9,5,0.5,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,9,5,0.5,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,9,5,0.7,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,9,5,0.7,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,9,5,0.7,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
2,5,9,5,0.7,50,2,0.6081537353836709,0.005183977522328343,30,0.0009464604755263248,0.0018550625320315965,percent_serviced
2,5,9,9,0.3,25,1,0.3438941684264637,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786,percent_serviced
2,5,9,9,0.3,25,2,0.9342559316029354,0.002267903482968157,30,0.00041406063195539763,0.0008115588386325794,percent_serviced
2,5,9,9,0.3,50,1,0.0318141968303645,0.001233597170324431,30,0.0002252229990204111,0.0004414370780800057,percent_serviced
