gap_magnitude,gap_location,class2_low,class2_high,class2_step,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
0.05,pre-threshold,0.05,0.5,0.45,24,2,18158,11513,6645,18158,0,5768,923,4813,8.335620602796839,9.210816169181628,0.2650622315232955,0.41207191780821917,0.3659544002643463,95968.0,167250.0
0.05,pre-threshold,0.05,0.5,0.45,25,1,18190,11772,6418,18190,0,5826,910,5031,8.164373088685016,9.090599230346344,0.2765805387575591,0.430736301369863,0.3528312259483233,96111.0,165358.0
0.05,pre-threshold,0.05,0.5,0.45,25,2,18288,11486,6802,18288,0,5753,956,4771,8.215479714434965,9.085411198600175,0.2608814523184602,0.4084760273972603,0.3719378827646544,94363.0,166154.0
0.05,pre-threshold,0.05,0.5,0.45,26,1,18398,11934,6464,18398,0,5970,928,5031,8.230853024970672,9.182519839112947,0.2734536362648114,0.430736301369863,0.35134253723230785,98227.0,168940.0
0.05,pre-threshold,0.05,0.5,0.45,26,2,18185,11540,6645,18185,0,5819,896,4823,8.289774696707106,9.161066813307672,0.26521858674731924,0.41292808219178084,0.3654110530657135,95664.0,166594.0
0.05,pre-threshold,0.05,0.5,0.45,27,1,18103,11633,6470,18103,0,5775,920,4932,8.27533740221783,9.248632823288958,0.2724410318731702,0.42226027397260274,0.3573993260785505,96267.0,167428.0
0.05,pre-threshold,0.05,0.5,0.45,27,2,18414,11652,6762,18414,0,5836,890,4918,8.394009612083762,9.25551211035082,0.26707939611165415,0.42106164383561645,0.36722059302704463,97807.0,170431.0
0.05,pre-threshold,0.05,0.5,0.45,28,1,18278,11992,6286,18278,0,5981,911,5098,8.194129419613075,9.124740124740125,0.2789145420724368,0.43647260273972605,0.34391071233176496,98264.0,166782.0
0.05,pre-threshold,0.05,0.5,0.45,28,2,18063,11372,6691,18063,0,5712,938,4720,8.268906085121351,9.144217461108344,0.26130764546310137,0.4041095890410959,0.3704257321596634,94034.0,165172.0
0.05,pre-threshold,0.05,0.5,0.45,29,1,18174,11678,6496,18174,0,5719,990,4961,8.257578352457612,9.215527676901068,0.27297237812259273,0.4247431506849315,0.35743369648949047,96432.0,167483.0
0.05,pre-threshold,0.05,0.5,0.45,29,2,18220,11492,6728,18220,0,5775,924,4788,8.302819352593108,9.186992316136115,0.262788144895719,0.40993150684931506,0.36926454445664103,95416.0,167387.0
0.05,pre-threshold,0.05,0.5,0.45,30,1,18202,11807,6395,18202,0,5895,964,4944,8.243245532311342,9.187232172288759,0.2716185034611581,0.4232876712328767,0.35133501812987583,97328.0,167226.0
0.05,pre-threshold,0.05,0.5,0.45,30,2,18072,11452,6620,18072,0,5686,907,4856,8.265368494586099,9.149181053563524,0.2687029659141213,0.41575342465753423,0.36631252766710937,94655.0,165344.0
0.05,pre-threshold,0.05,0.5,0.45,31,1,18202,11740,6462,18202,0,5845,928,4957,8.226746166950596,9.183825953191956,0.27233271069113285,0.42440068493150684,0.3550159323151302,96582.0,167164.0
0.05,pre-threshold,0.05,0.5,0.45,31,2,18131,11587,6544,18131,0,5784,917,4874,8.252092862690947,9.133307594727263,0.26882135568915116,0.4172945205479452,0.36092879598477745,95617.0,165596.0
0.05,pre-threshold,0.05,0.5,0.45,32,1,18015,11582,6433,18015,0,5815,900,4866,8.23191158694526,9.197113516514015,0.2701082431307244,0.4166095890410959,0.35709131279489315,95342.0,165686.0
0.05,pre-threshold,0.05,0.5,0.45,32,2,18331,11685,6646,18331,0,5790,923,4970,8.301240907145914,9.168130489335006,0.27112541596203155,0.425513698630137,0.3625552343025476,97000.0,168061.0
0.05,pre-threshold,0.05,0.5,0.45,33,1,18348,11769,6579,18348,0,5814,908,5044,8.246749936273261,9.223730106823632,0.2749073468497929,0.43184931506849317,0.35856769130150423,97056.0,169237.0
0.05,pre-threshold,0.05,0.5,0.45,33,2,18228,11485,6743,18228,0,5757,972,4744,8.394340444057466,9.264044327408383,0.2602589422865921,0.40616438356164386,0.36992538951064297,96409.0,168865.0
0.05,pre-threshold,0.05,0.5,0.45,34,1,18496,12005,6491,18496,0,6015,944,5044,8.302207413577676,9.27097750865052,0.2727076124567474,0.43184931506849317,0.3509407439446367,99668.0,171476.0
0.05,pre-threshold,0.05,0.5,0.45,34,2,18205,11493,6712,18205,0,5818,945,4729,8.39989558861916,9.28552595440813,0.25976380115352926,0.4048801369863014,0.3686899203515518,96540.0,169043.0
0.05,pre-threshold,0.05,0.5,0.45,35,1,18192,11834,6358,18192,0,5874,894,5055,8.238127429440596,9.170129727352682,0.2778693931398417,0.432791095890411,0.3494942832014072,97490.0,166823.0
0.05,pre-threshold,0.05,0.5,0.45,35,2,18212,11494,6718,18212,0,5763,882,4836,8.230381068383505,9.126949264221393,0.26553920491983307,0.41404109589041094,0.3688776630792884,94600.0,166220.0
0.05,pre-threshold,0.05,0.5,0.45,36,1,18360,11987,6373,18360,0,6058,948,4978,8.173855009593726,9.104738562091503,0.27113289760348586,0.4261986301369863,0.3471132897603486,97980.0,167163.0
0.05,pre-threshold,0.05,0.5,0.45,36,2,18124,11419,6705,18124,0,5660,911,4843,8.21026359576145,9.094956963142794,0.2672147428823659,0.4146404109589041,0.36995144559699844,93753.0,164837.0
0.05,pre-threshold,0.05,0.5,0.45,37,1,18075,11790,6285,18075,0,5830,901,5059,8.099745547073791,9.036182572614107,0.2798893499308437,0.4331335616438356,0.34771784232365144,95496.0,163329.0
0.05,pre-threshold,0.05,0.5,0.45,37,2,18243,11538,6705,18243,0,5816,892,4829,8.24544981799272,9.091048621389026,0.26470427013100917,0.4134417808219178,0.3675382338431179,95136.0,165848.0
0.05,pre-threshold,0.05,0.5,0.45,38,1,18398,11829,6569,18398,0,5951,951,4923,8.349311015301378,9.318186759430374,0.26758343298184584,0.42148972602739726,0.3570496793129688,98764.0,171436.0
0.05,pre-threshold,0.05,0.5,0.45,38,2,18547,11641,6906,18547,0,5848,953,4837,8.399020702688773,9.316439316331483,0.26079689437644904,0.41412671232876713,0.3723513236642045,97773.0,172792.0
0.05,pre-threshold,0.05,0.5,0.45,39,1,18254,11868,6386,18254,0,5852,957,5050,8.214442197505898,9.152514517366058,0.2766516927796647,0.4323630136986301,0.34984113071107703,97489.0,167070.0
0.05,pre-threshold,0.05,0.5,0.45,39,2,18127,11455,6672,18127,0,5773,937,4736,8.284941073766914,9.159651348816682,0.26126772218237987,0.4054794520547945,0.36806973023666356,94904.0,166037.0
0.05,pre-threshold,0.05,0.5,0.45,40,1,18164,11854,6310,18164,0,5973,897,4984,8.336173443563354,9.256221096674741,0.27438890112310066,0.4267123287671233,0.3473904426337811,98817.0,168130.0
0.05,pre-threshold,0.05,0.5,0.45,40,2,18157,11450,6707,18157,0,5648,899,4903,8.296069868995634,9.194250151456739,0.27003359585834663,0.41977739726027397,0.3693892162802225,94990.0,166940.0
0.05,pre-threshold,0.05,0.5,0.45,41,1,18211,11759,6452,18211,0,5800,925,5030,8.078493069138533,9.034484652133326,0.2762066882653341,0.4306506849315068,0.35429136236340675,94995.0,164527.0
0.05,pre-threshold,0.05,0.5,0.45,41,2,18250,11538,6712,18250,0,5811,873,4850,8.154532847980587,9.028109589041096,0.26575342465753427,0.4152397260273973,0.3677808219178082,94087.0,164763.0
0.05,pre-threshold,0.05,0.5,0.45,42,1,18203,11889,6314,18203,0,5848,932,5094,8.20472705862562,9.162280942701752,0.27984398176124814,0.4361301369863014,0.34686590122507277,97546.0,166781.0
0.05,pre-threshold,0.05,0.5,0.45,42,2,18305,11515,6790,18305,0,5879,927,4701,8.33608336951802,9.22469270691068,0.2568150778475826,0.40248287671232874,0.37093690248565964,95990.0,168858.0
0.05,pre-threshold,0.05,0.5,0.45,43,1,18325,11849,6476,18325,0,5931,918,4995,8.200101274369144,9.165893587994542,0.27257844474761256,0.4276541095890411,0.35339699863574353,97163.0,167965.0
0.05,pre-threshold,0.05,0.5,0.45,43,2,18133,11537,6596,18133,0,5770,968,4796,8.325821270694288,9.190977775326752,0.2644901560690454,0.4106164383561644,0.3637566867037997,96055.0,166660.0
0.05,pre-threshold,0.05,0.5,0.45,44,1,18161,11791,6370,18161,0,5861,918,5010,8.181918412348402,9.128241836903253,0.2758658664170475,0.4289383561643836,0.3507516105941303,96473.0,165778.0
0.05,pre-threshold,0.05,0.5,0.45,44,2,18239,11469,6770,18239,0,5744,917,4808,8.292876449559683,9.167662700805966,0.26361094358243325,0.41164383561643836,0.3711826306266791,95111.0,167209.0
0.05,pre-threshold,0.05,0.5,0.45,45,1,18229,11828,6401,18229,0,5862,926,5032,8.237318227933716,9.202095562016567,0.27604366668495256,0.43082191780821916,0.3511437818860058,97431.0,167745.0
0.05,pre-threshold,0.05,0.5,0.45,45,2,18239,11630,6609,18239,0,5924,969,4730,8.407566638005159,9.268984045177916,0.2593343933329678,0.4049657534246575,0.362355392291244,97780.0,169057.0
0.05,pre-threshold,0.05,0.5,0.45,46,1,18262,11813,6449,18262,0,5807,947,5057,8.174384153051722,9.144069652831016,0.2769138100974702,0.43296232876712326,0.353137662906582,96564.0,166989.0
0.05,pre-threshold,0.05,0.5,0.45,46,2,18240,11560,6680,18240,0,5875,912,4767,8.292214532871972,9.165570175438596,0.2613486842105263,0.40813356164383563,0.36622807017543857,95858.0,167180.0
0.05,pre-threshold,0.05,0.5,0.45,47,1,18246,11767,6479,18246,0,5892,902,4963,8.271861986912553,9.247780335415982,0.2720048229748986,0.42491438356164385,0.35509152691000767,97335.0,168735.0
0.05,pre-threshold,0.05,0.5,0.45,47,2,18469,11713,6756,18469,0,5891,935,4873,8.384956885511825,9.259678379988088,0.26384752829064917,0.41720890410958905,0.3658021549623694,98213.0,171017.0
0.05,pre-threshold,0.05,0.5,0.45,48,1,18213,11709,6504,18213,0,5762,909,5033,8.233495601673926,9.197331576346565,0.2763410750562785,0.43090753424657535,0.35710756053368475,96406.0,167511.0
0.05,pre-threshold,0.05,0.5,0.45,48,2,18064,11464,6600,18064,0,5731,952,4777,8.323272854152128,9.196578830823738,0.26444862710363154,0.40898972602739725,0.3653675819309123,95418.0,166127.0
0.05,pre-threshold,0.05,0.5,0.45,49,1,18276,11832,6444,18276,0,5841,933,5051,8.156017579445571,9.083935215583278,0.2763733858612388,0.4324486301369863,0.3525935653315824,96502.0,166018.0
0.05,pre-threshold,0.05,0.5,0.45,49,2,18005,11394,6611,18005,0,5708,941,4739,8.174302264349658,9.040377672868647,0.26320466537073034,0.405736301369863,0.3671757845043044,93138.0,162772.0
0.05,pre-threshold,0.05,0.5,0.45,50,1,18305,11925,6380,18305,0,5913,958,5046,8.27916142557652,9.237366839661295,0.27566238732586723,0.4320205479452055,0.3485386506419011,98729.0,169090.0
0.05,pre-threshold,0.05,0.5,0.45,50,2,18066,11544,6522,18066,0,5871,919,4752,8.376559251559252,9.248201040628805,0.2630355363666556,0.40684931506849314,0.3610096313517104,96699.0,167078.0
0.05,post-threshold,0.0,0.45,0.45,1,1,18240,11629,6606,18235,5,5989,886,4745,8.66170779946685,9.694269262407458,0.26014254385964913,0.40625,0.3622703591993419,100727.0,176775.0
0.05,post-threshold,0.0,0.45,0.45,1,2,18373,12401,5965,18366,7,6361,1060,4976,8.762277235706797,9.655559185451377,0.27083219942306647,0.426027397260274,0.3247849286725471,108661.0,177334.0
0.05,post-threshold,0.0,0.45,0.45,2,1,18292,11853,6439,18292,0,6090,930,4825,8.675356449843921,9.69380056855456,0.26377651432320137,0.4130993150684932,0.35201180844084845,102829.0,177319.0
0.05,post-threshold,0.0,0.45,0.45,2,2,18311,12405,5906,18311,0,6492,953,4955,8.812817412333736,9.69865108404784,0.2706023701600131,0.4242294520547945,0.32253836491726284,109323.0,177592.0
0.05,post-threshold,0.0,0.45,0.45,3,1,18267,11740,6527,18267,0,5945,904,4880,8.616524701873935,9.686264849181585,0.2671484097005529,0.4178082191780822,0.3573109979744895,101158.0,176939.0
0.05,post-threshold,0.0,0.45,0.45,3,2,18208,12428,5780,18208,0,6521,921,4972,8.86763759253299,9.7431348857645,0.27306678383128297,0.42568493150684933,0.31744288224956063,110207.0,177403.0
0.05,post-threshold,0.0,0.45,0.45,4,1,18190,11722,6468,18190,0,5968,892,4860,8.545470056304385,9.565475536008796,0.26717976910390323,0.4160958904109589,0.35557998900494775,100170.0,173996.0
0.05,post-threshold,0.0,0.45,0.45,4,2,18286,12353,5933,18286,0,6445,918,4984,8.664292074799643,9.560483429946407,0.27255824127748,0.4267123287671233,0.32445586787706443,107030.0,174823.0
0.05,post-threshold,0.0,0.45,0.45,5,1,18062,11563,6499,18062,0,5812,933,4801,8.527285306581337,9.582050714206622,0.26580666592846863,0.4110445205479452,0.35981618868342374,98601.0,173071.0
0.05,post-threshold,0.0,0.45,0.45,5,2,18260,12474,5786,18260,0,6520,903,5034,8.749238415905083,9.610569550930997,0.275684556407448,0.4309931506849315,0.3168674698795181,109138.0,175489.0
0.05,post-threshold,0.0,0.45,0.45,6,1,18377,11775,6565,18340,37,5942,940,4886,8.613503184713375,9.647273718647764,0.26587582303966917,0.4183219178082192,0.3579607415485278,101424.0,176931.0
0.05,post-threshold,0.0,0.45,0.45,6,2,18217,12275,5906,18181,36,6417,982,4869,8.775885947046843,9.662504812716572,0.26727781742328593,0.4168664383561644,0.32484461800781034,107724.0,175674.0
0.05,post-threshold,0.0,0.45,0.45,7,1,18219,11702,6500,18202,17,5975,899,4822,8.6872329516322,9.7417316778376,0.26466875240133925,0.41284246575342465,0.35710361498736404,101658.0,177319.0
0.05,post-threshold,0.0,0.45,0.45,7,2,18273,12390,5872,18262,11,6455,980,4951,8.938740920096853,9.813985324717994,0.2709462047830132,0.42388698630136984,0.3215419997809659,110751.0,179223.0
0.05,post-threshold,0.0,0.45,0.45,8,1,18085,11654,6431,18085,0,5970,848,4831,8.526857731251072,9.559192701133536,0.26712745369090407,0.4136130136986301,0.3555985623444844,99372.0,172878.0
0.05,post-threshold,0.0,0.45,0.45,8,2,18242,12345,5897,18242,0,6346,955,5037,8.704900769542325,9.58869641486679,0.2761210393597193,0.43125,0.3232649928735884,107462.0,174917.0
0.05,post-threshold,0.0,0.45,0.45,9,1,18303,11856,6444,18300,3,6093,880,4863,8.55052294197031,9.570382513661203,0.26569414850024586,0.4163527397260274,0.3521311475409836,101375.0,175138.0
0.05,post-threshold,0.0,0.45,0.45,9,2,18155,12363,5791,18154,1,6437,966,4942,8.681468899134515,9.559601189820425,0.27221151198017074,0.42311643835616436,0.3189930593808527,107329.0,173545.0
0.05,post-threshold,0.0,0.45,0.45,10,1,18231,11745,6485,18230,1,5944,888,4908,8.56015325670498,9.60938014262205,0.26921178212934016,0.4202054794520548,0.3557323093801426,100539.0,175179.0
0.05,post-threshold,0.0,0.45,0.45,10,2,18332,12350,5980,18330,2,6455,971,4911,8.77497975708502,9.657501363884343,0.2678922103425704,0.4204623287671233,0.3262411347517731,108371.0,177022.0
0.05,post-threshold,0.0,0.45,0.45,11,1,18437,11688,6736,18424,13,5967,865,4844,8.686943874058864,9.752171081198437,0.2627325486792862,0.4147260273972603,0.36561007381676075,101533.0,179674.0
0.05,post-threshold,0.0,0.45,0.45,11,2,18267,12424,5825,18249,18,6461,992,4959,8.824211204121056,9.707600416461176,0.2714731483002135,0.4245719178082192,0.3191955723601293,109632.0,177154.0
0.05,post-threshold,0.0,0.45,0.45,12,1,18221,11792,6414,18206,15,6054,918,4814,8.61626526458616,9.654619356256179,0.2642006476044125,0.41215753424657536,0.3523014390860156,101603.0,175772.0
0.05,post-threshold,0.0,0.45,0.45,12,2,18448,12376,6064,18440,8,6442,936,4986,8.798965740142211,9.705639913232105,0.2702732003469211,0.4268835616438356,0.32885032537960956,108896.0,178972.0
0.05,post-threshold,0.0,0.45,0.45,13,1,18285,11653,6621,18274,11,5933,920,4789,8.565433793872822,9.620280179489987,0.26190866830735576,0.41001712328767126,0.3623180474991792,99813.0,175801.0
0.05,post-threshold,0.0,0.45,0.45,13,2,18369,12477,5880,18357,12,6527,916,5033,8.729101546846197,9.602603911314485,0.27399422940824214,0.43090753424657535,0.32031377676090866,108913.0,176275.0
0.05,post-threshold,0.0,0.45,0.45,14,1,18377,11903,6473,18376,1,6159,928,4809,8.646979753003444,9.666358293426208,0.2616858029058062,0.4117294520547945,0.35225293861558554,102925.0,177629.0
0.05,post-threshold,0.0,0.45,0.45,14,2,18121,12341,5778,18119,2,6393,967,4969,8.738838019609432,9.637342016667587,0.274212239942608,0.4254280821917808,0.31889177106904354,107846.0,174619.0
0.05,post-threshold,0.0,0.45,0.45,15,1,18444,11949,6482,18431,13,6253,862,4826,8.63026194660641,9.682274428951224,0.2616569073953589,0.4131849315068493,0.3516900873528295,103123.0,178454.0
0.05,post-threshold,0.0,0.45,0.45,15,2,18378,12574,5784,18358,20,6592,902,5067,8.801574677906792,9.690162327050878,0.27571008814887366,0.43381849315068494,0.3150670007626103,110671.0,177892.0
0.05,post-threshold,0.0,0.45,0.45,16,1,18198,11684,6512,18196,2,6025,933,4713,8.696593632317699,9.729610903495274,0.25898450379162546,0.40351027397260275,0.35788085293471095,101611.0,177040.0
0.05,post-threshold,0.0,0.45,0.45,16,2,18493,12484,6004,18488,5,6452,964,5056,8.799182954181353,9.706945045434876,0.2734007462283026,0.4328767123287671,0.32475118996105584,109849.0,179462.0
0.05,post-threshold,0.0,0.45,0.45,17,1,18080,11581,6499,18080,0,5820,921,4830,8.375701580174423,9.392477876106195,0.26714601769911506,0.413527397260274,0.35945796460176993,96999.0,169816.0
0.05,post-threshold,0.0,0.45,0.45,17,2,18298,12363,5935,18298,0,6434,954,4961,8.515085335274609,9.386872882282217,0.27112252705213685,0.4247431506849315,0.3243523882391518,105272.0,171761.0
0.05,post-threshold,0.0,0.45,0.45,18,1,18347,11803,6537,18340,7,6060,892,4839,8.549775480809963,9.588331515812431,0.26374884177249686,0.41429794520547947,0.3564340239912759,100913.0,175850.0
