gap_magnitude,gap_location,class2_low,class2_high,class2_step,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
0.15,post-threshold,0.0,0.35,0.35,16,1,18257,11521,6346,17867,390,6014,823,4673,8.975002169950525,10.146079364190967,0.2559566193788684,0.40008561643835616,0.35517994067274866,103401.0,181280.0
0.15,post-threshold,0.0,0.35,0.35,16,2,18416,13577,4459,18036,380,7377,997,5180,9.487883921337556,10.182191173209137,0.2812771503040834,0.4434931506849315,0.24722776668884452,128817.0,183646.0
0.15,post-threshold,0.0,0.35,0.35,17,1,18275,11578,6504,18082,193,5995,805,4764,8.846519260666781,10.021236588872913,0.26068399452804375,0.4078767123287671,0.3596947240349519,102425.0,181204.0
0.15,post-threshold,0.0,0.35,0.35,17,2,18221,13542,4508,18050,171,7462,1013,5045,9.385024368630926,10.067700831024931,0.2768783272048735,0.4319349315068493,0.2497506925207756,127092.0,181722.0
0.15,post-threshold,0.0,0.35,0.35,18,1,18268,11514,6449,17963,305,5988,785,4730,8.925829425047768,10.095307019985526,0.2589227063717977,0.4049657534246575,0.35901575460669155,102772.0,181342.0
0.15,post-threshold,0.0,0.35,0.35,18,2,18526,13766,4474,18240,286,7602,975,5175,9.399244515472905,10.08125,0.2793371477922919,0.4430650684931507,0.24528508771929824,129390.0,183882.0
0.15,post-threshold,0.0,0.35,0.35,19,1,18270,11558,6443,18001,269,6065,832,4655,8.921266655130646,10.087439586689628,0.2547892720306513,0.3985445205479452,0.35792455974668075,103112.0,181584.0
0.15,post-threshold,0.0,0.35,0.35,19,2,18315,13529,4481,18010,305,7349,1049,5114,9.36913297361224,10.060744031093837,0.27922467922467925,0.43784246575342467,0.24880621876735148,126755.0,181194.0
0.15,post-threshold,0.0,0.35,0.35,20,1,18372,11660,6346,18006,366,6158,840,4655,8.972727272727273,10.116350105520382,0.2533747006313956,0.3985445205479452,0.35243807619682327,104622.0,182155.0
0.15,post-threshold,0.0,0.35,0.35,20,2,18245,13433,4454,17887,358,7271,1023,5118,9.4169582371771,10.117962766254822,0.28051520964647847,0.43818493150684934,0.24900765919382792,126498.0,180980.0
0.15,post-threshold,0.0,0.35,0.35,21,1,18130,11595,6261,17856,274,5979,845,4757,8.827598102630445,9.968581989247312,0.2623827909542195,0.40727739726027395,0.35063844086021506,102356.0,177999.0
0.15,post-threshold,0.0,0.35,0.35,21,2,18205,13496,4424,17920,285,7445,996,5044,9.363441019561352,10.039564732142857,0.27706673990661906,0.43184931506849317,0.246875,126369.0,179909.0
0.15,post-threshold,0.0,0.35,0.35,22,1,18265,11731,6345,18076,189,6181,830,4711,8.83658682124286,9.979973445452535,0.2579249931563099,0.4033390410958904,0.3510179243195397,103662.0,180398.0
0.15,post-threshold,0.0,0.35,0.35,22,2,18173,13465,4516,17981,192,7321,1032,5086,9.315261789825474,10.013736722095546,0.27986573488141747,0.43544520547945204,0.2511539958845448,125430.0,180057.0
0.15,post-threshold,0.0,0.35,0.35,23,1,18305,11655,6495,18150,155,6090,818,4732,8.85045045045045,10.021873278236914,0.25850860420650096,0.40513698630136985,0.3578512396694215,103152.0,181897.0
0.15,post-threshold,0.0,0.35,0.35,23,2,18182,13569,4452,18021,161,7452,1009,5096,9.335028373498416,10.023417124465901,0.28027719722802774,0.4363013698630137,0.24704511403362744,126667.0,180632.0
0.15,post-threshold,0.0,0.35,0.35,24,1,18452,11595,6474,18069,383,6098,834,4649,9.030185424752048,10.188444296862029,0.2519510080208108,0.3980308219178082,0.35829320936410425,104705.0,184095.0
0.15,post-threshold,0.0,0.35,0.35,24,2,18387,13522,4466,17988,399,7325,1041,5140,9.45392693388552,10.148988214365133,0.2795453309403383,0.4400684931506849,0.2482766288636869,127836.0,182560.0
0.15,post-threshold,0.0,0.35,0.35,25,1,18409,11700,6430,18130,279,6204,817,4656,8.973589743589743,10.12095973524545,0.2529197675050247,0.39863013698630134,0.3546607832322118,104991.0,183493.0
0.15,post-threshold,0.0,0.35,0.35,25,2,18274,13618,4374,17992,282,7410,1069,5128,9.36547216918784,10.05380168963984,0.2806172704388749,0.43904109589041096,0.2431080480213428,127539.0,180888.0
0.15,post-threshold,0.0,0.35,0.35,26,1,18148,11566,6345,17911,237,6034,899,4619,8.986079889330798,10.106135894143264,0.2545184042318713,0.3954623287671233,0.354251577243035,103933.0,181011.0
0.15,post-threshold,0.0,0.35,0.35,26,2,18154,13508,4399,17907,247,7330,1068,5097,9.375333135919455,10.064164851733958,0.28076456979178144,0.43638698630136985,0.2456581225219188,126642.0,180219.0
0.15,post-threshold,0.0,0.35,0.35,27,1,18246,11556,6288,17844,402,6023,869,4653,8.972827968155071,10.132481506388702,0.25501479776389346,0.39837328767123287,0.3523873570948218,103690.0,180804.0
0.15,post-threshold,0.0,0.35,0.35,27,2,18362,13514,4484,17998,364,7364,1001,5128,9.481426668639928,10.17346371819091,0.27927241041280904,0.43904109589041096,0.24913879319924437,128132.0,183102.0
0.15,post-threshold,0.0,0.35,0.35,28,1,18223,11555,6407,17962,261,6060,851,4628,8.850108178277802,10.022380581227035,0.25396476979641114,0.39623287671232876,0.35669747244182165,102263.0,180022.0
0.15,post-threshold,0.0,0.35,0.35,28,2,18407,13613,4542,18155,252,7412,1029,5153,9.348270035995006,10.047369870559075,0.2799478459281795,0.44118150684931506,0.2501790140457174,127258.0,182410.0
0.15,post-threshold,0.0,0.35,0.35,29,1,18335,11626,6418,18044,291,6097,820,4688,8.927576122484087,10.088117933939259,0.25568584674120537,0.40136986301369865,0.355686100642873,103792.0,182030.0
0.15,post-threshold,0.0,0.35,0.35,29,2,18476,13746,4449,18195,281,7587,995,5153,9.356976575003637,10.045122286342401,0.27890235981814243,0.44118150684931506,0.244517724649629,128621.0,182771.0
0.15,post-threshold,0.0,0.35,0.35,30,1,18338,11544,6473,18017,321,6056,816,4662,8.972279972279972,10.154520730421268,0.2542261969680445,0.39914383561643835,0.3592717988566354,103576.0,182954.0
0.15,post-threshold,0.0,0.35,0.35,30,2,18486,13635,4505,18140,346,7462,981,5174,9.498056472313898,10.183351708930541,0.279887482419128,0.4429794520547945,0.24834619625137816,129506.0,184726.0
0.15,post-threshold,0.0,0.35,0.35,31,1,17956,11511,6247,17758,198,5999,824,4673,8.965511250108591,10.093647933325824,0.2602472711071508,0.40008561643835616,0.3517851109359162,103202.0,179243.0
0.15,post-threshold,0.0,0.35,0.35,31,2,17978,13431,4360,17791,187,7252,1008,5154,9.395875214057032,10.081614299364848,0.2866837245522305,0.44126712328767126,0.2450677308751616,126196.0,179362.0
0.15,post-threshold,0.0,0.35,0.35,32,1,18183,11586,6292,17878,305,5977,852,4746,8.931382703262559,10.05694149233695,0.26101303415278004,0.40633561643835614,0.35194093299026735,103479.0,179798.0
0.15,post-threshold,0.0,0.35,0.35,32,2,18095,13357,4472,17829,266,7306,1014,5021,9.359212397993561,10.050591732570531,0.277479966841669,0.42988013698630134,0.2508273038308374,125011.0,179192.0
0.15,post-threshold,0.0,0.35,0.35,33,1,18292,11577,6423,18000,292,6074,811,4677,8.98514295586076,10.130611111111111,0.25568554559370216,0.40042808219178083,0.35683333333333334,104021.0,182351.0
0.15,post-threshold,0.0,0.35,0.35,33,2,18179,13391,4499,17890,289,7226,1083,5063,9.457919498170414,10.149972051425378,0.27850816876615875,0.43347602739726027,0.2514812744550028,126651.0,181583.0
0.15,post-threshold,0.0,0.35,0.35,34,1,18178,11602,6274,17876,302,6051,848,4691,8.98008963971729,10.109140747370777,0.25805919243041037,0.4016267123287671,0.3509733721190423,104187.0,180711.0
0.15,post-threshold,0.0,0.35,0.35,34,2,18182,13518,4398,17916,266,7397,976,5123,9.44185530403906,10.119223040857333,0.28176218237817624,0.43861301369863015,0.24547890154052243,127635.0,181296.0
0.15,post-threshold,0.0,0.35,0.35,35,1,18288,11608,6395,18003,285,6039,820,4736,9.014042039972432,10.17019385657946,0.2589676290463692,0.4054794520547945,0.35521857468199747,104635.0,183094.0
0.15,post-threshold,0.0,0.35,0.35,35,2,18275,13493,4487,17980,295,7394,989,5099,9.464981842436819,10.164071190211345,0.27901504787961695,0.4365582191780822,0.24955506117908788,127711.0,182750.0
0.15,post-threshold,0.0,0.35,0.35,36,1,18378,11699,6451,18150,228,6243,856,4594,8.880502607060432,10.040881542699724,0.24997279355751442,0.3933219178082192,0.35542699724517907,103893.0,182242.0
0.15,post-threshold,0.0,0.35,0.35,36,2,18368,13685,4424,18109,259,7477,978,5213,9.299817318231641,9.996852393837319,0.28380879790940766,0.44631849315068495,0.24429841515268652,127268.0,181033.0
0.15,post-threshold,0.0,0.35,0.35,37,1,17966,11525,6303,17828,138,5978,878,4660,8.852581344902386,9.992035001121831,0.2593788266726038,0.398972602739726,0.3535449854161992,102026.0,178138.0
0.15,post-threshold,0.0,0.35,0.35,37,2,18215,13542,4530,18072,143,7408,1018,5108,9.297888051986412,9.99728862328464,0.2804282185012352,0.43732876712328766,0.25066401062417,125912.0,180671.0
0.15,post-threshold,0.0,0.35,0.35,38,1,18303,11550,6412,17962,341,5983,857,4701,8.932640692640692,10.088909920944216,0.2568431404687756,0.40248287671232874,0.35697583787996884,103172.0,181217.0
0.15,post-threshold,0.0,0.35,0.35,38,2,18319,13489,4519,18008,311,7383,1003,5095,9.359997034620802,10.067025766326077,0.27812653529122766,0.4362157534246575,0.2509440248778321,126257.0,181287.0
0.15,post-threshold,0.0,0.35,0.35,39,1,18365,11713,6431,18144,221,6091,820,4790,8.923759924869803,10.084435626102293,0.2608222161720664,0.4101027397260274,0.35444223985890655,104524.0,182972.0
0.15,post-threshold,0.0,0.35,0.35,39,2,18125,13380,4516,17896,229,7335,1060,4968,9.42406576980568,10.123882431828342,0.27409655172413794,0.42534246575342466,0.2523468931604828,126094.0,181177.0
0.15,post-threshold,0.0,0.35,0.35,40,1,18297,11545,6418,17963,334,6064,822,4648,8.981550454742314,10.13332962200078,0.25403071541782807,0.39794520547945206,0.35728998496910314,103692.0,182025.0
0.15,post-threshold,0.0,0.35,0.35,40,2,18340,13559,4474,18033,307,7347,1011,5189,9.427243897042555,10.121444019297954,0.28293347873500546,0.444263698630137,0.24810070426440414,127824.0,182520.0
0.15,post-threshold,0.0,0.35,0.35,41,1,18330,11658,6350,18008,322,6104,831,4713,8.855464059015269,10.00422034651266,0.2571194762684124,0.40351027397260275,0.3526210573078632,103237.0,180156.0
0.15,post-threshold,0.0,0.35,0.35,41,2,18326,13591,4444,18035,291,7467,995,5118,9.365094547862556,10.040643193789853,0.27927534650223723,0.43818493150684934,0.2464097588023288,127281.0,181083.0
0.15,post-threshold,0.0,0.35,0.35,42,1,18110,11666,6210,17876,234,6092,849,4710,8.966826675810045,10.102315954352203,0.2600773053561568,0.4032534246575342,0.3473931528306109,104607.0,180589.0
0.15,post-threshold,0.0,0.35,0.35,42,2,18131,13465,4445,17910,221,7339,994,5114,9.42153731897512,10.11641541038526,0.28205835309690586,0.43784246575342467,0.2481853713009492,126861.0,181185.0
0.15,post-threshold,0.0,0.35,0.35,43,1,18234,11576,6459,18035,199,6015,855,4694,8.90281617138908,10.06326587191572,0.25743117253482506,0.4018835616438356,0.3581369559190463,103059.0,181491.0
0.15,post-threshold,0.0,0.35,0.35,43,2,18087,13495,4387,17882,205,7352,992,5136,9.339977769544276,10.02740185661559,0.28396085586332726,0.4397260273972603,0.24533049994407785,126043.0,179310.0
0.15,post-threshold,0.0,0.35,0.35,44,1,18105,11613,6282,17895,210,6076,819,4701,8.84129854473435,9.996647108130762,0.25965202982601493,0.40248287671232874,0.3510477787091366,102674.0,178890.0
0.15,post-threshold,0.0,0.35,0.35,44,2,18275,13619,4451,18070,205,7446,1031,5125,9.403774139070416,10.083785279468733,0.280437756497948,0.4387842465753425,0.24631986718317653,128070.0,182214.0
0.15,post-threshold,0.0,0.35,0.35,45,1,18237,11621,6358,17979,258,6008,822,4775,8.911453403321573,10.062183658712943,0.2618303449032187,0.4088184931506849,0.35363479615106513,103560.0,180908.0
0.15,post-threshold,0.0,0.35,0.35,45,2,18150,13482,4428,17910,240,7406,1021,5037,9.39155911585818,10.078224455611391,0.2775206611570248,0.43125,0.24723618090452262,126617.0,180501.0
0.15,post-threshold,0.0,0.35,0.35,46,1,18076,11533,6286,17819,257,5985,829,4716,8.881383855024712,10.039901229025197,0.26089842885594156,0.4037671232876712,0.35276951568550424,102429.0,178901.0
0.15,post-threshold,0.0,0.35,0.35,46,2,18263,13621,4385,18006,257,7503,1026,5081,9.396446663240585,10.076752193713206,0.2782127799375787,0.4350171232876712,0.243529934466289,127989.0,181442.0
0.15,post-threshold,0.0,0.35,0.35,47,1,18035,11460,6244,17704,331,5986,852,4612,8.855410122164049,9.996159060099412,0.2557249792070973,0.39486301369863014,0.3526886579304112,101483.0,176972.0
0.15,post-threshold,0.0,0.35,0.35,47,2,18236,13632,4275,17907,329,7444,979,5196,9.296361502347418,9.963645501759089,0.28493090590041675,0.4448630136986301,0.23873345619031663,126728.0,178419.0
0.15,post-threshold,0.0,0.35,0.35,48,1,18337,11625,6300,17925,412,6055,797,4760,9.019182795698924,10.172440725244073,0.25958444674701425,0.4075342465753425,0.3514644351464435,104848.0,182341.0
0.15,post-threshold,0.0,0.35,0.35,48,2,18411,13535,4465,18000,411,7398,1054,5058,9.533727373476173,10.222,0.274727065341372,0.43304794520547946,0.24805555555555556,129039.0,183996.0
0.15,post-threshold,0.0,0.35,0.35,49,1,18592,11740,6641,18381,211,6152,890,4682,8.917120954003407,10.070126761329634,0.251828743545611,0.40085616438356164,0.36129699145857136,104687.0,185099.0
0.15,post-threshold,0.0,0.35,0.35,49,2,18088,13467,4445,17912,176,7342,1022,5085,9.340164847404766,10.032715497990175,0.28112560813799203,0.4353595890410959,0.24815765966949532,125784.0,179706.0
0.15,post-threshold,0.0,0.35,0.35,50,1,18278,11614,6345,17959,319,6045,841,4720,8.928620630273807,10.092655493067543,0.25823394244446873,0.4041095890410959,0.35330474970766745,103697.0,181254.0
0.15,post-threshold,0.0,0.35,0.35,50,2,18221,13535,4427,17962,259,7407,988,5121,9.42630217953454,10.115911368444493,0.281049338675155,0.4384417808219178,0.24646475893553058,127585.0,181702.0
0.2,pre-threshold,0.2,0.5,0.3,1,1,18457,12098,6359,18457,0,5863,963,5271,7.921061332451645,8.885951129652707,0.2855827057484965,0.45128424657534244,0.3445305304220621,95829.0,164008.0
0.2,pre-threshold,0.2,0.5,0.3,1,2,18407,10960,7447,18407,0,5516,870,4569,8.265237226277373,8.905090454718314,0.2482207855707068,0.3911815068493151,0.4045743467159233,90587.0,163916.0
0.2,pre-threshold,0.2,0.5,0.3,2,1,18357,12065,6292,18357,0,5756,949,5358,7.83041856610029,8.765920357356867,0.2918777578035627,0.45873287671232876,0.34275753118701313,94474.0,160916.0
0.2,pre-threshold,0.2,0.5,0.3,2,2,18062,10807,7255,18062,0,5428,965,4409,8.200888313130378,8.820008858376703,0.24410364300741888,0.3774828767123288,0.40167201860259105,88627.0,159307.0
0.2,pre-threshold,0.2,0.5,0.3,3,1,18452,12175,6277,18452,0,5884,993,5289,8.001724845995893,8.947268588770864,0.28663559505744635,0.4528253424657534,0.34017992629525257,97421.0,165095.0
0.2,pre-threshold,0.2,0.5,0.3,3,2,18223,10926,7297,18223,0,5520,897,4505,8.307706388431265,8.93782582450749,0.24721505789387038,0.3857020547945205,0.4004280305108928,90770.0,162874.0
0.2,pre-threshold,0.2,0.5,0.3,4,1,18309,12178,6131,18309,0,5906,945,5321,7.972737723764165,8.88901633076629,0.2906220984215413,0.4555650684931507,0.3348626358621443,97092.0,162749.0
0.2,pre-threshold,0.2,0.5,0.3,4,2,18227,10894,7333,18227,0,5484,901,4508,8.255186341105196,8.86163383990783,0.24732539638997092,0.38595890410958905,0.4023152466121688,89932.0,161521.0
0.2,pre-threshold,0.2,0.5,0.3,5,1,18250,12202,6048,18250,0,5969,945,5286,7.876495656449762,8.786191780821918,0.28964383561643836,0.4525684931506849,0.3313972602739726,96109.0,160348.0
0.2,pre-threshold,0.2,0.5,0.3,5,2,18292,10829,7463,18292,0,5387,896,4542,8.202881152460984,8.836103214520008,0.2483052700634157,0.38886986301369864,0.4079925650557621,88829.0,161630.0
0.2,pre-threshold,0.2,0.5,0.3,6,1,18081,12130,5951,18081,0,5898,903,5329,7.913849958779885,8.83662408052652,0.29472927382335046,0.45625,0.3291300259941375,95995.0,159775.0
0.2,pre-threshold,0.2,0.5,0.3,6,2,18106,10935,7171,18106,0,5495,890,4548,8.26474622770919,8.870098309952501,0.2511874516734784,0.38938356164383564,0.3960565558378438,90375.0,160602.0
0.2,pre-threshold,0.2,0.5,0.3,7,1,18256,12116,6140,18256,0,5806,961,5344,7.866375041267745,8.792890008764243,0.2927256792287467,0.4575342465753425,0.3363277826468011,95309.0,160523.0
0.2,pre-threshold,0.2,0.5,0.3,7,2,18092,10837,7255,18092,0,5469,855,4510,8.187136661437668,8.801514481538801,0.24928145036480212,0.3861301369863014,0.401005969489277,88724.0,159237.0
0.2,pre-threshold,0.2,0.5,0.3,8,1,17937,11866,6071,17937,0,5618,973,5272,7.880583178830271,8.805095612421253,0.293917600490606,0.45136986301369864,0.33846239616435303,93511.0,157937.0
0.2,pre-threshold,0.2,0.5,0.3,8,2,18237,10904,7333,18237,0,5487,863,4553,8.192773294203961,8.808521138345123,0.24965729012447221,0.38981164383561645,0.40209464275922574,89334.0,160641.0
0.2,pre-threshold,0.2,0.5,0.3,9,1,18343,12118,6225,18343,0,5879,931,5308,7.861033173791054,8.792127787166766,0.2893746933435098,0.45445205479452055,0.3393665158371041,95260.0,161274.0
0.2,pre-threshold,0.2,0.5,0.3,9,2,18276,10893,7383,18276,0,5453,869,4571,8.172220692187643,8.79596191726855,0.2501094331363537,0.3913527397260274,0.40397242284963886,89020.0,160755.0
0.2,pre-threshold,0.2,0.5,0.3,10,1,18345,12053,6292,18345,0,5880,972,5194,7.86567659503858,8.837939493049877,0.28312891796129735,0.4446917808219178,0.3429817388934315,94805.0,162132.0
0.2,pre-threshold,0.2,0.5,0.3,10,2,18253,11000,7253,18253,0,5497,890,4608,8.271818181818182,8.87141839697584,0.2524516517832685,0.39452054794520547,0.3973593381909823,90990.0,161930.0
0.2,pre-threshold,0.2,0.5,0.3,11,1,18260,12047,6213,18260,0,5854,962,5228,8.028471818710052,8.9526286966046,0.28630887185104054,0.4476027397260274,0.34025191675794086,96719.0,163475.0
0.2,pre-threshold,0.2,0.5,0.3,11,2,18279,10975,7304,18279,0,5477,926,4564,8.280637813211845,8.910498386126156,0.2496854313693309,0.39075342465753427,0.3995842223316374,90880.0,162875.0
0.2,pre-threshold,0.2,0.5,0.3,12,1,18221,12108,6113,18221,0,5828,954,5319,7.818136769078295,8.731134405356457,0.2919159211898359,0.45539383561643837,0.3354920147083036,94662.0,159090.0
0.2,pre-threshold,0.2,0.5,0.3,12,2,18184,10704,7480,18184,0,5290,875,4534,8.139667414050821,8.780136383633964,0.24934007919049714,0.3881849315068493,0.41135063792344917,87127.0,159658.0
0.2,pre-threshold,0.2,0.5,0.3,13,1,18249,12014,6235,18249,0,5746,969,5295,7.825953054769435,8.773850621951889,0.29015288508959397,0.4533390410958904,0.34166255685243024,94021.0,160114.0
0.2,pre-threshold,0.2,0.5,0.3,13,2,18062,10820,7242,18062,0,5405,889,4520,8.231053604436228,8.815192116044734,0.25024914184475694,0.386986301369863,0.40095227549551543,89060.0,159220.0
0.2,pre-threshold,0.2,0.5,0.3,14,1,18068,11965,6103,18068,0,5727,1016,5222,7.8302549101546175,8.748062873588665,0.28901926057117555,0.4470890410958904,0.3377794996679212,93689.0,158060.0
0.2,pre-threshold,0.2,0.5,0.3,14,2,18211,10885,7326,18211,0,5437,895,4550,8.139549839228296,8.750590302564385,0.24984899236725056,0.3895547945205479,0.40228433364450056,88599.0,159357.0
0.2,pre-threshold,0.2,0.5,0.3,15,1,18128,12055,6073,18128,0,5833,956,5264,7.90228121111572,8.823863636363637,0.2903795233892321,0.4506849315068493,0.33500661959399824,95262.0,159959.0
0.2,pre-threshold,0.2,0.5,0.3,15,2,18260,10966,7294,18260,0,5520,886,4556,8.239376253875616,8.865991237677985,0.24950711938663747,0.3900684931506849,0.3994523548740416,90353.0,161893.0
0.2,pre-threshold,0.2,0.5,0.3,16,1,18148,12072,6076,18148,0,5833,954,5284,7.964628893306826,8.883513334802734,0.2911615605025347,0.4523972602739726,0.33480273308353536,96149.0,161218.0
0.2,pre-threshold,0.2,0.5,0.3,16,2,18155,10880,7275,18155,0,5449,870,4556,8.311580882352942,8.916717157807767,0.2509501514734233,0.3900684931506849,0.4007160561828697,90430.0,161883.0
0.2,pre-threshold,0.2,0.5,0.3,17,1,18139,12178,5961,18139,0,5898,986,5289,7.836590573164723,8.717955785875738,0.29158167484425823,0.4528253424657534,0.3286289211092122,95434.0,158135.0
0.2,pre-threshold,0.2,0.5,0.3,17,2,18413,10754,7659,18413,0,5337,934,4476,8.063790217593453,8.704447944387118,0.24308912181610817,0.3832191780821918,0.4159561179601369,86718.0,160275.0
0.2,pre-threshold,0.2,0.5,0.3,18,1,18077,12071,6006,18077,0,5800,1016,5253,7.781542539971833,8.67417159926979,0.29059025280743483,0.4497431506849315,0.33224539470044806,93931.0,156803.0
0.2,pre-threshold,0.2,0.5,0.3,18,2,17976,10866,7110,17976,0,5452,868,4545,8.082459046567275,8.678627058299956,0.25283711615487314,0.3891267123287671,0.39552736982643527,87824.0,156007.0
0.2,pre-threshold,0.2,0.5,0.3,19,1,18255,12050,6205,18255,0,5829,984,5234,8.03161825726141,8.96253081347576,0.28671596822788276,0.4481164383561644,0.33990687482881404,96781.0,163611.0
0.2,pre-threshold,0.2,0.5,0.3,19,2,18385,10942,7443,18385,0,5500,900,4535,8.346645951380003,8.968180581996192,0.2466684797389176,0.3882705479452055,0.404840902909981,91329.0,164880.0
0.2,pre-threshold,0.2,0.5,0.3,20,1,18341,12165,6176,18341,0,5901,928,5333,7.969995889847924,8.900005452265416,0.2907693146502372,0.45659246575342466,0.3367319121094815,96955.0,163235.0
0.2,pre-threshold,0.2,0.5,0.3,20,2,18050,10722,7328,18050,0,5308,901,4510,8.313374370453273,8.914903047091412,0.24986149584487535,0.3861301369863014,0.405983379501385,89136.0,160914.0
0.2,pre-threshold,0.2,0.5,0.3,21,1,18273,11981,6292,18273,0,5808,932,5233,7.918454219180369,8.861927433918897,0.28637881026651346,0.44803082191780824,0.3443331691566793,94871.0,161934.0
0.2,pre-threshold,0.2,0.5,0.3,21,2,18319,10990,7329,18319,0,5491,915,4577,8.197907188353048,8.80572083629019,0.24984988263551505,0.39186643835616436,0.400076423385556,90095.0,161312.0
0.2,pre-threshold,0.2,0.5,0.3,22,1,18257,12085,6172,18257,0,5868,915,5300,7.885229623500207,8.821766993481953,0.2902996111080681,0.4537671232876712,0.3380621131620748,95293.0,161059.0
0.2,pre-threshold,0.2,0.5,0.3,22,2,18445,11015,7430,18445,0,5550,861,4603,8.177485247389923,8.802819192193006,0.24955272431553266,0.39409246575342466,0.4028191921930062,90075.0,162368.0
0.2,pre-threshold,0.2,0.5,0.3,23,1,18259,12071,6188,18259,0,5865,926,5274,7.857841106784856,8.799715208938059,0.28884385782353905,0.45154109589041097,0.3389013637110466,94852.0,160674.0
0.2,pre-threshold,0.2,0.5,0.3,23,2,18258,10989,7269,18258,0,5516,918,4550,8.255801255801256,8.871672691422939,0.24920582758242962,0.3895547945205479,0.39812684850476504,90723.0,161979.0
0.2,pre-threshold,0.2,0.5,0.3,24,1,18249,11981,6268,18249,0,5800,947,5230,7.9566814122360405,8.88558277165872,0.28659104608471697,0.4477739726027397,0.34347087511644475,95329.0,162153.0
0.2,pre-threshold,0.2,0.5,0.3,24,2,18238,10989,7249,18238,0,5487,892,4607,8.235690235690235,8.839949555872355,0.25260445224257044,0.39443493150684933,0.3974668275030157,90502.0,161223.0
0.2,pre-threshold,0.2,0.5,0.3,25,1,18213,12199,6014,18213,0,5871,1005,5320,7.873022378883515,8.78114533574919,0.2920990501290287,0.4554794520547945,0.33020370065337945,96043.0,159931.0
0.2,pre-threshold,0.2,0.5,0.3,25,2,18181,10709,7472,18181,0,5353,872,4481,8.180128863572696,8.825917166272482,0.24646609097409383,0.3836472602739726,0.41097849403223147,87601.0,160464.0
0.2,pre-threshold,0.2,0.5,0.3,26,1,18087,12098,5989,18087,0,5867,931,5298,7.9309803273268304,8.858848896997843,0.29291756510200695,0.4535958904109589,0.3311218001879803,95949.0,160230.0
0.2,pre-threshold,0.2,0.5,0.3,26,2,18587,11154,7433,18587,0,5708,924,4517,8.311906042675274,8.909721848603862,0.24301931457470274,0.38672945205479453,0.39990315812126753,92711.0,165605.0
0.2,pre-threshold,0.2,0.5,0.3,27,1,18211,11997,6214,18211,0,5780,979,5224,8.030090856047345,8.966943056394486,0.28685959035747627,0.44726027397260276,0.34122233814727365,96337.0,163297.0
0.2,pre-threshold,0.2,0.5,0.3,27,2,18440,11024,7416,18440,0,5554,908,4557,8.340257619738752,8.956561822125813,0.24712581344902387,0.3901541095890411,0.4021691973969631,91943.0,165159.0
0.2,pre-threshold,0.2,0.5,0.3,28,1,18138,12060,6078,18138,0,5869,981,5206,7.92620232172471,8.861065167052598,0.2870217223508656,0.4457191780821918,0.3350975851802845,95590.0,160722.0
0.2,pre-threshold,0.2,0.5,0.3,28,2,18392,11013,7379,18392,0,5533,955,4520,8.288023245255607,8.87614180078295,0.24575902566333188,0.386986301369863,0.40120704654197475,91276.0,163250.0
0.2,pre-threshold,0.2,0.5,0.3,29,1,18258,12235,6023,18258,0,5935,908,5387,7.840049039640376,8.766513309234309,0.29504874575528534,0.46121575342465754,0.3298827911052689,95923.0,160059.0
0.2,pre-threshold,0.2,0.5,0.3,29,2,18345,10922,7423,18345,0,5530,902,4478,8.237502288958066,8.85554647042791,0.2440992095938948,0.3833904109589041,0.40463341509948214,89970.0,162455.0
0.2,pre-threshold,0.2,0.5,0.3,30,1,18162,11984,6178,18162,0,5788,931,5262,7.959696261682243,8.8935139301839,0.2897258011232243,0.45051369863013696,0.3401607752450171,95389.0,161524.0
0.2,pre-threshold,0.2,0.5,0.3,30,2,18378,11001,7377,18378,0,5504,913,4582,8.205890373602399,8.85194253999347,0.24931983893786047,0.3922945205479452,0.40140385243225596,90273.0,162681.0
0.2,pre-threshold,0.2,0.5,0.3,31,1,18309,12165,6144,18309,0,5867,1014,5283,7.978380600082203,8.903708558632367,0.288546616418155,0.45231164383561645,0.33557266917909223,97057.0,163018.0
0.2,pre-threshold,0.2,0.5,0.3,31,2,18071,10732,7339,18071,0,5361,893,4475,8.32053671263511,8.94848099164407,0.24763433124896242,0.3831335616438356,0.4061203032482984,89296.0,161708.0
0.2,pre-threshold,0.2,0.5,0.3,32,1,18481,12219,6262,18481,0,5852,965,5396,8.001882314428348,8.923921865699908,0.2919755424490017,0.461986301369863,0.3388344786537525,97775.0,164923.0
0.2,pre-threshold,0.2,0.5,0.3,32,2,18015,10732,7283,18015,0,5406,887,4433,8.289508013417816,8.912017762975298,0.24607271718012766,0.37953767123287674,0.40427421593116847,88963.0,160550.0
0.2,pre-threshold,0.2,0.5,0.3,33,1,18237,12064,6173,18237,0,5822,957,5277,7.912135278514588,8.839940779733508,0.2893568021056095,0.45179794520547945,0.33848768986127103,95452.0,161214.0
0.2,pre-threshold,0.2,0.5,0.3,33,2,18166,10747,7419,18166,0,5312,930,4496,8.242486275239601,8.842893317185952,0.24749532092920842,0.38493150684931504,0.40840030826819335,88582.0,160640.0
