scenario,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
"A: Pre-threshold gap
(0.30 gap below threshold)",64,2,18072,10284,7788,18072,0,5156,795,4330,8.112407623492805,8.545540061974325,0.23959716688800353,0.3707191780821918,0.4309428950863214,83428.0,154435.0
"A: Pre-threshold gap
(0.30 gap below threshold)",65,1,18286,12352,5934,18286,0,5856,969,5524,7.704015544041451,8.589412665427103,0.30208902985890845,0.47294520547945207,0.3245105545225856,95160.0,157066.0
"A: Pre-threshold gap
(0.30 gap below threshold)",65,2,18277,10315,7962,18277,0,5114,856,4341,8.103344643722734,8.564644088198282,0.23751162663456804,0.3716609589041096,0.4356294796739071,83586.0,156536.0
"A: Pre-threshold gap
(0.30 gap below threshold)",66,1,18092,12258,5834,18092,0,5715,1006,5532,7.667564039810736,8.556931240327216,0.30577050630112756,0.47363013698630135,0.3224629670572629,93989.0,154812.0
"A: Pre-threshold gap
(0.30 gap below threshold)",66,2,18258,10343,7915,18258,0,5198,908,4230,8.161751909504012,8.584894292912695,0.2316792638843247,0.3621575342465753,0.4335085989703144,84417.0,156743.0
"A: Pre-threshold gap
(0.30 gap below threshold)",67,1,18154,12159,5995,18154,0,5774,1008,5372,7.7457027716095075,8.66018508317726,0.29591274650214827,0.45993150684931505,0.33023025228599756,94180.0,157217.0
"A: Pre-threshold gap
(0.30 gap below threshold)",67,2,18588,10673,7915,18588,0,5383,871,4415,8.195165370561229,8.62368194534108,0.23751882935227028,0.3779965753424658,0.4258123520550893,87467.0,160297.0
"A: Pre-threshold gap
(0.30 gap below threshold)",68,1,18278,12178,6100,18278,0,5666,1017,5495,7.700853999014616,8.607615712878872,0.3006346427399059,0.4704623287671233,0.3337345442608601,93781.0,157330.0
"A: Pre-threshold gap
(0.30 gap below threshold)",68,2,18253,10296,7957,18253,0,5129,887,4280,8.13451825951826,8.586095436366625,0.23448200295841778,0.3664383561643836,0.43592834054675944,83753.0,156722.0
"A: Pre-threshold gap
(0.30 gap below threshold)",69,1,18276,12257,6019,18276,0,5873,962,5422,7.77058007669087,8.703436200481505,0.2966732326548479,0.46421232876712326,0.3293390238564237,95244.0,159064.0
"A: Pre-threshold gap
(0.30 gap below threshold)",69,2,18485,10583,7902,18485,0,5284,858,4441,8.269866767457243,8.692615634298079,0.24024885041925886,0.380222602739726,0.4274817419529348,87520.0,160683.0
"A: Pre-threshold gap
(0.30 gap below threshold)",70,1,18346,12227,6119,18346,0,5813,1035,5370,7.718900793326245,8.637359642428867,0.29270685708056254,0.4597602739726027,0.3335331952469203,94379.0,158461.0
"A: Pre-threshold gap
(0.30 gap below threshold)",70,2,18561,10559,8002,18561,0,5278,948,4330,8.198882469930865,8.62167986638651,0.23328484456656431,0.3707191780821918,0.43111901298421423,86572.0,160027.0
"A: Pre-threshold gap
(0.30 gap below threshold)",71,1,18223,12157,6066,18223,0,5784,946,5425,7.656658715143538,8.57553641003128,0.2977007078966142,0.4644691780821918,0.33287603577896063,93082.0,156272.0
"A: Pre-threshold gap
(0.30 gap below threshold)",71,2,18431,10490,7941,18431,0,5189,921,4379,8.103813155386081,8.554771851771472,0.23758884488090717,0.37491438356164386,0.43085019803591773,85009.0,157673.0
"A: Pre-threshold gap
(0.30 gap below threshold)",72,1,18485,12428,6057,18485,0,5930,953,5535,7.7195043450273575,8.642412767108466,0.29943197186908305,0.4738869863013699,0.32767108466324046,95938.0,159755.0
"A: Pre-threshold gap
(0.30 gap below threshold)",72,2,18202,10340,7862,18202,0,5160,893,4283,8.18201160541586,8.62833754532469,0.23530381276782772,0.36669520547945206,0.43193055708163935,84602.0,157053.0
"A: Pre-threshold gap
(0.30 gap below threshold)",73,1,18489,12501,5988,18489,0,5959,959,5583,7.7587393008559316,8.665963545892152,0.3019633295472984,0.47799657534246576,0.32386824598409863,96992.0,160225.0
"A: Pre-threshold gap
(0.30 gap below threshold)",73,2,18317,10427,7890,18317,0,5292,920,4214,8.226239570346216,8.65927826609161,0.23005950756128188,0.3607876712328767,0.4307473931320631,85775.0,158612.0
"A: Pre-threshold gap
(0.30 gap below threshold)",74,1,18498,12427,6071,18498,0,5906,1027,5494,7.678522571819426,8.578440912531084,0.29700508163044653,0.4703767123287671,0.3281976429884312,95421.0,158684.0
"A: Pre-threshold gap
(0.30 gap below threshold)",74,2,18003,10240,7763,18003,0,5091,909,4240,8.11337890625,8.538965727934233,0.23551630283841582,0.363013698630137,0.4312059101260901,83081.0,153727.0
"A: Pre-threshold gap
(0.30 gap below threshold)",75,1,18265,12231,6034,18265,0,5821,976,5434,7.67557844820538,8.586367369285519,0.29750889679715303,0.46523972602739727,0.3303586093621681,93880.0,156830.0
"A: Pre-threshold gap
(0.30 gap below threshold)",75,2,18426,10509,7917,18426,0,5232,911,4366,8.129793510324484,8.56029523499403,0.23694779116465864,0.3738013698630137,0.42966460436339954,85436.0,157732.0
"A: Pre-threshold gap
(0.30 gap below threshold)",76,1,18402,12451,5951,18402,0,5914,969,5564,7.838486868524616,8.747581784588633,0.30235843930007605,0.47636986301369866,0.32338876209107703,97597.0,160973.0
"A: Pre-threshold gap
(0.30 gap below threshold)",76,2,18263,10459,7804,18263,0,5337,907,4211,8.349555406826656,8.775721403931446,0.2305754804796583,0.3605308219178082,0.42731205168920766,87328.0,160271.0
"A: Pre-threshold gap
(0.30 gap below threshold)",77,1,18362,12261,6101,18362,0,5904,931,5425,7.826196884430307,8.771484587735541,0.29544711905021237,0.4644691780821918,0.33226228079729875,95957.0,161062.0
"A: Pre-threshold gap
(0.30 gap below threshold)",77,2,18621,10681,7940,18621,0,5355,935,4388,8.349686358955154,8.754094839160087,0.2356479243864454,0.37568493150684934,0.4264003007357285,89183.0,163010.0
"A: Pre-threshold gap
(0.30 gap below threshold)",78,1,18340,12285,6055,18340,0,5863,960,5461,7.699796499796499,8.638495092693566,0.29776444929116686,0.4675513698630137,0.3301526717557252,94592.0,158430.0
"A: Pre-threshold gap
(0.30 gap below threshold)",78,2,18363,10563,7800,18363,0,5323,846,4392,8.21565843037016,8.63704187768883,0.23917660512988073,0.37602739726027395,0.4247671949027937,86782.0,158602.0
"A: Pre-threshold gap
(0.30 gap below threshold)",79,1,18401,12511,5890,18401,0,5985,1061,5465,7.779793781472304,8.677789250584208,0.29699472854736153,0.4678938356164384,0.3200912993859029,97333.0,159680.0
"A: Pre-threshold gap
(0.30 gap below threshold)",79,2,18291,10352,7939,18291,0,5204,909,4239,8.246715610510046,8.6657372478268,0.23175332130556012,0.3629280821917808,0.4340385982177027,85370.0,158505.0
"A: Pre-threshold gap
(0.30 gap below threshold)",80,1,18248,12213,6035,18248,0,5736,1041,5436,7.794153770572341,8.697939500219203,0.29789565979833404,0.4654109589041096,0.33072117492327924,95190.0,158720.0
"A: Pre-threshold gap
(0.30 gap below threshold)",80,2,18375,10380,7995,18375,0,5185,910,4285,8.213969171483622,8.671020408163265,0.23319727891156464,0.3668664383561644,0.43510204081632653,85261.0,159330.0
"A: Pre-threshold gap
(0.30 gap below threshold)",81,1,18349,12422,5927,18349,0,5809,993,5611,7.663017227499598,8.55621559758025,0.3057932312387596,0.48039383561643834,0.323014878194997,95190.0,156998.0
"A: Pre-threshold gap
(0.30 gap below threshold)",81,2,18001,10199,7802,18001,0,5128,848,4220,8.137464457299735,8.536970168323982,0.23443142047664017,0.3613013698630137,0.43342036553524804,82994.0,153674.0
"A: Pre-threshold gap
(0.30 gap below threshold)",82,1,18152,12258,5894,18152,0,5775,1014,5464,7.688448360254528,8.55949757602468,0.3010136624063464,0.4678082191780822,0.3247025121198766,94245.0,155372.0
"A: Pre-threshold gap
(0.30 gap below threshold)",82,2,18108,10265,7843,18108,0,5063,840,4362,8.027082318558207,8.43726529710625,0.24088800530152418,0.37345890410958904,0.4331234813342169,82398.0,152782.0
"A: Pre-threshold gap
(0.30 gap below threshold)",83,1,18185,12256,5929,18185,0,5813,1038,5405,7.7842689295039165,8.682045642012648,0.29722298597745395,0.4627568493150685,0.32603794335991204,95404.0,157883.0
"A: Pre-threshold gap
(0.30 gap below threshold)",83,2,18349,10607,7742,18349,0,5370,868,4369,8.205336098802677,8.63861790833288,0.23810561883481388,0.3740582191780822,0.42193035042781624,87034.0,158510.0
"A: Pre-threshold gap
(0.30 gap below threshold)",84,1,17911,12129,5782,17911,0,5695,997,5437,7.6001319152444555,8.480096030372398,0.303556473675395,0.46549657534246575,0.32281837976662386,92182.0,151887.0
"A: Pre-threshold gap
(0.30 gap below threshold)",84,2,18211,10401,7810,18211,0,5145,858,4398,8.031150850879722,8.449728186261051,0.24150238866619075,0.37654109589041096,0.4288616770084015,83532.0,153878.0
"A: Pre-threshold gap
(0.30 gap below threshold)",85,1,18055,12185,5870,18055,0,5709,1039,5433,7.715716044316783,8.608640265854334,0.30091387427305455,0.4651541095890411,0.3251176959291055,94016.0,155429.0
"A: Pre-threshold gap
(0.30 gap below threshold)",85,2,18251,10430,7821,18251,0,5231,865,4331,8.165004793863854,8.563475973919237,0.2373020656402389,0.37080479452054793,0.42852446441290887,85161.0,156292.0
"A: Pre-threshold gap
(0.30 gap below threshold)",86,1,18080,12147,5933,18080,0,5812,920,5410,7.750061743640405,8.658075221238938,0.29922566371681414,0.4631849315068493,0.32815265486725664,94140.0,156538.0
"A: Pre-threshold gap
(0.30 gap below threshold)",86,2,18585,10696,7889,18585,0,5345,906,4443,8.225411368735976,8.651493139628732,0.2390637610976594,0.38039383561643836,0.42448210922787194,87979.0,160788.0
"A: Pre-threshold gap
(0.30 gap below threshold)",87,1,18188,12290,5898,18188,0,5684,977,5626,7.625386493083808,8.51770398064658,0.3093248295579503,0.4816780821917808,0.3242797448867385,93716.0,154920.0
"A: Pre-threshold gap
(0.30 gap below threshold)",87,2,18068,10311,7757,18068,0,5246,862,4199,8.126757831442148,8.546103608589773,0.23239982289129954,0.35950342465753427,0.4293225592207217,83795.0,154411.0
"A: Pre-threshold gap
(0.30 gap below threshold)",88,1,18234,12422,5812,18234,0,6009,984,5426,7.679278699082273,8.559284852473402,0.2975759570034002,0.46455479452054793,0.31874520127234834,95392.0,156070.0
"A: Pre-threshold gap
(0.30 gap below threshold)",88,2,18330,10466,7864,18330,0,5191,845,4424,8.083604051213452,8.50987452264048,0.2413529732678669,0.37876712328767126,0.42902345881069287,84603.0,155986.0
"A: Pre-threshold gap
(0.30 gap below threshold)",89,1,18080,12197,5883,18080,0,5796,977,5422,7.616217102566205,8.52566371681416,0.29988938053097347,0.46421232876712326,0.3253871681415929,92895.0,154144.0
"A: Pre-threshold gap
(0.30 gap below threshold)",89,2,18141,10406,7735,18141,0,5137,930,4339,8.119930809148569,8.538944931370928,0.23918196350807563,0.37148972602739727,0.4263822281020892,84496.0,154905.0
"A: Pre-threshold gap
(0.30 gap below threshold)",90,1,18157,12239,5918,18157,0,5754,974,5500,7.648418988479451,8.562978465605552,0.302913476895963,0.4708904109589041,0.3259349011400562,93609.0,155478.0
"A: Pre-threshold gap
(0.30 gap below threshold)",90,2,18146,10260,7886,18146,0,5058,887,4306,8.150682261208576,8.61677504684228,0.2372974760277747,0.3686643835616438,0.4345861346853301,83626.0,156360.0
"A: Pre-threshold gap
(0.30 gap below threshold)",91,1,18378,12387,5991,18378,0,5948,973,5465,7.766771615403245,8.6743388834476,0.2973664163673958,0.4678938356164384,0.3259875938622266,96207.0,159417.0
"A: Pre-threshold gap
(0.30 gap below threshold)",91,2,18307,10452,7855,18307,0,5204,893,4350,8.200631458094145,8.65133555470585,0.237614027421205,0.3724315068493151,0.4290708472169116,85713.0,158380.0
"A: Pre-threshold gap
(0.30 gap below threshold)",92,1,18303,12453,5850,18303,0,5910,969,5569,7.682727053721995,8.562967819483145,0.3042670600448014,0.47679794520547947,0.31961973446975905,95673.0,156728.0
"A: Pre-threshold gap
(0.30 gap below threshold)",92,2,18057,10317,7740,18057,0,5175,865,4274,8.111854221188329,8.524838012958963,0.23669491056100128,0.3659246575342466,0.4286426316663898,83690.0,153933.0
"A: Pre-threshold gap
(0.30 gap below threshold)",93,1,18118,12314,5804,18118,0,5827,993,5490,7.618970277732662,8.513025720278176,0.3030135776575781,0.4700342465753425,0.3203444088751518,93820.0,154239.0
"A: Pre-threshold gap
(0.30 gap below threshold)",93,2,18272,10404,7868,18272,0,5186,897,4318,8.13110342176086,8.53705122591944,0.23631786339754815,0.3696917808219178,0.43060420315236425,84596.0,155989.0
"A: Pre-threshold gap
(0.30 gap below threshold)",94,1,18340,12289,6051,18340,0,5799,957,5530,7.690698999104891,8.620229007633588,0.3015267175572519,0.473458904109589,0.3299345692475463,94511.0,158095.0
"A: Pre-threshold gap
(0.30 gap below threshold)",94,2,18449,10510,7939,18449,0,5329,882,4293,8.244909609895338,8.654344408911053,0.23269553905360724,0.3675513698630137,0.43032142663559003,86654.0,159664.0
"A: Pre-threshold gap
(0.30 gap below threshold)",95,1,18366,12269,6097,18366,0,5763,956,5546,7.671366859564757,8.582108243493412,0.3019710334313405,0.4748287671232877,0.3319721224000871,94120.0,157619.0
"A: Pre-threshold gap
(0.30 gap below threshold)",95,2,18216,10342,7874,18216,0,5142,846,4349,8.186520982401856,8.60501756697409,0.23874615722441808,0.3723458904109589,0.4322573561703997,84665.0,156749.0
"A: Pre-threshold gap
(0.30 gap below threshold)",96,1,18196,12256,5940,18196,0,5732,926,5597,7.617901436031332,8.518135854033854,0.30759507584084417,0.47919520547945205,0.3264453726093647,93365.0,154996.0
"A: Pre-threshold gap
(0.30 gap below threshold)",96,2,18220,10343,7877,18220,0,5179,785,4379,8.131586580295853,8.532875960482986,0.2403402854006586,0.37491438356164386,0.4323271130625686,84105.0,155469.0
"A: Pre-threshold gap
(0.30 gap below threshold)",97,1,18278,12268,6010,18278,0,5754,1010,5504,7.764590805347245,8.67485501696028,0.30112703796914325,0.4712328767123288,0.3288105919684867,95256.0,158559.0
"A: Pre-threshold gap
(0.30 gap below threshold)",97,2,18173,10393,7780,18173,0,5230,833,4330,8.229000288655826,8.649479997798933,0.23826555879601607,0.3707191780821918,0.4281076322016178,85524.0,157187.0
"A: Pre-threshold gap
(0.30 gap below threshold)",98,1,18329,12430,5899,18329,0,5922,994,5513,7.759452936444087,8.653663593212942,0.30078018440722354,0.47200342465753425,0.32183970756724317,96450.0,158613.0
"A: Pre-threshold gap
(0.30 gap below threshold)",98,2,18230,10332,7898,18230,0,5157,888,4285,8.22251258226868,8.635655512890839,0.23505211190345585,0.3668664383561644,0.43324190894130554,84955.0,157428.0
"A: Pre-threshold gap
(0.30 gap below threshold)",99,1,18165,12203,5962,18165,0,5744,979,5476,7.856838482340408,8.763225984035232,0.30145884943572804,0.46883561643835614,0.3282135975777594,95877.0,159184.0
"A: Pre-threshold gap
(0.30 gap below threshold)",99,2,18354,10525,7829,18354,0,5275,888,4350,8.32313539192399,8.730630925138934,0.2370055573716901,0.3724315068493151,0.4265555192328648,87601.0,160242.0
"A: Pre-threshold gap
(0.30 gap below threshold)",100,1,18117,12150,5967,18117,0,5704,972,5474,7.630781893004115,8.539493293591654,0.302147154606171,0.46866438356164386,0.3293591654247392,92714.0,154710.0
"A: Pre-threshold gap
(0.30 gap below threshold)",100,2,18213,10509,7704,18213,0,5289,890,4327,8.120277857074889,8.54378740460111,0.23757755449404272,0.37046232876712326,0.42299456432218746,85336.0,155608.0
"B: Post-threshold gap
(0.30 gap above threshold)",1,1,18082,11002,5785,16787,1295,5632,744,4612,8.820668969278312,10.061059152915947,0.25506028094237365,0.39486301369863014,0.3446119020670757,97045.0,168895.0
"B: Post-threshold gap
(0.30 gap above threshold)",1,2,18246,14677,2325,17002,1244,8351,1084,5216,9.80554609252572,10.168039054228915,0.2858708758083964,0.4465753424657534,0.13674861780966946,143916.0,172877.0
"B: Post-threshold gap
(0.30 gap above threshold)",2,1,18294,11102,5748,16850,1444,5727,822,4543,8.943883984867592,10.153293768545995,0.24833278670602382,0.3889554794520548,0.3411275964391691,99295.0,171083.0
"B: Post-threshold gap
(0.30 gap above threshold)",2,2,18124,14458,2240,16698,1426,8142,1079,5212,9.761031954627196,10.128039286142053,0.287574486868241,0.44623287671232875,0.13414780213199184,141125.0,169118.0
"B: Post-threshold gap
(0.30 gap above threshold)",3,1,18304,11180,5744,16924,1380,5772,762,4628,8.932826475849732,10.124379579295676,0.2528409090909091,0.39623287671232876,0.3393996691089577,99869.0,171345.0
"B: Post-threshold gap
(0.30 gap above threshold)",3,2,18165,14426,2340,16766,1399,8155,1034,5217,9.78337723554693,10.153942502684004,0.28720066061106525,0.44666095890410956,0.13956817368483837,141135.0,170241.0
"B: Post-threshold gap
(0.30 gap above threshold)",4,1,18085,11048,5773,16821,1264,5802,748,4489,8.89346488052136,10.105403959336543,0.24821675421620126,0.3843321917808219,0.343201949943523,98255.0,169983.0
"B: Post-threshold gap
(0.30 gap above threshold)",4,2,18277,14727,2237,16964,1313,8318,1091,5294,9.735519793576424,10.09248997877859,0.28965366307380863,0.45325342465753427,0.13186748408394247,143375.0,171209.0
"B: Post-threshold gap
(0.30 gap above threshold)",5,1,18295,11071,5849,16920,1375,5740,759,4563,8.916358052569777,10.149408983451536,0.24941240776168352,0.39066780821917807,0.3456855791962175,98713.0,171728.0
"B: Post-threshold gap
(0.30 gap above threshold)",5,2,18162,14514,2292,16806,1356,8158,1123,5211,9.79330301777594,10.158931334047365,0.2869177403369673,0.4461472602739726,0.13637986433416638,142140.0,170731.0
"B: Post-threshold gap
(0.30 gap above threshold)",6,1,18343,10970,5873,16843,1500,5716,787,4456,8.97803099361896,10.183933978507392,0.24292645695905796,0.3815068493150685,0.34869085079855133,98489.0,171528.0
"B: Post-threshold gap
(0.30 gap above threshold)",6,2,18394,14585,2319,16904,1490,8158,1070,5333,9.748577305450805,10.11606720302887,0.28993149940197893,0.45659246575342466,0.13718646474207288,142183.0,171002.0
"B: Post-threshold gap
(0.30 gap above threshold)",7,1,18284,10908,5873,16781,1503,5665,790,4433,8.991015768243491,10.213336511530898,0.24245241741413256,0.37953767123287674,0.3499791430784816,98074.0,171390.0
"B: Post-threshold gap
(0.30 gap above threshold)",7,2,18254,14470,2271,16741,1513,8021,1113,5323,9.809329647546647,10.169105788184696,0.29160731894379316,0.45573630136986304,0.1356549787945762,141941.0,170241.0
"B: Post-threshold gap
(0.30 gap above threshold)",8,1,18078,11039,5714,16753,1325,5632,793,4602,8.864118126641905,10.09353548618158,0.2545635579156986,0.3940068493150685,0.34107324061362143,97851.0,169097.0
"B: Post-threshold gap
(0.30 gap above threshold)",8,2,18020,14417,2254,16671,1349,8133,1050,5208,9.78566969549837,10.149121228480595,0.28901220865704774,0.4458904109589041,0.13520484673984765,141080.0,169196.0
"B: Post-threshold gap
(0.30 gap above threshold)",9,1,18208,11147,5854,17001,1207,5759,774,4603,8.885350318471337,10.120345862008117,0.2528009666080844,0.39409246575342466,0.34433268631256986,99045.0,172056.0
"B: Post-threshold gap
(0.30 gap above threshold)",9,2,18017,14468,2341,16809,1208,8162,1086,5200,9.776817804810616,10.149681718127194,0.2886163068213354,0.4452054794520548,0.13927062882979357,141451.0,170606.0
"B: Post-threshold gap
(0.30 gap above threshold)",10,1,18002,10898,5767,16665,1337,5644,758,4489,8.893741971003854,10.13945394539454,0.2493611820908788,0.3843321917808219,0.34605460546054606,96924.0,168974.0
"B: Post-threshold gap
(0.30 gap above threshold)",10,2,18247,14590,2260,16850,1397,8162,1103,5302,9.785606579849212,10.148961424332343,0.2905683125993314,0.45393835616438355,0.13412462908011868,142772.0,171010.0
"B: Post-threshold gap
(0.30 gap above threshold)",11,1,18406,11141,5839,16980,1426,5688,834,4612,9.002064446638542,10.212014134275618,0.25057046615234163,0.39486301369863014,0.3438751472320377,100292.0,173400.0
"B: Post-threshold gap
(0.30 gap above threshold)",11,2,18047,14227,2326,16553,1494,7992,1103,5112,9.812961270823083,10.19090195130792,0.28326037568570955,0.43767123287671234,0.14051833504500694,139609.0,168690.0
"B: Post-threshold gap
(0.30 gap above threshold)",12,1,18174,11016,5864,16880,1294,5658,781,4560,8.915849673202615,10.131516587677725,0.2509078903928689,0.3904109589041096,0.34739336492890993,98217.0,171020.0
"B: Post-threshold gap
(0.30 gap above threshold)",12,2,18296,14587,2363,16950,1346,8259,1045,5258,9.765064783711525,10.139469026548673,0.28738522081329254,0.45017123287671235,0.13941002949852507,142443.0,171864.0
"B: Post-threshold gap
(0.30 gap above threshold)",13,1,18135,11094,5675,16769,1366,5730,812,4542,8.88236884802596,10.094340747808456,0.25045492142266335,0.38886986301369864,0.338422088377363,98541.0,169272.0
"B: Post-threshold gap
(0.30 gap above threshold)",13,2,18166,14467,2289,16756,1410,8149,1069,5229,9.778876062763532,10.146096920506087,0.2878454255202026,0.44768835616438357,0.13660778228694198,141471.0,170008.0
"B: Post-threshold gap
(0.30 gap above threshold)",14,1,18284,11011,5787,16798,1486,5716,794,4492,8.919262555626192,10.144243362305037,0.24567928243272807,0.3845890410958904,0.34450529824979165,98210.0,170403.0
"B: Post-threshold gap
(0.30 gap above threshold)",14,2,18363,14503,2340,16843,1520,8127,1069,5288,9.798662345721574,10.17342516178828,0.28797037521102214,0.45273972602739726,0.1389301193374102,142110.0,171351.0
"B: Post-threshold gap
(0.30 gap above threshold)",15,1,18160,10979,5710,16689,1471,5727,740,4499,8.905638036251025,10.124033794715082,0.24774229074889867,0.38518835616438357,0.34214153034933187,97775.0,168960.0
"B: Post-threshold gap
(0.30 gap above threshold)",15,2,18427,14639,2335,16974,1453,8218,1113,5288,9.753193524147825,10.129138682691174,0.2869702067618169,0.45273972602739726,0.13756333215506067,142777.0,171932.0
"B: Post-threshold gap
(0.30 gap above threshold)",16,1,18164,11153,5817,16970,1194,5734,804,4602,8.869631489285394,10.098939304655275,0.2533582911253028,0.3940068493150685,0.34278137890394816,98923.0,171379.0
"B: Post-threshold gap
(0.30 gap above threshold)",16,2,17905,14405,2299,16704,1201,8126,1114,5143,9.78757375911142,10.15014367816092,0.2872382016196593,0.44032534246575344,0.1376317049808429,140990.0,169548.0
"B: Post-threshold gap
(0.30 gap above threshold)",17,1,18433,11024,6045,17069,1364,5713,775,4519,8.90792815674891,10.163864315425625,0.24515814029186783,0.38690068493150687,0.3541507996953541,98201.0,173487.0
"B: Post-threshold gap
(0.30 gap above threshold)",17,2,18291,14619,2361,16980,1311,8244,1136,5225,9.80716875299268,10.179858657243816,0.28565961401782297,0.4473458904109589,0.1390459363957597,143371.0,172854.0
"B: Post-threshold gap
(0.30 gap above threshold)",18,1,18341,11074,6105,17179,1162,5736,781,4548,8.839534043705978,10.106932883171314,0.2479690311324355,0.38938356164383564,0.35537574946155187,97889.0,173627.0
"B: Post-threshold gap
(0.30 gap above threshold)",18,2,18181,14644,2402,17046,1135,8290,1076,5259,9.786738596012018,10.16121084125308,0.28925801661074746,0.4502568493150685,0.1409128241229614,143317.0,173208.0
"B: Post-threshold gap
(0.30 gap above threshold)",19,1,18328,10962,5889,16851,1477,5716,753,4481,8.961047254150703,10.19043380214824,0.24448930597992144,0.3836472602739726,0.34947480861669933,98231.0,171719.0
"B: Post-threshold gap
(0.30 gap above threshold)",19,2,18319,14568,2249,16817,1502,8142,1079,5331,9.761463481603515,10.12463578521734,0.29100933457066436,0.4564212328767123,0.1337337218291015,142205.0,170266.0
"B: Post-threshold gap
(0.30 gap above threshold)",20,1,18358,11003,5933,16936,1422,5692,760,4543,8.982186676360993,10.209435521965045,0.24746704434034208,0.3889554794520548,0.35031884742560226,98831.0,172907.0
"B: Post-threshold gap
(0.30 gap above threshold)",20,2,18220,14440,2398,16838,1382,8088,1107,5225,9.778601108033241,10.164568238508137,0.2867727771679473,0.4473458904109589,0.14241596389119848,141203.0,171151.0
"B: Post-threshold gap
(0.30 gap above threshold)",21,1,18089,11063,5789,16852,1237,5734,758,4558,8.852481243785592,10.085687158794208,0.2519763392116756,0.39023972602739726,0.34352005696653215,97935.0,169964.0
"B: Post-threshold gap
(0.30 gap above threshold)",21,2,18122,14508,2362,16870,1252,8173,1064,5249,9.756754893851667,10.127741553052756,0.28964794172828606,0.44940068493150687,0.14001185536455246,141551.0,170855.0
"B: Post-threshold gap
(0.30 gap above threshold)",22,1,18050,11073,5655,16728,1322,5742,811,4501,8.928294048586652,10.113283118125299,0.24936288088642658,0.3853595890410959,0.33805595408895267,98863.0,169175.0
"B: Post-threshold gap
(0.30 gap above threshold)",22,2,18190,14484,2308,16792,1398,8131,1068,5264,9.742129246064623,10.113685088137208,0.28938977460142934,0.4506849315068493,0.137446403049071,141105.0,169829.0
"B: Post-threshold gap
(0.30 gap above threshold)",23,1,18283,11104,5921,17025,1258,5715,794,4585,8.93786023054755,10.163994126284875,0.25077941256905323,0.3925513698630137,0.3477826725403818,99246.0,173042.0
"B: Post-threshold gap
(0.30 gap above threshold)",23,2,18242,14610,2359,16969,1273,8322,1094,5177,9.765776865160849,10.142671931168602,0.2837956364433724,0.44323630136986303,0.13901820967646886,142678.0,172111.0
"B: Post-threshold gap
(0.30 gap above threshold)",24,1,18066,10960,5680,16640,1426,5684,775,4490,8.881113138686132,10.110877403846153,0.24853315620502603,0.3844178082191781,0.34134615384615385,97337.0,168245.0
"B: Post-threshold gap
(0.30 gap above threshold)",24,2,18277,14527,2281,16808,1469,8121,1056,5337,9.746059062435465,10.11928843407901,0.2920063467746348,0.45693493150684933,0.13570918610185626,141581.0,170085.0
"B: Post-threshold gap
(0.30 gap above threshold)",25,1,18236,11097,5795,16892,1344,5814,796,4473,8.873659547625484,10.103184939616387,0.2452840535205089,0.3829623287671233,0.34306180440445183,98471.0,170663.0
"B: Post-threshold gap
(0.30 gap above threshold)",25,2,18355,14569,2384,16953,1402,8171,1035,5341,9.754615965406,10.13437149767003,0.29098338327431217,0.457277397260274,0.14062407833421814,142115.0,171808.0
"B: Post-threshold gap
(0.30 gap above threshold)",26,1,18319,11117,5941,17058,1261,5809,721,4573,8.887739498066026,10.12592332043616,0.2496315301053551,0.39152397260273974,0.3482823308711455,98805.0,172728.0
"B: Post-threshold gap
(0.30 gap above threshold)",26,2,18178,14539,2300,16839,1339,8140,1065,5311,9.717931081917602,10.088366292535186,0.29216635493453624,0.45470890410958903,0.13658768335411842,141289.0,169878.0
"B: Post-threshold gap
(0.30 gap above threshold)",27,1,18377,11133,5695,16828,1549,5730,797,4597,8.873169855384893,10.09531732826242,0.2501496435762094,0.39357876712328765,0.33842405514618495,98785.0,169884.0
"B: Post-threshold gap
(0.30 gap above threshold)",27,2,18303,14427,2318,16745,1558,8131,1076,5202,9.834477022249947,10.2003583159152,0.28421570234387805,0.44537671232876713,0.13842938190504628,141882.0,170805.0
"B: Post-threshold gap
(0.30 gap above threshold)",28,1,18104,11112,5745,16857,1247,5786,775,4540,8.85430165586753,10.076644717328113,0.2507733097657976,0.3886986301369863,0.3408079729489233,98389.0,169862.0
"B: Post-threshold gap
(0.30 gap above threshold)",28,2,18074,14526,2331,16857,1217,8164,1056,5285,9.765386204047914,10.139526606157679,0.2924089852827266,0.4524828767123288,0.1382808328884143,141852.0,170922.0
"B: Post-threshold gap
(0.30 gap above threshold)",29,1,18288,10983,5708,16691,1597,5610,789,4573,8.900027314941273,10.128212809298425,0.2500546806649169,0.39152397260273974,0.3419807081660775,97749.0,169050.0
"B: Post-threshold gap
(0.30 gap above threshold)",29,2,18438,14558,2308,16866,1572,8245,1060,5228,9.805673856298942,10.17170639155698,0.283544853020935,0.4476027397260274,0.1368433534922329,142751.0,171556.0
"B: Post-threshold gap
(0.30 gap above threshold)",30,1,18362,11071,5840,16911,1451,5730,783,4543,9.002438804082738,10.197918514576312,0.2474131358239843,0.3889554794520548,0.34533735438472,99666.0,172457.0
