background_id,n_paired_seeds,class_1_standby_joined_on_arm,class_2_standby_joined_on_arm,class_1_standby_recalled_on_arm,class_2_standby_recalled_on_arm,class_1_standby_expired_on_arm,class_2_standby_expired_on_arm,class_1_standby_recall_rate_on_arm,class_2_standby_recall_rate_on_arm,class_1_mean_standby_wait_days_on_arm,class_2_mean_standby_wait_days_on_arm,class_1_mean_original_offered_delay_recalled_on_arm,class_2_mean_original_offered_delay_recalled_on_arm,delta_utilization,delta_utilization_ci_low,delta_utilization_ci_high,utilization_status,delta_class_1_no_show_rate,delta_class_1_no_show_rate_ci_low,delta_class_1_no_show_rate_ci_high,class_1_no_show_rate_status,delta_class_2_no_show_rate,delta_class_2_no_show_rate_ci_low,delta_class_2_no_show_rate_ci_high,class_2_no_show_rate_status,delta_mean_accepted_delay,delta_mean_accepted_delay_ci_low,delta_mean_accepted_delay_ci_high,delta_class_1_served_rate,delta_class_1_served_rate_ci_low,delta_class_1_served_rate_ci_high,delta_class_2_served_rate,delta_class_2_served_rate_ci_low,delta_class_2_served_rate_ci_high,delta_overall_served_rate,delta_overall_served_rate_ci_low,delta_overall_served_rate_ci_high,delta_mean_offered_delay,delta_mean_offered_delay_ci_low,delta_mean_offered_delay_ci_high,horizon_days,rho,class1_share,slots_per_day,condition_satisfied
BG00011,20,71.85,289.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029452054794519788,-0.003582191780821845,0.00921986301369832,inconclusive,0.0007846010590955744,-0.0029726657138585853,0.004476593763266197,inconclusive,0.0003802909300396749,-0.0016156834776475445,0.0021940468877723147,inconclusive,0.0009190922308909673,-0.015912873798068862,0.017650028405617,-0.0002888069812295946,-0.004109418670419486,0.003548705021110282,2.019833992334963e-05,-0.00460724609303839,0.004773283712270132,-0.00013811674940988338,-0.002378232312981513,0.002240710132850942,0.0007649372525116785,-0.016449736655791258,0.01746048383128745,7,1.0,0.5,20,False
BG00012,20,307.5,363.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006739726027394976,-0.0006440410958906887,0.002016438356164077,inconclusive,-0.0027890649849615728,-0.005839343008707399,0.0003347099896137127,inconclusive,0.0004408263134874295,-0.00033230844909271084,0.0011914250200482177,inconclusive,-0.0004563558019934133,-0.030593021294026152,0.029888933409193047,0.0029382901789260173,-0.0015059683041433118,0.007361871588647843,0.0007300490046910635,-0.0018939411801879406,0.003302143320123473,0.0011342239166144464,-0.001414938420636612,0.0037034603463852616,-0.0001795162959862706,-0.02963302779857236,0.029376722392152117,7,1.4,0.3,50,False
BG00013,20,2621.05,139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00047602739726042563,-0.001996660958904315,0.001047945205479272,inconclusive,0.0004621171086579098,-0.00042338020966083617,0.0013660680759306984,inconclusive,-0.0001395237541689992,-0.0022822702778794407,0.0021164742191575824,inconclusive,0.000724333026878321,-0.041889527146596876,0.04076599732741825,0.0003272966653253051,-0.0021031899798258343,0.0027976009384214056,-0.00020931127417320728,-0.0033582880624323562,0.0031868888108440964,1.616283003795793e-05,-0.0021370961178094486,0.0021744499741970062,0.0004412629232305787,-0.04179723528053241,0.041754925633658464,7,1.6,0.7,40,False
BG00014,20,401.85,177.0,0.0,1.3,0.0,0.0,0.0,0.00721067415730337,0.0,0.5,0.0,0.3920289855072464,0.0019999999999998964,-0.0005549657534249431,0.004568664383561518,inconclusive,-0.0009869934084987555,-0.0022129848935602153,0.00014675530807674149,inconclusive,-0.00047355288368670055,-0.002853391156335046,0.001926397826237699,inconclusive,-0.026473845268339423,-0.05629088038415236,0.0025430417340341956,0.0025531306495594265,-0.0014212900147578863,0.006343940764214473,0.0039799654768480405,0.0007668993969734772,0.00732792030053882,0.0029605399770422786,-0.0005041329364452483,0.006306210319469008,-0.025922938073694078,-0.055855510966007924,0.0031052914218991988,7,2.0,0.7,20,False
BG00015,20,209.35,983.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009041095890409745,-0.0039729452054795686,0.005938869863013556,inconclusive,-0.0020605961233679027,-0.006738114745780211,0.002757400139298849,inconclusive,0.001038216475088465,0.0001263998473771745,0.001968921174571767,inconclusive,-1.9234328567950197e-05,-0.0054675726867236775,0.005024491274237059,-0.0010031299586135633,-0.004398591784713698,0.002453867581403386,-0.0001657441654432379,-0.004291529893018456,0.003806877198769738,-0.0003421445303409376,-0.0031364913575931508,0.0024119453307425995,0.00020429798241748486,-0.004757483554582617,0.005007634468185591,7,1.2,0.3,20,False
BG00016,20,236.45,228.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019794520547946393,0.0001267123287673512,0.0038083047945206144,inconclusive,-0.0032354606341534085,-0.004871065712527517,-0.0015301868627181844,inconclusive,0.0005839959094550496,-0.0003232586471669822,0.0014675602105236,inconclusive,0.006354027450560529,-0.02587951670422979,0.04057687713638611,0.0022676433499747963,-0.0009308368754221811,0.005669609883285711,-0.0007752531588030908,-0.004937393479496365,0.0033673354282632946,0.0007414806917389605,-0.002319071419533846,0.003816404208557079,0.005769211328911883,-0.02587514866659481,0.038367611803537656,7,1.6,0.5,40,False
BG00017,20,371.8,20.6,0.0,3.5,0.0,0.0,0.0,0.17411816761931176,0.0,75.52166666666668,0.0,1.1324999999999998,0.0008082191780817594,-0.001144006849315567,0.002780821917807836,inconclusive,-8.988496022468637e-05,-0.0015446123549387278,0.0012427957105509019,inconclusive,-0.0059609624978456816,-0.012193592682917398,0.0012265389799599672,inconclusive,0.0021736947045679854,-0.017754766850460117,0.022641305251354427,-0.00039994501742422474,-0.004377520250735826,0.003540427678893579,0.011634687740162353,0.0031635785135501818,0.019503361791249573,0.0007642378644174052,-0.002798566090979811,0.004422883137019732,0.0016595390846478875,-0.01978347546120101,0.022384848160630324,7,1.4,0.9,20,False
BG00018,20,1324.85,36.2,0.0,2.5,0.0,0.0,0.0,0.06855703456656267,0.0,2.5,0.0,2.0439285714285713,0.0008904109589039422,-0.0026027397260274397,0.0044662671232876625,inconclusive,-0.0007554941516973807,-0.002289664537899083,0.0006961307444597197,inconclusive,0.001595538866978799,-0.004356924928720763,0.006968864354679134,inconclusive,0.016872052576832684,0.0005625607905119458,0.03343762820755585,-0.0001679413702504018,-0.0024221876365513096,0.0022135264942204852,-0.001430349847605733,-0.007771297866656136,0.004927608369030227,-0.0002751310539406915,-0.0021546333588687598,0.0016952359232153729,0.01650945747740069,0.0011458895202074077,0.03192402076052278,7,2.5,0.9,20,False
BG00019,20,868.35,550.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011826484018263917,-0.002374429223744041,-1.8150684931550754e-05,inconclusive,0.0007701701257657092,-0.0002472474310450895,0.0018947056810759727,inconclusive,0.0014801782721416046,0.00041914876824438314,0.0025642027734045615,inconclusive,-0.015805426810431223,-0.043367628035478195,0.014968289564180485,0.0001961925181787394,-0.003527504013390294,0.0037008556778879848,0.0012892266551500164,-0.0028320822272435457,0.005362168860406741,0.0006492133168059689,-0.0027444369985740844,0.003794645991683507,-0.01448307787624723,-0.04261539437117819,0.01510704858746997,7,1.4,0.7,30,False
BG00020,20,116.4,229.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021643835616437486,-0.0014522260273973687,0.0055547945205477655,inconclusive,0.0015162842325684156,-0.002652636083004025,0.005565413903771297,inconclusive,0.003606173885884509,-0.00033851095028424304,0.007576203770830023,inconclusive,-1.5347670030010052e-05,-0.0012858103589595653,0.001400420323119415,-0.002203023671906923,-0.006315828177071543,0.002388590182313231,0.0015589804251380569,-0.002981750053113538,0.006308617467907257,-0.0005409872752545452,-0.003344795572238375,0.0020902099124532596,-0.0001066961782685899,-0.0014067737081865487,0.0013438572595717189,7,0.8,0.5,20,False
BG00021,20,2525.05,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010924657534246486,-0.004684931506849165,0.002205479452054766,inconclusive,0.00023480185714928498,-0.0009097493310115843,0.0013004975913928115,inconclusive,-0.0026666899005121296,-0.005142417589864461,7.011452845219941e-05,inconclusive,-0.000690918557298285,-0.0015962857304968022,0.00017948662202037853,-0.0008226327530719612,-0.0026053784931892796,0.0010704982084995852,0.0059034282776704305,0.0008708717331223717,0.01068391173193401,-0.0004858047618053696,-0.0020204351860598734,0.0010454003269135513,-0.000611998358256,-0.0015568063642844474,0.0002405154754227995,7,1.2,0.9,40,False
