seed,step_index,gap_index,within_step,post_gap,served_base,served_step_up,served_gap_up,delta_step,delta_gap,abs_delta_step,abs_delta_gap,effect_difference,gap_effect_larger
1,3,3,0.3,0.3,0.22756074714860322,0.2394742582897033,0.22495263870094723,0.011913511141100092,-0.0026081084476559935,0.011913511141100092,0.0026081084476559935,-0.009305402693444098,False
1,3,4,0.3,0.4,0.22495263870094723,0.2343025475969669,0.2207037733761204,0.009349908896019665,-0.004248865324826823,0.009349908896019665,0.004248865324826823,-0.005101043571192843,False
1,4,0,0.4,0.0,0.2632647462277092,0.2699772308359536,0.24924875703436594,0.006712484608244418,-0.014015989193343237,0.006712484608244418,0.014015989193343237,0.007303504585098819,True
1,4,1,0.4,0.1,0.24924875703436594,0.26162280701754387,0.24332149685878177,0.012374049983177926,-0.005927260175584176,0.012374049983177926,0.005927260175584176,-0.00644678980759375,False
1,4,2,0.4,0.2,0.24332149685878177,0.2519904024430145,0.2394742582897033,0.00866890558423275,-0.003847238569078454,0.00866890558423275,0.003847238569078454,-0.004821667015154296,False
1,4,3,0.4,0.3,0.2394742582897033,0.25506028094237365,0.2343025475969669,0.01558602265267034,-0.00517171069273642,0.01558602265267034,0.00517171069273642,-0.01041431195993392,False
1,4,4,0.4,0.4,0.2343025475969669,0.24162497280835327,0.23173609967616224,0.007322425211386374,-0.0025664479208046542,0.007322425211386374,0.0025664479208046542,-0.00475597729058172,False
2,0,0,0.0,0.0,0.20530533296490744,0.2208839718785765,0.19768595041322315,0.015578638913669063,-0.0076193825516842895,0.015578638913669063,0.0076193825516842895,-0.007959256361984773,False
2,0,1,0.0,0.1,0.19768595041322315,0.21524984849319598,0.19491291125241914,0.01756389807997283,-0.002773039160804014,0.01756389807997283,0.002773039160804014,-0.014790858919168814,False
2,0,2,0.0,0.2,0.19491291125241914,0.21293254489706526,0.18892131490556688,0.01801963364464612,-0.005991596346852257,0.01801963364464612,0.005991596346852257,-0.012028037297793864,False
