background_id,design_note,patient_characteristic,class2_reference,contrast_level,profile_id,clinic_context_id,clinic_block,horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PCF_BK_LOW_SAME_C001,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C001,fully_crossed_confirmatory,10,1.2,0.1,30,3.6,32.4,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C002,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C002,fully_crossed_confirmatory,14,1.2,0.1,30,3.6,32.4,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C003,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C003,fully_crossed_confirmatory,22,1.2,0.1,30,3.6,32.4,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C004,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C004,fully_crossed_confirmatory,10,1.2,0.1,50,6.0,54.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C005,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C005,fully_crossed_confirmatory,14,1.2,0.1,50,6.0,54.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C006,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C006,fully_crossed_confirmatory,22,1.2,0.1,50,6.0,54.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C007,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C007,fully_crossed_confirmatory,10,1.2,0.3,30,10.799999999999999,25.2,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C008,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C008,fully_crossed_confirmatory,14,1.2,0.3,30,10.799999999999999,25.2,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C009,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C009,fully_crossed_confirmatory,22,1.2,0.3,30,10.799999999999999,25.2,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C010,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C010,fully_crossed_confirmatory,10,1.2,0.3,50,18.0,42.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C011,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C011,fully_crossed_confirmatory,14,1.2,0.3,50,18.0,42.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C012,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C012,fully_crossed_confirmatory,22,1.2,0.3,50,18.0,42.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C013,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C013,fully_crossed_confirmatory,10,1.2,0.5,30,18.0,18.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C014,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C014,fully_crossed_confirmatory,14,1.2,0.5,30,18.0,18.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C015,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C015,fully_crossed_confirmatory,22,1.2,0.5,30,18.0,18.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C016,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C016,fully_crossed_confirmatory,10,1.2,0.5,50,30.0,30.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C017,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C017,fully_crossed_confirmatory,14,1.2,0.5,50,30.0,30.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C018,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C018,fully_crossed_confirmatory,22,1.2,0.5,50,30.0,30.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C019,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C019,fully_crossed_confirmatory,10,1.2,0.7,30,25.2,10.8,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C020,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C020,fully_crossed_confirmatory,14,1.2,0.7,30,25.2,10.8,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C021,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C021,fully_crossed_confirmatory,22,1.2,0.7,30,25.2,10.8,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C022,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C022,fully_crossed_confirmatory,10,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C023,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C023,fully_crossed_confirmatory,14,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C024,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C024,fully_crossed_confirmatory,22,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C025,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C025,fully_crossed_confirmatory,10,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C026,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C026,fully_crossed_confirmatory,14,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C027,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C027,fully_crossed_confirmatory,22,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C028,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C028,fully_crossed_confirmatory,10,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C029,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C029,fully_crossed_confirmatory,14,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C030,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C030,fully_crossed_confirmatory,22,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C031,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C031,fully_crossed_confirmatory,10,1.4,0.1,30,4.2,37.800000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C032,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C032,fully_crossed_confirmatory,14,1.4,0.1,30,4.2,37.800000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C033,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C033,fully_crossed_confirmatory,22,1.4,0.1,30,4.2,37.800000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C034,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C034,fully_crossed_confirmatory,10,1.4,0.1,50,7.0,63.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C035,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C035,fully_crossed_confirmatory,14,1.4,0.1,50,7.0,63.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C036,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C036,fully_crossed_confirmatory,22,1.4,0.1,50,7.0,63.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C037,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C037,fully_crossed_confirmatory,10,1.4,0.3,30,12.6,29.4,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C038,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C038,fully_crossed_confirmatory,14,1.4,0.3,30,12.6,29.4,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C039,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C039,fully_crossed_confirmatory,22,1.4,0.3,30,12.6,29.4,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C040,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C040,fully_crossed_confirmatory,10,1.4,0.3,50,21.0,49.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C041,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C041,fully_crossed_confirmatory,14,1.4,0.3,50,21.0,49.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C042,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C042,fully_crossed_confirmatory,22,1.4,0.3,50,21.0,49.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C043,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C043,fully_crossed_confirmatory,10,1.4,0.5,30,21.0,21.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C044,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C044,fully_crossed_confirmatory,14,1.4,0.5,30,21.0,21.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C045,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C045,fully_crossed_confirmatory,22,1.4,0.5,30,21.0,21.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C046,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C046,fully_crossed_confirmatory,10,1.4,0.5,50,35.0,35.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C047,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C047,fully_crossed_confirmatory,14,1.4,0.5,50,35.0,35.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C048,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C048,fully_crossed_confirmatory,22,1.4,0.5,50,35.0,35.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C049,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C049,fully_crossed_confirmatory,10,1.4,0.7,30,29.4,12.600000000000001,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C050,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C050,fully_crossed_confirmatory,14,1.4,0.7,30,29.4,12.600000000000001,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C051,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C051,fully_crossed_confirmatory,22,1.4,0.7,30,29.4,12.600000000000001,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C052,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C052,fully_crossed_confirmatory,10,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C053,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C053,fully_crossed_confirmatory,14,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C054,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C054,fully_crossed_confirmatory,22,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C055,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C055,fully_crossed_confirmatory,10,1.4,0.9,30,37.800000000000004,4.199999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C056,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C056,fully_crossed_confirmatory,14,1.4,0.9,30,37.800000000000004,4.199999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C057,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C057,fully_crossed_confirmatory,22,1.4,0.9,30,37.800000000000004,4.199999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C058,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C058,fully_crossed_confirmatory,10,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C059,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C059,fully_crossed_confirmatory,14,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C060,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C060,fully_crossed_confirmatory,22,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C061,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C061,fully_crossed_confirmatory,10,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C062,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C062,fully_crossed_confirmatory,14,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C063,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C063,fully_crossed_confirmatory,22,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C064,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C064,fully_crossed_confirmatory,10,1.7,0.1,50,8.5,76.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C065,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C065,fully_crossed_confirmatory,14,1.7,0.1,50,8.5,76.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C066,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C066,fully_crossed_confirmatory,22,1.7,0.1,50,8.5,76.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C067,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C067,fully_crossed_confirmatory,10,1.7,0.3,30,15.299999999999999,35.699999999999996,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C068,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C068,fully_crossed_confirmatory,14,1.7,0.3,30,15.299999999999999,35.699999999999996,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C069,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C069,fully_crossed_confirmatory,22,1.7,0.3,30,15.299999999999999,35.699999999999996,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C070,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C070,fully_crossed_confirmatory,10,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C071,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C071,fully_crossed_confirmatory,14,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C072,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C072,fully_crossed_confirmatory,22,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C073,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C073,fully_crossed_confirmatory,10,1.7,0.5,30,25.5,25.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C074,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C074,fully_crossed_confirmatory,14,1.7,0.5,30,25.5,25.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C075,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C075,fully_crossed_confirmatory,22,1.7,0.5,30,25.5,25.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C076,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C076,fully_crossed_confirmatory,10,1.7,0.5,50,42.5,42.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C077,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C077,fully_crossed_confirmatory,14,1.7,0.5,50,42.5,42.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C078,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C078,fully_crossed_confirmatory,22,1.7,0.5,50,42.5,42.5,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C079,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C079,fully_crossed_confirmatory,10,1.7,0.7,30,35.699999999999996,15.300000000000002,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C080,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C080,fully_crossed_confirmatory,14,1.7,0.7,30,35.699999999999996,15.300000000000002,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C081,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C081,fully_crossed_confirmatory,22,1.7,0.7,30,35.699999999999996,15.300000000000002,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C082,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C082,fully_crossed_confirmatory,10,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C083,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C083,fully_crossed_confirmatory,14,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C084,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C084,fully_crossed_confirmatory,22,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C085,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C085,fully_crossed_confirmatory,10,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C086,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C086,fully_crossed_confirmatory,14,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C087,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C087,fully_crossed_confirmatory,22,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C088,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C088,fully_crossed_confirmatory,10,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C089,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C089,fully_crossed_confirmatory,14,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C090,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C090,fully_crossed_confirmatory,22,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C091,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C091,fully_crossed_confirmatory,10,2.0,0.1,30,6.0,54.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C092,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C092,fully_crossed_confirmatory,14,2.0,0.1,30,6.0,54.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C093,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C093,fully_crossed_confirmatory,22,2.0,0.1,30,6.0,54.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_SAME_C094,patient_characteristics_full_confirmatory,balking_sensitivity,low,same,BK_LOW_SAME,C094,fully_crossed_confirmatory,10,2.0,0.1,50,10.0,90.0,0.2,0.2,16,0.05,0.15,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
