scenario,n_seeds,average_utilization,overall_percent_serviced,mean_accepted_booking_delay,mean_offered_booking_delay,class_1_percent_serviced,class_2_percent_serviced,overall_balking_rate,class_1_balking_rate,class_2_balking_rate,class_1_slot_utilization,class_2_slot_utilization,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,access_advantage_class_1,balking_rate_gap_class_1,delay_advantage_class_1
Baseline,30,0.8405850456621003,0.2689069877481071,8.337920476567149,9.299844738514299,0.26873216331780925,0.2690863809710344,0.35568620681033825,0.35528969847779857,0.35607432936745703,0.419740296803653,0.420179794520548,9.29877882336774,9.300897950949318,-0.00035421765322520097,-0.0007846308896584127,0.0021191275815763077
