class_1_step,class_2_step,average_utilization,overall_percent_serviced,mean_accepted_booking_delay,mean_offered_booking_delay,class_1_percent_serviced,class_2_percent_serviced,overall_balking_rate,class_1_balking_rate,class_2_balking_rate,class_1_slot_utilization,class_2_slot_utilization,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,access_advantage_class_1,balking_rate_gap_class_1,delay_advantage_class_1
0.0,0.5,0.8414383561643836,0.267639040348964,9.445358493508518,9.94206450348005,0.29485720479054894,0.24008339276896912,0.16187955429206288,0.0,0.3258781739244836,0.4658390410958904,0.37465753424657533,9.949353938055971,9.934679647414814,0.054773812021579826,-0.3258781739244836,-0.014674290641156773
0.05,0.5,0.8367294520547945,0.26597836774827927,9.439132981839485,9.998976622213695,0.29338409755559236,0.23911514954838012,0.1811378681761489,0.03510466988727858,0.3251397357723577,0.45522260273972603,0.37851027397260273,10.053140096618357,9.94556656504065,0.05426894800721224,-0.29003506588507916,-0.10757353157770666
0.1,0.5,0.8428938356164384,0.26863222383283647,9.460165586190737,10.076297841861045,0.2908702557642806,0.24644886363636365,0.2025785556351406,0.06788772894917797,0.33629142360680153,0.45470890410958903,0.3862157534246575,10.046258673501281,10.106118902817427,0.04442139212791696,-0.2684036946576236,0.05986022931614521
0.15000000000000002,0.5,0.8434075342465753,0.2701714851049797,9.428604896333606,10.095869485518758,0.2943623426382047,0.24577767965559114,0.2175546865452768,0.10049914779644509,0.33550049067713444,0.46044520547945206,0.38125,10.091611882152423,10.100159470068695,0.048584662982613575,-0.23500134288068936,0.008547587916272192
0.2,0.5,0.8375856164383562,0.268408616331465,9.429406457180965,10.158719752056264,0.28884374656857364,0.24793752062479374,0.24034449874836095,0.13833333333333334,0.3426235378371926,0.4504280821917808,0.38595890410958905,10.18279761904762,10.134578658391025,0.040906225943779906,-0.2042902045038593,-0.04821896065659459
0.25,0.5,0.8370719178082192,0.26976423548876327,9.38371453273599,10.183461259956553,0.2854696132596685,0.2541150564271952,0.2629688631426503,0.17691772078449577,0.3487363368226245,0.44238013698630135,0.3952054794520548,10.189683184402924,10.177259846162743,0.031354556832473346,-0.17181861603812873,-0.012423338240180826
0.30000000000000004,0.5,0.8389554794520548,0.26729705425511624,9.307119792076868,10.169403532532025,0.2827173913043478,0.25178991091435754,0.2835054455166187,0.21490907043522325,0.35241219388043665,0.44537671232876713,0.39443493150684933,10.199200495467597,10.139471749335446,0.03092748038999027,-0.1375031234452134,-0.0597287461321514
0.35000000000000003,0.5,0.8400684931506849,0.2686223440712817,9.246705680958637,10.157388354374062,0.2804157549234136,0.2567738389667491,0.30151270785829487,0.24900177462289264,0.3543223647518126,0.4388698630136986,0.4,10.126663708961846,10.188287785833799,0.023641915956664483,-0.10532059012891998,0.06162407687195248
0.4,0.5,0.8425513698630137,0.2686236423822942,9.04245283018868,9.97488791704486,0.2791411042944785,0.25812974804612776,0.3177654922023269,0.28347931471382143,0.3519556141507361,0.4363013698630137,0.40436643835616437,9.950751941827797,9.998956273346517,0.021011356248350765,-0.06847629943691469,0.04820433151872017
0.45,0.5,0.834332191780822,0.2670192940144705,8.667234998128665,9.616769913930158,0.27176896892500274,0.26228521396519644,0.34085302340880436,0.3193498792005271,0.36228790366721403,0.4238013698630137,0.4103595890410959,9.608335163628377,9.625177887246853,0.009483754959806301,-0.04293802446668693,0.01684272361847583
