scenario_id,lambda_total,class_1_share,class_1_balk_step,class_2_balk_step,class_1_balk_threshold,class_2_balk_threshold,class_1_no_show_step,class_2_no_show_step,class_1_no_show_threshold,class_2_no_show_threshold,class_1_cancel_prob,class_2_cancel_prob,average_utilization,overall_percent_serviced,mean_accepted_booking_delay,mean_offered_booking_delay,class_1_percent_serviced,class_2_percent_serviced,overall_balking_rate,class_1_balking_rate,class_2_balking_rate,class_1_slot_utilization,class_2_slot_utilization,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,access_advantage_class_1,balking_rate_gap_class_1,delay_advantage_class_1,total_arrivals,total_booked,served_rate,balked_rate,no_offer_rate,canceled_rate,no_show_rate,unresolved_booked_rate,lost_after_booking_rate,balk_step_mean,balk_step_gap_c1_minus_c2,balk_threshold_mean,balk_threshold_gap_c1_minus_c2,no_show_step_mean,no_show_step_gap_c1_minus_c2,no_show_threshold_mean,no_show_threshold_gap_c1_minus_c2,cancel_prob_mean,cancel_prob_gap_c1_minus_c2
30,162.06368379190792,0.8808071588838949,0.46883955343247863,0.6413302224227124,6,12,0.15643911235224794,0.033219049988068794,8,4,0.07594851404493773,0.2552582839759627,0.9211044520547946,0.1807811671173188,9.700970899058316,10.604654886901352,0.1956535846311342,0.07061348495468074,0.39328633528175105,0.3964674375406955,0.369767374128278,0.8759845890410959,0.042679794520547945,10.597776762970664,10.656173007683954,0.12504009967645344,0.02670006341241754,0.05839624471328975,59354.0,24007.0,0.1807811671173188,0.26219442469565346,0.33332878666301646,0.20759729125846363,0.015407508503904738,0.0006908217616429422,0.22369562152401132,0.5550848879275956,-0.1724906689902338,9.0,-6,0.09482908117015837,0.12322006236417915,6.0,4,0.1656033990104502,-0.17930976993102493
31,161.22515700418927,0.37117897617682893,0.39518570272999154,0.7094633084389717,8,6,0.3605184954275893,0.9062981613482957,8,11,0.295105334988668,0.20198405850624507,0.989126712328767,0.19581129124711627,6.311059811404849,7.38402819184194,0.17126647667557787,0.21040134113631603,0.3960265000722829,0.20934205665400452,0.5069828430170971,0.3226027397260274,0.6667380136986302,7.383120264501354,7.384455680988976,-0.039134864460738175,-0.2976407863630926,0.0013354164876213659,59013.5,35642.5,0.19581129124711627,0.3960265000722829,0.0,0.40598482074062536,0.0021773879399754445,0.0,0.4081622086806008,0.5523245055844817,-0.3142776057089801,7.0,2,0.6334083283879425,-0.5457796659207064,9.5,-3,0.24854469674745652,0.09312127648242291
32,106.36437059211586,0.7151833711082185,0.7958147004853906,0.754404251514049,6,2,0.5031308574251308,0.9958318617689185,12,10,0.2353049636625373,0.290217052309057,1.0,0.29938809742897876,4.473622168981849,5.058916607820352,0.350304625745805,0.17080892767717287,0.3277995416495296,0.20227955610249945,0.6447815558037486,0.8380565068493151,0.1618150684931507,5.055778333675373,5.06683409616336,0.17949569806863216,-0.4425019997012492,0.011055762487986787,39008.0,26221.0,0.29938809742897876,0.3277995416495296,0.0,0.3728123609214917,0.0,0.0,0.3728123609214917,0.7751094759997198,0.04141044897134161,4.0,4,0.7494813595970247,-0.4927010043437877,11.0,2,0.26276100798579716,-0.05491208864651967
33,134.03819789990362,0.7858077082554443,0.5522831113246595,0.6466913288753865,1,6,0.6514881653091108,0.5416358649793473,7,9,0.18800628394897376,0.07745857935459938,0.9181078767123287,0.2196682459895959,5.783689556419956,6.197320143215348,0.16375383981870442,0.4242900134981295,0.5078617106878673,0.5336785188171007,0.41337415014560136,0.5367722602739726,0.3800513698630137,6.196389180492623,6.200728839977763,-0.26053617367942505,0.12030436867149935,0.004339659485139258,48748.5,23991.0,0.2196682459895959,0.5078617106878673,0.0,0.2526744971596192,0.019795546162917455,0.0,0.27247004332253666,0.599487220100023,-0.09440821755072704,3.5,-5,0.596562015144229,0.10985230032976345,8.0,-2,0.13273243165178655,0.11054770459437438
34,76.16536167439631,0.7463449655507008,0.25775788531789323,0.2087981765486966,10,5,0.8912056318434464,0.4484005119510377,5,10,0.285993161403642,0.022060626270574535,0.8801369863013699,0.3661369596692622,5.691009595142084,5.743883005167103,0.22136708217945228,0.7985630079687294,0.030809701030690344,0.0,0.12276508291810549,0.39845890410958906,0.4812928082191781,5.751889613077136,5.72015498933145,-0.5771959257892771,-0.12276508291810549,-0.03173462374568725,28065.5,27200.5,0.3661369596692622,0.030809701030690344,0.0,0.5530843290079328,0.04996901029211466,0.0,0.6030533393000475,0.2332780309332949,0.04895970876919664,7.5,5,0.6698030718972421,0.44280511989240867,7.5,-5,0.15402689383710827,0.26393253513306747
35,109.0075023214811,0.4279636548766471,0.7653258833190991,0.46657832188114456,3,4,0.5970707640281395,0.12561399640827842,2,9,0.16107540172246942,0.0597149999733029,0.9177226027397261,0.2710106315775114,6.4230621284976355,6.930506968483108,0.07801873337814233,0.41594955771453146,0.5436976338548194,0.711721513613984,0.41750787956812063,0.11339897260273972,0.8050085616438356,6.9340533410196326,6.927811728311882,-0.3379308243363891,0.2942136340458633,-0.006241612707750921,39581.5,18061.0,0.2710106315775114,0.5436976338548194,0.0,0.1609622894857861,0.024329445081883106,0.0,0.18529173456766918,0.6159521026001218,0.29874756143795456,3.5,-1,0.36134238021820897,0.4714567676198611,5.5,-7,0.11039520084788616,0.10136040174916652
36,91.62838572652271,0.4624164404412906,0.2418601998672556,0.0046364859205692,5,0,0.21679308202898862,0.022465411803655022,4,6,0.1530890316557996,0.13622899462593957,0.9503424657534247,0.3291187505410018,8.538716545131916,8.717547204154265,0.274548057225007,0.37637377960651497,0.08682387267004066,0.1812476760666768,0.005067485621502,0.36712328767123287,0.58125,8.714941622108888,8.719771017004858,-0.10182572238150794,0.1761801904451748,0.004829394895968342,33656.5,30426.0,0.3291187505410018,0.08595778610644131,0.01002614657225779,0.5573964512038571,0.01705511388077681,0.00044575169566521216,0.5748973167802991,0.1232483428939124,0.2372237139466864,2.5,5,0.11962924691632182,0.1943276702253336,5.0,-2,0.1446590131408696,0.016860037029860026
37,137.64595124296653,0.7515254882360073,0.31874785944136985,0.43702385313651537,1,2,0.062487784605264274,0.6213482591269954,3,0,0.29391691743758247,0.14054889733353895,0.7654109589041096,0.17780795631960744,5.893710095123941,6.085909235304117,0.19444526937997916,0.12716064904376517,0.3218174299393472,0.302979901042257,0.37915370129020387,0.6304794520547945,0.13548801369863012,6.081541419558927,6.099227918378833,0.06728462033621399,-0.07617380024794684,0.017686498819907026,50315.5,34123.0,0.17780795631960744,0.3218174299393472,0.0,0.4459570314808903,0.0544175822601551,0.0,0.5003746137410454,0.3778858562889426,-0.11827599369514552,1.5,-1,0.34191802186612985,-0.5588604745217312,1.5,3,0.21723290738556073,0.15336802010404352
38,70.8024326097518,0.4738911580366503,0.33460413666590616,0.06383730653524888,5,7,0.21414447967843753,0.6021646991965468,10,12,0.2758717863982075,0.2194434546605066,1.0,0.45318959447111307,4.141088185344732,4.234536002714012,0.39605175023354733,0.5048238310027309,0.04908026952123213,0.10336875252238092,0.0,0.4143835616438356,0.5844178082191781,4.238897633403191,4.230589552908622,-0.10877208076918357,0.10336875252238092,-0.00830808049456877,25742.0,24478.5,0.45318959447111307,0.04908026952123213,0.0,0.4977301360076548,0.0,0.0,0.4977301360076548,0.19922072160057752,0.2707668301306573,6.0,-2,0.40815458943749217,-0.3880202195181093,11.0,-2,0.24765762052935703,0.05642833173770087
39,115.21199407110268,0.7658265741596013,0.43495206780810836,0.7288013738486492,7,5,0.5110615479756503,0.8101433639113683,12,2,0.22551151771884193,0.22650068070100984,0.9175513698630138,0.2548256204117522,5.549083128722515,6.234896849017364,0.29110336342707266,0.13372710194536733,0.2844244782896195,0.21991268784258333,0.4997752093225425,0.8062499999999999,0.11095890410958904,6.234290960833006,6.236932600394976,0.1573762614817053,-0.27986252147995916,0.002641639561970166,42041.0,30083.0,0.2548256204117522,0.2844244782896195,0.0,0.43788907637476476,0.02286082492386353,0.0,0.46074990129862825,0.5818767208283788,-0.2938493060405408,6.0,2,0.6606024559435093,-0.29908181593571803,7.0,10,0.22600609920992587,-0.0009891629821679182
40,140.697887871227,0.7021013087560263,0.47834438625398146,0.8957139858467735,3,9,0.5728222319811651,0.8186474719519247,6,8,0.1865917698291028,0.20285535965270315,0.8503852739726028,0.19341148997047014,6.667645545381134,7.495323405048098,0.1805984771362284,0.22364846848423842,0.3962367871263739,0.4173438304172904,0.3464171770198724,0.5577910958904109,0.292722602739726,7.4939997851215265,7.4985282947748875,-0.04304999134801002,0.070926653397418,0.004528509653360491,51362.0,31010.5,0.19341148997047014,0.3962367871263739,0.0,0.3761919597043412,0.034159763198814766,0.0,0.41035172290315597,0.6870291860503774,-0.4173695995927921,6.0,-6,0.6957348519665449,-0.24582523997075956,7.0,-2,0.19472356474090297,-0.01626358982360035
41,90.34503572694253,0.4013145821904506,0.6225972798882354,0.5596348092800307,4,2,0.5729888653596439,0.08199283661370005,4,6,0.1293158994272395,0.059439549415348986,0.8883561643835617,0.31646868245262827,4.46582774316244,4.787435158595324,0.2187742230250757,0.3826217063390611,0.5193970885504813,0.5058183985610978,0.5285983167056603,0.24790239726027397,0.6401969178082192,4.783960383936744,4.789787896666143,-0.1638474833139854,-0.022779918144562428,0.005827512729398077,32777.5,15753.0,0.31646868245262827,0.5193970885504813,0.0,0.12409246466564916,0.04004176433124132,0.0,0.16413422899689048,0.591116044584133,0.0629624706082047,3.0,2,0.32749085098667197,0.49099602874594384,5.0,-2,0.09437772442129425,0.06987635001189052
42,100.3386322121722,0.297832026987805,0.9111339831003402,0.07413540168113497,6,6,0.29852823697097386,0.6839010374297019,9,0,0.08885151785087753,0.08834964066943232,0.4153253424657534,0.13200139148164525,9.64032508722931,10.192273399532152,0.1533132210836372,0.12298353763580328,0.2614004900229918,0.7393215727170643,0.059106867958964984,0.14293664383561644,0.2710616438356165,10.179771645705985,10.197562925803599,0.030329683447833926,0.6802147047580993,0.01779128009761255,36633.0,24035.5,0.13200139148164525,0.23220781486113604,0.11166808538200289,0.33687346402504437,0.18608911807581544,0.0011601261743560511,0.5241227082752158,0.4926346923907376,0.8369985814192052,6.0,0,0.49121463720033787,-0.385372800458728,4.5,9,0.08860057926015492,0.0005018771814452039
43,161.59703370092444,0.45533895823227744,0.736406949240207,0.9073463767225167,0,8,0.7185985127248307,0.6691401797972808,2,6,0.25277307244018515,0.09989756834926701,0.6855736301369864,0.13568404021540376,6.44425537419644,7.45503022447668,0.027726490343944733,0.22503764363408502,0.5978919255171895,0.7362808500422052,0.4833566269884657,0.06348458904109588,0.6225171232876712,7.452660145360856,7.45701187689621,-0.19731115329014026,0.2529242230537395,0.004351731535353842,59052.5,23745.5,0.13568404021540376,0.5978919255171895,0.0,0.20417399465708957,0.06225003961031727,0.0,0.2664240342674068,0.8218766629813619,-0.17093942748230972,4.0,-8,0.6938693462610557,0.049458332927549864,4.0,-4,0.17633532039472607,0.15287550409091816
44,119.31970378725578,0.5628242267921476,0.37030148333770707,0.04630901242719032,2,1,0.22346819597282996,0.429952149303763,10,10,0.09691314082668358,0.0800089347267647,0.8603595890410959,0.23160657534469875,9.674824385938356,9.837733788250109,0.1971199660113292,0.2760423563906744,0.21405722692452417,0.34547146195084955,0.044985543775728234,0.4117722602739726,0.4474743150684931,9.833529548718905,9.843143087758115,-0.07892239037934522,0.3004859181751213,0.009613539039209584,43332.5,23992.5,0.23160657534469875,0.15080026003572583,0.29551012857431946,0.2835454332056987,0.03753379893577549,0.0010038039037817753,0.322083036045256,0.2083052478824487,0.32399247091051675,1.5,1,0.3267101726382965,-0.20648395333093306,10.0,0,0.08846103777672414,0.016904206099918884
45,60.86795830840045,0.8733588359478427,0.8241144036219349,0.13531691924142353,9,8,0.418703571943842,0.9975652478568319,11,7,0.19858538719045607,0.19780365839549424,1.0,0.5294247679464298,4.224871613530756,4.224871613530756,0.5290609852096153,0.5318489113838597,0.0,0.0,0.0,0.8716609589041096,0.12851027397260273,4.222874074324995,4.238518337320503,-0.0027879261742444483,0.0,0.015644262995508917,22065.5,22065.5,0.5294247679464298,0.0,0.0,0.4705752320535702,0.0,0.0,0.4705752320535702,0.4797156614316792,0.6887974843805114,8.5,1,0.7081344099003369,-0.5788616759129899,9.0,4,0.19819452279297517,0.0007817287949618279
46,70.60166411225407,0.39306018761364947,0.025081031039756008,0.82483887270504,2,13,0.7806967843699792,0.22781076573007653,2,8,0.029862039576672827,0.0659941478759164,0.5888270547945205,0.26460180400753397,10.565384888027033,10.567391042647419,0.15311778381454455,0.33650687735973484,0.009096891840506913,0.023163002901415847,0.0,0.13330479452054794,0.454195205479452,10.612835444101197,10.537857817604554,-0.18338909354519026,0.023163002901415847,-0.07497762649664264,25933.5,18789.0,0.26460180400753397,0.0066504091962458455,0.2688371428822247,0.27406901152618723,0.18360534599598283,0.0022362863918254173,0.45991064391399544,0.424959951872398,-0.799757841665284,7.5,-11,0.5042537750500279,0.5528860186399027,5.0,-6,0.04792809372629461,-0.03613210829924357
47,81.90438609904649,0.3254390647316943,0.16114980904588183,0.42430558913613436,7,2,0.5739691034169678,0.6522121113597387,3,10,0.2946837213767836,0.18321209052681356,0.9143407534246575,0.3596688782946413,3.9471042318011254,4.120017155851956,0.28865976576692887,0.39385778659696835,0.23553712320627468,0.0,0.3489488781858908,0.23857020547945207,0.6759845890410958,4.111285537672344,4.1242234108922755,-0.10519802083003948,-0.3489488781858908,0.012937873219932339,29700.5,22705.0,0.3596688782946413,0.23553712320627468,0.0,0.3713650520018482,0.033428946497235795,0.0,0.40479399849908404,0.2927276990910081,-0.26315578009025253,4.5,5,0.6130906073883533,-0.07824300794277084,6.5,-7,0.2389479059517986,0.11147163084997005
48,162.13588698178984,0.25071703637930104,0.16747314735951968,0.7284121152733315,9,4,0.7018933151096997,0.751175760404333,3,3,0.12771539612123298,0.19455249510594114,0.5663099315068494,0.1122566644498703,7.516519364583637,8.420723384251158,0.17098481852033165,0.092685050944313,0.500635731885922,0.08836086021904183,0.6380657376756331,0.21579623287671232,0.35094178082191785,8.415491925170507,8.422457900090844,0.07829976757601864,-0.5497048774565914,0.006965974920336571,58967.5,29446.0,0.1122566644498703,0.500635731885922,0.0,0.30129693783104583,0.08570898034348358,0.00010168548967819835,0.38710760366420766,0.4479426313164256,-0.5609389679138118,6.5,5,0.7265345377570163,-0.049282445294633326,3.0,0,0.16113394561358707,-0.06683709898470816
49,59.49813028169626,0.2245469381309679,0.5081038920561545,0.5706661138331731,9,6,0.23115592335291313,0.7297857677087755,3,5,0.23131842614055412,0.011330221577883558,0.4939640410958904,0.2661595512362182,5.8954302101308445,6.196338609249089,0.22308193128228315,0.27856665185978213,0.27094522089928663,0.0,0.34884731554536963,0.09238013698630138,0.4013270547945206,6.207378540882683,6.193123343372669,-0.05548472057749902,-0.34884731554536963,-0.014255197510014028,21665.5,15795.5,0.2661595512362182,0.27094522089928663,0.0,0.19001430788567023,0.27288091997882497,0.0,0.4628952278644952,0.5393850029446638,-0.06256222177701865,7.5,3,0.4804708455308443,-0.49862984435586233,4.0,-2,0.12132432385921883,0.21998820456267057
50,118.14173609760398,0.716369393721256,0.641511247867859,0.18494864187066895,7,0,0.405326519668762,0.7037480042272409,1,10,0.04065349288926394,0.1956168862008981,0.6398544520547945,0.17289093495011615,9.789312275393328,10.598343232004257,0.20031803204766618,0.10448991477524008,0.4352880277324895,0.5362886792390978,0.1835173781629686,0.5278681506849314,0.11040239726027398,10.591935770606717,10.614318098722126,0.0958281172724261,0.35277130107612925,0.022382328115408967,43120.5,23635.5,0.17289093495011615,0.42251124845912236,0.029346908493583207,0.27700197295818546,0.09732102674825946,0.0009279083907333492,0.3752509080971782,0.41322994486926395,0.45656260599719,3.5,7,0.5545372619480015,-0.29842148455847894,5.5,-9,0.11813518954508101,-0.15496339331163417
51,105.34750204649792,0.8528764332759832,0.5426126912564314,0.6562713820567979,5,5,0.6107198237712843,0.9449256205400742,9,9,0.12623079397238116,0.0032482147644391944,0.9980308219178082,0.3017232453814547,6.381095816129253,7.055967496349503,0.2773502851825759,0.44041901676347467,0.46779096268897297,0.45310391444746445,0.5513595090588002,0.7806506849315069,0.21785102739726026,7.060157244139759,7.032201838638809,-0.16306873158089882,-0.09825559461133562,-0.027955405500950103,38653.0,20571.5,0.3017232453814547,0.46779096268897297,0.0,0.2298908803540623,0.0005949115755101023,0.0,0.2304857919295724,0.5994420366566147,-0.1136586908003665,5.0,0,0.7778227221556793,-0.3342057967687899,9.0,0,0.06473950436841018,0.12298257920794196
52,112.15863789796472,0.11195641787574138,0.5228813127224758,0.32943410979183685,2,5,0.095419572442901,0.7294412795989781,6,11,0.24587622819225097,0.2942068776915229,0.9988013698630137,0.286799200829697,4.80623620953342,5.189769779820163,0.2443592468319054,0.2921550434711657,0.2144347567571974,0.4399095277539361,0.18593673812407469,0.09550513698630136,0.9025684931506849,5.190977576194612,5.189623812087973,-0.04779579663926027,0.2539727896298614,-0.0013537641066401207,40647.5,31931.0,0.286799200829697,0.2144347567571974,0.0,0.4984339627722465,0.00033207964085909397,0.0,0.4987660424131056,0.42615771125715635,0.193447202930639,3.5,-3,0.41243042602093954,-0.6340217071560771,8.5,-5,0.2700415529418869,-0.048330649499271905
53,121.79935286526171,0.447804327357201,0.6317424931939561,0.5404025863405757,3,0,0.8312728809328246,0.8262174493772506,2,8,0.24275199113280266,0.06402645251962621,0.8599315068493151,0.22647772886745127,5.582921397106347,5.899532124203064,0.0951269353201928,0.3337386078196991,0.543113092625571,0.5486298860544577,0.538593283269297,0.16211472602739724,0.6966181506849315,5.9011635195959915,5.898190702396841,-0.23861167249950632,0.010036602785160775,-0.0029728171991498797,44286.5,20234.0,0.22647772886745127,0.543113092625571,0.0,0.19342062146922412,0.036988557037753736,0.0,0.23040917850697784,0.5860725397672659,0.09133990685338045,1.5,3,0.8287451651550376,0.005055431555573975,5.0,-6,0.15338922182621445,0.17872553861317644
54,125.31007992217704,0.388697646937058,0.9012997905380087,0.038454457039865386,10,13,0.2026895574666957,0.16337939877188,3,9,0.2056001329033943,0.20255079212260635,0.9476027397260274,0.24303229518225705,7.877052674378531,8.552714957843603,0.20983841416205862,0.26413811680013616,0.16816822353475122,0.43272758685392265,0.0,0.3180222602739726,0.6296232876712329,8.555076379702264,8.551171108737119,-0.05429970263807753,0.43272758685392265,-0.0039052709651441475,45543.5,37858.5,0.24303229518225705,0.16805397089633406,0.0006810966393384407,0.5746293975336573,0.01346048771636929,0.0001427520320438664,0.5882326372820705,0.46987712378893703,0.8628453334981433,11.5,-3,0.18303447811928786,0.03931015869481569,6.0,-6,0.20407546251300032,0.003049340780787946
55,50.69651032401928,0.30081260479481864,0.8291523465943691,0.6311577819444611,2,10,0.4536127506988755,0.21486987945764524,3,12,0.1341818460575395,0.25449246907605516,0.9999143835616439,0.6352680944872668,2.2655418808915258,2.3563902953335365,0.5152843138603767,0.6862777949268194,0.12272256917201334,0.4113359251015282,0.0,0.24199486301369863,0.7578767123287671,2.3523525610310765,2.3581157632079086,-0.1709934810664427,0.4113359251015282,0.005763202176832127,18384.0,16127.5,0.6352680944872668,0.12272256917201334,0.0,0.24195493999629614,5.439634442362772e-05,0.0,0.24200933634071975,0.7301550642694151,0.19799456464990794,6.0,-8,0.3342413150782604,0.23874287124123028,7.5,-9,0.19433715756679731,-0.12031062301851567
56,130.2754628327447,0.3219096310700409,0.3029644887504348,0.04879058836239514,4,8,0.7397728824860338,0.5110989310811425,8,4,0.23311440070805112,0.20004710515621865,0.8188784246575342,0.20118840228158963,8.276682838311169,8.474805627356284,0.18751654097207937,0.20763301356051672,0.0924427497447254,0.23399965442181642,0.025738133174962645,0.24460616438356164,0.5742722602739726,8.47566327160595,8.47451181377932,-0.02011647258843735,0.20826152124685376,-0.0011514578266300646,47540.0,40556.5,0.20118840228158963,0.08689895162134192,0.05998212802249789,0.6073165674078269,0.04441417447584807,0.00019977619089553205,0.6519305180745705,0.17587753855641497,0.25417390038803966,6.0,-4,0.6254359067835882,0.22867395140489133,6.0,4,0.21658075293213488,0.033067295551832465
57,165.52772855773705,0.640004560212349,0.5697204239577188,0.9735141445303747,10,2,0.490984265479285,0.2646557108003088,6,1,0.045209851132222076,0.024682614029414306,0.6289383561643835,0.12111834123411944,10.722048697348956,11.850889463339861,0.17487796127879565,0.025919137002220344,0.656964368436272,0.4890672169749868,0.9550571751670676,0.5795376712328767,0.04850171232876713,11.843308078648093,11.86431567930877,0.1489588242765753,-0.4659899581920807,0.021007600660675863,60565.0,17890.0,0.12111834123411944,0.5657070469458516,0.1389063937211164,0.10270045583441328,0.07054399197583267,0.0010237702886666015,0.17426821809891255,0.7716172842440467,-0.40379372057265583,6.0,8,0.3778199881397969,0.22632855467897617,3.5,5,0.03494623258081819,0.02052723710280777
58,64.34575534837145,0.14046417618926627,0.12352151357546937,0.05462878715489772,3,12,0.6842517516205093,0.18898076530114916,10,6,0.18380896468156724,0.07181955552031549,0.8783390410958904,0.43528027550648174,9.475060691848892,9.530166063010023,0.19560061497634246,0.47480294949334334,0.025478271238763596,0.10396717066467298,0.012531989407682256,0.05573630136986302,0.8205479452054795,9.539428702657194,9.528504733060423,-0.2792023345170009,0.09143518125699072,-0.010923969596771776,23514.5,22642.0,0.43528027550648174,0.025174352285396023,0.011929073664360553,0.466141488021368,0.060047576522440325,0.0014272339999533525,0.5276162985437616,0.08907515036518354,0.06889272642057165,7.5,-9,0.43661625846082924,0.4952709863193602,8.0,4,0.12781426010094138,0.11198940916125175
59,59.37975823444599,0.3573536604762618,0.7515422837960818,0.12098194104934734,7,5,0.7617585771730442,0.020262913276451022,3,13,0.05432102057302877,0.21435967899210848,0.7090753424657534,0.3829358963270425,5.031135390091569,5.103472364978541,0.35404912655182974,0.39875809773429605,0.048660580516476475,0.008593133386624135,0.07059732655257211,0.23206335616438356,0.4774400684931507,5.104566260986623,5.10285693454825,-0.044708971182466334,-0.06200419316594798,-0.001709326438372738,21643.0,20589.5,0.3829358963270425,0.048660580516476475,0.0,0.4121987326449877,0.15620479051149336,0.0,0.568403523156481,0.43626211242271457,0.6305603427467344,6.0,2,0.3910107452247476,0.7414956638965932,8.0,-10,0.13434034978256862,-0.16003865841907972
60,111.83226976026715,0.8280173785772222,0.3274806919422173,0.7506574713811083,4,12,0.3381127606317824,0.43078331396322644,5,10,0.012136435372846876,0.23334911306627332,0.6875428082191781,0.19557930164210152,11.82388862655106,12.115831624602812,0.23008442840707266,0.02691095128945395,0.3645313136977077,0.3116077019169637,0.6234714846731111,0.6654965753424658,0.015924657534246576,12.12742795531636,12.059162777972102,0.20317347711761874,-0.31186378275614746,-0.06826517734425686,40694.5,14548.0,0.19557930164210152,0.2050890313958207,0.43741795710912534,0.07068521016692274,0.08925034493442005,0.0019781547516097065,0.1619137098529525,0.5390690816616628,-0.423176779438891,8.0,-8,0.38444803729750443,-0.09267055333144403,7.5,-5,0.12274277421956009,-0.22121267769342645
61,89.06018574253173,0.10201252168310226,0.3662581907074729,0.251529415772647,2,4,0.03388193628381342,0.9056346424695721,0,4,0.034847815244692756,0.22836108716073777,0.7095890410958905,0.2544849284559886,5.212187450329791,5.474726589444199,0.5767964467659463,0.2185308534440779,0.18763890223121027,0.3066350860752354,0.17433959618325,0.16121575342465755,0.5474315068493151,5.489941157231113,5.472960772643729,0.35826559332186847,0.13229548989198536,-0.01698038458738438,32524.5,26421.5,0.2544849284559886,0.18763890223121027,0.0,0.4533952046370311,0.10448096467577006,0.0,0.5578761693128012,0.30889380324005994,0.11472877493482592,3.0,-2,0.4697582893766928,-0.8717527061857587,2.0,-4,0.13160445120271527,-0.193513271916045
62,138.63239567011308,0.6265779914939282,0.9131613126664555,0.2801831437039819,7,10,0.7005746277356317,0.4361918692770935,13,6,0.2540447975563206,0.27108707731660275,0.9522688356164384,0.22100578046283814,5.552816362473212,6.430110042595045,0.21888989320172147,0.22457317505988322,0.32354112120851214,0.515405539071268,0.0,0.5920804794520549,0.3602311643835616,6.427056057769746,6.435248930491195,-0.005683281858161748,0.515405539071268,0.008192872721449529,50329.0,34045.5,0.22100578046283814,0.32354112120851214,0.0,0.4443163753782341,0.011136722950415668,0.0,0.4554530983286497,0.5966722281852187,0.6329781689624736,8.5,-3,0.5683832485063627,0.2643827584585382,9.5,7,0.26256593743646167,-0.017042279760282164
63,42.328646762883764,0.5409049385126722,0.6119567214169341,0.06737898082208083,1,9,0.5606394502331309,0.704689139941142,7,7,0.10780312893623763,0.17382354814227016,1.0,0.7534707540653405,1.4648115390277636,1.566135684358756,0.6290748256751106,0.9016081928985071,0.18909529812385667,0.34789308675155906,0.0,0.45380993150684934,0.546361301369863,1.5666365248704035,1.5655560638210697,-0.27253336722339644,0.34789308675155906,-0.0010804610493337918,15506.0,12573.0,0.7534707540653405,0.18909529812385667,0.0,0.05743394781080287,0.0,0.0,0.05743394781080287,0.3396678511195075,0.5445777405948533,5.0,-8,0.6326642950871364,-0.14404968970801113,7.0,0,0.1408133385392539,-0.06602041920603254
64,110.71477516083624,0.8638013897030304,0.41358687035826047,0.41663562877001126,0,8,0.27357471223496654,0.0026274413285573006,2,8,0.07751331987801685,0.26842403569121853,0.7858304794520548,0.22717361833336241,9.167516998475673,9.326077672709985,0.23835858339077365,0.15574890300150004,0.3984452691244935,0.4169370117972056,0.28026319770748703,0.7132705479452055,0.07298801369863014,9.317218437068743,9.382696357960032,0.08260968038927359,0.13667381408971857,0.0654779208912899,40425.5,24113.5,0.22717361833336241,0.3950942874043768,0.008413226299897693,0.30707000825479114,0.061642878083016966,0.000605981624554969,0.36931886796236313,0.41511124956413586,-0.003048758411750785,4.0,-8,0.13810107678176192,0.27094727090640924,5.0,-6,0.1729686777846177,-0.19091071581320168
65,90.97260253427956,0.7498508782593907,0.11362649997020946,0.7677276418185108,7,9,0.36289836895942384,0.26906652245316354,9,9,0.14935448172161836,0.08572255135523713,0.9142551369863013,0.32099148344574513,7.856334907100051,8.337883585171726,0.31044293186710004,0.35190998252186784,0.16448118236930465,0.07406070706991819,0.4297985474698608,0.6590753424657534,0.2546232876712329,8.333480618192805,8.350588073440644,-0.04146705065476783,-0.3557378403999426,0.01710745524783963,33247.0,27778.5,0.32099148344574513,0.16448118236930465,0.0,0.48416334735125754,0.030108112673520836,0.0002558741601718568,0.5145273341849501,0.44067707089436015,-0.6541011418483014,8.0,-2,0.3159824457062937,0.09383184650626031,9.0,0,0.11753851653842774,0.06363193036638123
66,53.33312492912693,0.5117082197459024,0.4366034170722167,0.9498749102166058,13,0,0.5076450859432484,0.43354598236878916,2,10,0.253281533682341,0.05806127408588586,1.0,0.5996119942801068,0.7822410945006394,0.8755301044654261,0.9966545889770804,0.18098405367200643,0.398645957267767,0.0,0.8189636614801425,0.853082191780822,0.14687499999999998,0.8759667047660151,0.8750722886268648,0.8156705353050739,-0.8189636614801425,-0.0008944161391503669,19479.5,11713.5,0.5996119942801068,0.398645957267767,0.0,0.0017420484521262448,0.0,0.0,0.0017420484521262448,0.6932391636444113,-0.513271493144389,6.5,13,0.4705955341560188,0.07409910357445926,6.0,-8,0.15567140388411344,0.19522025959645517
67,96.85041230062527,0.2453788371996165,0.20798922338279568,0.061297743361056756,6,5,0.19621993684832972,0.6258217017675114,11,0,0.20116354888791593,0.04201081825591363,0.4136130136986301,0.13636819310481607,10.380406649795322,10.506327553286269,0.10013482781079007,0.14808729656957842,0.08094156764445051,0.16778616055407364,0.05292965635945004,0.07397260273972603,0.33814212328767124,10.564456706957412,10.48742720410363,-0.047952468758788336,0.1148565041946236,-0.07702950285378218,35301.0,20402.5,0.13636819310481607,0.050899986750322965,0.3711276585015938,0.24680552357091304,0.19326980807156074,0.0015288300007933917,0.44160416164326716,0.13464348337192622,0.14669148002173893,5.5,1,0.41102081930792056,-0.4296017649191817,5.5,11,0.12158718357191478,0.1591527306320023
