hypothesis,background_id,selected_for_stage2,selection_reason,stage1_classification,stage2_classification,final_classification,stage_used,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2
H3,H3B0096,False,,inactive,,inactive,1,S064,sobol_symmetric,3.1,0.9,16,28,28
H3,H3B0097,False,,supported,,supported,1,S065,sobol_symmetric,3.1,0.1,64,14,14
H3,H3B0098,False,,inactive,,inactive,1,S066,sobol_symmetric,1.25,0.9,16,28,28
H3,H3B0099,False,,inactive,,inactive,1,S067,sobol_symmetric,2.0,0.5,64,7,7
H3,H3B0100,False,,inconclusive,,inconclusive,1,S068,sobol_symmetric,4.0,0.7,16,21,21
H3,H3B0101,False,,inconclusive,,inconclusive,1,S069,sobol_symmetric,4.0,0.3,32,21,21
H3,H3B0102,False,,inactive,,inactive,1,S070,sobol_symmetric,1.25,0.7,32,7,7
H3,H3B0103,False,,inactive,,inactive,1,S071,sobol_symmetric,0.8,0.1,16,28,28
H3,H3B0104,False,,supported,,supported,1,S072,sobol_symmetric,3.1,0.9,64,14,14
H3,H3B0105,False,,inactive,,inactive,1,S073,sobol_symmetric,2.0,0.5,16,7,7
H3,H3B0106,False,,inactive,,inactive,1,S074,sobol_symmetric,0.8,0.5,64,21,21
H3,H3B0107,False,,supported,,supported,1,S075,sobol_symmetric,1.25,0.1,32,14,14
H3,H3B0108,False,,supported,,supported,1,S076,sobol_symmetric,4.0,0.9,32,28,28
H3,H3B0109,False,,supported,,supported,1,S077,sobol_symmetric,4.0,0.3,64,28,28
H3,H3B0110,False,,supported,,supported,1,S078,sobol_symmetric,2.0,0.7,16,14,14
H3,H3B0111,False,,inactive,,inactive,1,S079,sobol_symmetric,0.8,0.3,64,21,21
H3,H3B0112,False,,inactive,,inactive,1,S080,sobol_symmetric,3.1,0.7,32,7,7
H3,H3B0113,False,,inactive,,inactive,1,S081,sobol_symmetric,3.1,0.3,64,28,28
H3,H3B0114,False,,inactive,,inactive,1,S082,sobol_symmetric,0.8,0.7,16,14,14
H3,H3B0115,False,,inactive,,inactive,1,S083,sobol_symmetric,2.0,0.1,32,21,21
H3,H3B0116,False,,inactive,,inactive,1,S084,sobol_symmetric,4.0,0.7,32,7,7
H3,H3B0117,False,,inactive,,inactive,1,S085,sobol_symmetric,4.0,0.1,16,7,7
H3,H3B0118,False,,inactive,,inactive,1,S086,sobol_symmetric,1.25,0.9,64,21,21
H3,H3B0119,False,,inactive,,inactive,1,S087,sobol_symmetric,0.8,0.5,32,14,14
H3,H3B0120,False,,supported,,supported,1,S088,sobol_symmetric,2.0,0.5,64,28,28
H3,H3B0121,False,,inactive,,inactive,1,S089,sobol_symmetric,2.0,0.1,16,21,21
H3,H3B0122,False,,inactive,,inactive,1,S090,sobol_symmetric,0.8,0.9,32,7,7
H3,H3B0123,False,,inactive,,inactive,1,S091,sobol_symmetric,1.25,0.3,16,28,28
H3,H3B0124,False,,inactive,,inactive,1,S092,sobol_symmetric,3.1,0.7,64,14,14
H3,H3B0125,False,,inactive,,inactive,1,S093,sobol_symmetric,4.0,0.3,32,14,14
H3,H3B0126,False,,supported,,supported,1,S094,sobol_symmetric,2.0,0.5,32,28,28
H3,H3B0127,False,,inactive,,inactive,1,S095,sobol_symmetric,1.25,0.1,64,7,7
H3,H3B0128,False,,inactive,,inactive,1,S096,sobol_symmetric,3.1,0.9,16,21,21
H3,H3B0129,False,,inactive,,inactive,1,S097,sobol_symmetric,3.1,0.5,32,28,28
H3,H3B0130,False,,inactive,,inactive,1,S098;X032,sobol_symmetric,0.8,0.7,32,14,14
H3,H3B0131,False,,inactive,,inactive,1,S099,sobol_symmetric,1.25,0.1,16,21,21
H3,H3B0132,False,,inactive,,inactive,1,S100,sobol_symmetric,4.0,0.9,64,7,7
H3,H3B0133,False,,inactive,,inactive,1,S101,sobol_symmetric,3.1,0.1,64,7,7
H3,H3B0134,False,,inactive,,inactive,1,S102,sobol_symmetric,1.25,0.9,16,21,21
H3,H3B0135,False,,inactive,,inactive,1,S103,sobol_symmetric,0.8,0.3,64,14,14
H3,H3B0136,False,,supported,,supported,1,S104,sobol_symmetric,2.0,0.7,16,28,28
H3,H3B0137,False,,inactive,,inactive,1,S105,sobol_symmetric,2.0,0.1,64,21,21
H3,H3B0138,False,,inactive,,inactive,1,S106,sobol_symmetric,0.8,0.9,16,7,7
H3,H3B0139,False,,inactive,,inactive,1,S107,sobol_symmetric,1.25,0.5,32,28,28
H3,H3B0140,False,,supported,,supported,1,S108,sobol_symmetric,4.0,0.5,16,14,14
H3,H3B0141,False,,inactive,,inactive,1,S109,sobol_symmetric,4.0,0.3,16,14,14
H3,H3B0142,False,,inactive,,inactive,1,S110,sobol_symmetric,2.0,0.7,64,28,28
H3,H3B0143,False,,inactive,,inactive,1,S111,sobol_symmetric,0.8,0.3,32,7,7
H3,H3B0144,False,,inactive,,inactive,1,S112,sobol_symmetric,3.1,0.9,32,21,21
H3,H3B0145,False,,inconclusive,,inconclusive,1,S113,sobol_symmetric,3.1,0.3,16,14,14
H3,H3B0146,False,,inactive,,inactive,1,S114,sobol_symmetric,0.8,0.7,64,28,28
H3,H3B0147,False,,inactive,,inactive,1,S115,sobol_symmetric,2.0,0.3,16,7,7
H3,H3B0148,False,,supported,,supported,1,S116,sobol_symmetric,4.0,0.7,32,21,21
H3,H3B0149,False,,inactive,,inactive,1,S117,sobol_symmetric,4.0,0.5,64,21,21
H3,H3B0150,False,,inactive,,inactive,1,S118,sobol_symmetric,1.25,0.5,16,7,7
H3,H3B0151,False,,inactive,,inactive,1,S119,sobol_symmetric,0.8,0.1,32,28,28
H3,H3B0152,False,,supported,,supported,1,S120,sobol_symmetric,2.0,0.9,32,14,14
H3,H3B0153,False,,inactive,,inactive,1,S121,sobol_symmetric,3.1,0.3,32,7,7
H3,H3B0154,False,,inactive,,inactive,1,S122,sobol_symmetric,0.8,0.7,32,21,21
H3,H3B0155,False,,inactive,,inactive,1,S123,sobol_symmetric,1.25,0.1,64,14,14
H3,H3B0156,False,,inactive,,inactive,1,S124,sobol_symmetric,3.1,0.9,16,28,28
H3,H3B0157,False,,inactive,,inactive,1,S125;X059,sobol_symmetric,4.0,0.1,32,28,28
H3,H3B0158,False,,inactive,,inactive,1,S126,sobol_symmetric,2.0,0.9,64,14,14
H3,H3B0159,False,,supported,,supported,1,S127,sobol_symmetric,1.25,0.3,16,21,21
H3,H3B0160,False,,inactive,,inactive,1,S128,sobol_symmetric,3.1,0.5,64,7,7
H3,H3B0161,False,,inconclusive,,inconclusive,1,S129,sobol_symmetric,3.1,0.3,32,21,21
H3,H3B0162,False,,inactive,,inactive,1,S130,sobol_symmetric,1.25,0.7,64,7,7
H3,H3B0163,False,,inactive,,inactive,1,S131,sobol_symmetric,2.0,0.3,16,28,28
H3,H3B0164,False,,supported,,supported,1,S132,sobol_symmetric,4.0,0.7,64,14,14
H3,H3B0165,False,,supported,,supported,1,S133,sobol_symmetric,3.1,0.5,32,14,14
H3,H3B0166,False,,inactive,,inactive,1,S134,sobol_symmetric,1.25,0.5,32,28,28
H3,H3B0167,False,,inactive,,inactive,1,S135,sobol_symmetric,0.8,0.1,64,7,7
H3,H3B0168,False,,inactive,,inactive,1,S136,sobol_symmetric,3.1,0.9,16,21,21
H3,H3B0169,False,,inactive,,inactive,1,S137,sobol_symmetric,2.0,0.3,64,28,28
H3,H3B0170,False,,inactive,,inactive,1,S138,sobol_symmetric,0.8,0.7,16,14,14
H3,H3B0171,False,,inactive,,inactive,1,S139,sobol_symmetric,1.25,0.1,32,21,21
H3,H3B0172,False,,inactive,,inactive,1,S140,sobol_symmetric,4.0,0.9,32,7,7
H3,H3B0173,False,,inactive,,inactive,1,S141,sobol_symmetric,4.0,0.1,16,7,7
H3,H3B0174,False,,inactive,,inactive,1,S142,sobol_symmetric,2.0,0.9,64,21,21
H3,H3B0175,False,,inactive,,inactive,1,S143,sobol_symmetric,0.8,0.5,16,14,14
H3,H3B0176,False,,inactive,,inactive,1,S144,sobol_symmetric,3.1,0.5,32,28,28
H3,H3B0177,False,,inactive,,inactive,1,S145,sobol_symmetric,3.1,0.3,16,7,7
H3,H3B0178,False,,inactive,,inactive,1,S146,sobol_symmetric,0.8,0.5,64,21,21
H3,H3B0179,False,,inactive,,inactive,1,S147,sobol_symmetric,2.0,0.1,32,14,14
H3,H3B0180,False,,inconclusive,,inconclusive,1,S148,sobol_symmetric,4.0,0.9,32,28,28
H3,H3B0181,False,,inconclusive,,inconclusive,1,S149,sobol_symmetric,4.0,0.1,64,28,28
H3,H3B0182,False,,inactive,,inactive,1,S150,sobol_symmetric,1.25,0.9,16,14,14
H3,H3B0183,False,,inactive,,inactive,1,S151,sobol_symmetric,0.8,0.3,64,21,21
H3,H3B0184,False,,inactive,,inactive,1,S152,sobol_symmetric,2.0,0.7,16,7,7
H3,H3B0185,False,,inactive,,inactive,1,S153,sobol_symmetric,2.0,0.1,64,14,14
H3,H3B0186,False,,inactive,,inactive,1,S154,sobol_symmetric,0.8,0.9,32,28,28
H3,H3B0187,False,,inactive,,inactive,1,S155,sobol_symmetric,1.25,0.5,64,7,7
H3,H3B0188,False,,inactive,,inactive,1,S156,sobol_symmetric,3.1,0.5,16,21,21
H3,H3B0189,False,,supported,,supported,1,S157,sobol_symmetric,4.0,0.3,32,21,21
H3,H3B0190,False,,inactive,,inactive,1,S158,sobol_symmetric,1.25,0.7,32,7,7
H3,H3B0191,False,,inactive,,inactive,1,S159,sobol_symmetric,0.8,0.3,16,28,28
H3,H3B0192,False,,inactive,,inactive,1,S160,sobol_symmetric,3.1,0.7,64,14,14
H3,H3B0193,False,,inactive,,inactive,1,S161,sobol_symmetric,3.1,0.3,32,7,7
H3,H3B0194,False,,inactive,,inactive,1,S162,sobol_symmetric,1.25,0.7,32,21,21
H3,H3B0195,False,,inactive,,inactive,1,S163,sobol_symmetric,2.0,0.3,64,14,14
H3,H3B0196,False,,supported,,supported,1,S164,sobol_symmetric,4.0,0.7,16,28,28
H3,H3B0197,False,,inactive,,inactive,1,S165,sobol_symmetric,3.1,0.1,16,28,28
H3,H3B0198,False,,inactive,,inactive,1,S166,sobol_symmetric,1.25,0.9,32,14,14
H3,H3B0199,False,,inactive,,inactive,1,S167,sobol_symmetric,0.8,0.5,16,21,21
H3,H3B0200,False,,inactive,,inactive,1,S168,sobol_symmetric,2.0,0.5,64,7,7
H3,H3B0201,False,,inactive,,inactive,1,S169,sobol_symmetric,2.0,0.1,16,14,14
H3,H3B0202,False,,inactive,,inactive,1,S170,sobol_symmetric,0.8,0.9,64,28,28
H3,H3B0203,False,,inactive,,inactive,1,S171,sobol_symmetric,1.25,0.3,32,7,7
H3,H3B0204,False,,inactive,,inactive,1,S172,sobol_symmetric,4.0,0.7,64,21,21
H3,H3B0205,False,,inactive,,inactive,1,S173,sobol_symmetric,4.0,0.5,64,21,21
H3,H3B0206,False,,inactive,,inactive,1,S174,sobol_symmetric,2.0,0.7,16,7,7
H3,H3B0207,False,,inactive,,inactive,1,S175,sobol_symmetric,0.8,0.1,32,28,28
H3,H3B0208,False,,supported,,supported,1,S176,sobol_symmetric,3.1,0.9,32,14,14
H3,H3B0209,False,,inactive,,inactive,1,S177,sobol_symmetric,3.1,0.1,64,21,21
H3,H3B0210,False,,inactive,,inactive,1,S178,sobol_symmetric,0.8,0.9,16,7,7
H3,H3B0211,False,,inactive,,inactive,1,S179,sobol_symmetric,2.0,0.5,64,28,28
H3,H3B0212,False,,inactive,,inactive,1,S180,sobol_symmetric,4.0,0.5,16,14,14
H3,H3B0213,False,,inconclusive,,inconclusive,1,S181,sobol_symmetric,4.0,0.3,16,14,14
H3,H3B0214,False,,inactive,,inactive,1,S182,sobol_symmetric,1.25,0.7,64,28,28
H3,H3B0215,False,,inactive,,inactive,1,S183,sobol_symmetric,0.8,0.1,32,7,7
H3,H3B0216,False,,inactive,,inactive,1,S184,sobol_symmetric,2.0,0.9,32,21,21
H3,H3B0217,False,,inactive,,inactive,1,S185,sobol_symmetric,3.1,0.5,32,28,28
H3,H3B0218,False,,inactive,,inactive,1,S186,sobol_symmetric,0.8,0.5,32,14,14
H3,H3B0219,False,,supported,,supported,1,S187,sobol_symmetric,1.25,0.1,16,21,21
H3,H3B0220,False,,inactive,,inactive,1,S188,sobol_symmetric,3.1,0.9,64,7,7
H3,H3B0221,False,,inactive,,inactive,1,S189,sobol_symmetric,4.0,0.3,64,7,7
H3,H3B0222,False,,supported,,supported,1,S190,sobol_symmetric,2.0,0.7,16,21,21
H3,H3B0223,False,,inactive,,inactive,1,S191;X033,sobol_symmetric,1.25,0.3,64,14,14
H3,H3B0224,False,,inactive,,inactive,1,S192,sobol_symmetric,3.1,0.7,16,28,28
H3,H3B0225,False,,inactive,,inactive,1,S193,sobol_symmetric,3.1,0.5,64,14,14
H3,H3B0226,False,,supported,,supported,1,S194,sobol_symmetric,1.25,0.5,16,28,28
H3,H3B0227,False,,inactive,,inactive,1,S195,sobol_symmetric,2.0,0.1,32,7,7
H3,H3B0228,False,,inactive,,inactive,1,S196,sobol_symmetric,4.0,0.9,16,21,21
H3,H3B0229,False,,inactive,,inactive,1,S197,sobol_symmetric,4.0,0.3,16,21,21
H3,H3B0230,False,,inactive,,inactive,1,S198,sobol_symmetric,1.25,0.9,64,7,7
H3,H3B0231,False,,inactive,,inactive,1,S199,sobol_symmetric,0.8,0.3,32,28,28
H3,H3B0232,False,,supported,,supported,1,S200,sobol_symmetric,3.1,0.7,32,14,14
H3,H3B0233,False,,inactive,,inactive,1,S201,sobol_symmetric,2.0,0.1,32,7,7
H3,H3B0234,False,,inactive,,inactive,1,S202,sobol_symmetric,0.8,0.9,32,21,21
H3,H3B0235,False,,inactive,,inactive,1,S203,sobol_symmetric,1.25,0.5,16,14,14
H3,H3B0236,False,,supported,,supported,1,S204,sobol_symmetric,4.0,0.7,64,28,28
H3,H3B0237,False,,inactive,,inactive,1,S205,sobol_symmetric,4.0,0.3,64,28,28
H3,H3B0238,False,,inactive,,inactive,1,S206,sobol_symmetric,2.0,0.7,32,14,14
H3,H3B0239,False,,inactive,,inactive,1,S207,sobol_symmetric,0.8,0.1,64,21,21
H3,H3B0240,False,,inactive,,inactive,1,S208,sobol_symmetric,3.1,0.9,16,7,7
H3,H3B0241,False,,inactive,,inactive,1,S209,sobol_symmetric,3.1,0.1,32,28,28
H3,H3B0242,False,,inactive,,inactive,1,S210,sobol_symmetric,0.8,0.9,32,14,14
H3,H3B0243,False,,inconclusive,,inconclusive,1,S211,sobol_symmetric,2.0,0.3,64,21,21
H3,H3B0244,False,,inactive,,inactive,1,S212,sobol_symmetric,4.0,0.7,16,7,7
H3,H3B0245,False,,inactive,,inactive,1,S213,sobol_symmetric,4.0,0.3,32,7,7
H3,H3B0246,False,,inactive,,inactive,1,S214;X002,sobol_symmetric,1.25,0.5,64,21,21
H3,H3B0247,False,,inactive,,inactive,1,S215,sobol_symmetric,0.8,0.1,16,14,14
H3,H3B0248,False,,inactive,,inactive,1,S216,sobol_symmetric,2.0,0.9,64,28,28
H3,H3B0249,False,,supported,,supported,1,S217,sobol_symmetric,2.0,0.3,16,21,21
H3,H3B0250,False,,inactive,,inactive,1,S218,sobol_symmetric,0.8,0.7,64,7,7
H3,H3B0251,False,,inactive,,inactive,1,S219,sobol_symmetric,1.25,0.3,16,28,28
H3,H3B0252,False,,supported,,supported,1,S220,sobol_symmetric,3.1,0.7,64,14,14
H3,H3B0253,False,,inconclusive,,inconclusive,1,S221,sobol_symmetric,4.0,0.1,64,14,14
H3,H3B0254,False,,inactive,,inactive,1,S222,sobol_symmetric,1.25,0.9,16,28,28
H3,H3B0255,False,,inactive,,inactive,1,S223,sobol_symmetric,1.25,0.5,32,7,7
H3,H3B0256,False,,supported,,supported,1,S224,sobol_symmetric,3.1,0.5,32,21,21
H3,H3B0257,False,,supported,,supported,1,X001,asymmetric_stress,4.0,0.3,32,21,21
H3,H3B0258,False,,inactive,,inactive,1,X003,asymmetric_stress,1.25,0.1,32,14,14
H3,H3B0259,False,,inactive,,inactive,1,X004,asymmetric_stress,1.25,0.1,32,21,21
H3,H3B0260,False,,supported,,supported,1,X005,asymmetric_stress,4.0,0.5,32,21,28
H3,H3B0261,False,,inactive,,inactive,1,X006,asymmetric_stress,2.0,0.1,32,7,21
H3,H3B0262,False,,supported,,supported,1,X007;X080,asymmetric_stress,2.0,0.5,32,14,28
H3,H3B0263,False,,supported,,supported,1,X008,asymmetric_stress,3.1,0.1,32,14,14
H3,H3B0264,False,,inactive,,inactive,1,X009,asymmetric_stress,0.8,0.1,16,28,28
H3,H3B0265,False,,inactive,,inactive,1,X010,asymmetric_stress,3.1,0.5,64,21,21
H3,H3B0266,False,,inactive,,inactive,1,X011,asymmetric_stress,0.8,0.9,32,21,21
H3,H3B0267,False,,inactive,,inactive,1,X012,asymmetric_stress,3.1,0.3,32,7,7
H3,H3B0268,False,,inactive,,inactive,1,X013,asymmetric_stress,0.8,0.5,32,14,21
H3,H3B0269,False,,supported,,supported,1,X014,asymmetric_stress,2.0,0.7,16,21,28
H3,H3B0270,False,,inactive,,inactive,1,X015,asymmetric_stress,1.25,0.5,16,14,14
H3,H3B0271,False,,inactive,,inactive,1,X016,asymmetric_stress,1.25,0.3,16,28,28
H3,H3B0272,False,,supported,,supported,1,X017,asymmetric_stress,2.0,0.5,32,14,14
H3,H3B0273,False,,inactive,,inactive,1,X018,asymmetric_stress,1.25,0.9,64,7,7
H3,H3B0274,False,,inactive,,inactive,1,X019,asymmetric_stress,1.25,0.1,64,14,14
H3,H3B0275,False,,inactive,,inactive,1,X020,asymmetric_stress,4.0,0.1,32,28,28
H3,H3B0276,False,,inactive,,inactive,1,X021,asymmetric_stress,3.1,0.9,16,28,21
H3,H3B0277,False,,inactive,,inactive,1,X022,asymmetric_stress,0.8,0.5,32,7,7
H3,H3B0278,False,,supported,,supported,1,X023,asymmetric_stress,3.1,0.9,32,21,21
H3,H3B0279,False,,inactive,,inactive,1,X024,asymmetric_stress,0.8,0.5,32,14,14
H3,H3B0280,False,,supported,,supported,1,X025,asymmetric_stress,1.25,0.1,32,14,21
H3,H3B0281,False,,supported,,supported,1,X026,asymmetric_stress,3.1,0.7,32,28,14
H3,H3B0282,False,,supported,,supported,1,X027,asymmetric_stress,4.0,0.7,32,21,7
H3,H3B0283,False,,supported,,supported,1,X028,asymmetric_stress,3.1,0.9,64,28,14
H3,H3B0284,False,,inactive,,inactive,1,X029,asymmetric_stress,3.1,0.3,32,7,7
H3,H3B0285,False,,supported,,supported,1,X030,asymmetric_stress,4.0,0.9,64,14,14
H3,H3B0286,False,,inactive,,inactive,1,X031,asymmetric_stress,1.25,0.3,32,28,28
H3,H3B0287,False,,inactive,,inactive,1,X034,asymmetric_stress,1.25,0.9,16,28,28
H3,H3B0288,False,,inactive,,inactive,1,X035,asymmetric_stress,0.8,0.1,16,28,28
H3,H3B0289,False,,supported,,supported,1,X036,asymmetric_stress,4.0,0.9,64,14,14
H3,H3B0290,False,,inactive,,inactive,1,X037,asymmetric_stress,3.1,0.1,64,14,14
H3,H3B0291,False,,inactive,,inactive,1,X038,asymmetric_stress,0.8,0.1,64,28,28
H3,H3B0292,False,,inactive,,inactive,1,X039,asymmetric_stress,1.25,0.3,32,28,28
H3,H3B0293,False,,supported,,supported,1,X040,asymmetric_stress,3.1,0.5,32,14,21
H3,H3B0294,False,,inactive,,inactive,1,X041,asymmetric_stress,0.8,0.9,64,28,28
H3,H3B0295,False,,inactive,,inactive,1,X042,asymmetric_stress,0.8,0.5,16,21,21
H3,H3B0296,False,,inactive,,inactive,1,X043,asymmetric_stress,0.8,0.7,32,21,21
H3,H3B0297,False,,inconclusive,,inconclusive,1,X044,asymmetric_stress,4.0,0.3,32,28,21
H3,H3B0298,False,,inactive,,inactive,1,X045,asymmetric_stress,3.1,0.1,32,28,28
H3,H3B0299,False,,supported,,supported,1,X046,asymmetric_stress,2.0,0.5,32,28,28
H3,H3B0300,False,,inactive,,inactive,1,X047,asymmetric_stress,1.25,0.3,16,28,21
H3,H3B0301,False,,inactive,,inactive,1,X048,asymmetric_stress,4.0,0.3,32,14,14
H3,H3B0302,False,,inactive,,inactive,1,X049,asymmetric_stress,4.0,0.3,16,14,21
H3,H3B0303,False,,inactive,,inactive,1,X050,asymmetric_stress,3.1,0.9,16,21,28
H3,H3B0304,False,,inactive,,inactive,1,X051,asymmetric_stress,1.25,0.1,16,14,21
H3,H3B0305,False,,supported,,supported,1,X052,asymmetric_stress,4.0,0.7,32,21,14
H3,H3B0306,False,,inactive,,inactive,1,X053,asymmetric_stress,0.8,0.9,32,14,14
H3,H3B0307,False,,supported,,supported,1,X054,asymmetric_stress,1.25,0.5,16,21,21
H3,H3B0308,False,,inactive,,inactive,1,X055,asymmetric_stress,4.0,0.3,64,7,7
H3,H3B0309,False,,inactive,,inactive,1,X056,asymmetric_stress,1.25,0.1,64,7,14
H3,H3B0310,False,,supported,,supported,1,X057,asymmetric_stress,2.0,0.7,16,21,21
H3,H3B0311,False,,supported,,supported,1,X058,asymmetric_stress,3.1,0.9,64,28,28
H3,H3B0312,False,,inactive,,inactive,1,X060,asymmetric_stress,1.25,0.1,64,14,14
H3,H3B0313,False,,inactive,,inactive,1,X061,asymmetric_stress,2.0,0.9,64,14,28
H3,H3B0314,False,,supported,,supported,1,X062,asymmetric_stress,4.0,0.5,16,14,14
H3,H3B0315,False,,inactive,,inactive,1,X063,asymmetric_stress,0.8,0.3,64,21,21
H3,H3B0316,False,,inactive,,inactive,1,X064,asymmetric_stress,4.0,0.7,16,7,7
H3,H3B0317,False,,inactive,,inactive,1,X065,asymmetric_stress,1.25,0.1,32,14,14
H3,H3B0318,False,,inactive,,inactive,1,X066,asymmetric_stress,3.1,0.7,16,28,28
H3,H3B0319,False,,supported,,supported,1,X067,asymmetric_stress,3.1,0.9,16,21,21
H3,H3B0320,False,,inactive,,inactive,1,X068,asymmetric_stress,2.0,0.9,64,28,21
H3,H3B0321,False,,inactive,,inactive,1,X069,asymmetric_stress,0.8,0.9,16,7,7
H3,H3B0322,False,,supported,,supported,1,X070,asymmetric_stress,4.0,0.3,16,14,14
H3,H3B0323,False,,inactive,,inactive,1,X071,asymmetric_stress,1.25,0.3,16,21,21
H3,H3B0324,False,,inactive,,inactive,1,X072,asymmetric_stress,4.0,0.1,32,28,28
H3,H3B0325,False,,supported,,supported,1,X073,asymmetric_stress,4.0,0.7,32,28,7
H3,H3B0326,False,,inactive,,inactive,1,X074,asymmetric_stress,2.0,0.7,32,14,28
H3,H3B0327,False,,inconclusive,,inconclusive,1,X075,asymmetric_stress,3.1,0.7,64,14,14
H3,H3B0328,False,,inactive,,inactive,1,X076,asymmetric_stress,0.8,0.9,16,7,14
H3,H3B0329,False,,inactive,,inactive,1,X077,asymmetric_stress,4.0,0.5,16,7,7
H3,H3B0330,False,,inactive,,inactive,1,X078,asymmetric_stress,0.8,0.1,16,14,14
H3,H3B0331,False,,inactive,,inactive,1,X079,asymmetric_stress,3.1,0.5,64,28,7
H3,H3B0332,False,,inactive,,inactive,1,X081,asymmetric_stress,1.25,0.9,16,21,21
H3,H3B0333,False,,supported,,supported,1,X082,asymmetric_stress,4.0,0.3,32,28,21
H3,H3B0334,False,,inactive,,inactive,1,X083,asymmetric_stress,0.8,0.5,32,7,7
H3,H3B0335,False,,inactive,,inactive,1,X084,asymmetric_stress,2.0,0.7,16,28,28
H3,H3B0336,False,,supported,,supported,1,X085,asymmetric_stress,2.0,0.3,16,14,21
H3,H3B0337,False,,inactive,,inactive,1,X086,asymmetric_stress,1.25,0.5,64,7,7
H3,H3B0338,False,,inactive,,inactive,1,X087,asymmetric_stress,1.25,0.9,16,28,28
H3,H3B0339,False,,supported,,supported,1,X088,asymmetric_stress,4.0,0.7,32,21,14
H3,H3B0340,False,,inactive,,inactive,1,X089,asymmetric_stress,4.0,0.3,64,28,28
H3,H3B0341,False,,inactive,,inactive,1,X090,asymmetric_stress,1.25,0.9,32,14,14
H3,H3B0342,False,,inactive,,inactive,1,X091,asymmetric_stress,2.0,0.3,64,14,14
H3,H3B0343,False,,inactive,,inactive,1,X092,asymmetric_stress,1.25,0.5,32,14,28
H3,H3B0344,False,,inactive,,inactive,1,X093,asymmetric_stress,1.25,0.9,16,14,14
H3,H3B0345,False,,inactive,,inactive,1,X094,asymmetric_stress,0.8,0.9,16,7,7
H3,H3B0346,False,,inactive,,inactive,1,X095,asymmetric_stress,2.0,0.7,32,14,14
H3,H3B0347,False,,inactive,,inactive,1,X096,asymmetric_stress,3.1,0.3,16,28,21
H3,H3B0348,False,,inactive,,inactive,1,X097,asymmetric_stress,3.1,0.5,16,21,21
H3,H3B0349,False,,inactive,,inactive,1,X098,asymmetric_stress,0.8,0.5,16,28,14
H3,H3B0350,False,,supported,,supported,1,X099,asymmetric_stress,2.0,0.5,32,14,14
H3,H3B0351,False,,supported,,supported,1,X100,asymmetric_stress,3.1,0.5,32,21,21
H3,H3B0352,False,,inactive,,inactive,1,X101,asymmetric_stress,3.1,0.9,16,28,28
H3,H3B0353,False,,supported,,supported,1,X102,asymmetric_stress,4.0,0.3,32,28,14
H3,H3B0354,False,,supported,,supported,1,X103,asymmetric_stress,3.1,0.7,64,14,14
H3,H3B0355,False,,inactive,,inactive,1,X104,asymmetric_stress,3.1,0.5,32,28,21
H3,H3B0356,False,,supported,,supported,1,X105,asymmetric_stress,4.0,0.1,16,14,21
H3,H3B0357,False,,inactive,,inactive,1,X106,asymmetric_stress,0.8,0.5,64,14,28
H3,H3B0358,False,,inactive,,inactive,1,X107,asymmetric_stress,2.0,0.3,64,14,14
H3,H3B0359,False,,inactive,,inactive,1,X108,asymmetric_stress,0.8,0.5,32,28,7
H3,H3B0360,False,,supported,,supported,1,X109,asymmetric_stress,4.0,0.7,32,21,21
H3,H3B0361,False,,inactive,,inactive,1,X110,asymmetric_stress,2.0,0.1,16,21,21
H3,H3B0362,False,,inactive,,inactive,1,X111,asymmetric_stress,4.0,0.5,32,14,14
H3,H3B0363,False,,inactive,,inactive,1,X112,asymmetric_stress,0.8,0.7,16,28,14
H3,H3B0364,False,,inactive,,inactive,1,X113,asymmetric_stress,2.0,0.7,16,21,21
H3,H3B0365,False,,inactive,,inactive,1,X114,asymmetric_stress,0.8,0.1,64,21,21
H3,H3B0366,False,,inactive,,inactive,1,X115,asymmetric_stress,2.0,0.9,32,14,7
H3,H3B0367,False,,inactive,,inactive,1,X116,asymmetric_stress,2.0,0.3,16,28,28
H3,H3B0368,False,,inactive,,inactive,1,X117,asymmetric_stress,3.1,0.7,64,14,14
H3,H3B0369,False,,inactive,,inactive,1,X118,asymmetric_stress,4.0,0.5,16,14,14
H3,H3B0370,False,,inactive,,inactive,1,X119,asymmetric_stress,4.0,0.7,32,7,7
H3,H3B0371,False,,inactive,,inactive,1,X120,asymmetric_stress,3.1,0.5,32,14,21
H3,H3B0372,False,,inactive,,inactive,1,X121,asymmetric_stress,0.8,0.3,32,28,14
H3,H3B0373,False,,inactive,,inactive,1,X122,asymmetric_stress,2.0,0.7,64,28,28
H3,H3B0374,False,,inactive,,inactive,1,X123,asymmetric_stress,3.1,0.3,32,14,14
H3,H3B0375,False,,supported,,supported,1,X124,asymmetric_stress,3.1,0.9,64,14,28
H3,H3B0376,False,,inactive,,inactive,1,X125,asymmetric_stress,1.25,0.7,16,14,28
H3,H3B0377,False,,inactive,,inactive,1,X126,asymmetric_stress,3.1,0.1,16,28,28
H3,H3B0378,False,,inactive,,inactive,1,X127,asymmetric_stress,0.8,0.1,32,28,28
