background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,baseline_equal_noshow_high,n_paired_seeds,mean_class1_arrivals,mean_class2_arrivals,estimated_class1_post_threshold_accepted_share,estimated_class2_post_threshold_accepted_share,exposure_active,mean_absolute_common_utilization_effect,mean_absolute_gap_utilization_effect,common_minus_gap_utilization_effect,common_minus_gap_utilization_effect_ci_low,common_minus_gap_utilization_effect_ci_high,mean_absolute_common_served_gap_effect,mean_absolute_between_gap_effect,gap_minus_common_served_gap_effect,gap_minus_common_served_gap_effect_ci_low,gap_minus_common_served_gap_effect_ci_high,utilization_component,served_gap_component,failure_component,classification
H9B0053,S021,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,28,28,0.5,0.5,6,6,0.0,0.0,0.3,0.3,12,12,0.3,0.3,0.7,0.7,0.7,20,14020.75,32675.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0054,S022,sobol_symmetric,1.25,0.7,16,20.0,14.0,6.000000000000001,14,14,0.1,0.1,9,9,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.7,0.7,0.7,20,5133.5,2191.15,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0055,S023,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,21,21,0.0,0.0,12,12,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.8,0.8,0.8,20,5593.55,13113.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0056,S024,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,7,7,0.3,0.3,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.8,0.8,0.8,20,8127.0,3494.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0057,S025,sobol_symmetric,2.0,0.3,64,128.0,38.4,89.6,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,12,12,0.3,0.3,0.8,0.8,0.8,20,13982.2,32776.65,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0058,S026,sobol_symmetric,0.8,0.5,16,12.8,6.4,6.4,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.5,0.5,0.5,20,2352.25,2324.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0059,S027,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0.7,20,2888.4,26288.95,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0060,S028,sobol_symmetric,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,9,9,0.5,0.5,0.8,0.8,0.8,20,32621.65,3613.6,0.005803784197246961,0.005733367250852837,False,0.000971746575342472,0.0003467465753424728,0.0006249999999999991,0.00034178357056176295,0.0009082164294382353,0.00020327893410364484,0.00027878340800163747,7.55044738979926e-05,-4.5369236956985926e-05,0.00019637818475297112,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0061,S029,sobol_symmetric,4.0,0.1,16,64.0,6.4,57.6,21,21,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.1,0.1,0.1,20,2324.95,21005.05,0.456882137688239,0.44130246634708403,True,0.06578767123287672,0.025826198630136972,0.03996147260273976,0.038338674712787776,0.04158427049269174,0.00158170326647704,0.016543476972306202,0.014961773705829165,0.0142807623039122,0.01564278510774613,supported,supported,,supported
H9B0062,S030,sobol_symmetric,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.8,0.8,0.8,20,26238.15,2908.55,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0063,S031,sobol_symmetric,1.25,0.3,32,40.0,12.0,28.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.1,12,12,0.3,0.3,0.8,0.8,0.8,20,4377.0,10260.6,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0064,S032,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,6,6,0.0,0.0,0.7,0.7,0.7,20,25317.3,10880.7,0.8255256163342081,0.8191099619513545,True,0.08247859589041097,0.01627568493150685,0.06620291095890411,0.06482117796902245,0.06758464394878577,0.0018710274789391448,0.02663202130690017,0.02476099382796102,0.024168482973741325,0.025353504682180717,supported,supported,,supported
H9B0065,S033,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0.7,20,7267.2,65230.95,0.01928419967725074,0.019211028673435854,True,0.005978167808219184,0.0023865582191780837,0.0035916095890411006,0.0033508707096764484,0.0038323484684057527,0.00048255048817286486,0.0018978789696645227,0.0014153284814916575,0.0012072299968364816,0.0016234269661468334,supported,inconclusive,served_gap_component_inconclusive,inconclusive
H9B0066,S034,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,21,21,0.1,0.1,9,9,0.5,0.5,0.5,0.5,12,12,0.0,0.0,0.1,0.1,0.1,20,6577.9,723.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0067,S035,sobol_symmetric,1.25,0.3,32,40.0,12.0,28.0,14,14,0.0,0.0,12,12,0.0,0.0,0.5,0.5,9,9,0.0,0.0,0.3,0.3,0.3,20,4371.25,10254.0,0.9705631510142458,0.9667884954657614,True,0.09598458904109589,0.019482020547945202,0.0765025684931507,0.07534218563775123,0.07766295134855015,0.003872643553170809,0.07876658507753911,0.0748939415243683,0.07281504097019402,0.07697284207854259,supported,supported,,supported
H9B0068,S036,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,28,28,0.3,0.3,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.7,20,32727.5,14013.75,0.09381499439973921,0.09805646623305629,True,0.024045376712328776,0.004685359589041099,0.019360017123287675,0.018797466169292763,0.019922568077282588,0.0006018937823533091,0.006055142797327055,0.0054532490149737465,0.005148410538297748,0.005758087491649745,supported,supported,,supported
H9B0069,S037,sobol_symmetric,3.1,0.5,16,49.6,24.8,24.8,28,28,0.3,0.3,6,6,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.7,0.7,0.7,20,9057.45,9077.85,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0070,S038,sobol_symmetric,1.25,0.5,64,80.0,40.0,40.0,14,14,0.0,0.0,9,9,0.3,0.3,0.3,0.3,4,4,0.3,0.3,0.5,0.5,0.5,20,14603.55,14567.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0071,S039,sobol_symmetric,0.8,0.1,16,12.8,1.2800000000000002,11.52,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.3,6,6,0.7,0.7,0.8,0.8,0.8,20,469.95,4183.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0072,S040,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,4,4,0.0,0.0,0.3,0.3,0.3,20,21045.4,2355.15,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0073,S041,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,4,4,0.1,0.1,0.3,0.3,9,9,0.0,0.0,0.5,0.5,0.5,20,3491.6,8195.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0074,S042,sobol_symmetric,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.5,0.5,12,12,0.3,0.3,0.5,0.5,4,4,0.5,0.5,0.8,0.8,0.8,20,13051.75,5590.95,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0075,S043,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,7,7,0.3,0.3,4,4,0.0,0.0,0.5,0.5,4,4,0.5,0.5,0.7,0.7,0.7,20,2180.7,5124.55,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0076,S044,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.0,0.0,6,6,0.7,0.7,0.7,0.7,12,12,0.3,0.3,0.5,0.5,0.5,20,65415.65,28091.6,0.8631705046070548,0.859747398255295,True,0.08676369863013697,0.017241010273972603,0.06952268835616439,0.06866087724273856,0.07038449946959022,0.0007958538170137582,0.02232203702628554,0.021526183209271785,0.021176979111806996,0.021875387306736573,supported,supported,,supported
H9B0077,S045,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,6,6,0.5,0.5,0.7,0.7,0.7,20,4667.05,42012.4,0.9551590551327742,0.9703563030141096,True,0.09965753424657535,0.039815924657534245,0.0598416095890411,0.05904909808227229,0.06063412109580991,0.0017907933420607497,0.02415697804038642,0.022366184698325665,0.02156527924462512,0.023167090152026212,supported,supported,,supported
H9B0078,S046,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,4,4,0.0,0.0,0.5,0.5,0.5,20,21074.35,2330.15,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0079,S047,sobol_symmetric,0.8,0.5,64,51.2,25.6,25.6,28,28,0.5,0.5,9,9,0.0,0.0,0.7,0.7,9,9,0.0,0.0,0.7,0.7,0.7,20,9342.45,9320.1,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0080,S048,sobol_symmetric,3.1,0.5,16,49.6,24.8,24.8,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,4,4,0.3,0.3,0.7,0.7,0.7,20,9064.35,9046.15,0.42141783188477167,0.40174107257587777,True,0.06468321917808217,0.0016138698630136991,0.0630693493150685,0.0613627723291622,0.0647759263009748,0.0015446125053348602,0.02105512870236705,0.01951051619703219,0.01887210935496712,0.020148923039097263,supported,supported,,supported
H9B0081,S049,sobol_symmetric,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.7,9,9,0.3,0.3,0.8,0.8,0.8,20,36206.35,36277.35,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0082,S051,sobol_symmetric,2.0,0.1,64,128.0,12.8,115.2,28,28,0.1,0.1,6,6,0.1,0.1,0.7,0.7,6,6,0.0,0.0,0.3,0.3,0.3,20,4672.1,42007.05,0.04819906421717664,0.0482052314490347,True,0.007298801369863034,0.002945205479452054,0.00435359589041098,0.004063019477596892,0.0046441723032250685,0.0006459543201570949,0.0036603757723075126,0.0030144214521504176,0.002754774750007966,0.003274068154292869,supported,supported,,supported
H9B0083,S052,sobol_symmetric,4.0,0.9,16,64.0,57.6,6.399999999999999,14,14,0.5,0.5,9,9,0.0,0.0,0.7,0.7,12,12,0.7,0.7,0.8,0.8,0.8,20,21042.75,2340.05,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0084,S053,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.7,0.7,0.7,20,4669.3,42082.6,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0085,S054,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,12,12,0.5,0.5,0.7,0.7,0.7,20,10197.7,4385.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0086,S055,sobol_symmetric,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.7,0.7,0.7,20,1401.85,3277.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0087,S056,sobol_symmetric,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,4,4,0.0,0.0,0.3,0.3,0.3,20,32739.0,14061.2,0.042469335377100265,0.04202713454636978,True,0.008473886986301405,0.0016363441780821663,0.006837542808219238,0.006258950490229842,0.007416135126208635,0.0005477603472861199,0.00421139702621391,0.0036636366789277904,0.00332807820782084,0.00399919515003474,supported,supported,,supported
H9B0088,S057,sobol_symmetric,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0.5,20,1800.8,16247.15,0.9392990280770958,0.9433414904774402,True,0.09932363013698631,0.03975599315068494,0.05956763698630137,0.05781582663855452,0.06131944733404821,0.004586257747267855,0.0315081983560563,0.02692194060878845,0.025496905802294082,0.028346975415282815,supported,supported,,supported
H9B0089,S058,sobol_symmetric,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,12,12,0.5,0.5,0.7,0.7,0.7,20,16805.75,1861.9,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0090,S059,sobol_symmetric,1.25,0.3,32,40.0,12.0,28.0,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,9,9,0.3,0.3,0.8,0.8,0.8,20,4368.55,10247.1,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0091,S060,sobol_symmetric,4.0,0.5,32,128.0,64.0,64.0,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.1,0.1,0.1,20,23341.05,23385.75,0.4443427910955354,0.4383549566384478,True,0.06642123287671232,0.001160102739725996,0.06526113013698631,0.06450363044499433,0.0660186298289783,0.001074186370086955,0.016465826702214855,0.015391640332127896,0.015079879750870773,0.01570340091338502,supported,supported,,supported
H9B0092,S061,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.7,20,28001.35,65405.25,0.4426884434349402,0.43663300539967054,True,0.06594606164383562,0.01312285958904109,0.05282320205479455,0.051903446085244755,0.053742958024344346,0.0007635967647525929,0.016325570669832735,0.015561973905080139,0.01525144405005679,0.015872503760103487,supported,supported,,supported
H9B0093,S062,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,21,21,0.5,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.5,0.5,0.5,20,8173.7,3473.65,6.107243190423842e-05,0.0,False,8.561643835619526e-06,8.561643835619526e-06,0.0,-1.3000335979304283e-05,1.3000335979304283e-05,6.107243190420003e-06,1.0178158500312472e-05,4.07091530989247e-06,-1.2459165138834877e-05,2.060099575861982e-05,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0094,S063,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.7,0.7,0.7,20,1461.9,13076.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0095,S064,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,12,12,0.7,0.7,0.8,0.8,0.8,20,16248.9,1823.35,0.9570507588337336,0.9372879024858382,True,0.10105308219178082,0.03978167808219177,0.06127140410958905,0.05930610435853571,0.06323670386064238,0.0030751827531706965,0.03182201675542296,0.02874683400225227,0.02763742777296948,0.02985624023153506,supported,supported,,supported
H9B0096,S065,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.1,0.1,9,9,0.1,0.1,0.1,0.1,12,12,0.3,0.3,0.8,0.8,0.8,20,7225.0,65184.25,0.13102204679298163,0.1263558934095103,True,0.027983732876712335,0.011157962328767122,0.016825770547945214,0.01644695935058659,0.017204581745303836,0.0008165419351962848,0.009222329184506543,0.008405787249310258,0.008067600680729866,0.00874397381789065,supported,supported,,supported
H9B0097,S066,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,28,28,0.5,0.5,6,6,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.3,0.3,0.3,20,6589.3,726.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0098,S067,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,7,7,0.3,0.3,4,4,0.0,0.0,0.3,0.3,4,4,0.0,0.0,0.5,0.5,0.5,20,23354.7,23388.35,0.018604678174607876,0.018992930856329977,True,0.0036536815068492824,0.0001915667808218946,0.0034621147260273876,0.0033284309446390634,0.0035957985074157118,0.00030264860293966497,0.001838195663771473,0.001535547060831808,0.0014087668453083412,0.001662327276355275,supported,inconclusive,served_gap_component_inconclusive,inconclusive
H9B0099,S068,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,21,21,0.0,0.0,12,12,0.5,0.5,0.7,0.7,9,9,0.5,0.5,0.7,0.7,0.7,20,16375.9,7017.65,0.9601848543372254,0.9363230274296301,True,0.09899828767123289,0.02009845890410958,0.07889982876712331,0.07666643782683438,0.08113321970741225,0.001941684558841509,0.024305175145554886,0.022363490586713376,0.0215112765996129,0.02321570457381385,supported,supported,,supported
H9B0100,S069,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.8,0.8,0.8,20,14030.7,32746.85,0.9630793089008509,0.9749286825541896,True,0.10029109589041096,0.019940068493150675,0.0803510273972603,0.07902636396940248,0.08167569082511812,0.0013323395497596288,0.024500328299483405,0.023167988749723777,0.022686646713784484,0.02364933078566307,supported,supported,,supported
H9B0101,S070,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.3,0.3,4,4,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.8,0.8,0.8,20,10192.7,4387.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0102,S071,sobol_symmetric,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.7,12,12,0.3,0.3,0.8,0.8,0.8,20,469.95,4183.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0103,S072,sobol_symmetric,3.1,0.9,64,198.4,178.56,19.84,14,14,0.1,0.1,12,12,0.1,0.1,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0.5,20,65170.5,7262.45,0.24274966720105345,0.24134503622209066,True,0.05296660958904109,0.021029537671232872,0.03193707191780822,0.031382573869218666,0.03249156996639778,0.00121844190619361,0.0172601211220933,0.016041679215899697,0.015513160404142703,0.01657019802765669,supported,supported,,supported
H9B0104,S073,sobol_symmetric,2.0,0.5,16,32.0,16.0,16.0,7,7,0.5,0.5,4,4,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.7,0.7,0.7,20,5847.1,5822.55,0.0001686423456564949,0.00017117425539198904,False,3.4246575342467e-05,1.7123287671236277e-05,1.7123287671230724e-05,-3.839124224686468e-06,3.8085699567147916e-05,3.396849307053503e-05,1.6984246535267494e-05,-1.6984246535267534e-05,-3.783468606398415e-05,3.866192993449079e-06,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0105,S074,sobol_symmetric,0.8,0.5,64,51.2,25.6,25.6,21,21,0.1,0.1,4,4,0.5,0.5,0.5,0.5,9,9,0.5,0.5,0.7,0.7,0.7,20,9367.8,9326.75,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0106,S075,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,14,14,0.0,0.0,6,6,0.0,0.0,0.7,0.7,12,12,0.5,0.5,0.8,0.8,0.8,20,1446.85,13132.95,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0107,S076,sobol_symmetric,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.3,0.3,9,9,0.1,0.1,0.7,0.7,6,6,0.0,0.0,0.3,0.3,0.3,20,42100.0,4686.3,0.03329145199852322,0.03197845080208424,True,0.011348458904109533,0.004935787671232902,0.0064126712328766294,0.0059371538437883176,0.006888188621964941,0.0006065875662474111,0.002802147353979539,0.0021955597877321284,0.0019409914164155873,0.0024501281590486694,supported,inconclusive,served_gap_component_inconclusive,inconclusive
H9B0108,S077,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,28,28,0.3,0.3,12,12,0.1,0.1,0.3,0.3,12,12,0.3,0.3,0.8,0.8,0.8,20,28039.95,65505.45,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0109,S078,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,14,14,0.0,0.0,4,4,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.7,0.7,0.7,20,8140.15,3493.55,0.5118223302133532,0.5361291524840549,True,0.05122431506849316,0.01016695205479452,0.04105736301369863,0.032096882265160026,0.05001784376223724,0.0029778785048177395,0.026707097092861887,0.02372921858804415,0.018655334854531375,0.028803102321556927,supported,supported,,supported
H9B0110,S079,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,21,21,0.1,0.1,6,6,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.8,0.8,0.8,20,5599.55,13082.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0111,S080,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,7,7,0.5,0.5,4,4,0.7,0.7,0.7,0.7,4,4,0.5,0.5,0.7,0.7,0.7,20,25370.45,10899.45,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0112,S081,sobol_symmetric,3.1,0.3,64,198.4,59.52,138.88,28,28,0.0,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.8,0.8,0.8,20,21728.6,50648.55,0.944873566244615,0.953610130085045,True,0.09981164383561644,0.02032748287671232,0.07948416095890412,0.07849318108896448,0.08047514082884376,0.0010243960412605305,0.030609655500758677,0.029585259459498144,0.02912232959712855,0.030048189321867737,supported,supported,,supported
