background_id,selected_policy,search_constraints_feasible,search_failure_reason,selected_horizon_days,selected_Q,selected_window,n_seeds,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,delta_average_utilization_vs_average_optimum,delta_class_2_percent_serviced_vs_baseline,delta_priority_weighted_utilization_vs_baseline,evaluation_average_constraint_met,evaluation_class_2_constraint_met,baseline_equivalent,design_note,patient_characteristic,class2_reference,contrast_level,profile_id,clinic_context_id,clinic_block,native_horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PCF_BK_LOW_STRONG_C035,both_flexible,True,,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.0002410958904111027,-0.014828271198833676,0.00855616438356177,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C035,fully_crossed_confirmatory,14,1.4,0.1,50,7.0,63.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C036,both_flexible,True,,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.0002410958904111027,-0.014828271198833676,0.00855616438356177,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C036,fully_crossed_confirmatory,22,1.4,0.1,50,7.0,63.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C037,reservation_only,True,,10,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.001269406392694128,-0.007571960134093891,0.0037305936073059875,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C037,fully_crossed_confirmatory,10,1.4,0.3,30,12.6,29.4,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C038,reservation_only,True,,14,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.001269406392694128,-0.007571960134093891,0.0037305936073059875,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C038,fully_crossed_confirmatory,14,1.4,0.3,30,12.6,29.4,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C039,reservation_only,True,,22,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.001269406392694128,-0.007571960134093891,0.0037305936073059875,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C039,fully_crossed_confirmatory,22,1.4,0.3,30,12.6,29.4,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C040,both_flexible,True,,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,-0.0003780821917810373,-0.00859433292396039,0.004213698630136986,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C040,fully_crossed_confirmatory,10,1.4,0.3,50,21.0,49.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C041,both_flexible,True,,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,-0.0003780821917810373,-0.00859433292396039,0.004213698630136986,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C041,fully_crossed_confirmatory,14,1.4,0.3,50,21.0,49.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C042,both_flexible,True,,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,-0.0003780821917810373,-0.00859433292396039,0.004213698630136986,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C042,fully_crossed_confirmatory,22,1.4,0.3,50,21.0,49.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C043,both_flexible,True,,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.0,-0.0008797397557033237,-0.00043378995433795975,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C043,fully_crossed_confirmatory,10,1.4,0.5,30,21.0,21.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C044,both_flexible,True,,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.0,-0.0008797397557033237,-0.00043378995433795975,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C044,fully_crossed_confirmatory,14,1.4,0.5,30,21.0,21.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C045,both_flexible,True,,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.0,-0.0008797397557033237,-0.00043378995433795975,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C045,fully_crossed_confirmatory,22,1.4,0.5,30,21.0,21.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C046,both_flexible,True,,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.00043835616438325786,-0.0011382438465247224,0.00039726027397257724,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C046,fully_crossed_confirmatory,10,1.4,0.5,50,35.0,35.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C047,both_flexible,True,,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.00043835616438325786,-0.0011382438465247224,0.00039726027397257724,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C047,fully_crossed_confirmatory,14,1.4,0.5,50,35.0,35.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C048,both_flexible,True,,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.00043835616438325786,-0.0011382438465247224,0.00039726027397257724,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C048,fully_crossed_confirmatory,22,1.4,0.5,50,35.0,35.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C049,both_flexible,True,,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.0007945205479451545,-0.01617934184249492,0.0037534246575341434,True,False,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C049,fully_crossed_confirmatory,10,1.4,0.7,30,29.4,12.6,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C050,both_flexible,True,,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.0007945205479451545,-0.01617934184249492,0.0037534246575341434,True,False,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C050,fully_crossed_confirmatory,14,1.4,0.7,30,29.4,12.6,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C051,both_flexible,True,,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.0007945205479451545,-0.01617934184249492,0.0037534246575341434,True,False,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C051,fully_crossed_confirmatory,22,1.4,0.7,30,29.4,12.6,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C052,both_flexible,True,,4,30,3,10,0.9496876712328757,0.8096301369863014,0.6809682743320626,0.6733311888387375,0.0,-0.0033674112765249564,0.0007068493150684807,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C052,fully_crossed_confirmatory,10,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C053,both_flexible,True,,4,30,3,10,0.9496876712328757,0.8096301369863014,0.6809682743320626,0.6733311888387375,0.0,-0.0033674112765249564,0.0007068493150684807,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C053,fully_crossed_confirmatory,14,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C054,both_flexible,True,,4,30,3,10,0.9496876712328757,0.8096301369863014,0.6809682743320626,0.6733311888387375,0.0,-0.0033674112765249564,0.0007068493150684807,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C054,fully_crossed_confirmatory,22,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C055,both_flexible,True,,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,7.305936073043195e-05,-0.0029126743533107735,-0.00026027397260286467,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C055,fully_crossed_confirmatory,10,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C056,both_flexible,True,,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,7.305936073043195e-05,-0.0029126743533107735,-0.00026027397260286467,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C056,fully_crossed_confirmatory,14,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C057,both_flexible,True,,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,7.305936073043195e-05,-0.0029126743533107735,-0.00026027397260286467,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C057,fully_crossed_confirmatory,22,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C058,horizon_only,True,,2,0,-1,10,0.9489917808219165,0.9021178082191781,0.6779340874530944,0.6744547649737294,0.0,-0.008124337898487322,-0.0005917808219177978,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C058,fully_crossed_confirmatory,10,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C059,horizon_only,True,,2,0,-1,10,0.9489917808219165,0.9021178082191781,0.6779340874530944,0.6744547649737294,0.0,-0.008124337898487322,-0.0005917808219177978,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C059,fully_crossed_confirmatory,14,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C060,horizon_only,True,,2,0,-1,10,0.9489917808219165,0.9021178082191781,0.6779340874530944,0.6744547649737294,0.0,-0.008124337898487322,-0.0005917808219177978,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C060,fully_crossed_confirmatory,22,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C061,horizon_only,True,,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.0005753424657536366,0.005426006353873025,0.0036529680365297024,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C061,fully_crossed_confirmatory,10,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C062,horizon_only,True,,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.0005753424657536366,0.005426006353873025,0.0036529680365297024,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C062,fully_crossed_confirmatory,14,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C063,horizon_only,True,,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.0005753424657536366,0.005426006353873025,0.0036529680365297024,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C063,fully_crossed_confirmatory,22,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C064,both_flexible,True,,4,5,3,10,0.9497424657534232,0.528482191780822,0.630044120965704,0.5502683153991297,0.0004712328767120244,-0.004954777039028135,0.00838356164383569,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C064,fully_crossed_confirmatory,10,1.7,0.1,50,8.5,76.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C065,both_flexible,True,,4,5,3,10,0.9497424657534232,0.528482191780822,0.630044120965704,0.5502683153991297,0.0004712328767120244,-0.004954777039028135,0.00838356164383569,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C065,fully_crossed_confirmatory,14,1.7,0.1,50,8.5,76.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C066,both_flexible,True,,4,5,3,10,0.9497424657534232,0.528482191780822,0.630044120965704,0.5502683153991297,0.0004712328767120244,-0.004954777039028135,0.00838356164383569,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C066,fully_crossed_confirmatory,22,1.7,0.1,50,8.5,76.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C067,both_flexible,True,,4,8,4,10,0.950073059360729,0.6230958904109589,0.5822131257848667,0.5494715703721823,0.000831050228310426,-0.006697949206465492,0.008305936073059295,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C067,fully_crossed_confirmatory,10,1.7,0.3,30,15.3,35.7,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C068,both_flexible,True,,4,8,4,10,0.950073059360729,0.6230958904109589,0.5822131257848667,0.5494715703721823,0.000831050228310426,-0.006697949206465492,0.008305936073059295,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C068,fully_crossed_confirmatory,14,1.7,0.3,30,15.3,35.7,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C069,both_flexible,True,,4,8,4,10,0.950073059360729,0.6230958904109589,0.5822131257848667,0.5494715703721823,0.000831050228310426,-0.006697949206465492,0.008305936073059295,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C069,fully_crossed_confirmatory,22,1.7,0.3,30,15.3,35.7,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C070,both_flexible,True,,4,5,3,10,0.9496493150684919,0.6185095890410959,0.5643656939283186,0.5556554625340594,4.9315068493149816e-05,0.00025048690954276864,0.004553424657534277,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C070,fully_crossed_confirmatory,10,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C071,both_flexible,True,,4,5,3,10,0.9496493150684919,0.6185095890410959,0.5643656939283186,0.5556554625340594,4.9315068493149816e-05,0.00025048690954276864,0.004553424657534277,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C071,fully_crossed_confirmatory,14,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C072,both_flexible,True,,4,5,3,10,0.9496493150684919,0.6185095890410959,0.5643656939283186,0.5556554625340594,4.9315068493149816e-05,0.00025048690954276864,0.004553424657534277,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C072,fully_crossed_confirmatory,22,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C073,both_flexible,True,,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.002054794520547909,-0.0055244400119205395,0.005383561643835577,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C073,fully_crossed_confirmatory,10,1.7,0.5,30,25.5,25.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C074,both_flexible,True,,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.002054794520547909,-0.0055244400119205395,0.005383561643835577,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C074,fully_crossed_confirmatory,14,1.7,0.5,30,25.5,25.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C075,both_flexible,True,,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.002054794520547909,-0.0055244400119205395,0.005383561643835577,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C075,fully_crossed_confirmatory,22,1.7,0.5,30,25.5,25.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C076,both_flexible,True,,2,20,2,10,0.9501753424657522,0.713095890410959,0.5621272874247427,0.5570953574425526,0.0,-0.001223080043075142,0.0037315068493151138,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C076,fully_crossed_confirmatory,10,1.7,0.5,50,42.5,42.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C077,both_flexible,True,,2,20,2,10,0.9501753424657522,0.713095890410959,0.5621272874247427,0.5570953574425526,0.0,-0.001223080043075142,0.0037315068493151138,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C077,fully_crossed_confirmatory,14,1.7,0.5,50,42.5,42.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C078,both_flexible,True,,2,20,2,10,0.9501753424657522,0.713095890410959,0.5621272874247427,0.5570953574425526,0.0,-0.001223080043075142,0.0037315068493151138,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C078,fully_crossed_confirmatory,22,1.7,0.5,50,42.5,42.5,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C079,both_flexible,True,,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.0,0.004828053743410332,0.0020182648401826375,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C079,fully_crossed_confirmatory,10,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C080,both_flexible,True,,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.0,0.004828053743410332,0.0020182648401826375,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C080,fully_crossed_confirmatory,14,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C081,both_flexible,True,,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.0,0.004828053743410332,0.0020182648401826375,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C081,fully_crossed_confirmatory,22,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C082,both_flexible,True,,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,-0.0005753424657538586,-0.004542275614508928,0.003452054794520709,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C082,fully_crossed_confirmatory,10,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C083,both_flexible,True,,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,-0.0005753424657538586,-0.004542275614508928,0.003452054794520709,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C083,fully_crossed_confirmatory,14,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C084,both_flexible,True,,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,-0.0005753424657538586,-0.004542275614508928,0.003452054794520709,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C084,fully_crossed_confirmatory,22,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C085,both_flexible,True,,4,20,4,10,0.9492602739726012,0.902337899543379,0.5579285682480623,0.5553294539816804,0.00010958904109603651,-0.001268165797120968,0.004273972602739762,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C085,fully_crossed_confirmatory,10,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C086,both_flexible,True,,4,20,4,10,0.9492602739726012,0.902337899543379,0.5579285682480623,0.5553294539816804,0.00010958904109603651,-0.001268165797120968,0.004273972602739762,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C086,fully_crossed_confirmatory,14,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C087,both_flexible,True,,4,20,4,10,0.9492602739726012,0.902337899543379,0.5579285682480623,0.5553294539816804,0.00010958904109603651,-0.001268165797120968,0.004273972602739762,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C087,fully_crossed_confirmatory,22,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C088,both_flexible,True,,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.00013698630137004564,0.006568491426735434,0.003794520547945046,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C088,fully_crossed_confirmatory,10,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C089,both_flexible,True,,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.00013698630137004564,0.006568491426735434,0.003794520547945046,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C089,fully_crossed_confirmatory,14,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C090,both_flexible,True,,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.00013698630137004564,0.006568491426735434,0.003794520547945046,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C090,fully_crossed_confirmatory,22,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_STRONG_C091,horizon_only,True,,4,0,-1,10,0.9497808219178069,0.5224383561643835,0.47347166508522803,0.4735699641719872,0.0,0.007001964897486945,0.010621004566209957,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,strong,BK_LOW_STRONG,C091,fully_crossed_confirmatory,10,2.0,0.1,30,6.0,54.0,0.2,0.2,4,0.05,0.25,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
