background_id,scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions,source_scenario_id,source_scenario_ids,source_scenario_count,demand_regime,h4_scope_active,h4_scope_inactive_reason
H4B0213,S182,sobol_symmetric,,scrambled_sobol,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.5,0.5,,S182,S182,1,low,False,outside_heavy_oversubscription_scope
H4B0214,S183,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.5,0.5,,S183,S183,1,low,False,outside_heavy_oversubscription_scope
H4B0215,S184,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,,S184,S184,1,boundary,False,outside_heavy_oversubscription_scope
H4B0216,S185,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.5,0.5,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,,S185,S185,1,high,True,
H4B0217,S186,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,,S186,S186,1,low,False,outside_heavy_oversubscription_scope
H4B0218,S187,sobol_symmetric,,scrambled_sobol,1.25,0.1,16,20.0,2.0,18.0,21,21,0.0,0.0,12,12,0.0,0.0,0.0,0.0,9,9,0.3,0.3,0.3,0.3,,S187,S187,1,low,False,outside_heavy_oversubscription_scope
H4B0219,S188,sobol_symmetric,,scrambled_sobol,3.1,0.9,64,198.4,178.56,19.84,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,,S188,S188,1,high,True,
H4B0220,S189,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,,S189,S189,1,high,True,
H4B0221,S190,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.6,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,,S190,S190;X057,2,boundary,False,outside_heavy_oversubscription_scope
H4B0222,S191,sobol_symmetric,,scrambled_sobol,1.25,0.3,64,80.0,24.0,56.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.3,0.3,,S191,S191,1,low,False,outside_heavy_oversubscription_scope
H4B0223,S192,sobol_symmetric,,scrambled_sobol,3.1,0.7,16,49.6,34.72,14.880000000000004,28,28,0.5,0.5,4,4,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,,S192,S192;X066,2,high,True,
H4B0224,S193,sobol_symmetric,,scrambled_sobol,3.1,0.5,64,198.4,99.2,99.2,14,14,0.3,0.3,6,6,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.3,0.3,,S193,S193,1,high,True,
H4B0225,S194,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,28,28,0.0,0.0,9,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,,S194,S194,1,low,False,outside_heavy_oversubscription_scope
H4B0226,S195,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.5,0.5,,S195,S195,1,boundary,False,outside_heavy_oversubscription_scope
H4B0227,S196,sobol_symmetric,,scrambled_sobol,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.0,0.0,0.0,0.0,9,9,0.5,0.5,0.5,0.5,,S196,S196,1,high,True,
H4B0228,S197,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,,S197,S197,1,high,True,
H4B0229,S198,sobol_symmetric,,scrambled_sobol,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.7,0.7,0.7,0.7,,S198,S198,1,low,False,outside_heavy_oversubscription_scope
H4B0230,S199,sobol_symmetric,,scrambled_sobol,0.8,0.3,32,25.6,7.68,17.919999999999998,28,28,0.0,0.0,12,12,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.7,0.7,,S199,S199,1,low,False,outside_heavy_oversubscription_scope
H4B0231,S200,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.1,0.1,,S200,S200,1,high,True,
H4B0232,S201,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,,S201,S201,1,boundary,False,outside_heavy_oversubscription_scope
H4B0233,S202,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.56,21,21,0.3,0.3,12,12,0.0,0.0,0.0,0.0,9,9,0.7,0.7,0.7,0.7,,S202,S202,1,low,False,outside_heavy_oversubscription_scope
H4B0234,S203,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.5,0.5,,S203,S203,1,low,False,outside_heavy_oversubscription_scope
H4B0235,S204,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,,S204,S204,1,high,True,
H4B0236,S205,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,28,28,0.1,0.1,4,4,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.5,0.5,,S205,S205;X089,2,high,True,
H4B0237,S206,sobol_symmetric,,scrambled_sobol,2.0,0.7,32,64.0,44.8,19.200000000000003,14,14,0.5,0.5,12,12,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,,S206,S206,1,boundary,False,outside_heavy_oversubscription_scope
H4B0238,S207,sobol_symmetric,,scrambled_sobol,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,21,21,0.3,0.3,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.5,0.5,,S207,S207,1,low,False,outside_heavy_oversubscription_scope
H4B0239,S208,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,,S208,S208,1,high,True,
H4B0240,S209,sobol_symmetric,,scrambled_sobol,3.1,0.1,32,99.2,9.920000000000002,89.28,28,28,0.5,0.5,12,12,0.0,0.0,0.0,0.0,4,4,0.7,0.7,0.7,0.7,,S209,S209;X045,2,high,True,
H4B0241,S210,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.56,14,14,0.1,0.1,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.7,0.7,,S210,S210,1,low,False,outside_heavy_oversubscription_scope
H4B0242,S211,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,21,21,0.0,0.0,6,6,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.3,0.3,,S211,S211,1,boundary,False,outside_heavy_oversubscription_scope
H4B0243,S212,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.7,0.7,,S212,S212,1,high,True,
H4B0244,S213,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,,S213,S213,1,high,True,
H4B0245,S214,sobol_symmetric,,scrambled_sobol,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.5,0.5,,S214,S214,1,low,False,outside_heavy_oversubscription_scope
H4B0246,S215,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,6,6,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,,S215,S215,1,low,False,outside_heavy_oversubscription_scope
H4B0247,S216,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999995,28,28,0.5,0.5,9,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.5,,S216,S216,1,boundary,False,outside_heavy_oversubscription_scope
H4B0248,S217,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,21,21,0.1,0.1,9,9,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.1,0.1,,S217,S217,1,boundary,False,outside_heavy_oversubscription_scope
H4B0249,S218,sobol_symmetric,,scrambled_sobol,0.8,0.7,64,51.2,35.84,15.360000000000005,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.3,0.3,,S218,S218,1,low,False,outside_heavy_oversubscription_scope
H4B0250,S219,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,,S219,S219,1,low,False,outside_heavy_oversubscription_scope
H4B0251,S220,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.5,,S220,S220,1,high,True,
H4B0252,S221,sobol_symmetric,,scrambled_sobol,4.0,0.1,64,256.0,25.6,230.4,14,14,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,,S221,S221,1,high,True,
H4B0253,S222,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,2.0,28,28,0.3,0.3,6,6,0.0,0.0,0.0,0.0,9,9,0.3,0.3,0.3,0.3,,S222,S222;X087,2,low,False,outside_heavy_oversubscription_scope
H4B0254,S223,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,,S223,S223,1,low,False,outside_heavy_oversubscription_scope
H4B0255,S224,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.5,0.5,0.5,0.5,,S224,S224,1,high,True,
H4B0256,X001,asymmetric_stress,S157,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,21,21,0.1,0.3,12,12,0.0,0.0,0.0,0.0,12,4,0.0,0.0,0.7,0.7,class1:noshow_threshold;class1:cancel,X001,X001,1,high,True,
H4B0257,X002,asymmetric_stress,S214,sparse_asymmetry_1_dimension,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,6,0.3,0.3,0.5,0.5,class1:noshow_threshold,X002,X002,1,low,False,outside_heavy_oversubscription_scope
H4B0258,X003,asymmetric_stress,S063,sparse_asymmetry_2_dimension,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.0,4,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.7,0.7,class2:balk_threshold;class2:cancel,X003,X003,1,low,False,outside_heavy_oversubscription_scope
H4B0259,X005,asymmetric_stress,A025,sparse_asymmetry_2_dimension,4.0,0.5,32,128.0,64.0,64.0,21,28,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,class1:horizon;class1:balk_low,X005,X005,1,high,True,
H4B0260,X006,asymmetric_stress,S195,sparse_asymmetry_1_dimension,2.0,0.1,32,64.0,6.4,57.6,7,21,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.5,0.5,class2:horizon,X006,X006,1,boundary,False,outside_heavy_oversubscription_scope
H4B0261,X007,asymmetric_stress,S094,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.7,class1:horizon;class1:noshow_high,X007,X007,1,boundary,False,outside_heavy_oversubscription_scope
H4B0262,X008,asymmetric_stress,A011,sparse_asymmetry_1_dimension,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.0,6,6,0.0,0.3,0.3,0.3,class2:noshow_low,X008,X008,1,high,True,
H4B0263,X009,asymmetric_stress,S071,sparse_asymmetry_1_dimension,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.1,0.5,4,4,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.7,0.7,class1:cancel,X009,X009,1,low,False,outside_heavy_oversubscription_scope
H4B0264,X011,asymmetric_stress,S018,sparse_asymmetry_1_dimension,0.8,0.9,32,25.6,23.040000000000003,2.56,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,9,9,0.5,0.5,0.5,0.7,class2:noshow_high,X011,X011,1,low,False,outside_heavy_oversubscription_scope
H4B0265,X013,asymmetric_stress,S087,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,14,21,0.3,0.3,9,9,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,class2:balk_high;class2:horizon,X013,X013,1,low,False,outside_heavy_oversubscription_scope
H4B0266,X014,asymmetric_stress,S104,sparse_asymmetry_2_dimension,2.0,0.7,16,32.0,22.4,9.6,21,28,0.1,0.1,6,9,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,class1:horizon;class2:balk_threshold,X014,X014,1,boundary,False,outside_heavy_oversubscription_scope
H4B0267,X015,asymmetric_stress,S203,sparse_asymmetry_2_dimension,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.0,0.0,0.0,0.0,12,12,0.3,0.5,0.5,0.5,class2:noshow_low;class1:balk_high,X015,X015,1,low,False,outside_heavy_oversubscription_scope
H4B0268,X016,asymmetric_stress,S219,sparse_asymmetry_2_dimension,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,6,4,0.0,0.0,0.0,0.0,4,6,0.5,0.5,0.7,0.7,class1:balk_threshold;class2:noshow_threshold,X016,X016,1,low,False,outside_heavy_oversubscription_scope
H4B0269,X017,asymmetric_stress,A008,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,12,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,class2:balk_threshold;class2:balk_low,X017,X017,1,boundary,False,outside_heavy_oversubscription_scope
H4B0270,X018,asymmetric_stress,S030,sparse_asymmetry_1_dimension,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.7,0.7,0.7,class2:noshow_low,X018,X018,1,low,False,outside_heavy_oversubscription_scope
H4B0271,X019,asymmetric_stress,S123,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.3,6,6,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.1,0.1,class2:cancel,X019,X019,1,low,False,outside_heavy_oversubscription_scope
H4B0272,X021,asymmetric_stress,S096,sparse_asymmetry_2_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,4,4,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.7,0.3,class2:noshow_high;class1:horizon,X021,X021,1,high,True,
H4B0273,X022,asymmetric_stress,S007,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,7,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.7,class2:balk_low;class2:noshow_high,X022,X022,1,low,False,outside_heavy_oversubscription_scope
H4B0274,X023,asymmetric_stress,S028,sparse_asymmetry_1_dimension,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,4,6,0.0,0.0,0.0,0.0,9,9,0.5,0.5,0.7,0.7,class1:balk_threshold,X023,X023,1,high,True,
H4B0275,X024,asymmetric_stress,S186,sparse_asymmetry_1_dimension,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.5,class2:noshow_high,X024,X024,1,low,False,outside_heavy_oversubscription_scope
H4B0276,X025,asymmetric_stress,S075,sparse_asymmetry_3_dimension,1.25,0.1,32,40.0,4.0,36.0,14,21,0.0,0.0,4,6,0.0,0.0,0.0,0.0,12,12,0.5,0.3,0.5,0.5,class1:balk_threshold;class2:horizon;class2:noshow_low,X025,X025,1,low,False,outside_heavy_oversubscription_scope
H4B0277,X026,asymmetric_stress,S032,sparse_asymmetry_1_dimension,3.1,0.7,32,99.2,69.44,29.760000000000005,28,14,0.0,0.0,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.1,0.1,class1:horizon,X026,X026,1,high,True,
H4B0278,X027,asymmetric_stress,S084,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.7,0.7,class1:horizon,X027,X027,1,high,True,
H4B0279,X028,asymmetric_stress,S016,sparse_asymmetry_3_dimension,3.1,0.9,64,198.4,178.56,19.84,28,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.1,0.7,class2:horizon;class2:balk_low;class1:noshow_high,X028,X028,1,high,True,
H4B0280,X030,asymmetric_stress,A015,sparse_asymmetry_1_dimension,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.0,6,6,0.3,0.0,0.3,0.3,class1:noshow_low,X030,X030,1,high,True,
H4B0281,X032,asymmetric_stress,S098,sparse_asymmetry_1_dimension,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.5,0.7,class1:noshow_high,X032,X032,1,low,False,outside_heavy_oversubscription_scope
H4B0282,X033,asymmetric_stress,S191,sparse_asymmetry_1_dimension,1.25,0.3,64,80.0,24.0,56.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.7,0.3,class1:noshow_high,X033,X033,1,low,False,outside_heavy_oversubscription_scope
H4B0283,X034,asymmetric_stress,S006,sparse_asymmetry_2_dimension,1.25,0.9,16,20.0,18.0,2.0,28,28,0.0,0.0,4,4,0.0,0.0,0.0,0.0,6,9,0.0,0.5,0.5,0.5,class2:noshow_low;class1:noshow_threshold,X034,X034,1,low,False,outside_heavy_oversubscription_scope
H4B0284,X035,asymmetric_stress,S071,sparse_asymmetry_2_dimension,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.5,0.5,4,4,0.0,0.0,0.0,0.0,6,12,0.3,0.3,0.7,0.7,class1:noshow_threshold;class2:balk_high,X035,X035,1,low,False,outside_heavy_oversubscription_scope
H4B0285,X037,asymmetric_stress,S005,sparse_asymmetry_1_dimension,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.3,0.3,12,12,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.5,class2:noshow_high,X037,X037,1,high,True,
H4B0286,X038,asymmetric_stress,A021,sparse_asymmetry_2_dimension,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.5,6,12,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.1,0.1,class1:balk_threshold;class2:cancel,X038,X038,1,low,False,outside_heavy_oversubscription_scope
H4B0287,X040,asymmetric_stress,S224,sparse_asymmetry_1_dimension,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.5,0.5,0.5,0.5,class1:horizon,X040,X040,1,high,True,
H4B0288,X041,asymmetric_stress,S170,sparse_asymmetry_2_dimension,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,28,28,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,12,0.3,0.3,0.3,0.5,class1:noshow_high;class2:noshow_threshold,X041,X041,1,low,False,outside_heavy_oversubscription_scope
H4B0289,X042,asymmetric_stress,S167,sparse_asymmetry_2_dimension,0.8,0.5,16,12.8,6.4,6.4,21,21,0.3,0.3,4,9,0.0,0.0,0.0,0.0,9,6,0.7,0.7,0.7,0.7,class2:balk_threshold;class1:noshow_threshold,X042,X042,1,low,False,outside_heavy_oversubscription_scope
H4B0290,X044,asymmetric_stress,S069,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,28,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.0,class2:noshow_high;class1:horizon,X044,X044,1,high,True,
H4B0291,X046,asymmetric_stress,S094,sparse_asymmetry_1_dimension,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,6,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.7,0.7,class1:balk_threshold,X046,X046,1,boundary,False,outside_heavy_oversubscription_scope
H4B0292,X047,asymmetric_stress,S091,sparse_asymmetry_3_dimension,1.25,0.3,16,20.0,6.0,14.0,28,21,0.1,0.1,12,12,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,class2:horizon;class1:balk_low;class2:balk_high,X047,X047,1,low,False,outside_heavy_oversubscription_scope
H4B0293,X048,asymmetric_stress,S093,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,14,14,0.0,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.7,0.7,0.7,0.7,class2:balk_low;class1:cancel,X048,X048,1,high,True,
H4B0294,X049,asymmetric_stress,S109,sparse_asymmetry_2_dimension,4.0,0.3,16,64.0,19.2,44.8,14,21,0.3,0.3,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.7,0.7,class2:horizon;class1:balk_low,X049,X049,1,high,True,
H4B0295,X050,asymmetric_stress,S124,sparse_asymmetry_3_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,21,28,0.5,0.5,9,9,0.0,0.0,0.0,0.0,4,12,0.5,0.5,0.7,0.5,class2:noshow_threshold;class1:horizon;class1:noshow_high,X050,X050,1,high,True,
H4B0296,X051,asymmetric_stress,S187,sparse_asymmetry_3_dimension,1.25,0.1,16,20.0,2.0,18.0,14,21,0.5,0.0,12,12,0.0,0.0,0.0,0.0,9,9,0.3,0.3,0.5,0.3,class1:horizon;class1:cancel;class1:noshow_high,X051,X051,1,low,False,outside_heavy_oversubscription_scope
H4B0297,X052,asymmetric_stress,S116,sparse_asymmetry_2_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.5,0.5,class2:balk_high;class2:horizon,X052,X052,1,high,True,
H4B0298,X054,asymmetric_stress,A027,sparse_asymmetry_3_dimension,1.25,0.5,16,20.0,10.0,10.0,21,21,0.0,0.0,6,6,0.0,0.0,0.0,0.0,9,9,0.0,0.3,0.0,0.3,class2:balk_high;class2:noshow_low;class1:noshow_high,X054,X054,1,low,False,outside_heavy_oversubscription_scope
H4B0299,X055,asymmetric_stress,S189,sparse_asymmetry_1_dimension,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.7,class2:noshow_high,X055,X055,1,high,True,
H4B0300,X056,asymmetric_stress,S095,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,7,14,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,class2:horizon,X056,X056,1,low,False,outside_heavy_oversubscription_scope
H4B0301,X058,asymmetric_stress,S016,sparse_asymmetry_1_dimension,3.1,0.9,64,198.4,178.56,19.84,28,28,0.1,0.1,12,12,0.0,0.0,0.0,0.0,9,6,0.0,0.0,0.7,0.7,class2:noshow_threshold,X058,X058,1,high,True,
H4B0302,X059,asymmetric_stress,S125,sparse_asymmetry_1_dimension,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.0,0.0,6,9,0.0,0.0,0.1,0.1,class1:noshow_threshold,X059,X059,1,high,True,
H4B0303,X060,asymmetric_stress,A006,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,class1:balk_threshold,X060,X060,1,low,False,outside_heavy_oversubscription_scope
H4B0304,X061,asymmetric_stress,S216,sparse_asymmetry_3_dimension,2.0,0.9,64,128.0,115.2,12.799999999999995,14,28,0.5,0.5,9,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.5,class2:balk_threshold;class1:horizon;class2:balk_low,X061,X061,1,boundary,False,outside_heavy_oversubscription_scope
H4B0305,X062,asymmetric_stress,S108,sparse_asymmetry_2_dimension,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.3,4,4,0.0,0.0,0.0,0.0,4,12,0.5,0.5,0.5,0.5,class1:noshow_threshold;class1:cancel,X062,X062,1,high,True,
H4B0306,X063,asymmetric_stress,S023,sparse_asymmetry_2_dimension,0.8,0.3,64,51.2,15.36,35.84,21,21,0.0,0.3,12,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,class2:cancel;class2:balk_threshold,X063,X063,1,low,False,outside_heavy_oversubscription_scope
H4B0307,X064,asymmetric_stress,S212,sparse_asymmetry_2_dimension,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.7,0.3,0.7,0.7,class1:noshow_low;class2:cancel,X064,X064,1,high,True,
H4B0308,X067,asymmetric_stress,S096,sparse_asymmetry_1_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,9,4,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.7,0.7,class1:balk_threshold,X067,X067,1,high,True,
H4B0309,X068,asymmetric_stress,S216,sparse_asymmetry_2_dimension,2.0,0.9,64,128.0,115.2,12.799999999999995,28,21,0.5,0.5,9,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.5,class1:balk_high;class2:horizon,X068,X068,1,boundary,False,outside_heavy_oversubscription_scope
H4B0310,X069,asymmetric_stress,S178,sparse_asymmetry_2_dimension,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.0,0.3,0.5,class2:noshow_high;class1:noshow_low,X069,X069,1,low,False,outside_heavy_oversubscription_scope
