class_1_share,lambda_1,lambda_2,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked,class_1_served_rate,class_2_served_rate,access_gap
0.6,14.399999999999999,9.600000000000001,17,0.9187671232876696,0.7823027226580526,6781,8354.0,9.765083135391924,9.765805260729119,0.02861098292570374,8668,8420,8668,248,0,1039,600,0,0.7858651814864606,0.776943080034672,0.008922101451788511
0.6,14.399999999999999,9.600000000000001,18,0.9138356164383542,0.7540783486849406,6795,8317.0,11.47434578905268,11.473421373876374,0.02885362334923982,9011,8751,9011,260,0,1330,626,0,0.7508863593954096,0.7587623220153341,-0.007875962619924515
0.6,14.399999999999999,9.600000000000001,19,0.9208219178082165,0.7816078790655062,6825,8383.0,9.784762354051185,9.781951442968392,0.028973889143380668,8732,8479,8732,253,0,1066,588,0,0.780622969615899,0.7830808802515005,-0.0024579106356014124
0.6,14.399999999999999,9.600000000000001,20,0.9210958904109569,0.7834059133623653,6836,8374.0,9.570199221973358,9.573000229200092,0.027847811139124455,8726,8483,8726,243,0,1068,579,0,0.7872628726287263,0.7778089887640449,0.009453883864681378
0.6,14.399999999999999,9.600000000000001,21,0.9202739726027375,0.7804793731274488,6773,8353.0,9.957902247591866,9.95010371053238,0.030997925789352385,8678,8409,8678,269,0,1054,582,0,0.7769867231094862,0.7856937661591497,-0.00870704304966341
0.6,14.399999999999999,9.600000000000001,22,0.9152054794520527,0.7788505747126436,6776,8343.0,9.738929670850107,9.738045977011494,0.029195402298850575,8700,8446,8700,254,0,1052,618,0,0.7757587473419679,0.7833853132974199,-0.007626565955451969
0.6,14.399999999999999,9.600000000000001,23,0.9213698630136965,0.7950513538748832,6812,8389.0,9.310257948410317,9.310107376283847,0.02719421101774043,8568,8335,8568,233,0,950,573,0,0.7908014748690083,0.8014641288433382,-0.010662653974329861
0.6,14.399999999999999,9.600000000000001,24,0.9178082191780805,0.7672727272727272,6752,8374.0,10.863726984871585,10.862272727272726,0.03102272727272727,8800,8527,8800,273,0,1173,602,0,0.764340793680647,0.7717484926787253,-0.007407698998078249
0.6,14.399999999999999,9.600000000000001,25,0.919452054794518,0.7884615384615384,6765,8373.0,9.156309980806142,9.155594405594405,0.02843822843822844,8580,8336,8580,244,0,978,593,0,0.7828225501324253,0.7975106253794778,-0.014688075247052512
0.6,14.399999999999999,9.600000000000001,26,0.915068493150683,0.7660607429152083,6785,8354.0,10.582695430294596,10.581348086259457,0.026532686011064694,8857,8622,8857,235,0,1209,628,0,0.7666916729182296,0.7651063829787234,0.0015852899395062403
0.6,14.399999999999999,9.600000000000001,27,0.9228767123287647,0.7827519600045449,6889,8386.0,9.730039803324749,9.731962277013976,0.029428474037041245,8801,8542,8801,259,0,1086,567,0,0.7714779934653084,0.7990550305725403,-0.027577037107231916
0.6,14.399999999999999,9.600000000000001,28,0.9209589041095854,0.7816966343937298,6782,8367.0,9.919011993824961,9.910096818810512,0.029391424619640387,8676,8421,8676,255,0,1059,580,0,0.7786098310291859,0.7863321799307958,-0.007722348901609943
0.6,14.399999999999999,9.600000000000001,29,0.9223287671232854,0.7804263121705248,6810,8389.0,9.482366863905325,9.479830391932158,0.03162961265184506,8726,8450,8726,276,0,1061,579,0,0.7806526356439467,0.7800958556526643,0.0005567799912824523
0.6,14.399999999999999,9.600000000000001,30,0.9189041095890386,0.7818307745584671,6773,8376.0,9.621132793907663,9.630959251991227,0.029897264227173034,8663,8404,8663,259,0,1032,599,0,0.7809377401998463,0.7831743278404163,-0.002236587640569998
0.7,16.799999999999997,7.200000000000001,1,0.9179452054794496,0.7824634174444061,6791,8350.0,9.785408745247148,9.774628413411683,0.030303030303030304,8679,8416,8679,263,0,1024,601,0,0.7811475409836065,0.7855758045754169,-0.004428263591810366
0.7,16.799999999999997,7.200000000000001,2,0.9216438356164367,0.7808203613225769,6872,8366.0,10.238134302121177,10.232700829451199,0.030451085103965457,8801,8533,8801,268,0,1072,589,0,0.7790716480672812,0.7849503437738732,-0.005878695706591941
0.7,16.799999999999997,7.200000000000001,3,0.916027397260272,0.7761964880064272,6763,8323.0,9.922967359050444,9.9278090210031,0.03305405715597383,8713,8425,8713,288,0,1041,621,0,0.7794863405856371,0.7684615384615384,0.011024802124098732
0.7,16.799999999999997,7.200000000000001,4,0.9180821917808203,0.7724789437741862,6787,8356.0,10.849823736780259,10.847826086956522,0.031413612565445025,8786,8510,8786,276,0,1114,609,0,0.7705235940530059,0.7771362586605081,-0.0066126646075022055
0.7,16.799999999999997,7.200000000000001,5,0.9216438356164359,0.7746207833371066,6843,8391.0,10.317715617715617,10.312655648630292,0.0287525469775866,8834,8580,8834,254,0,1147,590,0,0.7728599221789884,0.7786946736684172,-0.005834751489428802
0.7,16.799999999999997,7.200000000000001,6,0.917671232876711,0.760552223605296,6721,8359.0,11.783566433566433,11.787597600995813,0.02908226773792011,8837,8580,8837,257,0,1254,605,0,0.7602157567832625,0.7613093048915043,-0.0010935481082418042
0.7,16.799999999999997,7.200000000000001,7,0.9272602739725999,0.7805514580733008,6879,8439.0,10.455806902985074,10.450697832747078,0.026892091228866447,8813,8576,8813,237,0,1157,540,0,0.7777958652124369,0.7868913857677903,-0.009095520555353342
0.7,16.799999999999997,7.200000000000001,8,0.9231506849315043,0.7731073187492842,6750,8403.0,11.025710579077721,11.020158057496278,0.02886267323330661,8731,8479,8731,252,0,1167,562,0,0.776604386677498,0.764751552795031,0.01185283388246694
0.7,16.799999999999997,7.200000000000001,9,0.9209589041095867,0.7720177737267859,6776,8377.0,10.627315357561548,10.631309103338271,0.02814173407770309,8777,8530,8777,247,0,1171,583,0,0.7719811474077686,0.7721036585365854,-0.0001225111288167824
0.7,16.799999999999997,7.200000000000001,10,0.9212328767123276,0.7768358345744072,6781,8371.0,10.452098272011284,10.454003895062435,0.02543246649100699,8729,8507,8729,222,0,1150,576,0,0.778828902299788,0.7721324095458044,0.006696492753983541
0.7,16.799999999999997,7.200000000000001,11,0.9210958904109572,0.7716838177089224,6824,8356.0,10.863705081986277,10.863281691733574,0.027592446002487843,8843,8599,8843,244,0,1188,587,0,0.7688580197060249,0.7782805429864253,-0.009422523280400497
0.7,16.799999999999997,7.200000000000001,12,0.9250684931506837,0.7760245203768873,6836,8401.0,10.68625160612078,10.686116471790214,0.02815302531501873,8809,8561,8809,248,0,1163,562,0,0.7761314221291673,0.7757692307692308,0.00036219135993653673
0.7,16.799999999999997,7.200000000000001,13,0.9145205479452033,0.7807678923558752,6731,8335.0,9.051128180508881,9.04941422108804,0.03352279317944554,8621,8332,8621,289,0,974,627,0,0.7793824701195219,0.783981517135156,-0.004599047015634072
0.7,16.799999999999997,7.200000000000001,14,0.9197260273972584,0.7800440375478039,6731,8375.0,9.998086810953007,9.99849345231197,0.030826283462741917,8629,8363,8629,266,0,1048,584,0,0.7776111944027986,0.7856054836252856,-0.007994289222487017
0.7,16.799999999999997,7.200000000000001,15,0.913424657534245,0.7678307359799795,6750,8320.0,10.820918247833216,10.821749516551018,0.0287794335115459,8791,8538,8791,253,0,1158,630,0,0.7698554490823453,0.7630979498861048,0.0067574991962404685
0.7,16.799999999999997,7.200000000000001,16,0.9173972602739703,0.7639078887368901,6701,8336.0,11.484440804866635,11.479480164158687,0.02553579571363429,8772,8548,8772,224,0,1235,612,0,0.763873067534581,0.7639893414541302,-0.00011627391954927013
0.7,16.799999999999997,7.200000000000001,17,0.9169863013698613,0.7836677879596334,6756,8357.0,9.208851674641148,9.2108804083053,0.030274910103236283,8621,8360,8621,261,0,990,614,0,0.787662121715996,0.7744533947065593,0.01320872700943676
0.7,16.799999999999997,7.200000000000001,18,0.913287671232875,0.7653605905735378,6739,8308.0,10.273882352941177,10.27052810902896,0.034639409426462237,8805,8500,8805,305,0,1114,647,0,0.7620521172638437,0.7729831144465291,-0.01093099718268542
0.7,16.799999999999997,7.200000000000001,19,0.9194520547945191,0.781074578989575,6818,8370.0,9.688053881602269,9.67865734906633,0.030473135525260625,8729,8463,8729,266,0,1042,603,0,0.784152556304455,0.7739984882842026,0.010154068020252427
0.7,16.799999999999997,7.200000000000001,20,0.9226027397260242,0.7645931935992788,6785,8386.0,11.06606397774687,11.070092404778004,0.027721433400946585,8874,8628,8874,246,0,1264,579,0,0.7671521035598705,0.7587230883444692,0.008429015215401292
0.7,16.799999999999997,7.200000000000001,21,0.9163013698630117,0.7865626455519329,6755,8338.0,9.207227758434385,9.208430367955286,0.03015836050302748,8588,8329,8588,259,0,953,621,0,0.7829328914664457,0.7951429690560126,-0.012210077589566826
0.7,16.799999999999997,7.200000000000001,22,0.919726027397258,0.7697874265038445,6808,8365.0,11.058412846171748,11.058796924468567,0.028267752148349163,8844,8594,8844,250,0,1197,589,0,0.7674718196457327,0.7752467729688687,-0.007774953323135936
0.7,16.799999999999997,7.200000000000001,23,0.9213698630136968,0.777472841623785,6799,8378.0,10.074217831098565,10.068953687821612,0.027787307032590053,8745,8502,8745,243,0,1111,592,0,0.7711767586094337,0.7922077922077922,-0.02103103359835856
0.7,16.799999999999997,7.200000000000001,24,0.9182191780821899,0.7732724157624215,6770,8335.0,10.367368544877074,10.369046259280411,0.029011993146773274,8755,8501,8755,254,0,1123,608,0,0.7780140683788647,0.7623012869038607,0.01571278147500399
0.7,16.799999999999997,7.200000000000001,25,0.9169863013698609,0.7861925652274302,6810,8349.0,8.936307251908397,8.93592703763565,0.03209420457169245,8662,8384,8662,278,0,958,616,0,0.787657597876576,0.782839787395596,0.004817810480979956
0.7,16.799999999999997,7.200000000000001,26,0.9204109589041072,0.78,6747,8375.0,9.445875059608966,9.441965317919076,0.03028901734104046,8650,8388,8650,262,0,1062,579,0,0.7763761467889908,0.788688138256088,-0.01231199146709716
0.7,16.799999999999997,7.200000000000001,27,0.9219178082191752,0.7759450171821306,6774,8380.0,10.283772603711146,10.27938144329897,0.030813287514318444,8730,8461,8730,269,0,1107,580,0,0.7778328377931946,0.7716741405082213,0.0061586972849733135
0.7,16.799999999999997,7.200000000000001,28,0.9241095890410939,0.7788472556434055,6797,8409.0,10.228530872959546,10.22206943966999,0.03128222756961155,8727,8454,8727,273,0,1094,563,0,0.7816866677626171,0.7723146747352496,0.009371993027367465
0.7,16.799999999999997,7.200000000000001,29,0.9183561643835596,0.7748917748917749,6802,8349.0,9.963224893917964,9.96308954203691,0.03349282296650718,8778,8484,8778,294,0,1075,607,0,0.7716240430037465,0.7824933687002652,-0.010869325696518661
0.7,16.799999999999997,7.200000000000001,30,0.9195890410958888,0.769109357384442,6822,8367.0,11.14362010913735,11.14859075535513,0.028974069898534384,8870,8613,8870,257,0,1197,594,0,0.7673299101412067,0.7733131159969674,-0.0059832058557607315
