study,w1,c,gamma,served_rate_min,best Q,strict beats FCFS?,binding constraint or main failure mode,mean strict-minus-FCFS objective
B: wait-adjusted,3.0,0.05,0.05,0.55,0,False,objective does not beat FCFS,0.0
B: wait-adjusted,3.0,0.05,0.05,0.65,24,False,service-rate guardrail,0.46188122946757276
B: wait-adjusted,3.0,0.05,0.05,0.7,24,False,service-rate guardrail,0.46188122946757276
B: wait-adjusted,3.0,0.05,0.1,0.45,16,True,none,0.050331377987189674
B: wait-adjusted,3.0,0.05,0.1,0.55,0,False,objective does not beat FCFS,0.0
B: wait-adjusted,3.0,0.05,0.1,0.65,24,False,service-rate guardrail,0.46932752742829587
B: wait-adjusted,3.0,0.05,0.1,0.7,24,False,service-rate guardrail,0.46932752742829587
B: wait-adjusted,3.0,0.1,0.0,0.45,16,True,none,0.0232705479452056
B: wait-adjusted,3.0,0.1,0.0,0.55,0,False,objective does not beat FCFS,0.0
B: wait-adjusted,3.0,0.1,0.0,0.65,24,False,service-rate guardrail,0.41693493150684924
B: wait-adjusted,3.0,0.1,0.0,0.7,24,False,service-rate guardrail,0.41693493150684924
B: wait-adjusted,3.0,0.1,0.02,0.45,16,True,none,0.02368271395360244
B: wait-adjusted,3.0,0.1,0.02,0.55,0,False,objective does not beat FCFS,0.0
B: wait-adjusted,3.0,0.1,0.02,0.65,24,False,service-rate guardrail,0.41991345069113867
B: wait-adjusted,3.0,0.1,0.02,0.7,24,False,service-rate guardrail,0.41991345069113867
B: wait-adjusted,3.0,0.1,0.05,0.45,16,True,none,0.024300962966197704
B: wait-adjusted,3.0,0.1,0.05,0.55,0,False,objective does not beat FCFS,0.0
B: wait-adjusted,3.0,0.1,0.05,0.65,24,False,service-rate guardrail,0.42438122946757256
B: wait-adjusted,3.0,0.1,0.05,0.7,24,False,service-rate guardrail,0.42438122946757256
B: wait-adjusted,3.0,0.1,0.1,0.45,16,True,none,0.025331377987189672
B: wait-adjusted,3.0,0.1,0.1,0.55,0,False,objective does not beat FCFS,0.0
B: wait-adjusted,3.0,0.1,0.1,0.65,24,False,service-rate guardrail,0.4318275274282957
B: wait-adjusted,3.0,0.1,0.1,0.7,24,False,service-rate guardrail,0.4318275274282957
