comparison,n_paired_seeds,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,average_utilization_status,delta_weighted_utilization,delta_weighted_utilization_ci_low,delta_weighted_utilization_ci_high,weighted_utilization_status,background_id,variant
both_flexible_vs_horizon_only,10,0.0012931506849317765,-0.0005098630136983,0.0032001369863016876,inconclusive,0.08630466857689893,0.0849278781605627,0.08752476526286587,supported,BG00182,strict
both_flexible_vs_baseline,10,-0.043086757990866,-0.04512328767123135,-0.041323972602738,contradicted,0.0992098226462992,0.09585049602471936,0.10258369602686096,supported,BG00183,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00183,strict
both_flexible_vs_horizon_only,10,-0.043086757990866,-0.0451324200913225,-0.04133333333333204,contradicted,0.0992098226462992,0.09580812827476766,0.10248528762705356,supported,BG00183,strict
both_flexible_vs_baseline,10,-0.014794520547945545,-0.017552739726027757,-0.012072831050228897,contradicted,0.02930017948734348,0.025393782940275254,0.03332801140640305,supported,BG00184,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00184,strict
both_flexible_vs_horizon_only,10,-0.014794520547945545,-0.017461187214612407,-0.012081963470319784,contradicted,0.02930017948734348,0.0252616156511332,0.03329687892823677,supported,BG00184,strict
both_flexible_vs_baseline,10,-0.0007287671232875437,-0.005747945205479331,0.0042631506849316455,inconclusive,0.0015716371470035572,-0.0009538317071459165,0.004421984349682775,inconclusive,BG00185,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00185,strict
both_flexible_vs_horizon_only,10,-0.0007287671232875437,-0.005699178082191394,0.004115205479452183,inconclusive,0.0015716371470035572,-0.0010278645298511186,0.004299516936941142,inconclusive,BG00185,strict
both_flexible_vs_baseline,10,0.003616438356164564,0.0004315068493152219,0.007116609589041296,inconclusive,0.0016689079779257932,-0.0006835424393989178,0.004079346879051158,inconclusive,BG00186,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00186,strict
both_flexible_vs_horizon_only,10,0.003616438356164564,0.00030770547945216983,0.007089041095890628,inconclusive,0.0016689079779257932,-0.0006172486789729437,0.004245819437829182,inconclusive,BG00186,strict
both_flexible_vs_baseline,10,-0.02182648401826398,-0.02528812785388029,-0.01863013698630058,contradicted,0.006904496559492712,0.0031713569641031716,0.011001720298025446,supported,BG00187,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00187,strict
both_flexible_vs_horizon_only,10,-0.02182648401826398,-0.02522374429223655,-0.01857511415525032,contradicted,0.006904496559492712,0.003353820815005597,0.01099283437170041,supported,BG00187,strict
both_flexible_vs_baseline,10,0.005082191780821643,0.002575342465753316,0.007698972602739491,supported,0.00014037731913242314,-0.003026433683577154,0.0031278482273023158,inconclusive,BG00188,strict
both_flexible_vs_reservation_only,10,0.005082191780821643,0.0026986301369860406,0.007712671232876428,supported,0.00014037731913242314,-0.0029764074901863224,0.003031268743582662,inconclusive,BG00188,strict
both_flexible_vs_horizon_only,10,0.005082191780821643,0.0025753424657530047,0.007726027397259628,supported,0.00014037731913242314,-0.002891933760100975,0.0030377897650410083,inconclusive,BG00188,strict
both_flexible_vs_baseline,10,-0.0078082191780819545,-0.009419178082191386,-0.006301232876712043,contradicted,0.07760755869449838,0.07417699985997873,0.08086982480388188,supported,BG00189,strict
both_flexible_vs_reservation_only,10,0.002356164383561665,-0.0009316438356160383,0.005276986301369439,inconclusive,0.0007846995320968997,-0.0028205750970198267,0.00470861553599791,inconclusive,BG00189,strict
both_flexible_vs_horizon_only,10,-0.0078082191780819545,-0.009463150684931065,-0.006279452054794464,contradicted,0.07760755869449838,0.07414252062352969,0.08084957968385299,supported,BG00189,strict
both_flexible_vs_baseline,10,0.008690410958904304,0.007030000000000234,0.010498630136986523,supported,0.008801533783738203,0.006893378911745289,0.010464453275696886,supported,BG00190,strict
both_flexible_vs_reservation_only,10,0.008208219178082333,0.006312191780821847,0.010361643835616507,supported,0.0070481665024668735,0.00539217100457446,0.008443115505016485,supported,BG00190,strict
both_flexible_vs_horizon_only,10,0.00032876712328772095,-0.0007890410958904418,0.0016715068493151197,inconclusive,0.0006823748904898619,-0.0007881964588763232,0.0022670406852774226,inconclusive,BG00190,strict
both_flexible_vs_baseline,10,-0.03302054794520576,-0.03539058219178124,-0.030383390410959218,contradicted,0.12749583260667485,0.12430300200848363,0.13094881531786967,supported,BG00191,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00191,strict
both_flexible_vs_horizon_only,10,-0.03302054794520576,-0.03536301369863013,-0.030431335616438654,contradicted,0.12749583260667485,0.12417155651120895,0.13091206940049813,supported,BG00191,strict
both_flexible_vs_baseline,10,-0.0003196347031964586,-0.0027673515981737535,0.0019999999999996583,inconclusive,0.0003794819221394796,-0.0025065830044500477,0.003065064261914711,inconclusive,BG00192,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00192,strict
both_flexible_vs_horizon_only,10,-0.0003196347031964586,-0.00273972602739754,0.002100456621004404,inconclusive,0.0003794819221394796,-0.0024764747756899903,0.003026702986650585,inconclusive,BG00192,strict
both_flexible_vs_baseline,10,0.0012712328767124914,3.2876712329214794e-05,0.0023891780821924773,inconclusive,0.0011478028531989536,-0.0023664411141141894,0.004064940987032675,inconclusive,BG00193,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00193,strict
both_flexible_vs_horizon_only,10,0.0012712328767124914,-1.3698630146714345e-07,0.0024273972602745003,inconclusive,0.0011478028531989536,-0.002382116527225331,0.004143873018802714,inconclusive,BG00193,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00194,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00194,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00194,strict
both_flexible_vs_baseline,10,-0.0638538812785374,-0.06600913242008975,-0.06170776255707654,contradicted,0.15091415918108822,0.14562052122013308,0.15655705755548394,supported,BG00195,strict
both_flexible_vs_reservation_only,10,-0.05553424657534106,-0.0587582191780807,-0.051689041095888816,contradicted,0.032142149352329286,0.02740332840022691,0.036826618858906826,supported,BG00195,strict
both_flexible_vs_horizon_only,10,-0.06494977168949613,-0.06778105022830848,-0.061808219178080936,contradicted,0.11645918221868667,0.11268984327981041,0.1206610470818527,supported,BG00195,strict
both_flexible_vs_baseline,10,0.0020273972602741996,-0.0007808219178080411,0.005410958904109731,inconclusive,0.0017347089516143832,-0.0017022855453229454,0.004281655829009127,inconclusive,BG00196,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00196,strict
both_flexible_vs_horizon_only,10,0.0020273972602741996,-0.0007260273972600457,0.0053698630136988276,inconclusive,0.0017347089516143832,-0.0017412976589393039,0.004279636675669797,inconclusive,BG00196,strict
both_flexible_vs_baseline,10,-0.0159315068493155,-0.018609589041095945,-0.012856164383561708,contradicted,0.11011104668810459,0.10770266845592881,0.11267736594043785,supported,BG00197,strict
both_flexible_vs_reservation_only,10,0.0012671232876711124,-0.001568664383561655,0.0044590753424657075,inconclusive,0.001383524406768677,0.00034856360434763783,0.002494726431632299,inconclusive,BG00197,strict
both_flexible_vs_horizon_only,10,-0.017726027397260525,-0.019774143835616497,-0.01584212328767139,contradicted,0.1084463807039596,0.10647665762939641,0.11041129091253192,supported,BG00197,strict
both_flexible_vs_baseline,10,0.018719178082191347,0.01709589041095837,0.02079452054794485,supported,0.0012075852358925609,0.00031975540238064667,0.0021305635795761317,inconclusive,BG00198,strict
both_flexible_vs_reservation_only,10,0.0160273972602738,0.01477363013698615,0.017356164383561634,supported,1.3872363039502122e-05,-0.0006485967768065648,0.0009686332922722618,inconclusive,BG00198,strict
both_flexible_vs_horizon_only,10,0.0007876712328764746,-0.0004936643835620478,0.0022672945205480036,inconclusive,0.0008977630110840684,-0.00010644499945948193,0.001893132914113522,inconclusive,BG00198,strict
both_flexible_vs_baseline,10,0.03918721461187148,0.03628310502283045,0.04210958904109521,supported,0.008565605327258797,0.00509196503103947,0.012070494628160061,supported,BG00199,strict
both_flexible_vs_reservation_only,10,-0.003652968036529314,-0.006292694063926811,-0.0010319634703195796,inconclusive,0.0015717560221232385,-0.0030656192824945225,0.0063656227615357976,inconclusive,BG00199,strict
both_flexible_vs_horizon_only,10,0.03918721461187148,0.036136757990867144,0.042347031963469194,supported,0.008565605327258797,0.0053409141993154465,0.012073872801575526,supported,BG00199,strict
both_flexible_vs_baseline,10,0.0022191780821917196,0.00022831050228324656,0.004091552511415463,inconclusive,0.006710966404494279,0.0024203393350159556,0.010650272132385251,supported,BG00200,strict
both_flexible_vs_reservation_only,10,0.0024018264840181547,0.0004018264840182181,0.004410958904109618,inconclusive,0.005707974953059724,0.0017598291216597926,0.009867922640501759,supported,BG00200,strict
both_flexible_vs_horizon_only,10,0.0005296803652968584,0.0,0.0015890410958905754,inconclusive,0.0008767760774316292,0.0,0.0026303282322948872,inconclusive,BG00200,strict
both_flexible_vs_baseline,10,-0.030013698630137177,-0.03378116438356181,-0.025890068493151265,contradicted,0.03430125009226853,0.026590839443458435,0.04204435583161762,supported,BG00201,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00201,strict
both_flexible_vs_horizon_only,10,-0.030013698630137177,-0.03383561643835621,-0.02608184931506873,contradicted,0.03430125009226853,0.026650427675863474,0.04210942762097419,supported,BG00201,strict
both_flexible_vs_baseline,10,-0.05485479452054741,-0.057199999999999515,-0.052443835616437916,contradicted,0.4304273171660613,0.4280294428066603,0.43279315684738706,supported,BG00202,strict
both_flexible_vs_reservation_only,10,0.016416438356164187,0.012821369863013313,0.020088082191780515,supported,0.0004960341748125429,-0.002461922042877343,0.0034106169942193522,inconclusive,BG00202,strict
both_flexible_vs_horizon_only,10,-0.06102465753424602,-0.06330972602739668,-0.05900260273972551,contradicted,0.37813178867937625,0.3751636309080584,0.3811895973762247,supported,BG00202,strict
both_flexible_vs_baseline,10,0.0013881278538812936,-0.003726484018264908,0.0059178082191781245,inconclusive,0.0013299199023108499,0.0005450492508712834,0.002163886715863502,inconclusive,BG00203,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00203,strict
both_flexible_vs_horizon_only,10,0.0013881278538812936,-0.003708219178082306,0.005963698630137072,inconclusive,0.0013299199023108499,0.0005518749891528508,0.0021386574356857795,inconclusive,BG00203,strict
both_flexible_vs_baseline,10,0.000438356164383924,-0.004493150684930704,0.005328767123287774,inconclusive,0.00012627971503785805,-0.006512583364923791,0.005983054967296195,inconclusive,BG00204,strict
both_flexible_vs_reservation_only,10,0.000438356164383924,-0.004534931506848841,0.005164383561643885,inconclusive,0.00012627971503785805,-0.006658994952903486,0.006106763557811907,inconclusive,BG00204,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00204,strict
both_flexible_vs_baseline,10,-0.0002739726027398581,-0.0023472602739730997,0.00201849315068514,inconclusive,0.004339085281685651,-0.0003222176419519845,0.008718918005111237,inconclusive,BG00205,strict
both_flexible_vs_reservation_only,10,-0.00018264840182662389,-0.0021369863013703167,0.00217397260273984,inconclusive,0.003926744419894435,-0.0007148062534644722,0.008323544630306294,inconclusive,BG00205,strict
both_flexible_vs_horizon_only,10,-0.0001369863013699235,-0.0005205479452054851,0.00010958904109571454,inconclusive,0.0016296261113288746,-0.00020145636848955677,0.004950270278250313,inconclusive,BG00205,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00206,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00206,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00206,strict
both_flexible_vs_baseline,10,0.041435616438355805,0.03912328767123262,0.04353438356164347,supported,0.013392373556906766,0.011906807530882219,0.014862917889183803,supported,BG00207,strict
both_flexible_vs_reservation_only,10,0.03227397260273941,0.03017506849315049,0.03426328767123281,supported,0.012042887506012267,0.010657047138390864,0.013440209547048568,supported,BG00207,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00207,strict
both_flexible_vs_baseline,10,-0.03843835616438355,-0.042315410958904336,-0.0341777397260271,contradicted,0.18737910680664688,0.1805103959996601,0.19419605228109238,supported,BG00208,strict
both_flexible_vs_reservation_only,10,0.005164383561644148,0.00010856164383583867,0.009986643835616815,supported,0.008360130850493464,0.0039846339690919885,0.013118999248444185,supported,BG00208,strict
both_flexible_vs_horizon_only,10,-0.0739041095890409,-0.07658938356164371,-0.07146575342465729,contradicted,0.1762953769834835,0.16988491225989918,0.18337918758127764,supported,BG00208,strict
both_flexible_vs_baseline,10,-0.011652968036529298,-0.014958904109588637,-0.008337899543378572,contradicted,0.008502061754900526,0.0026380006608242605,0.014272088847764678,supported,BG00209,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00209,strict
both_flexible_vs_horizon_only,10,-0.013168949771689009,-0.01623789954337855,-0.010237214611871557,contradicted,0.004498373235115105,-0.00015665623663073107,0.00938516543532599,inconclusive,BG00209,strict
both_flexible_vs_baseline,10,-0.003301369863013703,-0.008945890410958768,0.002657534246575289,inconclusive,0.00829808816463069,0.00015534594445984552,0.016620012554353126,supported,BG00210,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00210,strict
both_flexible_vs_horizon_only,10,-0.003301369863013703,-0.009014041095890518,0.0028085616438356144,inconclusive,0.00829808816463069,0.0005186242798359244,0.016372842862950654,supported,BG00210,strict
both_flexible_vs_baseline,10,-7.123287671187973e-05,-0.0013864383561640397,0.0014083561643841436,inconclusive,0.003266359226019766,0.0006573525579788058,0.005730254226436237,inconclusive,BG00211,strict
both_flexible_vs_reservation_only,10,0.00012054794520576229,-0.0014850684931506197,0.0017097260273976006,inconclusive,0.0022912576924289827,0.0003815940146087543,0.003847998702648093,inconclusive,BG00211,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00211,strict
both_flexible_vs_baseline,10,-0.0015479452054791621,-0.0049799657534242816,0.0018291095890413346,inconclusive,0.2949831835903619,0.2931267013230852,0.29694062078628713,supported,BG00212,strict
both_flexible_vs_reservation_only,10,-0.011280821917808059,-0.015000342465753606,-0.007705308219177764,contradicted,0.0010541821180642286,-0.0008960102234352704,0.0032046238344984623,inconclusive,BG00212,strict
both_flexible_vs_horizon_only,10,-0.013739726027397125,-0.017643835616438355,-0.009773801369862738,contradicted,0.221970879016172,0.2201911120680241,0.2240188333915682,supported,BG00212,strict
both_flexible_vs_baseline,10,0.0035159817351598345,-0.00024680365296816297,0.00708721461187245,inconclusive,0.0014214261304279386,-0.000533469549129258,0.0034994865254605605,inconclusive,BG00213,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00213,strict
both_flexible_vs_horizon_only,10,0.0035159817351598345,-0.0001735159817351284,0.007086757990867687,inconclusive,0.0014214261304279386,-0.0005232126263429285,0.003511099167864484,inconclusive,BG00213,strict
both_flexible_vs_baseline,10,-0.0004328767123286337,-0.00230136986301347,0.0017643835616439024,inconclusive,0.0015260043376631005,3.432135716167213e-05,0.003059252321829314,inconclusive,BG00214,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00214,strict
both_flexible_vs_horizon_only,10,-0.0004328767123286337,-0.002295890410958737,0.0018360273972604993,inconclusive,0.0015260043376631005,5.7205474352936005e-05,0.0030419362293633233,inconclusive,BG00214,strict
both_flexible_vs_baseline,10,-0.044705479452054865,-0.047342465753424524,-0.042198458904109636,contradicted,0.15794254428955581,0.1516885628847126,0.16378412236228435,supported,BG00215,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00215,strict
both_flexible_vs_horizon_only,10,-0.045294520547945104,-0.04711643835616448,-0.04334246575342466,contradicted,0.14666494782212083,0.1426232016879296,0.1506190894009228,supported,BG00215,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00216,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00216,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00216,strict
both_flexible_vs_baseline,10,-0.027901369863013392,-0.0301865753424652,-0.025742191780822,contradicted,0.06176265250437986,0.059532341810126135,0.06462877640072885,supported,BG00217,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00217,strict
both_flexible_vs_horizon_only,10,-0.027901369863013392,-0.030005616438355698,-0.02560547945205502,contradicted,0.06176265250437986,0.0595730689570261,0.0645311213407678,supported,BG00217,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00218,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00218,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00218,strict
both_flexible_vs_baseline,10,0.19134246575342156,0.18915068493150375,0.19324657534246276,supported,0.04792768300403222,0.045825305432803845,0.050273536341435325,supported,BG00219,strict
both_flexible_vs_reservation_only,10,0.19134246575342156,0.18909589041095595,0.19326061643835307,supported,0.04792768300403222,0.04591018554522125,0.050379046054225225,supported,BG00219,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00219,strict
both_flexible_vs_baseline,10,0.08435616438356175,0.07863926940639318,0.08992716894977158,supported,0.18498566848727616,0.18144204379131576,0.187965178744579,supported,BG00220,strict
both_flexible_vs_reservation_only,10,0.1386118721461199,0.13561621004566302,0.1413150684931519,supported,0.028380113244199145,0.025529162295398297,0.030651074306584807,supported,BG00220,strict
both_flexible_vs_horizon_only,10,-0.055095890410957596,-0.058475799086756534,-0.05172579908675648,contradicted,0.11375613221804737,0.11122133585053397,0.11642821837370514,supported,BG00220,strict
both_flexible_vs_baseline,10,-0.007424657534246526,-0.011082191780821786,-0.003342123287671074,contradicted,0.007649693352294951,0.0032542590696621227,0.011874026008111766,supported,BG00221,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00221,strict
both_flexible_vs_horizon_only,10,-0.007424657534246526,-0.011288184931506936,-0.003444863013698727,contradicted,0.007649693352294951,0.003008784653258014,0.011766704126663523,supported,BG00221,strict
both_flexible_vs_baseline,10,-0.03559589041095869,-0.037884075342465705,-0.03319160958904064,contradicted,0.06244089841816791,0.0586513486886162,0.0664866209892077,supported,BG00222,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00222,strict
both_flexible_vs_horizon_only,10,-0.03807534246575348,-0.04097294520547954,-0.03495205479452057,contradicted,0.05989846052581434,0.055421271782555424,0.06454089459933099,supported,BG00222,strict
both_flexible_vs_baseline,10,-0.0011780821917810936,-0.0048767123287674725,0.001972602739725882,inconclusive,0.000975362961363363,-0.0016400800282613396,0.00343304072648252,inconclusive,BG00223,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00223,strict
both_flexible_vs_horizon_only,10,-0.0011780821917810936,-0.0048500000000002595,0.002109931506849192,inconclusive,0.000975362961363363,-0.0016123373395804034,0.003460510397844814,inconclusive,BG00223,strict
both_flexible_vs_baseline,10,0.15142465753424406,0.14952511415524863,0.15316940639269144,supported,0.1813979408916763,0.1797163857992805,0.18305757947824342,supported,BG00224,strict
both_flexible_vs_reservation_only,10,-0.00030136986301352307,-0.0018538812785384563,0.0015801369863014392,inconclusive,0.0014481525563690867,-0.0015432532330631903,0.00423466873365459,inconclusive,BG00224,strict
both_flexible_vs_horizon_only,10,0.026876712328765928,0.02470319634703094,0.028822146118720197,supported,0.1214241661664995,0.11947143129827544,0.1234795974177898,supported,BG00224,strict
both_flexible_vs_baseline,10,0.0005534246575341406,-0.0012383561643835412,0.0021480821917811165,inconclusive,0.0004578980965426804,-0.0014629986847564916,0.002490376227563828,inconclusive,BG00225,strict
both_flexible_vs_reservation_only,10,0.0005534246575341406,-0.0013042465753427763,0.002186301369863143,inconclusive,0.0004578980965426804,-0.001474142803874944,0.002453161585021835,inconclusive,BG00225,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00225,strict
both_flexible_vs_baseline,10,0.0008401826484017661,-0.0021372146118722193,0.0034705479452055597,inconclusive,0.0014657716236240793,-0.0012199050581603416,0.004132728718668026,inconclusive,BG00226,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00226,strict
both_flexible_vs_horizon_only,10,0.0008401826484017661,-0.002082876712328846,0.003470547945205547,inconclusive,0.0014657716236240793,-0.0011421130962441445,0.00417350832369927,inconclusive,BG00226,strict
both_flexible_vs_baseline,10,0.000904109589041091,-0.0013808219178083503,0.0031946575342467294,inconclusive,0.0009123954599703276,-0.0010767913619262237,0.002763693979702532,inconclusive,BG00227,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00227,strict
both_flexible_vs_horizon_only,10,0.000904109589041091,-0.0013701369863013465,0.003254931506849502,inconclusive,0.0009123954599703276,-0.0010713182125220806,0.0028083074571807116,inconclusive,BG00227,strict
both_flexible_vs_baseline,10,0.0013150684931505729,-0.0007123287671235267,0.003212500000000454,inconclusive,0.002245411000167097,-0.0007059150871329264,0.00531824381127435,inconclusive,BG00228,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00228,strict
both_flexible_vs_horizon_only,10,-0.0005410958904110474,-0.0023017123287672886,0.0010001712328772587,inconclusive,0.0016296251816373287,-0.0015946622906815684,0.005048048440072558,inconclusive,BG00228,strict
both_flexible_vs_baseline,10,0.0003652968036529147,-0.002885844748858557,0.00339726027397268,inconclusive,0.002038518206006179,-0.0011993336369354557,0.005830825053101609,inconclusive,BG00229,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00229,strict
both_flexible_vs_horizon_only,10,0.0003652968036529147,-0.002940639269406492,0.003461187214611753,inconclusive,0.002038518206006179,-0.0010591898203447042,0.005767373975431099,inconclusive,BG00229,strict
both_flexible_vs_baseline,10,-0.018909589041095833,-0.02030698630136996,-0.017227260273972627,contradicted,0.01248972335106332,0.007410092899257247,0.017191485138084155,supported,BG00230,strict
both_flexible_vs_reservation_only,10,-0.0008493150684930173,-0.0019013698630135367,0.0005097260273970635,inconclusive,0.002180494980535963,-0.0026167906762284057,0.006335668513991299,inconclusive,BG00230,strict
both_flexible_vs_horizon_only,10,-0.018909589041095833,-0.020317808219178002,-0.0172930136986299,contradicted,0.01248972335106332,0.007783639389716457,0.01722813519624996,supported,BG00230,strict
both_flexible_vs_baseline,10,-0.06284018264840091,-0.06718744292237351,-0.05841963470319554,contradicted,0.15118225396952928,0.1455103522719039,0.15715360063648373,supported,BG00231,strict
both_flexible_vs_reservation_only,10,-0.027999999999999726,-0.03150753424657514,-0.02510479452054759,contradicted,5.935295172188049e-05,-0.003848467610276706,0.004004914616022801,inconclusive,BG00231,strict
both_flexible_vs_horizon_only,10,-0.06456621004566113,-0.0687769406392685,-0.060602739726026394,contradicted,0.12166436643082798,0.1186941208965121,0.12420083599363367,supported,BG00231,strict
both_flexible_vs_baseline,10,0.07805479452054563,0.07465753424657295,0.08181735159817106,supported,0.02937984934491216,0.02769558970567709,0.030760398323054276,supported,BG00232,strict
both_flexible_vs_reservation_only,10,0.02874885844748788,0.026575114155250417,0.03098630136986208,supported,0.02600332244839381,0.024818050374594235,0.02714324687130324,supported,BG00232,strict
both_flexible_vs_horizon_only,10,0.001452054794520552,-0.0007031963470317886,0.0038358447488582846,inconclusive,0.0010592676754020481,4.696171448398526e-05,0.0020634158639725093,inconclusive,BG00232,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00233,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00233,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00233,strict
both_flexible_vs_baseline,10,0.036365296803654246,0.03283105022831183,0.040283333333335086,supported,0.01665961154057717,0.01485199849695595,0.018539185973986946,supported,BG00234,strict
both_flexible_vs_reservation_only,10,0.036365296803654246,0.032821917808220115,0.04027397260274111,supported,0.01665961154057717,0.014841344771979017,0.018539866746309076,supported,BG00234,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00234,strict
both_flexible_vs_baseline,10,0.0019109589041094942,-0.0003904109589042748,0.004630136986301281,inconclusive,0.0019401821241658678,0.0002671958736754187,0.003838228971324417,inconclusive,BG00235,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00235,strict
both_flexible_vs_horizon_only,10,0.0019109589041094942,-0.0002945205479453983,0.004535273972602572,inconclusive,0.0019401821241658678,0.00026640418358870016,0.0037444186979309875,inconclusive,BG00235,strict
both_flexible_vs_baseline,10,0.0009132420091323756,9.132420091328975e-06,0.0026849315068491753,inconclusive,0.0009694723603363875,-8.667386833094427e-06,0.002815783919456623,inconclusive,BG00236,strict
both_flexible_vs_reservation_only,10,0.0008858447488583887,0.0,0.002657534246575166,inconclusive,0.0009134355258327731,0.0,0.002740306577498319,inconclusive,BG00236,strict
both_flexible_vs_horizon_only,10,3.65296803653159e-05,9.132420091328975e-06,6.392694063931393e-05,inconclusive,8.085688910772771e-05,-9.34174303364177e-06,0.00017587778033896246,inconclusive,BG00236,strict
both_flexible_vs_baseline,10,-0.011479452054794781,-0.01560799086758021,-0.007634703196347092,contradicted,0.16189183328551024,0.15877783210845262,0.16521853786863308,supported,BG00237,strict
both_flexible_vs_reservation_only,10,0.017378995433790033,0.013232876712328864,0.0222559360730594,supported,0.0006233767255411693,-0.0020283086344575684,0.003726609306230892,inconclusive,BG00237,strict
both_flexible_vs_horizon_only,10,-0.006557077625570906,-0.012648630136986295,-0.001004109589041373,contradicted,0.14627420706220434,0.1438984141446439,0.14807005631097334,supported,BG00237,strict
both_flexible_vs_baseline,10,-0.13719178082191846,-0.1406989726027403,-0.13398595890411003,contradicted,0.17905392154488337,0.1756100804928061,0.18226748748624175,supported,BG00238,strict
