background_id,variant,baseline_horizon_days,baseline_Q,baseline_window,baseline_average_utilization,baseline_weighted_utilization,baseline_n_seeds,horizon_only_horizon_days,horizon_only_Q,horizon_only_window,horizon_only_average_utilization,horizon_only_weighted_utilization,horizon_only_n_seeds,reservation_only_horizon_days,reservation_only_Q,reservation_only_window,reservation_only_average_utilization,reservation_only_weighted_utilization,reservation_only_n_seeds,both_flexible_horizon_days,both_flexible_Q,both_flexible_window,both_flexible_average_utilization,both_flexible_weighted_utilization,both_flexible_n_seeds,horizon_days,rho,class1_share,slots_per_day,noshow_threshold_1,noshow_threshold_2
BG00011,strict,2,0,-1,0.9228013698630138,0.5191046209090369,10,6,0,-1,0.923671232876712,0.5225096254983379,10,2,5,2,0.8945068493150685,0.5364928579134519,10,6,5,1,0.8906506849315072,0.5395517656815288,10,2,1.4,0.1,40,14,4
BG00012,strict,2,0,-1,0.904267123287671,0.56859764448796,10,2,0,-1,0.904267123287671,0.56859764448796,10,2,9,2,0.8393904109589041,0.7577967946316904,10,10,8,3,0.8649589041095892,0.7601562937644991,10,2,1.6,0.1,40,7,20
BG00013,strict,2,0,-1,0.9501753424657521,0.5808131247387311,10,2,0,-1,0.9501753424657521,0.5808131247387311,10,2,36,2,0.9289863013698619,0.6625830438470542,10,6,35,6,0.9358958904109578,0.6629672297951378,10,2,1.6,0.5,50,4,22
BG00014,strict,2,0,-1,0.7760342465753427,0.7780694998641774,10,2,0,-1,0.7760342465753427,0.7780694998641774,10,2,5,1,0.7765890410958904,0.7795729188919712,10,2,5,1,0.7765890410958904,0.7795729188919712,10,2,1.2,0.1,40,20,4
BG00015,strict,2,0,-1,0.7988712328767124,0.627663076631277,10,2,0,-1,0.7988712328767124,0.627663076631277,10,2,0,-1,0.7988712328767124,0.627663076631277,10,2,0,-1,0.7988712328767124,0.627663076631277,10,2,1.2,0.5,50,14,4
BG00016,strict,2,0,-1,0.889808219178083,0.286122051908292,10,2,0,-1,0.889808219178083,0.286122051908292,10,2,0,-1,0.889808219178083,0.286122051908292,10,2,0,-1,0.889808219178083,0.286122051908292,10,2,3.0,0.9,30,7,22
BG00017,strict,2,0,-1,0.6776712328767117,0.7623828716431504,10,2,0,-1,0.6776712328767117,0.7623828716431504,10,2,0,-1,0.6776712328767117,0.7623828716431504,10,2,0,-1,0.6776712328767117,0.7623828716431504,10,2,1.0,0.1,30,4,14
BG00018,strict,2,0,-1,0.7619178082191786,0.7161574428350594,10,2,0,-1,0.7619178082191786,0.7161574428350594,10,2,10,1,0.7590593607305939,0.7176719040644299,10,2,10,1,0.7590593607305939,0.7176719040644299,10,2,1.0,0.5,30,7,20
BG00019,strict,2,0,-1,0.9094630136986289,0.7486806612117148,10,6,0,-1,0.9092109589041086,0.7489922758576861,10,2,33,1,0.91010410958904,0.750542417910184,10,6,35,1,0.9105698630136978,0.752073242059519,10,2,1.2,0.7,50,4,7
BG00020,strict,2,0,-1,0.5442739726027395,0.7127056784947505,10,2,0,-1,0.5442739726027395,0.7127056784947505,10,2,34,1,0.5429178082191781,0.7141317360788519,10,2,34,1,0.5429178082191781,0.7141317360788519,10,2,0.8,0.9,40,20,20
BG00021,strict,2,0,-1,0.9265662100456616,0.5927541769818494,10,6,0,-1,0.9274885844748851,0.5977649700528967,10,2,0,-1,0.9265662100456616,0.5927541769818494,10,6,0,-1,0.9274885844748851,0.5977649700528967,10,2,1.6,0.9,30,7,4
BG00022,strict,2,0,-1,0.5655159817351592,0.6126782547964154,10,2,0,-1,0.5655159817351592,0.6126782547964154,10,2,0,-1,0.5655159817351592,0.6126782547964154,10,2,0,-1,0.5655159817351592,0.6126782547964154,10,2,0.8,0.1,30,4,7
BG00023,strict,2,0,-1,0.8190410958904112,0.6087433399001473,10,2,0,-1,0.8190410958904112,0.6087433399001473,10,2,0,-1,0.8190410958904112,0.6087433399001473,10,2,0,-1,0.8190410958904112,0.6087433399001473,10,2,1.4,0.9,20,22,7
BG00024,strict,2,0,-1,0.765253424657534,0.6646356929707575,10,2,0,-1,0.765253424657534,0.6646356929707575,10,2,15,2,0.7384794520547946,0.7308630128981187,10,6,15,4,0.7380205479452054,0.7317754238747786,10,2,1.2,0.3,40,4,7
BG00025,strict,2,0,-1,0.6346849315068491,0.8081996932819646,10,2,0,-1,0.6346849315068491,0.8081996932819646,10,2,9,1,0.6325479452054792,0.8098257676371577,10,2,9,1,0.6325479452054792,0.8098257676371577,10,2,0.8,0.5,20,14,7
BG00026,strict,2,0,-1,0.7321826484018261,0.2684136606068596,10,2,0,-1,0.7321826484018261,0.2684136606068596,10,2,26,2,0.7319178082191782,0.4863339790262492,10,2,26,2,0.7319178082191782,0.4863339790262492,10,2,3.0,0.3,30,7,22
BG00027,strict,2,0,-1,0.8993356164383564,0.2998428409187751,10,2,0,-1,0.8993356164383564,0.2998428409187751,10,2,40,2,0.9000890410958904,0.4012954979557846,10,2,40,2,0.9000890410958904,0.4012954979557846,10,2,3.0,0.5,40,4,14
BG00028,strict,2,0,-1,0.5863767123287669,0.6725396597660568,10,2,0,-1,0.5863767123287669,0.6725396597660568,10,2,18,1,0.5843493150684929,0.6744476796398418,10,2,18,1,0.5843493150684929,0.6744476796398418,10,2,0.8,0.5,40,14,20
BG00029,strict,2,0,-1,0.6769132420091319,0.7821159599549266,10,2,0,-1,0.6769132420091319,0.7821159599549266,10,2,5,1,0.6761643835616433,0.7834015876094924,10,2,5,1,0.6761643835616433,0.7834015876094924,10,2,0.8,0.3,30,14,4
BG00030,strict,2,0,-1,0.8392328767123294,0.8521230201714151,10,2,0,-1,0.8392328767123294,0.8521230201714151,10,2,20,1,0.8352146118721467,0.852679842301157,10,2,20,1,0.8352146118721467,0.852679842301157,10,2,1.0,0.9,30,4,20
BG00031,strict,2,0,-1,0.9162602739726008,0.5913397451287212,10,6,0,-1,0.915999999999998,0.6251036954612446,10,2,10,2,0.8569863013698624,0.6943100481232924,10,6,10,4,0.8570547945205469,0.6970760743586566,10,2,1.6,0.3,20,20,4
BG00032,strict,2,0,-1,0.9048383561643822,0.4475165340526727,10,2,0,-1,0.9048383561643822,0.4475165340526727,10,2,34,2,0.904816438356163,0.4486957770108254,10,2,34,2,0.904816438356163,0.4486957770108254,10,2,2.0,0.9,50,7,4
BG00033,strict,2,0,-1,0.9441027397260273,0.6983979613763763,10,2,0,-1,0.9441027397260273,0.6983979613763763,10,2,0,-1,0.9441027397260273,0.6983979613763763,10,2,0,-1,0.9441027397260273,0.6983979613763763,10,2,1.4,0.9,40,22,4
BG00034,strict,2,0,-1,0.9509041095890396,0.5856879624872771,10,6,0,-1,0.9492968036529665,0.5918382225962916,10,2,0,-1,0.9509041095890396,0.5856879624872771,10,6,14,5,0.9496255707762543,0.5930558536843742,10,2,1.6,0.9,30,20,4
BG00035,strict,2,0,-1,0.7457716894977169,0.6970841148819289,10,2,0,-1,0.7457716894977169,0.6970841148819289,10,2,0,-1,0.7457716894977169,0.6970841148819289,10,2,0,-1,0.7457716894977169,0.6970841148819289,10,2,1.0,0.1,30,4,4
BG00036,strict,2,0,-1,0.9038150684931507,0.3111459329948604,10,2,0,-1,0.9038150684931507,0.3111459329948604,10,2,14,2,0.8400000000000001,0.6414260429602622,10,2,14,2,0.8400000000000001,0.6414260429602622,10,2,3.0,0.1,40,4,4
BG00037,strict,2,0,-1,0.7133287671232877,0.7245839444578465,10,2,0,-1,0.7133287671232877,0.7245839444578465,10,2,16,2,0.714123287671233,0.7259276582086726,10,6,16,3,0.7142876712328767,0.7260652626859334,10,2,1.0,0.9,20,22,7
BG00038,strict,2,0,-1,0.9455068493150687,0.30385487121222104,10,2,0,-1,0.9455068493150687,0.30385487121222104,10,2,20,2,0.9455342465753427,0.3038556565674579,10,2,20,2,0.9455342465753427,0.3038556565674579,10,2,3.0,0.9,40,7,7
BG00039,strict,2,0,-1,0.8411506849315071,0.5218374256298467,10,2,0,-1,0.8411506849315071,0.5218374256298467,10,2,19,2,0.8873287671232868,0.5340674365787972,10,2,19,2,0.8873287671232868,0.5340674365787972,10,2,1.6,0.7,20,4,4
BG00040,strict,2,0,-1,0.6502876712328766,0.7894489837876276,10,2,0,-1,0.6502876712328766,0.7894489837876276,10,2,0,-1,0.6502876712328766,0.7894489837876276,10,2,0,-1,0.6502876712328766,0.7894489837876276,10,2,0.8,0.5,20,4,4
BG00041,strict,2,0,-1,0.6945972602739723,0.5879314668235278,10,2,0,-1,0.6945972602739723,0.5879314668235278,10,2,16,1,0.6802356164383557,0.5940407915681668,10,2,16,1,0.6802356164383557,0.5940407915681668,10,2,1.2,0.3,50,14,14
BG00042,strict,2,0,-1,0.7477808219178086,0.7716071043409833,10,2,0,-1,0.7477808219178086,0.7716071043409833,10,2,0,-1,0.7477808219178086,0.7716071043409833,10,2,0,-1,0.7477808219178086,0.7716071043409833,10,2,1.0,0.9,30,7,7
BG00043,strict,2,0,-1,0.923397260273972,0.654238536055608,10,6,0,-1,0.9237808219178077,0.6598463223835755,10,2,19,2,0.8880182648401828,0.6807279682437684,10,6,18,6,0.9066849315068494,0.6838541711595824,10,2,1.4,0.5,30,14,4
BG00044,strict,2,0,-1,0.8416438356164386,0.60243066912177,10,2,0,-1,0.8416438356164386,0.60243066912177,10,2,6,1,0.8433356164383561,0.6059259942117057,10,2,6,1,0.8433356164383561,0.6059259942117057,10,2,1.4,0.7,40,14,14
BG00045,strict,2,0,-1,0.9496986301369864,0.7923847778914275,10,6,0,-1,0.949294520547945,0.7948905144556904,10,2,15,2,0.9147876712328765,0.8271642043797014,10,6,14,3,0.931280821917808,0.8289927895794447,10,2,1.2,0.3,40,7,20
BG00046,strict,2,0,-1,0.53266301369863,0.665534797311892,10,2,0,-1,0.53266301369863,0.665534797311892,10,2,29,1,0.5319232876712329,0.6661877608286593,10,2,29,1,0.5319232876712329,0.6661877608286593,10,2,0.8,0.7,50,20,4
BG00047,strict,2,0,-1,0.9494246575342439,0.3149311697617643,10,10,0,-1,0.9335890410958878,0.34020971209491935,10,2,2,2,0.9493972602739701,0.31504884369776287,10,14,4,13,0.9344109589041072,0.34179712058820083,10,2,3.0,0.9,20,4,7
BG00048,strict,2,0,-1,0.5750547945205481,0.7208360803538019,10,2,0,-1,0.5750547945205481,0.7208360803538019,10,2,0,-1,0.5750547945205481,0.7208360803538019,10,2,0,-1,0.5750547945205481,0.7208360803538019,10,2,0.8,0.5,40,4,14
BG00049,strict,2,0,-1,0.594980821917808,0.7051007370396118,10,2,0,-1,0.594980821917808,0.7051007370396118,10,2,0,-1,0.594980821917808,0.7051007370396118,10,2,0,-1,0.594980821917808,0.7051007370396118,10,2,0.8,0.5,50,4,4
BG00050,strict,2,0,-1,0.9348698630136985,0.6578327343177649,10,2,0,-1,0.9348698630136985,0.6578327343177649,10,2,17,2,0.8783219178082191,0.7161303694398614,10,6,16,5,0.9002328767123288,0.7183335595807259,10,2,1.4,0.3,40,14,14
BG00051,strict,2,0,-1,0.8005296803652981,0.5584708299881472,10,2,0,-1,0.8005296803652981,0.5584708299881472,10,2,13,2,0.8011780821917821,0.5601673091194624,10,2,13,2,0.8011780821917821,0.5601673091194624,10,2,1.4,0.9,30,7,4
BG00052,strict,2,0,-1,0.6918013698630137,0.6708322059986249,10,2,0,-1,0.6918013698630137,0.6708322059986249,10,2,12,1,0.6919178082191781,0.6724141007807533,10,2,12,1,0.6919178082191781,0.6724141007807533,10,2,1.0,0.5,40,14,7
BG00053,strict,2,0,-1,0.8557625570776267,0.7130343118929705,10,2,0,-1,0.8557625570776267,0.7130343118929705,10,2,11,1,0.8552602739726041,0.7141731553620223,10,6,12,1,0.8544383561643849,0.7156377439434107,10,2,1.2,0.5,30,14,4
BG00054,strict,2,0,-1,0.852745205479452,0.43284011897631103,10,6,0,-1,0.8644767123287668,0.4437657866288169,10,2,19,2,0.853567123287671,0.4338117114797986,10,6,5,1,0.8652547945205479,0.4459151693557214,10,2,2.0,0.7,50,20,20
BG00055,strict,2,0,-1,0.7868675799086764,0.6482668426718845,10,2,0,-1,0.7868675799086764,0.6482668426718845,10,2,0,-1,0.7868675799086764,0.6482668426718845,10,2,0,-1,0.7868675799086764,0.6482668426718845,10,2,1.2,0.9,30,4,4
BG00056,strict,2,0,-1,0.9337808219178058,0.6481691978775261,10,6,0,-1,0.9336301369862989,0.6598720456669043,10,2,5,1,0.9204794520547926,0.6649964917969132,10,6,5,1,0.9195890410958883,0.6735775929127107,10,2,1.4,0.3,20,4,22
BG00057,strict,2,0,-1,0.92767123287671,0.4441696680184357,10,2,0,-1,0.92767123287671,0.4441696680184357,10,2,18,2,0.8810410958904098,0.5552254447129622,10,10,19,10,0.8509178082191774,0.5552945129853217,10,2,2.0,0.5,20,7,7
BG00058,strict,2,0,-1,0.9045589041095878,0.31016471239741444,10,10,0,-1,0.905139726027396,0.31174551354514357,10,2,17,2,0.8474739726027394,0.6376757876774346,10,14,17,3,0.8504328767123284,0.638261649423485,10,2,3.0,0.1,50,14,22
BG00059,strict,2,0,-1,0.768531506849315,0.40487751991388177,10,2,0,-1,0.768531506849315,0.40487751991388177,10,2,29,2,0.7981863013698631,0.6303510598192472,10,10,29,10,0.7978575342465752,0.6312532040692285,10,2,2.0,0.3,50,14,14
BG00060,strict,2,0,-1,0.8355068493150686,0.8104184694124145,10,2,0,-1,0.8355068493150686,0.8104184694124145,10,2,32,2,0.8351232876712332,0.8108815852586234,10,6,32,3,0.8341575342465756,0.8112098856952352,10,2,1.0,0.9,40,14,4
BG00061,strict,2,0,-1,0.7121643835616437,0.23052805465958087,10,2,0,-1,0.7121643835616437,0.23052805465958087,10,2,14,2,0.7142465753424658,0.2315164195050045,10,2,14,2,0.7142465753424658,0.2315164195050045,10,2,3.0,0.9,20,4,4
BG00062,strict,2,0,-1,0.9159726027397239,0.306983930761348,10,2,0,-1,0.9159726027397239,0.306983930761348,10,2,0,-1,0.9159726027397239,0.306983930761348,10,2,0,-1,0.9159726027397239,0.306983930761348,10,2,3.0,0.7,20,4,4
BG00063,strict,2,0,-1,0.8518493150684934,0.625933672170936,10,2,0,-1,0.8518493150684934,0.625933672170936,10,2,13,2,0.8463013698630137,0.6739899693705274,10,2,13,2,0.8463013698630137,0.6739899693705274,10,2,1.4,0.5,20,7,4
BG00064,strict,2,0,-1,0.8131415525114167,0.4180551842983851,10,2,0,-1,0.8131415525114167,0.4180551842983851,10,2,0,-1,0.8131415525114167,0.4180551842983851,10,2,0,-1,0.8131415525114167,0.4180551842983851,10,2,2.0,0.9,30,4,14
BG00065,strict,2,0,-1,0.9495068493150658,0.47439206761676767,10,2,0,-1,0.9495068493150658,0.47439206761676767,10,2,8,2,0.9490821917808189,0.4756728276410387,10,2,8,2,0.9490821917808189,0.4756728276410387,10,2,2.0,0.7,20,7,7
BG00066,strict,2,0,-1,0.5407397260273972,0.547571086780595,10,2,0,-1,0.5407397260273972,0.547571086780595,10,2,0,-1,0.5407397260273972,0.547571086780595,10,2,0,-1,0.5407397260273972,0.547571086780595,10,2,1.0,0.7,20,7,7
BG00067,strict,2,0,-1,0.8434589041095893,0.61658701281162,10,6,0,-1,0.8428219178082192,0.6260165819534359,10,2,26,2,0.8232945205479452,0.6392927985858173,10,2,26,2,0.8232945205479452,0.6392927985858173,10,2,1.4,0.5,40,4,20
BG00068,strict,2,0,-1,0.7164246575342467,0.36441459766869944,10,6,0,-1,0.7195068493150686,0.42296067940354976,10,2,5,2,0.6513424657534247,0.5187751071179468,10,2,5,2,0.6513424657534247,0.5187751071179468,10,2,2.0,0.1,20,7,20
BG00069,strict,2,0,-1,0.7880712328767123,0.7869185294291069,10,2,0,-1,0.7880712328767123,0.7869185294291069,10,2,29,2,0.7891452054794522,0.7874661604208278,10,2,29,2,0.7891452054794522,0.7874661604208278,10,2,1.0,0.7,50,7,14
BG00070,strict,2,0,-1,0.89876712328767,0.5880764210753495,10,6,0,-1,0.9003150684931496,0.600327992357823,10,2,0,-1,0.89876712328767,0.5880764210753495,10,6,10,4,0.9009178082191769,0.603738288394337,10,2,1.6,0.9,20,14,4
BG00071,strict,2,0,-1,0.6131369863013698,0.7605759021228804,10,2,0,-1,0.6131369863013698,0.7605759021228804,10,2,8,2,0.6123698630136988,0.7620705821067859,10,2,8,2,0.6123698630136988,0.7620705821067859,10,2,0.8,0.5,20,4,4
BG00072,strict,2,0,-1,0.8986712328767125,0.6037002380550008,10,2,0,-1,0.8986712328767125,0.6037002380550008,10,2,15,2,0.8560753424657536,0.6572346296008204,10,6,15,2,0.854917808219178,0.6583201044166813,10,2,1.4,0.3,40,20,4
BG00073,strict,2,0,-1,0.8457876712328769,0.6087249335916841,10,2,0,-1,0.8457876712328769,0.6087249335916841,10,2,24,2,0.8477123287671233,0.6095540569102897,10,2,24,2,0.8477123287671233,0.6095540569102897,10,2,1.4,0.7,40,7,20
BG00074,strict,2,0,-1,0.9499013698630121,0.48454014524313926,10,6,0,-1,0.9495123287671225,0.5069286425605016,10,2,28,2,0.9177753424657524,0.6547313047714379,10,2,28,2,0.9177753424657524,0.6547313047714379,10,2,2.0,0.3,50,4,4
BG00075,strict,2,0,-1,0.9001698630136976,0.5626558513978365,10,2,0,-1,0.9001698630136976,0.5626558513978365,10,2,20,2,0.9008712328767112,0.5645204942870634,10,6,36,3,0.9097917808219167,0.5658297968853911,10,2,1.6,0.7,50,20,22
BG00076,strict,2,0,-1,0.729150684931507,0.7617780769590626,10,2,0,-1,0.729150684931507,0.7617780769590626,10,2,0,-1,0.729150684931507,0.7617780769590626,10,2,0,-1,0.729150684931507,0.7617780769590626,10,2,1.0,0.9,30,4,4
BG00077,strict,2,0,-1,0.7274931506849315,0.6372579514471135,10,6,0,-1,0.7260136986301369,0.6395375774728753,10,2,5,2,0.6497397260273969,0.7338441430129137,10,6,5,2,0.654904109589041,0.736331690425462,10,2,1.4,0.1,20,7,4
BG00078,strict,2,0,-1,0.899541095890411,0.29757623702668484,10,2,0,-1,0.899541095890411,0.29757623702668484,10,2,40,2,0.8994931506849317,0.40048861322013823,10,6,40,6,0.8988972602739729,0.4010426638627286,10,2,3.0,0.5,40,7,7
BG00079,strict,2,0,-1,0.9050465753424646,0.4622902101264703,10,6,0,-1,0.9057972602739713,0.47888429621426837,10,2,34,2,0.9055890410958893,0.46441022637908025,10,6,10,1,0.9057315068493141,0.4792884950438827,10,2,2.0,0.9,50,4,14
BG00080,strict,2,0,-1,0.9242602739726005,0.6273333598415897,10,2,0,-1,0.9242602739726005,0.6273333598415897,10,2,3,2,0.8816438356164378,0.6682207150663741,10,6,3,5,0.8828767123287664,0.671907471521555,10,2,1.2,0.1,20,4,20
BG00081,strict,2,0,-1,0.5873835616438358,0.670518780680762,10,2,0,-1,0.5873835616438358,0.670518780680762,10,2,7,2,0.5866986301369865,0.6715603336311229,10,2,7,2,0.5866986301369865,0.6715603336311229,10,2,0.8,0.5,20,7,4
BG00082,strict,2,0,-1,0.8474246575342462,0.6682719433004908,10,6,0,-1,0.8496,0.6809452015815849,10,2,20,2,0.832745205479452,0.7236537399283707,10,2,20,2,0.832745205479452,0.7236537399283707,10,2,1.4,0.3,50,4,7
BG00083,strict,2,0,-1,0.6845844748858443,0.8705070622546662,10,2,0,-1,0.6845844748858443,0.8705070622546662,10,2,0,-1,0.6845844748858443,0.8705070622546662,10,2,0,-1,0.6845844748858443,0.8705070622546662,10,2,0.8,0.9,30,4,7
BG00084,strict,2,0,-1,0.9368356164383537,0.46567542983160826,10,2,0,-1,0.9368356164383537,0.46567542983160826,10,2,0,-1,0.9368356164383537,0.46567542983160826,10,2,0,-1,0.9368356164383537,0.46567542983160826,10,2,2.0,0.7,20,14,20
BG00085,strict,2,0,-1,0.6494109589041095,0.8086058872398132,10,2,0,-1,0.6494109589041095,0.8086058872398132,10,2,12,2,0.6459452054794519,0.8100976281364997,10,2,12,2,0.6459452054794519,0.8100976281364997,10,2,0.8,0.7,20,14,4
BG00086,strict,2,0,-1,0.8899506849315062,0.6327186377857127,10,6,0,-1,0.8908821917808212,0.6337550606576896,10,2,7,2,0.8487561643835614,0.665136204905836,10,2,7,2,0.8487561643835614,0.665136204905836,10,2,1.2,0.1,50,22,4
BG00087,strict,2,0,-1,0.8133972602739725,0.29315569797823054,10,6,0,-1,0.8108657534246577,0.3278224398492553,10,2,24,2,0.8132767123287671,0.29325431099869437,10,6,12,5,0.8122739726027399,0.3286392352650864,10,2,3.0,0.9,50,7,4
BG00088,strict,2,0,-1,0.7017808219178067,0.4689610352818618,10,2,0,-1,0.7017808219178067,0.4689610352818618,10,2,14,2,0.646949771689496,0.5610253363149532,10,2,14,2,0.646949771689496,0.5610253363149532,10,2,1.4,0.3,30,4,4
BG00089,strict,2,0,-1,0.9140438356164375,0.769529987605321,10,6,0,-1,0.9142520547945197,0.7699143101565884,10,2,21,1,0.9127287671232865,0.7771215697414862,10,2,21,1,0.9127287671232865,0.7771215697414862,10,2,1.2,0.5,50,20,4
BG00090,strict,2,0,-1,0.7788949771689506,0.809773973065731,10,2,0,-1,0.7788949771689506,0.809773973065731,10,2,5,1,0.7775799086758,0.8102786789395804,10,2,5,1,0.7775799086758,0.8102786789395804,10,2,1.0,0.3,30,20,14
BG00091,strict,2,0,-1,0.683844748858447,0.8542020909312962,10,2,0,-1,0.683844748858447,0.8542020909312962,10,2,15,1,0.6843470319634697,0.8546436370280748,10,2,15,1,0.6843470319634697,0.8546436370280748,10,2,0.8,0.5,30,4,4
BG00092,strict,2,0,-1,0.8999041095890398,0.3016236029730141,10,14,0,-1,0.8986849315068481,0.33684370048322176,10,2,3,1,0.9000547945205467,0.30228723236761573,10,14,6,11,0.9001506849315053,0.3382475962870839,10,2,3.0,0.9,20,20,14
BG00093,strict,2,0,-1,0.6585342465753425,0.6600289928106122,10,2,0,-1,0.6585342465753425,0.6600289928106122,10,2,3,1,0.6604520547945207,0.6640247086987101,10,2,3,1,0.6604520547945207,0.6640247086987101,10,2,0.8,0.1,20,7,7
BG00094,strict,2,0,-1,0.9496821917808207,0.5929785421830445,10,2,0,-1,0.9496821917808207,0.5929785421830445,10,2,38,2,0.9219671232876699,0.6741307279412632,10,2,38,2,0.9219671232876699,0.6741307279412632,10,2,1.6,0.5,50,7,20
BG00095,strict,2,0,-1,0.9000410958904108,0.635145620070191,10,2,0,-1,0.9000410958904108,0.635145620070191,10,2,0,-1,0.9000410958904108,0.635145620070191,10,2,0,-1,0.9000410958904108,0.635145620070191,10,2,1.4,0.9,40,20,4
BG00096,strict,2,0,-1,0.8021232876712328,0.2665301799793609,10,2,0,-1,0.8021232876712328,0.2665301799793609,10,2,20,2,0.8021780821917808,0.266720873291732,10,2,20,2,0.8021780821917808,0.266720873291732,10,2,3.0,0.7,40,14,4
BG00097,strict,2,0,-1,0.7502191780821916,0.7424017530302014,10,2,0,-1,0.7502191780821916,0.7424017530302014,10,2,0,-1,0.7502191780821916,0.7424017530302014,10,2,0,-1,0.7502191780821916,0.7424017530302014,10,2,1.0,0.7,40,7,7
BG00098,strict,2,0,-1,0.839654794520548,0.5297858161453994,10,2,0,-1,0.839654794520548,0.5297858161453994,10,2,26,2,0.8113479452054794,0.7085040055819036,10,10,25,10,0.824394520547945,0.7087074453267466,10,2,1.6,0.3,50,20,20
BG00099,strict,2,0,-1,0.8316301369863007,0.8676561184339315,10,6,0,-1,0.8306849315068489,0.8689695861888964,10,2,0,-1,0.8316301369863007,0.8676561184339315,10,6,0,-1,0.8306849315068489,0.8689695861888964,10,2,1.0,0.1,20,14,7
BG00100,strict,2,0,-1,0.9006904109589033,0.5031919851311748,10,6,0,-1,0.9000273972602727,0.5141176654306487,10,2,8,2,0.8554027397260267,0.5931404949163062,10,2,8,2,0.8554027397260267,0.5931404949163062,10,2,1.6,0.1,50,14,7
BG00101,strict,2,0,-1,0.8035342465753427,0.5668870122744447,10,2,0,-1,0.8035342465753427,0.5668870122744447,10,2,0,-1,0.8035342465753427,0.5668870122744447,10,2,0,-1,0.8035342465753427,0.5668870122744447,10,2,1.4,0.9,20,4,20
BG00102,strict,2,0,-1,0.7677123287671233,0.8330303129207255,10,2,0,-1,0.7677123287671233,0.8330303129207255,10,2,12,1,0.7657123287671233,0.834475139339545,10,2,12,1,0.7657123287671233,0.834475139339545,10,2,1.0,0.3,40,20,4
BG00103,strict,2,0,-1,0.9141986301369863,0.570884050678623,10,6,0,-1,0.9138561643835617,0.5718148767107927,10,2,8,2,0.914027397260274,0.5709453472650736,10,6,0,-1,0.9138561643835617,0.5718148767107927,10,2,1.6,0.7,40,14,14
