class1_balk_threshold,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
5,13,2,18366,12324,6042,18366,0,6034,1008,5279,7.978740668614086,8.83453119895459,0.2874333006642709,0.4519691780821918,0.3289774583469454,98330.0,162255.0
5,14,1,18252,10535,7717,18252,0,5205,835,4494,8.058376839107735,8.855741836511067,0.24621959237343852,0.38476027397260276,0.4228029804952882,84895.0,161635.0
5,14,2,18345,12428,5917,18345,0,6088,1035,5303,7.943353717412295,8.796293267920415,0.28907059144180974,0.45402397260273974,0.3225402016898337,98720.0,161368.0
5,15,1,18514,10781,7733,18514,0,5310,894,4571,8.11464613672201,8.881333045263045,0.2468942421950956,0.3913527397260274,0.41768391487522954,87484.0,164429.0
5,15,2,18160,12313,5847,18160,0,6107,993,5207,7.945667181028182,8.806167400881057,0.2867290748898678,0.44580479452054794,0.3219713656387665,97835.0,159920.0
5,16,1,18103,10554,7549,18103,0,5110,857,4585,8.044532878529468,8.848533392255428,0.25327293818704083,0.3925513698630137,0.41700270673369055,84902.0,160185.0
5,16,2,18188,12210,5978,18188,0,5988,1031,5188,7.977641277641277,8.838409940620188,0.2852430173740928,0.44417808219178084,0.3286782493952056,97407.0,160753.0
5,17,1,18284,10578,7706,18284,0,5181,809,4588,7.943562110039705,8.747812294902648,0.25092977466637495,0.3928082191780822,0.4214613870050317,84027.0,159945.0
5,17,2,18209,12273,5936,18209,0,6012,1052,5208,7.9145278253075855,8.754187489702893,0.28601241144488987,0.4458904109589041,0.32599264100170244,97135.0,159405.0
5,18,1,18217,10508,7709,18217,0,5098,864,4543,7.962695089455653,8.759675028819235,0.249382444968985,0.3889554794520548,0.42317615414173576,83672.0,159575.0
5,18,2,18361,12345,6016,18361,0,6055,1075,5214,7.89566626164439,8.747562768912369,0.28397146124938727,0.4464041095890411,0.3276509994009041,97472.0,160614.0
5,19,1,18268,10593,7675,18268,0,5144,870,4575,8.021429245728312,8.827731552441428,0.25043792423910666,0.3916952054794521,0.4201335668929275,84971.0,161265.0
5,19,2,18233,12125,6108,18233,0,5890,1000,5231,7.991835051546392,8.84736466845829,0.28689738386442165,0.4478595890410959,0.3349969834914715,96901.0,161314.0
5,20,1,18358,10663,7695,18358,0,5169,845,4647,7.990621776235581,8.79115372044885,0.25313214947162,0.3978595890410959,0.41916330754984205,85204.0,161388.0
5,20,2,18138,12095,6043,18138,0,5923,992,5179,7.925589086399339,8.793747932517366,0.28553313485500054,0.44340753424657536,0.33316793472268164,95860.0,159501.0
5,21,1,18196,10579,7617,18196,0,5161,812,4605,7.880518007373098,8.695592437898439,0.25307759947241154,0.394263698630137,0.4186084853814025,83368.0,158225.0
5,21,2,18208,12264,5944,18208,0,6004,961,5295,7.904354207436399,8.744068541300527,0.2908062390158172,0.4533390410958904,0.3264499121265378,96939.0,159212.0
5,22,1,18277,10571,7706,18277,0,5213,826,4523,8.044082868224388,8.848115117360617,0.24746949718225092,0.3872431506849315,0.4216228046178257,85034.0,161717.0
5,22,2,18403,12357,6046,18403,0,6022,1065,5262,7.921016427935583,8.785089387599848,0.28593164158017714,0.45051369863013696,0.32853339129489756,97880.0,161672.0
5,23,1,18166,10483,7683,18166,0,5056,827,4598,7.8310598111227705,8.643509853572608,0.2531102058791148,0.39366438356164385,0.42293295166795114,82093.0,157018.0
5,23,2,18027,12209,5818,18027,0,5949,1012,5245,7.8368416741747895,8.657791091141066,0.290952460198591,0.4490582191780822,0.3227381150496478,95680.0,156074.0
5,24,1,18059,10480,7579,18059,0,5057,832,4591,7.94293893129771,8.769699318899164,0.25422227144360154,0.3930650684931507,0.41967993798106207,83242.0,158372.0
5,24,2,18352,12214,6138,18352,0,5964,1020,5230,7.97330931717701,8.831571490845684,0.2849825632083697,0.4477739726027397,0.3344594594594595,97386.0,162077.0
5,25,1,18320,10637,7683,18320,0,5213,846,4567,8.014759800695685,8.785589519650655,0.24929039301310044,0.39101027397260274,0.41937772925764194,85253.0,160952.0
5,25,2,18082,12134,5948,18082,0,5860,1016,5255,7.919894511290589,8.775024886627586,0.2906205065811304,0.4499143835616438,0.3289459130627143,96100.0,158670.0
5,26,1,18283,10521,7762,18283,0,5141,827,4553,7.956277920349777,8.775802658207077,0.24902915276486354,0.38981164383561645,0.4245473937537603,83708.0,160448.0
5,26,2,18258,12337,5921,18258,0,6045,1057,5235,7.91805139012726,8.749753532697996,0.2867236279986855,0.4482020547945205,0.32429619892649797,97685.0,159753.0
5,27,1,17996,10480,7516,17996,0,5112,823,4541,8.120896946564885,8.932540564569905,0.2523338519671038,0.38878424657534244,0.417648366303623,85107.0,160750.0
5,27,2,18359,12436,5923,18359,0,6144,1056,5232,8.121582502412352,8.961653684841222,0.28498284220273434,0.44794520547945205,0.3226210577918187,101000.0,164527.0
5,28,1,18252,10583,7669,18252,0,5156,813,4604,7.986582254559199,8.785502958579881,0.2522463291694061,0.3941780821917808,0.42017313171159326,84522.0,160353.0
5,28,2,18217,12275,5942,18217,0,6015,1033,5221,7.980936863543788,8.8283471482681,0.2866004281714882,0.44700342465753423,0.32617884393698193,97966.0,160826.0
5,29,1,18229,10533,7696,18229,0,5120,843,4566,7.87686319187316,8.697789236930166,0.25048000438861157,0.3909246575342466,0.42218443140051565,82967.0,158552.0
5,29,2,18332,12173,6159,18332,0,5893,1043,5233,7.904049946603138,8.749672703469344,0.285457124154484,0.44803082191780824,0.3359698887191796,96216.0,160399.0
5,30,1,18230,10671,7559,18230,0,5213,863,4594,8.07178333801893,8.874492594624245,0.25200219418540865,0.3933219178082192,0.41464618760285243,86134.0,161782.0
5,30,2,18203,12102,6101,18203,0,5885,1068,5147,8.016608824987605,8.894797560841619,0.2827555897379553,0.44066780821917806,0.33516453331868373,97017.0,161912.0
5,31,1,18288,10496,7792,18288,0,5052,865,4579,8.088414634146341,8.89080271216098,0.2503827646544182,0.3920376712328767,0.42607174103237094,84896.0,162595.0
5,31,2,18283,12134,6149,18283,0,5912,1035,5187,8.026784242624032,8.88973363233605,0.28370617513537166,0.44409246575342465,0.33632336049882405,97397.0,162531.0
5,32,1,18415,10730,7685,18415,0,5259,799,4668,8.119757688723206,8.945370621775727,0.2534890035297312,0.39965753424657535,0.41732283464566927,87125.0,164729.0
5,32,2,18341,12271,6070,18341,0,6050,1022,5196,8.071469317904,8.942205986587426,0.28329971102993295,0.4448630136986301,0.3309525107682242,99045.0,164009.0
5,33,1,18350,10554,7796,18350,0,5151,852,4551,7.99384119765018,8.817711171662125,0.2480108991825613,0.3896404109589041,0.424850136239782,84367.0,161805.0
5,33,2,18236,12112,6124,18236,0,5868,1028,5216,7.904227212681638,8.790304891423558,0.2860276376398333,0.4465753424657534,0.33581925860934414,95736.0,160300.0
5,34,1,18323,10655,7668,18323,0,5157,877,4621,8.043453777569216,8.855427604649893,0.2521966926813295,0.3956335616438356,0.41849042187414726,85703.0,162258.0
5,34,2,18310,12190,6120,18310,0,6028,1026,5135,8.047251845775225,8.909503003823048,0.2804478427089022,0.4396404109589041,0.3342435827416712,98096.0,163133.0
5,35,1,18177,10533,7644,18177,0,5084,877,4571,8.040254438431596,8.821862793640316,0.25147163998459593,0.3913527397260274,0.4205314408318204,84688.0,160355.0
5,35,2,18233,12186,6047,18233,0,5934,1046,5202,7.946906285901854,8.805846541984314,0.2853068611857621,0.44537671232876713,0.3316514013053255,96841.0,160557.0
5,36,1,18316,10491,7825,18316,0,5102,881,4507,7.9348012582213325,8.756551648831623,0.24606901070102644,0.38587328767123286,0.42722210089539203,83244.0,160385.0
5,36,2,18381,12435,5946,18381,0,6129,1043,5258,7.887414555689586,8.727272727272727,0.28605625374027527,0.45017123287671235,0.32348620858495186,98080.0,160416.0
5,37,1,18033,10483,7550,18033,0,5099,802,4579,7.9663264332729185,8.794266067764653,0.2539233627238951,0.3920376712328767,0.4186768701824433,83511.0,158587.0
5,37,2,18342,12335,6007,18342,0,6037,1026,5270,7.96895014187272,8.814251444771562,0.28731872205866316,0.4511986301369863,0.327499727401592,98297.0,161671.0
5,38,1,18488,10794,7694,18488,0,5247,821,4722,8.016768575134334,8.856447425356988,0.25540891389009085,0.40428082191780823,0.4161618347035915,86533.0,163738.0
5,38,2,18383,12186,6197,18383,0,6049,1034,5093,8.075414409978665,8.94766904204972,0.27704944785943536,0.4360445205479452,0.3371049339063265,98407.0,164485.0
5,39,1,18384,10643,7741,18384,0,5181,863,4596,8.017664192426947,8.79590948651001,0.25,0.3934931506849315,0.42107267188859876,85332.0,161704.0
5,39,2,18266,12154,6112,18266,0,5938,997,5217,7.9062859963797925,8.777783860724844,0.28561261359903645,0.44666095890410956,0.3346107522172342,96093.0,160335.0
5,40,1,18289,10581,7708,18289,0,5114,822,4638,7.985729137132596,8.794138553228716,0.2535950571381705,0.39708904109589044,0.42145551971130185,84497.0,160836.0
5,40,2,18181,12063,6118,18181,0,5847,1013,5200,7.921080991461494,8.788845498047412,0.28601287057917607,0.4452054794520548,0.3365051427314229,95552.0,159790.0
5,41,1,18340,10660,7680,18340,0,5222,894,4541,7.909193245778612,8.706761177753544,0.2476008724100327,0.38878424657534244,0.4187568157033806,84312.0,159682.0
5,41,2,18154,12146,6008,18154,0,5892,996,5253,7.839370986332949,8.701333039550512,0.28935771730748044,0.4497431506849315,0.3309463479123058,95217.0,157964.0
5,42,1,18229,10555,7674,18229,0,5109,836,4608,7.887920416864046,8.700367546217565,0.252784025453947,0.39452054794520547,0.42097756322343516,83257.0,158599.0
5,42,2,18197,12147,6050,18197,0,5922,1055,5169,7.892895365110727,8.736824751332637,0.2840578117272078,0.4425513698630137,0.332472385558059,95875.0,158984.0
5,43,1,18240,10573,7667,18240,0,5139,828,4599,7.9284971152936725,8.739473684210527,0.25213815789473687,0.39375,0.4203399122807018,83828.0,159408.0
5,43,2,18260,12132,6128,18260,0,5881,1038,5209,7.91246290801187,8.764403066812706,0.2852683461117196,0.4459760273972603,0.3355969331872946,95994.0,160038.0
5,44,1,18495,10771,7724,18495,0,5249,885,4633,8.005849039086435,8.798215733982158,0.250500135171668,0.3966609589041096,0.4176263855095972,86231.0,162723.0
5,44,2,18241,12028,6213,18241,0,5867,1009,5148,7.939308280678417,8.820349761526233,0.2822213694424648,0.44075342465753425,0.34060632640754346,95494.0,160892.0
5,45,1,18229,10575,7654,18229,0,5225,859,4488,8.172955082742316,8.941631466344836,0.24620110812441715,0.38424657534246576,0.4198804103351802,86429.0,162997.0
5,45,2,18254,12206,6048,18254,0,5876,1092,5236,8.043093560543994,8.91284102114605,0.28684124027610386,0.4482876712328767,0.3313246411745371,98174.0,162695.0
5,46,1,18225,10608,7617,18225,0,5239,813,4555,7.999434389140271,8.79764060356653,0.24993141289437587,0.3899828767123288,0.4179423868312757,84858.0,160337.0
5,46,2,18219,12277,5942,18219,0,5967,1009,5300,7.888327767369879,8.753828420879302,0.2909050990723969,0.4537671232876712,0.32614303748833634,96845.0,159486.0
5,47,1,18297,10639,7658,18297,0,5191,827,4619,8.020584641413667,8.831830354702957,0.2524457561348855,0.3954623287671233,0.4185385582335902,85331.0,161596.0
5,47,2,18214,12191,6023,18214,0,5983,1073,5131,8.030924452464934,8.892115954760074,0.281706379707917,0.43929794520547943,0.3306796969364225,97905.0,161961.0
5,48,1,18400,10809,7591,18400,0,5318,905,4586,8.230363585900639,9.026793478260869,0.2492391304347826,0.39263698630136984,0.41255434782608696,88962.0,166093.0
5,48,2,18358,12258,6100,18358,0,6091,951,5213,8.117066405612661,9.013781457675128,0.28396339470530557,0.44631849315068495,0.3322802048153394,99499.0,165475.0
5,49,1,18490,10561,7929,18490,0,5041,860,4655,7.944607518227441,8.78139534883721,0.2517577068685776,0.3985445205479452,0.4288263926446728,83903.0,162368.0
5,49,2,18285,12317,5968,18285,0,6133,979,5202,7.940894698384347,8.784304074377905,0.2844954881050041,0.44537671232876713,0.3263877495214657,97808.0,160621.0
5,50,1,18286,10625,7661,18286,0,5210,843,4565,7.959623529411765,8.736410368587991,0.24964453680411244,0.3908390410958904,0.41895439133763535,84571.0,159754.0
5,50,2,18260,12175,6085,18260,0,5907,1007,5254,7.861026694045175,8.728094194961665,0.2877327491785323,0.4498287671232877,0.3332420591456736,95708.0,159375.0
5,51,1,18249,10522,7727,18249,0,5173,852,4492,8.073370081733511,8.860430708531974,0.24615047399857526,0.3845890410958904,0.42342046139514494,84948.0,161694.0
5,51,2,18353,12259,6094,18353,0,5943,998,5312,7.920711314136553,8.793603225630687,0.28943496975971233,0.4547945205479452,0.3320438075518989,97100.0,161389.0
5,52,1,18161,10546,7615,18161,0,5149,820,4577,7.957993552057652,8.75948460987831,0.2520235669841969,0.39186643835616436,0.41930510434447443,83925.0,159081.0
5,52,2,18414,12310,6104,18414,0,6039,1038,5231,7.920633631194151,8.775333985011404,0.28407733246442923,0.4478595890410959,0.33148691213207343,97503.0,161589.0
5,53,1,18460,10748,7712,18460,0,5253,823,4671,8.078805359136583,8.881635969664138,0.2530335861321777,0.3999143835616438,0.41776814734561213,86831.0,163955.0
5,53,2,18370,12191,6179,18370,0,6026,1010,5153,8.003281109014846,8.89961894393032,0.2805117038649973,0.44118150684931506,0.33636363636363636,97568.0,163486.0
5,54,1,18071,10568,7503,18071,0,5143,817,4606,7.990726722180167,8.792097836312324,0.2548835150240717,0.39434931506849313,0.4151956172873665,84446.0,158882.0
5,54,2,18130,12181,5949,18130,0,5932,1039,5209,7.932353665544701,8.785824600110315,0.2873138444567016,0.4459760273972603,0.32813017098731384,96624.0,159287.0
5,55,1,18299,10645,7654,18299,0,5186,831,4628,8.078534523250353,8.872124159790152,0.2529099950816985,0.39623287671232876,0.41827422263511665,85996.0,162351.0
5,55,2,18178,12238,5940,18178,0,6030,1038,5170,7.972381108024187,8.834415227197711,0.2844097260424689,0.4426369863013699,0.32676862141049623,97566.0,160592.0
5,56,1,18507,10789,7718,18507,0,5247,842,4694,8.054963388636574,8.869941103366294,0.2536337601988437,0.4018835616438356,0.41703139352677365,86905.0,164156.0
5,56,2,18340,12249,6091,18340,0,6100,1044,5103,8.036492774920402,8.909105779716466,0.2782442748091603,0.43690068493150686,0.3321155943293348,98439.0,163393.0
5,57,1,18146,10692,7454,18146,0,5232,822,4638,8.058641975308642,8.832304640141079,0.2555935192328888,0.39708904109589044,0.41077923509313347,86163.0,160271.0
5,57,2,18199,12192,6007,18199,0,5989,949,5254,7.918799212598425,8.801472608385076,0.2886971811638002,0.4498287671232877,0.3300730809385131,96546.0,160178.0
5,58,1,18479,10709,7770,18479,0,5269,841,4594,8.144738070781585,8.956274690188863,0.24860652632718222,0.3933219178082192,0.4204772985551166,87222.0,165503.0
5,58,2,18456,12314,6142,18456,0,6068,1023,5220,8.047750527854475,8.933625921109666,0.28283485045513657,0.4469178082191781,0.33279150411790204,99100.0,164879.0
5,59,1,18333,10670,7663,18333,0,5252,787,4628,7.973570759137769,8.779632356951945,0.2524409534718813,0.39623287671232876,0.41798941798941797,85078.0,160957.0
5,59,2,18346,12254,6092,18346,0,5982,1051,5219,7.8632283336053534,8.737872015698246,0.2844761800937534,0.4468321917808219,0.3320614847923253,96356.0,160305.0
5,60,1,18456,10718,7738,18456,0,5235,842,4640,8.068762828885987,8.862104464672734,0.25140875596012136,0.3972602739726027,0.41926744690073686,86481.0,163559.0
5,60,2,18033,12121,5912,18033,0,5932,1034,5155,8.012952726672717,8.86912881938668,0.28586480341595966,0.4413527397260274,0.32784339821438474,97125.0,159937.0
5,61,1,18045,10450,7595,18045,0,5069,805,4576,7.937129186602871,8.74879467996675,0.2535882515932391,0.3917808219178082,0.42089221390967024,82943.0,157872.0
5,61,2,18242,12289,5953,18242,0,6008,1018,5262,7.916347953454308,8.74953404231992,0.28845521324416185,0.45051369863013696,0.3263348317070497,97284.0,159609.0
5,62,1,18316,10543,7773,18316,0,5168,845,4530,7.907806127288248,8.739626556016598,0.2473247433937541,0.3878424657534247,0.42438305306835555,83372.0,160075.0
5,62,2,18236,12282,5954,18236,0,5962,977,5343,7.870867936818108,8.719894713753016,0.29299188418512834,0.4574486301369863,0.3264970388243036,96670.0,159016.0
5,63,1,18093,10573,7520,18093,0,5128,819,4625,7.886219616003027,8.673022715967502,0.2556237218813906,0.3959760273972603,0.41563035428066103,83381.0,156921.0
5,63,2,17978,12140,5838,17978,0,5909,1046,5182,7.8588138385502475,8.673823562131494,0.2882411836689287,0.44366438356164384,0.3247302258315719,95406.0,155938.0
5,64,1,18429,10650,7779,18429,0,5198,805,4647,7.912676056338028,8.724835856530468,0.25215692658310274,0.3978595890410959,0.4221064626404037,84270.0,160790.0
5,64,2,18151,12085,6066,18151,0,5853,982,5247,7.86321886636326,8.715167208418269,0.28907498209465043,0.44922945205479453,0.3341964630047931,95027.0,158189.0
5,65,1,18017,10421,7596,18017,0,5105,841,4468,8.066116495537857,8.850585558084031,0.24798801132263973,0.38253424657534246,0.42160182050285844,84057.0,159461.0
5,65,2,18175,12232,5943,18175,0,5880,1022,5326,7.918247220405494,8.775295735900963,0.29303988995873453,0.4559931506849315,0.3269876203576341,96856.0,159491.0
5,66,1,18319,10581,7738,18319,0,5244,812,4517,8.099896040071826,8.897592663354986,0.24657459468311588,0.38672945205479453,0.42240296959441015,85705.0,162995.0
5,66,2,18479,12333,6146,18479,0,5979,1007,5342,7.998864834184707,8.873099193679312,0.2890849071919476,0.45736301369863014,0.3325937550733265,98650.0,163966.0
5,67,1,18509,10651,7858,18509,0,5123,859,4666,7.962538728757863,8.788211140526231,0.25209357609811445,0.399486301369863,0.4245502188124696,84809.0,162661.0
5,67,2,18166,12226,5940,18166,0,6068,1000,5151,7.950678881073123,8.793240118903446,0.28355168997027413,0.44101027397260273,0.32698447649455026,97205.0,159738.0
5,68,1,18437,10658,7779,18437,0,5202,895,4561,8.070275849127416,8.851819710365026,0.24738297987742042,0.39049657534246573,0.4219233063947497,86013.0,163201.0
5,68,2,18260,12180,6080,18260,0,5942,1000,5238,8.013136288998359,8.872672508214677,0.28685651697699893,0.44845890410958905,0.3329682365826944,97600.0,162015.0
5,69,1,18141,10436,7705,18141,0,5009,825,4601,7.919317746262936,8.727357918527094,0.25362438674824983,0.3939212328767123,0.4247285155173364,82646.0,158323.0
5,69,2,18523,12346,6177,18523,0,6076,1003,5264,7.897294670338571,8.74842088214652,0.28418722669114077,0.4506849315068493,0.3334772984937645,97500.0,162047.0
5,70,1,18261,10606,7655,18261,0,5207,839,4554,7.909108052046012,8.734297135972838,0.24938393297190733,0.3898972602739726,0.4191993866710476,83884.0,159497.0
5,70,2,18234,12223,6011,18234,0,5946,1044,5230,7.908614906324143,8.761215312054404,0.2868268070637271,0.4477739726027397,0.3296588790172206,96667.0,159752.0
5,71,1,18262,10558,7704,18262,0,5018,863,4672,7.954536844099262,8.749206001533238,0.25583178184207644,0.4,0.4218595991676706,83984.0,159778.0
5,71,2,18165,12044,6121,18165,0,5920,997,5123,7.89853869146463,8.753537021745114,0.2820258739333884,0.43861301369863015,0.3369666941921277,95130.0,159008.0
5,72,1,18593,10688,7905,18593,0,5259,843,4581,8.097305389221557,8.928575270263002,0.24638304738342387,0.39220890410958903,0.42516000645404184,86544.0,166009.0
5,72,2,18443,12331,6112,18443,0,6072,978,5275,8.06925634579515,8.939597679336334,0.2860163747763379,0.4516267123287671,0.33139944694464024,99502.0,164873.0
5,73,1,18069,10447,7622,18069,0,5023,796,4622,7.8826457356178805,8.698323094803253,0.25579722176102715,0.39571917808219176,0.4218274392606121,82350.0,157170.0
5,73,2,18194,12299,5895,18194,0,6026,1071,5198,7.864867062362793,8.697977355172034,0.28569858195009346,0.44503424657534246,0.3240079146971529,96730.0,158251.0
5,74,1,18224,10604,7620,18224,0,5189,804,4604,7.96605054696341,8.753017998244074,0.25263388937664616,0.3941780821917808,0.41812993854258124,84472.0,159515.0
5,74,2,18118,12189,5929,18118,0,5923,1035,5226,7.90064812535893,8.743901092835854,0.2884424329396181,0.44743150684931504,0.32724362512418587,96301.0,158422.0
5,75,1,18086,10449,7637,18086,0,5112,819,4518,7.946693463489329,8.754616830697778,0.24980648015039256,0.38681506849315067,0.4222603118434148,83035.0,158336.0
5,75,2,18351,12436,5915,18351,0,6077,1056,5302,7.979495014474107,8.80616860116615,0.2889215846547872,0.45393835616438355,0.32232575881423353,99233.0,161602.0
5,76,1,18304,10595,7709,18304,0,5175,821,4598,8.07286455875413,8.845826048951048,0.2512019230769231,0.39366438356164385,0.4211647727272727,85532.0,161914.0
5,76,2,18231,12195,6036,18231,0,5941,990,5259,7.982451824518245,8.844331084416654,0.2884647029784433,0.4502568493150685,0.33108441665295374,97346.0,161241.0
5,77,1,18157,10393,7764,18157,0,5041,828,4524,8.014432791301838,8.842650217546952,0.24916010354133392,0.3873287671232877,0.42760367902186486,83294.0,160556.0
5,77,2,18190,12274,5916,18190,0,5938,1030,5305,7.981424148606811,8.822045079714128,0.2916437603078615,0.4541952054794521,0.3252336448598131,97964.0,160473.0
5,78,1,18418,10719,7699,18418,0,5242,839,4638,7.949622166246852,8.7384080790531,0.2518188728417852,0.39708904109589044,0.41801498534042786,85212.0,160944.0
5,78,2,18156,12187,5969,18156,0,5976,1001,5209,7.910560433248544,8.758041418814717,0.28690240141000223,0.4459760273972603,0.3287618418153778,96406.0,159011.0
5,79,1,18197,10496,7701,18197,0,5064,872,4560,7.9284489329268295,8.73237346815409,0.25059075671814035,0.3904109589041096,0.42320162664175415,83217.0,158903.0
5,79,2,18207,12126,6081,18207,0,5895,1052,5179,7.912831931387102,8.761190750810128,0.28445103531608723,0.44340753424657536,0.3339924204976108,95951.0,159515.0
5,80,1,18352,10557,7795,18352,0,5217,826,4510,8.148053424268259,8.93853530950305,0.24574978204010461,0.3861301369863014,0.42474934612031384,86019.0,164040.0
5,80,2,18504,12302,6202,18504,0,5968,1030,5298,8.057876768005203,8.930771725032425,0.28631647211413747,0.4535958904109589,0.33517077388672717,99128.0,165255.0
5,81,1,18176,10707,7469,18176,0,5196,858,4647,7.9392920519286445,8.768871038732394,0.2556668133802817,0.3978595890410959,0.41092649647887325,85006.0,159383.0
5,81,2,18211,12227,5984,18211,0,6044,1006,5168,7.987486709740738,8.834605458239526,0.28378452583603314,0.44246575342465755,0.32859260886277525,97663.0,160887.0
5,82,1,18379,10509,7870,18379,0,5049,849,4606,7.828337615377295,8.621633385929593,0.2506121116491648,0.39434931506849313,0.42820610479351434,82268.0,158457.0
5,82,2,17984,12078,5906,17984,0,5825,1002,5247,7.754595131644312,8.58663256227758,0.29175934163701067,0.44922945205479453,0.328403024911032,93660.0,154422.0
5,83,1,18093,10498,7595,18093,0,5102,856,4540,7.982282339493237,8.78323108384458,0.25092577239816505,0.3886986301369863,0.4197756038246836,83798.0,158915.0
5,83,2,18230,12213,6017,18230,0,5917,1015,5280,7.957094898878244,8.795995611629182,0.2896324739440483,0.4520547945205479,0.33006034009873836,97180.0,160351.0
5,84,1,18416,10697,7719,18416,0,5191,844,4661,7.985790408525755,8.813477410947003,0.25309513466550826,0.3990582191780822,0.4191463944396177,85424.0,162309.0
5,84,2,18238,12204,6034,18238,0,6020,1033,5148,7.980744018354637,8.83709836604891,0.2822677925211098,0.44075342465753425,0.33084768066673975,97397.0,161171.0
5,85,1,18266,10619,7647,18266,0,5129,879,4607,7.904981636688953,8.704040293441366,0.2522172342056279,0.39443493150684933,0.418646665936713,83943.0,158988.0
5,85,2,18105,12074,6031,18105,0,5892,1046,5135,7.833029650488653,8.693068213200773,0.2836233084783209,0.4396404109589041,0.3331123998895333,94576.0,157388.0
5,86,1,18169,10504,7665,18169,0,5056,866,4579,7.869573495811119,8.67719742418405,0.2520226759865705,0.3920376712328767,0.42187242005613956,82662.0,157656.0
5,86,2,18011,12120,5891,18011,0,5860,989,5265,7.801815181518152,8.641108211648437,0.2923213591693965,0.4507705479452055,0.3270778968408195,94558.0,155635.0
5,87,1,18162,10559,7603,18162,0,5132,837,4587,7.989298228998958,8.784054619535294,0.2525602907168814,0.39272260273972603,0.41862129721396324,84359.0,159536.0
5,87,2,18031,12122,5909,18031,0,5869,1034,5213,7.954215475994061,8.79130386556486,0.2891131939437635,0.44631849315068495,0.32771338250790305,96421.0,158516.0
5,88,1,18060,10580,7480,18060,0,5253,825,4500,7.916351606805293,8.711351052048727,0.24916943521594684,0.3852739726027397,0.4141749723145072,83755.0,157327.0
5,88,2,18412,12313,6099,18412,0,5957,1037,5312,7.908551936977179,8.757332174668694,0.28850749511188356,0.4547945205479452,0.3312513578101238,97378.0,161240.0
5,89,1,18324,10634,7690,18324,0,5147,804,4682,7.946398344931352,8.744160663610565,0.255511896965728,0.40085616438356164,0.41966819471731065,84502.0,160228.0
5,89,2,18233,12169,6064,18233,0,5985,991,5193,7.8993343742296,8.762463664783635,0.28481325069928154,0.44460616438356165,0.33258377666867767,96127.0,159766.0
5,90,1,18205,10583,7622,18205,0,5055,824,4699,7.930548993669092,8.743531996704203,0.2581159022246636,0.40231164383561646,0.4186761878604779,83929.0,159176.0
5,90,2,18110,12102,6008,18110,0,5928,1010,5162,7.937530986613782,8.783710657095527,0.2850358917725014,0.44195205479452054,0.33175041413583656,96060.0,159073.0
5,91,1,18116,10496,7620,18116,0,5083,847,4557,7.931021341463414,8.71191212188121,0.25154559505409585,0.3901541095890411,0.4206226540075072,83244.0,157825.0
5,91,2,18116,12283,5833,18116,0,5982,1038,5256,7.876984450052919,8.703687348200486,0.2901302715831309,0.45,0.3219805696621771,96753.0,157676.0
5,92,1,18250,10709,7541,18250,0,5199,857,4649,7.983845363712765,8.79923287671233,0.25473972602739725,0.3980308219178082,0.41320547945205477,85499.0,160586.0
5,92,2,18181,12230,5951,18181,0,6057,998,5171,7.977677841373671,8.827567240525823,0.28441779880094603,0.442722602739726,0.32731972938782244,97567.0,160494.0
5,93,1,18266,10629,7637,18266,0,5153,879,4597,7.935459591683131,8.724406000218986,0.2516697689696704,0.39357876712328765,0.4180992007007555,84346.0,159360.0
5,93,2,17842,12027,5815,17842,0,5818,942,5267,7.869377234555583,8.712980607555206,0.29520233157717746,0.4509417808219178,0.32591637708777044,94645.0,155457.0
5,94,1,18191,10464,7727,18191,0,5099,825,4540,7.937691131498471,8.77307459732835,0.24957396514760047,0.3886986301369863,0.42477049090209446,83060.0,159591.0
5,94,2,18164,12327,5837,18164,0,6037,1009,5279,7.905005272978015,8.744494604712619,0.29062981722087644,0.4519691780821918,0.32134992292446596,97445.0,158835.0
5,95,1,18125,10512,7613,18125,0,5087,848,4570,7.981830289193303,8.774675862068966,0.25213793103448273,0.3912671232876712,0.42002758620689656,83905.0,159041.0
5,95,2,18337,12182,6155,18337,0,5893,1018,5262,7.892710556558857,8.765174237879696,0.2869607896602498,0.45051369863013696,0.3356601406991329,96149.0,160727.0
5,96,1,18154,10579,7575,18154,0,5198,850,4524,8.033557046979865,8.81062024898094,0.24920127795527156,0.3873287671232877,0.41726341302192355,84987.0,159948.0
5,96,2,18279,12265,6014,18279,0,5967,1000,5292,7.937056665307787,8.790688768532195,0.2895125553914328,0.45308219178082193,0.32901143388587994,97348.0,160685.0
5,97,1,18438,10736,7702,18438,0,5274,822,4634,8.017138599105813,8.803612105434429,0.2513287775246773,0.39674657534246577,0.41772426510467514,86072.0,162321.0
5,97,2,18003,12108,5895,18003,0,5866,1033,5202,7.882061446977205,8.74104315947342,0.28895184135977336,0.44537671232876713,0.32744542576237295,95436.0,157365.0
5,98,1,18280,10633,7647,18280,0,5249,788,4592,7.978181134204834,8.777625820568927,0.2512035010940919,0.39315068493150684,0.41832603938730856,84832.0,160455.0
