class1_balk_threshold,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
3,60,0.8420376712328768,0.269862600444286,9840,10961.0,7.874573869925178,8.592491018292515,0.38055014672407644,36463,22587,36463,13876,0,10893,1850,4
3,61,0.8423801369863013,0.2685559685177088,9827,10974.0,7.875110170985369,8.587532794053345,0.379864451246174,36592,22692,36592,13900,0,11025,1835,5
3,62,0.8412671232876713,0.269620635661896,9815,10956.0,7.78120960912778,8.497898524846853,0.3836496992006153,36403,22437,36403,13966,0,10773,1848,1
3,63,0.8404109589041096,0.2687904702057321,9838,10962.0,7.858274686849909,8.57695144941395,0.38272178355782627,36601,22593,36601,14008,0,10898,1855,2
3,64,0.8446061643835616,0.2695692576801137,9863,11002.0,7.82157805681717,8.541270361867278,0.38619219416202033,36588,22458,36588,14130,0,10767,1819,9
3,65,0.8416952054794521,0.2706969580284944,9842,10982.0,7.794524830296535,8.506078442158534,0.3841245393035921,36358,22392,36358,13966,0,10707,1840,3
3,66,0.8375856164383562,0.26804293518543937,9764,10907.0,7.847456875526584,8.552227743157548,0.3809262360337113,36427,22551,36427,13876,0,10874,1908,5
3,67,0.8393835616438357,0.2719957825809495,9803,10900.0,7.716067596566524,8.410310479731416,0.3793734913015732,36041,22368,36041,13673,0,10667,1898,0
3,68,0.8387842465753425,0.27116765056400877,9784,10930.0,7.717550027041644,8.431750782960561,0.38505030348382807,36081,22188,36081,13893,0,10502,1902,0
3,69,0.8386130136986302,0.26906715701073086,9804,10928.0,7.837627375072309,8.551582182945907,0.38323681971622253,36437,22473,36437,13964,0,10772,1889,8
3,70,0.8392979452054794,0.26854058792909785,9802,10951.0,7.794591256010941,8.516533793594697,0.37900331497767187,36501,22667,36501,13834,0,10995,1866,4
3,71,0.8304794520547946,0.2658655033336077,9690,10824.0,7.832296480625667,8.548220704035998,0.3825554915356545,36447,22504,36447,13943,0,10835,1974,5
3,72,0.8421232876712329,0.2706393032775626,9851,10952.0,7.7404393454286735,8.45885875985604,0.3821808291436578,36399,22488,36399,13911,0,10790,1847,0
3,73,0.8416095890410958,0.26853570648613234,9837,10948.0,7.778594334580438,8.489926839921381,0.38709325180170345,36632,22452,36632,14180,0,10761,1850,4
3,74,0.842722602739726,0.27111172337787576,9840,10965.0,7.7529836123975775,8.471800523488083,0.3812921890067502,36295,22456,36295,13839,0,10789,1827,0
3,75,0.8393835616438357,0.26582519001085775,9793,10922.0,7.7919105907397554,8.52885450597177,0.3879478827361563,36840,22548,36840,14292,0,10863,1887,5
