class1_balk_threshold,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
4,68,0.8443493150684932,0.2745823024102749,9877,10996.0,7.746552184358039,8.502821717494648,0.37510772566789913,35971,22478,35971,13493,0,10777,1816,8
4,69,0.846318493150685,0.26946645967807825,9894,10999.0,7.996184043159788,8.78209004003595,0.3790614701636844,36717,22799,36717,13918,0,11111,1794,0
4,70,0.8391267123287671,0.2691811114468588,9799,10942.0,7.851200989049806,8.638381452078125,0.377853473614812,36403,22648,36403,13755,0,10974,1869,6
4,71,0.8375,0.2697491989835377,9766,10904.0,7.801021093645035,8.583112363274775,0.3832449453099105,36204,22329,36204,13875,0,10675,1888,0
4,72,0.8378424657534247,0.2652215146999052,9788,10919.0,8.05862428348098,8.846362281533667,0.3760195095515513,36905,23028,36905,13877,0,11352,1878,10
4,73,0.8386130136986302,0.26739766481638455,9779,10907.0,7.904415973231189,8.679636870744579,0.3789341281343141,36571,22713,36571,13858,0,11042,1890,2
4,74,0.8466609589041096,0.2693335514834206,9877,11003.0,7.916875027415888,8.69306282722513,0.37835405759162305,36672,22797,36672,13875,0,11103,1809,8
4,75,0.8356164383561644,0.2693847130593204,9759,10892.0,7.876149029708246,8.6472244458553,0.37839180721561266,36227,22519,36227,13708,0,10855,1899,6
4,76,0.8443493150684932,0.26958620122302357,9831,10974.0,7.903984786166025,8.663284613486166,0.37995996380289027,36467,22611,36467,13856,0,10937,1836,7
4,77,0.8359589041095891,0.2660520429872893,9754,10892.0,7.991535137994886,8.769952539414108,0.3813212590693361,36662,22682,36662,13980,0,10996,1921,11
4,78,0.8355308219178083,0.26613893817387746,9750,10894.0,7.9140828297975565,8.70550020472226,0.3811109594649925,36635,22673,36635,13962,0,11003,1920,0
4,79,0.8375,0.2691894867207926,9781,10917.0,7.877083609674139,8.656391908628045,0.377542314572726,36335,22617,36335,13718,0,10929,1903,4
4,80,0.8401541095890411,0.2688000878252278,9794,10931.0,7.966357206012378,8.743248435613129,0.3791854210121858,36436,22620,36436,13816,0,10958,1868,0
4,81,0.8377568493150684,0.2690171057697596,9782,10923.0,7.9017223910840935,8.668307573840822,0.37569440624828115,36362,22701,36362,13661,0,11039,1879,1
4,82,0.8377568493150684,0.27056743466489863,9794,10916.0,7.797361524452539,8.571412785236753,0.37805956130172935,36198,22513,36198,13685,0,10827,1886,6
4,83,0.8375,0.2668357053274442,9787,10904.0,7.952207175518818,8.740743770107422,0.37990075794754347,36678,22744,36678,13934,0,11055,1895,7
4,84,0.8339897260273973,0.2682557178286029,9735,10873.0,7.82740780047758,8.604326260677873,0.3768531275833563,36290,22614,36290,13676,0,10942,1937,0
4,85,0.8363013698630137,0.26846376014303397,9760,10903.0,7.889961475446132,8.667088433502958,0.3788199697428139,36355,22583,36355,13772,0,10914,1909,0
4,86,0.8392123287671233,0.2707689761694616,9817,10919.0,7.826679046734757,8.599211165048544,0.3761860105913504,36256,22617,36256,13639,0,10912,1876,12
4,87,0.8345890410958904,0.26702130576654143,9738,10884.0,7.910508922670192,8.69467218733719,0.37769064136664016,36469,22695,36469,13774,0,11014,1937,6
4,88,0.8395547945205479,0.26827933450087565,9804,10934.0,7.86045185347664,8.639804071803853,0.37623139229422065,36544,22795,36544,13749,0,11119,1871,1
4,89,0.842208904109589,0.26936764303312344,9840,10951.0,7.821161587119034,8.600684369011772,0.3811387900355872,36530,22607,36530,13923,0,10924,1842,1
4,90,0.8410102739726028,0.26719591104344514,9828,10960.0,7.908658084993828,8.685063346201947,0.38328530259365995,36782,22684,36782,14098,0,10991,1858,7
4,91,0.8406678082191781,0.2689811899351094,9824,10945.0,7.854809517503201,8.631547244202283,0.3797606987377817,36523,22653,36523,13870,0,10950,1872,7
4,92,0.8392979452054794,0.2716497272148218,9809,10926.0,7.799652731401095,8.572682710681548,0.3779667119000803,36109,22461,36109,13648,0,10788,1862,2
4,93,0.8389554794520548,0.2686710072769054,9821,10955.0,7.836281437914234,8.59555725775565,0.376730316791596,36554,22783,36554,13771,0,11094,1868,0
4,94,0.8375856164383562,0.267325111862927,9798,10929.0,7.930895924404998,8.719333187820583,0.38210738840990943,36652,22647,36652,14005,0,10959,1889,1
4,95,0.8431506849315068,0.2697933532753369,9831,10971.0,7.877877435602881,8.65331101292571,0.3788797716732073,36439,22633,36439,13806,0,10952,1836,14
4,96,0.8434075342465753,0.27036180406410043,9819,10973.0,7.827517403449652,8.586816454650586,0.3790131615177047,36318,22553,36318,13765,0,10903,1827,4
4,97,0.8400684931506849,0.2677796873721254,9816,10964.0,8.005318213783404,8.788089587254822,0.3793272771912595,36657,22752,36657,13905,0,11072,1859,5
4,98,0.838013698630137,0.267058501913614,9769,10906.0,7.92759286906121,8.711290322580645,0.3774193548387097,36580,22774,36580,13806,0,11103,1897,5
4,99,0.839041095890411,0.267330774883645,9822,10895.0,7.965044460992597,8.744155031164095,0.37865055387714,36741,22829,36741,13912,0,11120,1878,9
4,100,0.8468321917808219,0.2677792527972691,9884,11015.0,7.959420542804782,8.741052802687546,0.3791010809785701,36911,22918,36911,13993,0,11239,1787,8
5,1,0.8370719178082192,0.26531333224631776,9763,10908.0,8.046092009262091,8.89936953095277,0.37798249904886133,36798,22889,36798,13909,0,11205,1912,9
5,2,0.8373287671232876,0.26550734059266484,9802,10901.0,8.087159363418357,8.91397150441519,0.37875832927027464,36918,22935,36918,13983,0,11231,1892,10
5,3,0.8357876712328767,0.26615346818442387,9750,10880.0,8.005913531035088,8.844429885622253,0.37681871536592687,36633,22829,36633,13804,0,11152,1922,5
5,4,0.8415239726027397,0.2692149496832927,9818,10951.0,7.9796825950470875,8.818859853574269,0.37108228906742713,36469,22936,36469,13533,0,11260,1846,12
5,5,0.8414383561643836,0.2687986407979831,9809,10962.0,7.910876601782468,8.736791625561766,0.3819741313164529,36492,22553,36492,13939,0,10890,1853,1
5,6,0.8362157534246575,0.2690886020081651,9755,10880.0,7.892723346114858,8.720456802383318,0.3741310824230387,36252,22689,36252,13563,0,11020,1912,2
5,7,0.8438356164383561,0.27065934065934066,9852,10980.0,8.010839269123567,8.835192307692308,0.37903846153846155,36400,22603,36400,13797,0,10928,1821,2
5,8,0.8356164383561644,0.2647170631041599,9749,10892.0,8.155527550843038,9.004072987943955,0.3751493428912784,36828,23012,36828,13816,0,11346,1917,0
5,9,0.8471746575342466,0.27048956398207846,9901,11023.0,7.956810631229236,8.782482788766256,0.37504097912796414,36604,22876,36604,13728,0,11190,1785,0
5,10,0.8358732876712329,0.26434165244018104,9755,10894.0,8.031619514758694,8.873018453784246,0.3812427173942498,36903,22834,36903,14069,0,11157,1911,11
5,11,0.8408390410958904,0.270219831489969,9846,10959.0,8.007447230423479,8.850536542525456,0.37719900101545134,36437,22693,36437,13744,0,11001,1840,6
5,12,0.8327054794520548,0.26888526493269577,9728,10858.0,7.958100926698582,8.774952320406866,0.3706570109732165,36179,22769,36179,13410,0,11080,1955,6
5,13,0.8431506849315068,0.2683146189905156,9845,10993.0,8.023404348396692,8.859206366510412,0.3770031614520877,36692,22859,36692,13833,0,11172,1836,6
5,14,0.8384417808219178,0.2676995382135148,9797,10924.0,7.996124199799678,8.825942017105227,0.3725441976118261,36597,22963,36597,13634,0,11293,1870,3
5,15,0.8379280821917808,0.26661940339204887,9778,10924.0,8.024551831644583,8.844112995582702,0.3702895784479468,36674,23094,36674,13580,0,11417,1887,12
5,16,0.8386986301369863,0.2692954175966493,9773,10931.0,8.00865401511158,8.843459810972417,0.37273704224187815,36291,22764,36291,13527,0,11098,1888,5
5,17,0.8401541095890411,0.26843504233688653,9796,10946.0,7.927968141438011,8.750993341188721,0.373825117145754,36493,22851,36493,13642,0,11193,1861,1
5,18,0.8347602739726028,0.2667450380009842,9757,10867.0,7.926486675709972,8.75359505713817,0.3752255454098092,36578,22853,36578,13725,0,11153,1939,4
5,19,0.8395547945205479,0.2686501739678365,9806,10936.0,8.005634298793908,8.83753869756993,0.37760609298375386,36501,22718,36501,13783,0,11034,1870,8
5,20,0.8436643835616439,0.2692349846558527,9826,10989.0,7.956059407680815,8.79244300745287,0.3764248136782113,36496,22758,36496,13738,0,11092,1837,3
5,21,0.8490582191780822,0.2719481375673003,9900,11036.0,7.89331523880401,8.71983847928799,0.372514009449511,36404,22843,36404,13561,0,11165,1773,5
5,22,0.8373287671232876,0.26676663031624864,9785,10883.0,7.977756454989533,8.816494002181026,0.37491821155943295,36680,22928,36680,13752,0,11235,1891,17
5,23,0.8423801369863013,0.27195866604039454,9843,10957.0,7.83417063282214,8.650623048655817,0.37302793357831626,36193,22692,36193,13501,0,11005,1839,5
5,24,0.8397260273972603,0.26972618164840295,9821,10945.0,7.959284392350401,8.800884348136552,0.37672681332564334,36411,22694,36411,13717,0,11021,1852,0
5,25,0.8410102739726028,0.2698203395417834,9822,10943.0,7.964208862149225,8.780341739464864,0.3744574473930004,36402,22771,36402,13631,0,11073,1862,14
5,26,0.8373287671232876,0.26786349579923924,9788,10917.0,7.935646163268878,8.7627870063764,0.3744560904189814,36541,22858,36541,13683,0,11186,1884,0
5,27,0.8392123287671233,0.268821345069454,9773,10940.0,8.121268982370395,8.947242470086646,0.369660294319901,36355,22916,36355,13439,0,11256,1879,8
5,28,0.842208904109589,0.2694068935260084,9825,10964.0,7.983550616851868,8.806904494227975,0.37322109188625957,36469,22858,36469,13611,0,11171,1846,16
5,29,0.8379280821917808,0.26801783321025135,9799,10910.0,7.891438386329605,8.72380405349963,0.37895571784141574,36561,22706,36561,13855,0,11013,1886,8
5,30,0.8352739726027397,0.26736749650042546,9741,10885.0,8.042462565318578,8.884637553866,0.374934811846403,36433,22773,36433,13660,0,11098,1931,3
5,31,0.8387842465753425,0.26704219190068634,9766,10914.0,8.055368979231108,8.890268245331,0.3812036859806951,36571,22630,36571,13941,0,10964,1900,0
5,32,0.8434931506849315,0.2683643486777669,9864,10959.0,8.093995913221164,8.94379148982479,0.37422461638916094,36756,23001,36756,13755,0,11309,1821,7
5,33,0.8381849315068494,0.2669600393593178,9767,10920.0,7.945954292773317,8.80405072978735,0.38047340512764444,36586,22666,36586,13920,0,11019,1880,0
5,34,0.8375856164383562,0.2663172549340758,9756,10908.0,8.045480411468592,8.882455709333115,0.3763819507001884,36633,22845,36633,13788,0,11185,1903,1
5,35,0.8356164383561644,0.26841527053007413,9773,10899.0,7.990184427131476,8.813842351002473,0.3760230705850041,36410,22719,36410,13691,0,11018,1923,5
5,36,0.8353595890410959,0.2660980461618116,9765,10894.0,7.909098839745267,8.74188625773224,0.37526228302041037,36697,22926,36697,13771,0,11231,1924,6
5,37,0.8421232876712329,0.2707628865979381,9849,10966.0,7.967744762906477,8.804343642611684,0.3727010309278351,36375,22818,36375,13557,0,11136,1828,5
5,38,0.8423801369863013,0.26619836728051854,9815,10937.0,8.04786771105309,8.901928344769603,0.376745952103279,36871,22980,36871,13891,0,11296,1855,14
5,39,0.8399828767123287,0.2677489768076398,9813,10944.0,7.958283984734834,8.7868758526603,0.37798090040927695,36650,22797,36650,13853,0,11119,1860,5
5,40,0.8429794520547945,0.26975596380586786,9838,10994.0,7.951289524818937,8.791499862901015,0.37910611461475185,36470,22644,36470,13826,0,10961,1835,10
5,41,0.8389554794520548,0.26837288321367897,9794,10924.0,7.872007366482505,8.704060941524634,0.37507535485285254,36494,22806,36494,13688,0,11114,1890,8
5,42,0.8379280821917808,0.26840718168341293,9777,10901.0,7.890582327548234,8.718580135068358,0.3767638499972547,36426,22702,36426,13724,0,11031,1891,3
5,43,0.839041095890411,0.2687123287671233,9808,10930.0,7.919929530940322,8.751945205479451,0.37794520547945204,36500,22705,36500,13795,0,11020,1866,11
5,44,0.8370719178082192,0.26625108885017423,9781,10908.0,7.970744330891706,8.809206228222996,0.3793826219512195,36736,22799,36736,13937,0,11116,1894,8
5,45,0.8325342465753425,0.26653509853904556,9724,10830.0,8.103375620034239,8.927226379409587,0.37557218430501876,36483,22781,36483,13702,0,11101,1951,5
5,46,0.842722602739726,0.2704148831083306,9855,10975.0,7.939829582696089,8.775738118757547,0.37205026890571835,36444,22885,36444,13559,0,11206,1822,2
5,47,0.8358732876712329,0.26704280901646077,9750,10876.0,8.026106000876041,8.861904631480924,0.3747089918106872,36511,22830,36511,13681,0,11174,1900,6
5,48,0.8393835616438357,0.26658142445182004,9799,10937.0,8.170156500628604,9.020294901790086,0.3724631372762392,36758,23067,36758,13691,0,11409,1856,3
5,49,0.8421232876712329,0.26803535010197144,9857,10969.0,7.9426086196345835,8.782841604350782,0.37789259007477904,36775,22878,36775,13897,0,11174,1839,8
5,50,0.8412671232876713,0.2686750944015761,9819,10950.0,7.906973684210526,8.732255239971543,0.3761287144967986,36546,22800,36546,13746,0,11117,1850,14
5,51,0.8395547945205479,0.267854215616633,9804,10950.0,7.9912207541372196,8.826922026118792,0.3776023168132889,36602,22781,36602,13821,0,11116,1850,11
5,52,0.8400684931506849,0.2681613123718387,9808,10950.0,7.9378718935946795,8.767464114832537,0.3750922761449077,36575,22856,36575,13719,0,11188,1858,2
5,53,0.842208904109589,0.2667390714091773,9824,10972.0,8.038667771044945,8.890605484659245,0.37716535433070864,36830,22939,36830,13891,0,11279,1833,3
5,54,0.8407534246575342,0.27112510704124193,9815,10944.0,7.959470745966856,8.788956106184912,0.37159194497389575,36201,22749,36201,13452,0,11075,1856,3
5,55,0.8394691780821918,0.26860761575787484,9798,10922.0,8.02176288074116,8.853332236751926,0.37267319132604104,36477,22883,36477,13594,0,11216,1869,0
5,56,0.8383561643835616,0.2658832469400494,9797,10934.0,8.045142807535376,8.889434689391267,0.3747659239558173,36847,23038,36847,13809,0,11347,1886,8
5,57,0.8474315068493151,0.2721694868620168,9892,11026.0,7.984137388568432,8.816866143898748,0.3703673132480396,36345,22884,36345,13461,0,11221,1771,0
5,58,0.8409246575342466,0.26571003113577907,9814,10940.0,8.092863658081049,8.944957357519968,0.37666170299174223,36935,23023,36935,13912,0,11337,1864,8
5,59,0.8425513698630137,0.268464243845252,9847,10975.0,7.914587332053743,8.758744785844762,0.37501022383380134,36679,22924,36679,13755,0,11234,1838,5
5,60,0.8395547945205479,0.2684370632245334,9795,10925.0,8.039143570208854,8.865575926991696,0.3740853407876346,36489,22839,36489,13650,0,11167,1876,1
5,61,0.8423801369863013,0.27111637776614217,9838,10985.0,7.925898236509961,8.749166368120814,0.3733568495604486,36287,22739,36287,13548,0,11077,1823,1
5,62,0.8436643835616439,0.27010833880499013,9873,10971.0,7.8879299014238775,8.729782228058657,0.37554716568176844,36552,22825,36552,13727,0,11130,1822,0
5,63,0.8393835616438357,0.2718804579856394,9807,10939.0,7.871571346805794,8.67342186243797,0.370325191982479,36071,22713,36071,13358,0,11037,1865,4
5,64,0.8465753424657534,0.27047566976489884,9894,11020.0,7.886386628546294,8.720038272279934,0.37848551120831053,36580,22735,36580,13845,0,11051,1787,3
5,65,0.8404965753424658,0.27061229000884174,9794,10947.0,7.986271134066128,8.812776304155614,0.37408819628647216,36192,22653,36192,13539,0,10985,1863,11
5,66,0.84375,0.2679221696831349,9859,10996.0,8.04551802391551,8.885292678949943,0.3773031142996902,36798,22914,36798,13884,0,11223,1819,13
5,67,0.8400684931506849,0.26767552828902524,9817,10951.0,7.956200550771517,8.790702113156101,0.3762235855487389,36675,22877,36675,13798,0,11191,1859,10
5,68,0.8372431506849315,0.2670245524157288,9799,10912.0,8.039802084245556,8.862195819821784,0.37766029920701966,36697,22838,36697,13859,0,11144,1895,0
5,69,0.8430650684931507,0.2690650229107571,9865,10981.0,7.907383021683786,8.737999127209251,0.3786275365481126,36664,22782,36664,13882,0,11085,1828,4
5,70,0.8382705479452055,0.2680915193862173,9784,10928.0,7.908844014192474,8.747746266611864,0.37446225510343883,36495,22829,36495,13666,0,11153,1883,9
5,71,0.8395547945205479,0.2688939522881379,9795,10931.0,7.924696929475267,8.751365745189009,0.37952617563894914,36427,22602,36427,13825,0,10938,1860,9
5,72,0.8441780821917808,0.26611945134463766,9856,10996.0,8.082279855771318,8.934064153796307,0.37846959714872014,37036,23019,37036,14017,0,11331,1821,11
5,73,0.8399828767123287,0.27079943744312385,9820,10946.0,7.873032621120197,8.69814962909853,0.3727490830874445,36263,22746,36263,13517,0,11049,1867,10
5,74,0.8414383561643836,0.2704859391337846,9830,10948.0,7.93107533014522,8.748472841340597,0.3728193274998624,36342,22793,36342,13549,0,11112,1839,12
5,75,0.8383561643835616,0.2695062710980597,9820,10921.0,7.9645182433908674,8.780580179487883,0.37192963196750556,36437,22885,36437,13552,0,11189,1875,1
5,76,0.8455479452054795,0.2697960859449843,9857,11007.0,8.02448442299254,8.845080060216231,0.3762145887505132,36535,22790,36535,13745,0,11116,1811,6
5,77,0.8416952054794521,0.270421217707101,9829,10951.0,7.9965588741342035,8.832338294769857,0.37637219027705177,36347,22667,36347,13680,0,10979,1858,1
5,78,0.8414383561643836,0.2692349756657735,9847,10968.0,7.928839605343578,8.748154426641877,0.3737080986493137,36574,22906,36574,13668,0,11218,1840,1
5,79,0.8345034246575342,0.26752554664322603,9739,10884.0,7.92007780037132,8.746786067465115,0.3785847709042962,36404,22622,36404,13782,0,10959,1924,0
5,80,0.8410958904109589,0.26611677881484697,9808,10969.0,8.099523163742946,8.934637508139787,0.37977534187106576,36856,22859,36856,13997,0,11185,1856,10
5,81,0.8386986301369863,0.26973919256877454,9815,10936.0,7.964986482951077,8.801769862863111,0.36971995492895815,36387,22934,36387,13453,0,11240,1864,15
5,82,0.8409246575342466,0.2709622418392322,9853,10967.0,7.7889051224155486,8.604323075653824,0.3788466298160218,36363,22587,36363,13776,0,10874,1851,9
5,83,0.8415239726027397,0.27035211849241525,9820,10952.0,7.968737616133152,8.789637419816644,0.37474878176362086,36323,22711,36323,13612,0,11019,1871,1
5,84,0.8394691780821918,0.26761062912642547,9809,10930.0,7.983101174621195,8.825230534184536,0.3752114366781252,36654,22901,36654,13753,0,11211,1877,4
5,85,0.8356164383561644,0.26785076022105525,9742,10891.0,7.866698982064954,8.698578537846085,0.37606884605867313,36371,22693,36371,13678,0,11021,1925,5
5,86,0.8412671232876713,0.2720840243228303,9844,10943.0,7.8332743988684586,8.659231619679382,0.37468214483139856,36180,22624,36180,13556,0,10916,1855,9
5,87,0.8398116438356165,0.27077059099825934,9800,10942.0,7.97054803580089,8.787666123283508,0.3733318597518857,36193,22681,36193,13512,0,11001,1871,9
5,88,0.8404109589041096,0.2690282956788769,9812,10944.0,7.912156554405277,8.734563500767711,0.37231300723842947,36472,22893,36472,13579,0,11210,1862,9
5,89,0.8467465753424658,0.2701261044396422,9875,11025.0,7.921282287418322,8.753289383702164,0.3762343737177558,36557,22803,36557,13754,0,11132,1795,1
5,90,0.8434931506849315,0.27154068566707973,9861,10975.0,7.934273749173463,8.763568773234201,0.3753269998623158,36315,22685,36315,13630,0,10983,1834,7
5,91,0.8389554794520548,0.2708379333186134,9813,10938.0,7.9018833135782955,8.707799735040847,0.3713016118348421,36232,22779,36232,13453,0,11065,1885,16
5,92,0.8421232876712329,0.2695506574071532,9820,10945.0,7.980557129778979,8.813373226098653,0.3703439378551234,36431,22939,36431,13492,0,11256,1855,8
5,93,0.8443493150684932,0.2731804586241276,9864,10985.0,7.90037959039548,8.718760385510135,0.37254901960784315,36108,22656,36108,13452,0,10971,1821,0
5,94,0.8418664383561644,0.27008664557832485,9819,10955.0,7.920012285551314,8.758795213863293,0.3730986109200935,36355,22791,36355,13564,0,11136,1834,2
5,95,0.8407534246575342,0.2696505951401459,9832,10929.0,7.933991363355953,8.769897427458725,0.3775985957983654,36462,22694,36462,13768,0,10980,1866,16
5,96,0.8407534246575342,0.2694260697719101,9816,10955.0,7.98174575380844,8.800620316745807,0.37298602914939755,36433,22844,36433,13589,0,11165,1850,13
5,97,0.8426369863013699,0.26991575423286956,9836,10961.0,7.945543687620382,8.772701078455587,0.3731236793721358,36441,22844,36441,13597,0,11140,1855,13
5,98,0.8446061643835616,0.2716341523814765,9872,10999.0,7.925255807825743,8.75901824285282,0.373441928294307,36343,22771,36343,13572,0,11093,1796,10
5,99,0.8356164383561644,0.26767123287671235,9770,10897.0,8.083598023645667,8.918739726027397,0.37895890410958905,36500,22668,36500,13832,0,10970,1917,11
5,100,0.8397260273972603,0.26973882953890094,9822,10944.0,7.956242012955537,8.774997940296048,0.3767885095982204,36413,22693,36413,13720,0,11004,1866,1
6,1,0.8392979452054794,0.2699840457721296,9815,10934.0,8.066283674979328,8.933734939759036,0.3679650107278429,36354,22977,36354,13377,0,11273,1886,3
6,2,0.8439212328767123,0.27136769759450174,9871,10985.0,8.004317676305115,8.871257731958764,0.3696494845360825,36375,22929,36375,13446,0,11243,1815,0
6,3,0.839041095890411,0.2681438927643277,9802,10928.0,8.114627406959675,8.999699083572699,0.3663794282587881,36555,23162,36555,13393,0,11478,1878,4
6,4,0.8416095890410958,0.27047781569965873,9827,10947.0,8.035160154722066,8.895298910051745,0.3667015303313883,36332,23009,36332,13323,0,11328,1853,1
6,5,0.8435787671232877,0.2696213966985135,9849,10989.0,7.993975377630315,8.869172438336664,0.3729365709436338,36529,22906,36529,13623,0,11233,1823,1
6,6,0.841181506849315,0.2666413394480475,9826,10959.0,8.159387138541216,9.053919839353071,0.3712517977802502,36851,23170,36851,13681,0,11507,1836,1
6,7,0.8412671232876713,0.26787809336716595,9818,10949.0,8.151767151767151,9.030667648904531,0.3700581157403618,36651,23088,36651,13563,0,11411,1850,9
6,8,0.8363013698630137,0.26942276400341986,9769,10896.0,8.043349142325251,8.914421247138641,0.3777820679003834,36259,22561,36259,13698,0,10900,1887,5
6,9,0.8428938356164384,0.27037647705413576,9839,10980.0,7.922936019887478,8.793762022533663,0.3699093157460841,36390,22929,36390,13461,0,11250,1835,5
6,10,0.8404965753424658,0.2681959862197189,9809,10939.0,8.106852044352044,8.993656696013561,0.3687318860392629,36574,23088,36574,13486,0,11412,1861,6
6,11,0.8430650684931507,0.27043332139610476,9817,10973.0,8.120916604714218,8.992204071513182,0.3700724497947715,36301,22867,36301,13434,0,11191,1838,21
6,12,0.8395547945205479,0.26859628484666104,9818,10930.0,7.993162393162393,8.862911388942084,0.37583782452876646,36553,22815,36553,13738,0,11118,1869,10
6,13,0.8488013698630137,0.2717895256645908,9907,11038.0,7.988346717877095,8.8644755973773,0.3714301390908343,36451,22912,36451,13539,0,11225,1770,10
6,14,0.8410102739726028,0.26823864102634243,9806,10944.0,8.093864389053513,8.981672456711436,0.3722679650956041,36557,22948,36557,13609,0,11274,1865,3
6,15,0.8461472602739726,0.2683857602355122,9846,11006.0,8.12217272845219,8.993539769939487,0.3697050646023006,36686,23123,36686,13563,0,11463,1805,9
6,16,0.8378424657534247,0.2674946654264923,9778,10915.0,8.181,9.055506921267167,0.3707938939650927,36554,23000,36554,13554,0,11327,1893,2
6,17,0.843236301369863,0.27185939353806254,9853,10976.0,7.920345447371882,8.777115580939768,0.37060949700631846,36243,22811,36243,13432,0,11118,1826,14
6,18,0.8457191780821918,0.27157332452227545,9863,11000.0,7.922129536620518,8.789002698386476,0.36954127429924555,36318,22897,36318,13421,0,11231,1803,0
6,19,0.831763698630137,0.2648905388436971,9704,10843.0,8.172874756651526,9.053884369711197,0.3690287710869684,36634,23115,36634,13519,0,11432,1973,6
6,20,0.8458047945205479,0.2702272914210512,9856,11006.0,7.993478926867697,8.8623639404491,0.37353658870945633,36473,22849,36473,13624,0,11172,1799,22
6,21,0.8392979452054794,0.2701068886873849,9830,10939.0,7.99564668495059,8.879839529579865,0.3688071881955321,36393,22971,36393,13422,0,11288,1853,0
6,22,0.8425513698630137,0.27114208583549115,9843,10956.0,7.962137019648757,8.813123243898408,0.3663159054597543,36302,23004,36302,13298,0,11298,1850,13
6,23,0.8331335616438356,0.26463388097051466,9729,10847.0,8.065926439972241,8.947040583179197,0.37286475900337285,36764,23056,36764,13708,0,11370,1940,17
6,24,0.842722602739726,0.2697467694586957,9832,10970.0,8.135295141911893,9.016872890888639,0.3697495130181898,36449,22972,36449,13477,0,11287,1844,9
6,25,0.8453767123287671,0.2675937746149876,9852,11002.0,8.084171450770492,8.97476709128935,0.3707526414428117,36817,23167,36817,13650,0,11505,1803,7
6,26,0.8402397260273973,0.2703758736448187,9826,10939.0,7.9937117903930135,8.86093225469154,0.36987507567002365,36342,22900,36342,13442,0,11197,1877,0
6,27,0.8400684931506849,0.2671324472585355,9788,10923.0,8.105020246440546,8.989383477525177,0.3731885046805491,36641,22967,36641,13674,0,11305,1869,5
6,28,0.8414383561643836,0.269519890260631,9824,10954.0,8.045929928534077,8.914567901234568,0.3704252400548697,36450,22948,36450,13502,0,11271,1846,7
6,29,0.8402397260273973,0.26897667150963567,9812,10930.0,8.03937456201822,8.911044710655446,0.37410564982592726,36479,22832,36479,13647,0,11150,1864,6
6,30,0.8405821917808219,0.26752878267037705,9806,10944.0,8.16746141841512,9.050717520598024,0.3706553172914279,36654,23068,36654,13586,0,11381,1872,9
6,31,0.8382705479452055,0.2672590567327409,9775,10936.0,8.170243266724587,9.057033492822967,0.37060833902939166,36575,23020,36575,13555,0,11353,1886,6
6,32,0.8351027397260274,0.26519727891156464,9746,10883.0,8.211994840928632,9.101442176870748,0.36707482993197277,36750,23260,36750,13490,0,11583,1924,7
6,33,0.8352739726027397,0.2670395350112409,9740,10876.0,8.105569664594098,8.984427263256018,0.37385534901573725,36474,22838,36474,13636,0,11168,1922,8
6,34,0.841181506849315,0.26885048341595685,9816,10953.0,8.13990378364322,9.007778477719043,0.3680534633398154,36511,23073,36511,13438,0,11402,1849,6
6,35,0.8358732876712329,0.26794534079683896,9765,10892.0,8.077403028055326,8.947014597738997,0.37111733069915487,36444,22919,36444,13525,0,11233,1906,15
6,36,0.8399828767123287,0.2681518377623909,9798,10945.0,7.9894777696321535,8.850953775418047,0.36536303675524784,36539,23189,36539,13350,0,11514,1864,13
6,37,0.8410102739726028,0.2694733955019199,9825,10961.0,8.101040632151648,8.978908392759188,0.36481075150850245,36460,23159,36460,13301,0,11478,1852,4
6,38,0.8424657534246576,0.26875580569367796,9837,10968.0,8.066957279860505,8.939129009343752,0.3732582918966177,36602,22940,36602,13662,0,11243,1848,12
6,39,0.8408390410958904,0.267677317511295,9835,10956.0,8.150379527217524,9.051657503674269,0.3725164661695063,36742,23055,36742,13687,0,11352,1850,18
6,40,0.8431506849315068,0.27147396049178063,9826,10971.0,8.073300252459301,8.950075977344937,0.36527144633236636,36195,22974,36195,13221,0,11314,1829,5
6,41,0.8416095890410958,0.26967773839940656,9816,10941.0,7.9303334355693815,8.797686749635979,0.3729772795955933,36399,22823,36399,13576,0,11142,1850,15
6,42,0.8418664383561644,0.26963947390098575,9820,10952.0,8.019727058000175,8.89604327411516,0.372250748235811,36419,22862,36419,13557,0,11191,1841,10
6,43,0.8415239726027397,0.2679380149506193,9821,10960.0,8.040570837285506,8.929584765646315,0.36721776613739293,36654,23194,36654,13460,0,11510,1849,14
6,44,0.8399828767123287,0.26740415792485217,9814,10938.0,8.091464736226104,8.967221601591238,0.3714340208713659,36701,23069,36701,13632,0,11379,1862,14
6,45,0.8401541095890411,0.26653263054936693,9810,10952.0,8.178271048296194,9.066239200130413,0.3733086996685323,36806,23066,36806,13740,0,11379,1865,12
6,46,0.8475171232876713,0.26910633207362494,9898,11017.0,8.050359712230216,8.944183138033223,0.3726652347679508,36781,23074,36781,13707,0,11394,1775,7
6,47,0.8414383561643836,0.26834536307961504,9815,10959.0,8.091134829013287,8.967738407699038,0.3724026684164479,36576,22955,36576,13621,0,11284,1851,5
