class1_no_show_threshold,class1_high_no_show,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked,class1_high_delay_exposure_share,class1_no_show_slot_loss,class1_served_rate
3,0.0,26,0.919777397260274,0.29620846546256724,10742,11953.0,8.263442923542707,9.208382738177306,0.35334344409209983,36265,23451,36265,12814,0,11762,938,9,0.8560885608856088,0.0,0.31933609958506226
3,0.0,27,0.920804794520548,0.29123655329783765,10721,11944.0,8.479319969550875,9.465554710420514,0.35765511246332715,36812,23646,36812,13166,0,11997,916,12,0.849597286986011,0.0,0.3160875721598954
3,0.0,28,0.920804794520548,0.2942076920974223,10763,11942.0,8.317740362186692,9.284777082251319,0.3554656534455895,36583,23579,36583,13004,0,11885,921,10,0.8493299832495812,0.0,0.3199761737152759
3,0.0,29,0.9201198630136986,0.2932495217272479,10730,11940.0,8.330947816826411,9.292402295709211,0.35843126537305275,36590,23475,36590,13115,0,11804,928,13,0.8568519304200255,0.0,0.3168430238900404
3,0.0,30,0.9215753424657535,0.29583619623471213,10764,11970.0,8.420452117430878,9.381998076130273,0.35685035041912877,36385,23401,36385,12984,0,11715,904,18,0.8522263766145479,0.0,0.32787698412698413
3,0.0,31,0.9222602739726027,0.2964085885174058,10754,11978.0,8.36072178646436,9.318817011658995,0.3569361373721783,36281,23331,36281,12950,0,11673,899,5,0.8517315091919624,0.0,0.3238551826748223
3,0.0,32,0.9237157534246575,0.2947146687093068,10773,12004.0,8.434784460725847,9.394266017398916,0.35777206324889205,36554,23476,36554,13078,0,11793,899,11,0.8542895668295971,0.0,0.32272108843537417
3,0.0,33,0.9193493150684932,0.29082020640956,10708,11937.0,8.39309964352402,9.359125475285172,0.3600217273221076,36820,23564,36820,13256,0,11891,947,18,0.8569010747228569,0.0,0.3156299063396676
3,0.0,34,0.9218321917808219,0.2918202515177797,10767,11972.0,8.498249462184164,9.471731352992194,0.35746422376409365,36896,23707,36896,13189,0,12007,916,17,0.857754999159805,0.0,0.3192019950124688
3,0.0,35,0.9196061643835617,0.29283438189394556,10752,11956.0,8.426070368800339,9.400250565133318,0.35751831576653864,36717,23590,36717,13127,0,11894,928,16,0.8525815217391305,0.0,0.3183706943685074
3,0.0,36,0.9209760273972603,0.2966342310554897,10761,11959.0,8.071263778518329,9.006753590429197,0.3547978057722524,36277,23406,36277,12871,0,11718,912,15,0.8494449188727583,0.0,0.3218136577273984
3,0.0,37,0.9201198630136986,0.2917312029564414,10736,11953.0,8.382881355932204,9.364256406075922,0.35871307844895517,36801,23600,36801,13201,0,11927,924,13,0.8486724913054542,0.0,0.3150171204956791
3,0.0,38,0.9227739726027397,0.29302122789328827,10753,11984.0,8.384599003364709,9.362018693626181,0.3601929313022863,36697,23479,36697,13218,0,11816,906,4,0.8485386044940023,0.0,0.31973269586004566
3,0.0,39,0.9202910958904109,0.29420614946930734,10755,11957.0,8.360324747088328,9.318907976802713,0.3564394353868038,36556,23526,36556,13030,0,11841,921,9,0.8539297447561284,0.0,0.31817438246360213
3,0.0,40,0.9190924657534246,0.29293921777341086,10733,11936.0,8.42068877224427,9.39943775758072,0.36043560140833536,36639,23433,36639,13206,0,11740,940,20,0.8505815434247389,0.0,0.31732900783995677
3,0.0,41,0.9196917808219178,0.29402412280701756,10726,11947.0,8.2776740237691,9.236842105263158,0.3541666666666667,36480,23560,36480,12920,0,11884,936,14,0.8473840918757976,0.0,0.3168890833515642
3,0.0,42,0.9196061643835617,0.2963668488763735,10735,11949.0,8.240453102205441,9.20214234443156,0.3565788747170228,36222,23306,36222,12916,0,11640,926,5,0.8515952442049439,0.0,0.31871216290588883
3,0.0,43,0.9231164383561644,0.2954689088560987,10753,11989.0,8.36220071319409,9.313109663946364,0.352732668370291,36393,23556,36393,12837,0,11877,899,27,0.8555423527414701,0.0,0.3196680771555751
3,0.0,44,0.9227739726027397,0.2943795062267861,10779,11986.0,8.272516346762286,9.232220887043916,0.3526054183963295,36616,23705,36616,12911,0,12014,905,7,0.8460060160427807,0.0,0.318196596943752
3,0.0,45,0.913527397260274,0.29170542211522676,10663,11877.0,8.403370690392677,9.368413853477048,0.36045302839634513,36554,23378,36554,13176,0,11683,1007,25,0.8538409245411285,0.0,0.3189156757936075
3,0.0,46,0.9222602739726027,0.2957564423420698,10754,11974.0,8.31191494768944,9.274002365171475,0.3507054261433954,36361,23609,36361,12752,0,11935,907,13,0.845767330948731,0.0,0.32003977021652674
3,0.0,47,0.9218321917808219,0.2943432406519655,10745,11970.0,8.318397425038116,9.279824681550473,0.3531844952746199,36505,23612,36505,12893,0,11933,913,21,0.8481944206743112,0.0,0.3198766316021369
3,0.0,48,0.9206335616438356,0.2916972414730262,10733,11968.0,8.493397663788725,9.469058295964125,0.357847533632287,36795,23628,36795,13167,0,11958,928,9,0.8501216136878302,0.0,0.31865647540101194
3,0.0,49,0.919263698630137,0.29411925751519463,10743,11946.0,8.296247447243022,9.260964792202815,0.3565131687017467,36526,23504,36526,13022,0,11813,933,15,0.8472092826289489,0.0,0.31922532912631923
3,0.0,50,0.9228595890410959,0.29432295359109995,10794,11980.0,8.29129587253157,9.25710312482958,0.3565468724436931,36674,23598,36674,13076,0,11895,902,7,0.8463746096058073,0.0,0.32032731805126535
3,0.1,1,0.8811643835616438,0.28017757925699965,10287,11438.0,8.373185784209406,9.338707920252752,0.3600882449068526,36716,23495,36716,13221,0,11815,1391,2,0.849758495042793,0.03741438356164384,0.2955112219451372
3,0.1,2,0.8804794520547945,0.2820463532513181,10271,11443.0,8.423729532535845,9.382222100175747,0.35264718804920914,36416,23574,36416,12842,0,11902,1394,7,0.8541984732824427,0.03741438356164384,0.2981270939748448
3,0.1,3,0.8870719178082191,0.28473290833150144,10362,11524.0,8.355521485456327,9.318586502528028,0.35477577489558143,36392,23481,36392,12911,0,11786,1317,16,0.8540430581454483,0.03553082191780822,0.2951978949676571
3,0.1,4,0.8767123287671232,0.2778910732251135,10220,11405.0,8.392910147139888,9.355004486499714,0.35875683171547434,36777,23583,36777,13194,0,11913,1442,8,0.848857191957381,0.03946917808219178,0.2879833497644868
3,0.1,5,0.8827054794520548,0.28447348829514435,10317,11469.0,8.25201862690648,9.195136074116967,0.35459232911462213,36267,23407,36267,12860,0,11723,1357,10,0.8456122273742057,0.0351027397260274,0.3018280824581875
3,0.1,6,0.8877568493150685,0.28541168055899424,10375,11526.0,8.379796264855688,9.330142224422987,0.35187477648482846,36351,23560,36351,12791,0,11863,1293,29,0.8500466220225481,0.03518835616438356,0.30104697692265525
3,0.1,7,0.8820205479452055,0.2830323520518952,10297,11471.0,8.408399710354816,9.361644814601028,0.35469063522168165,36381,23477,36381,12904,0,11793,1368,19,0.8518455519646199,0.03664383561643836,0.2972972972972973
3,0.1,8,0.8833904109589041,0.2837711327716284,10306,11483.0,8.32797552357149,9.291067790076546,0.3610330965361529,36318,23206,36318,13112,0,11515,1363,22,0.8502024291497976,0.03647260273972603,0.29604612850082374
3,0.1,9,0.8777397260273972,0.2799530362603757,10253,11412.0,8.276792141254182,9.222012887723897,0.35514962865880295,36624,23617,36624,13007,0,11923,1429,12,0.8530215090474564,0.039897260273972605,0.2948088486787665
3,0.1,10,0.8870719178082191,0.2831140350877193,10328,11517.0,8.310518670426386,9.283991228070175,0.3583881578947368,36480,23406,36480,13074,0,11743,1330,5,0.8561713702822169,0.03570205479452055,0.2916119141480508
3,0.1,11,0.8809075342465753,0.27969098525651487,10282,11446.0,8.518009780990857,9.502148958163321,0.36034492138621405,36762,23515,36762,13247,0,11844,1376,13,0.8547180909167297,0.03792808219178082,0.2939875977352386
3,0.1,12,0.884417808219178,0.2847916091636765,10318,11507.0,8.35020934803042,9.307673199006349,0.35396080596191004,36230,23406,36230,12824,0,11748,1338,2,0.8527031680440771,0.038356164383561646,0.29676059463057464
3,0.1,13,0.8882705479452054,0.28441576273513663,10357,11526.0,8.27007486631016,9.231607853906358,0.35809419195386516,36415,23375,36415,13040,0,11698,1306,14,0.8496948118006104,0.03724315068493151,0.2967809044125698
3,0.1,14,0.883818493150685,0.28246406570841887,10317,11470.0,8.336116198832901,9.310965092402464,0.3572347707049966,36525,23477,36525,13048,0,11806,1349,5,0.8502415458937198,0.03424657534246575,0.29709194271345796
3,0.1,15,0.8853595890410959,0.28220188498838955,10330,11488.0,8.35183859146624,9.31217046851523,0.35142740062832944,36605,23741,36605,12864,0,12070,1330,11,0.8494286923402454,0.032277397260273975,0.29554678073927826
3,0.1,16,0.8825342465753425,0.279942397565482,10303,11481.0,8.426293139819425,9.410634713618085,0.3559939137050321,36804,23702,36804,13102,0,12037,1355,7,0.8476389469285416,0.03373287671232877,0.29423222594957255
3,0.1,17,0.883818493150685,0.2832998983209212,10309,11493.0,8.182179657103767,9.133391959108522,0.3572508175547556,36389,23389,36389,13000,0,11704,1358,18,0.8479718116191131,0.03553082191780822,0.29774627609502186
3,0.1,18,0.8884417808219178,0.284322578879676,10390,11539.0,8.186201906707526,9.149002544947049,0.35703144241031115,36543,23496,36543,13047,0,11802,1291,13,0.8458627214863238,0.03595890410958904,0.29806579599933875
3,0.1,19,0.8836472602739726,0.27918369556391587,10315,11478.0,8.455068053089864,9.431320540233306,0.3596773757003275,36947,23658,36947,13289,0,11974,1352,17,0.8554002541296061,0.03604452054794521,0.2907299548200969
3,0.1,20,0.8806506849315069,0.2824433768016472,10288,11455.0,8.321171941830624,9.279231297185998,0.3581331503088538,36425,23380,36425,13045,0,11693,1390,9,0.854087089381207,0.040753424657534246,0.2931985796230538
3,0.1,21,0.8830479452054795,0.28372272426713685,10298,11475.0,8.354588134869825,9.310750495922417,0.3544743222393652,36296,23430,36296,12866,0,11771,1361,0,0.8555860648704308,0.037842465753424655,0.2940787661801157
3,0.1,22,0.8805650684931506,0.28146221248630887,10279,11440.0,8.350851911502925,9.303203723986856,0.3539430449069003,36520,23594,36520,12926,0,11902,1392,21,0.8490921548475505,0.039126712328767126,0.29443772672309554
3,0.1,23,0.8855308219178082,0.28136684953191954,10309,11507.0,8.388963604269984,9.347826086956522,0.3505827124102732,36639,23794,36639,12845,0,12147,1332,6,0.8494997456333729,0.03655821917808219,0.2989004947773502
3,0.1,24,0.8910958904109589,0.2838767819105358,10395,11565.0,8.410423452768729,9.381779452728166,0.35444317002567044,36618,23639,36618,12979,0,11963,1260,21,0.8588494450563416,0.03356164383561644,0.2975538319683246
3,0.1,25,0.8798801369863014,0.2796822287517684,10280,11430.0,8.343934189882543,9.311894656654696,0.35839046686255305,36756,23583,36756,13173,0,11887,1404,12,0.8538369916624128,0.037071917808219175,0.29194977441974235
3,0.1,26,0.883304794520548,0.28443402729904865,10315,11495.0,8.263442923542707,9.208382738177306,0.35334344409209983,36265,23451,36265,12814,0,11762,1365,9,0.8560885608856088,0.03655821917808219,0.29571230982019364
3,0.1,27,0.8883561643835617,0.28091383244594154,10341,11526.0,8.479319969550875,9.465554710420514,0.35765511246332715,36812,23646,36812,13166,0,11997,1296,12,0.849597286986011,0.032534246575342464,0.29539265875176995
3,0.1,28,0.885958904109589,0.2831643112921302,10359,11503.0,8.317740362186692,9.284777082251319,0.3554656534455895,36583,23579,36583,13004,0,11885,1325,10,0.8493299832495812,0.03458904109589041,0.2980993122867818
3,0.1,29,0.8815924657534246,0.28092374965837663,10279,11447.0,8.330947816826411,9.292402295709211,0.35843126537305275,36590,23475,36590,13115,0,11804,1379,13,0.8568519304200255,0.038613013698630134,0.29224391840296715
3,0.1,30,0.8827054794520548,0.28333104301223033,10309,11468.0,8.420452117430878,9.381998076130273,0.35685035041912877,36385,23401,36385,12984,0,11715,1359,18,0.8522263766145479,0.0389554794520548,0.30279982363315694
3,0.1,31,0.8871575342465754,0.2852181582646564,10348,11544.0,8.36072178646436,9.318817011658995,0.3569361373721783,36281,23331,36281,12950,0,11673,1305,5,0.8517315091919624,0.03476027397260274,0.30148233867856944
3,0.1,32,0.8850171232876712,0.2822946873119221,10319,11506.0,8.434784460725847,9.394266017398916,0.35777206324889205,36554,23476,36554,13078,0,11793,1353,11,0.8542895668295971,0.03886986301369863,0.29801360544217687
3,0.1,33,0.8819349315068493,0.27922324823465505,10281,11466.0,8.39309964352402,9.359125475285172,0.3600217273221076,36820,23564,36820,13256,0,11891,1374,18,0.8569010747228569,0.03655821917808219,0.29251258729900925
3,0.1,34,0.8839041095890411,0.27992194275802257,10328,11490.0,8.498249462184164,9.471731352992194,0.35746422376409365,36896,23707,36896,13189,0,12007,1355,17,0.857754999159805,0.037585616438356166,0.29540279735443997
3,0.1,35,0.884845890410959,0.2816678922569927,10342,11518.0,8.426070368800339,9.400250565133318,0.35751831576653864,36717,23590,36717,13127,0,11894,1338,16,0.8525815217391305,0.0351027397260274,0.29595407326407874
3,0.1,36,0.8846746575342466,0.28491881908647354,10336,11486.0,8.071263778518329,9.006753590429197,0.3547978057722524,36277,23406,36277,12871,0,11718,1337,15,0.8494449188727583,0.03638698630136986,0.29831351949129115
3,0.1,37,0.8842465753424658,0.2804815086546561,10322,11499.0,8.382881355932204,9.364256406075922,0.35871307844895517,36801,23600,36801,13201,0,11927,1338,13,0.8486724913054542,0.035445205479452055,0.2925158976031306
3,0.1,38,0.8836472602739726,0.2804588930975284,10292,11490.0,8.384599003364709,9.362018693626181,0.3601929313022863,36697,23479,36697,13218,0,11816,1367,4,0.8485386044940023,0.03946917808219178,0.2946865152667608
3,0.1,39,0.8830479452054795,0.28225188751504543,10318,11489.0,8.360324747088328,9.318907976802713,0.3564394353868038,36556,23526,36556,13030,0,11841,1358,9,0.8539297447561284,0.03741438356164384,0.29434538415398875
3,0.1,40,0.8828767123287671,0.2815306094598652,10315,11482.0,8.42068877224427,9.39943775758072,0.36043560140833536,36639,23433,36639,13206,0,11740,1358,20,0.8505815434247389,0.03578767123287671,0.294728304947283
3,0.1,41,0.8834760273972603,0.28229166666666666,10298,11482.0,8.2776740237691,9.236842105263158,0.3541666666666667,36480,23560,36480,12920,0,11884,1364,14,0.8473840918757976,0.03664383561643836,0.29348063880988845
3,0.1,42,0.8836472602739726,0.2849373309038706,10321,11497.0,8.240453102205441,9.20214234443156,0.3565788747170228,36222,23306,36222,12916,0,11640,1340,5,0.8515952442049439,0.035445205479452055,0.29592735277930654
3,0.1,43,0.8855308219178082,0.2836259720275877,10322,11511.0,8.36220071319409,9.313109663946364,0.352732668370291,36393,23556,36393,12837,0,11877,1330,27,0.8555423527414701,0.03690068493150685,0.2959828543166456
3,0.1,44,0.884845890410959,0.2822263491369893,10334,11505.0,8.272516346762286,9.232220887043916,0.3526054183963295,36616,23705,36616,12911,0,12014,1350,7,0.8460060160427807,0.03809931506849315,0.29408258372168633
3,0.1,45,0.8752568493150685,0.2795590085900312,10219,11394.0,8.403370690392677,9.368413853477048,0.36045302839634513,36554,23378,36554,13176,0,11683,1451,25,0.8538409245411285,0.03801369863013699,0.29469837460455983
3,0.1,46,0.8877568493150685,0.2847281427903523,10353,11537.0,8.31191494768944,9.274002365171475,0.3507054261433954,36361,23609,36361,12752,0,11935,1308,13,0.845767330948731,0.03433219178082192,0.2978899690676094
3,0.1,47,0.8839897260273972,0.28239967127790716,10309,11502.0,8.318397425038116,9.279824681550473,0.3531844952746199,36505,23612,36505,12893,0,11933,1349,21,0.8481944206743112,0.03732876712328767,0.2958638541609297
3,0.1,48,0.8875,0.2810979752683789,10343,11542.0,8.493397663788725,9.469058295964125,0.357847533632287,36795,23628,36795,13167,0,11958,1318,9,0.8501216136878302,0.03339041095890411,0.29766390354182365
3,0.1,49,0.8845890410958904,0.28314077643322566,10342,11512.0,8.296247447243022,9.260964792202815,0.3565131687017467,36526,23504,36526,13022,0,11813,1334,15,0.8472092826289489,0.03433219178082192,0.29741051028179744
3,0.1,50,0.8852739726027398,0.282298085837378,10353,11505.0,8.29129587253157,9.25710312482958,0.3565468724436931,36674,23598,36674,13076,0,11895,1343,7,0.8463746096058073,0.037756849315068494,0.2964287649704655
3,0.2,1,0.8477739726027397,0.2696099793005774,9899,10998.0,8.373185784209406,9.338707920252752,0.3600882449068526,36716,23495,36716,13221,0,11815,1779,2,0.849758495042793,0.07063356164383562,0.27447685134988614
3,0.2,2,0.8439212328767123,0.27015597539543057,9838,10975.0,8.423729532535845,9.382222100175747,0.35264718804920914,36416,23574,36416,12842,0,11902,1827,7,0.8541984732824427,0.07448630136986302,0.27434503213049927
3,0.2,3,0.8516267123287671,0.2731369531765223,9940,11066.0,8.355521485456327,9.318586502528028,0.35477577489558143,36392,23481,36392,12911,0,11786,1739,16,0.8540430581454483,0.07166095890410959,0.2720644666155027
3,0.2,4,0.8451198630136987,0.2678848193164206,9852,10986.0,8.392910147139888,9.355004486499714,0.35875683171547434,36777,23583,36777,13194,0,11913,1810,8,0.848857191957381,0.07097602739726028,0.26782780151166613
3,0.2,5,0.8464041095890411,0.2728099925552155,9894,11004.0,8.25201862690648,9.195136074116967,0.35459232911462213,36267,23407,36267,12860,0,11723,1780,10,0.8456122273742057,0.07131849315068493,0.2783241651386342
3,0.2,6,0.8506849315068493,0.27347253170476743,9941,11047.0,8.379796264855688,9.330142224422987,0.35187477648482846,36351,23560,36351,12791,0,11863,1727,29,0.8500466220225481,0.0723458904109589,0.2772570300937346
3,0.2,7,0.8461472602739726,0.27154283829471426,9879,11010.0,8.408399710354816,9.361644814601028,0.35469063522168165,36381,23477,36381,12904,0,11793,1786,19,0.8518455519646199,0.07243150684931507,0.27433531092067676
3,0.2,8,0.8497431506849316,0.27295005231565617,9913,11050.0,8.32797552357149,9.291067790076546,0.3610330965361529,36318,23206,36318,13112,0,11515,1756,22,0.8502024291497976,0.07011986301369863,0.2744645799011532
3,0.2,9,0.8406678082191781,0.26810288335517696,9819,10931.0,8.276792141254182,9.222012887723897,0.35514962865880295,36624,23617,36624,13007,0,11923,1863,12,0.8530215090474564,0.07705479452054795,0.27086666298891154
3,0.2,10,0.8494006849315069,0.2711348684210526,9891,11040.0,8.310518670426386,9.283991228070175,0.3583881578947368,36480,23406,36480,13074,0,11743,1767,5,0.8561713702822169,0.07311643835616438,0.2676850635129216
3,0.2,11,0.842722602739726,0.2675860943365432,9837,10968.0,8.518009780990857,9.502148958163321,0.36034492138621405,36762,23515,36762,13247,0,11844,1821,13,0.8547180909167297,0.07602739726027398,0.26999191156645996
3,0.2,12,0.8476027397260274,0.2730333977366823,9892,11043.0,8.35020934803042,9.307673199006349,0.35396080596191004,36230,23406,36230,12824,0,11748,1764,2,0.8527031680440771,0.07482876712328768,0.2731306856001775
3,0.2,13,0.8474315068493151,0.27145407112453657,9885,11014.0,8.27007486631016,9.231607853906358,0.35809419195386516,36415,23375,36415,13040,0,11698,1778,14,0.8496948118006104,0.07765410958904109,0.27094054527537503
3,0.2,14,0.8469178082191781,0.2706365503080082,9885,11007.0,8.336116198832901,9.310965092402464,0.3572347707049966,36525,23477,36525,13048,0,11806,1781,5,0.8502415458937198,0.07123287671232877,0.27347764294304144
3,0.2,15,0.8512842465753425,0.27119246004644176,9927,11043.0,8.35183859146624,9.31217046851523,0.35142740062832944,36605,23741,36605,12864,0,12070,1733,11,0.8494286923402454,0.06678082191780822,0.2734452122408687
3,0.2,16,0.8464041095890411,0.26861210737963265,9886,11020.0,8.426293139819425,9.410634713618085,0.3559939137050321,36804,23702,36804,13102,0,12037,1772,7,0.8476389469285416,0.06943493150684932,0.27166973271290984
3,0.2,17,0.8469178082191781,0.27156558300585343,9882,11027.0,8.182179657103767,9.133391959108522,0.3572508175547556,36389,23389,36389,13000,0,11704,1785,18,0.8479718116191131,0.07208904109589041,0.2741015560108533
3,0.2,18,0.8553938356164383,0.2738144104206004,10006,11106.0,8.186201906707526,9.149002544947049,0.35703144241031115,36543,23496,36543,13047,0,11802,1675,13,0.8458627214863238,0.06883561643835616,0.27690527359894196
3,0.2,19,0.8499143835616438,0.2683032451890546,9913,11042.0,8.455068053089864,9.431320540233306,0.3596773757003275,36947,23658,36947,13289,0,11974,1754,17,0.8554002541296061,0.07046232876712329,0.2688476403026509
3,0.2,20,0.846318493150685,0.27146190803019904,9888,11006.0,8.321171941830624,9.279231297185998,0.3581331503088538,36425,23380,36425,13045,0,11693,1790,9,0.854087089381207,0.075,0.2713466266047528
3,0.2,21,0.8456335616438356,0.2717103813092352,9862,10997.0,8.354588134869825,9.310750495922417,0.3544743222393652,36296,23430,36296,12866,0,11771,1797,0,0.8555860648704308,0.07517123287671233,0.2700633434315616
3,0.2,22,0.8443493150684932,0.26968784227820375,9849,10976.0,8.350851911502925,9.303203723986856,0.3539430449069003,36520,23594,36520,12926,0,11902,1822,21,0.8490921548475505,0.07594178082191781,0.2708035616137188
3,0.2,23,0.8487157534246575,0.26995824121837386,9891,11033.0,8.388963604269984,9.347826086956522,0.3505827124102732,36639,23794,36639,12845,0,12147,1750,6,0.8494997456333729,0.0723458904109589,0.27592083562396924
3,0.2,24,0.857277397260274,0.2730351193402152,9998,11125.0,8.410423452768729,9.381779452728166,0.35444317002567044,36618,23639,36618,12979,0,11963,1657,21,0.8588494450563416,0.0675513698630137,0.2760210446384987
3,0.2,25,0.8428938356164384,0.26784742627054087,9845,10955.0,8.343934189882543,9.311894656654696,0.35839046686255305,36756,23583,36756,13173,0,11887,1839,12,0.8538369916624128,0.07431506849315068,0.26830461488286134
3,0.2,26,0.8482876712328767,0.2732386598648835,9909,11049.0,8.263442923542707,9.208382738177306,0.35334344409209983,36265,23451,36265,12814,0,11762,1771,9,0.8560885608856088,0.07131849315068493,0.2732503457814661
3,0.2,27,0.8501712328767124,0.26890687819189396,9899,11033.0,8.479319969550875,9.465554710420514,0.35765511246332715,36812,23646,36812,13166,0,11997,1738,12,0.849597286986011,0.07037671232876712,0.2713212068402135
3,0.2,28,0.8490582191780822,0.2713555476587486,9927,11032.0,8.317740362186692,9.284777082251319,0.3554656534455895,36583,23579,36583,13004,0,11885,1757,10,0.8493299832495812,0.07157534246575342,0.27470623273948125
3,0.2,29,0.8422945205479452,0.2683520087455589,9819,10949.0,8.330947816826411,9.292402295709211,0.35843126537305275,36590,23475,36590,13115,0,11804,1839,13,0.8568519304200255,0.07799657534246575,0.26715392167557545
