class1_balk_threshold,seed,average_utilization,overall_percent_serviced,total_served,total_value
6,15,0.8461472602739726,0.2683857602355122,9846,11006.0
6,16,0.8378424657534247,0.2674946654264923,9778,10915.0
6,17,0.843236301369863,0.27185939353806254,9853,10976.0
6,18,0.8457191780821918,0.27157332452227545,9863,11000.0
6,19,0.831763698630137,0.2648905388436971,9704,10843.0
6,20,0.8458047945205479,0.2702272914210512,9856,11006.0
6,21,0.8392979452054794,0.2701068886873849,9830,10939.0
6,22,0.8425513698630137,0.27114208583549115,9843,10956.0
6,23,0.8331335616438356,0.26463388097051466,9729,10847.0
6,24,0.842722602739726,0.2697467694586957,9832,10970.0
6,25,0.8453767123287671,0.2675937746149876,9852,11002.0
6,26,0.8402397260273973,0.2703758736448187,9826,10939.0
6,27,0.8400684931506849,0.2671324472585355,9788,10923.0
6,28,0.8414383561643836,0.269519890260631,9824,10954.0
6,29,0.8402397260273973,0.26897667150963567,9812,10930.0
6,30,0.8405821917808219,0.26752878267037705,9806,10944.0
6,31,0.8382705479452055,0.2672590567327409,9775,10936.0
6,32,0.8351027397260274,0.26519727891156464,9746,10883.0
6,33,0.8352739726027397,0.2670395350112409,9740,10876.0
6,34,0.841181506849315,0.26885048341595685,9816,10953.0
6,35,0.8358732876712329,0.26794534079683896,9765,10892.0
6,36,0.8399828767123287,0.2681518377623909,9798,10945.0
6,37,0.8410102739726028,0.2694733955019199,9825,10961.0
6,38,0.8424657534246576,0.26875580569367796,9837,10968.0
6,39,0.8408390410958904,0.267677317511295,9835,10956.0
6,40,0.8431506849315068,0.27147396049178063,9826,10971.0
6,41,0.8416095890410958,0.26967773839940656,9816,10941.0
6,42,0.8418664383561644,0.26963947390098575,9820,10952.0
6,43,0.8415239726027397,0.2679380149506193,9821,10960.0
6,44,0.8399828767123287,0.26740415792485217,9814,10938.0
6,45,0.8401541095890411,0.26653263054936693,9810,10952.0
6,46,0.8475171232876713,0.26910633207362494,9898,11017.0
6,47,0.8414383561643836,0.26834536307961504,9815,10959.0
6,48,0.844263698630137,0.2705976051851038,9853,10999.0
6,49,0.8392979452054794,0.2707597173144876,9808,10937.0
6,50,0.8393835616438357,0.26804997402881436,9805,10938.0
6,51,0.8408390410958904,0.2687919003967711,9823,10947.0
6,52,0.8412671232876713,0.27037800687285224,9835,10956.0
6,53,0.8392123287671233,0.26724561690971654,9786,10923.0
6,54,0.8416095890410958,0.2695997807017544,9835,10973.0
6,55,0.8369006849315068,0.26574300461831024,9782,10918.0
6,56,0.8422945205479452,0.26928659455018483,9833,10963.0
6,57,0.8456335616438356,0.2723246217331499,9899,10997.0
6,58,0.842208904109589,0.27205171413574963,9848,10961.0
6,59,0.8384417808219178,0.2706132244627734,9810,10928.0
6,60,0.8388698630136986,0.26875669146512204,9790,10939.0
6,61,0.8379280821917808,0.2691429985427951,9789,10921.0
6,62,0.8388698630136986,0.2671397379912664,9788,10896.0
6,63,0.834332191780822,0.2676737160120846,9746,10877.0
6,64,0.8311643835616438,0.2672656120817946,9698,10830.0
6,65,0.8440924657534247,0.2682926829268293,9845,10974.0
6,66,0.8460616438356164,0.2728125603598135,9887,11026.0
6,67,0.8395547945205479,0.2686714320926793,9810,10943.0
6,68,0.8380993150684931,0.2675336739433349,9792,10924.0
6,69,0.8416952054794521,0.26940363955272967,9830,10962.0
6,70,0.8435787671232877,0.2691552062868369,9864,10996.0
6,71,0.8408390410958904,0.26903567217789476,9812,10936.0
6,72,0.8391267123287671,0.2662482338876209,9799,10916.0
6,73,0.8414383561643836,0.2709483329653345,9817,10942.0
6,74,0.8415239726027397,0.27076389080190627,9829,10956.0
6,75,0.8436643835616439,0.2723060374548363,9873,10990.0
6,76,0.8373287671232876,0.2681314461268378,9775,10899.0
6,77,0.8413527397260274,0.27107438016528923,9840,10951.0
6,78,0.8399828767123287,0.2688618310749526,9782,10940.0
6,79,0.8433219178082192,0.2697404446391414,9852,10979.0
6,80,0.839041095890411,0.2699366216588592,9796,10923.0
6,81,0.8389554794520548,0.2686640740537876,9810,10913.0
6,82,0.8428082191780822,0.2689208750990085,9846,10977.0
6,83,0.8446917808219178,0.26761827079934747,9843,11002.0
6,84,0.8372431506849315,0.2688641670100261,9788,10893.0
6,85,0.8418664383561644,0.26934050257873365,9818,10962.0
6,86,0.8424657534246576,0.2677637314734089,9828,10947.0
6,87,0.8391267123287671,0.2690374845530688,9797,10936.0
6,88,0.8453767123287671,0.2687902940616414,9881,11023.0
6,89,0.8382705479452055,0.2681234919938583,9779,10919.0
6,90,0.8482876712328767,0.271355681132386,9892,11050.0
6,91,0.8394691780821918,0.26952383572194866,9798,10921.0
6,92,0.8412671232876713,0.26670107854057434,9817,10970.0
6,93,0.8342465753424657,0.26948627103631534,9736,10872.0
6,94,0.8368150684931507,0.2685452198511439,9778,10881.0
6,95,0.8424657534246576,0.2700663850331925,9845,10966.0
6,96,0.8450342465753424,0.27158218970875386,9875,10997.0
6,97,0.833304794520548,0.2686353368960388,9752,10854.0
6,98,0.8388698630136986,0.2703694506525398,9799,10937.0
6,99,0.8399828767123287,0.2711677118152435,9816,10936.0
6,100,0.8404965753424658,0.26956211589113255,9825,10950.0
7,1,0.842722602739726,0.27180308848310725,9839,10961.0
7,2,0.8429794520547945,0.2689355658135533,9846,10954.0
7,3,0.8404965753424658,0.2680142037694619,9812,10945.0
7,4,0.8376712328767123,0.26675019065257655,9794,10908.0
7,5,0.8415239726027397,0.26872030149106996,9840,10964.0
7,6,0.8375856164383562,0.26676118548409083,9784,10906.0
7,7,0.8426369863013699,0.2681382848099539,9827,10942.0
7,8,0.8408390410958904,0.26822157434402333,9844,10965.0
7,9,0.8441780821917808,0.26916664388990624,9848,10988.0
7,10,0.8450342465753424,0.27242864241152764,9869,11002.0
7,11,0.8460616438356164,0.26859582800728876,9876,11025.0
7,12,0.843236301369863,0.2703125858374993,9841,10966.0
7,13,0.8416095890410958,0.269325590313921,9832,10954.0
7,14,0.8425513698630137,0.2692877524143986,9815,10965.0
7,15,0.842722602739726,0.26764633714114344,9817,10963.0
7,16,0.8400684931506849,0.2700593021652186,9791,10934.0
7,17,0.8403253424657534,0.2667736844969255,9805,10935.0
7,18,0.8391267123287671,0.26987759153065727,9789,10940.0
7,19,0.8415239726027397,0.26944200351493847,9812,10967.0
7,20,0.8387842465753425,0.2685474584635631,9795,10928.0
7,21,0.8446061643835616,0.26862056766538767,9871,10985.0
7,22,0.8398972602739726,0.2686922929395326,9807,10930.0
7,23,0.8335616438356165,0.26470428206104796,9730,10866.0
7,24,0.8415239726027397,0.26991709218689947,9832,10976.0
7,25,0.836472602739726,0.268418879867896,9753,10879.0
7,26,0.8397260273972603,0.26605405112358027,9815,10934.0
7,27,0.8355308219178083,0.26752326826455813,9744,10861.0
7,28,0.8407534246575342,0.2685842770572267,9795,10932.0
7,29,0.839041095890411,0.271292064810968,9795,10919.0
7,30,0.8410102739726028,0.26822340570804315,9821,10942.0
7,31,0.8370719178082192,0.2684307421756931,9769,10903.0
7,32,0.8419520547945205,0.26747546346782985,9811,10935.0
7,33,0.8402397260273973,0.2677736138085729,9789,10922.0
7,34,0.8419520547945205,0.2687752428774151,9849,10975.0
7,35,0.8370719178082192,0.26745205479452056,9762,10910.0
7,36,0.8446917808219178,0.2712284275136935,9854,10976.0
