class1_balk_threshold,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced
8,25,2,18221,11856,6365,18221,0,6014,1028,4806,8.290485829959515,9.19312880742001,0.2637615937654355
8,26,1,18285,11421,6864,18285,0,5730,864,4824,8.210226775238596,9.169920700027344,0.2638228055783429
8,26,2,18343,11932,6411,18343,0,5926,957,5043,8.22049949715052,9.153191953333696,0.27492776536008284
8,27,1,18368,11436,6932,18368,0,5715,938,4781,8.373994403637635,9.36552700348432,0.2602896341463415
8,27,2,18497,12062,6435,18497,0,6125,944,4986,8.38791245232963,9.334756987619613,0.2695572254960264
8,28,1,18337,11636,6701,18337,0,5846,917,4868,8.23384324510141,9.175328570649507,0.26547417789169436
8,28,2,18115,11810,6305,18115,0,5938,943,4919,8.255038103302287,9.185260833563346,0.27154292023185206
8,29,1,18379,11533,6846,18379,0,5800,911,4815,8.316656550767362,9.268458566842591,0.2619837858425377
8,29,2,18364,11966,6398,18364,0,6041,941,4980,8.281213438074545,9.222881725114354,0.27118274885645827
8,30,1,18325,11487,6838,18325,0,5858,893,4730,8.353007747888919,9.315470668485675,0.25811732605729876
8,30,2,18437,12014,6423,18437,0,5975,945,5092,8.321874479773598,9.277593968649997,0.27618376091555025
8,31,1,18154,11467,6687,18154,0,5600,945,4916,8.173192639748844,9.120469318056626,0.2707943153024127
8,31,2,18109,11699,6410,18109,0,5883,876,4939,8.198649457218565,9.137390247943012,0.272737312938318
8,32,1,18036,11351,6685,18036,0,5580,940,4831,8.209761254515021,9.15530051009093,0.2678531825238412
8,32,2,18346,11855,6491,18346,0,5942,901,5011,8.273724167018136,9.19295759293579,0.2731385588139104
8,33,1,18000,11255,6745,18000,0,5542,890,4819,8.203198578409596,9.160722222222223,0.2677222222222222
8,33,2,18251,11881,6370,18251,0,5934,1000,4942,8.280279437757764,9.184154292915457,0.2707796833050244
8,34,1,18290,11311,6979,18290,0,5667,864,4778,8.275218813544337,9.260470202296338,0.2612356478950246
8,34,2,18575,12051,6524,18575,0,6032,983,5035,8.345531491162559,9.269125168236878,0.27106325706594886
8,35,1,18237,11507,6730,18237,0,5754,896,4853,8.340922916485617,9.324011624718977,0.26610736414980535
8,35,2,18390,11999,6391,18390,0,6048,933,5008,8.422535211267606,9.366829798803698,0.2723219140837412
8,36,1,18181,11499,6682,18181,0,5752,884,4856,8.086094442995043,9.0067653044387,0.26709201914086134
8,36,2,18139,11789,6350,18139,0,5834,988,4965,8.042666892866231,8.959038535751695,0.2737196096807983
8,37,1,18199,11488,6711,18199,0,5775,921,4786,8.26149025069638,9.207538875762404,0.2629814824990384
8,37,2,18293,11959,6334,18293,0,5968,934,5047,8.256877665356635,9.188596730989996,0.27589788443666974
8,38,1,18176,11343,6833,18176,0,5598,880,4865,8.172088512739133,9.12037852112676,0.2676606514084507
8,38,2,18192,11789,6403,18192,0,5868,988,4932,8.22699126304182,9.139401934916446,0.2711081794195251
8,39,1,18305,11530,6775,18305,0,5685,858,4978,8.192454466608847,9.172958208139853,0.27194755531275605
8,39,2,18069,11819,6250,18069,0,5965,938,4908,8.330315593535833,9.242736177984392,0.2716254358293209
8,40,1,18166,11365,6801,18166,0,5630,962,4769,8.38416190057193,9.332269074094462,0.26252339535395797
8,40,2,18389,11881,6508,18389,0,5947,973,4959,8.408214796734281,9.354070368154876,0.269672086573495
8,41,1,18046,11287,6759,18046,0,5590,915,4776,8.110126694427217,9.062506926742769,0.26465698769810486
8,41,2,18182,11898,6284,18182,0,5891,1013,4984,8.152042360060515,9.058629413705862,0.2741172588274117
8,42,1,18358,11597,6761,18358,0,5842,931,4820,8.390100888160731,9.344209608889857,0.2625558339688419
8,42,2,18292,11874,6418,18292,0,5955,996,4920,8.416540340239179,9.358681390771922,0.2689700415482178
8,43,1,18313,11416,6897,18313,0,5619,927,4866,8.176156271899089,9.16168841806367,0.26571288155954786
8,43,2,18359,11885,6474,18359,0,6016,973,4889,8.263020614219604,9.195653358026036,0.266299907402364
8,44,1,18238,11362,6876,18238,0,5604,924,4828,8.193451857067418,9.150180940892641,0.26472200899221404
8,44,2,18434,11957,6477,18434,0,6026,976,4949,8.25441164171615,9.16990343929695,0.2684713030270153
8,45,1,18412,11690,6722,18412,0,5849,918,4917,8.359281437125748,9.31387138822507,0.26705409515533346
8,45,2,18374,11898,6476,18374,0,6063,949,4877,8.430744662968566,9.370305866985959,0.2654294111244149
8,46,1,18316,11442,6874,18316,0,5688,927,4820,8.156790770844259,9.139659314260756,0.2631578947368421
8,46,2,18309,11882,6427,18309,0,5970,962,4938,8.280171688267968,9.192255175050521,0.2697034245453056
8,47,1,18327,11423,6904,18327,0,5661,898,4855,8.240654819224371,9.203743111256616,0.2649096960768265
8,47,2,18371,11920,6451,18371,0,5995,967,4944,8.313338926174497,9.228621196450929,0.26911980839366395
8,48,1,18184,11433,6751,18184,0,5679,895,4854,8.341642613487274,9.29300483941927,0.26693796744390674
8,48,2,18321,11826,6495,18321,0,5904,965,4953,8.34627092846271,9.292014628022487,0.27034550515801536
8,49,1,18274,11438,6836,18274,0,5695,928,4811,8.147578247945445,9.10490314107475,0.2632702199846777
8,49,2,18202,11828,6374,18202,0,5909,937,4981,8.214152857625972,9.128941874519283,0.27365124711570155
8,50,1,18247,11426,6821,18247,0,5762,856,4803,8.101610362331524,9.060831917575491,0.2632213514550337
8,50,2,18382,11938,6444,18382,0,5933,956,5048,8.167029653208242,9.077575889457078,0.2746164726362746
8,51,1,18372,11594,6778,18372,0,5794,919,4875,8.2804899085734,9.227574569997822,0.2653494448073155
8,51,2,18262,11804,6458,18262,0,5915,942,4930,8.306167400881057,9.249972620742525,0.26995947869893766
8,52,1,18437,11530,6907,18437,0,5752,912,4865,8.258282740676496,9.207300536963714,0.2638715626186473
8,52,2,18312,11798,6514,18312,0,5892,972,4932,8.278606543481946,9.216961555264307,0.26933158584534733
8,53,1,18289,11439,6850,18289,0,5653,891,4893,8.106040737826733,9.078845207501777,0.26753786429001036
8,53,2,18217,11767,6450,18217,0,5870,972,4923,8.23931333389989,9.14931108305429,0.2702420815721579
8,54,1,18192,11408,6784,18192,0,5660,846,4901,8.215725806451612,9.177825417766051,0.2694041336851363
8,54,2,18076,11841,6235,18076,0,5905,1030,4904,8.29043155138924,9.195507855720292,0.2712989599468909
8,55,1,18128,11545,6583,18128,0,5789,884,4869,8.12178432221741,9.066361429832304,0.268590026478376
8,55,2,18102,11779,6323,18102,0,5874,894,5005,8.175227099074624,9.092531212020772,0.27648878576952823
8,56,1,18319,11471,6848,18319,0,5648,895,4921,8.1627582599599,9.130356460505487,0.26862820022927014
8,56,2,18182,11813,6369,18182,0,5967,890,4952,8.182934055701345,9.10889891101089,0.27235727642723573
8,57,1,18225,11523,6702,18225,0,5698,918,4896,8.201683589343054,9.143868312757201,0.268641975308642
8,57,2,18109,11763,6346,18109,0,5906,905,4942,8.242030094363683,9.164779943674416,0.2729029764205644
8,58,1,18463,11573,6890,18463,0,5739,951,4876,8.29128143091679,9.253100796186969,0.26409575908573907
8,58,2,18295,11857,6438,18295,0,6002,897,4957,8.315172471957494,9.260071057666028,0.2709483465427712
8,59,1,18390,11623,6767,18390,0,5859,918,4845,8.217499784909231,9.164709081022295,0.2634584013050571
8,59,2,18237,11884,6353,18237,0,5975,962,4947,8.195725345001684,9.139112792674233,0.27126172067774307
8,60,1,18302,11542,6760,18302,0,5710,907,4918,8.226910414139663,9.186099879794558,0.26871380177029836
8,60,2,18096,11800,6296,18096,0,5963,954,4880,8.350508474576271,9.254697170645446,0.2696728558797524
8,61,1,18378,11546,6832,18378,0,5739,898,4906,8.251775506668976,9.195342257046468,0.2669496136685167
8,61,2,18168,11690,6478,18168,0,5836,978,4874,8.239777587681779,9.191270365477763,0.2682738881549978
8,62,1,18216,11424,6792,18216,0,5686,878,4857,8.240983893557424,9.187307861220905,0.2666337285902503
8,62,2,18389,11850,6539,18389,0,5897,990,4958,8.228945147679324,9.174941541138724,0.26961770623742454
8,63,1,18321,11411,6910,18321,0,5767,864,4774,8.408377880992026,9.367774684787948,0.26057529610829105
8,63,2,18560,12081,6479,18560,0,6035,1020,5019,8.435063322572635,9.357435344827586,0.27042025862068964
8,64,1,18340,11539,6801,18340,0,5755,915,4869,8.182338157552648,9.14907306434024,0.26548527808069794
8,64,2,18185,11833,6352,18185,0,5952,978,4903,8.268739964506043,9.194500962331592,0.26961781688204567
8,65,1,18264,11471,6793,18264,0,5655,930,4872,8.221863830529161,9.185665790626368,0.266754270696452
8,65,2,18186,11864,6322,18186,0,5969,935,4954,8.241149696561026,9.169251072253381,0.27240734631034863
8,66,1,18324,11658,6666,18324,0,5885,870,4899,8.28349631154572,9.237120716000874,0.26735428945645057
8,66,2,18336,11805,6531,18336,0,5896,953,4949,8.32816603134265,9.291066753926701,0.2699061954624782
8,67,1,18290,11499,6791,18290,0,5731,918,4844,8.214714322984607,9.149808638600328,0.2648441771459814
8,67,2,18244,11769,6475,18244,0,5857,938,4966,8.175036111819185,9.129631659723744,0.27219907914930935
8,68,1,18135,11327,6808,18135,0,5643,888,4795,8.124746181689767,9.096222773642129,0.26440584505100634
8,68,2,18107,11883,6224,18107,0,5911,997,4975,8.17832197256585,9.094162478599436,0.2747556193737229
8,69,1,18110,11336,6774,18110,0,5550,891,4890,8.117501764290756,9.05472114853672,0.2700165654334622
8,69,2,18092,11766,6326,18092,0,5873,910,4979,8.097144314125446,9.008622595622375,0.2752045102807871
8,70,1,18359,11460,6899,18359,0,5812,875,4766,8.207766143106458,9.15687128928591,0.2596001960891116
8,70,2,18327,11882,6445,18327,0,5850,977,5050,8.195589968018853,9.130463250941235,0.27554973536312544
8,71,1,18358,11564,6794,18358,0,5776,921,4867,8.216966447595988,9.196862403311908,0.26511602571086174
8,71,2,18229,11798,6431,18229,0,5936,919,4943,8.30064417697915,9.232322124087991,0.2711613363322179
8,72,1,18350,11544,6806,18350,0,5774,895,4873,8.278499653499653,9.22850136239782,0.265558583106267
8,72,2,18241,11816,6425,18241,0,5911,973,4930,8.2968855788761,9.229263746505126,0.2702702702702703
8,73,1,18256,11495,6761,18256,0,5728,903,4853,8.16981296215746,9.137105609114812,0.26583041191936896
8,73,2,18340,11975,6365,18340,0,6049,910,5010,8.269394572025051,9.184351145038168,0.27317339149400216
8,74,1,18327,11496,6831,18327,0,5755,887,4850,8.147007654836464,9.124570306105745,0.264636874556665
8,74,2,18417,11962,6455,18417,0,6015,907,5028,8.239592041464638,9.166096541239073,0.2730086333279036
8,75,1,18055,11314,6741,18055,0,5609,924,4778,8.149460844970832,9.118305178620881,0.26463583494876763
8,75,2,18295,11927,6368,18295,0,5945,938,5036,8.209859981554457,9.123203060945613,0.27526646624760864
8,76,1,18252,11356,6896,18252,0,5650,956,4743,8.335593518844664,9.283201840894149,0.259861932938856
8,76,2,18446,12023,6423,18446,0,6058,962,4996,8.27048157697746,9.211373739564133,0.27084462756153094
8,77,1,18132,11258,6874,18132,0,5613,899,4734,8.308136436311957,9.259210236046767,0.2610853739245533
8,77,2,18419,12031,6388,18419,0,5986,991,5047,8.278197988529632,9.199467940713394,0.27401053260220426
8,78,1,18298,11418,6880,18298,0,5665,869,4878,8.129094412331407,9.100666739534375,0.26658651218712426
8,78,2,18182,11979,6203,18182,0,6036,978,4960,8.228900576008014,9.110933890661093,0.2727972720272797
8,79,1,18402,11657,6745,18402,0,5862,927,4865,8.318864201767179,9.258341484621237,0.2643734376698185
8,79,2,18243,11822,6421,18243,0,5944,951,4918,8.31627474200643,9.266403552047361,0.26958285369730856
8,80,1,18055,11481,6574,18055,0,5684,948,4840,8.274366344395087,9.191415120465246,0.2680697867626696
8,80,2,18193,11725,6468,18193,0,5834,909,4971,8.259701492537314,9.19414060352883,0.27323695927004893
8,81,1,18015,11291,6724,18015,0,5657,887,4742,8.221858117084404,9.18834304746045,0.2632250902026089
8,81,2,18363,12028,6335,18363,0,5995,949,5081,8.300881277020286,9.198605892283396,0.2766977073462942
8,82,1,18231,11298,6933,18231,0,5617,884,4793,8.241193131527703,9.232570895727058,0.26290384509900716
8,82,2,18477,12002,6475,18477,0,6000,951,5044,8.295534077653725,9.22676841478595,0.2729880391838502
8,83,1,18342,11445,6897,18342,0,5611,936,4894,8.147051114023592,9.098680623705157,0.2668193217751608
8,83,2,18192,11610,6582,18192,0,5783,963,4858,8.18139534883721,9.116864555848725,0.2670404573438874
8,84,1,18369,11456,6913,18369,0,5728,862,4861,8.19596717877095,9.158854591975611,0.26463062768795254
8,84,2,18176,11914,6262,18176,0,5957,1008,4942,8.230485143528622,9.138149207746478,0.2718970070422535
8,85,1,18340,11364,6976,18340,0,5635,922,4798,8.236800422386484,9.207906215921483,0.26161395856052344
8,85,2,18292,11883,6409,18292,0,5930,957,4984,8.280063956913237,9.197846052919308,0.2724688388366499
8,86,1,18238,11458,6780,18238,0,5692,883,4873,8.170012218537266,9.131264393025551,0.267189384800965
8,86,2,18008,11838,6170,18008,0,5910,956,4966,8.211015374218618,9.122278987116838,0.27576632607729895
8,87,1,18095,11412,6683,18095,0,5652,936,4818,8.203645285664214,9.139817629179332,0.2662613981762918
8,87,2,18369,11865,6504,18369,0,5954,959,4947,8.208175305520438,9.155207142468289,0.26931242854809734
8,88,1,18296,11608,6688,18296,0,5844,905,4855,8.26921088904204,9.24311324879755,0.2653585483165719
8,88,2,18426,12128,6298,18426,0,6194,969,4961,8.351335751978892,9.275426028438076,0.269239118636709
8,89,1,18147,11403,6744,18147,0,5623,856,4921,8.179338770498992,9.132473687110817,0.27117429878216787
8,89,2,18203,11845,6358,18203,0,5938,940,4959,8.190375685943437,9.116464319068285,0.272427621820579
8,90,1,18245,11438,6807,18245,0,5667,926,4842,8.240251792271376,9.197807618525623,0.26538777747328035
8,90,2,17976,11739,6237,17976,0,5822,949,4963,8.272425249169435,9.194203382287494,0.27609034267912774
8,91,1,18350,11691,6659,18350,0,5824,843,5014,8.212727739286631,9.16125340599455,0.2732425068119891
8,91,2,18127,11800,6327,18127,0,5972,935,4888,8.294661016949153,9.224582115076958,0.26965300380647655
8,92,1,18241,11374,6863,18237,4,5671,904,4794,8.332688588007738,9.29281131765093,0.26281453867660765
8,92,2,18381,11895,6485,18380,1,5929,992,4971,8.37410676754939,9.301033732317737,0.2704423045536151
8,93,1,18235,11479,6756,18235,0,5757,919,4803,8.249760432093387,9.187057855771867,0.2633945708801755
8,93,2,18200,11977,6223,18200,0,6019,948,5010,8.200384069466477,9.123351648351647,0.2752747252747253
8,94,1,18252,11503,6749,18252,0,5758,882,4858,8.25558549943493,9.230714442252903,0.2661626123164585
8,94,2,18294,11937,6357,18294,0,6007,1011,4916,8.356706040043562,9.276648081338143,0.2687219853503881
8,95,1,18105,11368,6737,18105,0,5588,918,4852,8.187983814215341,9.139685169842585,0.267992267329467
8,95,2,18225,11781,6444,18225,0,5873,996,4901,8.251167133520076,9.173168724279835,0.26891632373113855
8,96,1,18266,11484,6782,18266,0,5774,867,4837,8.18634622082898,9.128763823497207,0.2648089346326508
8,96,2,18088,11743,6345,18088,0,5794,916,5030,8.147577280081752,9.08453118089341,0.27808491817779746
8,97,1,18231,11390,6841,18231,0,5705,881,4794,8.218349429323968,9.16203170424003,0.26295869672535793
8,97,2,18141,11936,6205,18141,0,5944,963,5026,8.182305630026809,9.083291990518715,0.27705198169891404
8,98,1,18172,11370,6802,18172,0,5599,874,4890,8.15391380826737,9.095806735637245,0.2690953114681928
8,98,2,18129,11789,6340,18129,0,5886,945,4953,8.171600644668759,9.08527773181091,0.2732086711898064
8,99,1,18078,11417,6661,18078,0,5682,974,4757,8.235876324778838,9.16273924106649,0.26313751521185974
8,99,2,18012,11681,6331,18012,0,5750,936,4993,8.22592243814742,9.155562958027982,0.27720408616477904
8,100,1,18210,11345,6865,18210,0,5619,943,4775,8.261084178052005,9.213948380010983,0.26221856123009335
8,100,2,18304,11835,6469,18304,0,5874,960,4990,8.252049007182087,9.190395541958042,0.272618006993007
9,1,1,18446,11801,6645,18446,0,5912,908,4980,8.34454707228201,9.323105280277566,0.2699772308359536
9,1,2,18270,11694,6576,18270,0,5903,954,4836,8.402086540106037,9.354460864805693,0.26469622331691295
9,2,1,18207,11790,6417,18207,0,5923,930,4935,8.43952502120441,9.388367111550503,0.2710495963091119
9,2,2,18209,11784,6425,18209,0,5979,957,4843,8.407926001357774,9.376077763743204,0.2659673787687407
9,3,1,18242,11798,6444,18242,0,5986,901,4899,8.36963892185116,9.324909549391514,0.2685560793772613
9,3,2,18150,11683,6467,18150,0,5800,902,4977,8.341265086022426,9.312231404958677,0.27421487603305783
9,4,1,18258,11638,6620,18258,0,5916,907,4812,8.375837772813199,9.352831635447474,0.26355570161025305
9,4,2,18519,11945,6574,18519,0,5997,981,4962,8.409543742151527,9.357146714185431,0.26794103353312815
9,5,1,17997,11646,6351,17997,0,5798,931,4911,8.2136355830328,9.16008223592821,0.2728788131355226
9,5,2,18270,11761,6509,18270,0,5925,947,4885,8.290026358302866,9.229666119321292,0.2673782156540777
9,6,1,18243,11797,6446,18243,0,5887,920,4983,8.381961515639569,9.336951159348791,0.27314586416707776
9,6,2,18108,11763,6345,18108,0,5976,882,4883,8.37762475558956,9.323282527059863,0.26965981886459023
9,7,1,18204,11758,6446,18204,0,5908,901,4939,8.407637353291376,9.360195561415074,0.271313996923753
9,7,2,18177,11719,6458,18177,0,5885,940,4885,8.409164604488437,9.363096220498432,0.26874621774770313
9,8,1,18210,11609,6601,18210,0,5780,900,4917,8.321819278146267,9.288248215266337,0.2700164744645799
9,8,2,18108,11597,6511,18108,0,5735,937,4915,8.334138139173925,9.293903247183565,0.2714269935939916
9,9,1,18127,11716,6411,18127,0,5901,947,4863,8.29540798907477,9.22949191813317,0.26827384564461854
9,9,2,18497,11901,6596,18497,0,6022,963,4909,8.258465675153348,9.214683462183057,0.2653943882791804
9,10,1,18264,11764,6500,18264,0,6017,893,4850,8.37529751785107,9.320575996495839,0.2655497152869032
9,10,2,18216,11642,6574,18216,0,5726,913,5002,8.245060986084866,9.247310057092665,0.2745937637241985
9,11,1,18545,11901,6644,18545,0,6001,995,4900,8.532224182841778,9.509086007009977,0.2642221623078997
9,11,2,18217,11614,6603,18217,0,5843,933,4830,8.503444119166524,9.495087006642148,0.265136959982434
9,12,1,18028,11616,6412,18028,0,5818,899,4899,8.360020661157025,9.320002218770801,0.27174395384956734
9,12,2,18202,11790,6412,18202,0,5930,890,4968,8.340542832909245,9.295462037138776,0.2729370398857268
9,13,1,18266,11796,6470,18266,0,5931,918,4938,8.279671074940659,9.230975583050476,0.27033833351582176
9,13,2,18149,11579,6570,18149,0,5767,871,4936,8.26029881682356,9.232244200782413,0.2719709074880159
9,14,1,18294,11799,6495,18294,0,5961,915,4920,8.315196203068057,9.291516344156554,0.26894063627418824
9,14,2,18231,11678,6553,18231,0,5845,949,4882,8.357252954272992,9.330481048763096,0.2677856398442214
9,15,1,18234,11815,6419,18234,0,6041,896,4870,8.354295387219636,9.315564330371833,0.26708347043983766
9,15,2,18371,11926,6445,18371,0,6029,953,4941,8.349404662082843,9.308801916063361,0.26895650753905614
9,16,1,18482,11965,6517,18482,0,6128,864,4968,8.422147931466778,9.400551888323774,0.2688020776972189
9,16,2,18322,11737,6585,18322,0,5909,961,4865,8.430518871943427,9.420805588909507,0.26552778080995526
9,17,1,18059,11636,6423,18059,0,5831,932,4860,8.167067720866276,9.118943463093194,0.26911789135611053
9,17,2,18330,11753,6577,18330,0,5873,943,4932,8.197141155449673,9.147626841243863,0.2690671031096563
9,18,1,18147,11626,6521,18147,0,5792,886,4943,8.181231722002408,9.150493194467405,0.2723866203780239
9,18,2,18396,11870,6526,18396,0,6010,871,4981,8.191069924178601,9.147532072189607,0.27076538377908244
9,19,1,18371,11805,6566,18371,0,6032,885,4877,8.47445997458704,9.440422404877252,0.2654727559740896
9,19,2,18576,11853,6723,18576,0,5942,931,4974,8.43575466126719,9.422319121447028,0.26776485788113696
9,20,1,18305,11781,6524,18305,0,5932,918,4925,8.33698327815975,9.28604206500956,0.2690521715378312
9,20,2,18120,11599,6521,18120,0,5761,914,4921,8.305112509699113,9.272350993377483,0.2715783664459161
9,21,1,18155,11654,6501,18155,0,5873,935,4846,8.382615411017676,9.337813274580006,0.26692371247590196
9,21,2,18141,11776,6365,18141,0,5898,919,4959,8.326851222826088,9.283666832037925,0.2733586902596329
9,22,1,18194,11676,6518,18194,0,5852,945,4869,8.33958547447756,9.304880729910959,0.2676156974826866
9,22,2,18326,11918,6408,18326,0,6050,935,4922,8.361889578788388,9.301538797337116,0.26858015933646184
9,23,1,18190,11794,6396,18190,0,5927,919,4945,8.349075801254875,9.327707531610775,0.2718526663001649
9,23,2,18449,12000,6449,18449,0,6220,905,4872,8.428166666666666,9.367662203913492,0.26407935389452003
9,24,1,18437,11803,6634,18437,0,5917,870,5008,8.430737947979328,9.406899170146987,0.27162770515810597
9,24,2,18181,11836,6345,18181,0,6046,868,4909,8.3901655964853,9.356306033771519,0.2700071503217645
9,25,1,18397,11754,6643,18397,0,5942,929,4875,8.338182746299132,9.31939990215796,0.26498885687883894
9,25,2,18359,11829,6530,18359,0,5945,971,4909,8.349649167300703,9.304373876572798,0.26738929135573836
9,26,1,18075,11653,6422,18075,0,5877,885,4887,8.324894876855746,9.25399723374827,0.2703734439834025
9,26,2,18190,11798,6392,18190,0,5885,938,4970,8.202746228174266,9.163056624518967,0.2732270478284772
9,27,1,18362,11795,6567,18362,0,5987,908,4896,8.474947011445527,9.46313037795447,0.266637621174164
9,27,2,18450,11851,6599,18450,0,6010,916,4917,8.483672263943971,9.467967479674797,0.2665040650406504
9,28,1,18467,11940,6527,18467,0,6023,880,5029,8.307621440536014,9.277413765094494,0.272323604267071
9,28,2,18116,11639,6477,18116,0,5862,921,4854,8.328120972592147,9.292283064694193,0.2679399425921837
9,29,1,18334,11785,6549,18334,0,5964,968,4841,8.344251166737378,9.30047998254609,0.2640449438202247
9,29,2,18256,11690,6566,18256,0,5840,928,4921,8.317536355859708,9.28429009640666,0.2695552147239264
9,30,1,18144,11768,6376,18144,0,5811,973,4976,8.421397008837525,9.36766975308642,0.2742504409171076
9,30,2,18241,11633,6608,18241,0,5904,904,4815,8.41949626063784,9.396250205580834,0.2639657913491585
9,31,1,18147,11695,6452,18147,0,5815,934,4943,8.340829414279607,9.301592549732739,0.2723866203780239
9,31,2,18134,11636,6498,18134,0,5858,899,4877,8.380715022344448,9.336053821550678,0.26894231829712145
9,32,1,18375,11866,6509,18375,0,5930,958,4972,8.451879319062868,9.394122448979592,0.27058503401360545
9,32,2,18179,11610,6569,18179,0,5863,899,4843,8.417312661498707,9.394411133725727,0.2664062929754112
9,33,1,18471,11817,6654,18471,0,5977,946,4884,8.428958280443428,9.381246277949218,0.26441448757511776
9,33,2,18349,11747,6602,18349,0,5914,947,4878,8.35702732612582,9.336857594419314,0.2658455501662216
9,34,1,18446,11902,6544,18446,0,6004,992,4896,8.49957990253739,9.466767862951317,0.2654233980266725
9,34,2,18450,11805,6645,18450,0,6003,916,4879,8.496908089792461,9.47669376693767,0.2644444444444444
9,35,1,18290,11776,6514,18290,0,5945,937,4886,8.40319293478261,9.381137233460908,0.26714051394204485
9,35,2,18427,11814,6613,18427,0,5949,928,4929,8.448874217030642,9.419221794106473,0.26748792532696586
9,36,1,18085,11710,6375,18085,0,5879,954,4866,8.12399658411614,9.036328448990876,0.2690627591927011
9,36,2,18192,11696,6496,18192,0,5839,912,4941,8.018467852257182,8.977352682497802,0.27160290237467016
9,37,1,18399,11789,6610,18399,0,5985,945,4851,8.392993468487573,9.372791999565194,0.26365563345834014
9,37,2,18402,11811,6591,18402,0,5942,924,4940,8.37278807890949,9.355722204108249,0.2684490816215629
9,38,1,18406,11838,6568,18406,0,5952,929,4956,8.367376245987497,9.340649788112572,0.2692600239052483
9,38,2,18291,11641,6650,18291,0,5864,906,4868,8.402113220513701,9.383521950686129,0.26614181838062434
9,39,1,18339,11871,6468,18339,0,6030,937,4898,8.380675595990228,9.32335459948743,0.267081084028573
9,39,2,18217,11655,6562,18217,0,5811,921,4920,8.33959673959674,9.314431574902564,0.2700774002305539
9,40,1,18495,11779,6716,18495,0,5899,937,4932,8.42083368707021,9.408056231413896,0.26666666666666666
9,40,2,18144,11654,6490,18144,0,5841,940,4864,8.420542303071906,9.390652557319225,0.26807760141093473
9,41,1,18284,11755,6529,18284,0,5952,883,4911,8.251127179923436,9.227521330124699,0.26859549332749943
9,41,2,18196,11805,6391,18196,0,5932,936,4932,8.304108428631936,9.246207957792922,0.27104858210595734
9,42,1,18170,11691,6479,18170,0,5898,938,4853,8.253870498674194,9.210842047330765,0.2670886075949367
9,42,2,18052,11615,6437,18052,0,5742,926,4944,8.226947912182522,9.193385774429427,0.27387547086195435
9,43,1,18197,11782,6415,18197,0,5959,981,4836,8.388813444236972,9.331098532725175,0.2657580919931857
9,43,2,18196,11774,6422,18196,0,5918,899,4936,8.335569899779175,9.29511980655089,0.27126841063970103
9,44,1,18454,11968,6486,18454,0,6094,903,4969,8.26821524064171,9.228568332068928,0.26926411618077384
9,44,2,18162,11737,6425,18162,0,5920,905,4907,8.276902104455994,9.235932166061007,0.2701794956502588
9,45,1,18334,11768,6566,18334,0,5905,961,4886,8.416553365057784,9.371059234209666,0.2664994000218174
9,45,2,18220,11610,6610,18220,0,5778,1007,4816,8.390008613264428,9.365751920965971,0.26432491767288696
9,46,1,18104,11742,6362,18104,0,5941,875,4919,8.310509282916028,9.272094564737074,0.27170790985417587
9,46,2,18257,11867,6390,18257,0,5994,907,4960,8.313305806016684,9.275894177575724,0.2716766171879279
9,47,1,18157,11686,6471,18157,0,5870,962,4846,8.291032004107478,9.270749573167373,0.2668943107341521
9,47,2,18348,11926,6422,18348,0,6063,913,4937,8.345212141539493,9.28880531938086,0.26907564857205146
9,48,1,18578,11923,6655,18578,0,5999,944,4976,8.453996477396629,9.446603509527398,0.26784368608031006
9,48,2,18217,11705,6512,18217,0,5959,928,4813,8.533532678342588,9.49195806115167,0.2642037657133447
9,49,1,18382,11807,6575,18382,0,5933,891,4977,8.279410519183536,9.254760091393754,0.27075399847677073
9,49,2,18144,11697,6447,18144,0,5880,933,4875,8.313242711806446,9.267250881834215,0.26868386243386244
9,50,1,18453,11847,6606,18453,0,5932,922,4989,8.255760952139783,9.23817265485287,0.27036254267598764
9,50,2,18221,11751,6470,18221,0,5963,902,4883,8.32712109607693,9.27627462817628,0.26798748696558916
9,51,1,18154,11724,6430,18154,0,5879,944,4894,8.392784032753326,9.348132642943703,0.2695824611655833
9,51,2,18305,11853,6452,18305,0,6002,956,4881,8.349616130937315,9.317290357825732,0.2666484567058181
9,52,1,18209,11712,6497,18209,0,5797,924,4986,8.369193989071038,9.34428030095008,0.2738206381459718
9,52,2,18245,11736,6509,18245,0,5984,898,4851,8.40149965916837,9.36256508632502,0.2658810633050151
9,53,1,18355,11893,6462,18355,0,5960,964,4962,8.434457243756832,9.392971942250067,0.2703350585671479
9,53,2,18166,11734,6432,18166,0,5982,937,4809,8.43770240327254,9.405042386876582,0.26472531102058794
9,54,1,18234,11731,6503,18234,0,5855,947,4922,8.280453499275424,9.226993528572995,0.269935285729955
9,54,2,18104,11666,6438,18104,0,5873,967,4811,8.284159094805418,9.226855943437915,0.2657423773751657
9,55,1,18316,11716,6600,18316,0,5885,938,4888,8.265705018777739,9.226250272985368,0.26687049574142824
9,55,2,17977,11743,6234,17977,0,5910,964,4869,8.261432342672231,9.188296156199588,0.2708460811036324
9,56,1,18178,11592,6586,18178,0,5888,867,4832,8.331349206349206,9.321817581692155,0.2658158213224777
