background_id,variant,policy,comparison,average_optimal_horizon_days,average_optimal_Q,average_optimal_window,weighted_optimal_horizon_days,weighted_optimal_Q,weighted_optimal_window,same_horizon,same_Q,same_window,same_policy_cell,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,average_utilization_change_status,delta_weighted_utilization,delta_weighted_utilization_ci_low,delta_weighted_utilization_ci_high,weighted_utilization_change_status,delta_class_1_percent_serviced,delta_class_1_percent_serviced_ci_low,delta_class_1_percent_serviced_ci_high,class_1_percent_serviced_change_status,delta_class_2_percent_serviced,delta_class_2_percent_serviced_ci_low,delta_class_2_percent_serviced_ci_high,class_2_percent_serviced_change_status,delta_class_1_slot_utilization,delta_class_1_slot_utilization_ci_low,delta_class_1_slot_utilization_ci_high,class_1_slot_utilization_change_status,delta_class_2_slot_utilization,delta_class_2_slot_utilization_ci_low,delta_class_2_slot_utilization_ci_high,class_2_slot_utilization_change_status,n_paired_seeds,capacity_tradeoff,priority_weighted_access_tradeoff,class_1_served_rate_direction,class_2_served_rate_direction,patient_group_tradeoff,patient_group_supported_tradeoff,design_note,horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2
BG00245,strict,reservation_only,weighted_optimal_minus_average_optimal,10,30,10,10,30,10,True,True,True,True,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,10,tie,tie,tie,tie,both_groups_tied,both_groups_tied,anchor,10,3.0,0.5,30,45.0,45.0,0.1,0.1,9,0.05,0.1,9,0.05,0.1,4,0.05,0.1,4,0.05,0.1
BG00245,strict,both_flexible,weighted_optimal_minus_average_optimal,2,24,2,2,30,2,True,False,True,False,-0.00042922374429220643,-0.0017808219178078628,0.00074885844748839,practical_tie,0.039267806976741544,0.03690903650780687,0.04169069920631194,supported_increase,0.12108835970584304,0.11755139291427318,0.12471258584136784,supported_increase,-0.12437329848146139,-0.1250408051112685,-0.12376270321646114,supported_decrease,0.1863470319634704,0.18514155251141565,0.18762579908675808,supported_increase,-0.18678538812785384,-0.1871598173515981,-0.18638356164383557,supported_decrease,10,tie,increase,increase,decrease,priority_gains_general_loses,priority_gains_general_loses,anchor,10,3.0,0.5,30,45.0,45.0,0.1,0.1,9,0.05,0.1,9,0.05,0.1,4,0.05,0.1,4,0.05,0.1
BG00246,strict,baseline,weighted_optimal_minus_average_optimal,10,0,-1,10,0,-1,True,True,True,True,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,10,tie,tie,tie,tie,both_groups_tied,both_groups_tied,anchor,10,3.0,0.9,30,81.0,8.999999999999998,0.1,0.1,9,0.05,0.1,9,0.05,0.1,4,0.05,0.1,4,0.05,0.1
BG00246,strict,horizon_only,weighted_optimal_minus_average_optimal,2,0,-1,2,0,-1,True,True,True,True,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,10,tie,tie,tie,tie,both_groups_tied,both_groups_tied,anchor,10,3.0,0.9,30,81.0,8.999999999999998,0.1,0.1,9,0.05,0.1,9,0.05,0.1,4,0.05,0.1,4,0.05,0.1
BG00246,strict,reservation_only,weighted_optimal_minus_average_optimal,10,0,-1,10,0,-1,True,True,True,True,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,10,tie,tie,tie,tie,both_groups_tied,both_groups_tied,anchor,10,3.0,0.9,30,81.0,8.999999999999998,0.1,0.1,9,0.05,0.1,9,0.05,0.1,4,0.05,0.1,4,0.05,0.1
BG00246,strict,both_flexible,weighted_optimal_minus_average_optimal,2,30,2,2,0,-1,True,False,False,False,-7.305936073059849e-05,-0.00021917808219179546,0.0,practical_tie,0.08213265189264787,0.08063260485791895,0.08358754467054622,supported_increase,-0.03568951912337685,-0.036280976140134646,-0.03495416729032458,supported_decrease,0.31777699392469716,0.31268289283508194,0.322685882931882,supported_increase,-0.09565296803652973,-0.09757077625570779,-0.09349748858447489,supported_decrease,0.09560730593607301,0.09344292237442917,0.09757077625570773,supported_increase,10,tie,increase,decrease,increase,priority_loses_general_gains,priority_loses_general_gains,anchor,10,3.0,0.9,30,81.0,8.999999999999998,0.1,0.1,9,0.05,0.1,9,0.05,0.1,4,0.05,0.1,4,0.05,0.1
BG00247,strict,baseline,weighted_optimal_minus_average_optimal,10,0,-1,10,0,-1,True,True,True,True,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,10,tie,tie,tie,tie,both_groups_tied,both_groups_tied,sobol,10,1.4,0.7,40,39.2,16.800000000000004,0.2,0.2,9,0.1,0.4,9,0.1,0.4,4,0.2,0.3,4,0.3,0.4
BG00247,strict,horizon_only,weighted_optimal_minus_average_optimal,6,0,-1,6,0,-1,True,True,True,True,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,0.0,0.0,0.0,practical_tie,10,tie,tie,tie,tie,both_groups_tied,both_groups_tied,sobol,10,1.4,0.7,40,39.2,16.800000000000004,0.2,0.2,9,0.1,0.4,9,0.1,0.4,4,0.2,0.3,4,0.3,0.4
BG00247,strict,reservation_only,weighted_optimal_minus_average_optimal,10,38,3,10,33,1,True,False,False,False,-0.004794520547945236,-0.007494691780822009,-0.00221917808219166,practical_tie,0.0053986686108336126,0.0013349398944074962,0.009378295445998453,supported_increase,-0.07020952783288728,-0.07517828280470104,-0.06533101411976092,supported_decrease,0.15661506149827542,0.1520718898244195,0.16075322728912514,supported_increase,-0.06933561643835617,-0.07263013698630137,-0.06617106164383564,supported_decrease,0.0647808219178082,0.06241078767123287,0.06717808219178083,supported_increase,10,tie,increase,decrease,increase,priority_loses_general_gains,priority_loses_general_gains,sobol,10,1.4,0.7,40,39.2,16.800000000000004,0.2,0.2,9,0.1,0.4,9,0.1,0.4,4,0.2,0.3,4,0.3,0.4
BG00247,strict,both_flexible,weighted_optimal_minus_average_optimal,2,32,2,6,33,1,False,False,False,False,-0.006123287671232891,-0.008712328767123257,-0.003349143835616422,supported_decrease,0.0013006892953749349,-0.002132525959418439,0.004550270836010219,practical_tie,-0.07027854374148744,-0.0738372577844611,-0.06596489614219403,supported_decrease,0.14445915536909973,0.13784187363302985,0.1501719216428726,supported_increase,-0.06670547945205482,-0.06899537671232878,-0.06455445205479457,supported_decrease,0.06067808219178082,0.05885616438356165,0.06229469178082194,supported_increase,10,decrease,tie,decrease,increase,priority_loses_general_gains,priority_loses_general_gains,sobol,10,1.4,0.7,40,39.2,16.800000000000004,0.2,0.2,9,0.1,0.4,9,0.1,0.4,4,0.2,0.3,4,0.3,0.4
