background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h3_thresholds,noshow_high_low_focal,noshow_high_high_focal,n_exposed_thresholds,failure_component,classification,lowest_exposed_threshold,highest_exposed_threshold,n_gradient_paired_seeds,lowest_threshold_delta_utilization,highest_threshold_delta_utilization,low_minus_high_utilization_loss,low_minus_high_utilization_loss_ci_low,low_minus_high_utilization_loss_ci_high,spearman_threshold_vs_loss_magnitude,utilization_direction_component,threshold_gradient_component
H3B0077,S045,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,0,6,0.5,0.5,0.5,0.7,4;6;9;12,0.5,0.7,4,spearman_pattern;threshold_gradient,inconclusive,4.0,12.0,20.0,-0.01970462328767122,-0.01970462328767122,0.0,0.0,0.0,,supported,inconclusive
H3B0078,S046,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,0,4,0.0,0.0,0.0,0.5,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0079,S047,sobol_symmetric,0.8,0.5,64,51.2,25.6,25.6,28,28,0.5,0.5,9,9,0.0,0.0,0.7,0.7,0,9,0.0,0.0,0.0,0.1,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0080,S048,sobol_symmetric,3.1,0.5,16,49.6,24.8,24.8,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,0,4,0.3,0.3,0.3,0.3,4;6;9;12,0.3,0.7,2,,supported,4.0,6.0,20.0,-0.13081335616438355,-0.06467465753424657,0.066138698630137,0.06478544545562774,0.06749195180464625,-0.9999999999999999,supported,supported
H3B0081,S049,sobol_symmetric,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.7,0,9,0.3,0.3,0.3,0.7,4;6;9;12,0.3,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0082,S050,sobol_symmetric,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.1,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0083,S051,sobol_symmetric,2.0,0.1,64,128.0,12.8,115.2,28,28,0.1,0.1,6,6,0.1,0.1,0.7,0.7,0,6,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,2,,supported,4.0,6.0,20.0,-0.045723458904109615,-0.005175513698630119,0.040547945205479496,0.03991024592752553,0.04118564448343346,-0.9999999999999999,supported,supported
H3B0084,S052,sobol_symmetric,4.0,0.9,16,64.0,57.6,6.399999999999999,14,14,0.5,0.5,9,9,0.0,0.0,0.7,0.7,0,12,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0085,S053,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,0,6,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0086,S054,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,0,12,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0087,S055,sobol_symmetric,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0,4,0.3,0.3,0.3,0.3,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0088,S056,sobol_symmetric,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,0,4,0.0,0.0,0.0,0.0,4;6;9;12,0.0,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0089,S057,sobol_symmetric,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,0,6,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,4,spearman_pattern;threshold_gradient,inconclusive,4.0,12.0,20.0,-0.0704537671232877,-0.0704537671232877,0.0,0.0,0.0,,supported,inconclusive
H3B0090,S058,sobol_symmetric,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,0,12,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0091,S059,sobol_symmetric,1.25,0.3,32,40.0,12.0,28.0,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,0,9,0.3,0.3,0.3,0.5,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0092,S060,sobol_symmetric,4.0,0.5,32,128.0,64.0,64.0,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,0,4,0.0,0.0,0.0,0.0,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0093,S061,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,0,4,0.3,0.3,0.3,0.5,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0094,S062,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,21,21,0.5,0.5,6,6,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.3,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0095,S063,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,0,6,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0096,S064,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,0,12,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0097,S065,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.1,0.1,9,9,0.1,0.1,0.1,0.1,0,12,0.3,0.3,0.3,0.5,4;6;9;12,0.3,0.7,4,,supported,4.0,12.0,20.0,-0.026729452054794517,-0.011449058219178094,0.015280393835616423,0.014872305699900258,0.015688481971332588,-1.0,supported,supported
H3B0098,S066,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,28,28,0.5,0.5,6,6,0.3,0.3,0.3,0.3,0,6,0.0,0.0,0.0,0.0,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0099,S067,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,7,7,0.3,0.3,4,4,0.0,0.0,0.3,0.3,0,4,0.0,0.0,0.0,0.5,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0100,S068,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,21,21,0.0,0.0,12,12,0.5,0.5,0.7,0.7,0,9,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,4,spearman_pattern;threshold_gradient,inconclusive,4.0,12.0,20.0,-0.13847602739726028,-0.13847602739726028,0.0,0.0,0.0,,supported,inconclusive
H3B0101,S069,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,4,spearman_pattern;threshold_gradient,inconclusive,4.0,12.0,20.0,-0.21027825342465753,-0.21027825342465753,0.0,0.0,0.0,,supported,inconclusive
H3B0102,S070,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0,4,0.7,0.7,0.7,0.7,4,0.7,0.7,0,fewer_than_two_valid_thresholds;no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0103,S071,sobol_symmetric,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.7,0,12,0.3,0.3,0.3,0.7,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0104,S072,sobol_symmetric,3.1,0.9,64,198.4,178.56,19.84,14,14,0.1,0.1,12,12,0.1,0.1,0.5,0.5,0,6,0.0,0.0,0.0,0.3,4;6;9;12,0.0,0.7,4,,supported,4.0,12.0,20.0,-0.4125278253424658,-0.133259845890411,0.2792679794520548,0.2776362676695717,0.28089969123453784,-1.0,supported,supported
H3B0105,S073,sobol_symmetric,2.0,0.5,16,32.0,16.0,16.0,7,7,0.5,0.5,4,4,0.0,0.0,0.1,0.1,0,4,0.3,0.3,0.3,0.3,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0106,S074,sobol_symmetric,0.8,0.5,64,51.2,25.6,25.6,21,21,0.1,0.1,4,4,0.5,0.5,0.5,0.5,0,9,0.5,0.5,0.5,0.7,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0107,S075,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,14,14,0.0,0.0,6,6,0.0,0.0,0.7,0.7,0,12,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,2,,supported,4.0,6.0,20.0,-0.019700342465753442,-0.0018964041095890533,0.017803938356164388,0.017221895586910244,0.018385981125418532,-0.9999999999999999,supported,supported
H3B0108,S076,sobol_symmetric,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.3,0.3,9,9,0.1,0.1,0.7,0.7,0,6,0.0,0.0,0.0,0.1,4;6;9;12,0.0,0.7,2,,supported,4.0,6.0,20.0,-0.1525256849315068,-0.07337328767123281,0.07915239726027398,0.07812598800797511,0.08017880651257285,-0.9999999999999999,supported,supported
H3B0109,S077,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,28,28,0.3,0.3,12,12,0.1,0.1,0.3,0.3,0,12,0.3,0.3,0.3,0.3,4;6;9;12,0.3,0.7,2,,supported,4.0,6.0,20.0,-0.028627996575342474,-0.014094606164383554,0.014533390410958918,0.01418805464820058,0.014878726173717256,-0.9999999999999999,supported,supported
H3B0110,S078,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,14,14,0.0,0.0,4,4,0.3,0.3,0.5,0.5,0,6,0.0,0.0,0.0,0.1,4;6;9;12,0.0,0.7,4,,supported,4.0,12.0,20.0,-0.4723373287671232,-0.011455479452054796,0.4608818493150684,0.4512491889840945,0.47051450964604236,-1.0,supported,supported
H3B0111,S079,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,21,21,0.1,0.1,6,6,0.0,0.0,0.5,0.5,0,4,0.0,0.0,0.0,0.3,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0112,S080,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,7,7,0.5,0.5,4,4,0.7,0.7,0.7,0.7,0,4,0.5,0.5,0.5,0.7,4,0.5,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0113,S081,sobol_symmetric,3.1,0.3,64,198.4,59.52,138.88,28,28,0.0,0.0,4,4,0.3,0.3,0.3,0.3,0,4,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0114,S082,sobol_symmetric,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.3,0.3,12,12,0.1,0.1,0.3,0.3,0,9,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0115,S083,sobol_symmetric,2.0,0.1,32,64.0,6.4,57.6,21,21,0.5,0.5,9,9,0.5,0.5,0.7,0.7,0,12,0.0,0.0,0.0,0.1,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0116,S084,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,0,4,0.3,0.3,0.3,0.7,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0117,S085,sobol_symmetric,4.0,0.1,16,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.7,0.7,0,4,0.0,0.0,0.0,0.1,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0118,S086,sobol_symmetric,1.25,0.9,64,80.0,72.0,7.999999999999998,21,21,0.5,0.5,12,12,0.0,0.0,0.0,0.0,0,6,0.3,0.3,0.3,0.3,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0119,S087,sobol_symmetric,0.8,0.5,32,25.6,12.8,12.8,14,14,0.3,0.3,9,9,0.1,0.1,0.7,0.7,0,4,0.5,0.5,0.5,0.7,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0120,S088,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,28,28,0.0,0.0,6,6,0.0,0.0,0.7,0.7,0,9,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,2,,supported,4.0,6.0,20.0,-0.35164169520547944,-0.15108090753424658,0.2005607876712329,0.19907409679332877,0.20204747854913702,-0.9999999999999999,supported,supported
H3B0121,S089,sobol_symmetric,2.0,0.1,16,32.0,3.2,28.8,21,21,0.3,0.3,6,6,0.5,0.5,0.5,0.5,0,12,0.0,0.0,0.0,0.0,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0122,S090,sobol_symmetric,0.8,0.9,32,25.6,23.040000000000003,2.56,7,7,0.0,0.0,4,4,0.0,0.0,0.1,0.1,0,4,0.3,0.3,0.3,0.5,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0123,S091,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,28,28,0.1,0.1,12,12,0.1,0.1,0.7,0.7,0,4,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0124,S092,sobol_symmetric,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,4,4,0.1,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0125,S093,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,14,14,0.5,0.5,6,6,0.3,0.3,0.7,0.7,0,4,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0126,S094,sobol_symmetric,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,0,9,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,3,,supported,4.0,9.0,20.0,-0.2279109589041096,-0.005098458904109588,0.2228125,0.2209896936439073,0.2246353063560927,-1.0,supported,supported
H3B0127,S095,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,7,7,0.0,0.0,4,4,0.7,0.7,0.7,0.7,0,4,0.0,0.0,0.0,0.3,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0128,S096,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,0,6,0.3,0.3,0.3,0.7,4;6;9;12,0.3,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0129,S097,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,0,6,0.3,0.3,0.3,0.3,4;6;9;12,0.3,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0130,S098;X032,sobol_symmetric,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,0,12,0.5,0.5,0.5,0.7,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0131,S099,sobol_symmetric,1.25,0.1,16,20.0,2.0,18.0,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,0,9,0.3,0.3,0.3,0.7,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0132,S100,sobol_symmetric,4.0,0.9,64,256.0,230.4,25.599999999999994,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,0,4,0.0,0.0,0.0,0.1,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0133,S101,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,0,4,0.3,0.3,0.3,0.5,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0134,S102,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.0,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0135,S103,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,0,6,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0136,S104,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,0,12,0.5,0.5,0.5,0.7,4;6;9;12,0.5,0.7,3,,supported,4.0,9.0,20.0,-0.09215753424657536,-0.05011986301369864,0.0420376712328767,0.040227774188040105,0.0438475682777133,-1.0,supported,supported
H3B0137,S105,sobol_symmetric,2.0,0.1,64,128.0,12.8,115.2,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,0,9,0.3,0.3,0.3,0.5,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0138,S106,sobol_symmetric,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,0,4,0.0,0.0,0.0,0.0,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0139,S107,sobol_symmetric,1.25,0.5,32,40.0,20.0,20.0,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,0,6,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0140,S108,sobol_symmetric,4.0,0.5,16,64.0,32.0,32.0,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,0,12,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,2,,supported,4.0,6.0,20.0,-0.02397260273972603,-0.011652397260273981,0.012320205479452048,0.01176835691269482,0.012872054046209277,-0.9999999999999999,supported,supported
H3B0141,S109,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,0,6,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0142,S110,sobol_symmetric,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,0,12,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0143,S111,sobol_symmetric,0.8,0.3,32,25.6,7.68,17.919999999999998,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,0,4,0.3,0.3,0.3,0.7,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0144,S112,sobol_symmetric,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,4,0.0,0.0,0.0,0.3,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0145,S113,sobol_symmetric,3.1,0.3,16,49.6,14.88,34.72,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,0,9,0.0,0.0,0.0,0.0,4;6;9;12,0.0,0.7,4,threshold_gradient,inconclusive,4.0,12.0,20.0,-0.20921232876712326,-0.209195205479452,1.712328767122795e-05,-7.5431155539783415e-06,4.1789690896434236e-05,-0.7745966692414834,supported,inconclusive
H3B0146,S114,sobol_symmetric,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,0,4,0.3,0.3,0.3,0.5,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0147,S115,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,0,4,0.5,0.5,0.5,0.5,4,0.5,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0148,S116,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,0,12,0.0,0.0,0.0,0.5,4;6;9;12,0.0,0.7,4,,supported,4.0,12.0,20.0,-0.3230693493150684,-0.13786815068493147,0.185201198630137,0.1837661902985779,0.1866362069616961,-1.0,supported,supported
H3B0149,S117,sobol_symmetric,4.0,0.5,64,256.0,128.0,128.0,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0150,S118,sobol_symmetric,1.25,0.5,16,20.0,10.0,10.0,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,4,0.0,0.0,0.0,0.7,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0151,S119,sobol_symmetric,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0.3,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0152,S120,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,0,4,0.3,0.3,0.3,0.7,4;6;9;12,0.3,0.7,2,,supported,4.0,6.0,20.0,-0.03380993150684931,-0.009041095890410956,0.02476883561643835,0.0025981276619852015,0.0469395435708915,-0.9999999999999999,supported,supported
H3B0153,S121,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,0,4,0.5,0.5,0.5,0.7,4,0.5,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0154,S122,sobol_symmetric,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,0,12,0.3,0.3,0.3,0.3,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0155,S123,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,0,9,0.0,0.0,0.0,0.1,4;6;9;12,0.0,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0156,S124,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,0,4,0.5,0.5,0.5,0.5,4;6;9;12,0.5,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0157,S125;X059,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,0,9,0.0,0.0,0.0,0.1,4;6;9;12,0.0,0.7,1,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0158,S126,sobol_symmetric,2.0,0.9,64,128.0,115.2,12.799999999999995,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,0,4,0.3,0.3,0.3,0.3,4;6;9;12,0.3,0.7,0,insufficient_realized_post_threshold_exposure,inactive,,,,,,,,,,,
H3B0159,S127,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,0,6,0.5,0.5,0.5,0.7,4;6;9;12,0.5,0.7,2,,supported,4.0,6.0,20.0,-0.0585445205479452,-0.02445205479452054,0.034092465753424665,0.03206193146177001,0.03612300004507932,-0.9999999999999999,supported,supported
H3B0160,S128,sobol_symmetric,3.1,0.5,64,198.4,99.2,99.2,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.3,4,0.0,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0161,S129,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.3,4;6;9;12,0.0,0.7,4,spearman_pattern;threshold_gradient,inconclusive,4.0,12.0,20.0,-0.21097174657534246,-0.21097174657534246,0.0,0.0,0.0,,supported,inconclusive
H3B0162,S130,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,0,4,0.3,0.3,0.3,0.7,4,0.3,0.7,0,fewer_than_two_valid_thresholds,inactive,,,,,,,,,,,
H3B0163,S131,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.5,9,9,0.1,0.1,0.1,0.1,0,4,0.7,0.7,0.7,0.7,4;6;9;12,0.7,0.7,0,no_valid_post_threshold_increase,inactive,,,,,,,,,,,
H3B0164,S132,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,0,9,0.0,0.0,0.0,0.7,4;6;9;12,0.0,0.7,2,,supported,4.0,6.0,20.0,-0.3206571061643836,-0.2520483732876712,0.06860873287671235,0.06751813524154843,0.06969933051187627,-0.9999999999999999,supported,supported
