background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,noshow_high_low_focal,noshow_high_high_focal,noshow_threshold_class1_focal,n_paired_seeds,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,utilization_loss_magnitude,delta_realized_class1_noshow_rate,delta_realized_class1_noshow_rate_ci_low,delta_realized_class1_noshow_rate_ci_high,realized_exposure_active,direction_component
H3B0001,A001,anchor,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0001,A001,anchor,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0001,A001,anchor,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0001,A001,anchor,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0002,A002,anchor,0.8,0.3,32,25.6,7.68,17.919999999999998,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0002,A002,anchor,0.8,0.3,32,25.6,7.68,17.919999999999998,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0002,A002,anchor,0.8,0.3,32,25.6,7.68,17.919999999999998,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0002,A002,anchor,0.8,0.3,32,25.6,7.68,17.919999999999998,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0003,A003,anchor,0.8,0.5,64,51.2,25.6,25.6,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0003,A003,anchor,0.8,0.5,64,51.2,25.6,25.6,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0003,A003,anchor,0.8,0.5,64,51.2,25.6,25.6,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0003,A003,anchor,0.8,0.5,64,51.2,25.6,25.6,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0004,A004,anchor,1.25,0.7,16,20.0,14.0,6.000000000000001,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.030633561643835606,-0.03710438142324992,-0.02416274186442129,0.030633561643835606,0.035134456808356224,0.02806498681580249,0.04220392680090995,True,supported
H3B0004,A004,anchor,1.25,0.7,16,20.0,14.0,6.000000000000001,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0004,A004,anchor,1.25,0.7,16,20.0,14.0,6.000000000000001,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0004,A004,anchor,1.25,0.7,16,20.0,14.0,6.000000000000001,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0005,A005,anchor,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.018300513698630137,-0.024413794694674144,-0.01218723270258613,0.018300513698630137,0.016576965718832364,0.011225695527426954,0.021928235910237775,True,supported
H3B0005,A005,anchor,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0005,A005,anchor,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0005,A005,anchor,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0006,A006,anchor,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.0005029965753424681,-0.0007510165306408108,-0.0002549766200441255,0.0005029965753424681,0.0041263279228455,0.0021455808616959978,0.0061070749839950015,False,inconclusive
H3B0006,A006,anchor,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0006,A006,anchor,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0006,A006,anchor,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0007,A007,anchor,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.1388099315068493,-0.1406955225736392,-0.1369243404400594,0.1388099315068493,0.23116956370307484,0.22764671951326293,0.23469240789288676,True,supported
H3B0007,A007,anchor,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.11179794520547945,-0.11365164906753779,-0.10994424134342111,0.11179794520547945,0.18637018947010517,0.18287793811091252,0.18986244082929782,True,supported
H3B0007,A007,anchor,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.0161044520547945,-0.017210772244503708,-0.014998131865085291,0.0161044520547945,0.026577274485467744,0.024786697764787903,0.028367851206147585,True,supported
H3B0007,A007,anchor,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0008,A008,anchor,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.22877140410958904,-0.2307321062742563,-0.22681070194492178,0.22877140410958904,0.22869618365026873,0.22685972034384005,0.2305326469566974,True,supported
H3B0008,A008,anchor,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.18505136986301368,-0.18678721413636296,-0.1833155255896644,0.18505136986301368,0.18496861002914156,0.1834120720836291,0.186525147974654,True,supported
H3B0008,A008,anchor,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.024614726027397272,-0.025632370870765416,-0.023597081184029128,0.024614726027397272,0.024476145032146884,0.023414185528169693,0.025538104536124075,True,supported
H3B0008,A008,anchor,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0009,A009,anchor,2.0,0.7,64,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.3221125856164383,-0.3235381018744899,-0.3206870693583867,0.3221125856164383,0.23013856472259397,0.2291076548451896,0.23116947459999834,True,supported
H3B0009,A009,anchor,2.0,0.7,64,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.2605757705479451,-0.2618171065073878,-0.2593344345885024,0.2605757705479451,0.18627030533627587,0.18539925966853799,0.18714135100401375,True,supported
H3B0009,A009,anchor,2.0,0.7,64,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.03420162671232876,-0.03515594512954152,-0.033247308295116,0.03420162671232876,0.024524775215162324,0.023852415180474602,0.025197135249850046,True,supported
H3B0009,A009,anchor,2.0,0.7,64,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0010,A010,anchor,3.1,0.9,16,49.6,44.64,4.959999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.4102397260273973,-0.41279674373322883,-0.4076827083215657,0.4102397260273973,0.14711679432382557,0.14603510530397243,0.14819848334367872,True,supported
H3B0010,A010,anchor,3.1,0.9,16,49.6,44.64,4.959999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.3327568493150685,-0.3351088828046949,-0.33040481582544207,0.3327568493150685,0.1193015937971704,0.1183667760541204,0.1202364115402204,True,supported
H3B0010,A010,anchor,3.1,0.9,16,49.6,44.64,4.959999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.23949486301369868,-0.2423475141508093,-0.23664221187658807,0.23949486301369868,0.08578571304716918,0.08472444712178026,0.08684697897255811,True,supported
H3B0010,A010,anchor,3.1,0.9,16,49.6,44.64,4.959999999999999,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,-0.0053253424657534075,-0.006811912552523669,-0.003838772378983146,0.0053253424657534075,0.0019437809095904797,0.0013832585668244989,0.0025043032523564606,False,supported
H3B0011,A011,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.04652825342465753,-0.04749277629102845,-0.04556373055828661,0.04652825342465753,0.1494916229246992,0.14656237726585092,0.15242086858354748,True,supported
H3B0011,A011,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.037684075342465755,-0.03857155896776836,-0.03679659171716315,0.037684075342465755,0.12110006388956492,0.11844242362529027,0.12375770415383956,True,supported
H3B0011,A011,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.027311643835616434,-0.027940247386173993,-0.026683040285058874,0.027311643835616434,0.08781520111565755,0.08607260833139724,0.08955779389991786,True,supported
H3B0011,A011,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,-0.0001926369863013755,-0.00031240599912147265,-7.286797348127834e-05,0.0001926369863013755,0.0006150433334333201,0.00023943552380998072,0.0009906511430566596,False,inconclusive
H3B0012,A012,anchor,3.1,0.3,64,198.4,59.52,138.88,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.13754280821917805,-0.13887893668376342,-0.1362066797545927,0.13754280821917805,0.14796930025769683,0.14661468610403225,0.14932391441136142,True,supported
H3B0012,A012,anchor,3.1,0.3,64,198.4,59.52,138.88,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.1109974315068493,-0.11217433713908319,-0.10982052587461542,0.1109974315068493,0.11933738451631486,0.11811776708165939,0.12055700195097033,True,supported
H3B0012,A012,anchor,3.1,0.3,64,198.4,59.52,138.88,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.08087970890410959,-0.08169028467410096,-0.08006913313411822,0.08087970890410959,0.08692425039326578,0.08606909411714117,0.08777940666939038,True,supported
H3B0012,A012,anchor,3.1,0.3,64,198.4,59.52,138.88,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,-1.0702054794520243e-05,-2.645742151114435e-05,5.0533119221038626e-06,1.0702054794520243e-05,1.1428904872134299e-05,-5.391894199801618e-06,2.8249703944070217e-05,False,inconclusive
H3B0013,A013,anchor,4.0,0.5,16,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.2317123287671233,-0.23430440146624454,-0.22912025606800207,0.2317123287671233,0.1149916042450952,0.11380112161674957,0.11618208687344084,True,supported
H3B0013,A013,anchor,4.0,0.5,16,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.18761130136986304,-0.189762183286603,-0.18546041945312308,0.18761130136986304,0.0930232720431801,0.09209948848015759,0.09394705560620262,True,supported
H3B0013,A013,anchor,4.0,0.5,16,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.136138698630137,-0.13830105354493133,-0.13397634371534267,0.136138698630137,0.06744238007268669,0.06642265756712364,0.06846210257824974,True,supported
H3B0013,A013,anchor,4.0,0.5,16,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,-0.09035958904109591,-0.09268793433460103,-0.08803124374759079,0.09035958904109591,0.04474135887529905,0.04366153822295272,0.04582117952764538,True,supported
H3B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.3213099315068494,-0.3234960337722916,-0.3191238292414072,0.3213099315068494,0.11407412424898655,0.11343578033133733,0.11471246816663577,True,supported
H3B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.26052226027397263,-0.2621278886094172,-0.25891663193852804,0.26052226027397263,0.09235438583302663,0.09186338040584247,0.0928453912602108,True,supported
H3B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.18984589041095892,-0.19105913592676108,-0.18863264489515677,0.18984589041095892,0.06720604259577262,0.0667591158866886,0.06765296930485663,True,supported
H3B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,-0.13407962328767126,-0.13518300454611903,-0.13297624202922348,0.13407962328767126,0.047400845764885846,0.04702423644333868,0.04777745508643301,True,supported
H3B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.4127525684931507,-0.41416061501213514,-0.4113445219741662,0.4127525684931507,0.11437713458727414,0.1139707210823954,0.11478354809215288,True,supported
H3B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,6,20,-0.33467037671232874,-0.3358498106549948,-0.3334909427696627,0.33467037671232874,0.09266003252448729,0.0922761147688563,0.09304395028011828,True,supported
H3B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,9,20,-0.24351241438356164,-0.24489675903807098,-0.2421280697290523,0.24351241438356164,0.06729643474064473,0.066866891758774,0.06772597772251546,True,supported
H3B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.3,0.0,0.7,12,20,-0.1766630993150685,-0.1776983064245136,-0.1756278922056234,0.1766630993150685,0.04872184693238919,0.04842039719355368,0.04902329667122471,True,supported
H3B0017,A017,anchor,1.25,0.3,64,80.0,24.0,56.0,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.1,0.0,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0017,A017,anchor,1.25,0.3,64,80.0,24.0,56.0,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.1,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0017,A017,anchor,1.25,0.3,64,80.0,24.0,56.0,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.1,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0017,A017,anchor,1.25,0.3,64,80.0,24.0,56.0,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.1,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0018,A018,anchor,2.0,0.7,16,32.0,22.4,9.6,28,28,0.5,0.5,12,12,0.3,0.3,0.3,0.3,0,12,0.3,0.3,0.3,0.3,0.3,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0018,A018,anchor,2.0,0.7,16,32.0,22.4,9.6,28,28,0.5,0.5,12,12,0.3,0.3,0.3,0.3,0,12,0.3,0.3,0.3,0.3,0.3,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0018,A018,anchor,2.0,0.7,16,32.0,22.4,9.6,28,28,0.5,0.5,12,12,0.3,0.3,0.3,0.3,0,12,0.3,0.3,0.3,0.3,0.3,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0018,A018,anchor,2.0,0.7,16,32.0,22.4,9.6,28,28,0.5,0.5,12,12,0.3,0.3,0.3,0.3,0,12,0.3,0.3,0.3,0.3,0.3,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0019,A019,anchor,3.1,0.5,32,99.2,49.6,49.6,14,14,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0,4,0.5,0.5,0.5,0.5,0.5,0.7,4,20,-0.0818150684931507,-0.08306333094021748,-0.08056680604608393,0.0818150684931507,0.05299140313827451,0.052282116235164273,0.053700690041384745,True,supported
H3B0019,A019,anchor,3.1,0.5,32,99.2,49.6,49.6,14,14,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0,4,0.5,0.5,0.5,0.5,0.5,0.7,6,20,-3.4246575342464226e-05,-9.001180406587221e-05,2.1518653380943757e-05,3.4246575342464226e-05,2.209061830484582e-05,-1.3867884916870644e-05,5.8049121526562284e-05,False,inconclusive
H3B0019,A019,anchor,3.1,0.5,32,99.2,49.6,49.6,14,14,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0,4,0.5,0.5,0.5,0.5,0.5,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0019,A019,anchor,3.1,0.5,32,99.2,49.6,49.6,14,14,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0,4,0.5,0.5,0.5,0.5,0.5,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0021,A021,anchor,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.1,0.0,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0021,A021,anchor,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.1,0.0,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0021,A021,anchor,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.1,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0021,A021,anchor,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.1,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0023,A023,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,4,20,-0.007632705479452062,-0.008063539634392531,-0.007201871324511593,0.007632705479452062,0.024770062063494976,0.0233072706661982,0.026232853460791752,True,supported
H3B0023,A023,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0023,A023,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0023,A023,anchor,3.1,0.1,32,99.2,9.920000000000002,89.28,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0024,A024,anchor,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,4,20,-0.06748287671232878,-0.0693434968605636,-0.06562225656409396,0.06748287671232878,0.024174570843839636,0.02357432557179143,0.024774816115887843,True,supported
H3B0024,A024,anchor,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,6,20,-3.424657534246145e-05,-6.151631015100439e-05,-6.9768405339185075e-06,3.424657534246145e-05,1.2247970745851016e-05,2.48157631145428e-06,2.2014365180247752e-05,False,inconclusive
H3B0024,A024,anchor,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0024,A024,anchor,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,0.3,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0025,A025,anchor,4.0,0.5,32,128.0,64.0,64.0,28,28,0.1,0.1,4,4,0.0,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.7,0.0,0.7,4,20,-0.22829195205479452,-0.23066216948145635,-0.2259217346281327,0.22829195205479452,0.11422830171613044,0.11293789619972,0.11551870723254087,True,supported
H3B0025,A025,anchor,4.0,0.5,32,128.0,64.0,64.0,28,28,0.1,0.1,4,4,0.0,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.7,0.0,0.7,6,20,-0.01749571917808219,-0.020981319333424613,-0.01401011902273977,0.01749571917808219,0.008681742104296609,0.006872465166944584,0.010491019041648633,True,supported
H3B0025,A025,anchor,4.0,0.5,32,128.0,64.0,64.0,28,28,0.1,0.1,4,4,0.0,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.7,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
