background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,noshow_high_low_focal,noshow_high_high_focal,noshow_threshold_class1_focal,n_paired_seeds,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,utilization_loss_magnitude,delta_realized_class1_noshow_rate,delta_realized_class1_noshow_rate_ci_low,delta_realized_class1_noshow_rate_ci_high,realized_exposure_active,direction_component
H3B0213,S181,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.5,0.0,0.7,9,20,-0.20987157534246575,-0.21219296725997386,-0.20755018342495765,0.20987157534246575,0.17342167780290615,0.17171677198470173,0.17512658362111058,True,supported
H3B0213,S181,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.5,0.0,0.7,12,20,-0.20987157534246575,-0.21219296725997386,-0.20755018342495765,0.20987157534246575,0.17342167780290615,0.17171677198470173,0.17512658362111058,True,supported
H3B0214,S182,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,0,12,0.5,0.5,0.5,0.5,0.5,0.7,4,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0214,S182,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,0,12,0.5,0.5,0.5,0.5,0.5,0.7,6,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0214,S182,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,0,12,0.5,0.5,0.5,0.5,0.5,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0214,S182,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,0,12,0.5,0.5,0.5,0.5,0.5,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0216,S184,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0.0,0.7,4,20,-0.32757705479452054,-0.33976508921880966,-0.3153890203702314,0.32757705479452054,0.18256543876558412,0.17627910079050033,0.18885177674066791,True,supported
H3B0216,S184,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0.0,0.7,6,20,-0.0008090753424657649,-0.0012656583580423068,-0.00035249232688922303,0.0008090753424657649,0.00045308979680719764,0.00020175648233500894,0.0007044231112793863,False,inconclusive
H3B0216,S184,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0.0,0.7,9,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0216,S184,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0.0,0.7,12,20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,False,inconclusive
H3B0217,S185,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,28,28,0.5,0.5,6,6,0.0,0.0,0.3,0.3,0,6,0.0,0.0,0.0,0.3,0.0,0.7,4,20,-0.020269691780821903,-0.02108849366646504,-0.019450889895178767,0.020269691780821903,0.013055006609553938,0.012536743979558944,0.013573269239548932,True,supported
