sweep,point,low,high,step,label,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,85,2,18264,11891,6326,18217,47,6110,874,4898,8.604658985787571,9.717626392929681,0.2681778361804643,0.41934931506849316,0.34725805566229345,102318.0,177026.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,86,1,18313,12642,5646,18288,25,6805,986,4846,9.093418762853979,9.700732720909887,0.26462076120788514,0.4148972602739726,0.30872703412073493,114959.0,177407.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,86,2,18188,11805,6366,18171,17,5963,824,5005,8.55959339263024,9.674041054427384,0.27518143831097425,0.4285102739726027,0.3503384513785702,101046.0,175787.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,87,1,18202,12616,5543,18159,43,6672,1069,4870,9.05350348763475,9.672559061622335,0.2675530161520712,0.4169520547945205,0.3052480863483672,114219.0,175644.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,87,2,18379,11835,6516,18351,28,6110,798,4920,8.586142796789185,9.702250558552667,0.2676968279014092,0.4212328767123288,0.35507601765571356,101617.0,178046.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,88,1,18136,12534,5565,18099,37,6643,965,4910,8.936253390777086,9.509696668324217,0.2707322452580503,0.4203767123287671,0.30747555113542185,112007.0,172116.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,88,2,18133,11820,6285,18105,28,6003,900,4902,8.464467005076141,9.540458436895886,0.27033585176198094,0.4196917808219178,0.3471416735708368,100050.0,172730.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,89,1,18393,12644,5716,18360,33,6739,1014,4879,9.024280291047138,9.651143790849673,0.26526395911488065,0.417722602739726,0.3113289760348584,114103.0,177195.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,89,2,18223,11850,6349,18199,24,6073,830,4930,8.58886075949367,9.673058959283477,0.270537233166877,0.4220890410958904,0.3488653222704544,101778.0,176040.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,90,1,18240,12589,5639,18228,12,6770,940,4864,9.077845738342997,9.687623436471362,0.26666666666666666,0.41643835616438357,0.3093592275619925,114281.0,176586.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,90,2,18259,11862,6377,18239,20,5989,908,4951,8.569549822964087,9.675694939415537,0.2711539514759844,0.42388698630136984,0.3496353966774494,101652.0,176475.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,91,1,18366,12692,5615,18307,59,6836,934,4903,9.107154112826978,9.724640847763151,0.26696068822824787,0.41977739726027397,0.3067132790735784,115588.0,178029.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,91,2,18284,11847,6378,18225,59,6001,951,4878,8.639908837680425,9.723621399176954,0.26679063662218333,0.41763698630136986,0.3499588477366255,102357.0,177213.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,92,1,18213,12569,5587,18156,57,6680,966,4913,9.069854403691622,9.709903062348534,0.2697523746774282,0.42063356164383564,0.3077219651905706,113999.0,176293.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,92,2,18435,11975,6396,18371,64,6184,910,4871,8.690187891440502,9.775461324914268,0.2642256577163005,0.4170376712328767,0.3481574220238419,104065.0,179585.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,93,1,18339,12739,5593,18332,7,6878,968,4876,9.123165083601538,9.740453851189178,0.2658814548230547,0.4174657534246575,0.3050949159938905,116220.0,178562.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,93,2,18189,11935,6245,18180,9,6113,850,4961,8.613741097612065,9.70093509350935,0.272747264830392,0.4247431506849315,0.3435093509350935,102805.0,176363.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,94,1,18219,12610,5593,18203,16,6651,936,5019,8.988977002379064,9.612371587101027,0.2754816400461057,0.42970890410958906,0.30725704554194366,113351.0,174974.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,94,2,18116,11774,6321,18095,21,6079,855,4833,8.599286563614744,9.661453440176844,0.26678074630161186,0.41378424657534246,0.34932301740812377,101248.0,174824.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,95,1,18434,12716,5656,18372,62,6878,992,4840,9.229396036489462,9.868168952754191,0.2625583161549311,0.4143835616438356,0.30785978663183106,117361.0,181298.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,95,2,18507,11969,6472,18441,66,6136,857,4968,8.696465870164593,9.834878802667967,0.2684389690387421,0.42534246575342466,0.3509571064475896,104088.0,181365.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,96,1,18087,12428,5654,18082,5,6618,1012,4793,9.014644351464435,9.62670058621834,0.2649969591419251,0.4103595890410959,0.3126866497068908,112034.0,174070.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,96,2,18330,11936,6386,18322,8,6106,900,4929,8.563756702412869,9.639449841720337,0.26890343698854335,0.42200342465753427,0.3485427355092239,102217.0,176614.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,97,1,18294,12699,5576,18275,19,6771,956,4959,9.056146153240412,9.667633378932969,0.27107248278123974,0.4245719178082192,0.30511627906976746,115004.0,176676.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,97,2,18188,11772,6397,18169,19,5995,841,4921,8.593357118586477,9.67758269580054,0.2705630085770838,0.4213184931506849,0.35208321866916176,101161.0,175832.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,98,1,18195,12490,5675,18165,30,6646,931,4901,8.992073658927142,9.616900633085605,0.2693597142071998,0.41960616438356163,0.31241398293421413,112311.0,174691.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,98,2,18300,11888,6374,18262,38,6056,900,4924,8.578314266487213,9.653926185521849,0.26907103825136613,0.4215753424657534,0.34903077428540136,101979.0,176300.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,99,1,18205,12683,5448,18131,74,6785,1013,4878,9.173618229125601,9.7770117478352,0.2679483658335622,0.41763698630136986,0.3004798411560311,116349.0,177267.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,99,2,18229,11828,6318,18146,83,6073,814,4938,8.670696652012175,9.783202909732172,0.2708870481101541,0.42277397260273974,0.34817590653587566,102557.0,177526.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,100,1,18369,12674,5626,18300,69,6801,950,4908,9.171768975856084,9.800273224043716,0.26718928629756655,0.4202054794520548,0.30743169398907105,116243.0,179345.0
fixed_step,2,0.1,0.4,0.30000000000000004,b₁=0.40,100,2,18328,11945,6313,18258,70,6130,837,4967,8.688237756383424,9.780260707635009,0.2710061108686163,0.4252568493150685,0.3457662394566765,103781.0,178568.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,1,1,18355,10892,7463,18355,0,5446,908,4534,8.173521850899743,8.79798420049033,0.2470171615363661,0.3881849315068493,0.40659220920730044,89026.0,161487.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,1,2,18110,11912,6198,18110,0,5666,1016,5226,7.878777703156481,8.801380452788514,0.2885698509110988,0.44743150684931504,0.3422418553285478,93852.0,159393.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,2,1,18260,11002,7258,18260,0,5469,910,4611,8.194873659334666,8.81407447973713,0.25251916757940857,0.394777397260274,0.39748083242059146,90160.0,160945.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,2,2,18152,11914,6238,18152,0,5755,992,5160,7.913631022326674,8.843984133979728,0.2842661965623623,0.4417808219178082,0.34365359189070077,94283.0,160536.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,3,1,18296,10989,7307,18296,0,5529,899,4558,8.202748202748202,8.836357673808482,0.24912549191080016,0.39023972602739726,0.3993769129864451,90140.0,161670.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,3,2,18289,12065,6224,18289,0,5826,937,5296,7.9638624119353505,8.895128219148122,0.28957296735742794,0.4534246575342466,0.34031384985510416,96084.0,162683.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,4,1,18265,10974,7291,18265,0,5456,872,4640,8.151084381264807,8.763044073364359,0.25403777716944975,0.3972602739726027,0.39917875718587464,89450.0,160057.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,4,2,18279,12153,6126,18279,0,5966,927,5245,7.903398337858965,8.82006674325729,0.28694129875813773,0.4490582191780822,0.3351386837354341,96050.0,161222.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,5,1,18312,10953,7359,18312,0,5340,913,4699,8.06893088651511,8.691349934469201,0.2566076889471385,0.40231164383561646,0.40186762778505897,88379.0,159156.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,5,2,17917,11892,6025,17917,0,5819,948,5124,7.779515640766902,8.686443042920132,0.28598537701624155,0.4386986301369863,0.33627281352905064,92514.0,155635.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,6,1,18431,11008,7423,18431,0,5555,923,4527,8.29732921511628,8.915251478487331,0.24561879442244045,0.38758561643835615,0.40274537464055127,91337.0,164317.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,6,2,18638,12162,6476,18638,0,5939,912,5305,7.978539713862851,8.947848481596738,0.2846335443717137,0.4541952054794521,0.34746217405301,97035.0,166770.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,7,1,18216,10859,7357,18216,0,5398,917,4537,8.388986094483839,9.017457180500658,0.24906675450153712,0.3884417808219178,0.40387571365832237,91096.0,164262.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,7,2,18351,12173,6178,18351,0,5953,958,5257,8.060790273556231,9.003705520135142,0.2864694022124135,0.45008561643835615,0.33665740286632884,98124.0,165227.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,8,1,18544,11069,7475,18544,0,5567,895,4605,8.236968109133617,8.887780414150129,0.24832830025884384,0.394263698630137,0.403095340811044,91175.0,164815.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,8,2,18183,11929,6254,18183,0,5776,928,5221,7.962276804426188,8.903866248693834,0.28713633613815104,0.44700342465753423,0.3439476434031788,94982.0,161899.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,9,1,18146,10823,7323,18146,0,5373,910,4537,8.039083433428809,8.633252507439655,0.2500275542819354,0.3884417808219178,0.40356001322605534,87007.0,156659.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,9,2,18169,12058,6111,18169,0,5822,929,5300,7.747553491457953,8.653695855578183,0.2917056524850019,0.4537671232876712,0.33634212119544277,93420.0,157229.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,10,1,18163,10880,7283,18163,0,5422,892,4552,8.143474264705882,8.728018499146616,0.2506193910697572,0.38972602739726026,0.40098001431481584,88601.0,158527.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,10,2,18018,12000,6018,18018,0,5752,968,5264,7.81525,8.722166722166723,0.29215229215229216,0.4506849315068493,0.333999333999334,93783.0,157156.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,11,1,18197,10712,7485,18197,0,5346,851,4507,8.313386855862584,8.944001758531627,0.2476781887124251,0.38587328767123286,0.41133153816563167,89053.0,162754.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,11,2,18337,12110,6227,18337,0,5807,960,5343,8.043848059454996,8.965697769537002,0.29137808801875986,0.4574486301369863,0.33958662812891965,97411.0,164404.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,12,1,18303,10889,7414,18303,0,5485,868,4532,8.182845073009458,8.809812599027483,0.24760968147298257,0.38801369863013696,0.40507020706987923,89103.0,161246.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,12,2,18234,12092,6142,18234,0,5796,1014,5274,7.885378762818393,8.800208401886586,0.28923988153998026,0.45154109589041097,0.336843259844247,95350.0,160463.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,13,1,18076,10877,7199,18076,0,5404,949,4522,8.225245931782661,8.842055764549679,0.25016596592166407,0.38715753424657534,0.39826289001991594,89466.0,159829.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,13,2,18226,11995,6231,18226,0,5773,986,5231,7.937557315548145,8.866180182157358,0.28700757160100954,0.4478595890410959,0.34187424558323276,95211.0,161595.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,14,1,18330,10874,7456,18330,0,5372,882,4619,8.15238182821409,8.785979268957993,0.2519912711402073,0.3954623287671233,0.40676486633933445,88649.0,161047.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,14,2,18122,11987,6135,18122,0,5808,958,5220,7.912154834403937,8.823198322480962,0.28804767685685906,0.4469178082191781,0.3385387926277453,94843.0,159894.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,15,1,18233,10880,7353,18233,0,5400,905,4569,8.198161764705882,8.84637744748533,0.2505895903032962,0.3911815068493151,0.40327976745461525,89196.0,161296.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,15,2,18279,12143,6136,18279,0,5953,947,5239,7.908836366630981,8.830297062202527,0.2866130532304831,0.4485445205479452,0.3356857596148586,96037.0,161409.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,16,1,18202,10859,7343,18202,0,5461,838,4558,8.27921539736624,8.887924403911658,0.25041204263267774,0.39023972602739726,0.4034172069003406,89904.0,161778.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,16,2,18227,12159,6068,18227,0,5860,988,5305,7.926145242207419,8.847863060295166,0.29105173643495913,0.4541952054794521,0.33291271191090144,96374.0,161270.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,17,1,18209,10856,7353,18209,0,5379,948,4524,8.03500368459838,8.629468943928826,0.2484485693887638,0.3873287671232877,0.4038113021033555,87228.0,157134.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,17,2,17979,11922,6057,17979,0,5713,974,5231,7.7235363194094955,8.621280382668669,0.29095055342343845,0.4478595890410959,0.3368930418821959,92080.0,155002.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,18,1,18195,10927,7268,18195,0,5368,863,4691,8.085110277294774,8.690244572684804,0.25781808189062927,0.4016267123287671,0.3994503984611157,88346.0,158119.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,18,2,18123,11950,6173,18123,0,5815,915,5218,7.836485355648535,8.739943717927495,0.28792142581250346,0.44674657534246576,0.34061689565745185,93646.0,158394.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,19,1,18477,10993,7484,18477,0,5571,879,4537,8.287637587555718,8.91410943334957,0.24554851978134978,0.3884417808219178,0.40504410889213616,91106.0,164706.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,19,2,18358,12106,6252,18358,0,5856,941,5306,7.994630761605816,8.932400043577731,0.2890293060246214,0.4542808219178082,0.34055997385336095,96783.0,163981.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,20,1,18227,10732,7495,18227,0,5317,910,4496,8.299478196049199,8.941734789049212,0.2466670324244253,0.38493150684931504,0.4112031601470346,89070.0,162981.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,20,2,18490,12106,6384,18490,0,5842,1043,5218,7.989426730546836,8.929367225527312,0.2822065981611682,0.44674657534246576,0.34526771227690645,96720.0,165104.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,21,1,18430,11069,7361,18430,0,5537,907,4617,8.304724907399043,8.911937059142701,0.25051546391752577,0.39529109589041095,0.3994031470428649,91925.0,164247.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,21,2,18304,11934,6370,18304,0,5802,943,5179,7.997486173956762,8.9491368006993,0.2829436188811189,0.44340753424657536,0.34801136363636365,95442.0,163805.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,22,1,18099,10902,7197,18099,0,5485,884,4520,8.284443221427262,8.888391623846621,0.24973755456102548,0.386986301369863,0.3976462787999337,90317.0,160871.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,22,2,18318,12141,6177,18318,0,5865,961,5310,7.896631249485216,8.840484769079595,0.28987880773010155,0.4546232876712329,0.3372093023255814,95873.0,161940.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,23,1,18159,10802,7357,18159,0,5356,919,4526,8.133586372893909,8.763533234208932,0.2492427997136406,0.3875,0.40514345503607024,87859.0,159137.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,23,2,18198,12021,6177,18198,0,5807,946,5268,7.886781465768239,8.796131443015716,0.2894823606989779,0.45102739726027397,0.3394329047148038,94807.0,160072.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,24,1,18215,10892,7323,18215,0,5474,891,4524,8.171134777818583,8.794564919022783,0.2483667307164425,0.3873287671232877,0.4020312928904749,89000.0,160193.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,24,2,18074,12032,6042,18074,0,5771,961,5297,7.87109375,8.784497067610932,0.29307292243001,0.45351027397260274,0.3342923536571871,94705.0,158771.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,25,1,18378,10896,7482,18378,0,5409,922,4563,8.159599853157122,8.777070410273152,0.24828599412340843,0.39066780821917807,0.4071172053542279,88907.0,161305.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,25,2,18273,12053,6220,18273,0,5881,945,5223,7.898531485937111,8.818092267279592,0.28583155475291416,0.44717465753424657,0.3403929294587643,95201.0,161133.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,26,1,18377,10916,7461,18377,0,5506,883,4527,8.242304873580066,8.829460738967187,0.24634053436360667,0.38758561643835615,0.40599662621755456,89973.0,162259.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,26,2,18173,12028,6145,18173,0,5739,995,5294,7.876870635184569,8.805865844934793,0.29131128597369726,0.45325342465753427,0.33813899741374565,94743.0,160029.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,27,1,18466,11017,7449,18466,0,5582,916,4512,8.366887537442135,9.001407993068343,0.24434095093685693,0.3863013698630137,0.4033900140799307,92178.0,166220.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,27,2,18200,12078,6122,18200,0,5835,1022,5216,8.055803941049843,8.996593406593407,0.2865934065934066,0.4465753424657534,0.3363736263736264,97298.0,163738.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,28,1,18218,10936,7282,18218,0,5480,914,4541,8.241678858814923,8.839170051597321,0.24925897464046548,0.38878424657534244,0.39971456800966076,90131.0,161032.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,28,2,18173,12026,6147,18173,0,5834,939,5251,7.969482787294196,8.892312771694272,0.28894513839212016,0.4495719178082192,0.33824905078963297,95841.0,161600.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,29,1,18336,10962,7374,18336,0,5486,858,4611,8.239737274220033,8.884980366492147,0.25147251308900526,0.394777397260274,0.40215968586387435,90324.0,162915.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,29,2,18249,12061,6188,18249,0,5844,960,5255,7.948345908299478,8.883336073209492,0.2879609841635158,0.4499143835616438,0.33908707326428844,95865.0,162112.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,30,1,18194,10792,7402,18194,0,5399,925,4462,8.33126389918458,8.920523249422887,0.24524568539078817,0.38202054794520546,0.40683741892931735,89911.0,162300.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,30,2,18356,12183,6173,18356,0,5896,920,5365,7.989493556595256,8.915994770102419,0.29227500544781,0.4593321917808219,0.3362933100893441,97336.0,163662.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,31,1,18293,10890,7403,18293,0,5422,945,4519,8.28475665748393,8.896080467938555,0.24703438473733122,0.38690068493150687,0.4046903187011425,90221.0,162736.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,31,2,18219,11988,6231,18219,0,5789,921,5276,7.901568234901569,8.847960919918766,0.2895877929633899,0.4517123287671233,0.3420055985509633,94724.0,161201.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,32,1,18150,10996,7154,18150,0,5532,927,4533,8.33048381229538,8.921322314049586,0.24975206611570247,0.38809931506849316,0.3941597796143251,91602.0,161922.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,32,2,18291,11966,6325,18291,0,5740,978,5243,7.97885676082233,8.935432726477503,0.28664370455415233,0.44888698630136986,0.34579848012683834,95475.0,163438.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,33,1,18183,10875,7308,18183,0,5444,904,4524,8.2903908045977,8.921080129791564,0.24880382775119617,0.3873287671232877,0.4019138755980861,90158.0,162212.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,33,2,18297,12025,6272,18297,0,5791,979,5252,7.967484407484408,8.915614581625404,0.2870415915177352,0.44965753424657534,0.3427884352626114,95809.0,163129.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,34,1,18129,10913,7216,18129,0,5455,890,4564,8.180243745991019,8.793590380054058,0.2517513376358321,0.39075342465753427,0.3980362954382481,89271.0,159419.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,34,2,18108,12036,6072,18108,0,5806,907,5320,7.851196410767697,8.77562403357632,0.2937927987629777,0.4554794520547945,0.3353214049039099,94497.0,158909.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,35,1,18218,10862,7356,18218,0,5535,881,4437,8.342662493095194,8.958118344494457,0.24355033483368096,0.37988013698630135,0.40377648479525746,90618.0,163199.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,35,2,18555,12298,6257,18555,0,5941,959,5390,7.972434542201984,8.910428455941794,0.2904877391538669,0.461472602739726,0.3372136890326058,98045.0,165333.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,36,1,18278,10829,7449,18278,0,5420,835,4569,8.092067596269278,8.703851624904257,0.24997264470948682,0.3911815068493151,0.40753911806543386,87629.0,159089.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,36,2,18339,12228,6111,18339,0,5951,1003,5268,7.822211318285901,8.731119472163149,0.2872566661213807,0.45102739726027397,0.3332242761328317,95650.0,160120.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,37,1,18195,10825,7370,18195,0,5395,937,4490,8.251454965357969,8.864028579280022,0.2467710909590547,0.3844178082191781,0.4050563341577356,89322.0,161281.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,37,2,18332,12152,6180,18332,0,5883,921,5345,7.909315339038842,8.836297185249837,0.2915666593934104,0.4576198630136986,0.3371154265764783,96114.0,161987.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,38,1,18211,10854,7357,18211,0,5437,857,4557,8.22277501381979,8.838778760090056,0.25023337543243096,0.3901541095890411,0.40398660150458515,89250.0,160963.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,38,2,18222,12074,6148,18222,0,5829,1010,5230,7.9410303130694055,8.86554714081879,0.28701569531335747,0.4477739726027397,0.3373943584677862,95880.0,161548.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,39,1,18289,10867,7422,18289,0,5439,881,4543,8.029723014631452,8.65859259664279,0.2484006780031713,0.3889554794520548,0.4058177046311991,87259.0,158357.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,39,2,17941,11882,6059,17941,0,5638,952,5283,7.789766032654435,8.694944540438103,0.2944651914608996,0.45231164383561645,0.3377180759155008,92558.0,155996.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,40,1,18374,10945,7429,18374,0,5492,860,4591,8.295203289173138,8.936976161967998,0.24986393817350605,0.3930650684931507,0.4043213236094481,90791.0,164208.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,40,2,18318,12091,6227,18318,0,5876,963,5247,8.07782648250765,9.001473960039306,0.28643956763838846,0.44922945205479453,0.3399388579539251,97669.0,164889.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,41,1,18463,11027,7436,18463,0,5500,901,4621,8.154529790514193,8.779775767751719,0.2502843524887613,0.3956335616438356,0.40275144884363323,89920.0,162101.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,41,2,18062,11977,6085,18062,0,5821,906,5245,7.851381815145696,8.775772339718747,0.2903886612778208,0.4490582191780822,0.33689513896578455,94036.0,158508.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,42,1,18328,10896,7432,18328,0,5503,912,4480,8.204478707782673,8.819074639895243,0.24443474465298995,0.3835616438356164,0.40549978175469226,89396.0,161636.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,42,2,18131,12013,6118,18131,0,5740,950,5321,7.875801215350037,8.80105895979262,0.29347526336109425,0.4555650684931507,0.3374331255860129,94612.0,159572.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,43,1,18361,11028,7333,18361,0,5584,897,4534,8.35854189336235,8.980284298240836,0.24693644137029575,0.3881849315068493,0.3993791187843799,92178.0,164887.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,43,2,18314,12234,6080,18314,0,5994,970,5265,7.984796468857283,8.921699246478104,0.2874849841651196,0.4507705479452055,0.3319864584470897,97686.0,163392.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,44,1,18253,10887,7366,18253,0,5430,898,4557,8.169284467713787,8.802279077411931,0.24965759053306305,0.3901541095890411,0.40355010135320224,88939.0,160668.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,44,2,18384,12114,6270,18384,0,5889,971,5252,7.917368334158825,8.84769364664926,0.28568320278503045,0.44965753424657534,0.3410574412532637,95911.0,162656.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,45,1,18402,11021,7381,18402,0,5540,914,4560,8.39651574267308,9.014128899032714,0.24779915226605803,0.3904109589041096,0.40109770677100315,92538.0,165878.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,45,2,18416,12129,6287,18416,0,5903,958,5263,8.018715475307115,8.977085143353605,0.2857841007819288,0.45059931506849316,0.3413879235447437,97259.0,165322.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,46,1,18368,11008,7360,18368,0,5570,927,4510,8.294785610465116,8.90701219512195,0.24553571428571427,0.3861301369863014,0.40069686411149824,91309.0,163604.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,46,2,18299,12121,6178,18299,0,5887,949,5283,7.978879630393532,8.926717306956665,0.2887043007814635,0.45231164383561645,0.33761407727198206,96712.0,163350.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,47,1,18275,11057,7218,18275,0,5644,929,4481,8.22890476621145,8.856580027359781,0.2451983584131327,0.3836472602739726,0.3949658002735978,90987.0,161854.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,47,2,18165,12085,6080,18165,0,5815,958,5312,7.933471245345469,8.868538398018167,0.29243049821084505,0.4547945205479452,0.33470960638590697,95876.0,161097.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,48,1,18284,10994,7290,18284,0,5481,889,4617,8.343096234309623,8.961879238678627,0.2525158608619558,0.39529109589041095,0.3987092539925618,91724.0,163859.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,48,2,18296,12093,6203,18296,0,5931,961,5188,8.051682791697676,8.982509838216004,0.28355924792304327,0.44417808219178084,0.3390358548316572,97369.0,164344.0
fixed_step,3,0.2,0.5,0.3,b₁=0.50,49,1,18135,10817,7318,18135,0,5439,908,4469,8.241841545715078,8.828453267162944,0.24642955610697545,0.38261986301369866,0.40352908740005516,89152.0,160104.0
