hypothesis,background_id,stage1_classification,selection_reason,source_scenario_ids,scenario_type,rho,demand_regime,class1_share,slots_per_day,horizon_class1,horizon_class2,cancel_class2_background,n_paired_seeds,delta_class1_served_rate,delta_class1_served_rate_ci_low,delta_class1_served_rate_ci_high,class1_served_component,delta_class2_served_rate,delta_class2_served_rate_ci_low,delta_class2_served_rate_ci_high,delta_mean_offered_delay,delta_mean_offered_delay_ci_low,delta_mean_offered_delay_ci_high,offered_delay_component,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,class1_served_monotonic_fraction,offered_delay_monotonic_fraction,cancel_class1,cancel_class2,n_supported_targets,n_reversed_targets,n_inconclusive_targets,n_inactive_targets,n_loss_matched_targets,failure_component,lambda_total,lambda_class1,lambda_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h5_steps,n_active_primary_comparisons,n_supported_primary_comparisons,n_reversed_primary_comparisons,n_strong_selection_primary_comparisons,valid_h6_thresholds,n_transitions,n_exposed_transitions,spearman_bucket_mass_vs_jump,median_bucket_mass,largest_jump_lower_threshold,largest_jump_higher_threshold,largest_jump_bucket_delay,largest_jump_bucket_mass,largest_absolute_served_rate_jump,largest_jump_material,largest_jump_in_upper_mass_half,valid_h7_gaps,n_active_gaps,n_supported_gap_comparisons,n_reversed_gap_comparisons,n_inconclusive_gap_comparisons,n_complete_paired_seeds,average_pre_minus_post_absolute_served_gap,average_pre_minus_post_absolute_served_gap_ci_low,average_pre_minus_post_absolute_served_gap_ci_high,start_within_step,start_post_gap,baseline_class1_low,baseline_class1_high,baseline_class2_low,baseline_class2_high,mean_class1_low_regime_offer_share,mean_class1_high_regime_offer_share,mean_class2_high_regime_offer_share,exposure_active,delta_step_effect,delta_step_effect_ci_low,delta_step_effect_ci_high,absolute_step_effect,delta_gap_effect,delta_gap_effect_ci_low,delta_gap_effect_ci_high,absolute_gap_effect,absolute_effect_difference,absolute_effect_difference_ci_low,absolute_effect_difference_ci_high,share_seeds_gap_effect_larger,baseline_equal_noshow_high,mean_class1_arrivals,mean_class2_arrivals,estimated_class1_post_threshold_accepted_share,estimated_class2_post_threshold_accepted_share,mean_absolute_common_utilization_effect,mean_absolute_gap_utilization_effect,common_minus_gap_utilization_effect,common_minus_gap_utilization_effect_ci_low,common_minus_gap_utilization_effect_ci_high,mean_absolute_common_served_gap_effect,mean_absolute_between_gap_effect,gap_minus_common_served_gap_effect,gap_minus_common_served_gap_effect_ci_low,gap_minus_common_served_gap_effect_ci_high,utilization_component,served_gap_component
H1,H1B0345,reversed,stage1_reversed,X090,asymmetric_stress,1.25,low,0.9,32.0,14.0,14.0,0.5,20.0,0.5006939963669079,0.4965004291325223,0.5048875636012935,reversed,0.5456209592572773,0.538045142469048,0.5531967760455065,-4.631450994606992,-4.6525124763189405,-4.610389512895044,supported,0.6315753424657534,0.6277899312539821,0.6353607536775248,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H1B0358,reversed,stage1_reversed,X103,asymmetric_stress,3.1,high,0.7,64.0,14.0,14.0,0.5,20.0,0.0752675928173528,0.0740191730120948,0.0765160126226109,reversed,0.3214800946640765,0.3199927311021625,0.3229674582259905,-9.03016055415909,-9.038569540429345,-9.021751567888836,supported,0.4594627568493151,0.4579295371739602,0.46099597652467,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H1B0368,reversed,stage1_reversed,X113,asymmetric_stress,2.0,boundary,0.7,16.0,21.0,21.0,0.0,20.0,0.0370811714526889,0.0330540587452117,0.0411082841601661,reversed,0.6655008682645989,0.6616009085433868,0.6694008279858109,-16.52795935929107,-16.554691790348123,-16.50122692823402,supported,0.4310873287671232,0.4281359976584243,0.4340386598758222,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H1B0370,reversed,stage1_reversed,X115,asymmetric_stress,2.0,boundary,0.9,32.0,14.0,7.0,0.3,20.0,0.1696387934233759,0.163637747779037,0.1756398390677147,reversed,0.3289994000027715,0.3235125674205128,0.3344862325850303,-3.272354129338878,-3.304089728503119,-3.2406185301746366,supported,0.3689897260273973,0.3604466197558429,0.3775328322989517,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H1B0374,reversed,stage1_reversed,X119,asymmetric_stress,4.0,high,0.7,32.0,7.0,7.0,0.3,20.0,0.0204963547851489,0.0191910786647509,0.0218016309055469,reversed,0.1852850688715799,0.1836920392526443,0.1868780984905156,-1.383615233729187,-1.389987360017462,-1.3772431074409115,supported,0.2789297945205479,0.2757097002604208,0.2821498887806751,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H1B0379,reversed,stage1_reversed,X124,asymmetric_stress,3.1,high,0.9,64.0,14.0,28.0,0.1,20.0,0.1577591241201131,0.1568725929099644,0.1586456553302617,reversed,0.5897970953985854,0.5873993931866469,0.5921947976105238,-8.583851360841612,-8.59599574287775,-8.571706978805473,supported,0.6204644691780822,0.619273297210178,0.6216556411459864,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H1B0380,reversed,stage1_reversed,X125,asymmetric_stress,1.25,low,0.7,16.0,14.0,28.0,0.1,20.0,0.0209790410950909,0.0135596209229999,0.0283984612671818,reversed,0.6300637094615184,0.6207217439749722,0.6394056749480646,-6.893703256982652,-7.003155455580301,-6.784251058385002,supported,0.2553767123287671,0.2515003094760634,0.2592531151814709,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,H2B0001,inconclusive,uncertainty_limited_inconclusive,A001,anchor,0.8,,0.1,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,0.0,0.0,3.0,0.0,2.0,loss_matching_failed;utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,H2B0114,inconclusive,uncertainty_limited_inconclusive,S082,sobol_symmetric,0.8,,0.7,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.3,0.3,1.0,0.0,2.0,0.0,3.0,utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,H2B0191,reversed,stage1_reversed,S159,sobol_symmetric,0.8,,0.3,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.1,0.0,1.0,2.0,0.0,3.0,utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,H2B0254,supported,uncertainty_limited_inconclusive,S222,sobol_symmetric,1.25,,0.9,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.3,0.3,2.0,0.0,1.0,0.0,3.0,balk_served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,H2B0294,inconclusive,stage1_reversed,X044,asymmetric_stress,4.0,,0.3,32.0,28.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,3.0,balk_served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,H2B0346,inconclusive,uncertainty_limited_inconclusive,X112,asymmetric_stress,0.8,,0.7,16.0,28.0,14.0,,,,,,,,,,,,,,,,,,,0.3,0.3,1.0,0.0,2.0,0.0,3.0,utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0027,reversed,stage1_reversed,A027,anchor,1.25,,0.5,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,one_or_more_primary_comparisons_reversed,20.0,10.0,10.0,6.0,6.0,0.0,0.0,0.0,0.3,9.0,9.0,0.0,0.0,0.3,0.3,0.0;0.1;0.3;0.5,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0028,reversed,stage1_reversed,A028,anchor,1.25,,0.5,64.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,one_or_more_primary_comparisons_reversed,80.0,40.0,40.0,6.0,6.0,0.0,0.0,0.0,0.3,9.0,9.0,0.0,0.0,0.3,0.3,0.0;0.1;0.3;0.5,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0038,reversed,stage1_reversed,S006,sobol_symmetric,1.25,,0.9,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,one_or_more_primary_comparisons_reversed,20.0,18.0,2.0,4.0,4.0,0.0,0.0,0.0,0.3,9.0,9.0,0.0,0.0,0.5,0.5,0.0;0.1;0.3;0.5,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0060,reversed,stage1_reversed,S028,sobol_symmetric,3.1,,0.9,32.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,one_or_more_primary_comparisons_reversed,99.2,89.28,9.919999999999998,6.0,6.0,0.3,0.3,0.3,0.5,9.0,9.0,0.5,0.5,0.7,0.7,0.0;0.1;0.3,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0120,reversed,stage1_reversed,S088,sobol_symmetric,2.0,,0.5,64.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,one_or_more_primary_comparisons_reversed,128.0,64.0,64.0,6.0,6.0,0.0,0.0,0.0,0.7,9.0,9.0,0.0,0.0,0.5,0.5,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0126,reversed,stage1_reversed,S094,sobol_symmetric,2.0,,0.5,32.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,one_or_more_primary_comparisons_reversed,64.0,32.0,32.0,9.0,9.0,0.1,0.1,0.1,0.5,9.0,9.0,0.0,0.0,0.7,0.7,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0128,reversed,stage1_reversed,S096,sobol_symmetric,3.1,,0.9,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,one_or_more_primary_comparisons_reversed,49.6,44.64,4.959999999999999,4.0,4.0,0.0,0.0,0.0,0.3,6.0,6.0,0.3,0.3,0.7,0.7,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0159,reversed,stage1_reversed,S127,sobol_symmetric,1.25,,0.3,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,one_or_more_primary_comparisons_reversed,20.0,6.0,14.0,6.0,6.0,0.1,0.1,0.1,0.3,6.0,6.0,0.5,0.5,0.7,0.7,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0206,reversed,stage1_reversed,S174,sobol_symmetric,2.0,,0.7,16.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,one_or_more_primary_comparisons_reversed,32.0,22.4,9.6,4.0,4.0,0.0,0.0,0.0,0.7,4.0,4.0,0.0,0.0,0.5,0.5,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0263,reversed,stage1_reversed,X007,asymmetric_stress,2.0,,0.5,32.0,14.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,one_or_more_primary_comparisons_reversed,64.0,32.0,32.0,9.0,9.0,0.1,0.1,0.1,0.5,9.0,9.0,0.0,0.0,0.5,0.7,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0277,reversed,stage1_reversed,X021,asymmetric_stress,3.1,,0.9,16.0,28.0,21.0,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,one_or_more_primary_comparisons_reversed,49.6,44.64,4.959999999999999,4.0,4.0,0.0,0.0,0.0,0.3,6.0,6.0,0.3,0.3,0.7,0.3,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0279,reversed,stage1_reversed,X023,asymmetric_stress,3.1,,0.9,32.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,one_or_more_primary_comparisons_reversed,99.2,89.28,9.919999999999998,4.0,6.0,0.3,0.3,0.3,0.5,9.0,9.0,0.5,0.5,0.7,0.7,0.0;0.1;0.3,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0290,reversed,stage1_reversed,X034,asymmetric_stress,1.25,,0.9,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,one_or_more_primary_comparisons_reversed,20.0,18.0,2.0,4.0,4.0,0.0,0.0,0.0,0.3,6.0,9.0,0.0,0.5,0.5,0.5,0.0;0.1;0.3;0.5,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0325,reversed,stage1_reversed,X070,asymmetric_stress,4.0,,0.3,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.5,,,,,,one_or_more_primary_comparisons_reversed,64.0,19.2,44.8,4.0,12.0,0.1,0.0,0.1,0.5,6.0,6.0,0.0,0.0,0.5,0.5,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0335,reversed,stage1_reversed,X080,asymmetric_stress,2.0,,0.5,32.0,14.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,one_or_more_primary_comparisons_reversed,64.0,32.0,32.0,9.0,9.0,0.1,0.1,0.1,0.5,9.0,9.0,0.0,0.0,0.7,0.7,0.0;0.1;0.3;0.5,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0343,reversed,stage1_reversed,X088,asymmetric_stress,4.0,,0.7,32.0,21.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.5,,,,,,one_or_more_primary_comparisons_reversed,128.0,89.6,38.400000000000006,9.0,12.0,0.3,0.3,0.3,0.3,12.0,12.0,0.0,0.0,0.5,0.5,0.0;0.1;0.3,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,H5B0357,reversed,stage1_reversed,X103,asymmetric_stress,3.1,,0.7,64.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.5,,,,,,one_or_more_primary_comparisons_reversed,198.4,138.88,59.52000000000001,4.0,4.0,0.1,0.1,0.1,0.1,9.0,9.0,0.0,0.0,0.5,0.7,0.0;0.1;0.3;0.5,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,H6B0013,reversed,stage1_reversed,A013,anchor,4.0,,0.5,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,bucket_mass_jump_relationship_reversed,64.0,32.0,32.0,0.0,9.0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,0;1;2;3;4;5;6;7;8;9;10;11;12,12.0,12.0,-0.8531468531468532,0.0323982133246595,1.0,2.0,2.0,0.0313171186081949,0.0079465308180969,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,H6B0014,reversed,stage1_reversed,A014,anchor,4.0,,0.7,32.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,bucket_mass_jump_relationship_reversed,128.0,89.6,38.400000000000006,0.0,9.0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,0;1;2;3;4;5;6;7;8;9;10;11;12,12.0,12.0,-0.9510489510489512,0.0348987529624383,0.0,1.0,1.0,0.032412581220168,0.0061718521269966,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,H6B0092,reversed,stage1_reversed,S060,sobol_symmetric,4.0,,0.5,32.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,bucket_mass_jump_relationship_reversed,128.0,64.0,64.0,0.0,4.0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,0;1;2;3;4;5,5.0,5.0,-0.8999999999999998,0.04408545867889,1.0,2.0,2.0,0.0435845959737871,0.0087573815694264,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,H6B0160,reversed,stage1_reversed,S128,sobol_symmetric,3.1,,0.5,64.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,bucket_mass_jump_relationship_reversed,198.4,99.2,99.2,0.0,4.0,0.3,0.3,0.5,0.5,4.0,4.0,0.0,0.0,0.3,0.3,,,,,,0;1;2;3;4;5,5.0,5.0,-0.7,0.1646513654398843,0.0,1.0,1.0,0.1493224336948455,0.0160534604522228,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,H6B0322,reversed,stage1_reversed,X070,asymmetric_stress,4.0,,0.3,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.5,,,,,,bucket_mass_jump_relationship_reversed,64.0,19.2,44.8,0.0,12.0,0.1,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.5,0.5,,,,,,0;1;2;3;4;5;6;7;8;9;10;11;12,12.0,12.0,-0.9370629370629372,0.0861791475167003,1.0,2.0,2.0,0.0659436360907133,0.0188973141770067,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0019,reversed,stage1_reversed,A019,anchor,3.1,,0.5,32.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,99.2,49.6,49.6,4.0,4.0,0.5,0.5,0.7,0.7,4.0,4.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0382066544654303,-0.0398444989835956,-0.036568809947265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0027,reversed,stage1_reversed,A027,anchor,1.25,,0.5,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,20.0,10.0,10.0,6.0,6.0,0.0,0.0,0.3,0.3,9.0,9.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30,4.0,0.0,3.0,1.0,20.0,-0.0275274341755773,-0.0337562704585207,-0.021298597892634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0028,reversed,stage1_reversed,A028,anchor,1.25,,0.5,64.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,80.0,40.0,40.0,6.0,6.0,0.0,0.0,0.3,0.3,9.0,9.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30,4.0,1.0,3.0,0.0,20.0,-0.0306529014489203,-0.0338053284188018,-0.0275004744790388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0035,inconclusive,uncertainty_limited_inconclusive,S003,sobol_symmetric,2.0,,0.1,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_inconclusive,32.0,3.2,28.8,6.0,6.0,0.3,0.3,0.7,0.7,4.0,4.0,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30,4.0,1.0,0.0,3.0,20.0,0.0034169270455641,-0.0003916842734174,0.0072255383645457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0038,reversed,stage1_reversed,S006,sobol_symmetric,1.25,,0.9,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,20.0,18.0,2.0,4.0,4.0,0.0,0.0,0.3,0.3,9.0,9.0,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30,4.0,0.0,3.0,1.0,20.0,-0.0544212112346044,-0.0603328676545964,-0.0485095548146124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0060,reversed,stage1_reversed,S028,sobol_symmetric,3.1,,0.9,32.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,99.2,89.28,9.919999999999998,6.0,6.0,0.3,0.3,0.5,0.5,9.0,9.0,0.5,0.5,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,2.0,1.0,20.0,-0.0065137748877684,-0.0089504527158817,-0.0040770970596551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0061,reversed,stage1_reversed,S029,sobol_symmetric,4.0,,0.1,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,64.0,6.4,57.6,4.0,4.0,0.0,0.0,0.7,0.7,4.0,4.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,1.0,4.0,0.0,20.0,-0.0137208769318928,-0.0166053571521715,-0.0108363967116142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0064,reversed,stage1_reversed,S032,sobol_symmetric,3.1,,0.7,32.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,99.2,69.44,29.760000000000005,6.0,6.0,0.5,0.5,0.7,0.7,6.0,6.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0787970636993176,-0.0812030726609406,-0.0763910547376947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0073,reversed,stage1_reversed,S041,sobol_symmetric,2.0,,0.3,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,32.0,9.6,22.4,4.0,4.0,0.1,0.1,0.3,0.3,9.0,9.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,2.0,1.0,20.0,-0.0138071415972804,-0.0176420016929463,-0.0099722815016145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0092,reversed,stage1_reversed,S060,sobol_symmetric,4.0,,0.5,32.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,128.0,64.0,64.0,4.0,4.0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.0327399525435743,-0.0343919344886788,-0.0310879705984697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0110,reversed,stage1_reversed,S078,sobol_symmetric,2.0,,0.7,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,32.0,22.4,9.6,4.0,4.0,0.3,0.3,0.5,0.5,6.0,6.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,2.0,0.0,2.0,0.0,20.0,-0.1149602396826488,-0.1187314835889907,-0.1111889957763069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0117,reversed,stage1_reversed,S085,sobol_symmetric,4.0,,0.1,16.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,64.0,6.4,57.6,4.0,4.0,0.3,0.3,0.7,0.7,4.0,4.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30,4.0,1.0,3.0,0.0,20.0,-0.0082016055452795,-0.0108925730114776,-0.0055106380790815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0120,reversed,stage1_reversed,S088,sobol_symmetric,2.0,,0.5,64.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,128.0,64.0,64.0,6.0,6.0,0.0,0.0,0.7,0.7,9.0,9.0,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.0683876437290191,-0.0699106758922177,-0.0668646115658206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
