background_id,source_scenario_ids,scenario_type,target_loss_share,balk_probability,noshow_probability,estimated_balk_loss_share,estimated_noshow_loss_share,estimated_match_gap,balk_target_error,noshow_target_error,balk_attainable,noshow_attainable,calibration_valid,n_calibration_seeds,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2
H2B0064,S032,sobol_symmetric,0.05,0.10895997085447885,0.12421166120600126,0.04886466155952137,0.048348792971797054,0.0005158685877243163,0.0011353384404786324,0.0016512070282029487,True,True,True,3,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.0,0.0,0,6,0.0,0.5,0.0,0.7,0,6,0.0,0.0,0.0,0.1
H2B0064,S032,sobol_symmetric,0.1,0.19850469822197925,0.24842332241200252,0.09634847414852275,0.09805983931115035,0.0017113651626275983,0.0036515258514772525,0.0019401606888496542,True,True,True,3,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.0,0.0,0,6,0.0,0.5,0.0,0.7,0,6,0.0,0.0,0.0,0.1
H2B0064,S032,sobol_symmetric,0.2,0.3162102652334833,0.49684664482400503,0.17922404348087217,0.19858492111246942,0.019360877631597245,0.020775956519127836,0.0014150788875305909,False,True,False,3,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.0,0.0,0,6,0.0,0.5,0.0,0.7,0,6,0.0,0.0,0.0,0.1
H2B0065,S033,sobol_symmetric,0.05,0.05,0.152199529484673,0.04887514640373858,0.051071452948760365,0.0021963065450217867,0.0011248535962614242,0.0010714529487603625,True,True,True,3,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0,4,0.0,0.5,0.0,0.5
H2B0065,S033,sobol_symmetric,0.1,0.1010073205785337,0.304399058969346,0.10042488417534813,0.10185993698640529,0.001435052811057158,0.0004248841753481253,0.0018599369864052834,True,True,True,3,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0,4,0.0,0.5,0.0,0.5
H2B0065,S033,sobol_symmetric,0.2,0.2,0.5960072885673312,0.20234523562994414,0.19976079243526942,0.0025844431946747126,0.0023452356299441257,0.0002392075647305869,True,True,True,3,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.5,0.5,0,4,0.0,0.0,0.0,0.0,0,4,0.0,0.5,0.0,0.5
H2B0066,S034,sobol_symmetric,0.05,0.05,0.06040024065703648,0.04814137082695528,0.05053226161995953,0.0023908907930042522,0.001858629173044725,0.0005322616199595273,True,True,True,3,1.25,0.9,16,20.0,18.0,2.0,21,21,0.1,0.1,0,9,0.0,0.5,0.0,0.5,0,12,0.0,0.0,0.0,0.5
H2B0066,S034,sobol_symmetric,0.1,0.09842313640373117,0.12080048131407296,0.09990058621720488,0.10091093754904601,0.0010103513318411306,9.941378279512691e-05,0.0009109375490460037,True,True,True,3,1.25,0.9,16,20.0,18.0,2.0,21,21,0.1,0.1,0,9,0.0,0.5,0.0,0.5,0,12,0.0,0.0,0.0,0.5
H2B0066,S034,sobol_symmetric,0.2,0.20311513597500577,0.24160096262814593,0.2016908717001691,0.1997235487415404,0.0019673229586286978,0.0016908717001690998,0.00027645125845959795,True,True,True,3,1.25,0.9,16,20.0,18.0,2.0,21,21,0.1,0.1,0,9,0.0,0.5,0.0,0.5,0,12,0.0,0.0,0.0,0.5
H2B0067,S035,sobol_symmetric,0.05,0.05,0.05033505712288101,0.048597493450173855,0.04933823807653176,0.0007407446263579046,0.0014025065498261477,0.0006617619234682431,True,True,True,3,1.25,0.3,32,40.0,12.0,28.0,14,14,0.0,0.0,0,12,0.0,0.0,0.0,0.5,0,9,0.0,0.0,0.0,0.0
H2B0067,S035,sobol_symmetric,0.1,0.10031903192851183,0.10067011424576203,0.09967347210409216,0.09936427146305171,0.0003092006410404524,0.00032652789590784104,0.0006357285369482935,True,True,True,3,1.25,0.3,32,40.0,12.0,28.0,14,14,0.0,0.0,0,12,0.0,0.0,0.0,0.5,0,9,0.0,0.0,0.0,0.0
H2B0067,S035,sobol_symmetric,0.2,0.2,0.20134022849152405,0.19588125446392227,0.19750045955293552,0.0016192050890132537,0.004118745536077745,0.002499540447064491,True,True,True,3,1.25,0.3,32,40.0,12.0,28.0,14,14,0.0,0.0,0,12,0.0,0.0,0.0,0.5,0,9,0.0,0.0,0.0,0.0
H2B0068,S036,sobol_symmetric,0.05,0.05,0.18740006453381666,0.04978391973111675,0.05022769916295398,0.000443779431837224,0.00021608026888324944,0.00022769916295397458,True,True,True,3,4.0,0.7,32,128.0,89.6,38.400000000000006,28,28,0.3,0.3,0,4,0.0,0.1,0.0,0.5,0,4,0.0,0.3,0.0,0.5
H2B0068,S036,sobol_symmetric,0.1,0.1,0.3748001290676333,0.10054452328220514,0.1006987506377021,0.0001542273554969581,0.0005445232822051393,0.0006987506377020974,True,True,True,3,4.0,0.7,32,128.0,89.6,38.400000000000006,28,28,0.3,0.3,0,4,0.0,0.1,0.0,0.5,0,4,0.0,0.3,0.0,0.5
H2B0068,S036,sobol_symmetric,0.2,0.2,0.7496002581352667,0.19979031973985398,0.20059579676922076,0.0008054770293667857,0.00020968026014603347,0.0005957967692207522,True,True,True,3,4.0,0.7,32,128.0,89.6,38.400000000000006,28,28,0.3,0.3,0,4,0.0,0.1,0.0,0.5,0,4,0.0,0.3,0.0,0.5
H2B0069,S037,sobol_symmetric,0.05,0.05,0.14639786370864907,0.05051997814242034,0.05110966035992873,0.0005896822175083874,0.0005199781424203367,0.0011096603599287241,True,True,True,3,3.1,0.5,16,49.6,24.8,24.8,28,28,0.3,0.3,0,6,0.0,0.1,0.0,0.1,0,9,0.0,0.0,0.0,0.3
H2B0069,S037,sobol_symmetric,0.1,0.1,0.29279572741729815,0.10089204668781089,0.10001405879875785,0.0008779878890530363,0.0008920466878108851,1.4058798757848878e-05,True,True,True,3,3.1,0.5,16,49.6,24.8,24.8,28,28,0.3,0.3,0,6,0.0,0.1,0.0,0.1,0,9,0.0,0.0,0.0,0.3
H2B0069,S037,sobol_symmetric,0.2,0.2017309225624635,0.5855914548345963,0.201965393581523,0.20235016551922688,0.00038477193770389273,0.0019653935815229784,0.002350165519226871,True,True,True,3,3.1,0.5,16,49.6,24.8,24.8,28,28,0.3,0.3,0,6,0.0,0.1,0.0,0.1,0,9,0.0,0.0,0.0,0.3
H2B0070,S038,sobol_symmetric,0.05,0.05,0.051790796541206274,0.04964826667948232,0.04891282063966026,0.000735446039822063,0.00035173332051768175,0.0010871793603397448,True,True,True,3,1.25,0.5,64,80.0,40.0,40.0,14,14,0.0,0.0,0,9,0.0,0.3,0.0,0.3,0,4,0.0,0.3,0.0,0.7
H2B0070,S038,sobol_symmetric,0.1,0.1,0.10358159308241255,0.0998709687703377,0.09818511870686136,0.001685850063476338,0.00012903122966230474,0.0018148812931386427,True,True,True,3,1.25,0.5,64,80.0,40.0,40.0,14,14,0.0,0.0,0,9,0.0,0.3,0.0,0.3,0,4,0.0,0.3,0.0,0.7
H2B0070,S038,sobol_symmetric,0.2,0.20255879110051608,0.2071631861648251,0.20164217057284484,0.197518827380055,0.004123343192789841,0.0016421705728448255,0.0024811726199450157,True,True,True,3,1.25,0.5,64,80.0,40.0,40.0,14,14,0.0,0.0,0,9,0.0,0.3,0.0,0.3,0,4,0.0,0.3,0.0,0.7
H2B0071,S039,sobol_symmetric,0.05,0.05,0.04448775764210202,0.04790833724901833,0.05041275989295362,0.002504422643935293,0.0020916627509816738,0.0004127598929536194,True,True,True,3,0.8,0.1,16,12.8,1.2800000000000002,11.52,21,21,0.1,0.1,0,12,0.0,0.0,0.0,0.3,0,6,0.0,0.7,0.0,0.7
H2B0071,S039,sobol_symmetric,0.1,0.10490104184289888,0.1,0.09190738594199432,0.1014345842403993,0.009527198298404982,0.008092614058005682,0.0014345842403993003,True,True,True,3,0.8,0.1,16,12.8,1.2800000000000002,11.52,21,21,0.1,0.1,0,12,0.0,0.0,0.0,0.3,0,6,0.0,0.7,0.0,0.7
H2B0071,S039,sobol_symmetric,0.2,0.215556197694455,0.20788810894347698,0.1954939903940327,0.20039290920102212,0.004898918806989422,0.004506009605967309,0.00039290920102211246,True,True,True,3,0.8,0.1,16,12.8,1.2800000000000002,11.52,21,21,0.1,0.1,0,12,0.0,0.0,0.0,0.3,0,6,0.0,0.7,0.0,0.7
H2B0072,S040,sobol_symmetric,0.05,0.05,0.09506428112041486,0.05015715872951404,0.04927552943209562,0.0008816292974184181,0.00015715872951403698,0.0007244705679043811,True,True,True,3,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.5,0.5,0,4,0.0,0.5,0.0,0.7,0,4,0.0,0.0,0.0,0.7
H2B0072,S040,sobol_symmetric,0.1,0.1,0.19012856224082972,0.09922191528524114,0.09952204930976177,0.0003001340245206291,0.0007780847147588615,0.00047795069023823245,True,True,True,3,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.5,0.5,0,4,0.0,0.5,0.0,0.7,0,4,0.0,0.0,0.0,0.7
H2B0072,S040,sobol_symmetric,0.2,0.2,0.38025712448165944,0.19844955540045947,0.200786244955425,0.002336689554965521,0.0015504445995405403,0.0007862449554249806,True,True,True,3,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.5,0.5,0,4,0.0,0.5,0.0,0.7,0,4,0.0,0.0,0.0,0.7
H2B0073,S041,sobol_symmetric,0.05,0.0469241352236393,0.08411306896504141,0.04871445272350278,0.05204382376157144,0.003329371038068664,0.0012855472764972259,0.002043823761571438,True,True,True,3,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,0,4,0.0,0.1,0.0,0.3,0,9,0.0,0.0,0.0,0.1
H2B0073,S041,sobol_symmetric,0.1,0.1,0.16822613793008281,0.10085540906504568,0.10197901370032518,0.001123604635279496,0.0008554090650456786,0.0019790137003251745,True,True,True,3,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,0,4,0.0,0.1,0.0,0.3,0,9,0.0,0.0,0.0,0.1
H2B0073,S041,sobol_symmetric,0.2,0.2,0.33645227586016563,0.19815143002167748,0.198413852323332,0.0002624223016545191,0.0018485699783225285,0.0015861476766680094,True,True,True,3,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,0,4,0.0,0.1,0.0,0.3,0,9,0.0,0.0,0.0,0.1
H2B0074,S042,sobol_symmetric,0.05,0.05,0.05,0.052293603709224534,0.0493992990897506,0.002894304619473931,0.0022936037092245315,0.0006007009102493993,True,True,True,3,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.5,0.5,0,12,0.0,0.3,0.0,0.5,0,4,0.0,0.5,0.0,0.5
H2B0074,S042,sobol_symmetric,0.1,0.1,0.1,0.10069397989816305,0.09818748781970528,0.002506492078457767,0.0006939798981630413,0.0018125121802947258,True,True,True,3,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.5,0.5,0,12,0.0,0.3,0.0,0.5,0,4,0.0,0.5,0.0,0.5
H2B0074,S042,sobol_symmetric,0.2,0.2,0.20507916545236585,0.1997797132976599,0.19972994204944708,4.977124821281542e-05,0.0002202867023401167,0.00027005795055293214,True,True,True,3,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.5,0.5,0,12,0.0,0.3,0.0,0.5,0,4,0.0,0.5,0.0,0.5
H2B0075,S043,sobol_symmetric,0.05,0.05,0.0630890799437998,0.05099467668543272,0.05103430954944674,3.963286401401783e-05,0.0009946766854327174,0.0010343095494467353,True,True,True,3,1.25,0.3,16,20.0,6.0,14.0,7,7,0.3,0.3,0,4,0.0,0.0,0.0,0.5,0,4,0.0,0.5,0.0,0.7
H2B0075,S043,sobol_symmetric,0.1,0.1,0.12083762062448863,0.09809236228225969,0.10005845102669868,0.0019660887444389874,0.0019076377177403153,5.845102669867208e-05,True,True,True,3,1.25,0.3,16,20.0,6.0,14.0,7,7,0.3,0.3,0,4,0.0,0.0,0.0,0.5,0,4,0.0,0.5,0.0,0.7
H2B0075,S043,sobol_symmetric,0.2,0.2,0.2523563197751992,0.19861349145896598,0.20132898444840253,0.0027154929894365465,0.0013865085410340316,0.0013289844484025148,True,True,True,3,1.25,0.3,16,20.0,6.0,14.0,7,7,0.3,0.3,0,4,0.0,0.0,0.0,0.5,0,4,0.0,0.5,0.0,0.7
H2B0076,S044,sobol_symmetric,0.05,0.13478206994136002,0.16196035134584047,0.04793932432050699,0.04908758465912293,0.001148260338615946,0.0020606756794930153,0.0009124153408770694,True,True,True,3,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.0,0.0,0,6,0.0,0.7,0.0,0.7,0,12,0.0,0.3,0.0,0.3
H2B0076,S044,sobol_symmetric,0.1,0.23247601044292912,0.32392070269168094,0.09402092896110237,0.09989764464382767,0.0058767156827252975,0.005979071038897638,0.00010235535617234004,True,True,True,3,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.0,0.0,0,6,0.0,0.7,0.0,0.7,0,12,0.0,0.3,0.0,0.3
H2B0076,S044,sobol_symmetric,0.2,0.337503062788088,0.6478414053833619,0.15245196975380962,0.2003182186519553,0.04786624889814567,0.04754803024619039,0.00031821865195527654,False,True,False,3,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.0,0.0,0,6,0.0,0.7,0.0,0.7,0,12,0.0,0.3,0.0,0.3
H2B0077,S045,sobol_symmetric,0.05,0.17983820401108513,0.18509305818382715,0.054489560989177704,0.04951601887574412,0.004973542113433586,0.004489560989177702,0.00048398112425588474,True,True,True,3,4.0,0.1,32,128.0,12.8,115.2,21,21,0.0,0.0,0,4,0.0,0.0,0.0,0.1,0,6,0.0,0.5,0.0,0.7
H2B0077,S045,sobol_symmetric,0.1,0.3581761876860236,0.3701861163676543,0.09956488792465863,0.1001170397745751,0.0005521518499164713,0.0004351120753413734,0.00011703977457509784,True,True,True,3,4.0,0.1,32,128.0,12.8,115.2,21,21,0.0,0.0,0,4,0.0,0.0,0.0,0.1,0,6,0.0,0.5,0.0,0.7
H2B0077,S045,sobol_symmetric,0.2,0.6747911537628347,0.7403722327353086,0.2041803789027672,0.1977152040089941,0.006465174893773101,0.004180378902767179,0.0022847959910059223,True,True,True,3,4.0,0.1,32,128.0,12.8,115.2,21,21,0.0,0.0,0,4,0.0,0.0,0.0,0.1,0,6,0.0,0.5,0.0,0.7
H2B0078,S046,sobol_symmetric,0.05,0.05,0.09495648970534012,0.049088352092304215,0.051219880684945714,0.002131528592641499,0.0009116479076957881,0.0012198806849457108,True,True,True,3,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.3,0.3,0,4,0.0,0.5,0.0,0.5,0,4,0.0,0.0,0.0,0.5
H2B0078,S046,sobol_symmetric,0.1,0.1,0.18991297941068025,0.10098886951132868,0.1002905864620811,0.0006982830492475861,0.0009888695113286772,0.00029058646208109107,True,True,True,3,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.3,0.3,0,4,0.0,0.5,0.0,0.5,0,4,0.0,0.0,0.0,0.5
H2B0078,S046,sobol_symmetric,0.2,0.2,0.3798259588213605,0.1998448812132588,0.1993172126087551,0.000527668604503706,0.0001551187867412096,0.0006827873912449156,True,True,True,3,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.3,0.3,0,4,0.0,0.5,0.0,0.5,0,4,0.0,0.0,0.0,0.5
H2B0079,S047,sobol_symmetric,0.05,0.05,0.05,0.05072347758208248,0.05039967901706077,0.0003237985650217101,0.0007234775820824796,0.00039967901706076947,True,True,True,3,0.8,0.5,64,51.2,25.6,25.6,28,28,0.5,0.5,0,9,0.0,0.0,0.0,0.7,0,9,0.0,0.0,0.0,0.1
H2B0079,S047,sobol_symmetric,0.1,0.1,0.1,0.09885859324979814,0.10087071687045328,0.002012123620655143,0.0011414067502018704,0.0008707168704532725,True,True,True,3,0.8,0.5,64,51.2,25.6,25.6,28,28,0.5,0.5,0,9,0.0,0.0,0.0,0.7,0,9,0.0,0.0,0.0,0.1
H2B0079,S047,sobol_symmetric,0.2,0.2,0.19743671318182685,0.19956283073551814,0.20017293096088462,0.0006101002253664778,0.0004371692644818681,0.00017293096088460969,True,True,True,3,0.8,0.5,64,51.2,25.6,25.6,28,28,0.5,0.5,0,9,0.0,0.0,0.0,0.7,0,9,0.0,0.0,0.0,0.1
H2B0080,S048,sobol_symmetric,0.05,0.05,0.12025048166010815,0.050186761408797985,0.04925955259747972,0.0009272088113182683,0.00018676140879798214,0.0007404474025202862,True,True,True,3,3.1,0.5,16,49.6,24.8,24.8,14,14,0.1,0.1,0,6,0.0,0.1,0.0,0.7,0,4,0.0,0.3,0.0,0.3
H2B0080,S048,sobol_symmetric,0.1,0.1,0.2405009633202163,0.10156764362847163,0.10004480131873633,0.0015228423097353033,0.0015676436284716294,4.480131873632609e-05,True,True,True,3,3.1,0.5,16,49.6,24.8,24.8,14,14,0.1,0.1,0,6,0.0,0.1,0.0,0.7,0,4,0.0,0.3,0.0,0.3
H2B0080,S048,sobol_symmetric,0.2,0.2,0.4810019266404326,0.20071384420600902,0.19983860231806294,0.0008752418879460766,0.0007138442060090067,0.00016139768193706994,True,True,True,3,3.1,0.5,16,49.6,24.8,24.8,14,14,0.1,0.1,0,6,0.0,0.1,0.0,0.7,0,4,0.0,0.3,0.0,0.3
H2B0081,S049,sobol_symmetric,0.05,0.05,0.13205676891603377,0.049094153553468946,0.04968106975276998,0.0005869161993010338,0.000905846446531057,0.00031893024723002317,True,True,True,3,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,0,12,0.0,0.3,0.0,0.7,0,9,0.0,0.3,0.0,0.7
H2B0081,S049,sobol_symmetric,0.1,0.1,0.26411353783206754,0.09939188029314884,0.09946516157691841,7.328128376957177e-05,0.0006081197068511651,0.0005348384230815934,True,True,True,3,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,0,12,0.0,0.3,0.0,0.7,0,9,0.0,0.3,0.0,0.7
H2B0081,S049,sobol_symmetric,0.2,0.2,0.5282270756641351,0.20101214148076185,0.20058543527112435,0.0004267062096375007,0.0010121414807618412,0.0005854352711243405,True,True,True,3,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,0,12,0.0,0.3,0.0,0.7,0,9,0.0,0.3,0.0,0.7
H2B0082,S050,sobol_symmetric,0.05,0.05,0.05,0.04944725335311873,0.05138457414601864,0.0019373207928999048,0.0005527466468812706,0.0013845741460186342,True,True,True,3,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.1
H2B0082,S050,sobol_symmetric,0.1,0.0984406452742057,0.1,0.0968315008028997,0.09916950095720937,0.002338000154309669,0.0031684991971002996,0.0008304990427906306,True,True,True,3,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.1
H2B0082,S050,sobol_symmetric,0.2,0.2010524893249371,0.1967457456538248,0.19809373605830716,0.19892445895072394,0.0008307228924167853,0.001906263941692854,0.0010755410492760686,True,True,True,3,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.1
H2B0083,S051,sobol_symmetric,0.05,0.05,0.07913447375180127,0.051604771752810315,0.05207921944535777,0.0004744476925474528,0.001604771752810312,0.0020792194453577648,True,True,True,3,2.0,0.1,64,128.0,12.8,115.2,28,28,0.1,0.1,0,6,0.0,0.1,0.0,0.7,0,6,0.0,0.0,0.0,0.7
H2B0083,S051,sobol_symmetric,0.1,0.1,0.15826894750360254,0.09777831885694205,0.10247788213040117,0.00469956327345912,0.0022216811430579575,0.002477882130401163,True,True,True,3,2.0,0.1,64,128.0,12.8,115.2,28,28,0.1,0.1,0,6,0.0,0.1,0.0,0.7,0,6,0.0,0.0,0.0,0.7
H2B0083,S051,sobol_symmetric,0.2,0.20401545317150932,0.32081488174040257,0.20197809911284326,0.1996874843618044,0.0022906147510388664,0.0019780991128432457,0.00031251563819562067,True,True,True,3,2.0,0.1,64,128.0,12.8,115.2,28,28,0.1,0.1,0,6,0.0,0.1,0.0,0.7,0,6,0.0,0.0,0.0,0.7
H2B0084,S052,sobol_symmetric,0.05,0.05,0.20086949571750282,0.05012597519703435,0.04946195356577848,0.0006640216312558678,0.00012597519703434756,0.0005380464342215202,True,True,True,3,4.0,0.9,16,64.0,57.6,6.399999999999999,14,14,0.5,0.5,0,9,0.0,0.0,0.0,0.7,0,12,0.0,0.7,0.0,0.7
H2B0084,S052,sobol_symmetric,0.1,0.1,0.40173899143500563,0.09979384274933523,0.10007624760145162,0.0002824048521163913,0.00020615725066477908,7.624760145161225e-05,True,True,True,3,4.0,0.9,16,64.0,57.6,6.399999999999999,14,14,0.5,0.5,0,9,0.0,0.0,0.0,0.7,0,12,0.0,0.7,0.0,0.7
H2B0084,S052,sobol_symmetric,0.2,0.2,0.8034779828700113,0.19958273114121536,0.20007259388599316,0.0004898627447778026,0.0004172688587846529,7.259388599314964e-05,True,True,True,3,4.0,0.9,16,64.0,57.6,6.399999999999999,14,14,0.5,0.5,0,9,0.0,0.0,0.0,0.7,0,12,0.0,0.7,0.0,0.7
H2B0085,S053,sobol_symmetric,0.05,0.05,0.14482550461693447,0.04875222093166182,0.04866422741175405,8.79935199077711e-05,0.0012477790683381798,0.001335772588245951,True,True,True,3,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,0,12,0.0,0.3,0.0,0.5,0,6,0.0,0.0,0.0,0.5
H2B0085,S053,sobol_symmetric,0.1,0.1,0.3006372268438655,0.09998357563628342,0.10087395495759027,0.0008903793213068528,1.642436371658562e-05,0.0008739549575902672,True,True,True,3,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,0,12,0.0,0.3,0.0,0.5,0,6,0.0,0.0,0.0,0.5
H2B0085,S053,sobol_symmetric,0.2,0.2,0.5793020184677379,0.19858222105485554,0.19788175788185738,0.0007004631729981559,0.0014177789451444711,0.002118242118142627,True,True,True,3,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,0,12,0.0,0.3,0.0,0.5,0,6,0.0,0.0,0.0,0.5
H2B0086,S054,sobol_symmetric,0.05,0.05,0.06044955349891281,0.04840168596321127,0.04964535646029863,0.0012436704970873597,0.0015983140367887352,0.0003546435397013756,True,True,True,3,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,0,4,0.0,0.1,0.0,0.3,0,12,0.0,0.5,0.0,0.5
H2B0086,S054,sobol_symmetric,0.1,0.1,0.12089910699782562,0.10223632904891823,0.10086930390116956,0.0013670251477486683,0.002236329048918226,0.0008693039011695575,True,True,True,3,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,0,4,0.0,0.1,0.0,0.3,0,12,0.0,0.5,0.0,0.5
H2B0086,S054,sobol_symmetric,0.2,0.2,0.24179821399565124,0.20244234120348545,0.20115992224206317,0.0012824189614222825,0.0024423412034854375,0.001159922242063155,True,True,True,3,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,0,4,0.0,0.1,0.0,0.3,0,12,0.0,0.5,0.0,0.5
H2B0087,S055,sobol_symmetric,0.05,0.056421353486946775,0.05,0.05221047648117808,0.04898865675708978,0.003221819724088304,0.0022104764811780794,0.0010113432429102245,True,True,True,3,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,0,4,0.0,0.5,0.0,0.7,0,4,0.0,0.3,0.0,0.3
H2B0087,S055,sobol_symmetric,0.1,0.1,0.1,0.09715652052474329,0.10043225488918776,0.003275734364444477,0.002843479475256719,0.0004322548891877581,True,True,True,3,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,0,4,0.0,0.5,0.0,0.7,0,4,0.0,0.3,0.0,0.3
H2B0087,S055,sobol_symmetric,0.2,0.2,0.20701673318472036,0.20021517413051304,0.19912380278554828,0.0010913713449647588,0.00021517413051302947,0.0008761972144517294,True,True,True,3,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,0,4,0.0,0.5,0.0,0.7,0,4,0.0,0.3,0.0,0.3
H2B0088,S056,sobol_symmetric,0.05,0.05,0.0998099414704634,0.04981813269872023,0.0488883371086865,0.0009297955900337274,0.00018186730127977419,0.0011116628913135015,True,True,True,3,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,0,9,0.0,0.0,0.0,0.1,0,4,0.0,0.0,0.0,0.0
H2B0088,S056,sobol_symmetric,0.1,0.1,0.1996198829409268,0.09910016288579204,0.09948715587707053,0.0003869929912784925,0.0008998371142079631,0.0005128441229294706,True,True,True,3,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,0,9,0.0,0.0,0.0,0.1,0,4,0.0,0.0,0.0,0.0
H2B0088,S056,sobol_symmetric,0.2,0.2,0.3992397658818536,0.19909824334549342,0.19939291379469926,0.00029467044920583607,0.0009017566545065914,0.0006070862053007553,True,True,True,3,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,0,9,0.0,0.0,0.0,0.1,0,4,0.0,0.0,0.0,0.0
H2B0089,S057,sobol_symmetric,0.05,0.09294663604659226,0.0791367812345964,0.053543843408024434,0.04836417470635057,0.005179668701673863,0.0035438434080244316,0.0016358252936494316,True,True,True,3,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,0,9,0.0,0.3,0.0,0.5,0,6,0.0,0.0,0.0,0.5
H2B0089,S057,sobol_symmetric,0.1,0.1554125703879694,0.16906285397491494,0.10302117934217059,0.10098756600538612,0.002033613336784465,0.0030211793421705824,0.0009875660053861174,True,True,True,3,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,0,9,0.0,0.3,0.0,0.5,0,6,0.0,0.0,0.0,0.5
H2B0089,S057,sobol_symmetric,0.2,0.3188498019309432,0.3460432404178565,0.2062100091550594,0.2004400178979265,0.0057699912571329,0.006210009155059398,0.0004400178979264979,True,True,True,3,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,0,9,0.0,0.3,0.0,0.5,0,6,0.0,0.0,0.0,0.5
H2B0090,S058,sobol_symmetric,0.05,0.05,0.05,0.05133543698291935,0.05137846663835365,4.302965543430404e-05,0.0013354369829193455,0.0013784666383536495,True,True,True,3,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,0,6,0.0,0.1,0.0,0.5,0,12,0.0,0.5,0.0,0.5
H2B0090,S058,sobol_symmetric,0.1,0.1,0.1,0.10189450181247788,0.10172953840268743,0.00016496340979044177,0.0018945018124778695,0.0017295384026874278,True,True,True,3,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,0,6,0.0,0.1,0.0,0.5,0,12,0.0,0.5,0.0,0.5
H2B0090,S058,sobol_symmetric,0.2,0.2,0.2,0.19927644808579148,0.20133355594921407,0.002057107863422586,0.0007235519142085312,0.0013335559492140547,True,True,True,3,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,0,6,0.0,0.1,0.0,0.5,0,12,0.0,0.5,0.0,0.5
