background_id,source_scenario_ids,scenario_type,demand_regime,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,exposure_active,n_complete_seeds,curve_shape,peak_level,trough_level,spearman_level_vs_delay,delay_range,max_exposure_increase,mean_delay_level_0_0,mean_delay_level_0_1,mean_delay_level_0_3,mean_delay_level_0_5,mean_delay_level_0_7,max_exposure_increase_ci_low,max_exposure_increase_ci_high,n_exposure_paired_seeds,high_minus_low_delay,high_minus_low_delay_ci_low,high_minus_low_delay_ci_high,endpoint_n_paired_seeds,failure_component,classification,hump_rise_from_low,hump_rise_from_low_ci_low,hump_rise_from_low_ci_high,hump_fall_to_high,hump_fall_to_high_ci_low,hump_fall_to_high_ci_high,hump_n_paired_seeds,u_drop_from_low,u_drop_from_low_ci_low,u_drop_from_low_ci_high,u_rebound_to_high,u_rebound_to_high_ci_low,u_rebound_to_high_ci_high,u_n_paired_seeds
H4B0139,S108,sobol_symmetric,high,4.0,0.5,16,64.0,32.0,32.0,14,14,0.3,0.3,4,4,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.5,0.5,True,20,decreasing,0.0,0.7,-0.9999999999999999,2.6496680034684763,0.4622685997994143,6.897906696275345,6.533767425550759,5.801322598564471,4.989150498755151,4.2482386928068685,0.46056201401130636,0.46397518558752227,20,-2.6496680034684768,-2.6773047819615554,-2.622031224975398,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0140,S109,sobol_symmetric,high,4.0,0.3,16,64.0,19.2,44.8,14,14,0.3,0.3,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,1.582718100470963,0.33166221968630766,6.931830524230088,6.674650267334822,6.1698744125668785,5.636427438960557,5.349112423759125,0.3293605628083999,0.3339638765642154,20,-1.582718100470963,-1.6145422756833652,-1.5508939252585607,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0143,S112,sobol_symmetric,high,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,True,20,flat,0.0,0.7,-0.9999999999999999,0.20556567534274883,0.15912106823699718,3.463609626682051,3.4186016085889803,3.3349644699477303,3.2869837902984154,3.2580439513393022,0.15707019400050024,0.16117194247349412,20,-0.2055656753427491,-0.21721562766233082,-0.1939157230231674,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0144,S113,sobol_symmetric,high,3.1,0.3,16,49.6,14.88,34.72,14,14,0.0,0.0,9,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,0.0,True,20,decreasing,0.0,0.7,-0.9746794344808964,2.7535398718393207,0.6767444171962913,13.0,13.0,12.999975985444276,12.996344018160077,10.24646012816068,0.6758997485332028,0.6775890858593798,20,-2.75353987183932,-2.8083036834399677,-2.698776060238672,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0152,S121;X012,sobol_symmetric,high,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,True,20,irregular,0.3,0.7,-0.6,0.4757911340549992,0.342278730715984,4.199429051329169,4.275243621908969,4.38340092195425,4.067192609650894,3.9076097878992506,0.3402241661927003,0.34433329523926776,20,-0.2918192634299174,-0.2969351050739288,-0.28670342178590597,20.0,active_but_irregular_curve,inconclusive,0.18397187062508177,0.1786593280904247,0.18928441315973885,0.4757911340549992,0.4695371731599459,0.48204509495005243,20.0,,,,,,,
H4B0159,S128,sobol_symmetric,high,3.1,0.5,64,198.4,99.2,99.2,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,True,20,irregular,0.3,0.7,-0.6,0.5105409992298027,0.34235843913783526,4.198916546297413,4.28159529412426,4.418405922199385,4.037548691033921,3.9078649229695825,0.3412703714445797,0.3434465068310908,20,-0.2910516233278317,-0.2945567564493367,-0.28754649020632667,20.0,active_but_irregular_curve,inconclusive,0.2194893759019715,0.21603735288995982,0.2229413989139832,0.5105409992298032,0.5049342622961992,0.5161477361634073,20.0,,,,,,,
H4B0160,S129,sobol_symmetric,high,3.1,0.3,32,99.2,29.76,69.44,21,21,0.0,0.0,4,4,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.3,0.3,True,20,decreasing,0.0,0.7,-0.8944271909999157,14.927027099929958,0.6775842844736335,20.0,20.0,20.0,19.9978874075798,5.072972900070041,0.6769344767264146,0.6782340922208524,20,-14.927027099929958,-14.945943851194551,-14.908110348665366,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0167,S136,sobol_symmetric,high,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.0,0.0,6,6,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.5,0.5,True,20,decreasing,0.0,0.7,-0.9746794344808964,12.765328038912447,0.6770104412808627,20.0,20.0,19.999993978805396,19.99459562635223,7.234671961087554,0.6760282690528675,0.677992613508858,20,-12.765328038912447,-12.809060798653986,-12.721595279170907,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0171,S140,sobol_symmetric,high,4.0,0.9,32,128.0,115.2,12.799999999999995,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.3,0.3,True,20,irregular,0.3,0.7,-0.6,0.2971879104247397,0.3077633688336864,3.847084957894583,3.913183055774026,3.985472468882738,3.798029397820941,3.6882845584579984,0.30605427023376186,0.3094724674336109,20,-0.1588003994365847,-0.16373750776646928,-0.1538632911067001,20.0,active_but_irregular_curve,inconclusive,0.13838751098815566,0.13283089381569316,0.14394412816061816,0.29718791042474035,0.2894520571195883,0.3049237637298924,20.0,,,,,,,
H4B0172,S141,sobol_symmetric,high,4.0,0.1,16,64.0,6.4,57.6,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,True,20,irregular,0.3,0.7,-0.6,0.26044846750868933,0.3081428247988634,3.824131604812284,3.8860770913898754,3.951888518219863,3.81666250019671,3.6914400507111735,0.30620362296323644,0.31008202663449036,20,-0.13269155410111058,-0.13994908949753196,-0.1254340187046892,20.0,active_but_irregular_curve,inconclusive,0.12775691340758005,0.12036281771895942,0.13515100909620067,0.2604484675086906,0.25438510032493145,0.26651183469244977,20.0,,,,,,,
H4B0175,S144,sobol_symmetric,high,3.1,0.5,32,99.2,49.6,49.6,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,9,9,0.3,0.3,0.3,0.3,True,20,decreasing,0.0,0.7,-0.9999999999999999,1.4092444816067222,0.3438721038164761,5.322153488293669,5.079593730859768,4.577287380240724,4.065763901594503,3.9129090066869465,0.3421507762788231,0.34559343135412907,20,-1.4092444816067213,-1.4240711469481873,-1.3944178162652554,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0179,S148,sobol_symmetric,high,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.0,0.0,12,12,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,True,20,irregular,0.0,0.7,-0.7071067811865475,0.6324834973712541,0.5985913585441285,27.0,27.0,27.0,27.0,26.367516502628746,0.5952576933287627,0.6019250237594943,20,-0.6324834973712526,-0.6843443370847452,-0.5806226576577601,20.0,active_but_irregular_curve,inconclusive,,,,,,,,,,,,,,
H4B0180,S149,sobol_symmetric,high,4.0,0.1,64,256.0,25.6,230.4,28,28,0.0,0.0,9,9,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.7,0.7,True,20,irregular,0.0,0.7,-0.7071067811865475,1.087090320686201,0.6026914495618952,27.0,27.0,27.0,27.0,25.9129096793138,0.6003816841621096,0.6050012149616809,20,-1.0870903206861984,-1.1649288421484592,-1.0092517992239376,20.0,active_but_irregular_curve,inconclusive,,,,,,,,,,,,,,
H4B0187,S156,sobol_symmetric,high,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,9,9,0.0,0.0,0.0,0.0,9,9,0.7,0.7,0.7,0.7,True,20,flat,0.0,0.3,-0.3,0.03193564964491724,0.00534893335983513,5.3438462558163895,5.316820427430064,5.311910606171472,5.3122255819629824,5.318057467778749,0.004437764094542955,0.006260102625127304,20,-0.025788788037642084,-0.04554239346822114,-0.006035182607063028,20.0,active_but_flat_curve,inconclusive,,,,,,,,0.03193564964491839,0.008069487332553159,0.05580181195728363,0.006146861607276311,-0.015332942505799871,0.027626665720352495,20.0
H4B0192,S161;X029,sobol_symmetric,high,3.1,0.3,32,99.2,29.76,69.44,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,True,20,decreasing,0.0,0.7,-0.8944271909999157,0.9281021186944711,0.6771882038866293,6.0,6.0,6.0,5.9996927328451966,5.071897881305529,0.6764771913842013,0.6778992163890573,20,-0.9281021186944717,-0.9478913648085098,-0.9083128725804336,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0195,S164,sobol_symmetric,high,4.0,0.7,16,64.0,44.8,19.200000000000003,28,28,0.1,0.1,12,12,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.3,0.3,True,20,decreasing,0.1,0.7,-0.8999999999999998,6.2830539293699115,0.4527741219162677,17.147968168322983,17.32221348566997,15.932044272708486,13.384930760097808,11.039159556300058,0.45024880874890577,0.45529943508362963,20,-6.108808612022918,-6.1337571723220465,-6.08386005172379,20.0,active_but_decreasing_curve,inconclusive,0.17424531734698512,0.14044016008923477,0.20805047460473547,6.2830539293699035,6.250017623010102,6.316090235729705,20.0,,,,,,,
H4B0196,S165,sobol_symmetric,high,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.1,0.1,True,20,decreasing,0.0,0.7,-0.9999999999999999,6.1368680382567184,0.4000654313194377,14.542788566548401,13.600242948639345,11.616366408959292,9.274424471652578,8.405920528291682,0.3976024535638293,0.40252840907504617,20,-6.136868038256717,-6.235698462668983,-6.03803761384445,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0208,S177,sobol_symmetric,high,3.1,0.1,64,198.4,19.840000000000003,178.56,21,21,0.1,0.1,4,4,0.0,0.0,0.0,0.0,9,9,0.3,0.3,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,8.80644493370153,0.5579656526376724,13.411187230064547,13.133800464534781,10.38362774944526,7.215922093756899,4.604742296363018,0.5572617519161157,0.5586695533592291,20,-8.80644493370153,-8.818287191062565,-8.794602676340494,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0211,S180,sobol_symmetric,high,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.0,0.0,0.0,0.0,12,12,0.7,0.7,0.7,0.7,True,20,flat,0.0,0.7,-0.8944271909999157,0.07799634996407256,0.5840195411378227,13.0,13.0,13.0,12.999885056610305,12.922003650035927,0.5798486621630389,0.5881904201126066,20,-0.0779963499640762,-0.09283438222536441,-0.06315831770278799,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0212,S181,sobol_symmetric,high,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.0,4,4,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.5,0.5,True,20,flat,0.0,0.7,-0.8944271909999157,0.13875673129085797,0.5902849963911176,13.0,13.0,13.0,12.999953166585698,12.861243268709142,0.5856072171195039,0.5949627756627314,20,-0.13875673129085797,-0.18001977308956846,-0.09749368949214748,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0219,S188,sobol_symmetric,high,3.1,0.9,64,198.4,178.56,19.84,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,True,20,irregular,0.3,0.7,-0.6,0.5113382754539142,0.3430329795951274,4.199824860314043,4.28198876874165,4.4204517790807545,4.04071004734771,3.9091135036268403,0.3418791456416552,0.3441868135485996,20,-0.2907113566872012,-0.2947658153590561,-0.28665689801534633,20.0,active_but_irregular_curve,inconclusive,0.2206269187667121,0.21615400929133047,0.2250998282420937,0.5113382754539135,0.5056150128341309,0.5170615380736961,20.0,,,,,,,
H4B0223,S192;X066,sobol_symmetric,high,3.1,0.7,16,49.6,34.72,14.880000000000004,28,28,0.5,0.5,4,4,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,True,20,flat,0.0,0.7,-0.9999999999999999,0.22092798580715822,0.16215252960530152,3.482373430375015,3.44657779566933,3.3450433564514945,3.2974872045488737,3.261445444567857,0.15988524815668612,0.16441981105391693,20,-0.22092798580715806,-0.2423505754529249,-0.1995053961613912,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0224,S193,sobol_symmetric,high,3.1,0.5,64,198.4,99.2,99.2,14,14,0.3,0.3,6,6,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.3,0.3,True,20,decreasing,0.0,0.7,-0.9999999999999999,0.503015875311509,0.1710163825789303,5.294877599237879,5.17475788909698,4.9362737689522,4.84397476468577,4.79186172392637,0.16957395899664243,0.17245880616121814,20,-0.5030158753115087,-0.5153321830422354,-0.490699567580782,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0227,S196,sobol_symmetric,high,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.0,0.0,0.0,0.0,9,9,0.5,0.5,0.5,0.5,True,20,decreasing,0.0,0.7,-0.9999999999999999,0.7229052653411405,0.30880493639637463,4.417476802966499,4.310219404726353,4.057027873363984,3.8225370559221994,3.6945715376253587,0.3069828134420452,0.31062705935070406,20,-0.7229052653411411,-0.7396199174286683,-0.7061906132536139,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0228,S197,sobol_symmetric,high,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,True,20,flat,0.0,0.7,-0.9999999999999999,0.1373236469514163,0.1098011661572329,4.416061684211568,4.389541301823014,4.3401429304247525,4.290198314174402,4.278738037260152,0.10687141400255612,0.11273091831190968,20,-0.13732364695141652,-0.1542200133067726,-0.12042728059606045,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0231,S200,sobol_symmetric,high,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.1,0.1,True,20,decreasing,0.0,0.7,-0.9999999999999999,1.4063777672537556,0.3431062000980551,5.316224637368025,5.079284208295734,4.568217477826446,4.067575067570369,3.9098468701142695,0.3412708207948436,0.3449415794012666,20,-1.4063777672537543,-1.4175458380748935,-1.395209696432615,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0235,S204,sobol_symmetric,high,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,True,20,decreasing,0.1,0.7,-0.8999999999999998,10.642703963547957,0.5927528202095457,17.242914003664907,17.347643138957388,14.543283758666371,11.02605160208125,6.7049391754094305,0.5919674710151096,0.5935381694039817,20,-10.537974828255475,-10.557787598843406,-10.518162057667544,20.0,active_but_decreasing_curve,inconclusive,0.10472913529248587,0.08094362650082654,0.1285146440841452,10.64270396354796,10.61305360835038,10.67235431874554,20.0,,,,,,,
H4B0236,S205;X089,sobol_symmetric,high,4.0,0.3,64,256.0,76.8,179.2,28,28,0.1,0.1,4,4,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.5,0.5,True,20,decreasing,0.1,0.7,-0.8999999999999998,11.857168400772823,0.6300926233260975,17.242093959203082,17.25895847194164,14.029898164601514,10.123670029314239,5.401790071168817,0.6293850446289114,0.6308002020232836,20,-11.840303888034267,-11.865226041586231,-11.815381734482303,20.0,active_but_decreasing_curve,inconclusive,0.016864512738556138,-0.0031409807529816716,0.03687000623009395,11.857168400772823,11.832142361228724,11.88219444031692,20.0,,,,,,,
H4B0239,S208,sobol_symmetric,high,3.1,0.9,16,49.6,44.64,4.959999999999999,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,True,20,decreasing,0.0,0.7,-0.8944271909999157,0.8396049858770054,0.6734302468210629,6.0,6.0,6.0,5.9966130481632325,5.160395014122995,0.6722569286730854,0.6746035649690404,20,-0.8396049858770059,-0.869581029072595,-0.8096289426814168,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0251,S220,sobol_symmetric,high,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.5,True,20,flat,0.0,0.7,-0.7071067811865475,0.039452894638097646,0.6628391588285641,13.0,13.0,13.0,13.0,12.960547105361902,0.6618962238627241,0.6637820937944042,20,-0.03945289463809809,-0.040351469973246505,-0.038554319302949676,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0252,S221,sobol_symmetric,high,4.0,0.1,64,256.0,25.6,230.4,14,14,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,True,20,flat,0.0,0.7,-0.7071067811865475,0.0046283201381776,0.5841413337710921,13.0,13.0,13.0,13.0,12.995371679861822,0.5812205069351192,0.5870621606070651,20,-0.004628320138177067,-0.0054198710882348185,-0.003836769188119316,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0255,S224,sobol_symmetric,high,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.5,0.5,0.5,0.5,True,20,decreasing,0.1,0.7,-0.8999999999999998,3.1621345337125586,0.310515790828087,13.348539496047062,13.479911142993501,12.146346188506858,10.547570526836816,10.317776609280942,0.30854799657633414,0.31248358507983987,20,-3.0307628867661185,-3.0486538065348374,-3.0128719669973996,20.0,active_but_decreasing_curve,inconclusive,0.1313716469464425,0.10639531259687336,0.15634798129601163,3.1621345337125613,3.1345073471253384,3.189761720299784,20.0,,,,,,,
H4B0256,X001,asymmetric_stress,high,4.0,0.3,32,128.0,38.4,89.6,21,21,0.1,0.3,12,12,0.0,0.0,0.0,0.0,12,4,0.0,0.0,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,0.9965775469314906,0.15234122790551066,9.8274584444918,9.573014711554398,9.116342546967305,8.894840597625455,8.83088089756031,0.1501831145892326,0.1544993412217887,20,-0.9965775469314908,-1.02444660299035,-0.9687084908726317,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0259,X005,asymmetric_stress,high,4.0,0.5,32,128.0,64.0,64.0,21,28,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,8.721999150192527,0.630044782047354,14.133013268727282,13.983608582847577,13.702458572163383,10.137323564033355,5.411014118534756,0.628977673040728,0.63111189105398,20,-8.721999150192527,-8.758440175732451,-8.685558124652603,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0272,X021,asymmetric_stress,high,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,4,4,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.7,0.3,True,20,decreasing,0.0,0.7,-0.9999999999999999,1.4379299901047848,0.34371267894345653,5.3492677848260595,5.0878086059913725,4.5701782875769315,4.091593814063112,3.9113377947212746,0.34129709015415705,0.346128267732756,20,-1.4379299901047846,-1.4561766244144032,-1.419683355795166,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0274,X023,asymmetric_stress,high,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,4,6,0.0,0.0,0.0,0.0,9,9,0.5,0.5,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,8.476038324563598,0.5418746830200571,13.357720657186755,13.111232061771378,10.455787307331267,7.333551435799028,4.881682332623157,0.5406849433225993,0.543064422717515,20,-8.476038324563598,-8.510116475139387,-8.441960173987809,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0277,X026,asymmetric_stress,high,3.1,0.7,32,99.2,69.44,29.760000000000005,28,14,0.0,0.0,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.1,0.1,True,20,decreasing,0.0,0.7,-0.9746794344808964,19.918284572986288,0.6776168487379605,27.0,27.0,26.965005049793387,24.60073096141779,7.081715427013711,0.6768687726586188,0.6783649248173022,20,-19.918284572986288,-19.938688831494524,-19.89788031447805,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0278,X027,asymmetric_stress,high,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,7.948979151365814,0.6233649322543251,13.280033961063932,12.619217596519924,9.990550419005707,7.018199938931039,5.331054809698118,0.6220211117182249,0.6247087527904253,20,-7.948979151365812,-7.9769455199766135,-7.92101278275501,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0279,X028,asymmetric_stress,high,3.1,0.9,64,198.4,178.56,19.84,28,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.1,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,3.257558157521297,0.30887801677057014,13.570851310417092,12.892389704954486,11.412863019946775,10.47081932045278,10.313293152895795,0.3075757774478511,0.3101802560932892,20,-3.2575581575212973,-3.29467527171086,-3.2204410433317348,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0287,X040,asymmetric_stress,high,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.5,0.5,0.5,0.5,True,20,increasing,0.5,0.0,0.8999999999999998,0.42440915985116767,0.3104050800870176,9.977973665825973,10.033919117205292,10.236961654083888,10.40238282567714,10.317076648428364,0.3085311722259383,0.31227898794809694,20,0.3391029826023935,0.3178704980071741,0.36033546719761295,20.0,active_but_increasing_curve,inconclusive,0.42440915985117034,0.40538877444340315,0.4434295452589375,0.08530617724877683,0.07173713035509074,0.09887522414246291,20.0,,,,,,,
H4B0290,X044,asymmetric_stress,high,4.0,0.3,32,128.0,38.4,89.6,28,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.0,True,20,decreasing,0.0,0.7,-0.9999999999999999,7.077092433481965,0.5912192395876921,26.948654782355597,26.527436112194067,20.78053883618846,20.422638353624592,19.87156234887363,0.5871776492247776,0.5952608299506066,20,-7.0770924334819485,-7.124055089083321,-7.030129777880576,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0293,X048,asymmetric_stress,high,4.0,0.3,32,128.0,38.4,89.6,14,14,0.0,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.7,0.7,0.7,0.7,True,20,decreasing,0.1,0.7,-0.8999999999999998,4.192135591644307,0.4001336359797299,9.879500458141155,9.990271245603711,9.684565209647515,6.729469036545642,5.798135653959404,0.39877158484045894,0.40149568711900085,20,-4.081364804181755,-4.094013971546898,-4.068715636816611,20.0,active_but_decreasing_curve,inconclusive,0.11077078746255661,0.095855144472388,0.12568643045272523,4.192135591644311,4.183137603517578,4.201133579771044,20.0,,,,,,,
H4B0294,X049,asymmetric_stress,high,4.0,0.3,16,64.0,19.2,44.8,14,21,0.3,0.3,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,1.568192797549112,0.33166221968630766,6.917305221308237,6.676179218620933,6.1698744125668785,5.636427438960557,5.349112423759125,0.3293605628083999,0.3339638765642154,20,-1.568192797549111,-1.5975987269286516,-1.5387868681695704,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0297,X052,asymmetric_stress,high,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.5,0.5,True,20,decreasing,0.1,0.7,-0.8999999999999998,2.629823750618339,0.45129476390533024,13.4163874815432,13.627412128790874,12.631982445017382,11.144092994638642,10.997588378172535,0.44966476535861355,0.45292476245204694,20,-2.418799103370664,-2.431682485954669,-2.405915720786659,20.0,active_but_decreasing_curve,inconclusive,0.2110246472476705,0.19458924019106297,0.22746005430427804,2.6298237506183346,2.6107934904333243,2.648854010803345,20.0,,,,,,,
H4B0301,X058,asymmetric_stress,high,3.1,0.9,64,198.4,178.56,19.84,28,28,0.1,0.1,12,12,0.0,0.0,0.0,0.0,9,6,0.0,0.0,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,4.2255018629183745,0.30887801677057014,14.53879501581417,13.812033684290654,12.18686238542867,10.495039928724953,10.313293152895795,0.3075757774478511,0.3101802560932892,20,-4.225501862918373,-4.261621298224071,-4.189382427612674,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0305,X062,asymmetric_stress,high,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.3,4,4,0.0,0.0,0.0,0.0,4,12,0.5,0.5,0.5,0.5,True,20,irregular,0.3,0.7,-0.09999999999999999,5.788692338157883,0.6203430104529744,10.852326503402335,10.891684515069022,11.019245765909623,10.99790178671596,5.23055342775174,0.6191628936615053,0.6215231272444434,20,-5.621773075650594,-5.660182912493423,-5.583363238807766,20.0,active_but_irregular_curve,inconclusive,0.16691926250728714,0.15059919815542303,0.18323932685915126,5.788692338157882,5.755685116412669,5.821699559903096,20.0,,,,,,,
H4B0308,X067,asymmetric_stress,high,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,9,4,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.7,0.7,True,20,flat,0.0,0.7,-0.9999999999999999,0.17232155307994557,0.043844720610422154,5.3492677848260595,5.305787030033902,5.252290145996008,5.222287169683078,5.176946231746114,0.04320241577262915,0.04448702544821516,20,-0.17232155307994482,-0.1902357930396389,-0.15440731312025074,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0311,X070,asymmetric_stress,high,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.5,4,12,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.5,0.5,True,20,decreasing,0.0,0.7,-0.9999999999999999,4.211711950055133,0.14709432519884463,9.87671155301462,9.840223378468261,9.397903965589657,7.072226975470872,5.664999602959486,0.1458684447372656,0.14832020566042367,20,-4.211711950055131,-4.2389348422091135,-4.184489057901148,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
