background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,balk_step_class1_focal,balk_high_class1_focal,is_primary_step,n_paired_seeds,estimated_post_threshold_offer_share,estimated_post_threshold_offer_share_ci_low,estimated_post_threshold_offer_share_ci_high,delta_class1_accepted_delay,delta_class1_accepted_delay_ci_low,delta_class1_accepted_delay_ci_high,delta_class1_offered_delay,delta_class1_offered_delay_ci_low,delta_class1_offered_delay_ci_high,selection_gap,selection_gap_ci_low,selection_gap_ci_high,delta_class1_served_rate,delta_class1_served_rate_ci_low,delta_class1_served_rate_ci_high,accepted_delay_component,selection_gap_component,served_rate_component,strong_selection_evidence,failure_component,classification
H5B0013,A013,anchor,4.0,0.5,16,64.0,32.0,32.0,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.5,0.5,False,20,0.8435018548875586,0.836869815154847,0.8501338946202701,-0.5388401973787706,-0.5688225824102091,-0.5088578123473322,0.5887294563569249,0.5627697835189621,0.6146891291948876,1.1275696537356956,1.1158532347006909,1.1392860727707004,-0.02313807653095685,-0.025460725544307887,-0.02081542751760581,supported,supported,supported,True,,supported
H5B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.1,0.1,True,20,0.6658575662846509,0.658026813117447,0.6736883194518547,-0.018282019118415604,-0.032304181300459145,-0.004259856936372061,0.1651666416737095,0.1511396431083971,0.17919364023902193,0.18344866079212513,0.18144210475649292,0.18545521682775734,-0.0018439424987716738,-0.0030565234229103797,-0.0006313615746329679,inconclusive,inconclusive,inconclusive,False,accepted_delay;selection_gap;served_rate,inconclusive
H5B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.3,0.3,True,20,0.7628517710850671,0.7574513541072211,0.7682521880629131,-0.11604261531737592,-0.13155003812126484,-0.100535192513487,0.4942873856930235,0.478694292309159,0.5098804790768879,0.6103300010103994,0.6065183063982992,0.6141416956224995,-0.005293592793409187,-0.006570911419643123,-0.004016274167175251,inconclusive,supported,supported,False,accepted_delay,inconclusive
H5B0014,A014,anchor,4.0,0.7,32,128.0,89.6,38.400000000000006,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.5,0.5,False,20,0.8772914572636694,0.8734241850884332,0.8811587294389056,-0.3152441126836285,-0.327197740182626,-0.30329048518463103,0.8345407595830121,0.8221875048002291,0.8468940143657951,1.1497848722666408,1.143687294039306,1.1558824504939758,-0.011376440136755055,-0.012224621593848184,-0.010528258679661926,supported,supported,supported,True,,supported
H5B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.1,0.1,True,20,0.643325125630964,0.6369238717060484,0.6497263795558796,-0.014487286660779386,-0.023019424323558677,-0.005955148998000094,0.17311587030640724,0.1641196093080038,0.1821121313048107,0.18760315696718663,0.18596872979574028,0.18923758413863298,-0.0005752518500687171,-0.0011979678625021993,4.746416236476507e-05,inconclusive,inconclusive,inconclusive,False,accepted_delay;selection_gap;served_rate,inconclusive
H5B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.3,0.3,True,20,0.7513739604861556,0.7479787536576824,0.7547691673146287,-0.04401053979534124,-0.051439775462212255,-0.03658130412847022,0.5744256330128956,0.5668544735255995,0.5819967925001918,0.6184361728082368,0.6151988924194528,0.6216734531970208,-0.001286048862913193,-0.0019485139455812013,-0.0006235837802451848,inconclusive,supported,inconclusive,False,accepted_delay;served_rate,inconclusive
H5B0015,A015,anchor,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.3,0.3,0.5,0.5,False,20,0.9020133788060601,0.8995410156031584,0.9044857420089619,-0.10557323175771946,-0.11316301089479094,-0.09798345262064798,1.0433237265646258,1.0358202016726883,1.0508272514565633,1.1488969583223452,1.1449697301529351,1.1528241864917552,-0.0032691664563101854,-0.003957111715999142,-0.0025812211966212283,inconclusive,supported,inconclusive,False,accepted_delay;served_rate,inconclusive
H5B0016,A016,anchor,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.1,0.1,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,inconclusive,False,insufficient_post_threshold_offer_exposure,inactive
H5B0016,A016,anchor,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.3,0.3,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,inconclusive,False,insufficient_post_threshold_offer_exposure,inactive
H5B0016,A016,anchor,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.5,0.5,False,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,inconclusive,False,insufficient_post_threshold_offer_exposure,inactive
