background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h5_steps,n_active_primary_comparisons,n_supported_primary_comparisons,n_reversed_primary_comparisons,n_strong_selection_primary_comparisons,failure_component,classification
H5B0252,S220,sobol_symmetric,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.5,0.5,0.0;0.1,1,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0253,S221,sobol_symmetric,4.0,0.1,64,256.0,25.6,230.4,14,14,0.0,0.0,9,9,0.0,0.0,0.0,0.3,4,4,0.5,0.5,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0256,S224,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0258,X002,asymmetric_stress,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.1,0.1,0.1,0.7,4,6,0.3,0.3,0.5,0.5,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0262,X006,asymmetric_stress,2.0,0.1,32,64.0,6.4,57.6,7,21,0.1,0.1,4,4,0.3,0.3,0.3,0.5,4,4,0.0,0.0,0.5,0.5,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0263,X007,asymmetric_stress,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.1,0.1,0.1,0.5,9,9,0.0,0.0,0.5,0.7,0.0;0.1;0.3;0.5,2,0,1,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0268,X012,asymmetric_stress,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.7,4,4,0.5,0.5,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0277,X021,asymmetric_stress,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,4,4,0.0,0.0,0.0,0.3,6,6,0.3,0.3,0.7,0.3,0.0;0.1;0.3;0.5,2,0,1,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0279,X023,asymmetric_stress,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,4,6,0.3,0.3,0.3,0.5,9,9,0.5,0.5,0.7,0.7,0.0;0.1;0.3,2,0,2,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0281,X025,asymmetric_stress,1.25,0.1,32,40.0,4.0,36.0,14,21,0.0,0.0,4,6,0.0,0.0,0.0,0.7,12,12,0.5,0.3,0.5,0.5,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0282,X026,asymmetric_stress,3.1,0.7,32,99.2,69.44,29.760000000000005,28,14,0.0,0.0,6,6,0.5,0.5,0.5,0.7,6,6,0.0,0.0,0.1,0.1,0.0;0.1,1,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0283,X027,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.0,0.0,0.0,0.3,4,4,0.3,0.3,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0284,X028,asymmetric_stress,3.1,0.9,64,198.4,178.56,19.84,28,14,0.1,0.1,12,12,0.0,0.1,0.0,0.1,9,9,0.0,0.0,0.1,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0285,X029,asymmetric_stress,3.1,0.3,32,99.2,29.76,69.44,7,7,0.0,0.0,4,4,0.3,0.0,0.3,0.3,4,4,0.5,0.5,0.7,0.7,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0286,X030,asymmetric_stress,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.5,6,6,0.3,0.0,0.3,0.3,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0290,X034,asymmetric_stress,1.25,0.9,16,20.0,18.0,2.0,28,28,0.0,0.0,4,4,0.0,0.0,0.0,0.3,6,9,0.0,0.5,0.5,0.5,0.0;0.1;0.3;0.5,2,0,2,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0292,X036,asymmetric_stress,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.0,0.7,6,6,0.0,0.0,0.3,0.3,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0296,X040,asymmetric_stress,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0300,X044,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,28,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.0,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0304,X048,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,14,14,0.0,0.5,6,6,0.3,0.7,0.3,0.7,4,4,0.7,0.7,0.7,0.7,0.0;0.1;0.3,1,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0307,X051,asymmetric_stress,1.25,0.1,16,20.0,2.0,18.0,14,21,0.5,0.0,12,12,0.1,0.1,0.1,0.1,9,9,0.3,0.3,0.5,0.3,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0308,X052,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.1,12,12,0.3,0.3,0.3,0.7,12,12,0.0,0.0,0.5,0.5,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0310,X054,asymmetric_stress,1.25,0.5,16,20.0,10.0,10.0,21,21,0.0,0.0,6,6,0.0,0.0,0.0,0.1,9,9,0.0,0.3,0.0,0.3,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0311,X055,asymmetric_stress,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.0,0.7,4,4,0.5,0.5,0.5,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0313,X058,asymmetric_stress,3.1,0.9,64,198.4,178.56,19.84,28,28,0.1,0.1,12,12,0.0,0.0,0.0,0.1,9,6,0.0,0.0,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0317,X062,asymmetric_stress,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.3,4,4,0.0,0.0,0.0,0.1,4,12,0.5,0.5,0.5,0.5,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0319,X064,asymmetric_stress,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.5,4,4,0.3,0.3,0.3,0.5,4,4,0.7,0.3,0.7,0.7,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0321,X066,asymmetric_stress,3.1,0.7,16,49.6,34.72,14.880000000000004,28,28,0.5,0.5,4,4,0.1,0.3,0.1,0.7,12,12,0.5,0.5,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0325,X070,asymmetric_stress,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.5,4,12,0.1,0.0,0.1,0.5,6,6,0.0,0.0,0.5,0.5,0.0;0.1;0.3;0.5,2,0,1,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0328,X073,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,28,7,0.1,0.1,4,4,0.0,0.0,0.0,0.3,4,4,0.3,0.3,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0330,X075,asymmetric_stress,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.5,0.1,0.5,0.5,9,9,0.0,0.5,0.5,0.5,0.0;0.1,1,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0332,X077,asymmetric_stress,4.0,0.5,16,64.0,32.0,32.0,7,7,0.5,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.3,0.7,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0334,X079,asymmetric_stress,3.1,0.5,64,198.4,99.2,99.2,28,7,0.3,0.3,4,4,0.3,0.3,0.3,0.5,4,4,0.0,0.0,0.3,0.3,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0335,X080,asymmetric_stress,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.1,0.1,0.1,0.5,9,9,0.0,0.0,0.7,0.7,0.0;0.1;0.3;0.5,2,0,1,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0343,X088,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.5,9,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.5,0.5,0.0;0.1;0.3,2,0,2,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0352,X097,asymmetric_stress,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,4,9,0.0,0.0,0.0,0.1,9,9,0.7,0.7,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0357,X103,asymmetric_stress,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.1,0.5,4,4,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.5,0.7,0.0;0.1;0.3;0.5,2,0,2,0.0,one_or_more_primary_comparisons_reversed,reversed
H5B0359,X105,asymmetric_stress,4.0,0.1,16,64.0,6.4,57.6,14,21,0.1,0.1,4,4,0.0,0.0,0.0,0.7,4,12,0.0,0.3,0.3,0.3,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0363,X109,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,6,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.5,0.5,0.0;0.1;0.3,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0365,X111,asymmetric_stress,4.0,0.5,32,128.0,64.0,64.0,14,14,0.3,0.3,4,6,0.0,0.7,0.0,0.7,6,12,0.7,0.7,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0371,X118,asymmetric_stress,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.5,0.5,0.5,0.7,12,12,0.7,0.3,0.7,0.7,0.0;0.1,1,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0372,X119,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.3,4,4,0.1,0.0,0.1,0.3,4,4,0.3,0.3,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0373,X120,asymmetric_stress,3.1,0.5,32,99.2,49.6,49.6,14,21,0.0,0.0,4,4,0.5,0.5,0.5,0.7,4,4,0.3,0.5,0.5,0.5,0.0;0.1,1,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0376,X123,asymmetric_stress,3.1,0.3,32,99.2,29.76,69.44,14,14,0.5,0.0,9,9,0.0,0.0,0.0,0.5,6,6,0.0,0.0,0.0,0.0,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
H5B0377,X124,asymmetric_stress,3.1,0.9,64,198.4,178.56,19.84,14,28,0.1,0.1,12,12,0.0,0.1,0.0,0.1,9,9,0.0,0.0,0.7,0.7,0.0;0.1;0.3;0.5,2,0,0,0.0,no_primary_comparison_met_all_support_criteria,inconclusive
