background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,start_within_step,start_post_gap,baseline_class1_low,baseline_class1_high,baseline_class2_low,baseline_class2_high,n_paired_seeds,mean_class1_low_regime_offer_share,mean_class1_high_regime_offer_share,mean_class2_high_regime_offer_share,exposure_active,delta_step_effect,delta_step_effect_ci_low,delta_step_effect_ci_high,absolute_step_effect,delta_gap_effect,delta_gap_effect_ci_low,delta_gap_effect_ci_high,absolute_gap_effect,absolute_effect_difference,absolute_effect_difference_ci_low,absolute_effect_difference_ci_high,share_seeds_gap_effect_larger,failure_component,classification
H8B0227,S196,sobol_symmetric,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.5,0.0,0.5,0.4,9,9,0.5,0.5,0.5,0.5,0.0,0.1,0.5,0.5,0.0,0.4,100,0.9478480577972336,0.05215194220276646,0.011502400033842073,True,0.0035167027499709356,0.0029662596806013836,0.004067145819340487,0.003711084224797299,0.00024185640953508391,-0.0001583718542538757,0.0006420846733240436,0.0014748887697090156,-0.0022361954550882837,-0.0027715299729579625,-0.001700860937218605,0.15,absolute_effect_difference_inconclusive,inconclusive
H8B0228,S197,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.5,0.0,0.5,0.3,4,4,0.0,0.0,0.7,0.7,0.0,0.2,0.5,0.5,0.0,0.3,100,0.9465513651906903,0.05344863480930964,0.04219665047016365,True,0.02194780025194809,0.021009327185700925,0.022886273318195257,0.02194780025194809,-0.0006294373299930345,-0.0016981005162900146,0.0004392258563039456,0.004363776873787748,-0.01758402337816034,-0.01876214929135977,-0.016405897464960913,0.0,within_class_effect_larger,reversed
H8B0231,S200,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.4,0.0,0.5,0.5,6,6,0.0,0.0,0.1,0.1,0.1,0.0,0.4,0.5,0.0,0.5,100,0.6556027408547956,0.34439725914520436,0.2967410970017962,True,0.016170755471116488,0.015571299306475639,0.016770211635757336,0.016170755471116488,-0.0014912416187819705,-0.0020895653230364776,-0.0008929179145274632,0.0026981362945231995,-0.01347261917659329,-0.014297574675214472,-0.012647663677972109,0.0,within_class_effect_larger,reversed
H8B0235,S204,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.4,0.0,0.5,0.1,6,6,0.0,0.0,0.3,0.3,0.1,0.4,0.4,0.5,0.0,0.1,100,0.1990463907211643,0.8009536092788356,0.7912997349899547,True,0.006255218795488619,0.005938438252808303,0.006571999338168936,0.006255218795488619,-0.0034498533350246817,-0.0037753442615535643,-0.003124362408495799,0.0034934180012564254,-0.0027618007942321965,-0.0032768807042961885,-0.0022467208841682046,0.14,within_class_effect_larger,reversed
H8B0243,S212,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.3,4,4,0.2,0.0,0.5,0.3,4,4,0.3,0.3,0.7,0.7,0.3,0.2,0.2,0.5,0.0,0.3,100,0.37258268264354316,0.6274173173564569,0.6111278929347449,True,0.004962145473503126,0.004277116444531907,0.005647174502474345,0.00515218168802527,-0.00037829317908146947,-0.000999519993351626,0.00024293363518868694,0.002419016191068325,-0.002733165496956946,-0.0034802661622841216,-0.0019860648316297707,0.21,within_class_effect_larger,reversed
H8B0244,S213,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,7,7,0.3,0.3,4,4,0.2,0.0,0.5,0.2,4,4,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,0.2,100,0.40720738346677493,0.5927926165332251,0.5777469977578011,True,0.014180304337763587,0.013335700508399415,0.01502490816712776,0.014180304337763587,-0.0043778446725984774,-0.005239427036959395,-0.003516262308237559,0.005212223107465698,-0.008968081230297891,-0.010189633624618161,-0.007746528835977621,0.12,within_class_effect_larger,reversed
H8B0248,S217,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,21,21,0.1,0.1,9,9,0.1,0.0,0.5,0.3,12,12,0.0,0.0,0.1,0.1,0.4,0.2,0.1,0.5,0.0,0.3,100,0.7815995747881357,0.21840042521186426,0.20837330320206768,True,0.029591314549788025,0.027123103258686613,0.03205952584088944,0.0296607530984598,-0.007394094538809457,-0.009725159277119585,-0.005063029800499328,0.011256447205307867,-0.01840430589315193,-0.02160540594321828,-0.015203205843085581,0.13,within_class_effect_larger,reversed
H8B0255,S224,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.5,0.0,0.5,0.1,6,6,0.5,0.5,0.5,0.5,0.0,0.4,0.5,0.5,0.0,0.1,100,0.515807976042343,0.4841920239576571,0.46573572895424936,True,0.009755052575665463,0.009132417551925134,0.010377687599405792,0.009755052575665463,-0.0018288039658905665,-0.0024407753058362956,-0.0012168326259448374,0.0029462181826389456,-0.006808834393026517,-0.007633324821057014,-0.00598434396499602,0.06,within_class_effect_larger,reversed
H8B0256,X001,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,21,21,0.1,0.3,12,12,0.4,0.0,0.5,0.5,12,4,0.0,0.0,0.7,0.7,0.1,0.0,0.4,0.5,0.0,0.5,100,0.9538672152829474,0.04613278471705249,0.019469955838683002,True,0.03007278430074437,0.029092721364781766,0.03105284723670697,0.03007278430074437,-0.0009172253231232069,-0.0018897433392213278,5.529269297491397e-05,0.004187560228015844,-0.025885224072728526,-0.027066704072830194,-0.02470374407262686,0.0,within_class_effect_larger,reversed
H8B0259,X005,asymmetric_stress,4.0,0.5,32,128.0,64.0,64.0,21,28,0.1,0.1,4,4,0.4,0.0,0.5,0.2,4,4,0.0,0.0,0.7,0.7,0.1,0.3,0.4,0.5,0.0,0.2,100,0.12142763323580659,0.8785723667641935,0.8751173909225655,True,0.006389045896846905,0.005845929690273909,0.0069321621034199015,0.006389045896846905,-0.0025030531242568,-0.002980299050934417,-0.002025807197579183,0.002929805921124511,-0.0034592399757223924,-0.004226232382530078,-0.0026922475689147075,0.2,within_class_effect_larger,reversed
H8B0260,X006,asymmetric_stress,2.0,0.1,32,64.0,6.4,57.6,7,21,0.1,0.1,4,4,0.4,0.0,0.5,0.1,4,4,0.0,0.0,0.5,0.5,0.1,0.4,0.4,0.5,0.0,0.1,100,0.6315459988985939,0.3684540011014061,0.7914851786961598,True,0.01748254519010495,0.015330623171943288,0.019634467208266615,0.017835729204485652,-0.0024998687188683964,-0.004267261718413695,-0.0007324757193230972,0.007282685029790279,-0.010553044174695372,-0.012994899777567737,-0.008111188571823007,0.23,within_class_effect_larger,reversed
H8B0262,X008,asymmetric_stress,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.3,0.0,0.5,0.4,6,6,0.0,0.3,0.3,0.3,0.2,0.1,0.3,0.5,0.0,0.4,100,0.3029464443213601,0.6970535556786399,0.6838003408851673,True,0.018897726185476135,0.017044322958080782,0.020751129412871487,0.01910968488190296,-0.011228217760800184,-0.012831004197545277,-0.00962543132405509,0.011677054689111099,-0.007432630192791858,-0.010201972609173535,-0.004663287776410181,0.33,within_class_effect_larger,reversed
H8B0278,X027,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.5,0.0,0.5,0.3,4,4,0.3,0.3,0.7,0.7,0.0,0.2,0.5,0.5,0.0,0.3,100,0.1461980624286374,0.8538019375713626,0.3709969348447764,True,0.003956746732794737,0.003533499411976631,0.004379994053612842,0.004008544673633573,-0.0001452466124431788,-0.0006042417100152067,0.0003137484851288492,0.0017781593802638097,-0.002230385293369763,-0.002746172346715217,-0.001714598240024309,0.17,absolute_effect_difference_inconclusive,inconclusive
H8B0287,X040,asymmetric_stress,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.3,0.0,0.5,0.4,6,6,0.5,0.5,0.5,0.5,0.2,0.1,0.3,0.5,0.0,0.4,100,0.5268665791529277,0.47313342084707216,0.4819836292228343,True,0.008417686381671917,0.007820191781529847,0.009015180981813987,0.008417686381671917,-0.003828357239200229,-0.0044713320620675834,-0.003185382416332875,0.004241827859365233,-0.004175858522306685,-0.005091933866220312,-0.0032597831783930573,0.18,within_class_effect_larger,reversed
H8B0293,X048,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,14,14,0.0,0.5,6,6,0.2,0.0,0.5,0.3,4,4,0.7,0.7,0.7,0.7,0.3,0.2,0.2,0.5,0.0,0.3,100,0.3426334687357792,0.6573665312642208,0.6406732469790528,True,0.0077096427970634466,0.006824911592065157,0.008594374002061736,0.007886142801063499,0.0012007172920037604,0.0004387143600940301,0.0019627202239134904,0.0032393608254297867,-0.004646781975633713,-0.005506122980589042,-0.0037874409706783836,0.14,within_class_effect_larger,reversed
H8B0294,X049,asymmetric_stress,4.0,0.3,16,64.0,19.2,44.8,14,21,0.3,0.3,6,6,0.2,0.0,0.5,0.2,6,6,0.0,0.0,0.7,0.7,0.3,0.3,0.2,0.5,0.0,0.2,100,0.4708769402037064,0.5291230597962935,0.5203985506511831,True,0.017040179028233814,0.01593249573516587,0.018147862321301757,0.017040179028233814,-2.495118504719285e-05,-0.0011690005233069359,0.00111909815321255,0.004515365886850897,-0.012524813141382913,-0.013943923037689385,-0.011105703245076442,0.04,within_class_effect_larger,reversed
H8B0297,X052,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.1,12,12,0.1,0.0,0.5,0.4,12,12,0.0,0.0,0.5,0.5,0.4,0.1,0.1,0.5,0.0,0.4,100,0.3116277640036894,0.6883722359963105,0.33468085023675215,True,0.0067905265050219035,0.006332060781809014,0.007248992228234793,0.0067905265050219035,-0.00012818933726503585,-0.0005633493556899164,0.0003069706811598448,0.0017119761752014608,-0.005078550329820443,-0.005620158926240759,-0.004536941733400127,0.03,within_class_effect_larger,reversed
H8B0299,X055,asymmetric_stress,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.1,0.0,0.5,0.2,4,4,0.5,0.5,0.5,0.7,0.4,0.3,0.1,0.5,0.0,0.2,100,0.3999939547352564,0.6000060452647437,0.5853154595161917,True,0.007020868730106869,0.0065131986366028065,0.007528538823610931,0.007020868730106869,-0.0018808524316345824,-0.0024078155394771316,-0.0013538893237920332,0.0026774443440674587,-0.004343424386039408,-0.005056039528987753,-0.0036308092430910634,0.13,within_class_effect_larger,reversed
H8B0312,X071,asymmetric_stress,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.3,0.0,0.5,0.4,6,6,0.7,0.5,0.7,0.5,0.2,0.1,0.3,0.5,0.0,0.4,100,0.6558743337100836,0.34412566628991637,0.3511652330254952,True,0.012553188359458636,0.010136278630829006,0.014970098088088267,0.014122957939352011,-0.007615149024563064,-0.009907943204655508,-0.00532235484447062,0.011240339436143627,-0.0028826185032083873,-0.005811098826390873,4.586181997409851e-05,0.49,absolute_effect_difference_inconclusive,inconclusive
H8B0318,X079,asymmetric_stress,3.1,0.5,64,198.4,99.2,99.2,28,7,0.3,0.3,4,4,0.2,0.0,0.5,0.3,4,4,0.0,0.0,0.3,0.3,0.3,0.2,0.2,0.5,0.0,0.3,100,0.4224946688425291,0.5775053311574708,0.5664255835714141,True,0.013428213527962857,0.012837578428726472,0.014018848627199243,0.013428213527962857,-0.004416720075914527,-0.004979597872353398,-0.003853842279475656,0.004477461373102291,-0.008950752154860566,-0.009912472386668581,-0.007989031923052552,0.04,within_class_effect_larger,reversed
H8B0319,X080,asymmetric_stress,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.2,0.0,0.5,0.2,9,9,0.0,0.0,0.7,0.7,0.3,0.3,0.2,0.5,0.0,0.2,100,0.899141404593083,0.10085859540691704,0.05765841275750667,True,0.011647106638359859,0.00972969011493039,0.013564523161789327,0.012689464182754778,-0.0028712274739994765,-0.004437216390762222,-0.0013052385572367307,0.006703323654110178,-0.005986140528644598,-0.008016264824373828,-0.003956016232915366,0.3,within_class_effect_larger,reversed
H8B0322,X085,asymmetric_stress,2.0,0.3,16,32.0,9.6,22.4,14,21,0.1,0.1,4,9,0.1,0.0,0.5,0.4,6,6,0.0,0.0,0.3,0.3,0.4,0.1,0.1,0.5,0.0,0.4,100,0.203647818226928,0.796352181773072,0.03605546878418662,True,0.010616236963601255,0.00851564205059089,0.012716831876611621,0.0121008771707359,0.00042002411711756615,-0.0015583605230294847,0.002398408757264617,0.008139871231804978,-0.003961005938930919,-0.005990624599530352,-0.001931387278331486,0.33,within_class_effect_larger,reversed
H8B0324,X088,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.5,9,12,0.1,0.0,0.5,0.2,12,12,0.0,0.0,0.5,0.5,0.4,0.3,0.1,0.5,0.0,0.2,100,0.36088329614132664,0.6391167038586734,0.1494630646161067,True,-0.006197351659649113,-0.006960855709848483,-0.005433847609449744,0.0064030798378991085,-0.0011105558064635828,-0.0019427780101955211,-0.0002783336027316445,0.003319107932884124,-0.003083971905014985,-0.0038726964207973476,-0.002295247389232622,0.18,within_class_effect_larger,reversed
H8B0326,X091,asymmetric_stress,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.1,4,4,0.5,0.0,0.5,0.5,9,4,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,0.0,0.5,100,0.7217483345254532,0.2782516654745468,0.29101653106161973,True,0.019472504460056807,0.01884539597525111,0.020099612944862504,0.019472504460056807,-0.002377276568340822,-0.0030476694197095824,-0.001706883716972062,0.0035054858190907566,-0.01596701864096605,-0.016820240140784825,-0.015113797141147274,0.0,within_class_effect_larger,reversed
H8B0336,X102,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,28,14,0.1,0.5,4,6,0.3,0.0,0.5,0.5,12,12,0.3,0.3,0.7,0.7,0.2,0.0,0.3,0.5,0.0,0.5,100,0.36553097662460404,0.6344690233753958,0.3476316035606915,True,0.016024436133110245,0.01512392583777073,0.016924946428449758,0.016024436133110245,-0.0007262124550579274,-0.001556029686818949,0.00010360477670309407,0.003468623197254229,-0.012555812935856012,-0.013659795466010469,-0.011451830405701555,0.0,within_class_effect_larger,reversed
H8B0337,X103,asymmetric_stress,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.1,0.5,4,4,0.3,0.0,0.5,0.4,9,9,0.0,0.0,0.5,0.7,0.2,0.1,0.3,0.5,0.0,0.4,100,0.283882463036977,0.716117536963023,0.69442221724548,True,0.007298885303326781,0.0068554791853466576,0.007742291421306904,0.007298885303326781,-0.0017238490359228348,-0.0021570212703924865,-0.0012906768014531833,0.002303872586065297,-0.004995012717261485,-0.005613560754162101,-0.004376464680360868,0.06,within_class_effect_larger,reversed
H8B0351,X119,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.3,4,4,0.5,0.0,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.0,0.0,0.5,0.5,0.0,0.5,100,0.2734804760003338,0.7265195239996661,0.7070190686742115,True,0.005035933789356112,0.004630319956071149,0.005441547622641075,0.005035933789356112,4.51891405451886e-05,-0.00039537798962060316,0.0004857562707109804,0.0016905754869561342,-0.0033453583023999784,-0.0038339174270644143,-0.0028567991777355426,0.09,within_class_effect_larger,reversed
