stage,background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,start_within_step,start_post_gap,baseline_class1_low,baseline_class1_high,baseline_class2_low,baseline_class2_high,n_paired_seeds,mean_class1_low_regime_offer_share,mean_class1_high_regime_offer_share,mean_class2_high_regime_offer_share,exposure_active,delta_step_effect,delta_step_effect_ci_low,delta_step_effect_ci_high,absolute_step_effect,delta_gap_effect,delta_gap_effect_ci_low,delta_gap_effect_ci_high,absolute_gap_effect,absolute_effect_difference,absolute_effect_difference_ci_low,absolute_effect_difference_ci_high,share_seeds_gap_effect_larger,failure_component,classification
2,H8B0227,S196,sobol_symmetric,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.5,0.0,0.5,0.4,9,9,0.5,0.5,0.5,0.5,0.0,0.1,0.5,0.5,0.0,0.4,100,0.9478480577972336,0.0521519422027664,0.011502400033842,True,0.0035167027499709,0.0029662596806013,0.0040671458193404,0.0037110842247972,0.000241856409535,-0.0001583718542538,0.000642084673324,0.001474888769709,-0.0022361954550882,-0.0027715299729579,-0.0017008609372186,0.15,absolute_effect_difference_inconclusive,inconclusive
2,H8B0228,S197,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.5,0.0,0.5,0.3,4,4,0.0,0.0,0.7,0.7,0.0,0.2,0.5,0.5,0.0,0.3,100,0.9465513651906904,0.0534486348093096,0.0421966504701636,True,0.021947800251948,0.0210093271857009,0.0228862733181952,0.021947800251948,-0.000629437329993,-0.00169810051629,0.0004392258563039,0.0043637768737877,-0.0175840233781603,-0.0187621492913597,-0.0164058974649609,0.0,within_class_effect_larger,reversed
2,H8B0231,S200,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.4,0.0,0.5,0.5,6,6,0.0,0.0,0.1,0.1,0.1,0.0,0.4,0.5,0.0,0.5,100,0.6556027408547956,0.3443972591452043,0.2967410970017962,True,0.0161707554711164,0.0155712993064756,0.0167702116357573,0.0161707554711164,-0.0014912416187819,-0.0020895653230364,-0.0008929179145274,0.0026981362945231,-0.0134726191765932,-0.0142975746752144,-0.0126476636779721,0.0,within_class_effect_larger,reversed
2,H8B0235,S204,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.4,0.0,0.5,0.1,6,6,0.0,0.0,0.3,0.3,0.1,0.4,0.4,0.5,0.0,0.1,100,0.1990463907211643,0.8009536092788356,0.7912997349899547,True,0.0062552187954886,0.0059384382528083,0.0065719993381689,0.0062552187954886,-0.0034498533350246,-0.0037753442615535,-0.0031243624084957,0.0034934180012564,-0.0027618007942321,-0.0032768807042961,-0.0022467208841682,0.14,within_class_effect_larger,reversed
2,H8B0243,S212,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.3,4,4,0.2,0.0,0.5,0.3,4,4,0.3,0.3,0.7,0.7,0.3,0.2,0.2,0.5,0.0,0.3,100,0.3725826826435431,0.6274173173564569,0.6111278929347449,True,0.0049621454735031,0.0042771164445319,0.0056471745024743,0.0051521816880252,-0.0003782931790814,-0.0009995199933516,0.0002429336351886,0.0024190161910683,-0.0027331654969569,-0.0034802661622841,-0.0019860648316297,0.21,within_class_effect_larger,reversed
2,H8B0244,S213,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,7,7,0.3,0.3,4,4,0.2,0.0,0.5,0.2,4,4,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,0.2,100,0.4072073834667749,0.5927926165332251,0.5777469977578011,True,0.0141803043377635,0.0133357005083994,0.0150249081671277,0.0141803043377635,-0.0043778446725984,-0.0052394270369593,-0.0035162623082375,0.0052122231074656,-0.0089680812302978,-0.0101896336246181,-0.0077465288359776,0.12,within_class_effect_larger,reversed
2,H8B0248,S217,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,21,21,0.1,0.1,9,9,0.1,0.0,0.5,0.3,12,12,0.0,0.0,0.1,0.1,0.4,0.2,0.1,0.5,0.0,0.3,100,0.7815995747881357,0.2184004252118642,0.2083733032020676,True,0.029591314549788,0.0271231032586866,0.0320595258408894,0.0296607530984598,-0.0073940945388094,-0.0097251592771195,-0.0050630298004993,0.0112564472053078,-0.0184043058931519,-0.0216054059432182,-0.0152032058430855,0.13,within_class_effect_larger,reversed
2,H8B0255,S224,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.5,0.0,0.5,0.1,6,6,0.5,0.5,0.5,0.5,0.0,0.4,0.5,0.5,0.0,0.1,100,0.515807976042343,0.4841920239576571,0.4657357289542493,True,0.0097550525756654,0.0091324175519251,0.0103776875994057,0.0097550525756654,-0.0018288039658905,-0.0024407753058362,-0.0012168326259448,0.0029462181826389,-0.0068088343930265,-0.007633324821057,-0.005984343964996,0.06,within_class_effect_larger,reversed
2,H8B0256,X001,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,21,21,0.1,0.3,12,12,0.4,0.0,0.5,0.5,12,4,0.0,0.0,0.7,0.7,0.1,0.0,0.4,0.5,0.0,0.5,100,0.9538672152829474,0.0461327847170524,0.019469955838683,True,0.0300727843007443,0.0290927213647817,0.0310528472367069,0.0300727843007443,-0.0009172253231232,-0.0018897433392213,5.529269297491397e-05,0.0041875602280158,-0.0258852240727285,-0.0270667040728301,-0.0247037440726268,0.0,within_class_effect_larger,reversed
2,H8B0259,X005,asymmetric_stress,4.0,0.5,32,128.0,64.0,64.0,21,28,0.1,0.1,4,4,0.4,0.0,0.5,0.2,4,4,0.0,0.0,0.7,0.7,0.1,0.3,0.4,0.5,0.0,0.2,100,0.1214276332358065,0.8785723667641935,0.8751173909225655,True,0.0063890458968469,0.0058459296902739,0.0069321621034199,0.0063890458968469,-0.0025030531242568,-0.0029802990509344,-0.0020258071975791,0.0029298059211245,-0.0034592399757223,-0.00422623238253,-0.0026922475689147,0.2,within_class_effect_larger,reversed
2,H8B0260,X006,asymmetric_stress,2.0,0.1,32,64.0,6.4,57.6,7,21,0.1,0.1,4,4,0.4,0.0,0.5,0.1,4,4,0.0,0.0,0.5,0.5,0.1,0.4,0.4,0.5,0.0,0.1,100,0.6315459988985939,0.3684540011014061,0.7914851786961598,True,0.0174825451901049,0.0153306231719432,0.0196344672082666,0.0178357292044856,-0.0024998687188683,-0.0042672617184136,-0.000732475719323,0.0072826850297902,-0.0105530441746953,-0.0129948997775677,-0.008111188571823,0.23,within_class_effect_larger,reversed
2,H8B0262,X008,asymmetric_stress,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.3,0.0,0.5,0.4,6,6,0.0,0.3,0.3,0.3,0.2,0.1,0.3,0.5,0.0,0.4,100,0.3029464443213601,0.6970535556786399,0.6838003408851673,True,0.0188977261854761,0.0170443229580807,0.0207511294128714,0.0191096848819029,-0.0112282177608001,-0.0128310041975452,-0.009625431324055,0.011677054689111,-0.0074326301927918,-0.0102019726091735,-0.0046632877764101,0.33,within_class_effect_larger,reversed
2,H8B0278,X027,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.5,0.0,0.5,0.3,4,4,0.3,0.3,0.7,0.7,0.0,0.2,0.5,0.5,0.0,0.3,100,0.1461980624286374,0.8538019375713626,0.3709969348447764,True,0.0039567467327947,0.0035334994119766,0.0043799940536128,0.0040085446736335,-0.0001452466124431,-0.0006042417100152,0.0003137484851288,0.0017781593802638,-0.0022303852933697,-0.0027461723467152,-0.0017145982400243,0.17,absolute_effect_difference_inconclusive,inconclusive
2,H8B0287,X040,asymmetric_stress,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.3,0.0,0.5,0.4,6,6,0.5,0.5,0.5,0.5,0.2,0.1,0.3,0.5,0.0,0.4,100,0.5268665791529277,0.4731334208470721,0.4819836292228343,True,0.0084176863816719,0.0078201917815298,0.0090151809818139,0.0084176863816719,-0.0038283572392002,-0.0044713320620675,-0.0031853824163328,0.0042418278593652,-0.0041758585223066,-0.0050919338662203,-0.003259783178393,0.18,within_class_effect_larger,reversed
2,H8B0293,X048,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,14,14,0.0,0.5,6,6,0.2,0.0,0.5,0.3,4,4,0.7,0.7,0.7,0.7,0.3,0.2,0.2,0.5,0.0,0.3,100,0.3426334687357792,0.6573665312642208,0.6406732469790528,True,0.0077096427970634,0.0068249115920651,0.0085943740020617,0.0078861428010634,0.0012007172920037,0.000438714360094,0.0019627202239134,0.0032393608254297,-0.0046467819756337,-0.005506122980589,-0.0037874409706783,0.14,within_class_effect_larger,reversed
2,H8B0294,X049,asymmetric_stress,4.0,0.3,16,64.0,19.2,44.8,14,21,0.3,0.3,6,6,0.2,0.0,0.5,0.2,6,6,0.0,0.0,0.7,0.7,0.3,0.3,0.2,0.5,0.0,0.2,100,0.4708769402037064,0.5291230597962935,0.5203985506511831,True,0.0170401790282338,0.0159324957351658,0.0181478623213017,0.0170401790282338,-2.495118504719285e-05,-0.0011690005233069,0.0011190981532125,0.0045153658868508,-0.0125248131413829,-0.0139439230376893,-0.0111057032450764,0.04,within_class_effect_larger,reversed
2,H8B0297,X052,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.1,12,12,0.1,0.0,0.5,0.4,12,12,0.0,0.0,0.5,0.5,0.4,0.1,0.1,0.5,0.0,0.4,100,0.3116277640036894,0.6883722359963105,0.3346808502367521,True,0.0067905265050219,0.006332060781809,0.0072489922282347,0.0067905265050219,-0.000128189337265,-0.0005633493556899,0.0003069706811598,0.0017119761752014,-0.0050785503298204,-0.0056201589262407,-0.0045369417334001,0.03,within_class_effect_larger,reversed
2,H8B0299,X055,asymmetric_stress,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.1,0.0,0.5,0.2,4,4,0.5,0.5,0.5,0.7,0.4,0.3,0.1,0.5,0.0,0.2,100,0.3999939547352564,0.6000060452647437,0.5853154595161917,True,0.0070208687301068,0.0065131986366028,0.0075285388236109,0.0070208687301068,-0.0018808524316345,-0.0024078155394771,-0.001353889323792,0.0026774443440674,-0.0043434243860394,-0.0050560395289877,-0.003630809243091,0.13,within_class_effect_larger,reversed
2,H8B0312,X071,asymmetric_stress,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.3,0.0,0.5,0.4,6,6,0.7,0.5,0.7,0.5,0.2,0.1,0.3,0.5,0.0,0.4,100,0.6558743337100836,0.3441256662899163,0.3511652330254952,True,0.0125531883594586,0.010136278630829,0.0149700980880882,0.014122957939352,-0.007615149024563,-0.0099079432046555,-0.0053223548444706,0.0112403394361436,-0.0028826185032083,-0.0058110988263908,4.586181997409851e-05,0.49,absolute_effect_difference_inconclusive,inconclusive
2,H8B0318,X079,asymmetric_stress,3.1,0.5,64,198.4,99.2,99.2,28,7,0.3,0.3,4,4,0.2,0.0,0.5,0.3,4,4,0.0,0.0,0.3,0.3,0.3,0.2,0.2,0.5,0.0,0.3,100,0.4224946688425291,0.5775053311574708,0.5664255835714141,True,0.0134282135279628,0.0128375784287264,0.0140188486271992,0.0134282135279628,-0.0044167200759145,-0.0049795978723533,-0.0038538422794756,0.0044774613731022,-0.0089507521548605,-0.0099124723866685,-0.0079890319230525,0.04,within_class_effect_larger,reversed
2,H8B0319,X080,asymmetric_stress,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.2,0.0,0.5,0.2,9,9,0.0,0.0,0.7,0.7,0.3,0.3,0.2,0.5,0.0,0.2,100,0.899141404593083,0.100858595406917,0.0576584127575066,True,0.0116471066383598,0.0097296901149303,0.0135645231617893,0.0126894641827547,-0.0028712274739994,-0.0044372163907622,-0.0013052385572367,0.0067033236541101,-0.0059861405286445,-0.0080162648243738,-0.0039560162329153,0.3,within_class_effect_larger,reversed
2,H8B0322,X085,asymmetric_stress,2.0,0.3,16,32.0,9.6,22.4,14,21,0.1,0.1,4,9,0.1,0.0,0.5,0.4,6,6,0.0,0.0,0.3,0.3,0.4,0.1,0.1,0.5,0.0,0.4,100,0.203647818226928,0.796352181773072,0.0360554687841866,True,0.0106162369636012,0.0085156420505908,0.0127168318766116,0.0121008771707359,0.0004200241171175,-0.0015583605230294,0.0023984087572646,0.0081398712318049,-0.0039610059389309,-0.0059906245995303,-0.0019313872783314,0.33,within_class_effect_larger,reversed
2,H8B0324,X088,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.5,9,12,0.1,0.0,0.5,0.2,12,12,0.0,0.0,0.5,0.5,0.4,0.3,0.1,0.5,0.0,0.2,100,0.3608832961413266,0.6391167038586734,0.1494630646161067,True,-0.0061973516596491,-0.0069608557098484,-0.0054338476094497,0.0064030798378991,-0.0011105558064635,-0.0019427780101955,-0.0002783336027316,0.0033191079328841,-0.0030839719050149,-0.0038726964207973,-0.0022952473892326,0.18,within_class_effect_larger,reversed
2,H8B0326,X091,asymmetric_stress,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.1,4,4,0.5,0.0,0.5,0.5,9,4,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,0.0,0.5,100,0.7217483345254532,0.2782516654745468,0.2910165310616197,True,0.0194725044600568,0.0188453959752511,0.0200996129448625,0.0194725044600568,-0.0023772765683408,-0.0030476694197095,-0.001706883716972,0.0035054858190907,-0.015967018640966,-0.0168202401407848,-0.0151137971411472,0.0,within_class_effect_larger,reversed
2,H8B0336,X102,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,28,14,0.1,0.5,4,6,0.3,0.0,0.5,0.5,12,12,0.3,0.3,0.7,0.7,0.2,0.0,0.3,0.5,0.0,0.5,100,0.365530976624604,0.6344690233753958,0.3476316035606915,True,0.0160244361331102,0.0151239258377707,0.0169249464284497,0.0160244361331102,-0.0007262124550579,-0.0015560296868189,0.000103604776703,0.0034686231972542,-0.012555812935856,-0.0136597954660104,-0.0114518304057015,0.0,within_class_effect_larger,reversed
2,H8B0337,X103,asymmetric_stress,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.1,0.5,4,4,0.3,0.0,0.5,0.4,9,9,0.0,0.0,0.5,0.7,0.2,0.1,0.3,0.5,0.0,0.4,100,0.283882463036977,0.716117536963023,0.69442221724548,True,0.0072988853033267,0.0068554791853466,0.0077422914213069,0.0072988853033267,-0.0017238490359228,-0.0021570212703924,-0.0012906768014531,0.0023038725860652,-0.0049950127172614,-0.0056135607541621,-0.0043764646803608,0.06,within_class_effect_larger,reversed
2,H8B0351,X119,asymmetric_stress,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.3,4,4,0.5,0.0,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.0,0.0,0.5,0.5,0.0,0.5,100,0.2734804760003338,0.7265195239996661,0.7070190686742115,True,0.0050359337893561,0.0046303199560711,0.005441547622641,0.0050359337893561,4.51891405451886e-05,-0.0003953779896206,0.0004857562707109,0.0016905754869561,-0.0033453583023999,-0.0038339174270644,-0.0028567991777355,0.09,within_class_effect_larger,reversed
