class1_cancel_prob,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
0.0,44,2,18346,8550,6780,15330,3016,5435,649,2453,11.140233918128654,11.843052837573385,0.13370762018968713,0.21001712328767122,0.44227005870841485,95249.0,181554.0
0.0,45,1,18328,8505,6513,15018,3310,0,2180,6277,11.18506760728983,11.856905047276602,0.3424814491488433,0.5374143835616438,0.43367958449860167,95129.0,178067.0
0.0,45,2,18321,8482,6577,15059,3262,5312,643,2510,11.132987502947419,11.838236270668704,0.13700125538998964,0.2148972602739726,0.43674878810013945,94430.0,178272.0
0.0,46,1,18410,8571,6680,15251,3159,0,2237,6285,11.164974915412436,11.855681594649532,0.3413905486148832,0.5380993150684932,0.438004065307193,95695.0,180811.0
0.0,46,2,18131,8388,6502,14890,3241,5272,687,2411,11.152718168812589,11.850705171255877,0.13297666979206882,0.20642123287671232,0.43666890530557423,93549.0,176457.0
0.0,47,1,18022,8528,6633,15161,2861,0,2181,6301,11.024390243902438,11.771584987797638,0.3496282321606925,0.5394691780821917,0.4375041224193655,94016.0,178469.0
0.0,47,2,18300,8649,6709,15358,2942,5499,684,2451,11.132154006243496,11.832855840604246,0.13393442622950819,0.2098458904109589,0.4368407344706342,96282.0,181729.0
0.0,48,1,18198,8468,6670,15138,3060,0,2175,6247,11.15434577231932,11.850508653719118,0.3432794812616771,0.5348458904109589,0.44061302681992337,94455.0,179393.0
0.0,48,2,18225,8489,6698,15187,3038,5297,725,2450,11.129697255271529,11.83861197076447,0.13443072702331962,0.20976027397260275,0.4410350958056232,94480.0,179793.0
0.0,49,1,18397,8523,6697,15220,3177,0,2241,6231,11.178458289334742,11.869908015768726,0.3386965266075991,0.5334760273972603,0.4400131406044678,95274.0,180660.0
0.0,49,2,18296,8503,6600,15103,3193,5338,648,2503,11.125014700693873,11.82665695557174,0.13680585920419763,0.21429794520547946,0.43699927166788055,94596.0,178618.0
0.0,50,1,18278,8553,6724,15277,3001,0,2170,6336,11.110721384309599,11.80676834457027,0.3466462413830835,0.5424657534246575,0.4401387707010539,95030.0,180372.0
0.0,50,2,18259,8551,6670,15221,3038,5432,642,2464,11.10232721319144,11.811116221010446,0.134947149351005,0.21095890410958903,0.43821036725576507,94936.0,179777.0
0.0,51,1,18212,8509,6665,15174,3038,0,2192,6262,11.159478199553414,11.852774482667721,0.3438392268833736,0.5361301369863014,0.43923817055489656,94956.0,179854.0
0.0,51,2,18256,8461,6676,15137,3119,5272,655,2516,11.147736674151991,11.845213714738719,0.137817703768624,0.21541095890410958,0.4410385148972716,94321.0,179301.0
0.0,52,1,18238,8575,6643,15218,3020,0,2231,6289,11.145072886297376,11.834275200420555,0.34482947691632854,0.5384417808219178,0.4365225390984361,95569.0,180094.0
0.0,52,2,18105,8444,6607,15051,3054,5337,647,2445,11.187707247749882,11.864261510863066,0.13504556752278377,0.2093321917808219,0.4389741545412265,94469.0,178569.0
0.0,53,1,18378,8540,6697,15237,3141,0,2263,6224,11.130093676814989,11.834481853383211,0.3386657960605071,0.5328767123287671,0.4395222156592505,95051.0,180322.0
0.0,53,2,18341,8592,6676,15268,3073,5439,689,2446,11.087523277467412,11.802659156405554,0.13336241208222016,0.20941780821917808,0.4372543882630338,95264.0,180203.0
0.0,54,1,18058,8408,6523,14931,3127,0,2127,6227,11.184229305423406,11.85982184716362,0.3448333148742939,0.5331335616438356,0.43687629763579133,94037.0,177079.0
0.0,54,2,18135,8538,6516,15054,3081,5253,716,2552,11.116420707425627,11.823302776670653,0.1407223600771988,0.2184931506849315,0.4328417696293344,94912.0,177988.0
0.0,55,1,18124,8512,6625,15137,2987,0,2177,6281,11.148143796992482,11.842439056616238,0.34655705142352683,0.5377568493150685,0.4376692871771157,94893.0,179259.0
0.0,55,2,18282,8525,6703,15228,3054,5367,680,2467,11.124105571847508,11.833661675860258,0.13494147248659885,0.21121575342465754,0.4401759915944313,94833.0,180203.0
0.0,56,1,18028,8422,6590,15012,3016,0,2121,6256,11.056043695084304,11.797428723687716,0.3470157532726869,0.5356164383561643,0.4389821476152411,93114.0,177103.0
