class1_cancel_prob,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
0.05,67,0.8053082191780822,0.2576986301369863,9406,10511.0,9.77756052141527,10.783189824976082,0.39557656592942764,36500,21480,35538,14058,962,9764,2266,44
0.05,68,0.8040239726027397,0.25549180327868853,9351,10476.0,9.84104974175236,10.860235003092146,0.39587901276212967,36600,21491,35574,14083,1026,9818,2282,40
0.05,69,0.8035958904109589,0.2579553893121373,9379,10487.0,9.827587811118866,10.820419739081112,0.39038570618264323,36359,21495,35260,13765,1099,9787,2286,43
0.05,70,0.8014554794520548,0.25451169901984877,9322,10461.0,9.78023960405199,10.796708235029772,0.3927929446129648,36627,21619,35604,13985,1023,9960,2291,46
0.05,71,0.8055650684931507,0.25728903069644626,9354,10501.0,9.759293508415018,10.760066126817787,0.39398694275547086,36356,21628,35689,14061,667,9961,2260,53
0.05,72,0.8024828767123288,0.2553917553917554,9355,10442.0,9.799066931497991,10.811492049171084,0.3896188113228826,36630,21649,35468,13819,1162,9945,2304,45
0.05,73,0.8016267123287671,0.2543938526935339,9336,10442.0,9.867752866360302,10.886855054126247,0.39426402361872626,36699,21543,35565,14022,1134,9870,2301,36
0.05,74,0.8064212328767123,0.2599508328039113,9411,10502.0,9.746295088079037,10.741024481257421,0.3933962797534913,36203,21458,35374,13916,829,9752,2247,48
0.05,75,0.8098458904109589,0.2583743842364532,9441,10545.0,9.765574526995847,10.779560408791824,0.3932521349573009,36540,21670,35715,14045,825,9994,2199,36
0.05,76,0.8047945205479452,0.25657822607170266,9361,10498.0,9.847845329606336,10.851491312468164,0.3925802252532684,36484,21465,35338,13873,1146,9798,2265,41
0.05,77,0.8029109589041096,0.2557140119891605,9342,10485.0,9.874295298886455,10.873133487349975,0.39530624894348343,36533,21463,35494,14031,1039,9803,2276,42
0.05,78,0.8082191780821918,0.2596625682306887,9419,10518.0,9.789315030376107,10.802964008468596,0.39130557515878617,36274,21563,35425,13862,849,9875,2234,35
0.05,79,0.8060787671232876,0.2559962847620609,9371,10516.0,9.767574651315174,10.781542938690993,0.4021322438928841,36606,21366,35737,14371,869,9680,2271,44
0.05,80,0.810958904109589,0.25758525747621513,9449,10552.0,9.833970533383066,10.84147509578544,0.3957629028622943,36683,21448,35496,14048,1187,9762,2191,46
0.05,81,0.802054794520548,0.2576166602391053,9352,10441.0,9.874923933904414,10.875190990889028,0.39553505743874146,36302,21363,35342,13979,960,9661,2312,38
0.05,82,0.8071061643835616,0.2571976967370441,9380,10506.0,9.829892842232221,10.842880939608685,0.3913718625596431,36470,21557,35419,13862,1051,9889,2251,37
0.05,83,0.8097602739726028,0.2594130751670838,9432,10546.0,9.808215363193316,10.804347211622714,0.39102292320303006,36359,21545,35379,13834,980,9864,2204,45
0.05,84,0.8073630136986302,0.25734288683476453,9410,10531.0,9.76706472747549,10.788100763273409,0.3983001090390583,36566,21521,35767,14246,799,9829,2240,42
0.05,85,0.8101027397260274,0.2567479142810404,9417,10555.0,9.801260367916223,10.820160656106056,0.39386024042242446,36678,21581,35604,14023,1074,9910,2216,38
0.05,86,0.8054794520547945,0.2570324066458299,9375,10504.0,9.824916912850812,10.840175458328646,0.3908446743898324,36474,21664,35564,13900,910,9994,2258,37
0.05,87,0.8079623287671233,0.2575413646930124,9417,10525.0,9.777463088494754,10.789765721331689,0.3964241676942047,36565,21538,35684,14146,881,9843,2240,38
0.05,88,0.805736301369863,0.25814612148376276,9388,10515.0,9.76622412032309,10.77622693753002,0.3913485717514763,36367,21542,35393,13851,974,9841,2258,55
0.05,89,0.7983732876712328,0.2566906951694424,9294,10422.0,9.836947456213512,10.82987386463939,0.3854958571794653,36207,21582,35121,13539,1086,9904,2350,34
0.05,90,0.8049657534246575,0.25449118046132974,9378,10520.0,9.889363083917058,10.899207598066765,0.3942621108238732,36850,21557,35588,14031,1262,9873,2263,43
0.05,91,0.8050513698630137,0.2590311533362793,9379,10495.0,9.768443099837096,10.773708416805395,0.39378121384836773,36208,21485,35441,13956,767,9784,2285,37
0.05,92,0.8107020547945205,0.25809536821970214,9445,10570.0,9.824090803798935,10.841024775724852,0.39298067999662534,36595,21585,35559,13974,1036,9916,2196,28
0.05,93,0.8029965753424657,0.25808315676508625,9379,10484.0,9.760440271932664,10.765786100429137,0.39745304575600515,36341,21623,35886,14263,455,9916,2282,46
0.05,94,0.8042808219178083,0.25945378151260506,9386,10489.0,9.80907733930404,10.820847457627119,0.39440677966101695,36176,21438,35400,13962,776,9765,2257,30
0.05,95,0.8095034246575342,0.25677517858116583,9418,10539.0,9.877924248050501,10.892017987633501,0.39449128724002247,36678,21544,35580,14036,1098,9845,2235,46
0.05,96,0.8072773972602739,0.2573392485485814,9397,10500.0,9.782148821673779,10.7955720795013,0.39742263718446874,36516,21556,35773,14217,743,9889,2236,34
0.05,97,0.8084760273972603,0.25809985484621917,9424,10525.0,9.823208286674133,10.839050280906807,0.39493520792750064,36513,21432,35421,13989,1092,9727,2231,50
0.05,98,0.8044520547945205,0.256448087431694,9386,10482.0,9.83696360420739,10.839885512248506,0.39708729691051436,36600,21486,35637,14151,963,9807,2269,24
0.05,99,0.8117294520547945,0.2556924326519561,9444,10566.0,9.881415764782387,10.8814064697609,0.39440225035161747,36935,21529,35550,14021,1385,9852,2191,42
0.05,100,0.8046232876712329,0.2559015364462517,9377,10482.0,9.895334761150945,10.881727744239436,0.3912649151149279,36643,21478,35283,13805,1360,9801,2261,39
0.1,1,0.8404965753424658,0.2673493844645386,9816,10913.0,8.373185784209406,9.338707920252752,0.3600882449068526,36716,23495,36716,13221,0,11815,1862,2
0.1,2,0.8380993150684931,0.2685083479789104,9778,10914.0,8.423729532535845,9.382222100175747,0.35264718804920914,36416,23574,36416,12842,0,11902,1887,7
0.1,3,0.8454623287671232,0.2713783249065729,9876,11005.0,8.355521485456327,9.318586502528028,0.35477577489558143,36392,23481,36392,12911,0,11786,1803,16
0.1,4,0.8382705479452055,0.26576392854229547,9774,10907.0,8.392910147139888,9.355004486499714,0.35875683171547434,36777,23583,36777,13194,0,11913,1888,8
0.1,5,0.8383561643835616,0.2701078115090854,9796,10912.0,8.25201862690648,9.195136074116967,0.35459232911462213,36267,23407,36267,12860,0,11723,1878,10
0.1,6,0.8448630136986301,0.2714093147368711,9866,10981.0,8.379796264855688,9.330142224422987,0.35187477648482846,36351,23560,36351,12791,0,11863,1802,29
0.1,7,0.8412671232876713,0.27003106016876943,9824,10957.0,8.408399710354816,9.361644814601028,0.35469063522168165,36381,23477,36381,12904,0,11793,1841,19
0.1,8,0.8428938356164384,0.27071975329037945,9832,10972.0,8.32797552357149,9.291067790076546,0.3610330965361529,36318,23206,36318,13112,0,11515,1837,22
0.1,9,0.8368150684931507,0.2668195718654434,9772,10893.0,8.276792141254182,9.222012887723897,0.35514962865880295,36624,23617,36624,13007,0,11923,1910,12
0.1,10,0.8455479452054795,0.2700657894736842,9852,10996.0,8.310518670426386,9.283991228070175,0.3583881578947368,36480,23406,36480,13074,0,11743,1806,5
0.1,11,0.8337328767123288,0.2646754801153365,9730,10858.0,8.518009780990857,9.502148958163321,0.36034492138621405,36762,23515,36762,13247,0,11844,1928,13
0.1,12,0.8453767123287671,0.27234336185481645,9867,11016.0,8.35020934803042,9.307673199006349,0.35396080596191004,36230,23406,36230,12824,0,11748,1789,2
0.1,13,0.8457191780821918,0.2711519978031031,9874,11000.0,8.27007486631016,9.231607853906358,0.35809419195386516,36415,23375,36415,13040,0,11698,1789,14
0.1,14,0.8401541095890411,0.26836413415468857,9802,10930.0,8.336116198832901,9.310965092402464,0.3572347707049966,36525,23477,36525,13048,0,11806,1864,5
0.1,15,0.8406678082191781,0.26802349405818876,9811,10924.0,8.35183859146624,9.31217046851523,0.35142740062832944,36605,23741,36605,12864,0,12070,1849,11
0.1,16,0.8419520547945205,0.26717204651668297,9833,10970.0,8.426293139819425,9.410634713618085,0.3559939137050321,36804,23702,36804,13102,0,12037,1825,7
0.1,17,0.8391267123287671,0.2690923081150897,9792,10941.0,8.182179657103767,9.133391959108522,0.3572508175547556,36389,23389,36389,13000,0,11704,1875,18
0.1,18,0.8490582191780822,0.2715704786142353,9924,11031.0,8.186201906707526,9.149002544947049,0.35703144241031115,36543,23496,36543,13047,0,11802,1757,13
0.1,19,0.8441780821917808,0.2666251657780063,9851,10996.0,8.455068053089864,9.431320540233306,0.3596773757003275,36947,23658,36947,13289,0,11974,1816,17
0.1,20,0.8423801369863013,0.270308853809197,9846,10977.0,8.321171941830624,9.279231297185998,0.3581331503088538,36425,23380,36425,13045,0,11693,1832,9
0.1,21,0.8409246575342466,0.27013996032620674,9805,10942.0,8.354588134869825,9.310750495922417,0.3544743222393652,36296,23430,36296,12866,0,11771,1854,0
0.1,22,0.8385273972602739,0.2680996714129244,9791,10916.0,8.350851911502925,9.303203723986856,0.3539430449069003,36520,23594,36520,12926,0,11902,1880,21
0.1,23,0.8428938356164384,0.2679385354403777,9817,10966.0,8.388963604269984,9.347826086956522,0.3505827124102732,36639,23794,36639,12845,0,12147,1824,6
0.1,24,0.8495719178082192,0.27082309246818503,9917,11051.0,8.410423452768729,9.381779452728166,0.35444317002567044,36618,23639,36618,12979,0,11963,1738,21
0.1,25,0.8375,0.2661878332789204,9784,10910.0,8.343934189882543,9.311894656654696,0.35839046686255305,36756,23583,36756,13173,0,11887,1900,12
0.1,26,0.8436643835616439,0.271804770439818,9857,10996.0,8.263442923542707,9.208382738177306,0.35334344409209983,36265,23451,36265,12814,0,11762,1823,9
0.1,27,0.8424657534246576,0.2665706834727806,9813,10955.0,8.479319969550875,9.465554710420514,0.35765511246332715,36812,23646,36812,13166,0,11997,1824,12
0.1,28,0.8459760273972603,0.2701528032146079,9883,10988.0,8.317740362186692,9.284777082251319,0.3554656534455895,36583,23579,36583,13004,0,11885,1801,10
0.1,29,0.8371575342465754,0.2667942060672315,9762,10892.0,8.330947816826411,9.292402295709211,0.35843126537305275,36590,23475,36590,13115,0,11804,1896,13
0.1,30,0.8382705479452055,0.2690944070358664,9791,10922.0,8.420452117430878,9.381998076130273,0.35685035041912877,36385,23401,36385,12984,0,11715,1877,18
0.1,31,0.8425513698630137,0.27066508640886416,9820,10971.0,8.36072178646436,9.318817011658995,0.3569361373721783,36281,23331,36281,12950,0,11673,1833,5
0.1,32,0.8417808219178082,0.26850686655359196,9815,10965.0,8.434784460725847,9.394266017398916,0.35777206324889205,36554,23476,36554,13078,0,11793,1857,11
0.1,33,0.8377568493150684,0.26512764801738187,9762,10893.0,8.39309964352402,9.359125475285172,0.3600217273221076,36820,23564,36820,13256,0,11891,1893,18
0.1,34,0.8367294520547945,0.2649338681699913,9775,10891.0,8.498249462184164,9.471731352992194,0.35746422376409365,36896,23707,36896,13189,0,12007,1908,17
0.1,35,0.8392123287671233,0.26731486777242147,9815,10946.0,8.426070368800339,9.400250565133318,0.35751831576653864,36717,23590,36717,13127,0,11894,1865,16
0.1,36,0.8398116438356165,0.270336576894451,9807,10923.0,8.071263778518329,9.006753590429197,0.3547978057722524,36277,23406,36277,12871,0,11718,1866,15
0.1,37,0.8385273972602739,0.2660525529197576,9791,10928.0,8.382881355932204,9.364256406075922,0.35871307844895517,36801,23600,36801,13201,0,11927,1869,13
0.1,38,0.8428938356164384,0.26770580701419733,9824,10977.0,8.384599003364709,9.362018693626181,0.3601929313022863,36697,23479,36697,13218,0,11816,1835,4
0.1,39,0.8403253424657534,0.2685742422584528,9818,10949.0,8.360324747088328,9.318907976802713,0.3564394353868038,36556,23526,36556,13030,0,11841,1858,9
0.1,40,0.8395547945205479,0.267365375692568,9796,10917.0,8.42068877224427,9.39943775758072,0.36043560140833536,36639,23433,36639,13206,0,11740,1877,20
0.1,41,0.8445205479452055,0.2698190789473684,9843,10992.0,8.2776740237691,9.236842105263158,0.3541666666666667,36480,23560,36480,12920,0,11884,1819,14
0.1,42,0.8384417808219178,0.2704709844845674,9797,10932.0,8.240453102205441,9.20214234443156,0.3565788747170228,36222,23306,36222,12916,0,11640,1864,5
0.1,43,0.8388698630136986,0.2685131756106944,9772,10928.0,8.36220071319409,9.313109663946364,0.352732668370291,36393,23556,36393,12837,0,11877,1880,27
0.1,44,0.8446917808219178,0.2697181559973782,9876,10994.0,8.272516346762286,9.232220887043916,0.3526054183963295,36616,23705,36616,12911,0,12014,1808,7
0.1,45,0.83125,0.26541554959785524,9702,10842.0,8.403370690392677,9.368413853477048,0.36045302839634513,36554,23378,36554,13176,0,11683,1968,25
0.1,46,0.8465753424657534,0.2716921976843321,9879,11026.0,8.31191494768944,9.274002365171475,0.3507054261433954,36361,23609,36361,12752,0,11935,1782,13
0.1,47,0.8392123287671233,0.2679906862073689,9783,10936.0,8.318397425038116,9.279824681550473,0.3531844952746199,36505,23612,36505,12893,0,11933,1875,21
0.1,48,0.8397260273972603,0.266041581736649,9789,10940.0,8.493397663788725,9.469058295964125,0.357847533632287,36795,23628,36795,13167,0,11958,1872,9
0.1,49,0.8428082191780822,0.2697256748617423,9852,10985.0,8.296247447243022,9.260964792202815,0.3565131687017467,36526,23504,36526,13022,0,11813,1824,15
0.1,50,0.8444349315068493,0.26918252713093743,9872,10987.0,8.29129587253157,9.25710312482958,0.3565468724436931,36674,23598,36674,13076,0,11895,1824,7
0.1,51,0.8373287671232876,0.26810938314270827,9775,10904.0,8.371081986681936,9.332647631586164,0.35332839628075374,36459,23577,36459,12882,0,11881,1900,21
0.1,52,0.8430650684931507,0.26984693037801066,9837,10969.0,8.385363357215967,9.353431722170406,0.3567784056619301,36454,23448,36454,13006,0,11781,1822,8
0.1,53,0.8368150684931507,0.267544700309411,9771,10899.0,8.436068904219749,9.398975931655759,0.3530571452041291,36521,23627,36521,12894,0,11942,1901,13
0.1,54,0.8361301369863013,0.267846331663823,9733,10876.0,8.28230114972005,9.22692498211239,0.3561285706423028,36338,23397,36338,12941,0,11728,1914,22
0.1,55,0.8361301369863013,0.2688397211583501,9757,10890.0,8.263566221919094,9.207450472542915,0.35362191056126524,36293,23459,36293,12834,0,11795,1902,5
0.1,56,0.8443493150684932,0.26937995083310573,9862,10995.0,8.340553856608903,9.314640808522261,0.3568970226714013,36610,23544,36610,13066,0,11879,1791,12
0.1,57,0.8358732876712329,0.2672276739213859,9749,10891.0,8.350006358357,9.316183323282715,0.3533523381393564,36482,23591,36482,12891,0,11909,1913,20
0.1,58,0.8392123287671233,0.2690029615004936,9810,10928.0,8.337129551227774,9.291652956016234,0.3523088735329604,36468,23620,36468,12848,0,11931,1864,15
0.1,59,0.8456335616438356,0.2699337820828545,9865,11016.0,8.356836062088028,9.329475181962458,0.3565643298856236,36546,23515,36546,13031,0,11843,1797,10
0.1,60,0.8466609589041096,0.2696083778771681,9886,11029.0,8.369389225617768,9.341878477146286,0.3565779426202684,36668,23593,36668,13075,0,11895,1797,15
0.1,61,0.8433219178082192,0.26660524105037803,9838,10998.0,8.407668724539079,9.381561475298772,0.35473293406682743,36901,23811,36901,13090,0,12142,1816,15
0.1,62,0.8423801369863013,0.26942806199423947,9822,10986.0,8.33343286128647,9.297846660266082,0.3569057742422164,36455,23444,36455,13011,0,11771,1837,14
0.1,63,0.833904109589041,0.26372227788458935,9739,10876.0,8.552171341669483,9.55934360529665,0.3589861626364104,36929,23672,36929,13257,0,11998,1926,9
0.1,64,0.8413527397260274,0.27205739771184795,9821,10955.0,8.248182717536238,9.198038726834538,0.3559655392116125,36099,23249,36099,12850,0,11574,1851,3
0.1,65,0.8446917808219178,0.2698265010125335,9860,10997.0,8.289563292755597,9.258313490434354,0.3569805950132742,36542,23494,36537,13043,5,11800,1819,15
0.1,66,0.8405821917808219,0.26650021710811983,9820,10944.0,8.465754577983583,9.449305254016501,0.3553245766391663,36848,23755,36848,13093,0,12069,1838,28
0.1,67,0.8404965753424658,0.26916543372239576,9824,10959.0,8.329250138233167,9.29228998849252,0.35582771658721024,36498,23511,36498,12987,0,11808,1870,9
0.1,68,0.8381849315068494,0.2680285838970107,9827,10914.0,8.37523705170888,9.346225180013091,0.35279838533711544,36664,23729,36664,12935,0,12019,1874,9
0.1,69,0.836986301369863,0.2692857928909431,9788,10888.0,8.30839811392889,9.264856388246946,0.3523440079234071,36348,23541,36348,12807,0,11828,1911,14
0.1,70,0.8345890410958904,0.2671759905802459,9757,10882.0,8.260444254592056,9.220241518113859,0.3589638270489334,36519,23410,36519,13109,0,11723,1910,20
0.1,71,0.8434931506849315,0.2733514956076949,9833,10966.0,8.2935519876363,9.245107305682197,0.35244078727899475,35972,23294,35972,12678,0,11627,1823,11
0.1,72,0.8414383561643836,0.2658296352419093,9824,10962.0,8.418411811989678,9.39725619655807,0.3604015586102392,36956,23637,36956,13319,0,11958,1839,16
0.1,73,0.845291095890411,0.2709255339619011,9856,10989.0,8.193516699410608,9.150279007119492,0.3563869265235438,36379,23414,36379,12965,0,11733,1807,18
0.1,74,0.84375,0.2694668200997315,9835,10978.0,8.281859006947975,9.243958573072497,0.3532796317606444,36498,23604,36498,12894,0,11922,1833,14
0.1,75,0.8417808219178082,0.26756153343498146,9827,10965.0,8.482754279959718,9.455401873230233,0.3511217599651492,36728,23832,36728,12896,0,12168,1826,11
0.1,76,0.8393835616438357,0.26709360948358085,9801,10955.0,8.496641759717908,9.472462188309034,0.35081073715765093,36695,23822,36695,12873,0,12137,1871,13
0.1,77,0.8410102739726028,0.26800010929857637,9808,10967.0,8.352461799660441,9.321064568134,0.3562313850862093,36597,23560,36597,13037,0,11880,1851,21
0.1,78,0.8401541095890411,0.2674386920980926,9815,10953.0,8.398652631578948,9.36408719346049,0.3528610354223433,36700,23750,36700,12950,0,12054,1865,16
0.1,79,0.8387842465753425,0.2661483253588517,9790,10926.0,8.360218699669408,9.339821661591996,0.3585798173118747,36784,23594,36784,13190,0,11913,1878,13
0.1,80,0.841181506849315,0.2692919868276619,9813,10938.0,8.406961405897622,9.364983534577387,0.3550768386388584,36440,23501,36440,12939,0,11806,1874,8
0.1,81,0.842722602739726,0.27230475558137607,9843,10961.0,8.311279872999528,9.26994798583444,0.35516268260292166,36147,23307,36144,12837,3,11640,1822,2
0.1,82,0.8417808219178082,0.2712504826521044,9835,10971.0,8.213627598028712,9.15588283964918,0.3564178939820178,36258,23335,36258,12923,0,11634,1851,15
0.1,83,0.8414383561643836,0.2699400011008972,9808,10949.0,8.322682210781602,9.28218748279848,0.353140309352122,36334,23503,36334,12831,0,11836,1845,14
0.1,84,0.8460616438356164,0.2706469845799265,9864,11009.0,8.392929634641407,9.34857048784503,0.3511496460516929,36446,23648,36446,12798,0,11982,1801,1
0.1,85,0.8376712328767123,0.2691312486236512,9777,10933.0,8.27933293627159,9.21963774499009,0.35295089187403655,36328,23506,36328,12822,0,11852,1867,10
0.1,86,0.8396404109589041,0.269239219994507,9803,10925.0,8.3607708014293,9.316781104092282,0.3543531996704202,36410,23508,36410,12902,0,11822,1866,17
0.1,87,0.8434075342465753,0.268591426071741,9824,10968.0,8.39400219947551,9.354904855643044,0.3536198600174978,36576,23642,36576,12934,0,11977,1839,2
0.1,88,0.8386130136986302,0.2681347504166553,9814,10924.0,8.239524252941674,9.203764924455616,0.35449851096964563,36601,23626,36601,12975,0,11914,1875,23
0.1,89,0.8351027397260274,0.27009200753796697,9746,10868.0,8.240403606698154,9.173844363152643,0.35456157853896464,36084,23290,36084,12794,0,11621,1921,2
0.1,90,0.8384417808219178,0.26890017849787173,9792,10906.0,8.413075081238242,9.380667307428258,0.3577371962103529,36415,23388,36415,13027,0,11711,1871,14
0.1,91,0.8407534246575342,0.2681685051870911,9797,10957.0,8.349879088710704,9.309747351709413,0.3548025073221471,36533,23571,36533,12962,0,11906,1859,9
0.1,92,0.8402397260273973,0.2669791780224572,9796,10947.0,8.44774296782887,9.414940586503871,0.35277444674588465,36692,23748,36692,12944,0,12071,1869,12
0.1,93,0.8373287671232876,0.2696805869697137,9777,10903.0,8.213418803418804,9.164643901362608,0.35455398025045515,36254,23400,36254,12854,0,11721,1898,4
0.1,94,0.8391267123287671,0.26929735374130964,9800,10920.0,8.303676688859674,9.25379901624028,0.3520101123904262,36391,23581,36391,12810,0,11894,1877,10
0.1,95,0.8418664383561644,0.2696687796712494,9827,10952.0,8.407911581462832,9.36099448423479,0.35693312477703687,36441,23434,36441,13007,0,11739,1850,18
0.1,96,0.8415239726027397,0.26748791346862966,9793,10937.0,8.38999448381211,9.359400180273688,0.356286362022343,36611,23567,36611,13044,0,11922,1843,9
0.1,97,0.8394691780821918,0.2679338164911801,9797,10934.0,8.334443306010929,9.294461917133871,0.3593873923150554,36565,23424,36565,13141,0,11743,1866,18
0.1,98,0.8392123287671233,0.26759023963712875,9793,10934.0,8.336739019840596,9.304888378828865,0.35546629505150695,36597,23588,36597,13009,0,11908,1879,8
0.1,99,0.8435787671232877,0.2706504087418458,9833,10970.0,8.252285505815701,9.200242217390107,0.35870193498665054,36331,23299,36331,13032,0,11632,1820,14
0.1,100,0.8416952054794521,0.2688983699814025,9832,10959.0,8.37964107591969,9.333278634722678,0.3584126463187835,36564,23459,36564,13105,0,11777,1841,9
0.15,1,0.8601883561643836,0.2761105762618622,10038,11185.0,7.488140934987272,8.364874157612434,0.3192408196946775,36355,24749,36355,11606,0,13069,1639,3
0.15,2,0.8586472602739726,0.2743166707707461,10026,11184.0,7.574904275686024,8.443103778489151,0.3140167993652357,36549,25072,36549,11477,0,13390,1656,0
0.15,3,0.8702054794520548,0.28008150228536816,10172,11306.0,7.519782373884866,8.391899333663748,0.31171870697725645,36318,24997,36318,11321,0,13292,1531,2
0.15,4,0.8642979452054794,0.27651577503429353,10079,11231.0,7.58527661627533,8.453744855967079,0.3176406035665295,36450,24872,36450,11578,0,13204,1588,1
0.15,5,0.8595890410958904,0.27488294405958213,10039,11185.0,7.495624823581596,8.372032529229758,0.32096601955039566,36521,24799,36521,11722,0,13116,1644,0
0.15,6,0.8612157534246575,0.2756396178763588,10041,11187.0,7.590824725629439,8.453881629515758,0.3196442297134073,36428,24784,36428,11644,0,13108,1635,0
0.15,7,0.8552226027397261,0.27521621770506255,9992,11134.0,7.626051942822629,8.486035366055198,0.3159532859582438,36306,24835,36306,11471,0,13144,1696,3
0.15,8,0.863013698630137,0.2746937996126463,10070,11227.0,7.553032734274711,8.437518753921275,0.32000327341171336,36659,24928,36659,11731,0,13224,1627,7
0.15,9,0.8665239726027397,0.2795298402450128,10131,11286.0,7.505743905855982,8.360621361366332,0.31068068316640457,36243,24983,36243,11260,0,13303,1549,0
0.15,10,0.8636130136986301,0.2786053183272647,10100,11222.0,7.4828914116089695,8.347263599249697,0.3123413880613483,36252,24929,36252,11323,0,13237,1592,0
0.15,11,0.8654965753424657,0.2785308866479308,10109,11258.0,7.533368133633151,8.39576789551992,0.3138259767454676,36294,24904,36294,11390,0,13217,1576,2
0.15,12,0.8660102739726028,0.27588368353636933,10123,11267.0,7.507698492462311,8.388112173984139,0.3220777805030932,36693,24875,36693,11818,0,13196,1556,0
0.15,13,0.8628424657534246,0.2762415813393199,10090,11224.0,7.539528931899068,8.410036686196134,0.3153643979630948,36526,25007,36526,11519,0,13326,1587,4
0.15,14,0.8556506849315069,0.27431565088595095,10001,11144.0,7.526812870177685,8.402764825278403,0.31460859070711505,36458,24988,36458,11470,0,13307,1680,0
0.15,15,0.865582191780822,0.27383306694118603,10108,11255.0,7.590831310438139,8.470213745834801,0.3192371251320673,36913,25129,36913,11784,0,13460,1561,0
0.15,16,0.8659246575342465,0.27811187082955763,10128,11265.0,7.5359852285955125,8.404096987670593,0.31589642200071394,36417,24913,36417,11504,0,13229,1549,7
0.15,17,0.8611301369863014,0.2750390058303452,10048,11219.0,7.493220474967908,8.365477787206087,0.3176580078285386,36533,24928,36533,11605,0,13253,1624,3
0.15,18,0.8566780821917809,0.27298004579653257,10014,11138.0,7.547428389307199,8.42468105986261,0.3157507360157017,36684,25101,36684,11583,0,13419,1665,3
0.15,19,0.8608732876712328,0.2742565334935416,10043,11206.0,7.577236747421444,8.44812802097272,0.3169119855812556,36619,25014,36619,11605,0,13347,1621,3
0.15,20,0.8625856164383562,0.2759951815145376,10081,11222.0,7.539186847725349,8.417237036631441,0.32056617204183324,36526,24817,36526,11709,0,13137,1599,0
0.15,21,0.8628424657534246,0.2768684840315792,10065,11228.0,7.5271027284084955,8.397848870794707,0.31744285203422,36353,24813,36353,11540,0,13137,1611,0
0.15,22,0.8582191780821918,0.2737187371873719,10014,11185.0,7.529312964888427,8.400710673773405,0.3164958316249829,36585,25006,36585,11579,0,13344,1648,0
0.15,23,0.8588184931506849,0.2766835387323944,10058,11169.0,7.541629973580978,8.40198613556338,0.312775088028169,36352,24982,36352,11370,0,13280,1644,0
0.15,24,0.8635273972602739,0.2736302206301392,10083,11224.0,7.540845632229757,8.429401069228472,0.3196558929686016,36849,25070,36849,11779,0,13387,1600,0
0.15,25,0.8684075342465754,0.2774930804855992,10126,11286.0,7.543891293891294,8.413965087281795,0.31632457318242857,36491,24948,36491,11543,0,13263,1557,2
0.15,26,0.8638698630136986,0.2785047243877579,10110,11236.0,7.464864864864865,8.329467507782155,0.31200242417564256,36301,24975,36301,11326,0,13269,1592,4
0.15,27,0.8617294520547946,0.2761173567315602,10070,11206.0,7.571319542076722,8.44291198245133,0.31738415135727993,36470,24895,36470,11575,0,13220,1594,11
0.15,28,0.8649828767123288,0.27522586263197996,10114,11272.0,7.56035512381559,8.436214215739632,0.3164798084249483,36748,25118,36748,11630,0,13437,1567,0
0.15,29,0.8625,0.27692772573688984,10081,11223.0,7.51513933008967,8.38790759003379,0.3168420185149576,36403,24869,36403,11534,0,13185,1603,0
0.15,30,0.8642123287671233,0.2769433176186822,10104,11253.0,7.564376733528962,8.438383949128385,0.3181394583927201,36484,24877,36484,11607,0,13183,1587,3
0.15,31,0.8625856164383562,0.2776384333397646,10073,11225.0,7.548281966685443,8.408092389956176,0.3149582426063229,36281,24854,36281,11427,0,13173,1602,6
0.15,32,0.864554794520548,0.2770698018580942,10110,11271.0,7.569423277452475,8.437666145961797,0.3166707774945874,36489,24934,36489,11555,0,13261,1561,2
0.15,33,0.8625,0.2760842151433741,10071,11220.0,7.521877007064869,8.395827622128406,0.31706782170075115,36478,24912,36478,11566,0,13235,1598,8
0.15,34,0.8606164383561644,0.27261620330147696,10041,11192.0,7.624469533189206,8.509448305821024,0.3218397046046916,36832,24978,36832,11854,0,13318,1619,0
0.15,35,0.8666095890410959,0.27808309518575514,10120,11265.0,7.514140362121455,8.377995163772258,0.3140250604528468,36392,24964,36392,11428,0,13285,1559,0
0.15,36,0.8631849315068493,0.2771177117711771,10076,11230.0,7.49517799738064,8.354400440044005,0.307013201320132,36360,25197,36360,11163,0,13522,1594,5
0.15,37,0.8601027397260274,0.2751690715439586,10050,11201.0,7.516078525834036,8.39627084303042,0.3179914026777647,36523,24909,36523,11614,0,13235,1624,0
0.15,38,0.8595034246575343,0.27166815681812023,10027,11195.0,7.602449888641425,8.50150369828497,0.3187569427510905,36909,25144,36909,11765,0,13486,1628,3
0.15,39,0.8660958904109589,0.27967673189228087,10105,11271.0,7.49322177078724,8.350502338711909,0.31197586560017715,36131,24859,36131,11272,0,13202,1552,0
0.15,40,0.8657534246575342,0.27752142386288725,10104,11261.0,7.554994792918369,8.423917820259284,0.3142715886618326,36408,24966,36408,11442,0,13287,1568,7
0.15,41,0.8660958904109589,0.28000995492630587,10126,11264.0,7.440125040076948,8.296822719354036,0.3100129967093438,36163,24952,36163,11211,0,13271,1555,0
0.15,42,0.8588184931506849,0.27610789980732175,10031,11170.0,7.529544085157662,8.393118634737132,0.31475364712358933,36330,24895,36330,11435,0,13214,1650,0
