class1_low_balk,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
0.0,93,0.8373287671232876,0.2696805869697137,9777,10903.0,8.213418803418804,9.164643901362608,0.35455398025045515,36254,23400,36254,12854,0,11721,1898,4
0.0,94,0.8391267123287671,0.26929735374130964,9800,10920.0,8.303676688859674,9.25379901624028,0.3520101123904262,36391,23581,36391,12810,0,11894,1877,10
0.0,95,0.8418664383561644,0.2696687796712494,9827,10952.0,8.407911581462832,9.36099448423479,0.35693312477703687,36441,23434,36441,13007,0,11739,1850,18
0.0,96,0.8415239726027397,0.26748791346862966,9793,10937.0,8.38999448381211,9.359400180273688,0.356286362022343,36611,23567,36611,13044,0,11922,1843,9
0.0,97,0.8394691780821918,0.2679338164911801,9797,10934.0,8.334443306010929,9.294461917133871,0.3593873923150554,36565,23424,36565,13141,0,11743,1866,18
0.0,98,0.8392123287671233,0.26759023963712875,9793,10934.0,8.336739019840596,9.304888378828865,0.35546629505150695,36597,23588,36597,13009,0,11908,1879,8
0.0,99,0.8435787671232877,0.2706504087418458,9833,10970.0,8.252285505815701,9.200242217390107,0.35870193498665054,36331,23299,36331,13032,0,11632,1820,14
0.0,100,0.8416952054794521,0.2688983699814025,9832,10959.0,8.37964107591969,9.333278634722678,0.3584126463187835,36564,23459,36564,13105,0,11777,1841,9
0.05,1,0.8377568493150684,0.2648899000568782,9780,10898.0,8.30276091973673,9.241651092873974,0.36626851927087567,36921,23398,36921,13523,0,11713,1902,3
0.05,2,0.8468321917808219,0.2726670164876136,9873,11033.0,8.219893048128343,9.11869977077522,0.35444226573503823,36209,23375,36209,12834,0,11673,1798,31
0.05,3,0.844263698630137,0.27363459939007484,9870,10981.0,8.119266449063735,9.022567230385361,0.3544774050457444,36070,23284,36070,12786,0,11585,1813,16
0.05,4,0.8386130136986302,0.2658802424505993,9782,10926.0,8.355352202596297,9.292435650023103,0.36139273191813215,36791,23495,36791,13296,0,11824,1875,14
0.05,5,0.8401541095890411,0.26867713863499537,9818,10918.0,8.212250834117546,9.135323737069672,0.36024300804553666,36542,23378,36542,13164,0,11696,1843,21
0.05,6,0.8379280821917808,0.2691873433756506,9775,10914.0,8.253500620905237,9.16013548866797,0.3568969790433178,36313,23353,36313,12960,0,11683,1890,5
0.05,7,0.8410958904109589,0.26889443241316924,9809,10945.0,8.309094049572503,9.25200800460539,0.3651690013432386,36479,23158,36479,13321,0,11496,1851,2
0.05,8,0.8428938356164384,0.2701680326745429,9856,10968.0,8.371134907323786,9.29127491022724,0.3625997094377895,36481,23253,36481,13228,0,11548,1833,16
0.05,9,0.8430650684931507,0.26752146039335,9848,10971.0,8.243982447918885,9.178583070737803,0.36235466695642726,36812,23473,36812,13339,0,11789,1830,6
0.05,10,0.8362157534246575,0.26572834107679694,9723,10891.0,8.300838976193518,9.218775621754578,0.35826728614375514,36590,23481,36590,13109,0,11819,1911,28
0.05,11,0.8374143835616439,0.26728931007093754,9759,10896.0,8.274925898878818,9.204568486209636,0.3624113280929035,36511,23279,36511,13232,0,11599,1899,22
0.05,12,0.8476027397260274,0.27241636097856964,9877,11027.0,8.186311950225274,9.090051576247346,0.35722756984858095,36257,23305,36257,12952,0,11632,1792,4
0.05,13,0.8452054794520548,0.27132894120241474,9843,10969.0,8.237140776906934,9.147283402706949,0.3563690492598616,36277,23349,36277,12928,0,11675,1817,14
0.05,14,0.8440068493150685,0.2700629964393317,9860,10985.0,8.319793708976217,9.23158904109589,0.3572054794520548,36510,23462,36500,13038,10,11789,1805,8
0.05,15,0.8398972602739726,0.26864606772405464,9790,10955.0,8.214071471420002,9.13360957137369,0.3595850941221667,36442,23338,36442,13104,0,11678,1858,12
0.05,16,0.8391267123287671,0.26849112426035504,9801,10935.0,8.329551271114145,9.240357221126452,0.35776901161516544,36504,23444,36504,13060,0,11751,1885,7
0.05,17,0.8431506849315068,0.2681204852119395,9836,10972.0,8.213024799013144,9.136486302303394,0.35916587160964975,36685,23509,36685,13176,0,11821,1832,20
0.05,18,0.8446061643835616,0.26989733059548254,9858,10982.0,8.203649355620774,9.118795345653663,0.3563039014373717,36525,23511,36525,13014,0,11813,1822,18
0.05,19,0.8409246575342466,0.2685712720499617,9805,10965.0,8.264995944157452,9.18105620685877,0.35841459406157555,36508,23423,36508,13085,0,11765,1852,1
0.05,20,0.8426369863013699,0.26829068241469817,9813,10963.0,8.320087261527933,9.248195538057743,0.3608377077865267,36576,23378,36576,13198,0,11724,1841,0
0.05,21,0.8398972602739726,0.26789813094327247,9804,10947.0,8.229056975300715,9.154169854628922,0.3616515466171166,36596,23361,36596,13235,0,11704,1853,0
0.05,22,0.8468321917808219,0.2734761575673808,9893,11025.0,8.101147653305926,9.00265376641327,0.3544713199723566,36175,23352,36175,12823,0,11662,1793,4
0.05,23,0.8380993150684931,0.26806872852233676,9751,10919.0,8.158667008898014,9.063862542955327,0.35736082474226805,36375,23376,36375,12999,0,11706,1909,10
0.05,24,0.8438356164383561,0.2703006385486037,9863,10987.0,8.343995248801596,9.261640494395571,0.35396968949546437,36489,23573,36489,12916,0,11867,1828,15
0.05,25,0.8391267123287671,0.26826793891036715,9784,10921.0,8.236567419575634,9.147541882591648,0.35905239779550874,36471,23376,36471,13095,0,11697,1880,15
0.05,26,0.8439212328767123,0.2704637069130995,9863,10986.0,8.310773951585407,9.222420270381441,0.356568952751803,36467,23464,36467,13003,0,11776,1819,6
0.05,27,0.8395547945205479,0.2675914043087677,9800,10931.0,8.338701409653995,9.267263741364717,0.36078420664609673,36623,23410,36623,13213,0,11742,1850,18
0.05,28,0.843236301369863,0.26846462824821704,9825,10976.0,8.340656987451283,9.248681585922343,0.361996884990573,36597,23349,36597,13248,0,11669,1835,20
0.05,29,0.8451198630136987,0.2697566311184031,9865,10985.0,8.266303885724003,9.192124692370795,0.3567951873120044,36570,23522,36570,13048,0,11831,1817,9
0.05,30,0.8352739726027397,0.2687970443078111,9749,10864.0,8.254079958552802,9.154980837629932,0.3613829992555626,36269,23162,36269,13107,0,11464,1929,20
0.05,31,0.8410958904109589,0.26983909055961336,9827,10960.0,8.37335210546525,9.294332472952936,0.3563896974023834,36418,23439,36418,12979,0,11748,1856,8
0.05,32,0.8445205479452055,0.2687096158564846,9856,10997.0,8.284736774579823,9.214700509828512,0.3624962512609395,36679,23383,36679,13296,0,11708,1813,6
0.05,33,0.8367294520547945,0.26614465391645975,9755,10917.0,8.391624561103024,9.316335161387139,0.3628004692914245,36653,23354,36651,13297,2,11716,1878,5
0.05,34,0.8383561643835616,0.26712441186125396,9765,10911.0,8.255672504529377,9.186590436590437,0.3658496553233395,36556,23182,36556,13374,0,11526,1885,6
0.05,35,0.8436643835616439,0.2693221867060077,9858,10957.0,8.27753285108933,9.205447640903751,0.36171898478266806,36603,23363,36603,13240,0,11677,1818,10
0.05,36,0.842208904109589,0.2730225714206391,9834,10952.0,7.994673710648248,8.879147116799468,0.35886615397429134,36019,23093,36019,12926,0,11418,1833,8
0.05,37,0.8379280821917808,0.26862680502937464,9785,10919.0,8.269516569866758,9.177208587272828,0.3571624663701751,36426,23416,36426,13010,0,11724,1878,29
0.05,38,0.834931506849315,0.2666557134642241,9738,10872.0,8.327412695682092,9.243078945206605,0.36329034201374627,36519,23252,36519,13267,0,11577,1930,7
0.05,39,0.8495719178082192,0.2717001778142525,9932,11057.0,8.273497721562114,9.200519764738067,0.35765285186704965,36555,23481,36555,13074,0,11780,1769,0
0.05,40,0.8458904109589042,0.27035384910100985,9879,10985.0,8.27639097744361,9.202293314359213,0.3630442516625161,36541,23275,36541,13266,0,11581,1801,14
0.05,41,0.8347602739726028,0.26720947446336046,9747,10857.0,8.150663745328005,9.055404775612029,0.36187186446253805,36477,23277,36477,13200,0,11604,1917,9
0.05,42,0.8375856164383562,0.26738260917210016,9760,10901.0,8.393570321914272,9.323735685715851,0.36343214070461893,36502,23236,36502,13266,0,11562,1893,21
0.05,43,0.832791095890411,0.26557430682406824,9741,10859.0,8.353396901072706,9.272499250252189,0.35952452356934483,36679,23492,36679,13187,0,11807,1931,13
0.05,44,0.8489726027397261,0.2706567506972166,9899,11040.0,8.23343347639485,9.161836277136764,0.36293541860337947,36574,23300,36574,13274,0,11618,1773,10
0.05,45,0.8385273972602739,0.26919061486894885,9798,10914.0,8.262256910008192,9.177509753283147,0.3628496071212704,36398,23191,36398,13207,0,11508,1878,7
0.05,46,0.8389554794520548,0.2674888137073011,9804,10919.0,8.322067848619161,9.24863581796355,0.359816653934301,36652,23464,36652,13188,0,11767,1887,6
0.05,47,0.845291095890411,0.2717505096699543,9864,10999.0,8.171133313322755,9.070334453688908,0.3575128106231748,36298,23321,36298,12977,0,11648,1796,13
0.05,48,0.8387842465753425,0.26737296234606667,9792,10907.0,8.369899379147935,9.292766840510062,0.3622859951396663,36623,23355,36623,13268,0,11679,1881,3
0.05,49,0.8367294520547945,0.26863332691831854,9771,10915.0,8.160440034512511,9.06639540318368,0.36271410111896185,36373,23180,36373,13193,0,11497,1897,15
0.05,50,0.8378424657534247,0.2702142936043301,9785,10900.0,8.213796667097274,9.117723406605545,0.3586932508560698,36212,23223,36212,12989,0,11519,1900,19
0.05,51,0.834332191780822,0.26819458982976146,9736,10860.0,8.294203646370828,9.207812241749766,0.3593741391658862,36302,23256,36302,13046,0,11571,1933,16
0.05,52,0.843236301369863,0.270507355974151,9837,10968.0,8.20755121282249,9.11706311013337,0.3583390622851643,36365,23334,36365,13031,0,11638,1843,16
0.05,53,0.8392979452054794,0.2681050297073077,9792,10921.0,8.251713208840158,9.175587985652877,0.3607315937902144,36523,23348,36523,13175,0,11661,1873,22
0.05,54,0.8410958904109589,0.26835463782366437,9825,10943.0,8.381661208693064,9.307658691139517,0.35777887031574346,36612,23513,36612,13099,0,11837,1841,10
0.05,55,0.8431506849315068,0.26869783426981614,9851,10970.0,8.280838552984788,9.21163602640336,0.35985489062244286,36662,23469,36662,13193,0,11784,1830,4
0.05,56,0.843236301369863,0.2688116100766703,9817,10977.0,8.341956345998383,9.254572836801753,0.35643483023001094,36520,23503,36520,13017,0,11862,1808,16
0.05,57,0.8438356164383561,0.2706034151430297,9857,10983.0,8.272056313993174,9.187558337451271,0.3565035963322901,36426,23440,36426,12986,0,11765,1807,11
0.05,58,0.8358732876712329,0.2670642628512024,9762,10873.0,8.311923864800272,9.229447651355565,0.3589582250430881,36553,23432,36553,13121,0,11755,1911,4
0.05,59,0.8399828767123287,0.2667993891131232,9783,10925.0,8.327413421286312,9.248527326279044,0.35505072542816624,36668,23649,36668,13019,0,11986,1867,13
0.05,60,0.8409246575342466,0.27126322477279635,9820,10953.0,8.226407733321773,9.124941299964089,0.3627524101544156,36201,23069,36201,13132,0,11373,1859,17
0.05,61,0.8460616438356164,0.2720365578373617,9882,10999.0,8.114836040849744,9.023702031602708,0.36114628640643065,36326,23207,36326,13119,0,11512,1800,13
0.05,62,0.8446917808219178,0.26931675663885707,9878,10998.0,8.291538592896174,9.2262391624407,0.36136103386226076,36678,23424,36678,13254,0,11721,1808,17
0.05,63,0.8422945205479452,0.26933187294633076,9836,10969.0,8.296337402885683,9.214895947426069,0.35854326396495073,36520,23426,36520,13094,0,11743,1838,9
0.05,64,0.84375,0.2690439812288552,9861,10996.0,8.262165398101429,9.193986685583324,0.3619447779111645,36652,23386,36652,13266,0,11691,1831,3
0.05,65,0.8419520547945205,0.27240748947485044,9835,10969.0,8.225321609563824,9.124723022379792,0.3605417682251274,36104,23087,36104,13017,0,11414,1825,13
0.05,66,0.8426369863013699,0.2733031422776651,9837,10980.0,8.216906861690687,9.11213291473342,0.35417997944044677,35993,23245,35993,12748,0,11572,1828,8
0.05,67,0.8450342465753424,0.27080305979765856,9877,11026.0,8.242169138071022,9.15334631096976,0.3584021056672059,36473,23401,36473,13072,0,11700,1811,13
0.05,68,0.8328767123287671,0.26444033503752856,9724,10874.0,8.372249989320347,9.281844881975417,0.3634015011421734,36772,23409,36772,13363,0,11728,1938,19
0.05,69,0.8410102739726028,0.2685251109042116,9806,10939.0,8.368275097060454,9.293170491264583,0.3581521441480914,36518,23439,36518,13079,0,11765,1857,11
0.05,70,0.8453767123287671,0.26838977043459294,9844,10965.0,8.172895997263085,9.108048421397022,0.36245160586727737,36678,23384,36678,13294,0,11712,1819,9
0.05,71,0.8457191780821918,0.2675016230253192,9889,10982.0,8.356263792225429,9.302234364856092,0.3625838563081584,36968,23564,36968,13404,0,11867,1800,8
0.05,72,0.8444349315068493,0.27104035135877025,9874,10995.0,8.208141321044547,9.12454021410925,0.3566840516058194,36430,23436,36430,12994,0,11753,1800,9
0.05,73,0.8363013698630137,0.2679378647160352,9780,10900.0,8.274931693989071,9.182022410344922,0.35826415714637955,36501,23424,36501,13077,0,11737,1900,7
0.05,74,0.8454623287671232,0.27273983582543326,9868,10972.0,8.108144307625837,9.010917332301485,0.3602996047649319,36181,23145,36181,13036,0,11449,1816,12
0.05,75,0.8368150684931507,0.2692678359996696,9779,10904.0,8.208406832164522,9.113555635102019,0.3599966957623152,36317,23243,36317,13074,0,11553,1894,17
0.05,76,0.8369006849315068,0.2680907071759577,9777,10907.0,8.391614629794827,9.30124215086786,0.35449285694699606,36469,23541,36469,12928,0,11868,1882,14
0.05,77,0.8368150684931507,0.2670078266104756,9757,10908.0,8.294949235316798,9.210962727820043,0.3612008100268185,36542,23343,36542,13199,0,11666,1908,12
0.05,78,0.8381849315068494,0.2659047619047619,9772,10908.0,8.33343310386112,9.259156462585034,0.3636190476190476,36750,23387,36750,13363,0,11705,1895,15
0.05,79,0.8419520547945205,0.27170458000497527,9830,10973.0,8.122997637964355,9.025180353243595,0.35639459354874375,36179,23285,36179,12894,0,11596,1848,11
0.05,80,0.8434931506849315,0.269093387866394,9869,10961.0,8.373690486329956,9.315664621676891,0.35972733469665985,36675,23482,36675,13193,0,11787,1813,13
0.05,81,0.8368150684931507,0.26709366617397495,9758,10891.0,8.364541492180155,9.277385449170636,0.35944599551103085,36534,23402,36534,13132,0,11720,1903,21
0.05,82,0.846318493150685,0.27025771364543194,9889,11006.0,8.22383596753524,9.140471700691426,0.3602251919871007,36591,23410,36591,13181,0,11701,1802,18
0.05,83,0.8357876712328767,0.2678125257406441,9754,10880.0,8.277653823049858,9.187501716042942,0.3600944510035419,36421,23306,36421,13115,0,11627,1911,14
0.05,84,0.8374143835616439,0.26821637346653127,9773,10918.0,8.271154424075903,9.185608035787798,0.3607322227406208,36437,23293,36437,13144,0,11629,1883,8
0.05,85,0.8479452054794521,0.2719727367668884,9896,11040.0,8.24184887666996,9.147474303303468,0.36022096410707416,36386,23279,36386,13107,0,11613,1761,9
0.05,86,0.8335616438356165,0.26927541037970487,9744,10862.0,8.196461624553399,9.100038688995744,0.35801138561874757,36186,23231,36186,12955,0,11528,1948,11
0.05,87,0.843236301369863,0.2709218293153859,9822,10983.0,8.167698392227667,9.071550725437193,0.3583604567771832,36254,23262,36254,12992,0,11592,1839,9
0.05,88,0.8420376712328768,0.270712299347449,9832,10950.0,8.109709529325954,9.024339877199262,0.3582697761502244,36319,23307,36319,13012,0,11604,1853,18
0.05,89,0.8446061643835616,0.2727046735167385,9873,11005.0,8.18138976951418,9.074991713622804,0.3552646116451221,36204,23342,36204,12862,0,11647,1804,18
0.05,90,0.8342465753424657,0.2667251349795818,9732,10877.0,8.449812062190329,9.360731219338394,0.35834680845232547,36487,23412,36487,13075,0,11737,1936,7
0.05,91,0.838013698630137,0.2676650149204698,9777,10941.0,8.22866323907455,9.157691570618994,0.3610206148876174,36527,23340,36527,13187,0,11676,1886,1
0.05,92,0.842722602739726,0.2715564890559363,9826,10961.0,8.138625796452557,9.039658412558037,0.3580588105239885,36184,23228,36184,12956,0,11552,1842,8
0.05,93,0.8451198630136987,0.2690063263525305,9865,10998.0,8.28643237486688,9.203588568935428,0.35986583769633507,36672,23475,36672,13197,0,11791,1802,17
0.05,94,0.8430650684931507,0.2686131784847741,9853,10973.0,8.258974467904329,9.182083367410922,0.3582781276410131,36681,23539,36681,13142,0,11851,1824,11
0.05,95,0.8416952054794521,0.26927083333333335,9823,10948.0,8.346413610327435,9.274972587719299,0.3587171052631579,36480,23394,36480,13086,0,11722,1845,4
0.05,96,0.8373287671232876,0.2672392570912771,9770,10922.0,8.264198587631071,9.178205093137121,0.3608960857791515,36559,23365,36559,13194,0,11683,1900,12
0.05,97,0.8449486301369863,0.26982174103237094,9869,11000.0,8.287963715716058,9.206200787401574,0.3610290901137358,36576,23371,36576,13205,0,11688,1800,14
0.05,98,0.8386130136986302,0.26889857695155056,9807,10917.0,8.297997089788582,9.218803981245372,0.3593265882481972,36471,23366,36471,13105,0,11683,1869,7
0.05,99,0.8383561643835616,0.26792711330319224,9778,10928.0,8.324200522282633,9.247102342786683,0.35993971776955747,36495,23359,36495,13136,0,11673,1885,23
0.05,100,0.8397260273972603,0.26720293304878384,9766,10939.0,8.275151359010692,9.198801608799146,0.36280062382007716,36549,23289,36549,13260,0,11617,1898,8
0.1,1,0.8410958904109589,0.26994743071037347,9808,10949.0,8.130553272483453,8.990146698593565,0.36374645638950814,36333,23117,36333,13216,0,11447,1847,15
0.1,2,0.8368150684931507,0.26753353408157676,9773,10920.0,8.221929975853742,9.092307692307692,0.36512455516014236,36530,23192,36530,13338,0,11509,1899,11
0.1,3,0.8419520547945205,0.2680044653796934,9843,10972.0,8.252263409634438,9.142347591690037,0.3624309091404144,36727,23416,36727,13311,0,11718,1853,2
0.1,4,0.8398972602739726,0.2647702407002188,9801,10948.0,8.295685009970724,9.182051489856011,0.36329254126482424,37017,23569,37017,13448,0,11885,1875,8
0.1,5,0.8496575342465753,0.2734642108746002,9918,11067.0,8.16358024691358,9.030660637476563,0.35678835336936143,36268,23328,36268,12940,0,11644,1761,5
0.1,6,0.8415239726027397,0.26910435497124074,9825,10972.0,8.228200847566457,9.10961380443714,0.3601479046836483,36510,23361,36510,13149,0,11693,1837,6
0.1,7,0.8380993150684931,0.2682752751928409,9773,10922.0,8.279626762985895,9.158390293447528,0.3616075104998765,36429,23256,36429,13173,0,11575,1892,16
0.1,8,0.8417808219178082,0.2702116561890905,9843,10953.0,8.258648171283333,9.128036895709227,0.3627529030664068,36427,23213,36427,13214,0,11522,1842,6
0.1,9,0.833904109589041,0.2691829460363074,9742,10865.0,8.046911548124404,8.906357934293057,0.36210660108866843,36191,23086,36191,13105,0,11410,1922,12
0.1,10,0.8402397260273973,0.2704542948505899,9811,10938.0,8.093159354950581,8.939216010585511,0.36409747491454403,36276,23068,36276,13208,0,11377,1863,17
0.1,11,0.8418664383561644,0.26781085432071816,9815,10958.0,8.321292204727788,9.202079183606648,0.3639935605337117,36649,23309,36649,13340,0,11627,1845,22
0.1,12,0.8391267123287671,0.264555696647124,9792,10932.0,8.290270316363946,9.184043444195282,0.36633074865587767,37013,23454,37013,13559,0,11776,1883,3
0.1,13,0.8445205479452055,0.26920025171687323,9839,10983.0,8.281576692373607,9.16416317819913,0.36140523680538456,36549,23340,36549,13209,0,11673,1809,19
0.1,14,0.8367294520547945,0.26709366617397495,9758,10887.0,8.184844806658575,9.047654239886134,0.36858816444955383,36534,23068,36534,13466,0,11386,1912,12
0.1,15,0.8434075342465753,0.2698945745822896,9805,10982.0,8.09391786518801,8.96259186875499,0.36458476699055853,36329,23084,36329,13245,0,11427,1844,8
0.1,16,0.8375,0.2710981858468356,9788,10906.0,8.13070593330446,8.970253427503115,0.3604763883118682,36105,23090,36105,13015,0,11402,1891,9
0.1,17,0.8415239726027397,0.26896230805025595,9826,10968.0,8.098764365333103,8.965510634221115,0.36643582514439,36533,23146,36533,13387,0,11454,1846,20
0.1,18,0.8393835616438357,0.26855578370978783,9809,10924.0,8.141949607245568,9.01284052019165,0.3621629021218344,36525,23297,36525,13228,0,11611,1862,15
0.1,19,0.8407534246575342,0.26836868576426853,9818,10956.0,8.297166787744114,9.17272578176252,0.3603487863546906,36584,23401,36584,13183,0,11710,1865,8
0.1,20,0.8424657534246576,0.2694500794999726,9829,10950.0,8.198584009670178,9.080267558528428,0.3649871155216843,36478,23164,36478,13314,0,11479,1845,11
0.1,21,0.8454623287671232,0.2708516483516484,9859,10988.0,8.187819878714894,9.053021978021977,0.3612362637362637,36400,23251,36400,13149,0,11585,1805,2
0.1,22,0.8375,0.2664541789255748,9781,10920.0,8.175261264348125,9.050234281355563,0.36395336166503217,36708,23348,36708,13360,0,11663,1886,18
0.1,23,0.8387842465753425,0.26838960754220564,9793,10898.0,8.119146923506902,8.992518088138565,0.3626123657092743,36488,23257,36488,13231,0,11567,1877,20
0.1,24,0.8407534246575342,0.2695417789757412,9800,10950.0,8.18586624176392,9.052010561637054,0.3613235051432972,36358,23221,36358,13137,0,11573,1848,0
0.1,25,0.8450342465753424,0.27050079534858207,9863,10986.0,8.139420589756854,9.017031429981898,0.3638308375843344,36462,23196,36462,13266,0,11528,1803,2
0.1,26,0.842208904109589,0.26979118074801745,9832,10962.0,8.170044318230714,9.029745081359932,0.3622643580385808,36443,23241,36443,13202,0,11545,1841,23
0.1,27,0.8384417808219178,0.26916412245234755,9786,10906.0,8.308167997938675,9.195258134609567,0.35951811205545015,36357,23286,36357,13071,0,11618,1876,6
0.1,28,0.834332191780822,0.2651172916780058,9742,10900.0,8.295619503031338,9.162629946116585,0.36259728950089803,36746,23422,36746,13324,0,11744,1914,22
0.1,29,0.8404109589041096,0.2696212952799122,9825,10927.0,8.18524089912752,9.06182766190999,0.36149835345773873,36440,23267,36440,13173,0,11573,1861,8
0.1,30,0.8422945205479452,0.2675025839090464,9835,10960.0,8.293697622712502,9.175787412283087,0.363868791818528,36766,23388,36766,13378,0,11703,1834,16
0.1,31,0.8398972602739726,0.2692751552453701,9800,10932.0,8.203378175097779,9.076578556904984,0.3606913227455075,36394,23267,36394,13127,0,11592,1868,7
0.1,32,0.8363869863013699,0.26673951645950006,9764,10901.0,8.25113073443894,9.139571096844694,0.36579702226471794,36605,23215,36605,13390,0,11530,1915,6
0.1,33,0.8348458904109589,0.2677308380349525,9728,10876.0,8.256182296836563,9.12651713224164,0.36229530755469935,36335,23171,36335,13164,0,11493,1937,13
0.1,34,0.8374143835616439,0.2681076046460662,9787,10933.0,8.278410550655135,9.15844838921762,0.36023449484987946,36504,23354,36504,13150,0,11673,1883,11
0.1,35,0.8452054794520548,0.26822379141770775,9876,10995.0,8.293768290583577,9.193318848451929,0.36892992938620317,36820,23236,36820,13584,0,11547,1803,10
0.1,36,0.8451198630136987,0.2686031331592689,9876,10991.0,8.087894288150043,8.960944299390775,0.3619451697127937,36768,23460,36768,13308,0,11758,1812,14
0.1,37,0.8389554794520548,0.2688213239922279,9823,10933.0,8.189186877111938,9.0592758818861,0.3601981336033497,36541,23379,36541,13162,0,11672,1864,20
0.1,38,0.838013698630137,0.26989905675988746,9786,10940.0,8.14957079684384,9.027993822053064,0.363836946329086,36258,23066,36258,13192,0,11389,1885,6
0.1,39,0.8414383561643836,0.27201836130851975,9837,10985.0,8.022543932324599,8.870890136327185,0.36584354174155903,36163,22933,36163,13230,0,11265,1828,3
0.1,40,0.8346746575342465,0.267559630005764,9748,10875.0,8.217692106866243,9.10062306151017,0.3691982543298658,36433,22982,36433,13451,0,11300,1930,4
0.1,41,0.8392979452054794,0.2667920619343583,9787,10936.0,8.198611829625797,9.084532766328644,0.3676807327445208,36684,23196,36684,13488,0,11536,1866,7
0.1,42,0.8408390410958904,0.27013122781919724,9819,10934.0,8.17357155187295,9.033398442873256,0.3625134116481884,36349,23172,36349,13177,0,11496,1851,6
0.1,43,0.8379280821917808,0.26974517034509327,9802,10923.0,8.231582125603865,9.097253563762452,0.3619902030931807,36338,23184,36338,13154,0,11497,1875,10
0.1,44,0.8422945205479452,0.2705627111196551,9852,10968.0,8.152462489730619,9.008540905720485,0.36486968939664405,36413,23127,36413,13286,0,11437,1835,3
0.1,45,0.8407534246575342,0.2662065967505298,9798,10927.0,8.31901604278075,9.203662446340271,0.3649133293484758,36806,23375,36806,13431,0,11687,1869,21
0.1,46,0.8396404109589041,0.26644736842105265,9801,10930.0,8.22070229267877,9.114859721618094,0.36205959112657676,36784,23466,36784,13318,0,11774,1885,6
0.1,47,0.8454623287671232,0.27184840388905723,9870,11007.0,8.07147478755985,8.931693612801938,0.3614729941884485,36307,23183,36307,13124,0,11520,1782,11
0.1,48,0.8416952054794521,0.2672706989905586,9823,10952.0,8.36641937409397,9.261257584414878,0.3618480124071504,36753,23454,36753,13299,0,11780,1833,18
0.1,49,0.8410102739726028,0.2685754915634315,9821,10940.0,8.15607853223594,9.035906691825963,0.3620477479694807,36567,23328,36567,13239,0,11629,1868,10
0.1,50,0.8428082191780822,0.2715357872082115,9841,10964.0,8.118543533792268,8.973621764803267,0.36270073395507973,36242,23097,36242,13145,0,11415,1827,14
0.1,51,0.8402397260273973,0.26896230805025595,9826,10936.0,8.216796707536654,9.082008047518682,0.3615087728902636,36533,23326,36533,13207,0,11641,1849,10
0.1,52,0.8406678082191781,0.267185332281494,9822,10925.0,8.200609076091618,9.087946465003672,0.36579527216343405,36761,23314,36761,13447,0,11608,1870,14
0.1,53,0.8423801369863013,0.2682374140002184,9825,10979.0,8.313846682118637,9.201239488915583,0.3639292344654363,36628,23298,36628,13330,0,11623,1841,9
0.1,54,0.8424657534246576,0.26812995288799324,9846,10974.0,8.238606476091924,9.107540644317965,0.36839955338906893,36721,23193,36721,13528,0,11502,1822,23
0.1,55,0.8382705479452055,0.2668195092660826,9776,10924.0,8.283960720130933,9.156254264581458,0.3663036654930539,36639,23218,36639,13421,0,11540,1892,10
0.1,56,0.8453767123287671,0.26965372336071164,9882,11001.0,8.21556166265888,9.08988457445357,0.364531885283925,36647,23288,36647,13359,0,11588,1809,9
0.1,57,0.8377568493150684,0.2671741094652685,9758,10907.0,8.28563488670372,9.170960764449799,0.3595816334912247,36523,23390,36523,13133,0,11726,1902,4
0.1,58,0.8470890410958904,0.26841590612777055,9882,11039.0,8.26292058360628,9.147408735332464,0.36144611038678837,36816,23509,36816,13307,0,11833,1786,8
0.1,59,0.8386986301369863,0.26695609436435125,9777,10927.0,8.177532339163694,9.047864788117082,0.36465159458278723,36624,23269,36624,13355,0,11602,1879,11
0.1,60,0.836986301369863,0.26910271579121153,9780,10911.0,8.1729216152019,9.038604408001541,0.3628759320914619,36343,23155,36343,13188,0,11462,1898,15
0.1,61,0.8409246575342466,0.2691411497025686,9818,10959.0,8.176379643547348,9.056936867786947,0.3616875462594918,36479,23285,36479,13194,0,11603,1863,1
0.1,62,0.8385273972602739,0.2661500815660685,9789,10940.0,8.27089510549611,9.146818923327896,0.3672920065252855,36780,23271,36780,13509,0,11590,1877,15
0.1,63,0.8433219178082192,0.2681514113232175,9861,10986.0,8.337147248431029,9.226518736063523,0.36305541958992765,36774,23423,36774,13351,0,11749,1809,4
0.1,64,0.8430650684931507,0.2685712727966633,9852,10978.0,8.24825906780023,9.129978464138702,0.36191151214459016,36683,23407,36683,13276,0,11720,1833,2
0.1,65,0.845291095890411,0.27113718609496656,9890,10991.0,8.244154292541388,9.094802061629565,0.3574953394012501,36476,23436,36476,13040,0,11729,1807,10
0.1,66,0.8419520547945205,0.26904344970997046,9833,10959.0,8.220174796572953,9.092152785378133,0.3644795884863741,36548,23227,36548,13321,0,11540,1841,13
0.1,67,0.8394691780821918,0.2666285807557333,9801,10938.0,8.207184092366901,9.085258032046573,0.3638292663021301,36759,23385,36759,13374,0,11686,1888,10
0.1,68,0.8404965753424658,0.26864080059059964,9825,10940.0,8.206724995711099,9.082547234298525,0.36248051841522433,36573,23316,36573,13257,0,11619,1862,10
