h1,h2,tau1,tau2,balk_high,class_id,mean,std,n,se,ci95
5,10,9,9,0.7,1,0.871966143969797,0.002801907387277016,50,0.000396249542760052,0.000776649103809702
5,10,9,9,0.7,2,0.011375950900124172,0.004074953677801521,50,0.0005762854757189033,0.0011295195324090505
5,10,12,12,0.3,1,0.871966143969797,0.002801907387277016,50,0.000396249542760052,0.000776649103809702
5,10,12,12,0.3,2,0.011375950900124172,0.004074953677801521,50,0.0005762854757189033,0.0011295195324090505
5,10,12,12,0.5,1,0.871966143969797,0.002801907387277016,50,0.000396249542760052,0.000776649103809702
5,10,12,12,0.5,2,0.011375950900124172,0.004074953677801521,50,0.0005762854757189033,0.0011295195324090505
5,10,12,12,0.7,1,0.871966143969797,0.002801907387277016,50,0.000396249542760052,0.000776649103809702
5,10,12,12,0.7,2,0.011375950900124172,0.004074953677801521,50,0.0005762854757189033,0.0011295195324090505
5,14,5,9,0.3,1,0.8717653425310782,0.0028111422473927586,50,0.00039755554920228213,0.000779208876436473
5,14,5,9,0.3,2,0.0,0.0,50,0.0,0.0
5,14,5,9,0.5,1,0.8718736789022976,0.002738944064589769,50,0.00038734518427241415,0.0007591965611739317
5,14,5,9,0.5,2,0.0,0.0,50,0.0,0.0
5,14,5,9,0.7,1,0.8716062464866348,0.003049141810106492,50,0.00043121377014514493,0.0008451789894844841
5,14,5,9,0.7,2,0.0,0.0,50,0.0,0.0
5,14,5,12,0.3,1,0.8722272011329202,0.002592095835838368,50,0.00036657770860134436,0.0007184923088586349
5,14,5,12,0.3,2,0.0,0.0,50,0.0,0.0
5,14,5,12,0.5,1,0.8722272011329202,0.002592095835838368,50,0.00036657770860134436,0.0007184923088586349
5,14,5,12,0.5,2,0.0,0.0,50,0.0,0.0
5,14,5,12,0.7,1,0.8722272011329202,0.002592095835838368,50,0.00036657770860134436,0.0007184923088586349
5,14,5,12,0.7,2,0.0,0.0,50,0.0,0.0
5,14,9,5,0.3,1,0.8722272891335394,0.00284411054589166,50,0.00040221797068883326,0.0007883472225501132
5,14,9,5,0.3,2,0.0,0.0,50,0.0,0.0
5,14,9,5,0.5,1,0.8716264564461347,0.0028617444412340487,50,0.0004047117800839006,0.0007932350889644452
5,14,9,5,0.5,2,0.0,0.0,50,0.0,0.0
5,14,9,5,0.7,1,0.8716485451118087,0.0023174057312482722,50,0.00032773066146524465,0.0006423520964718795
5,14,9,5,0.7,2,0.0,0.0,50,0.0,0.0
5,14,9,9,0.3,1,0.8717653425310782,0.0028111422473927586,50,0.00039755554920228213,0.000779208876436473
5,14,9,9,0.3,2,0.0,0.0,50,0.0,0.0
5,14,9,9,0.5,1,0.8718736789022976,0.002738944064589769,50,0.00038734518427241415,0.0007591965611739317
5,14,9,9,0.5,2,0.0,0.0,50,0.0,0.0
5,14,9,9,0.7,1,0.8716062464866348,0.003049141810106492,50,0.00043121377014514493,0.0008451789894844841
5,14,9,9,0.7,2,0.0,0.0,50,0.0,0.0
5,14,12,12,0.3,1,0.8722272011329202,0.002592095835838368,50,0.00036657770860134436,0.0007184923088586349
5,14,12,12,0.3,2,0.0,0.0,50,0.0,0.0
5,14,12,12,0.5,1,0.8722272011329202,0.002592095835838368,50,0.00036657770860134436,0.0007184923088586349
5,14,12,12,0.5,2,0.0,0.0,50,0.0,0.0
5,14,12,12,0.7,1,0.8722272011329202,0.002592095835838368,50,0.00036657770860134436,0.0007184923088586349
5,14,12,12,0.7,2,0.0,0.0,50,0.0,0.0
7,2,5,9,0.3,1,0.000537170850204493,0.0005210391094426323,50,7.368605751005699e-05,0.0001444246727197117
7,2,5,9,0.3,2,0.9677002127056739,0.0013223651018744401,50,0.00018701066614797127,0.00036654090565002367
7,2,5,9,0.5,1,0.0,0.0,50,0.0,0.0
7,2,5,9,0.5,2,0.968116841611755,0.0013156368505347492,50,0.00018605914771840668,0.0003646759295280771
7,2,5,9,0.7,1,0.0,0.0,50,0.0,0.0
7,2,5,9,0.7,2,0.9678865461382388,0.0014473419834638622,50,0.00020468506624065697,0.00040118272983168763
7,2,5,12,0.3,1,0.000537170850204493,0.0005210391094426323,50,7.368605751005699e-05,0.0001444246727197117
7,2,5,12,0.3,2,0.9677002127056739,0.0013223651018744401,50,0.00018701066614797127,0.00036654090565002367
7,2,5,12,0.5,1,0.0,0.0,50,0.0,0.0
7,2,5,12,0.5,2,0.968116841611755,0.0013156368505347492,50,0.00018605914771840668,0.0003646759295280771
7,2,5,12,0.7,1,0.0,0.0,50,0.0,0.0
7,2,5,12,0.7,2,0.9678865461382388,0.0014473419834638622,50,0.00020468506624065697,0.00040118272983168763
7,2,9,5,0.3,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,9,5,0.3,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,9,5,0.5,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,9,5,0.5,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,9,5,0.7,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,9,5,0.7,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,9,9,0.3,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,9,9,0.3,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,9,9,0.5,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,9,9,0.5,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,9,9,0.7,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,9,9,0.7,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,12,12,0.3,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,12,12,0.3,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,12,12,0.5,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,12,12,0.5,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,2,12,12,0.7,1,0.07762821741006709,0.008948301197165597,50,0.001265480891323099,0.002480342546993274
7,2,12,12,0.7,2,0.9682755385104309,0.001449818752232304,50,0.00020503533423897624,0.0004018692551083934
7,5,5,9,0.3,1,0.0065733431076335745,0.0019838146633562427,50,0.0002805537602153014,0.0005498853700219908
7,5,5,9,0.3,2,0.8720319097187665,0.0024709781207223544,50,0.00034944907706527364,0.0006849201910479364
7,5,5,9,0.5,1,4.41306266548985e-06,3.120506536569054e-05,50,4.41306266548985e-06,8.649602824360106e-06
7,5,5,9,0.5,2,0.871862837265758,0.0028528796528792077,50,0.0004034581096920023,0.0007907778949963246
7,5,5,9,0.7,1,0.0,0.0,50,0.0,0.0
7,5,5,9,0.7,2,0.8714910861911401,0.0031394653718635384,50,0.0004439874507490108,0.0008702154034680611
7,5,5,12,0.3,1,0.0065733431076335745,0.0019838146633562427,50,0.0002805537602153014,0.0005498853700219908
7,5,5,12,0.3,2,0.8720319097187665,0.0024709781207223544,50,0.00034944907706527364,0.0006849201910479364
7,5,5,12,0.5,1,4.41306266548985e-06,3.120506536569054e-05,50,4.41306266548985e-06,8.649602824360106e-06
7,5,5,12,0.5,2,0.871862837265758,0.0028528796528792077,50,0.0004034581096920023,0.0007907778949963246
7,5,5,12,0.7,1,0.0,0.0,50,0.0,0.0
7,5,5,12,0.7,2,0.8714910861911401,0.0031394653718635384,50,0.0004439874507490108,0.0008702154034680611
7,5,9,5,0.3,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,9,5,0.3,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,9,5,0.5,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,9,5,0.5,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,9,5,0.7,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,9,5,0.7,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,9,9,0.3,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,9,9,0.3,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,9,9,0.5,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,9,9,0.5,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,9,9,0.7,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,9,9,0.7,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,12,12,0.3,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,12,12,0.3,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,12,12,0.5,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,12,12,0.5,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,5,12,12,0.7,1,0.17008628613031834,0.006181229044761174,50,0.0008741577947235742,0.0017133492776582055
7,5,12,12,0.7,2,0.8722385450468068,0.0030930979226907727,50,0.00043743010320173377,0.0008573630022753982
7,7,5,9,0.3,1,0.4640853370371859,0.005840339693419535,50,0.0008259487603299831,0.0016188595702467667
7,7,5,9,0.3,2,0.46353823550142814,0.004670065033600497,50,0.0006604469307682185,0.0012944759843057083
7,7,5,9,0.5,1,0.41347265512488796,0.006301011282528739,50,0.0008910975612418031,0.001746551220033934
7,7,5,9,0.5,2,0.4128651589112933,0.004963715326718586,50,0.0007019753534804622,0.001375871692821706
7,7,5,9,0.7,1,0.3467763559782117,0.00520235848768931,50,0.0007357245929617006,0.0014420202022049332
7,7,5,9,0.7,2,0.34672142334682454,0.004330862593455978,50,0.000612476461643976,0.001200453864822193
7,7,5,12,0.3,1,0.4640853370371859,0.005840339693419535,50,0.0008259487603299831,0.0016188595702467667
7,7,5,12,0.3,2,0.46353823550142814,0.004670065033600497,50,0.0006604469307682185,0.0012944759843057083
7,7,5,12,0.5,1,0.41347265512488796,0.006301011282528739,50,0.0008910975612418031,0.001746551220033934
7,7,5,12,0.5,2,0.4128651589112933,0.004963715326718586,50,0.0007019753534804622,0.001375871692821706
7,7,5,12,0.7,1,0.3467763559782117,0.00520235848768931,50,0.0007357245929617006,0.0014420202022049332
7,7,5,12,0.7,2,0.34672142334682454,0.004330862593455978,50,0.000612476461643976,0.001200453864822193
7,7,9,5,0.3,1,0.46424557168900776,0.005080238573963118,50,0.0007184542291389593,0.0014081702891123602
7,7,9,5,0.3,2,0.4635037789690618,0.004783500946333698,50,0.0006764891913929649,0.001325918815130211
7,7,9,5,0.5,1,0.41316583480863334,0.004493856276603793,50,0.0006355272493728543,0.0012456334087707945
7,7,9,5,0.5,2,0.4127924930153685,0.005078469862292078,50,0.0007182040955356481,0.0014076800272498702
7,7,9,5,0.7,1,0.34805656975574467,0.005633872927875119,50,0.000796749950328761,0.0015616299026443715
7,7,9,5,0.7,2,0.3483926532669564,0.006310273504649226,50,0.0008924074372558537,0.0017491185770214732
7,7,9,9,0.3,1,0.519987079328506,0.004045857875207643,50,0.0005721707078552642,0.0011214545873963178
7,7,9,9,0.3,2,0.5197670007783404,0.005020729299348207,50,0.0007100383468142201,0.0013916751597558713
7,7,9,9,0.5,1,0.519987079328506,0.004045857875207643,50,0.0005721707078552642,0.0011214545873963178
7,7,9,9,0.5,2,0.5197670007783404,0.005020729299348207,50,0.0007100383468142201,0.0013916751597558713
7,7,9,9,0.7,1,0.519987079328506,0.004045857875207643,50,0.0005721707078552642,0.0011214545873963178
7,7,9,9,0.7,2,0.5197670007783404,0.005020729299348207,50,0.0007100383468142201,0.0013916751597558713
7,7,12,12,0.3,1,0.519987079328506,0.004045857875207643,50,0.0005721707078552642,0.0011214545873963178
7,7,12,12,0.3,2,0.5197670007783404,0.005020729299348207,50,0.0007100383468142201,0.0013916751597558713
7,7,12,12,0.5,1,0.519987079328506,0.004045857875207643,50,0.0005721707078552642,0.0011214545873963178
7,7,12,12,0.5,2,0.5197670007783404,0.005020729299348207,50,0.0007100383468142201,0.0013916751597558713
7,7,12,12,0.7,1,0.519987079328506,0.004045857875207643,50,0.0005721707078552642,0.0011214545873963178
7,7,12,12,0.7,2,0.5197670007783404,0.005020729299348207,50,0.0007100383468142201,0.0013916751597558713
7,10,5,9,0.3,1,0.8028723146952261,0.0036499249735180528,50,0.000516177339919349,0.001011707586241924
7,10,5,9,0.3,2,0.04629954372122113,0.00552920686340818,50,0.0007819479335398249,0.0015326179497380569
7,10,5,9,0.5,1,0.7982996998043675,0.0025695229148683615,50,0.0003633854155035284,0.0007122354143869157
7,10,5,9,0.5,2,0.0436502041050636,0.004938941777881482,50,0.0006984718446051077,0.001369004815426011
7,10,5,9,0.7,1,0.7905215125034758,0.004391167384596204,50,0.0006210048469946345,0.0012171695001094835
7,10,5,9,0.7,2,0.037680128326606076,0.005905780467976123,50,0.0008352034834209958,0.0016369988275051518
7,10,5,12,0.3,1,0.8028723146952261,0.0036499249735180528,50,0.000516177339919349,0.001011707586241924
7,10,5,12,0.3,2,0.04629954372122113,0.00552920686340818,50,0.0007819479335398249,0.0015326179497380569
7,10,5,12,0.5,1,0.7982996998043675,0.0025695229148683615,50,0.0003633854155035284,0.0007122354143869157
7,10,5,12,0.5,2,0.0436502041050636,0.004938941777881482,50,0.0006984718446051077,0.001369004815426011
7,10,5,12,0.7,1,0.7905215125034758,0.004391167384596204,50,0.0006210048469946345,0.0012171695001094835
7,10,5,12,0.7,2,0.037680128326606076,0.005905780467976123,50,0.0008352034834209958,0.0016369988275051518
7,10,9,5,0.3,1,0.7366782151766416,0.006740764822172011,50,0.0009532881032283121,0.0018684446823274917
7,10,9,5,0.3,2,0.0,0.0,50,0.0,0.0
7,10,9,5,0.5,1,0.591230998633831,0.0063927523053895355,50,0.0009040717011173751,0.001771980534190055
7,10,9,5,0.5,2,0.0,0.0,50,0.0,0.0
7,10,9,5,0.7,1,0.43993620255971,0.0066953161281798675,50,0.0009468606872847288,0.0018558469470780685
7,10,9,5,0.7,2,0.0,0.0,50,0.0,0.0
7,10,9,9,0.3,1,0.8082141272295873,0.002745275662117047,50,0.00038824060738187064,0.0007609515904684664
7,10,9,9,0.3,2,0.05146262680012084,0.004909562225427537,50,0.0006943169484514257,0.0013608612189647945
7,10,9,9,0.5,1,0.8082141272295873,0.002745275662117047,50,0.00038824060738187064,0.0007609515904684664
7,10,9,9,0.5,2,0.05146262680012084,0.004909562225427537,50,0.0006943169484514257,0.0013608612189647945
7,10,9,9,0.7,1,0.8082141272295873,0.002745275662117047,50,0.00038824060738187064,0.0007609515904684664
7,10,9,9,0.7,2,0.05146262680012084,0.004909562225427537,50,0.0006943169484514257,0.0013608612189647945
7,10,12,12,0.3,1,0.8082141272295873,0.002745275662117047,50,0.00038824060738187064,0.0007609515904684664
7,10,12,12,0.3,2,0.05146262680012084,0.004909562225427537,50,0.0006943169484514257,0.0013608612189647945
7,10,12,12,0.5,1,0.8082141272295873,0.002745275662117047,50,0.00038824060738187064,0.0007609515904684664
7,10,12,12,0.5,2,0.05146262680012084,0.004909562225427537,50,0.0006943169484514257,0.0013608612189647945
7,10,12,12,0.7,1,0.8082141272295873,0.002745275662117047,50,0.00038824060738187064,0.0007609515904684664
7,10,12,12,0.7,2,0.05146262680012084,0.004909562225427537,50,0.0006943169484514257,0.0013608612189647945
7,14,5,9,0.3,1,0.8022253901998647,0.0036226070569416167,50,0.0005123140031075317,0.0010041354460907622
7,14,5,9,0.3,2,0.0,0.0,50,0.0,0.0
7,14,5,9,0.5,1,0.7973686383319541,0.003869877186618143,50,0.0005472832802033615,0.0010726752291985884
7,14,5,9,0.5,2,0.0,0.0,50,0.0,0.0
7,14,5,9,0.7,1,0.7909148913614986,0.0037183559860179322,50,0.0005258549465157743,0.0010306756951709176
7,14,5,9,0.7,2,0.0,0.0,50,0.0,0.0
7,14,5,12,0.3,1,0.802661215511111,0.003377039640713923,50,0.00047758552605691937,0.0009360676310715619
7,14,5,12,0.3,2,0.0,0.0,50,0.0,0.0
7,14,5,12,0.5,1,0.7966910017942499,0.003956971439422453,50,0.0005596002675554221,0.0010968165244086272
7,14,5,12,0.5,2,0.0,0.0,50,0.0,0.0
7,14,5,12,0.7,1,0.7913843999333474,0.003869233000713563,50,0.0005471921785590668,0.0010724966699757709
7,14,5,12,0.7,2,0.0,0.0,50,0.0,0.0
7,14,9,5,0.3,1,0.7366782151766416,0.006740764822172011,50,0.0009532881032283121,0.0018684446823274917
7,14,9,5,0.3,2,0.0,0.0,50,0.0,0.0
7,14,9,5,0.5,1,0.591230998633831,0.0063927523053895355,50,0.0009040717011173751,0.001771980534190055
7,14,9,5,0.5,2,0.0,0.0,50,0.0,0.0
7,14,9,5,0.7,1,0.43993620255971,0.0066953161281798675,50,0.0009468606872847288,0.0018558469470780685
7,14,9,5,0.7,2,0.0,0.0,50,0.0,0.0
7,14,9,9,0.3,1,0.8082576233209919,0.0029838351528216523,50,0.00042197801410059774,0.0008270769076371715
7,14,9,9,0.3,2,0.0,0.0,50,0.0,0.0
7,14,9,9,0.5,1,0.808488693268383,0.003320178099352526,50,0.0004695440897598467,0.0009203064159292995
7,14,9,9,0.5,2,0.0,0.0,50,0.0,0.0
7,14,9,9,0.7,1,0.808052189057758,0.0037471532198766365,50,0.0005299274903839551,0.001038657881152552
7,14,9,9,0.7,2,0.0,0.0,50,0.0,0.0
7,14,12,12,0.3,1,0.8091241519065973,0.0028522390949498786,50,0.000403367521120888,0.0007906003413969405
7,14,12,12,0.3,2,0.0,0.0,50,0.0,0.0
7,14,12,12,0.5,1,0.8091241519065973,0.0028522390949498786,50,0.000403367521120888,0.0007906003413969405
7,14,12,12,0.5,2,0.0,0.0,50,0.0,0.0
7,14,12,12,0.7,1,0.8091241519065973,0.0028522390949498786,50,0.000403367521120888,0.0007906003413969405
7,14,12,12,0.7,2,0.0,0.0,50,0.0,0.0
10,2,5,9,0.3,1,0.0,0.0,50,0.0,0.0
10,2,5,9,0.3,2,0.9679745531544844,0.0013158637313108003,50,0.00018609123350546,0.0003647388176707016
10,2,5,9,0.5,1,0.0,0.0,50,0.0,0.0
10,2,5,9,0.5,2,0.968116841611755,0.0013156368505347492,50,0.00018605914771840668,0.0003646759295280771
10,2,5,9,0.7,1,0.0,0.0,50,0.0,0.0
10,2,5,9,0.7,2,0.9678865461382388,0.0014473419834638622,50,0.00020468506624065697,0.00040118272983168763
10,2,5,12,0.3,1,0.0,0.0,50,0.0,0.0
10,2,5,12,0.3,2,0.9679745531544844,0.0013158637313108003,50,0.00018609123350546,0.0003647388176707016
10,2,5,12,0.5,1,0.0,0.0,50,0.0,0.0
10,2,5,12,0.5,2,0.968116841611755,0.0013156368505347492,50,0.00018605914771840668,0.0003646759295280771
10,2,5,12,0.7,1,0.0,0.0,50,0.0,0.0
10,2,5,12,0.7,2,0.9678865461382388,0.0014473419834638622,50,0.00020468506624065697,0.00040118272983168763
10,2,9,5,0.3,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,9,5,0.3,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,9,5,0.5,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,9,5,0.5,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,9,5,0.7,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,9,5,0.7,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,9,9,0.3,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,9,9,0.3,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,9,9,0.5,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,9,9,0.5,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,9,9,0.7,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,9,9,0.7,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,12,12,0.3,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,12,12,0.3,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,12,12,0.5,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,12,12,0.5,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,2,12,12,0.7,1,3.0513332642524485e-05,0.00011106327830760227,50,1.570671944642287e-05,3.0785170114988825e-05
10,2,12,12,0.7,2,0.9681750924423802,0.0015147423785282165,50,0.0002142169215215884,0.00041986516618231325
10,5,5,9,0.3,1,0.0,0.0,50,0.0,0.0
10,5,5,9,0.3,2,0.8720738394555052,0.002618075151831393,50,0.0003702517387031956,0.0007256934078582633
10,5,5,9,0.5,1,0.0,0.0,50,0.0,0.0
10,5,5,9,0.5,2,0.8718829840331087,0.002847213365868811,50,0.0004026567756981621,0.0007892072803683978
10,5,5,9,0.7,1,0.0,0.0,50,0.0,0.0
10,5,5,9,0.7,2,0.8714910861911401,0.0031394653718635384,50,0.0004439874507490108,0.0008702154034680611
10,5,5,12,0.3,1,0.0,0.0,50,0.0,0.0
10,5,5,12,0.3,2,0.8720738394555052,0.002618075151831393,50,0.0003702517387031956,0.0007256934078582633
10,5,5,12,0.5,1,0.0,0.0,50,0.0,0.0
10,5,5,12,0.5,2,0.8718829840331087,0.002847213365868811,50,0.0004026567756981621,0.0007892072803683978
10,5,5,12,0.7,1,0.0,0.0,50,0.0,0.0
10,5,5,12,0.7,2,0.8714910861911401,0.0031394653718635384,50,0.0004439874507490108,0.0008702154034680611
10,5,9,5,0.3,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,9,5,0.3,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,9,5,0.5,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,9,5,0.5,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,9,5,0.7,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,9,5,0.7,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,9,9,0.3,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,9,9,0.3,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,9,9,0.5,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,9,9,0.5,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,9,9,0.7,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,9,9,0.7,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,12,12,0.3,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,12,12,0.3,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,12,12,0.5,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,12,12,0.5,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,5,12,12,0.7,1,0.011027849331634665,0.0035820161160880107,50,0.0005065735772010663,0.00099288421131409
10,5,12,12,0.7,2,0.8726090681897611,0.0024289423634447148,50,0.0003435043232606075,0.0006732684735907906
10,7,5,9,0.3,1,0.0,0.0,50,0.0,0.0
10,7,5,9,0.3,2,0.7376692241261825,0.006105363990387711,50,0.000863428855843062,0.0016923205574524015
10,7,5,9,0.5,1,0.0,0.0,50,0.0,0.0
10,7,5,9,0.5,2,0.591135891121273,0.007425167185885557,50,0.0010500772137167023,0.0020581513388847365
10,7,5,9,0.7,1,0.0,0.0,50,0.0,0.0
10,7,5,9,0.7,2,0.43956156781888284,0.0058299775238656575,50,0.0008244833282581127,0.001615987323385901
10,7,5,12,0.3,1,0.0,0.0,50,0.0,0.0
10,7,5,12,0.3,2,0.7376692241261825,0.006105363990387711,50,0.000863428855843062,0.0016923205574524015
10,7,5,12,0.5,1,0.0,0.0,50,0.0,0.0
10,7,5,12,0.5,2,0.591135891121273,0.007425167185885557,50,0.0010500772137167023,0.0020581513388847365
10,7,5,12,0.7,1,0.0,0.0,50,0.0,0.0
10,7,5,12,0.7,2,0.43956156781888284,0.0058299775238656575,50,0.0008244833282581127,0.001615987323385901
10,7,9,5,0.3,1,0.04542369066465203,0.005953649865785443,50,0.0008419732385814531,0.001650267547619648
10,7,9,5,0.3,2,0.8020567632842197,0.0034973897892786915,50,0.0004946056072903107,0.0009694269902890089
10,7,9,5,0.5,1,0.04177577737893988,0.006268792620177906,50,0.0008865411543159964,0.001737620662459353
10,7,9,5,0.5,2,0.7976151347864527,0.0035527974286237575,50,0.0005024414307923976,0.0009847852043530993
10,7,9,5,0.7,1,0.03862194429439161,0.0067619670061447425,50,0.0009562865448409289,0.0018743216278882206
10,7,9,5,0.7,2,0.7912319938793584,0.0036308637067587204,50,0.000513481669722643,0.0010064240726563802
10,7,9,9,0.3,1,0.051579359098782335,0.006350556794200692,50,0.0008981043546979222,0.0017602845352079274
10,7,9,9,0.3,2,0.8084553686820618,0.003640769264311149,50,0.0005148825271059942,0.0010091697531277486
10,7,9,9,0.5,1,0.051579359098782335,0.006350556794200692,50,0.0008981043546979222,0.0017602845352079274
10,7,9,9,0.5,2,0.8084553686820618,0.003640769264311149,50,0.0005148825271059942,0.0010091697531277486
10,7,9,9,0.7,1,0.051579359098782335,0.006350556794200692,50,0.0008981043546979222,0.0017602845352079274
10,7,9,9,0.7,2,0.8084553686820618,0.003640769264311149,50,0.0005148825271059942,0.0010091697531277486
10,7,12,12,0.3,1,0.051579359098782335,0.006350556794200692,50,0.0008981043546979222,0.0017602845352079274
10,7,12,12,0.3,2,0.8084553686820618,0.003640769264311149,50,0.0005148825271059942,0.0010091697531277486
10,7,12,12,0.5,1,0.051579359098782335,0.006350556794200692,50,0.0008981043546979222,0.0017602845352079274
10,7,12,12,0.5,2,0.8084553686820618,0.003640769264311149,50,0.0005148825271059942,0.0010091697531277486
10,7,12,12,0.7,1,0.051579359098782335,0.006350556794200692,50,0.0008981043546979222,0.0017602845352079274
10,7,12,12,0.7,2,0.8084553686820618,0.003640769264311149,50,0.0005148825271059942,0.0010091697531277486
10,10,5,9,0.3,1,0.35119318246680237,0.0058083013463787365,50,0.0008214178538398717,0.0016099789935261485
10,10,5,9,0.3,2,0.35042321359016504,0.006109034325436104,50,0.0008639479196034509,0.0016933379224227637
