h1,h2,tau1,tau2,balk_high,class_id,mean,std,n,se,ci95
2,10,12,12,0.7,2,4.8290073182568844e-05,0.0001365953677912016,50,1.931750216876583e-05,3.786230425078103e-05
2,14,5,9,0.3,1,0.9682122551370067,0.001344553861342185,50,0.00019014863060512317,0.0003726913159860414
2,14,5,9,0.3,2,0.0,0.0,50,0.0,0.0
2,14,5,9,0.5,1,0.9682417276994534,0.0013379367840174832,50,0.0001892128345555367,0.00037085715572885195
2,14,5,9,0.5,2,0.0,0.0,50,0.0,0.0
2,14,5,9,0.7,1,0.968256615535161,0.0013540602671095767,50,0.0001914930394016899,0.00037532635722731223
2,14,5,9,0.7,2,0.0,0.0,50,0.0,0.0
2,14,5,12,0.3,1,0.9682299021840283,0.0013587258628065394,50,0.00019215285427280932,0.00037661959437470627
2,14,5,12,0.3,2,0.0,0.0,50,0.0,0.0
2,14,5,12,0.5,1,0.9682299021840283,0.0013587258628065394,50,0.00019215285427280932,0.00037661959437470627
2,14,5,12,0.5,2,0.0,0.0,50,0.0,0.0
2,14,5,12,0.7,1,0.9682299021840283,0.0013587258628065394,50,0.00019215285427280932,0.00037661959437470627
2,14,5,12,0.7,2,0.0,0.0,50,0.0,0.0
2,14,9,5,0.3,1,0.9678859286128432,0.0013442941467830124,50,0.00019011190141993042,0.00037261932678306364
2,14,9,5,0.3,2,0.0,0.0,50,0.0,0.0
2,14,9,5,0.5,1,0.967838744741767,0.0012048915707278676,50,0.00017039740005123715,0.0003339789041004248
2,14,9,5,0.5,2,0.0,0.0,50,0.0,0.0
2,14,9,5,0.7,1,0.9679589115604912,0.0012898783066257098,50,0.00018241633950409205,0.0003575360254280204
2,14,9,5,0.7,2,0.0,0.0,50,0.0,0.0
2,14,9,9,0.3,1,0.9682122551370067,0.001344553861342185,50,0.00019014863060512317,0.0003726913159860414
2,14,9,9,0.3,2,0.0,0.0,50,0.0,0.0
2,14,9,9,0.5,1,0.9682417276994534,0.0013379367840174832,50,0.0001892128345555367,0.00037085715572885195
2,14,9,9,0.5,2,0.0,0.0,50,0.0,0.0
2,14,9,9,0.7,1,0.968256615535161,0.0013540602671095767,50,0.0001914930394016899,0.00037532635722731223
2,14,9,9,0.7,2,0.0,0.0,50,0.0,0.0
2,14,12,12,0.3,1,0.9682299021840283,0.0013587258628065394,50,0.00019215285427280932,0.00037661959437470627
2,14,12,12,0.3,2,0.0,0.0,50,0.0,0.0
2,14,12,12,0.5,1,0.9682299021840283,0.0013587258628065394,50,0.00019215285427280932,0.00037661959437470627
2,14,12,12,0.5,2,0.0,0.0,50,0.0,0.0
2,14,12,12,0.7,1,0.9682299021840283,0.0013587258628065394,50,0.00019215285427280932,0.00037661959437470627
2,14,12,12,0.7,2,0.0,0.0,50,0.0,0.0
5,2,5,9,0.3,1,0.1991454780794194,0.0058486043522635875,50,0.0008271175595925476,0.0016211504168013933
5,2,5,9,0.3,2,0.9682074586964841,0.0011954726958357312,50,0.00016906536998976168,0.0003313681251799329
5,2,5,9,0.5,1,0.1991454780794194,0.0058486043522635875,50,0.0008271175595925476,0.0016211504168013933
5,2,5,9,0.5,2,0.9682074586964841,0.0011954726958357312,50,0.00016906536998976168,0.0003313681251799329
