h1,h2,tau1,tau2,balk_high,mean,std,n,se,ci95,metric
7,5,5,9,0.7,0.32004926158509045,0.001811316657326486,50,0.00025615885825434166,0.0005020713621785096,overall_percent_serviced
7,5,5,12,0.3,0.3197056405661476,0.0015853242266415238,50,0.00022419870220750812,0.0004394294563267159,overall_percent_serviced
7,5,5,12,0.5,0.32020726077982586,0.001712164581552997,50,0.00024213663722471034,0.0004745878089604322,overall_percent_serviced
7,5,5,12,0.7,0.32004926158509045,0.001811316657326486,50,0.00025615885825434166,0.0005020713621785096,overall_percent_serviced
7,5,9,5,0.3,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,9,5,0.5,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,9,5,0.7,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,9,9,0.3,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,9,9,0.5,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,9,9,0.7,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,12,12,0.3,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,12,12,0.5,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,5,12,12,0.7,0.3198885024114414,0.0017287311804308411,50,0.00024447950810625453,0.0004791798358882589,overall_percent_serviced
7,7,5,9,0.3,0.32011428487615085,0.0020598300612047374,50,0.0002913039608739542,0.0005709557633129502,overall_percent_serviced
7,7,5,9,0.5,0.32028430045228684,0.0018487265277060702,50,0.0002614494128600844,0.0005124408492057655,overall_percent_serviced
7,7,5,9,0.7,0.3201961327950197,0.001379052249717433,50,0.00019502743947715217,0.00038225378137521826,overall_percent_serviced
7,7,5,12,0.3,0.32011428487615085,0.0020598300612047374,50,0.0002913039608739542,0.0005709557633129502,overall_percent_serviced
7,7,5,12,0.5,0.32028430045228684,0.0018487265277060702,50,0.0002614494128600844,0.0005124408492057655,overall_percent_serviced
7,7,5,12,0.7,0.3201961327950197,0.001379052249717433,50,0.00019502743947715217,0.00038225378137521826,overall_percent_serviced
7,7,9,5,0.3,0.32008371225606164,0.0014505732768935885,50,0.00020514204013988958,0.00040207839867418356,overall_percent_serviced
7,7,9,5,0.5,0.320487273350061,0.001813889066294051,50,0.00025652265181933166,0.0005027843975658901,overall_percent_serviced
7,7,9,5,0.7,0.31984988631192235,0.0017968775675792647,50,0.0002541168625994574,0.0004980690506949365,overall_percent_serviced
7,7,9,9,0.3,0.32035264559023124,0.0016403677825638932,50,0.0002319830365381738,0.00045468675161482066,overall_percent_serviced
7,7,9,9,0.5,0.32035264559023124,0.0016403677825638932,50,0.0002319830365381738,0.00045468675161482066,overall_percent_serviced
7,7,9,9,0.7,0.32035264559023124,0.0016403677825638932,50,0.0002319830365381738,0.00045468675161482066,overall_percent_serviced
7,7,12,12,0.3,0.32035264559023124,0.0016403677825638932,50,0.0002319830365381738,0.00045468675161482066,overall_percent_serviced
7,7,12,12,0.5,0.32035264559023124,0.0016403677825638932,50,0.0002319830365381738,0.00045468675161482066,overall_percent_serviced
7,7,12,12,0.7,0.32035264559023124,0.0016403677825638932,50,0.0002319830365381738,0.00045468675161482066,overall_percent_serviced
7,10,5,9,0.3,0.26889638360816176,0.0018492038766337166,50,0.00026151692019283057,0.0005125731635779478,overall_percent_serviced
7,10,5,9,0.5,0.2685959024555694,0.0015623660454710932,50,0.00022095192508964396,0.0004330657731757022,overall_percent_serviced
7,10,5,9,0.7,0.26928271409236554,0.001571839597827676,50,0.00022229168771229708,0.00043569170791610224,overall_percent_serviced
7,10,5,12,0.3,0.26889638360816176,0.0018492038766337166,50,0.00026151692019283057,0.0005125731635779478,overall_percent_serviced
7,10,5,12,0.5,0.2685959024555694,0.0015623660454710932,50,0.00022095192508964396,0.0004330657731757022,overall_percent_serviced
7,10,5,12,0.7,0.26928271409236554,0.001571839597827676,50,0.00022229168771229708,0.00043569170791610224,overall_percent_serviced
7,10,9,5,0.3,0.2785761660507491,0.0022272641322769555,50,0.0003149827142853214,0.0006173661199992299,overall_percent_serviced
7,10,9,5,0.5,0.2960317119837688,0.002024619887242614,50,0.0002863244903188791,0.000561196001025003,overall_percent_serviced
7,10,9,5,0.7,0.3092842508529815,0.0016416071023664847,50,0.00023215830282546804,0.00045503027353791735,overall_percent_serviced
7,10,9,9,0.3,0.26877250242113704,0.0015557101890138218,50,0.0002200106448425358,0.0004312208638913701,overall_percent_serviced
7,10,9,9,0.5,0.26877250242113704,0.0015557101890138218,50,0.0002200106448425358,0.0004312208638913701,overall_percent_serviced
7,10,9,9,0.7,0.26877250242113704,0.0015557101890138218,50,0.0002200106448425358,0.0004312208638913701,overall_percent_serviced
7,10,12,12,0.3,0.26877250242113704,0.0015557101890138218,50,0.0002200106448425358,0.0004312208638913701,overall_percent_serviced
7,10,12,12,0.5,0.26877250242113704,0.0015557101890138218,50,0.0002200106448425358,0.0004312208638913701,overall_percent_serviced
7,10,12,12,0.7,0.26877250242113704,0.0015557101890138218,50,0.0002200106448425358,0.0004312208638913701,overall_percent_serviced
7,14,5,9,0.3,0.26902468558756143,0.001707037739260105,50,0.00024141159223443475,0.0004731667207794921,overall_percent_serviced
7,14,5,9,0.5,0.26874083046723096,0.0017649996128537512,50,0.0002496086390081037,0.0004892329324558833,overall_percent_serviced
7,14,5,9,0.7,0.2690632923107831,0.0020444514495205545,50,0.00028912909675253014,0.000566693029634959,overall_percent_serviced
7,14,5,12,0.3,0.2686013932094165,0.001649919260355803,50,0.00023333381948157622,0.0004573342861838894,overall_percent_serviced
7,14,5,12,0.5,0.26904785468710074,0.0019625384621288606,50,0.0002775448509821471,0.0005439879079250083,overall_percent_serviced
7,14,5,12,0.7,0.268964554590117,0.0017438695128433326,50,0.0002466203916072003,0.0004833759675501126,overall_percent_serviced
7,14,9,5,0.3,0.2785761660507491,0.0022272641322769555,50,0.0003149827142853214,0.0006173661199992299,overall_percent_serviced
7,14,9,5,0.5,0.2960317119837688,0.002024619887242614,50,0.0002863244903188791,0.000561196001025003,overall_percent_serviced
7,14,9,5,0.7,0.3092842508529815,0.0016416071023664847,50,0.00023215830282546804,0.00045503027353791735,overall_percent_serviced
7,14,9,9,0.3,0.268720102704639,0.0017089017407371549,50,0.0002416752018513475,0.0004736833956286411,overall_percent_serviced
7,14,9,9,0.5,0.2690256945012371,0.0017481052911231146,50,0.00024721942111624763,0.00048455006538784535,overall_percent_serviced
7,14,9,9,0.7,0.26898394456477515,0.0017413515254759212,50,0.00024626429441871255,0.0004826780170606766,overall_percent_serviced
7,14,12,12,0.3,0.2688291393731285,0.0015754333868700815,50,0.00022279992623270483,0.00043668785541610145,overall_percent_serviced
7,14,12,12,0.5,0.2688291393731285,0.0015754333868700815,50,0.00022279992623270483,0.00043668785541610145,overall_percent_serviced
7,14,12,12,0.7,0.2688291393731285,0.0015754333868700815,50,0.00022279992623270483,0.00043668785541610145,overall_percent_serviced
10,2,5,9,0.3,0.3200578648093733,0.00140526473621466,50,0.0001987344448679422,0.0003895195119411667,overall_percent_serviced
10,2,5,9,0.5,0.3197618584890929,0.0014035463566652846,50,0.00019849142930153908,0.0003890432014310166,overall_percent_serviced
10,2,5,9,0.7,0.32017930134528316,0.0019223079658422283,50,0.0002718553996351916,0.0005328365832849755,overall_percent_serviced
10,2,5,12,0.3,0.3200578648093733,0.00140526473621466,50,0.0001987344448679422,0.0003895195119411667,overall_percent_serviced
10,2,5,12,0.5,0.3197618584890929,0.0014035463566652846,50,0.00019849142930153908,0.0003890432014310166,overall_percent_serviced
10,2,5,12,0.7,0.32017930134528316,0.0019223079658422283,50,0.0002718553996351916,0.0005328365832849755,overall_percent_serviced
10,2,9,5,0.3,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,9,5,0.5,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,9,5,0.7,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,9,9,0.3,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,9,9,0.5,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,9,9,0.7,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,12,12,0.3,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,12,12,0.5,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,2,12,12,0.7,0.2778241682075861,0.003758048742781615,50,0.0005314683500100919,0.00104167796601978,overall_percent_serviced
10,5,5,9,0.3,0.319043657347966,0.0018307664789420028,50,0.00025890947840578177,0.0005074625776753322,overall_percent_serviced
10,5,5,9,0.5,0.3202079711122975,0.001712939326954949,50,0.000242246202770193,0.00047480255742957827,overall_percent_serviced
10,5,5,9,0.7,0.32004926158509045,0.001811316657326486,50,0.00025615885825434166,0.0005020713621785096,overall_percent_serviced
10,5,5,12,0.3,0.319043657347966,0.0018307664789420028,50,0.00025890947840578177,0.0005074625776753322,overall_percent_serviced
10,5,5,12,0.5,0.3202079711122975,0.001712939326954949,50,0.000242246202770193,0.00047480255742957827,overall_percent_serviced
10,5,5,12,0.7,0.32004926158509045,0.001811316657326486,50,0.00025615885825434166,0.0005020713621785096,overall_percent_serviced
10,5,9,5,0.3,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,9,5,0.5,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,9,5,0.7,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,9,9,0.3,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,9,9,0.5,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,9,9,0.7,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,12,12,0.3,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,12,12,0.5,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,5,12,12,0.7,0.2691143561785616,0.001895023186996449,50,0.0002679967492061864,0.0005252736284441253,overall_percent_serviced
10,7,5,9,0.3,0.27857649265354023,0.002263079611530039,50,0.00032004778793558164,0.00062729366435374,overall_percent_serviced
10,7,5,9,0.5,0.29653039580630847,0.002222190848482183,50,0.0003142652436104879,0.0006159598774765563,overall_percent_serviced
10,7,5,9,0.7,0.3096137682753268,0.0017583616901847426,50,0.00024866989498165414,0.0004873929941640421,overall_percent_serviced
10,7,5,12,0.3,0.27857649265354023,0.002263079611530039,50,0.00032004778793558164,0.00062729366435374,overall_percent_serviced
10,7,5,12,0.5,0.29653039580630847,0.002222190848482183,50,0.0003142652436104879,0.0006159598774765563,overall_percent_serviced
10,7,5,12,0.7,0.3096137682753268,0.0017583616901847426,50,0.00024866989498165414,0.0004873929941640421,overall_percent_serviced
10,7,9,5,0.3,0.26932623321677984,0.0014656747523223424,50,0.00020727771127620836,0.0004062643141013684,overall_percent_serviced
10,7,9,5,0.5,0.2693364966108243,0.0017842633506695103,50,0.0002523329429362083,0.0004945725681549683,overall_percent_serviced
10,7,9,5,0.7,0.2686519814499344,0.001961211860050892,50,0.00027735724111709357,0.0005436201925895033,overall_percent_serviced
10,7,9,9,0.3,0.26888047990246533,0.0021415626781369768,50,0.000302862698409336,0.0005936108888822986,overall_percent_serviced
10,7,9,9,0.5,0.26888047990246533,0.0021415626781369768,50,0.000302862698409336,0.0005936108888822986,overall_percent_serviced
10,7,9,9,0.7,0.26888047990246533,0.0021415626781369768,50,0.000302862698409336,0.0005936108888822986,overall_percent_serviced
10,7,12,12,0.3,0.26888047990246533,0.0021415626781369768,50,0.000302862698409336,0.0005936108888822986,overall_percent_serviced
10,7,12,12,0.5,0.26888047990246533,0.0021415626781369768,50,0.000302862698409336,0.0005936108888822986,overall_percent_serviced
10,7,12,12,0.7,0.26888047990246533,0.0021415626781369768,50,0.000302862698409336,0.0005936108888822986,overall_percent_serviced
10,10,5,9,0.3,0.2688339171198042,0.001928269641778129,50,0.00027269850793149394,0.0005344890755457281,overall_percent_serviced
10,10,5,9,0.5,0.269032782394652,0.001904630423135725,50,0.0002693554175706949,0.000527936618438562,overall_percent_serviced
10,10,5,9,0.7,0.2692111090468012,0.0020466559352138596,50,0.00028944085810908305,0.0005673040818938027,overall_percent_serviced
10,10,5,12,0.3,0.2688339171198042,0.001928269641778129,50,0.00027269850793149394,0.0005344890755457281,overall_percent_serviced
10,10,5,12,0.5,0.269032782394652,0.001904630423135725,50,0.0002693554175706949,0.000527936618438562,overall_percent_serviced
10,10,5,12,0.7,0.2692111090468012,0.0020466559352138596,50,0.00028944085810908305,0.0005673040818938027,overall_percent_serviced
10,10,9,5,0.3,0.2693152599628646,0.0016525428608742615,50,0.00023370485262512152,0.0004580615111452382,overall_percent_serviced
10,10,9,5,0.5,0.2688999791590868,0.00188141861392319,50,0.0002660727720311365,0.0005215026331810275,overall_percent_serviced
10,10,9,5,0.7,0.26910813775198966,0.001859561232154254,50,0.00026298167145757695,0.0005154440760568508,overall_percent_serviced
10,10,9,9,0.3,0.26917925595546743,0.0018307381208061094,50,0.00025890546795974336,0.000507454717201097,overall_percent_serviced
10,10,9,9,0.5,0.26917925595546743,0.0018307381208061094,50,0.00025890546795974336,0.000507454717201097,overall_percent_serviced
10,10,9,9,0.7,0.26917925595546743,0.0018307381208061094,50,0.00025890546795974336,0.000507454717201097,overall_percent_serviced
10,10,12,12,0.3,0.26917925595546743,0.0018307381208061094,50,0.00025890546795974336,0.000507454717201097,overall_percent_serviced
10,10,12,12,0.5,0.26917925595546743,0.0018307381208061094,50,0.00025890546795974336,0.000507454717201097,overall_percent_serviced
10,10,12,12,0.7,0.26917925595546743,0.0018307381208061094,50,0.00025890546795974336,0.000507454717201097,overall_percent_serviced
10,14,5,9,0.3,0.2694479826869443,0.0017467903383487603,50,0.0002470334587115104,0.0004841855790745604,overall_percent_serviced
10,14,5,9,0.5,0.26891950505223045,0.0015710432337901396,50,0.00022217906483005005,0.0004354709670668981,overall_percent_serviced
10,14,5,9,0.7,0.26836687738884474,0.001632538265998089,50,0.00023087577568675527,0.0004525165203460403,overall_percent_serviced
10,14,5,12,0.3,0.26877523577215506,0.0019828454446011983,50,0.0002804166919844724,0.0005496167162895659,overall_percent_serviced
10,14,5,12,0.5,0.2685805371898041,0.0019509329578271878,50,0.00027590358482398663,0.0005407710262550138,overall_percent_serviced
10,14,5,12,0.7,0.2688722102244038,0.0022077600162937593,50,0.00031222441575076796,0.0006119598548715052,overall_percent_serviced
10,14,9,5,0.3,0.2686100198196801,0.0019318328712438983,50,0.0002732024246751278,0.0005354767523632505,overall_percent_serviced
10,14,9,5,0.5,0.2692233270858489,0.0016183339175539187,50,0.0002288669774653134,0.00044857927583201424,overall_percent_serviced
10,14,9,5,0.7,0.26910301591126845,0.001835488321375324,50,0.0002595772477666409,0.0005087714056226162,overall_percent_serviced
10,14,9,9,0.3,0.2690674727096713,0.0018098234162393758,50,0.00025594768207461323,0.000501657456866242,overall_percent_serviced
10,14,9,9,0.5,0.269028760813427,0.001669368351896075,50,0.00023608433638478508,0.00046272529931417873,overall_percent_serviced
10,14,9,9,0.7,0.26935791382199503,0.0017624644980908236,50,0.00024925011964011326,0.000488530234494622,overall_percent_serviced
10,14,12,12,0.3,0.26886057061321433,0.0021597525231545046,50,0.00030543513096146124,0.000598652856684464,overall_percent_serviced
10,14,12,12,0.5,0.269306234395373,0.0017556656087241212,50,0.00024828861148496677,0.0004866456785105348,overall_percent_serviced
10,14,12,12,0.7,0.26900805539996997,0.0018726165897497576,50,0.00026482797783489615,0.0005190628365563965,overall_percent_serviced
14,2,5,9,0.3,0.3200578648093733,0.00140526473621466,50,0.0001987344448679422,0.0003895195119411667,overall_percent_serviced
14,2,5,9,0.5,0.3197618584890929,0.0014035463566652846,50,0.00019849142930153908,0.0003890432014310166,overall_percent_serviced
14,2,5,9,0.7,0.32017930134528316,0.0019223079658422283,50,0.0002718553996351916,0.0005328365832849755,overall_percent_serviced
14,2,5,12,0.3,0.3200578648093733,0.00140526473621466,50,0.0001987344448679422,0.0003895195119411667,overall_percent_serviced
14,2,5,12,0.5,0.3197618584890929,0.0014035463566652846,50,0.00019849142930153908,0.0003890432014310166,overall_percent_serviced
14,2,5,12,0.7,0.32017930134528316,0.0019223079658422283,50,0.0002718553996351916,0.0005328365832849755,overall_percent_serviced
14,2,9,5,0.3,0.27776123190969476,0.003805288870743237,50,0.0005381491129752485,0.0010547722614314872,overall_percent_serviced
14,2,9,5,0.5,0.2775309688108345,0.003945130350853908,50,0.0005579256847507324,0.0010935343421114355,overall_percent_serviced
14,2,9,5,0.7,0.27795395601041273,0.003696025765925367,50,0.000522696976505206,0.0010244860739502038,overall_percent_serviced
14,2,9,9,0.3,0.27776123190969476,0.003805288870743237,50,0.0005381491129752485,0.0010547722614314872,overall_percent_serviced
14,2,9,9,0.5,0.2775309688108345,0.003945130350853908,50,0.0005579256847507324,0.0010935343421114355,overall_percent_serviced
14,2,9,9,0.7,0.27795395601041273,0.003696025765925367,50,0.000522696976505206,0.0010244860739502038,overall_percent_serviced
14,2,12,12,0.3,0.2776115350703348,0.0038793317650764533,50,0.0005486203595115878,0.001075295904642712,overall_percent_serviced
14,2,12,12,0.5,0.2776115350703348,0.0038793317650764533,50,0.0005486203595115878,0.001075295904642712,overall_percent_serviced
14,2,12,12,0.7,0.2776115350703348,0.0038793317650764533,50,0.0005486203595115878,0.001075295904642712,overall_percent_serviced
14,5,5,9,0.3,0.319043657347966,0.0018307664789420028,50,0.00025890947840578177,0.0005074625776753322,overall_percent_serviced
14,5,5,9,0.5,0.3202079711122975,0.001712939326954949,50,0.000242246202770193,0.00047480255742957827,overall_percent_serviced
14,5,5,9,0.7,0.32004926158509045,0.001811316657326486,50,0.00025615885825434166,0.0005020713621785096,overall_percent_serviced
14,5,5,12,0.3,0.319043657347966,0.0018307664789420028,50,0.00025890947840578177,0.0005074625776753322,overall_percent_serviced
14,5,5,12,0.5,0.3202079711122975,0.001712939326954949,50,0.000242246202770193,0.00047480255742957827,overall_percent_serviced
14,5,5,12,0.7,0.32004926158509045,0.001811316657326486,50,0.00025615885825434166,0.0005020713621785096,overall_percent_serviced
14,5,9,5,0.3,0.26848336652862326,0.0018803235893931347,50,0.000265917912176983,0.0005211991078668866,overall_percent_serviced
14,5,9,5,0.5,0.2689167688668244,0.0015698752627063654,50,0.00022201388877533674,0.00043514722199966,overall_percent_serviced
14,5,9,5,0.7,0.2692454376690826,0.00167911642412078,50,0.0002374629219795021,0.0004654273270798241,overall_percent_serviced
14,5,9,9,0.3,0.26848336652862326,0.0018803235893931347,50,0.000265917912176983,0.0005211991078668866,overall_percent_serviced
14,5,9,9,0.5,0.2689167688668244,0.0015698752627063654,50,0.00022201388877533674,0.00043514722199966,overall_percent_serviced
14,5,9,9,0.7,0.2692454376690826,0.00167911642412078,50,0.0002374629219795021,0.0004654273270798241,overall_percent_serviced
14,5,12,12,0.3,0.2689674453408821,0.001582529348275264,50,0.00022380344671843333,0.00043865475556812935,overall_percent_serviced
14,5,12,12,0.5,0.2689674453408821,0.001582529348275264,50,0.00022380344671843333,0.00043865475556812935,overall_percent_serviced
14,5,12,12,0.7,0.2689674453408821,0.001582529348275264,50,0.00022380344671843333,0.00043865475556812935,overall_percent_serviced
14,7,5,9,0.3,0.27857649265354023,0.002263079611530039,50,0.00032004778793558164,0.00062729366435374,overall_percent_serviced
14,7,5,9,0.5,0.29653039580630847,0.002222190848482183,50,0.0003142652436104879,0.0006159598774765563,overall_percent_serviced
14,7,5,9,0.7,0.3096137682753268,0.0017583616901847426,50,0.00024866989498165414,0.0004873929941640421,overall_percent_serviced
14,7,5,12,0.3,0.27857649265354023,0.002263079611530039,50,0.00032004778793558164,0.00062729366435374,overall_percent_serviced
14,7,5,12,0.5,0.29653039580630847,0.002222190848482183,50,0.0003142652436104879,0.0006159598774765563,overall_percent_serviced
14,7,5,12,0.7,0.3096137682753268,0.0017583616901847426,50,0.00024866989498165414,0.0004873929941640421,overall_percent_serviced
14,7,9,5,0.3,0.2685608587727797,0.0018059102873663599,50,0.00025539428208225994,0.0005005727928812294,overall_percent_serviced
14,7,9,5,0.5,0.26963443704559925,0.002164200197239785,50,0.0003060641270627031,0.0005998856890428981,overall_percent_serviced
14,7,9,5,0.7,0.2691469377609949,0.0016774957185186528,50,0.00023723371959518785,0.0004649780904065682,overall_percent_serviced
14,7,9,9,0.3,0.2690243428676531,0.0019033370658964807,50,0.0002691725092358216,0.0005275781181022103,overall_percent_serviced
14,7,9,9,0.5,0.2686489338922026,0.00208625317705168,50,0.00029504075375304435,0.000578279877355967,overall_percent_serviced
14,7,9,9,0.7,0.268835148234848,0.0017813720951612227,50,0.00025192405766099766,0.0004937711530155554,overall_percent_serviced
14,7,12,12,0.3,0.26876987496363797,0.0014059271090664203,50,0.00019882811853497292,0.00038970311232854694,overall_percent_serviced
14,7,12,12,0.5,0.26876987496363797,0.0014059271090664203,50,0.00019882811853497292,0.00038970311232854694,overall_percent_serviced
14,7,12,12,0.7,0.26876987496363797,0.0014059271090664203,50,0.00019882811853497292,0.00038970311232854694,overall_percent_serviced
14,10,5,9,0.3,0.2687215832483766,0.0018621059888832337,50,0.00026334155440548327,0.0005161494466347472,overall_percent_serviced
14,10,5,9,0.5,0.2689114014385114,0.001534650708555385,50,0.00021703238455445054,0.00042538347372672304,overall_percent_serviced
14,10,5,9,0.7,0.2689711961833311,0.0019101825375898132,50,0.0002701406051267768,0.0005294755860484825,overall_percent_serviced
14,10,5,12,0.3,0.2687215832483766,0.0018621059888832337,50,0.00026334155440548327,0.0005161494466347472,overall_percent_serviced
14,10,5,12,0.5,0.2689114014385114,0.001534650708555385,50,0.00021703238455445054,0.00042538347372672304,overall_percent_serviced
14,10,5,12,0.7,0.2689711961833311,0.0019101825375898132,50,0.0002701406051267768,0.0005294755860484825,overall_percent_serviced
14,10,9,5,0.3,0.2692075513198858,0.001815832716773615,50,0.0002567975255062029,0.0005033231499921577,overall_percent_serviced
14,10,9,5,0.5,0.26903995399021835,0.0014947656547055742,50,0.00021139178614541218,0.0004143279008450079,overall_percent_serviced
14,10,9,5,0.7,0.26908026395253287,0.0019415140928645675,50,0.0002745715561667568,0.0005381602500868433,overall_percent_serviced
14,10,9,9,0.3,0.2693988313022493,0.001961691470135222,50,0.00027742506822568463,0.0005437531337223419,overall_percent_serviced
14,10,9,9,0.5,0.26883272283059445,0.0014963458171496392,50,0.00021161525486132712,0.00041476589952820116,overall_percent_serviced
14,10,9,9,0.7,0.2688733335264878,0.001514567038796329,50,0.00021419212473890262,0.0004198165644882491,overall_percent_serviced
14,10,12,12,0.3,0.26882248233804196,0.002009234767443481,50,0.00028414870581101225,0.000556931463389584,overall_percent_serviced
14,10,12,12,0.5,0.26924774461535234,0.0014224530067452063,50,0.00020116523339774585,0.00039428385745958185,overall_percent_serviced
14,10,12,12,0.7,0.2689060333438043,0.0020345628419089733,50,0.00028773063645280174,0.0005639520474474914,overall_percent_serviced
14,14,5,9,0.3,0.2686084381680541,0.002131535024865364,50,0.000301444574083787,0.0005908313652042225,overall_percent_serviced
14,14,5,9,0.5,0.2681354354936872,0.0017496973199329121,50,0.00024744456798969807,0.0004849913532598082,overall_percent_serviced
14,14,5,9,0.7,0.2691481216247799,0.0018397335341809851,50,0.0002601776115191335,0.0005099481185775016,overall_percent_serviced
14,14,5,12,0.3,0.26845831905453826,0.001557817551094006,50,0.0002203086708459985,0.00043180499485815705,overall_percent_serviced
14,14,5,12,0.5,0.2686576871702028,0.001327531756171088,50,0.00018774134140581253,0.0003679730291553926,overall_percent_serviced
14,14,5,12,0.7,0.268233455074496,0.0020072423260769695,50,0.00028386693205073685,0.0005563791868194442,overall_percent_serviced
14,14,9,5,0.3,0.2684612971337757,0.0015171528536473652,50,0.0002145578141821147,0.0004205333157969448,overall_percent_serviced
14,14,9,5,0.5,0.2692591875011614,0.0019753652510908735,50,0.0002793588328733248,0.0005475433124317165,overall_percent_serviced
14,14,9,5,0.7,0.26906344380051217,0.001981433212300056,50,0.00028021697217712273,0.0005492252654671605,overall_percent_serviced
14,14,9,9,0.3,0.2683420197345903,0.0017402869587907204,50,0.00024611374195428643,0.0004823829342304014,overall_percent_serviced
14,14,9,9,0.5,0.26868478149746766,0.0020458483900155475,50,0.00028932665397191483,0.000567080241784953,overall_percent_serviced
14,14,9,9,0.7,0.2692452484734715,0.0016803176524434807,50,0.0002376328013180491,0.0004657602905833762,overall_percent_serviced
14,14,12,12,0.3,0.2684923902541672,0.0020161276521442595,50,0.0002851235069137837,0.000558842073551016,overall_percent_serviced
14,14,12,12,0.5,0.2681731469658332,0.0016458421406884518,50,0.0002327572276886776,0.00045620416626980813,overall_percent_serviced
14,14,12,12,0.7,0.2689488850901234,0.001711981228195387,50,0.00024211070714420647,0.00047453698600264467,overall_percent_serviced
2,2,5,9,0.3,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,5,9,0.5,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,5,9,0.7,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,5,12,0.3,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,5,12,0.5,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,5,12,0.7,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,9,5,0.3,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,9,5,0.5,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,9,5,0.7,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,9,9,0.3,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,9,9,0.5,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,9,9,0.7,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,12,12,0.3,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,12,12,0.5,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,2,12,12,0.7,1.0,0.0,50,0.0,0.0,mean_offered_booking_delay
2,5,5,9,0.3,3.532222078858347,0.006608385630587392,50,0.0009345668584168168,0.0018317510424969608,mean_offered_booking_delay
2,5,5,9,0.5,3.532222078858347,0.006608385630587392,50,0.0009345668584168168,0.0018317510424969608,mean_offered_booking_delay
2,5,5,9,0.7,3.532222078858347,0.006608385630587392,50,0.0009345668584168168,0.0018317510424969608,mean_offered_booking_delay
2,5,5,12,0.3,3.532222078858347,0.006608385630587392,50,0.0009345668584168168,0.0018317510424969608,mean_offered_booking_delay
2,5,5,12,0.5,3.532222078858347,0.006608385630587392,50,0.0009345668584168168,0.0018317510424969608,mean_offered_booking_delay
2,5,5,12,0.7,3.532222078858347,0.006608385630587392,50,0.0009345668584168168,0.0018317510424969608,mean_offered_booking_delay
