h1,h2,tau1,tau2,balk_high,mean,std,n,se,ci95,metric
5,14,9,5,0.3,4.797464985481089,0.028984371848052713,50,0.004099009176438108,0.008034057985818691,mean_accepted_booking_delay
5,14,9,5,0.5,4.533108346585358,0.014752111344125267,50,0.002086263593649994,0.0040890766435539875,mean_accepted_booking_delay
5,14,9,5,0.7,4.39749521831496,0.00914026575227666,50,0.0012926287790563972,0.0025335524069505385,mean_accepted_booking_delay
5,14,9,9,0.3,6.7086321974987415,0.06359010484821385,50,0.008992998870907114,0.017626277786977944,mean_accepted_booking_delay
5,14,9,9,0.5,6.682935425258984,0.07166460665291778,50,0.010134905867068946,0.019864415499455133,mean_accepted_booking_delay
5,14,9,9,0.7,6.672556519580099,0.05887681289002358,50,0.00832643872983744,0.016319819910481384,mean_accepted_booking_delay
5,14,12,12,0.3,6.767767417212326,0.09738793456691552,50,0.013772733787603549,0.026994558223702954,mean_accepted_booking_delay
5,14,12,12,0.5,6.767767417212326,0.09738793456691552,50,0.013772733787603549,0.026994558223702954,mean_accepted_booking_delay
5,14,12,12,0.7,6.767767417212326,0.09738793456691552,50,0.013772733787603549,0.026994558223702954,mean_accepted_booking_delay
7,2,5,9,0.3,4.577194731812525,0.023326021724724904,50,0.003298797627931541,0.0064656433507458205,mean_accepted_booking_delay
7,2,5,9,0.5,4.427694009953682,0.018628867332101298,50,0.002634519683270675,0.005163658579210523,mean_accepted_booking_delay
7,2,5,9,0.7,4.3395467274929,0.014450563417937505,50,0.0020436182769579727,0.004005491822837626,mean_accepted_booking_delay
7,2,5,12,0.3,4.577194731812525,0.023326021724724904,50,0.003298797627931541,0.0064656433507458205,mean_accepted_booking_delay
7,2,5,12,0.5,4.427694009953682,0.018628867332101298,50,0.002634519683270675,0.005163658579210523,mean_accepted_booking_delay
7,2,5,12,0.7,4.3395467274929,0.014450563417937505,50,0.0020436182769579727,0.004005491822837626,mean_accepted_booking_delay
7,2,9,5,0.3,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,9,5,0.5,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,9,5,0.7,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,9,9,0.3,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,9,9,0.5,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,9,9,0.7,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,12,12,0.3,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,12,12,0.5,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,2,12,12,0.7,4.929027084604822,0.02111564997941039,50,0.002986203857920534,0.005852959561524246,mean_accepted_booking_delay
7,5,5,9,0.3,4.775626049995115,0.018071986675672228,50,0.0025557648655761527,0.005009299136529259,mean_accepted_booking_delay
7,5,5,9,0.5,4.532159976686817,0.014947866557547464,50,0.002113947561422685,0.004143337220388462,mean_accepted_booking_delay
7,5,5,9,0.7,4.39592734356773,0.014600978123699539,50,0.0020648901286448753,0.004047184652143956,mean_accepted_booking_delay
7,5,5,12,0.3,4.775626049995115,0.018071986675672228,50,0.0025557648655761527,0.005009299136529259,mean_accepted_booking_delay
7,5,5,12,0.5,4.532159976686817,0.014947866557547464,50,0.002113947561422685,0.004143337220388462,mean_accepted_booking_delay
7,5,5,12,0.7,4.39592734356773,0.014600978123699539,50,0.0020648901286448753,0.004047184652143956,mean_accepted_booking_delay
7,5,9,5,0.3,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,9,5,0.5,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,9,5,0.7,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,9,9,0.3,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,9,9,0.5,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,9,9,0.7,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,12,12,0.3,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,12,12,0.5,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,5,12,12,0.7,4.990396325385292,0.01340923023297803,50,0.0018963515256460867,0.00371684899026633,mean_accepted_booking_delay
7,7,5,9,0.3,5.001878056865371,0.010288966086427704,50,0.0014550795382222885,0.0028519558949156856,mean_accepted_booking_delay
7,7,5,9,0.5,5.001456057476538,0.012258392796540117,50,0.0017335985345763685,0.003397853127769682,mean_accepted_booking_delay
7,7,5,9,0.7,5.000993094430042,0.01064666354886504,50,0.0015056655984828206,0.002951104573026328,mean_accepted_booking_delay
7,7,5,12,0.3,5.001878056865371,0.010288966086427704,50,0.0014550795382222885,0.0028519558949156856,mean_accepted_booking_delay
7,7,5,12,0.5,5.001456057476538,0.012258392796540117,50,0.0017335985345763685,0.003397853127769682,mean_accepted_booking_delay
7,7,5,12,0.7,5.000993094430042,0.01064666354886504,50,0.0015056655984828206,0.002951104573026328,mean_accepted_booking_delay
7,7,9,5,0.3,5.0012764384496355,0.011504113316013746,50,0.0016269273074583559,0.0031887775226183777,mean_accepted_booking_delay
7,7,9,5,0.5,5.001421005543205,0.01140216725698739,50,0.0016125099575277997,0.0031605195167544874,mean_accepted_booking_delay
7,7,9,5,0.7,5.002248699074005,0.012770553294474513,50,0.0018060289668054266,0.003539816774938636,mean_accepted_booking_delay
7,7,9,9,0.3,5.001696390104664,0.011203307341585934,50,0.0015843869185904892,0.003105398360437359,mean_accepted_booking_delay
7,7,9,9,0.5,5.001696390104664,0.011203307341585934,50,0.0015843869185904892,0.003105398360437359,mean_accepted_booking_delay
7,7,9,9,0.7,5.001696390104664,0.011203307341585934,50,0.0015843869185904892,0.003105398360437359,mean_accepted_booking_delay
7,7,12,12,0.3,5.001696390104664,0.011203307341585934,50,0.0015843869185904892,0.003105398360437359,mean_accepted_booking_delay
7,7,12,12,0.5,5.001696390104664,0.011203307341585934,50,0.0015843869185904892,0.003105398360437359,mean_accepted_booking_delay
7,7,12,12,0.7,5.001696390104664,0.011203307341585934,50,0.0015843869185904892,0.003105398360437359,mean_accepted_booking_delay
7,10,5,9,0.3,6.8909386331097435,0.02472627243816657,50,0.0034968229828987217,0.0068537730464814945,mean_accepted_booking_delay
7,10,5,9,0.5,6.886191789474949,0.025355073349871964,50,0.0035857488606353552,0.007028067766845296,mean_accepted_booking_delay
7,10,5,9,0.7,6.856910219000455,0.028910713686668192,50,0.0040885923393571616,0.008013640985140036,mean_accepted_booking_delay
7,10,5,12,0.3,6.8909386331097435,0.02472627243816657,50,0.0034968229828987217,0.0068537730464814945,mean_accepted_booking_delay
7,10,5,12,0.5,6.886191789474949,0.025355073349871964,50,0.0035857488606353552,0.007028067766845296,mean_accepted_booking_delay
7,10,5,12,0.7,6.856910219000455,0.028910713686668192,50,0.0040885923393571616,0.008013640985140036,mean_accepted_booking_delay
7,10,9,5,0.3,5.579955615686697,0.019674017794889326,50,0.00278232627919021,0.005453359507212811,mean_accepted_booking_delay
7,10,9,5,0.5,5.330490407916358,0.013453071772929015,50,0.0019025516556854872,0.0037290012451435548,mean_accepted_booking_delay
7,10,9,5,0.7,5.151553348604589,0.01381326559313591,50,0.001953490754247444,0.0038288418783249904,mean_accepted_booking_delay
7,10,9,9,0.3,6.9049269036453405,0.022224768615018257,50,0.003143056919596273,0.006160391562408695,mean_accepted_booking_delay
7,10,9,9,0.5,6.9049269036453405,0.022224768615018257,50,0.003143056919596273,0.006160391562408695,mean_accepted_booking_delay
7,10,9,9,0.7,6.9049269036453405,0.022224768615018257,50,0.003143056919596273,0.006160391562408695,mean_accepted_booking_delay
7,10,12,12,0.3,6.9049269036453405,0.022224768615018257,50,0.003143056919596273,0.006160391562408695,mean_accepted_booking_delay
7,10,12,12,0.5,6.9049269036453405,0.022224768615018257,50,0.003143056919596273,0.006160391562408695,mean_accepted_booking_delay
7,10,12,12,0.7,6.9049269036453405,0.022224768615018257,50,0.003143056919596273,0.006160391562408695,mean_accepted_booking_delay
7,14,5,9,0.3,7.013773068722942,0.03376804328688268,50,0.004775522479111123,0.009360024059057802,mean_accepted_booking_delay
7,14,5,9,0.5,6.9487673034179345,0.038067206142987205,50,0.00538351592090649,0.01055169120497672,mean_accepted_booking_delay
7,14,5,9,0.7,6.890109199158156,0.037256491443932144,50,0.0052688635486446015,0.010326972555343419,mean_accepted_booking_delay
7,14,5,12,0.3,7.3585253288948795,0.09533537500236107,50,0.013482458030226395,0.026425617739243734,mean_accepted_booking_delay
7,14,5,12,0.5,7.302816653729566,0.0771642463835171,50,0.010912672376586894,0.021388837858110313,mean_accepted_booking_delay
7,14,5,12,0.7,7.228148593232186,0.07468390976887457,50,0.01056189980861909,0.020701323624893415,mean_accepted_booking_delay
7,14,9,5,0.3,5.579955615686697,0.019674017794889326,50,0.00278232627919021,0.005453359507212811,mean_accepted_booking_delay
7,14,9,5,0.5,5.330490407916358,0.013453071772929015,50,0.0019025516556854872,0.0037290012451435548,mean_accepted_booking_delay
7,14,9,5,0.7,5.151553348604589,0.01381326559313591,50,0.001953490754247444,0.0038288418783249904,mean_accepted_booking_delay
7,14,9,9,0.3,7.0340291859233455,0.038256303760690065,50,0.005410258362463273,0.010604106390428015,mean_accepted_booking_delay
7,14,9,9,0.5,6.9727429492344575,0.029848376058471963,50,0.004221197823670343,0.008273547734393873,mean_accepted_booking_delay
7,14,9,9,0.7,6.935322916038701,0.028881081711195713,50,0.004084401745197853,0.008005427420587791,mean_accepted_booking_delay
7,14,12,12,0.3,7.403193684368747,0.08325465225838244,50,0.011773985835446027,0.02307701223747421,mean_accepted_booking_delay
7,14,12,12,0.5,7.403193684368747,0.08325465225838244,50,0.011773985835446027,0.02307701223747421,mean_accepted_booking_delay
7,14,12,12,0.7,7.403193684368747,0.08325465225838244,50,0.011773985835446027,0.02307701223747421,mean_accepted_booking_delay
10,2,5,9,0.3,4.5830634617470665,0.02397253642626291,50,0.0033902286138504053,0.006644848083146794,mean_accepted_booking_delay
10,2,5,9,0.5,4.427694009953682,0.018628867332101298,50,0.002634519683270675,0.005163658579210523,mean_accepted_booking_delay
10,2,5,9,0.7,4.3395467274929,0.014450563417937505,50,0.0020436182769579727,0.004005491822837626,mean_accepted_booking_delay
10,2,5,12,0.3,4.5830634617470665,0.02397253642626291,50,0.0033902286138504053,0.006644848083146794,mean_accepted_booking_delay
10,2,5,12,0.5,4.427694009953682,0.018628867332101298,50,0.002634519683270675,0.005163658579210523,mean_accepted_booking_delay
10,2,5,12,0.7,4.3395467274929,0.014450563417937505,50,0.0020436182769579727,0.004005491822837626,mean_accepted_booking_delay
10,2,9,5,0.3,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,9,5,0.5,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,9,5,0.7,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,9,9,0.3,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,9,9,0.5,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,9,9,0.7,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,12,12,0.3,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,12,12,0.5,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,2,12,12,0.7,5.780932566530754,0.08946581214702991,50,0.012652376490705329,0.024798657921782444,mean_accepted_booking_delay
10,5,5,9,0.3,4.79663488657507,0.023111860342459344,50,0.003268510634797889,0.006406280844203862,mean_accepted_booking_delay
10,5,5,9,0.5,4.53212513654192,0.014976268802410358,50,0.0021179642454113795,0.004151209921006304,mean_accepted_booking_delay
10,5,5,9,0.7,4.39592734356773,0.014600978123699539,50,0.0020648901286448753,0.004047184652143956,mean_accepted_booking_delay
10,5,5,12,0.3,4.79663488657507,0.023111860342459344,50,0.003268510634797889,0.006406280844203862,mean_accepted_booking_delay
10,5,5,12,0.5,4.53212513654192,0.014976268802410358,50,0.0021179642454113795,0.004151209921006304,mean_accepted_booking_delay
10,5,5,12,0.7,4.39592734356773,0.014600978123699539,50,0.0020648901286448753,0.004047184652143956,mean_accepted_booking_delay
10,5,9,5,0.3,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,9,5,0.5,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,9,5,0.7,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,9,9,0.3,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,9,9,0.5,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,9,9,0.7,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,12,12,0.3,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,12,12,0.5,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,5,12,12,0.7,6.648328833288997,0.0611469419118706,50,0.008647483454940723,0.016949067571683817,mean_accepted_booking_delay
10,7,5,9,0.3,5.583646752048832,0.020705512482172832,50,0.0029282016568174226,0.005739275247362148,mean_accepted_booking_delay
10,7,5,9,0.5,5.331799212645386,0.01650640925010432,50,0.0023343587827578238,0.004575343214205335,mean_accepted_booking_delay
10,7,5,9,0.7,5.153900609292138,0.013321549209561469,50,0.0018839515563982413,0.003692545050540553,mean_accepted_booking_delay
10,7,5,12,0.3,5.583646752048832,0.020705512482172832,50,0.0029282016568174226,0.005739275247362148,mean_accepted_booking_delay
10,7,5,12,0.5,5.331799212645386,0.01650640925010432,50,0.0023343587827578238,0.004575343214205335,mean_accepted_booking_delay
10,7,5,12,0.7,5.153900609292138,0.013321549209561469,50,0.0018839515563982413,0.003692545050540553,mean_accepted_booking_delay
10,7,9,5,0.3,6.883362901683596,0.02302896152546967,50,0.0032567869716687405,0.006383302464470731,mean_accepted_booking_delay
10,7,9,5,0.5,6.874075385338415,0.030419427159485986,50,0.004301956644856555,0.008431835023918848,mean_accepted_booking_delay
10,7,9,5,0.7,6.861490363479256,0.035032551963910016,50,0.004954351011190175,0.009710527981932742,mean_accepted_booking_delay
10,7,9,9,0.3,6.901127716145961,0.02808439075671726,50,0.003971732629913513,0.007784595954630486,mean_accepted_booking_delay
10,7,9,9,0.5,6.901127716145961,0.02808439075671726,50,0.003971732629913513,0.007784595954630486,mean_accepted_booking_delay
10,7,9,9,0.7,6.901127716145961,0.02808439075671726,50,0.003971732629913513,0.007784595954630486,mean_accepted_booking_delay
10,7,12,12,0.3,6.901127716145961,0.02808439075671726,50,0.003971732629913513,0.007784595954630486,mean_accepted_booking_delay
10,7,12,12,0.5,6.901127716145961,0.02808439075671726,50,0.003971732629913513,0.007784595954630486,mean_accepted_booking_delay
10,7,12,12,0.7,6.901127716145961,0.02808439075671726,50,0.003971732629913513,0.007784595954630486,mean_accepted_booking_delay
10,10,5,9,0.3,6.99980610770006,0.016679337130557872,50,0.0023588144781428086,0.004623276377159905,mean_accepted_booking_delay
10,10,5,9,0.5,6.995506621026841,0.017378972905986393,50,0.0024577579183760515,0.004817205520017061,mean_accepted_booking_delay
10,10,5,9,0.7,6.993065439110426,0.015540140259165015,50,0.0021977077115691306,0.004307507114675496,mean_accepted_booking_delay
10,10,5,12,0.3,6.99980610770006,0.016679337130557872,50,0.0023588144781428086,0.004623276377159905,mean_accepted_booking_delay
10,10,5,12,0.5,6.995506621026841,0.017378972905986393,50,0.0024577579183760515,0.004817205520017061,mean_accepted_booking_delay
10,10,5,12,0.7,6.993065439110426,0.015540140259165015,50,0.0021977077115691306,0.004307507114675496,mean_accepted_booking_delay
10,10,9,5,0.3,7.0015051056380955,0.01435382679969718,50,0.002029937653208615,0.003978677800288885,mean_accepted_booking_delay
10,10,9,5,0.5,7.000094747691158,0.015307767998155029,50,0.0021648453112651685,0.00424309681007973,mean_accepted_booking_delay
10,10,9,5,0.7,6.993410406707178,0.016599538573557508,50,0.0023475292579860367,0.004601157345652632,mean_accepted_booking_delay
10,10,9,9,0.3,7.001342515877788,0.01644425768043663,50,0.0023255692234831417,0.004558115678026957,mean_accepted_booking_delay
10,10,9,9,0.5,7.001342515877788,0.01644425768043663,50,0.0023255692234831417,0.004558115678026957,mean_accepted_booking_delay
10,10,9,9,0.7,7.001342515877788,0.01644425768043663,50,0.0023255692234831417,0.004558115678026957,mean_accepted_booking_delay
10,10,12,12,0.3,7.001342515877788,0.01644425768043663,50,0.0023255692234831417,0.004558115678026957,mean_accepted_booking_delay
10,10,12,12,0.5,7.001342515877788,0.01644425768043663,50,0.0023255692234831417,0.004558115678026957,mean_accepted_booking_delay
10,10,12,12,0.7,7.001342515877788,0.01644425768043663,50,0.0023255692234831417,0.004558115678026957,mean_accepted_booking_delay
10,14,5,9,0.3,7.394292255922453,0.017657277172844273,50,0.002497116085241723,0.004894347527073777,mean_accepted_booking_delay
10,14,5,9,0.5,7.2051838760351465,0.016480006781974484,50,0.00233062490990689,0.004568024823417505,mean_accepted_booking_delay
10,14,5,9,0.7,7.082068863170594,0.018164531991359312,50,0.00256885274963403,0.005034951389282699,mean_accepted_booking_delay
10,14,5,12,0.3,8.122533186107274,0.07044534213145749,50,0.009962475824831998,0.019526452616670714,mean_accepted_booking_delay
10,14,5,12,0.5,7.973324127724765,0.08378216284364266,50,0.011848587097843064,0.023223230711772406,mean_accepted_booking_delay
10,14,5,12,0.7,7.7797966107170575,0.061023987737238224,50,0.008630095108809173,0.016914986413265977,mean_accepted_booking_delay
10,14,9,5,0.3,7.396706600516728,0.020246973043457,50,0.0028633543875059347,0.005612174599511632,mean_accepted_booking_delay
10,14,9,5,0.5,7.207733119898215,0.018392690299025925,50,0.002601119206941052,0.005098193645604461,mean_accepted_booking_delay
10,14,9,5,0.7,7.079284055026896,0.019147768702148682,50,0.002707903418776174,0.005307490700801301,mean_accepted_booking_delay
10,14,9,9,0.3,7.437716217411807,0.019275772460295916,50,0.0027260058838568285,0.005342971532359384,mean_accepted_booking_delay
10,14,9,9,0.5,7.280774850713202,0.019881850882982315,50,0.0028117183163793085,0.005510967900103444,mean_accepted_booking_delay
10,14,9,9,0.7,7.15092952285338,0.017253405233361635,50,0.002439999967813896,0.004782399936915236,mean_accepted_booking_delay
10,14,12,12,0.3,8.314360564926803,0.0841057505573255,50,0.011894349311173821,0.02331292464990069,mean_accepted_booking_delay
10,14,12,12,0.5,8.306031463205482,0.07116996585310327,50,0.01006495309430887,0.019727308064845385,mean_accepted_booking_delay
10,14,12,12,0.7,8.316476815973441,0.06510012123302096,50,0.009206547435987093,0.0180448329745347,mean_accepted_booking_delay
14,2,5,9,0.3,4.5830634617470665,0.02397253642626291,50,0.0033902286138504053,0.006644848083146794,mean_accepted_booking_delay
14,2,5,9,0.5,4.427694009953682,0.018628867332101298,50,0.002634519683270675,0.005163658579210523,mean_accepted_booking_delay
14,2,5,9,0.7,4.3395467274929,0.014450563417937505,50,0.0020436182769579727,0.004005491822837626,mean_accepted_booking_delay
14,2,5,12,0.3,4.5830634617470665,0.02397253642626291,50,0.0033902286138504053,0.006644848083146794,mean_accepted_booking_delay
14,2,5,12,0.5,4.427694009953682,0.018628867332101298,50,0.002634519683270675,0.005163658579210523,mean_accepted_booking_delay
14,2,5,12,0.7,4.3395467274929,0.014450563417937505,50,0.0020436182769579727,0.004005491822837626,mean_accepted_booking_delay
14,2,9,5,0.3,5.783526951666897,0.0894116929584182,50,0.012644722881653398,0.02478365684804066,mean_accepted_booking_delay
14,2,9,5,0.5,5.786957651416019,0.093121321405431,50,0.013169343567766452,0.025811913392822246,mean_accepted_booking_delay
14,2,9,5,0.7,5.780657967652438,0.08678144521522974,50,0.012272749678571563,0.024054589370000264,mean_accepted_booking_delay
14,2,9,9,0.3,5.783526951666897,0.0894116929584182,50,0.012644722881653398,0.02478365684804066,mean_accepted_booking_delay
14,2,9,9,0.5,5.786957651416019,0.093121321405431,50,0.013169343567766452,0.025811913392822246,mean_accepted_booking_delay
14,2,9,9,0.7,5.780657967652438,0.08678144521522974,50,0.012272749678571563,0.024054589370000264,mean_accepted_booking_delay
14,2,12,12,0.3,5.785624668129747,0.09490390101004727,50,0.013421438393052251,0.026306019250382413,mean_accepted_booking_delay
14,2,12,12,0.5,5.785624668129747,0.09490390101004727,50,0.013421438393052251,0.026306019250382413,mean_accepted_booking_delay
14,2,12,12,0.7,5.785624668129747,0.09490390101004727,50,0.013421438393052251,0.026306019250382413,mean_accepted_booking_delay
14,5,5,9,0.3,4.79663488657507,0.023111860342459344,50,0.003268510634797889,0.006406280844203862,mean_accepted_booking_delay
14,5,5,9,0.5,4.53212513654192,0.014976268802410358,50,0.0021179642454113795,0.004151209921006304,mean_accepted_booking_delay
14,5,5,9,0.7,4.39592734356773,0.014600978123699539,50,0.0020648901286448753,0.004047184652143956,mean_accepted_booking_delay
14,5,5,12,0.3,4.79663488657507,0.023111860342459344,50,0.003268510634797889,0.006406280844203862,mean_accepted_booking_delay
14,5,5,12,0.5,4.53212513654192,0.014976268802410358,50,0.0021179642454113795,0.004151209921006304,mean_accepted_booking_delay
14,5,5,12,0.7,4.39592734356773,0.014600978123699539,50,0.0020648901286448753,0.004047184652143956,mean_accepted_booking_delay
14,5,9,5,0.3,6.7090311583362965,0.05863157151826212,50,0.008291756362437437,0.016251842470377375,mean_accepted_booking_delay
14,5,9,5,0.5,6.68791122041506,0.05835767233085746,50,0.008253021167882372,0.01617592148904945,mean_accepted_booking_delay
14,5,9,5,0.7,6.660303228666719,0.05988593304207165,50,0.008469149870346478,0.016599533745879094,mean_accepted_booking_delay
14,5,9,9,0.3,6.7090311583362965,0.05863157151826212,50,0.008291756362437437,0.016251842470377375,mean_accepted_booking_delay
14,5,9,9,0.5,6.68791122041506,0.05835767233085746,50,0.008253021167882372,0.01617592148904945,mean_accepted_booking_delay
14,5,9,9,0.7,6.660303228666719,0.05988593304207165,50,0.008469149870346478,0.016599533745879094,mean_accepted_booking_delay
14,5,12,12,0.3,6.768489968494776,0.0858766153498811,50,0.012144787411849937,0.023803783327225877,mean_accepted_booking_delay
14,5,12,12,0.5,6.768489968494776,0.0858766153498811,50,0.012144787411849937,0.023803783327225877,mean_accepted_booking_delay
14,5,12,12,0.7,6.768489968494776,0.0858766153498811,50,0.012144787411849937,0.023803783327225877,mean_accepted_booking_delay
14,7,5,9,0.3,5.583646752048832,0.020705512482172832,50,0.0029282016568174226,0.005739275247362148,mean_accepted_booking_delay
14,7,5,9,0.5,5.331799212645386,0.01650640925010432,50,0.0023343587827578238,0.004575343214205335,mean_accepted_booking_delay
14,7,5,9,0.7,5.153900609292138,0.013321549209561469,50,0.0018839515563982413,0.003692545050540553,mean_accepted_booking_delay
14,7,5,12,0.3,5.583646752048832,0.020705512482172832,50,0.0029282016568174226,0.005739275247362148,mean_accepted_booking_delay
14,7,5,12,0.5,5.331799212645386,0.01650640925010432,50,0.0023343587827578238,0.004575343214205335,mean_accepted_booking_delay
14,7,5,12,0.7,5.153900609292138,0.013321549209561469,50,0.0018839515563982413,0.003692545050540553,mean_accepted_booking_delay
14,7,9,5,0.3,7.012842123124771,0.03672546664299303,50,0.005193765301100144,0.010179779990156283,mean_accepted_booking_delay
14,7,9,5,0.5,6.931109034499324,0.040505206353787536,50,0.005728301217224719,0.01122747038576045,mean_accepted_booking_delay
14,7,9,5,0.7,6.888048995765023,0.032535559721958845,50,0.0046012229818194,0.009018397044366024,mean_accepted_booking_delay
14,7,9,9,0.3,7.028626421773937,0.0415550421043491,50,0.005876770412895549,0.011518470009275276,mean_accepted_booking_delay
14,7,9,9,0.5,6.972479452636758,0.029725042877924622,50,0.004203755878008277,0.008239361520896223,mean_accepted_booking_delay
14,7,9,9,0.7,6.93528568662042,0.02232690444486184,50,0.0031575011071731753,0.006188702170059424,mean_accepted_booking_delay
14,7,12,12,0.3,7.404405556566143,0.07949480346500892,50,0.011242262919839933,0.02203483532288627,mean_accepted_booking_delay
14,7,12,12,0.5,7.404405556566143,0.07949480346500892,50,0.011242262919839933,0.02203483532288627,mean_accepted_booking_delay
14,7,12,12,0.7,7.404405556566143,0.07949480346500892,50,0.011242262919839933,0.02203483532288627,mean_accepted_booking_delay
14,10,5,9,0.3,7.397039797338342,0.01969892159896002,50,0.0027858482089373558,0.005460262489517217,mean_accepted_booking_delay
14,10,5,9,0.5,7.205676360549338,0.019936723905120805,50,0.0028194785335909733,0.005526177925838307,mean_accepted_booking_delay
14,10,5,9,0.7,7.076727188966669,0.01551792790719094,50,0.0021945664106277365,0.0043013501648303636,mean_accepted_booking_delay
14,10,5,12,0.3,7.397039797338342,0.01969892159896002,50,0.0027858482089373558,0.005460262489517217,mean_accepted_booking_delay
14,10,5,12,0.5,7.205676360549338,0.019936723905120805,50,0.0028194785335909733,0.005526177925838307,mean_accepted_booking_delay
14,10,5,12,0.7,7.076727188966669,0.01551792790719094,50,0.0021945664106277365,0.0043013501648303636,mean_accepted_booking_delay
14,10,9,5,0.3,7.395953706270792,0.018860947250204433,50,0.002667340740044264,0.005227987850486757,mean_accepted_booking_delay
14,10,9,5,0.5,7.210276923717474,0.019554974633817796,50,0.0027654910339006975,0.005420362426445367,mean_accepted_booking_delay
14,10,9,5,0.7,7.077774182253413,0.016792890637004673,50,0.002374873369030017,0.004654751803298833,mean_accepted_booking_delay
14,10,9,9,0.3,7.440716246147609,0.022186550611695326,50,0.003137652077733662,0.006149798072357977,mean_accepted_booking_delay
14,10,9,9,0.5,7.276378506547101,0.015343299158062375,50,0.00216987017608795,0.004252945545132382,mean_accepted_booking_delay
14,10,9,9,0.7,7.149538145530938,0.02082774117282144,50,0.0029454874040200593,0.005773155311879316,mean_accepted_booking_delay
14,10,12,12,0.3,8.327986541435926,0.09106093144612523,50,0.012877960425343695,0.025240802433673642,mean_accepted_booking_delay
14,10,12,12,0.5,8.323083123565036,0.0734355884232937,50,0.01038536051090706,0.020355306601377837,mean_accepted_booking_delay
14,10,12,12,0.7,8.316763118822573,0.07463539842281307,50,0.010555039268266174,0.0206878769658017,mean_accepted_booking_delay
14,14,5,9,0.3,9.41496855879772,0.022595417591949312,50,0.0031954746006018337,0.006263130217179594,mean_accepted_booking_delay
14,14,5,9,0.5,7.984447203891871,0.07277736876338792,50,0.010292274193901123,0.0201728574200462,mean_accepted_booking_delay
14,14,5,9,0.7,7.208764675471785,0.016060407780392517,50,0.002271284650027347,0.0044517179140536,mean_accepted_booking_delay
14,14,5,12,0.3,9.436224648465974,0.017869694413607827,50,0.002527156419518692,0.004953226582256636,mean_accepted_booking_delay
