selection_objective,comparison,factor,contrast,fixed_other_level,effect_average_utilization,effect_priority_weighted_utilization,effect_class_1_percent_serviced,effect_class_2_percent_serviced,effect_class_1_slot_utilization,effect_class_2_slot_utilization,n_rows
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,-0.00016158295281580562,-0.010610639269406395,-0.015441979260238712,0.016946309507532443,-0.021024931506849316,0.020828584474885847,60
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,-0.000274429223744273,-0.00229249619482496,-0.004589015790004122,0.009240042662117191,-0.004312146118721463,0.0040392998477929995,60
average_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,-0.0001130593607306263,-0.00010392694063927213,-0.00013278062602626234,5.012038260120236e-06,-0.00010925418569254273,1.0654490106544827e-05,60
average_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,-0.0002520243531202354,-0.0007799847792998472,-0.0015331529346492546,0.000577590183025092,-0.0013015220700152174,0.001043074581430746,60
average_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,-0.0003650837138508617,-0.0008839117199391193,-0.0016659335606755172,0.0005826022212852123,-0.0014107762557077604,0.0010537290715372908,60
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,-0.0002259056316590937,0.008214216133942163,0.010720182844208328,-0.0077012548071551295,0.01660353120243531,-0.016778630136986303,60
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,-0.00041360730593604107,-0.011390624048706242,-0.016975132194887964,0.01752389969055753,-0.022326453576864535,0.021871659056316595,60
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,-0.0006395129375951347,-0.003176407914764079,-0.006254949350679639,0.009822644883402402,-0.005722922374429224,0.00509302891933029,60
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,low,-4.207001522069523e-05,0.010663333333333334,0.024972790996339336,-0.024495833314956677,0.021313546423135467,-0.021300426179604263,60
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,medium,-3.217656012177364e-05,0.018723120243531198,0.03525861224876841,-0.03178332493682437,0.03740054794520548,-0.03735485540334856,60
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,high,-4.7732115677318056e-05,0.007901339421613396,0.018967207518294414,-0.014145861490272964,0.015774307458143073,-0.01574593607305936,60
average_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,low,-1.278538812761924e-06,0.0007999847792998488,0.0021754165068458673,0.0029134494259957853,0.0016236834094368348,-0.0016473972602739722,60
average_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,medium,5.875190258774106e-06,0.0008043987823439891,0.002183957453766097,0.0029184614642559057,0.0016227701674277023,-0.0016367427701674273,60
average_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,high,-1.7351598173341096e-06,0.00027890410958904217,0.0008758536670428052,0.0034960516472809975,0.0005757382039573819,-0.0005936681887366813,60
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,low,-4.3348554033457166e-05,0.011463318112633182,0.027148207503185206,-0.02158238388896089,0.0229372298325723,-0.022947823439878237,60
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,medium,-2.630136986299954e-05,0.01952751902587519,0.03744256970253452,-0.028864863472568465,0.03902331811263318,-0.03899159817351598,60
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,high,-4.946727549465217e-05,0.008180243531202438,0.019843061185337223,-0.010649809842991966,0.016350045662100455,-0.01633960426179604,60
average_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,low,-1.704718417045763e-05,-0.008064200913242009,-0.01029436219934931,0.007282479583607575,-0.016086088280060883,0.016043774733637748,60
average_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,medium,-7.153729071536034e-06,-4.414003044140118e-06,-8.540946920230034e-06,-5.012038260120236e-06,9.132420091325274e-07,-1.0654490106544827e-05,60
average_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,high,0.0,0.0,0.0,0.0,0.0,0.0,60
average_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,low,2.316590563165262e-05,0.011347275494672753,0.017599508517197292,-0.0182150536295765,0.022673272450532727,-0.02265199391171994,60
average_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,medium,7.610350076108218e-06,0.0005254946727549469,0.001308103786723292,-0.000577590183025092,0.0010470319634703204,-0.001043074581430746,60
average_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,high,0.0,0.0,0.0,0.0,0.0,0.0,60
average_utilization,both_flexible_vs_horizon_only,balking,low_to_high,low,6.118721461195007e-06,0.003283074581430744,0.007305146317847983,-0.010932574045968927,0.006587184170471843,-0.006608219178082195,60
average_utilization,both_flexible_vs_horizon_only,balking,low_to_high,medium,4.5662100457218485e-07,0.0005210806697108066,0.0012995628398030617,-0.0005826022212852123,0.001047945205479453,-0.0010537290715372908,60
average_utilization,both_flexible_vs_horizon_only,balking,low_to_high,high,0.0,0.0,0.0,0.0,0.0,0.0,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,9.893455098921596e-06,0.008059786910197868,0.010285821252429078,-0.007287491621867695,0.016087001522070016,-0.016054429223744292,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,-1.55555555555444e-05,-0.010821780821917806,-0.016291404730474,0.01763746344655141,-0.021626240487062406,0.021608919330289196,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,-5.6621004566228245e-06,-0.0027619939117199373,-0.0060055834780449215,0.010349971824683715,-0.00553923896499239,0.0055544901065449044,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,7.153729071536034e-06,4.414003044140118e-06,8.540946920230034e-06,5.012038260120236e-06,-9.132420091325274e-07,1.0654490106544827e-05,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,-7.610350076108218e-06,-0.0005254946727549469,-0.001308103786723292,0.000577590183025092,-0.0010470319634703204,0.001043074581430746,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,-4.5662100457218485e-07,-0.0005210806697108066,-0.0012995628398030617,0.0005826022212852123,-0.001047945205479453,0.0010537290715372908,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,1.704718417045763e-05,0.008064200913242009,0.01029436219934931,-0.007282479583607575,0.016086088280060883,-0.016043774733637748,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,-2.316590563165262e-05,-0.011347275494672753,-0.017599508517197292,0.0182150536295765,-0.022673272450532727,0.02265199391171994,60
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,-6.118721461195007e-06,-0.003283074581430744,-0.007305146317847983,0.010932574045968927,-0.006587184170471843,0.006608219178082195,60
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,low,0.00477954337899535,-0.007943409436834099,-0.039600776789614045,0.02377072769652672,-0.02069668188736682,0.02550654490106545,60
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,medium,0.0046602130898020155,-0.0027203652968036526,-0.031724893460884064,0.013276063865294556,-0.010126818873668193,0.014812907153729073,60
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,high,0.004625114155251047,-0.009490243531202437,-0.046223950876242634,0.028141286222190403,-0.023594764079147644,0.028209041095890414,60
average_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,low,0.004596255707762462,0.0053190867579908695,0.004074095090059802,0.0023723080041781574,0.006058264840182649,-0.0014783561643835622,60
average_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,medium,0.004577442922374321,0.004426225266362253,3.315446906714826e-05,0.0052074641916033506,0.004286057838660579,0.00028033485540334866,60
average_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,high,0.004593729071537173,0.004469193302891934,0.0024580433163497815,0.004718975470278767,0.004351354642313546,0.00023567732115677327,60
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,low,0.009375799086757812,-0.002624322678843229,-0.03552668169955424,0.026143035700704878,-0.014638417047184172,0.024028188736681888,60
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,medium,0.009237656012176337,0.0017058599695585997,-0.03169173899181692,0.018483528056897902,-0.005840761035007613,0.015093242009132422,60
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,high,0.009218843226788221,-0.005021050228310504,-0.04376590755989285,0.03286026169246917,-0.019243409436834096,0.02844471841704719,60
average_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,low,2.1522070015266105e-05,-0.004100563165905634,-0.003196007954124148,0.0067177095754498315,-0.008215098934550987,0.008229071537290713,60
average_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,medium,-9.780821917806735e-05,0.0011224809741248098,0.004679875374605825,-0.0037769542557823366,0.002354764079147642,-0.002464566210045663,60
average_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,high,-0.00011662100456620806,0.00022961948249619352,0.0006389347536131709,-0.0009417980683571431,0.0005825570776255715,-0.0007058751902587525,60
average_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,low,-8.158295281587844e-06,0.0068791171993911725,0.011547266870592088,-0.015455698903327172,0.013761796042617961,-0.013765357686453579,60
