selection_objective,comparison,factor,contrast,fixed_other_level,effect_average_utilization,effect_priority_weighted_utilization,effect_class_1_percent_serviced,effect_class_2_percent_serviced,effect_class_1_slot_utilization,effect_class_2_slot_utilization,n_rows
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,-0.0002444140030441272,-0.0002544901065449003,-0.0002250491479259629,0.0,-0.00025449010654489743,0.0,60
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,-0.00036462709284628954,-0.0003628310502283126,-0.00036637072087245524,0.0,-0.0003628310502283078,0.0,60
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,-0.0002496194824962254,-0.00023196347031963362,-0.0003276223972032406,-1.9741851542861658e-05,-0.0002426484018264882,2.136986301369853e-05,60
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,-0.0003903805175037798,-0.00041133942161339777,-0.0004169119136547016,7.675762768548959e-05,-0.0004114764079147603,2.739726027400898e-07,60
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,-0.0006400000000000051,-0.0006433028919330313,-0.0007445343108579422,5.701577614262793e-05,-0.0006541248097412485,2.1643835616438622e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,low,0.0049087671232875794,0.00488176560121765,0.006230471748617021,-9.416371259625874e-06,0.004865966514459667,3.1598173515981624e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,medium,0.004773394216133876,0.004748736681887367,0.006117606182477948,1.0349465577525516e-05,0.00471662100456621,6.42313546423139e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,high,0.004619421613394166,0.004609863013698625,0.0060357471938200504,-2.6653565900691583e-05,0.004616103500761036,-1.2480974124809719e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,low,0.004986331811263249,0.004956955859969564,0.00639613602862569,5.1800144682928824e-05,0.004935312024353123,4.328767123287706e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,medium,0.0048558599695584775,0.004836666666666669,0.006198868951925913,0.00014962888492314308,0.00481744292237443,3.844748858447477e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,high,0.004531841704718307,0.004507442922374432,0.005934446132364136,2.1972265275815954e-05,0.004496438356164387,2.2009132420091245e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,low,0.009895098934550827,0.009838721461187215,0.012626607777242711,4.2383773423302945e-05,0.00980127853881279,7.488584474885869e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,medium,0.009629254185692354,0.009585403348554036,0.012316475134403862,0.0001599783505006686,0.009534063926940641,0.00010267884322678868,60
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,high,0.009151263318112474,0.009117305936073055,0.011970193326184186,-4.681300624875629e-06,0.009112541856925423,9.528158295281526e-06,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,low,6.04566210045726e-05,0.0008829375951293727,0.00188396304718356,-0.001430278603946441,0.0017445357686453602,-0.0017231963470319648,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,medium,-7.491628614913076e-05,0.0007499086757990896,0.0017710974810444871,-0.0014105127671092893,0.0015951902587519032,-0.0016905631659056323,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,high,-0.00020538812785390217,0.0006296194824961937,0.0015738304043447103,-0.0013126840268690753,0.0014773211567732111,-0.0016954033485540347,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,low,-7.981735159819702e-05,0.0008818721461187256,0.0018092030786535196,-0.0022111182490397946,0.0017760426179604253,-0.0017883409436834105,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,medium,-0.00023378995433790683,0.0007429984779299838,0.0017273440899956212,-0.002248121280518012,0.0016755251141552505,-0.001865053272450534,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,high,-0.0005578082191780772,0.0004137747336377471,0.0014629212704338449,-0.0023757779001653393,0.001354520547945208,-0.0018814916286149174,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,low,-1.9360730593624418e-05,0.0017648097412480983,0.00369316612583708,-0.0036413968529862358,0.0035205783866057855,-0.0035115372907153753,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,medium,-0.00030870624048703763,0.0014929071537290734,0.003498441571040108,-0.0036586340476273014,0.003270715372907154,-0.0035556164383561666,60
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,high,-0.0007631963470319793,0.0010433942161339408,0.0030367516747785554,-0.003688461927034414,0.0028318417047184193,-0.0035768949771689523,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,-0.00013537290715370334,-0.00013302891933028306,-0.000112865566139073,1.9765836837151388e-05,-0.0001493455098934567,3.263318112633228e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,-0.0001539726027397098,-0.00013887366818874186,-8.185898865789816e-05,-3.700303147821711e-05,-0.00010051750380517492,-7.671232876712363e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,-0.0002893455098934131,-0.0002719025875190249,-0.00019472455479697116,-1.7237194641065707e-05,-0.0002498630136986316,-4.407914764079134e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,-0.00013047184170477142,-0.000120289193302896,-0.00019726707669977676,9.782874024021424e-05,-0.00011786910197869217,-4.840182648402293e-06,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,-0.00032401826484017033,-0.0003292237442922367,-0.00026442281956177646,-0.00012765661964732713,-0.00032100456621004224,-1.6438356164383526e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,-0.0004544901065449417,-0.0004495129375951327,-0.00046168989626155325,-2.9827879407112873e-05,-0.0004388736681887345,-2.1278538812785816e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,-0.00026584474885847474,-0.0002533181126331791,-0.00031013264283884977,0.00011759457707736566,-0.0002672146118721488,2.7792998477929993e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,-0.0004779908675798802,-0.0004680974124809786,-0.00034628180821967466,-0.00016465965112554424,-0.00042152207001521717,-9.315068493150714e-05,60
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,-0.0007438356164383549,-0.0007214155251141577,-0.0006564144510585244,-4.706507404817857e-05,-0.000688736681887366,-6.535768645357716e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,low,0.010715859969558405,0.010767975646879752,0.00896184481778257,-0.00020410186976311943,0.010812176560121768,-8.8401826484017e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,medium,0.010559452054794322,0.010605433789954339,0.00885165618440489,-0.00015203495913839683,0.010639665144596652,-6.846270928462724e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,high,0.01043598173515964,0.01048491628614916,0.008616401847706037,-0.00014308124882829362,0.010520608828006088,-7.138508371385098e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,low,0.010735038051750153,0.010722191780821922,0.009060442041236358,0.0,0.01072219178082192,0.0,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,medium,0.01061482496194799,0.010613850837138509,0.008919120468289866,0.0,0.010613850837138509,0.0,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,high,0.010370410958903864,0.01035936073059361,0.008694071320363903,0.0,0.010359360730593613,0.0,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,low,0.02145089802130856,0.021490167427701674,0.018022286859018927,-0.00020410186976311943,0.021534368340943688,-8.8401826484017e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,medium,0.021174277016742314,0.021219284627092848,0.017770776652694758,-0.00015203495913839683,0.02125351598173516,-6.846270928462724e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,high,0.0208063926940635,0.02084427701674277,0.01731047316806994,-0.00014308124882829362,0.0208799695585997,-7.138508371385098e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,low,9.86301369863174e-05,0.0009580821917808192,0.001896589819225385,-0.0015799348123550904,0.0018499847792998508,-0.0017838051750380516,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,medium,-5.777777777776475e-05,0.0007955403348554058,0.0017864011858477046,-0.0015278679017303677,0.0016774733637747344,-0.0017638660578386616,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,high,-0.00017799086757992706,0.0006871993911719936,0.0016450796129012122,-0.0015278679017303677,0.001569132420091324,-0.0017638660578386616,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,low,-0.00011111111111113754,0.0007879299847793034,0.0017646092607924338,-0.001984349861886693,0.0016290106544901057,-0.0016821613394216145,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,medium,-0.0002345814307458207,0.0006674124809741233,0.0015293549240935798,-0.0019753961515765897,0.0015099543378995419,-0.0016850837138508384,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,high,-0.0004789954337899479,0.000412922374429223,0.0013043057761676171,-0.0019753961515765897,0.0012554642313546448,-0.0016850837138508384,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,low,-1.2480974124820158e-05,0.0017460121765601226,0.0036611990800178187,-0.0035642846742417835,0.0034789954337899566,-0.003465966514459666,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,medium,-0.00029235920852358545,0.0014629528158295292,0.003315756109941284,-0.0035032640533069572,0.003187427701674276,-0.0034489497716895,60
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,high,-0.0006569863013698749,0.0011001217656012164,0.0029493853890688294,-0.0035032640533069572,0.002824596651445969,-0.0034489497716895,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,-0.00015640791476408215,-0.00016254185692541335,-0.00011018863337768045,5.206691062472258e-05,-0.0001725114155251166,1.9939117199389753e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,-0.00012347031963468312,-0.00012051750380518016,-0.00023525433669885392,8.953710310103205e-06,-0.00011905631659056399,-2.9223744292237303e-06,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,-0.00027987823439876527,-0.0002830593607305935,-0.00034544297007653435,6.102062093482579e-05,-0.00029156773211568064,1.701674277016602e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,-0.00012021308980216232,-0.00010834094368341225,-0.00014132157294649255,0.0,-0.00010834094368341038,0.0,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,-0.0002444140030441272,-0.0002544901065449003,-0.00022504914792596275,0.0,-0.000254490106544897,0.0,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,-0.00036462709284628954,-0.0003628310502283126,-0.00036637072087245524,0.0,-0.0003628310502283074,0.0,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,-0.00027662100456624447,-0.0002708828006088256,-0.000251510206324173,5.206691062472258e-05,-0.000280852359208527,1.9939117199389753e-05,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,-0.00036788432267881034,-0.00037500761035008044,-0.00046030348462481664,8.953710310103205e-06,-0.000373546423135461,-2.9223744292237303e-06,60
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,-0.0006445053272450547,-0.000645890410958906,-0.0007118136909489896,6.102062093482579e-05,-0.000654398782343988,1.701674277016602e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,low,7.86910197868973e-05,0.0001273972602739702,-0.00017509311352776352,-0.0003335639903395062,9.336377473363988e-05,6.806697108067129e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,medium,5.1689497716878216e-05,8.847792998477822e-05,-9.898092264869578e-05,-0.00026175522817192186,5.5159817351601174e-05,6.663622526636295e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,high,7.418569254184772e-05,0.0001248097412480955,-0.00014237249361881088,-0.0003295591455473083,9.308980213090009e-05,6.343987823439925e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,low,-6.088280060887833e-07,-6.088280060882283e-07,-4.3272368645393597e-07,0.0,-6.088280060882283e-07,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,medium,-6.088280060887833e-07,-6.088280060882283e-07,-4.3272368645393597e-07,0.0,-6.088280060882283e-07,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,high,-6.088280060887833e-07,-6.088280060882283e-07,-4.3272368645393597e-07,0.0,-6.088280060882283e-07,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,low,7.808219178080852e-05,0.00012678843226788196,-0.00017552583721421747,-0.0003335639903395062,9.275494672755167e-05,6.806697108067129e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,medium,5.1080669710789435e-05,8.786910197869e-05,-9.941364633514971e-05,-0.00026175522817192186,5.4550989345512955e-05,6.663622526636295e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,high,7.357686453575893e-05,0.00012420091324200725,-0.00014280521730526482,-0.0003295591455473083,9.248097412481186e-05,6.343987823439925e-05,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,low,2.7001522070019087e-05,3.891933028919196e-05,-7.611219087906775e-05,-7.180876216758438e-05,3.8203957382038725e-05,1.430745814308341e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,medium,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,high,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,low,-2.2496194824969484e-05,-3.633181126331727e-05,4.3391570970115106e-05,6.780391737538647e-05,-3.792998477929891e-05,3.196347031963709e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,medium,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,high,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,low,4.505327245049595e-06,2.587519025874693e-06,-3.272061990895266e-05,-4.0048447921979025e-06,2.7397260273981517e-07,4.6270928462720465e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,medium,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,high,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,-2.7001522070019087e-05,-3.891933028919196e-05,7.611219087906775e-05,7.180876216758438e-05,-3.8203957382038725e-05,-1.430745814308341e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,2.2496194824969484e-05,3.633181126331727e-05,-4.3391570970115106e-05,-6.780391737538647e-05,3.792998477929891e-05,-3.196347031963709e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,-4.505327245049595e-06,-2.587519025874693e-06,3.272061990895266e-05,4.0048447921979025e-06,-2.7397260273981517e-07,-4.6270928462720465e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,0.0,0.0,0.0,0.0,0.0,0.0,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,-2.7001522070019087e-05,-3.891933028919196e-05,7.611219087906775e-05,7.180876216758438e-05,-3.8203957382038725e-05,-1.430745814308341e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,2.2496194824969484e-05,3.633181126331727e-05,-4.3391570970115106e-05,-6.780391737538647e-05,3.792998477929891e-05,-3.196347031963709e-06,60
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,-4.505327245049595e-06,-2.587519025874693e-06,3.272061990895266e-05,4.0048447921979025e-06,-2.7397260273981517e-07,-4.6270928462720465e-06,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,low,0.005807092846270827,0.005886210045662103,0.002731373069165549,-0.0001946854985034935,0.005946210045662101,-0.00011999999999999901,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,medium,0.0057860578386604465,0.005856697108066972,0.0027340500019269417,-0.0001623844247159223,0.005923044140030442,-0.00013269406392694085,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,high,0.005816560121765474,0.005875053272450534,0.002580654653885986,-0.00011642768292760153,0.005904505327245052,-5.890410958904098e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,low,0.005748706240486904,0.0057652359208523575,0.002664306012610669,-5.180014468292902e-05,0.005786879756468797,-4.3287671232876994e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,medium,0.0057589649923895135,0.005777184170471841,0.0027202515163639537,-0.000149628884923143,0.005796407914764079,-3.844748858447482e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,high,0.005838569254185557,0.005851917808219178,0.0027596251879997676,-2.1972265275815954e-05,0.005862922374429225,-2.2009132420091164e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,low,0.01155579908675773,0.01165144596651446,0.005395679081776219,-0.00024648564318642253,0.011733089802130899,-0.000163287671232876,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,medium,0.011545022831049962,0.011633881278538814,0.0054543015182908945,-0.00031201330963906524,0.011719452054794521,-0.00017114155251141567,60
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,high,0.011655129375951031,0.011726971080669713,0.005340279841885754,-0.00013839994820341752,0.011767427701674276,-8.091324200913214e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,low,3.817351598174479e-05,7.514459665144636e-05,1.2626772041825038e-05,-0.00014965620840864992,0.00010544901065449087,-6.060882800608715e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,medium,1.713850837136599e-05,4.563165905631605e-05,1.530370480321758e-05,-0.0001173551346210787,8.228310502283102e-05,-7.330289193302899e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,high,2.7397260273975084e-05,5.7579908675799805e-05,7.124920855650197e-05,-0.00021518387486129265,9.181126331811283e-05,-6.846270928462681e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,low,-3.1293759512940516e-05,-9.39421613394222e-05,-4.459381786108579e-05,0.00022676838715310173,-0.0001470319634703195,0.00010617960426179564,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,medium,-7.914764079138444e-07,-7.55859969558605e-05,-0.00019798916590204146,0.00027272512894142246,-0.00016557077625570848,0.0001799695585996955,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,high,7.88127853881293e-05,-8.523592085241088e-07,-0.0001586154942662277,0.0004003817485887495,-9.905631659056336e-05,0.00019640791476407916,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_high,low,6.879756468804269e-06,-1.8797564687975846e-05,-3.196704581926077e-05,7.71121787444518e-05,-4.1582952815828653e-05,4.557077625570848e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_high,medium,1.6347031963452143e-05,-2.9954337899544453e-05,-0.00018268546109882387,0.00015536999432034376,-8.328767123287747e-05,0.00010666666666666653,60
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_high,high,0.00010621004566210438,5.672754946727569e-05,-8.736628570972572e-05,0.00018519787372745682,-7.245053272450508e-06,0.00012794520547945235,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,-2.1035007610378793e-05,-2.9512937595130297e-05,2.676932761392543e-06,3.230107378757123e-05,-2.3165905631659833e-05,-1.2694063926941827e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,3.0502283105026672e-05,1.8356164383561686e-05,-0.00015339534804095567,4.5956741788320735e-05,-1.853881278538897e-05,7.378995433789985e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_low_to_high,,9.467275494647875e-06,-1.11567732115686e-05,-0.00015071841527956311,7.825781557589196e-05,-4.170471841704881e-05,6.109589041095804e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.025875190260909e-05,1.1948249619483746e-05,5.594550375328439e-05,-9.782874024021397e-05,9.528158295281828e-06,4.840182648402168e-06,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,7.960426179604316e-05,7.47336377473364e-05,3.937367163581377e-05,0.00012765661964732705,6.651445966514512e-05,1.6438356164383655e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_low_to_high,,8.986301369865224e-05,8.668188736682014e-05,9.531917538909816e-05,2.9827879407113066e-05,7.604261796042694e-05,2.1278538812785827e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_low_to_medium,,-1.077625570776971e-05,-1.7564687975646544e-05,5.862243651467693e-05,-6.552766645264274e-05,-1.3637747336378017e-05,-7.853881278539655e-06,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_medium_to_high,,0.00011010654490106981,9.30898021308981e-05,-0.0001140216764051419,0.00017361336143564777,4.7975646879756155e-05,9.022831050228352e-05,60
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_low_to_high,,9.933028919330011e-05,7.552511415525153e-05,-5.539923989046495e-05,0.000108085694983005,3.4337899543378154e-05,8.237442922374386e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,low,-0.005728401826483928,-0.0057588127853881324,-0.0029064661826933126,-0.00013887849183601272,-0.005852846270928461,0.00018806697108067044,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,medium,-0.005734368340943569,-0.005768219178082194,-0.0028330309245756377,-9.937080345599926e-05,-0.0058678843226788405,0.00019933028919330432,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,high,-0.005742374429223626,-0.005750243531202439,-0.002723027147504797,-0.00021313146261970687,-0.005811415525114152,0.00012234398782344058,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,low,-0.005749315068492993,-0.005765844748858446,-0.002664738736297123,5.1800144682928966e-05,-0.005787488584474886,4.328767123287706e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,medium,-0.005759573820395603,-0.00577779299847793,-0.002720684240050407,0.000149628884923143,-0.005797016742770168,3.844748858447477e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,high,-0.005839178082191645,-0.005852526636225266,-0.0027600579116862215,2.1972265275815954e-05,-0.005863531202435312,2.2009132420091245e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,low,-0.011477716894976921,-0.011524657534246578,-0.005571204918990436,-8.707834715308377e-05,-0.011640334855403346,0.00023135464231354748,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,medium,-0.011493942161339171,-0.011546012176560124,-0.005553715164626045,5.025808146714374e-05,-0.011664901065449007,0.00023777777777777908,60
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,high,-0.011581552511415271,-0.011602770167427704,-0.005483085059191018,-0.00019115919734389092,-0.011674946727549464,0.00014435312024353185,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,low,-1.1171993911725702e-05,-3.622526636225439e-05,-8.87389629208928e-05,7.784744624106518e-05,-6.724505327245213e-05,6.203957382039525e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,medium,-1.713850837136599e-05,-4.563165905631605e-05,-1.530370480321758e-05,0.00011735513462107864,-8.228310502283102e-05,7.33028919330291e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,high,-2.7397260273975084e-05,-5.7579908675799805e-05,-7.124920855650197e-05,0.00021518387486129265,-9.181126331811283e-05,6.846270928462681e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,low,8.797564687971032e-06,5.761035007610494e-05,8.798538883120089e-05,-0.00015896446977771488,0.00010910197869102058,-0.00010298325722983192,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,medium,7.914764079138444e-07,7.55859969558605e-05,0.00019798916590204146,-0.0002727251289414225,0.00016557077625570848,-0.00017996955859969562,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,high,-7.88127853881293e-05,8.523592085241088e-07,0.0001586154942662277,-0.0004003817485887495,9.905631659056336e-05,-0.00019640791476407916,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_high,low,-2.374429223754672e-06,2.138508371385054e-05,-7.535740896918949e-07,-8.11170235366497e-05,4.1856925418568464e-05,-4.094368340943668e-05,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_high,medium,-1.6347031963452143e-05,2.9954337899544453e-05,0.00018268546109882387,-0.00015536999432034384,8.328767123287747e-05,-0.00010666666666666653,60
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_high,high,-0.00010621004566210438,-5.672754946727569e-05,8.736628570972572e-05,-0.00018519787372745685,7.245053272450508e-06,-0.00012794520547945235,60
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,-5.966514459640286e-06,-9.406392694061663e-06,7.343525811767521e-05,3.9507688380013466e-05,-1.5038051750378882e-05,1.1263318112633864e-05,60
