selection_objective,comparison,noshow_level,balk_level,rho,delta_average_utilization,delta_priority_weighted_utilization,delta_class_1_percent_serviced,delta_class_2_percent_serviced,delta_class_1_slot_utilization,delta_class_2_slot_utilization,n_rows
priority_weighted_utilization,both_flexible_vs_baseline,high,high,1.4,-0.0007300456621005292,0.03879543378995434,0.13346971891097525,-0.2071788603748375,0.07840493150684932,-0.07921899543378996,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,high,1.4,-0.00045315068493149036,0.039108127853881285,0.13356528045523372,-0.20621992574308068,0.07865680365296805,-0.07909735159817352,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,high,1.4,9.86301369856446e-06,6.657534246575448e-05,-0.0002944602988688372,-0.0002595627125904099,0.00011598173515981746,-9.881278538812987e-05,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,high,1.4,-0.0004630136986300548,0.03904155251141553,0.13385974075410256,-0.20596036303049026,0.07854082191780823,-0.07899853881278539,100
average_utilization,horizon_only_vs_baseline,high,high,1.7,0.008054246575342346,0.007862009132420092,0.00929004638137249,0.0007079298704697235,0.007775342465753435,0.00017333333333333255,100
average_utilization,reservation_only_vs_baseline,high,high,1.7,0.007895707762556887,0.061297716894977164,0.1807572208160108,-0.19338298302210763,0.11479214611872146,-0.10698885844748858,100
average_utilization,both_flexible_vs_baseline,high,high,1.7,0.00844767123287667,0.05530173515981735,0.16272684791257905,-0.17054935231731203,0.10220365296803655,-0.09380383561643836,100
average_utilization,both_flexible_vs_horizon_only,high,high,1.7,0.00039342465753432367,0.04743972602739726,0.1534368015312066,-0.17125728218778177,0.0944283105022831,-0.09397716894977169,100
average_utilization,both_flexible_vs_reservation_only,high,high,1.7,0.0005519634703197807,-0.005995981735159812,-0.01803037290343176,0.0228336307047956,-0.012588493150684927,0.013185022831050225,100
average_utilization,reservation_only_vs_horizon_only,high,high,1.7,-0.000158538812785457,0.05343570776255707,0.17146717443463835,-0.19409091289257738,0.10701680365296803,-0.10716219178082191,100
priority_weighted_utilization,horizon_only_vs_baseline,high,high,1.7,0.008317990867579787,0.008204474885844753,0.01037920033500903,0.0008383932259193793,0.0082233789954338,-3.780821917808541e-05,100
priority_weighted_utilization,reservation_only_vs_baseline,high,high,1.7,0.007829771689497616,0.07330328767123286,0.20411566116295254,-0.24438048980294927,0.13881753424657536,-0.13102849315068493,100
priority_weighted_utilization,both_flexible_vs_baseline,high,high,1.7,0.0081517808219176,0.07316958904109588,0.20430197791449345,-0.2437124604266826,0.13829698630136986,-0.13025479452054795,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,high,1.7,-0.0001662100456621851,0.06496511415525114,0.19392277757948442,-0.24455085365260198,0.13007360730593606,-0.13021698630136988,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,high,1.7,0.00032200913241998475,-0.00013369863013697913,0.000186316751540907,0.0006680293762666452,-0.0005205479452054865,0.0007736986301369895,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,high,1.7,-0.00048821917808216986,0.06509881278538811,0.19373646082794352,-0.24521888302886866,0.13059415525114157,-0.13099068493150687,100
average_utilization,horizon_only_vs_baseline,high,high,2.0,0.03968785388127773,0.03978155251141553,0.04049089750834007,0.00020922167912741874,0.03983506849315069,-0.00010703196347031541,100
average_utilization,reservation_only_vs_baseline,high,high,2.0,0.02906776255707701,0.10797497716894978,0.24913773829838182,-0.2288278714712733,0.18681388127853882,-0.1576778082191781,100
average_utilization,both_flexible_vs_baseline,high,high,2.0,0.03973607305935996,0.0986875799086758,0.22420396372371573,-0.1264412183537733,0.1576467579908676,-0.11791835616438356,100
average_utilization,both_flexible_vs_horizon_only,high,high,2.0,4.821917808222498e-05,0.05890602739726027,0.18371306621537567,-0.1266504400329007,0.11781168949771689,-0.11781132420091325,100
average_utilization,both_flexible_vs_reservation_only,high,high,2.0,0.010668310502282946,-0.009287397260273979,-0.024933774574666074,0.10238665311749996,-0.029167123287671234,0.039759452054794524,100
average_utilization,reservation_only_vs_horizon_only,high,high,2.0,-0.010620091324200722,0.06819342465753425,0.20864684079004175,-0.2290370931504007,0.14697881278538813,-0.15757077625570778,100
priority_weighted_utilization,horizon_only_vs_baseline,high,high,2.0,0.039475068493149815,0.039913972602739725,0.0405926867932561,-0.0005509792994858498,0.040282191780821916,-0.0007364383561643811,100
priority_weighted_utilization,reservation_only_vs_baseline,high,high,2.0,0.029074520547944616,0.11327634703196347,0.260255351823427,-0.243104240756544,0.197475799086758,-0.16839890410958905,100
priority_weighted_utilization,both_flexible_vs_baseline,high,high,2.0,0.039445114155250226,0.12396273972602741,0.2663619656242992,-0.24383545557161718,0.20842648401826483,-0.1689274885844749,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,high,2.0,-2.9954337899588123e-05,0.08404876712328768,0.2257692788310431,-0.2432844762721313,0.1681442922374429,-0.16819105022831052,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,high,2.0,0.01037059360730561,0.010686392694063932,0.0061066138008721545,-0.0007312148150731745,0.010950684931506851,-0.0005285844748858498,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,high,2.0,-0.010400547945205197,0.07336237442922375,0.21966266503017096,-0.24255326145705816,0.1571936073059361,-0.16766246575342467,100
average_utilization,horizon_only_vs_baseline,high,high,2.5,0.03852255707762465,0.044402922374429214,0.04266432028184295,-0.013445030953907184,0.050278356164383566,-0.011750867579908673,100
average_utilization,reservation_only_vs_baseline,high,high,2.5,0.016126940639269113,0.09639799086757991,0.24336332174804554,-0.1221313355254271,0.1767083105022831,-0.16062063926940642,100
average_utilization,both_flexible_vs_baseline,high,high,2.5,0.03842392694063855,0.12018255707762558,0.24598433671920497,-0.14347553290206627,0.20191762557077628,-0.1634701369863014,100
average_utilization,both_flexible_vs_horizon_only,high,high,2.5,-9.863013698609536e-05,0.07577963470319635,0.20332001643736203,-0.13003050194815907,0.15163926940639272,-0.15171926940639271,100
average_utilization,both_flexible_vs_reservation_only,high,high,2.5,0.022296986301369438,0.023784566210045672,0.0026210149711594177,-0.02134419737663917,0.025209315068493155,-0.002849497716894977,100
average_utilization,reservation_only_vs_horizon_only,high,high,2.5,-0.022395616438355536,0.051995068493150685,0.2006990014662026,-0.1086863045715199,0.12642995433789955,-0.14886977168949772,100
priority_weighted_utilization,horizon_only_vs_baseline,high,high,2.5,0.03850009132419997,0.04430356164383561,0.04282430398296734,-0.012788490427784937,0.050103926940639275,-0.011600730593607307,100
priority_weighted_utilization,reservation_only_vs_baseline,high,high,2.5,0.011515799086757752,0.12436054794520547,0.2810389543433784,-0.2358272378009008,0.23714429223744293,-0.22556748858447492,100
priority_weighted_utilization,both_flexible_vs_baseline,high,high,2.5,0.0381408219178075,0.15117744292237442,0.29458551092005336,-0.23759412281028314,0.2642387214611872,-0.22612255707762557,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,high,2.5,-0.0003592694063924651,0.10687388127853881,0.25176120693708604,-0.2248056323824982,0.21413479452054798,-0.21452182648401827,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,high,2.5,0.026625022831049755,0.026816894977168947,0.013546556576674971,-0.001766885009382358,0.027094429223744294,-0.0005550684931506842,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,high,2.5,-0.02698429223744222,0.08005698630136987,0.2382146503604111,-0.22303874737311588,0.18704036529680365,-0.21396675799086762,100
average_utilization,horizon_only_vs_baseline,high,high,3.0,0.03830045662100385,0.04515360730593607,0.03714823793785957,-0.01406629855917825,0.05214557077625571,-0.013983926940639277,100
